Movie,trunc,Release Date,Distributor,Genre
The Breadwinner,The Breadwinner,"Nov 17, 2017",GKIDS,Drama
Railroad Tigers,Railroad Tigers,"Jan 6, 2017",Well Go USA,Action
All I See is You,All I See is You,"Oct 27, 2017",Open Road,Thriller/Suspense
The Adventurers,The Adventurers,"Aug 18, 2017",Well Go USA,Thriller/Suspense
Truman,Truman,"Apr 7, 2017",FilmRise,Comedy
Donnie Darko,Donnie Darko,"Jun 4, 2004",Arrow Releasing,Drama
The Prison,The Prison,"Mar 31, 2017",Well Go USA,Action
California Typewriter,California Typewrite,"Aug 18, 2017",Gravitas Ventures,Documentary
Risk,Risk,"May 5, 2017",Neon,Documentary
Spark: A Space Tail,Spark: A Space Tail,"Apr 14, 2017",Open Road,Adventure
One Piece Film: Gold,One Piece Film: Gold,"Jan 10, 2017",FUNimation,Action
Whose Streets?,Whose Streets?,"Aug 11, 2017",Magnolia Pictures,Documentary
Ex Files 3: Return of the Exes,Ex Files 3: Return o,"Dec 29, 2017",China Lion Film D…,Romantic Comedy
The Bad Batch,The Bad Batch,"Jun 23, 2017",Neon,Horror
Marjorie Prime,Marjorie Prime,"Aug 18, 2017",FilmRise,Multiple Genres
Hubble 3D,Hubble 3D,"Mar 19, 2010",,Documentary
Past Life,Past Life,"Jun 2, 2017",Samuel Goldwyn Films,Thriller/Suspense
Take Every Wave: The Life o…,Take Every Wave: The,"Sep 29, 2017",IFC Films,Documentary
Graduation,Graduation,"Apr 7, 2017",IFC Films,Drama
Champion,Champion,"May 19, 2017",ArtAffects,Drama
Mr. Gaga,Mr. Gaga,"Feb 1, 2017",Abramorama Films,Documentary
9/11,9/11,"Sep 8, 2017",Atlas Distribution,Drama
David Lynch: The Art Life,David Lynch: The Art,"Mar 31, 2017",Janus Films,Documentary
Valley of Bones,Valley of Bones,"Sep 1, 2017",Smith Global Media,Western
Polina,Polina,"Aug 25, 2017",Oscilloscope Pict…,Drama
The Journey,The Journey,"Jun 16, 2017",IFC Films,Drama
Manifesto,Manifesto,"May 10, 2017",FilmRise,Drama
Bombshell: The Hedy Lamarr …,Bombshell: The Hedy ,"Nov 24, 2017",Zeitgeist,Documentary
Three Generations,Three Generations,"May 5, 2017",Weinstein Co.,Drama
13 Minutes,13 Minutes,"Jun 30, 2017",Sony Pictures Cla…,Drama
Ex Libris: The New York Pub…,Ex Libris: The New Y,"Sep 15, 2017",Zipporah,Documentary
The Void,The Void,"Apr 7, 2017",Screen Media Films,Horror
The Unknown Girl,The Unknown Girl,"Sep 8, 2017",IFC Films,Drama
Blade of the Immortal,Blade of the Immorta,"Nov 3, 2017",Magnolia Pictures,Action
Restless Creature: Wendy Wh…,Restless Creature: W,"May 23, 2017",Abramorama Films,Documentary
The Last Dalai Lama?,The Last Dalai Lama?,"Jul 7, 2017",Matson,Documentary
Chavela,Chavela,"Oct 4, 2017",Music Box Films,Documentary
A Man Called Ove,A Man Called Ove,"Sep 30, 2016",Music Box Films,Comedy
The Other Side of Hope,The Other Side of Ho,"Dec 1, 2017",Janus Films,Comedy
Things to Come,Things to Come,"Dec 2, 2016",IFC Films,Drama
The Fortress,The Fortress,"Oct 6, 2017",CJ Entertainment,Drama
"Hare Krishna! The Mantra, T…",Hare Krishna! The Ma,"Jun 16, 2017",Abramorama Films,Documentary
Dawson City: Frozen Time,Dawson City: Frozen ,"Jun 9, 2017",Kino Lorber,Documentary
Thelma,Thelma,"Nov 10, 2017",The Orchard,Drama
Moka,Moka,"Jun 14, 2017",Film Movement,Drama
City of Ghosts,City of Ghosts,"Jul 7, 2017",IFC Films,Documentary
Marie Curie: The Courage of…,Marie Curie: The Cou,"Jun 30, 2017",Society Films,Drama
The Handmaiden,The Handmaiden,"Oct 21, 2016",Magnolia Pictures,Thriller/Suspense
The B-Side,The B-Side,"Jun 30, 2017",Neon,Documentary
The Thousand Faces of Dunjia,The Thousand Faces o,"Dec 15, 2017",Well Go USA,Action
Buena Vista Social Club - A…,Buena Vista Social C,"May 26, 2017",Broad Green Pictures,Documentary
Jack Reacher: Never Go Back,Jack Reacher: Never ,"Oct 21, 2016",Paramount Pictures,Action
Inferno,Inferno,"Oct 28, 2016",Sony Pictures,Thriller/Suspense
Explosion,Explosion,"Nov 24, 2017",China Lion Film D…,Action
Big Sonia,Big Sonia,"Nov 17, 2017",Argot Pictures,Documentary
"We Love You, Sally Carmichael","We Love You, Sally C","Aug 4, 2017",Purdie Distribution,Romantic Comedy
Abacus: Small Enough to Jail,Abacus: Small Enough,"May 19, 2017",PBS Distribution,Documentary
The King’s Choice,The King’s Choice,"Sep 22, 2017",Samuel Goldwyn Films,Drama
Slack Bay,Slack Bay,"Apr 21, 2017",Kino Lorber,Comedy
Our Time Will Come,Our Time Will Come,"Jul 7, 2017",China Lion Film D…,Drama
The Terkel in Trouble,The Terkel in Troubl,"Mar 26, 2010",,Adventure
Reset,Reset,"Jun 30, 2017",Well Go USA,Action
Like Crazy,Like Crazy,"May 5, 2017",Strand Releasing,Comedy
Walking Out,Walking Out,"Oct 4, 2017",IFC Films,Thriller/Suspense
The Lure,The Lure,"Feb 1, 2017",Janus Films,Drama
Tim Timmerman: Hope of America,Tim Timmerman: Hope ,"Mar 3, 2017",Purdie Distribution,Comedy
I Called Him Morgan,I Called Him Morgan,"Mar 24, 2017",FilmRise,Documentary
Poster Boys,Poster Boys,"Sep 8, 2017",Sony Pictures,Comedy
The Mayor,The Mayor,"Apr 28, 2017",Well Go USA,Drama
Aida’s Secrets,Aida’s Secrets,"Oct 20, 2017",Music Box Films,Documentary
Keep Watching,Keep Watching,"Oct 31, 2017",Sony Pictures,Thriller/Suspense
The Fencer,The Fencer,"Jul 21, 2017",CFI,Drama
Sully,Sully,"Sep 9, 2016",Warner Bros.,Drama
BPM (Beats per Minute),BPM (Beats per Minut,"Oct 20, 2017",The Orchard,Drama
Memoir of a Murderer,Memoir of a Murderer,"Sep 8, 2017",Well Go USA,Thriller/Suspense
The King’s Case Note,The King’s Case Note,"Apr 28, 2017",CJ Entertainment,Comedy
Dina,Dina,"Oct 6, 2017",The Orchard,Documentary
Because of Grácia,Because of Grácia,"Sep 15, 2017",ArtAffects,Drama
Hostiles,Hostiles,"Dec 22, 2017",Entertainment Stu…,Western
Warriors of the Dawn,Warriors of the Dawn,"Jun 16, 2017",FIP,Drama
Chapter & Verse,Chapter & Verse,"Feb 3, 2017",Paladin,Drama
Earth: One Amazing Day,Earth: One Amazing D,"Oct 6, 2017",Atlas Distribution,Documentary
The Nile Hilton Incident,The Nile Hilton Inci,"Aug 11, 2017",Strand Releasing,Thriller/Suspense
Ocean Waves,Ocean Waves,"Dec 28, 2016",GKIDS,Drama
Stefan Zweig: Farewell to E…,Stefan Zweig: Farewe,"May 12, 2017",First Run Features,Drama
Pop Aye,Pop Aye,"Jun 28, 2017",Kino Lorber,Drama
Te Ata,Te Ata,"Sep 27, 2017",Paladin,Drama
Buster’s Mal Heart,Buster’s Mal Heart,"Apr 28, 2017",Well Go USA,Thriller/Suspense
Turn it Around: The Story o…,Turn it Around: The ,"May 31, 2017",Abramorama Films,Documentary
Bill Nye: Science Guy,Bill Nye: Science Gu,"Oct 27, 2017",PBS Distribution,Documentary
My Entire High School Sinki…,My Entire High Schoo,"Apr 14, 2017",GKIDS,Adventure
Alive and Kicking,Alive and Kicking,"Apr 7, 2017",Magnolia Pictures,Documentary
The Love Witch,The Love Witch,"Nov 11, 2016",Oscilloscope Pict…,Comedy
To the Arctic 3D,To the Arctic 3D,"Apr 20, 2012",,Documentary
Architects of Denial,Architects of Denial,"Oct 6, 2017",Dada Films,Documentary
Munna Michael,Munna Michael,"Jul 21, 2017",Eros Entertainment,Action
The Teacher,The Teacher,"Aug 30, 2017",Film Movement,Drama
Happy End,Happy End,"Dec 22, 2017",Sony Pictures Cla…,Drama
The Tiger Hunter,The Tiger Hunter,"Sep 22, 2017",Shout! Factory,Comedy
Almost Christmas,Almost Christmas,"Nov 11, 2016",Universal,Drama
Tragedy Girls,Tragedy Girls,"Oct 20, 2017",Gunpowder & Sky,Black Comedy
Donald Cried,Donald Cried,"Mar 3, 2017",The Orchard,Comedy
Worlds Apart,Worlds Apart,"Jan 13, 2017",Cinema Libre,Drama
Manolo: The Boy Who Made Sh…,Manolo: The Boy Who ,"Sep 15, 2017",Music Box Films,Documentary
Bang! The Bert Berns Story,Bang! The Bert Berns,"Apr 26, 2017",Abramorama Films,Documentary
The Force,The Force,"Sep 15, 2017",Kino Lorber,Documentary
The Boom,The Boom,"Jun 16, 2017",Rialto Pictures,Comedy
Bad Santa 2,Bad Santa 2,"Nov 23, 2016",Broad Green Pictures,Comedy
Fire at Sea,Fire at Sea,"Oct 21, 2016",Kino Lorber,Documentary
God of War,God of War,"Jun 2, 2017",Well Go USA,Action
The Paris Opera,The Paris Opera,"Oct 18, 2017",Film Movement,Documentary
The Divine Order,The Divine Order,"Oct 27, 2017",Kino Lorber,Drama
My Journey Through French C…,My Journey Through F,"Jun 23, 2017",Cohen Media Group,Documentary
The Brand New Testament,The Brand New Testam,"Dec 9, 2016",Music Box Films,Comedy
Beautiful Accident,Beautiful Accident,"Jun 9, 2017",China Lion Film D…,Drama
The Ornithologist,The Ornithologist,"Jun 23, 2017",Strand Releasing,Drama
Keep Quiet,Keep Quiet,"Feb 17, 2017",Kino Lorber,Documentary
From the Land of the Moon,From the Land of the,"Jul 28, 2017",IFC Films,Drama
Person to Person,Person to Person,"Jul 28, 2017",Magnolia Pictures,Drama
Napping Princess,Napping Princess,"Sep 8, 2017",GKIDS,Drama
Window Horses,Window Horses,"Mar 10, 2017",First Pond Entert…,Adventure
Saving Banksy,Saving Banksy,"Jan 13, 2017",Parade Deck Films,Documentary
Tampopo,Tampopo,"Oct 21, 2016",Janus Films,Comedy
So B. It,So B. It,"Oct 6, 2017",Good Deed Enterta…,Drama
Film Stars Don’t Die in Liv…,Film Stars Don’t Die,"Dec 29, 2017",Sony Pictures Cla…,Drama
The Death of Louis XIV,The Death of Louis X,"Mar 31, 2017",Cinema Guild,Drama
Tomorrow,Tomorrow,"Apr 14, 2017",Under the Milky Way,Documentary
Bluebeard,Bluebeard,"Mar 17, 2017",Well Go USA,Drama
Hermia & Helena,Hermia & Helena,"May 26, 2017",Kino Lorber,Comedy
Woodshock,Woodshock,"Sep 22, 2017",A24,Drama
Some Like It Hot,Some Like It Hot,"Jan 13, 2017",China Lion Film D…,Romantic Comedy
One Week and a Day,One Week and a Day,"Apr 28, 2017",Oscilloscope Pict…,Drama
Panic (1947) (Re-Release),Panic (1947) (Re-Rel,"Jan 20, 2017",Rialto Pictures,Drama
Seasons,Seasons,"Nov 11, 2016",Music Box Films,Documentary
Unrest,Unrest,"Sep 22, 2017",Shella Films,Documentary
The Commune,The Commune,"May 19, 2017",Magnolia Pictures,Drama
I am the Blues,I am the Blues,"Jul 12, 2017",Film Movement,Documentary
78/52: Hitchcock’s Shower S…,78/52: Hitchcock’s S,"Oct 13, 2017",IFC Films,Documentary
A Woman’s Life,A Woman’s Life,"May 5, 2017",Kino Lorber,Drama
School Life,School Life,"Sep 8, 2017",Magnolia Pictures,Documentary
"A Woman, A Part","A Woman, A Part","Mar 22, 2017",Monument Releasing,Drama
Growing up Smith,Growing up Smith,"Feb 3, 2017",Good Deed Enterta…,Comedy
Sophie and the Rising Sun,Sophie and the Risin,"Jan 20, 2017",Monterey Media,Drama
Rat Film,Rat Film,"Sep 15, 2017",Cinema Guild,Documentary
Afterimage,Afterimage,"May 19, 2017",Film Movement,Drama
Love & Taxes,Love & Taxes,"Mar 3, 2017",Abramorama Films,Romantic Comedy
Alone in Berlin,Alone in Berlin,"Jan 13, 2017",IFC Films,Drama
Super Dark Times,Super Dark Times,"Sep 29, 2017",The Orchard,Thriller/Suspense
Sidemen: Long Road to Glory,Sidemen: Long Road t,"Aug 18, 2017",Abramorama Films,Documentary
7 Witches,7 Witches,"Apr 21, 2017",Indican Pictures,Horror
The Hole,The Hole,"Jun 28, 2017",Rialto Pictures,Thriller/Suspense
XX,XX,"Feb 17, 2017",Magnolia Pictures,Horror
On the Beach at Night Alone,On the Beach at Nigh,"Nov 17, 2017",Cinema Guild,Drama
The Son of Joseph,The Son of Joseph,"Jan 13, 2017",Kino Lorber,Drama
No Greater Love,No Greater Love,"Nov 10, 2017",Atlas Distribution,Documentary
Dealt,Dealt,"Oct 20, 2017",IFC Films,Documentary
Deep Sea 3-D,Deep Sea 3-D,"Mar 3, 2006",,Documentary
The Wound,The Wound,"Aug 16, 2017",Kino Lorber,Drama
Uncertain,Uncertain,"Mar 9, 2017",Lucid Inc,Documentary
Quest,Quest,"Dec 1, 2017",First Run Features,Documentary
Lemon,Lemon,"Aug 18, 2017",Magnolia Pictures,Comedy
False Confessions,False Confessions,"Jul 14, 2017",Big World Pictures,Drama
In Pursuit of Silence,In Pursuit of Silenc,"Jun 23, 2017",Cinema Guild,Documentary
Berlin Syndrome,Berlin Syndrome,"May 5, 2017",Vertical Entertai…,Thriller/Suspense
Wait For Your Laugh,Wait For Your Laugh,"Nov 3, 2017",Vitagraph Films,Documentary
Brimstone & Glory,Brimstone & Glory,"Oct 27, 2017",Oscilloscope Pict…,Documentary
Radio Dreams,Radio Dreams,"May 19, 2017",Matson,Comedy
The Villainess,The Villainess,"Aug 25, 2017",Well Go USA,Action
The Crime of Monsieur Lange,The Crime of Monsieu,"Nov 17, 2017",Rialto Pictures,Comedy
Ribbons,Ribbons,"Sep 22, 2017",Indican Pictures,Thriller/Suspense
30 Years of Garbage: The Ga…,30 Years of Garbage:,"Jul 28, 2017",Indican Pictures,Documentary
The Untamed,The Untamed,"Jul 21, 2017",Strand Releasing,Drama
Wasted! The Story of Food W…,Wasted! The Story of,"Oct 13, 2017",Super LTD,Documentary
The Edge of Seventeen,The Edge of Seventee,"Nov 18, 2016",STX Entertainment,Drama
The Marseille Trilogy,The Marseille Trilog,"Dec 30, 2016",Janus Films,Drama
The Departure,The Departure,"Oct 13, 2017",Matson,Documentary
Naples ‘44,Naples ‘44,"Nov 29, 2017",First Run Features,Documentary
Saving Brinton,Saving Brinton,"Sep 22, 2017",Barn Owl,Documentary
Jasmine,Jasmine,"Jun 16, 2017",Indican Pictures,Horror
Simple Creature,Simple Creature,"Jul 28, 2017",Indican Pictures,Thriller/Suspense
For Ahkeem,For Ahkeem,"Oct 13, 2017",Vitagraph Films,Documentary
Finding Oscar,Finding Oscar,"Apr 14, 2017",FilmRise,Documentary
Grace of Jake,Grace of Jake,"Feb 3, 2017",Indican Pictures,Drama
My Scientology Movie,My Scientology Movie,"Mar 10, 2017",Magnolia Pictures,Documentary
The Recall,The Recall,"Jun 2, 2017",Freestyle Releasing,Horror
Twenty-Two,Twenty-Two,"Sep 8, 2017",China Lion Film D…,Documentary
The Transfiguration,The Transfiguration,"Apr 7, 2017",Strand Releasing,Drama
Paradise Club,Paradise Club,"Sep 8, 2017",Indican Pictures,Drama
Bending the Arc,Bending the Arc,"Oct 6, 2017",Abramorama Films,Documentary
The Passion of Joan of Arc,The Passion of Joan ,"Nov 24, 2017",Janus Films,Drama
The Girl Without Hands,The Girl Without Han,"Jul 21, 2017",GKIDS,Adventure
Whisky Galore,Whisky Galore,"May 12, 2017",Arrow Releasing,Romantic Comedy
Trophy,Trophy,"Sep 8, 2017",The Orchard,Documentary
Massacre on Aisle 12,Massacre on Aisle 12,"Jan 27, 2017",Indican Pictures,Comedy
A Beginner’s Guide to Snuff,A Beginner’s Guide t,"Jun 23, 2017",Indican Pictures,Black Comedy
Man Underground,Man Underground,"Jul 14, 2017",Indican Pictures,Drama
All These Sleepless Nights,All These Sleepless ,"Apr 7, 2017",The Orchard,Documentary
The Blackcoat’s Daughter,The Blackcoat’s Daug,"Mar 31, 2017",A24,Horror
RV: Resurrected Victims,RV: Resurrected Vict,"Oct 20, 2017",Well Go USA,Thriller/Suspense
Better Watch Out,Better Watch Out,"Oct 6, 2017",Well Go USA,Horror
Glory,Glory,"Apr 12, 2017",Film Movement,Drama
Carrie Pilby,Carrie Pilby,"Mar 31, 2017",The Orchard,Comedy
"Léon Morin, Priest","Léon Morin, Priest","Apr 17, 2009",Rialto Pictures,Drama
Black Code,Black Code,"Apr 14, 2017",,Documentary
The Man From Outer Space,The Man From Outer S,"Sep 8, 2017",Indican Pictures,Drama
Bobbi Jene,Bobbi Jene,"Sep 22, 2017",Oscilloscope Pict…,Documentary
All the Rage (Saved by Sarno),All the Rage (Saved ,"Jun 23, 2017",Rumur,Documentary
Burden,Burden,"May 5, 2017",Magnolia Pictures,Documentary
Clash,Clash,"Aug 25, 2017",Kino Lorber,Drama
Mansfield 66/67,Mansfield 66/67,"Oct 27, 2017",FilmBuff,Documentary
The Last Shaman,The Last Shaman,"May 12, 2017",Abramorama Films,Documentary
Bad Grandmas,Bad Grandmas,"Nov 3, 2017",Parade Deck Films,Comedy
Harmonium,Harmonium,"Jun 16, 2017",Film Movement,Drama
Food Evolution,Food Evolution,"Jun 23, 2017",Abramorama Films,Documentary
The Queen of Katwe,The Queen of Katwe,"Sep 23, 2016",Walt Disney,Drama
That Most Important Thing,That Most Important ,"Jul 14, 2017",Rialto Pictures,Drama
Le Fidèle,Le Fidèle,"Nov 21, 2017",,Drama
Mission Control: The Unsung…,Mission Control: The,"Apr 14, 2017",Gravitas Ventures,Documentary
Kills on Wheels,Kills on Wheels,"Oct 20, 2017",Kino Lorber,Drama
Contemporary Color,Contemporary Color,"Mar 1, 2017",Oscilloscope Pict…,Concert/Perfor…
Shot! The Psycho-Spiritual …,Shot! The Psycho-Spi,"Apr 7, 2017",Magnolia Pictures,Documentary
Rebels on Pointe,Rebels on Pointe,"Nov 15, 2017",Icarus Films,Documentary
Paradise,Paradise,"Oct 6, 2017",Film Movement,Drama
Vince Giordano: There’s a F…,Vince Giordano: Ther,"Jan 13, 2017",First Run Features,Documentary
The Farthest,The Farthest,"Aug 11, 2017",Abramorama Films,Documentary
The Beatles: Eight Days a W…,The Beatles: Eight D,"Sep 16, 2016",Abramorama Films,Documentary
Antarctica: Ice and Sky,Antarctica: Ice and ,"Jan 20, 2017",Music Box Films,Documentary
Time to Die,Time to Die,"Sep 15, 2017",Film Movement,Western
Brotherhood of Blades 2,Brotherhood of Blade,"Dec 1, 2017",Well Go USA,Action
Brave New Jersey,Brave New Jersey,"Aug 4, 2017",Gravitas Ventures,Comedy
Abracadabra,Abracadabra,"Sep 15, 2017",Sony Pictures,Comedy
After Love,After Love,"Aug 9, 2017",Distrib Films,Drama
Legend of the Naga Pearls,Legend of the Naga P,"Aug 25, 2017",Well Go USA,Action
Trafficked,Trafficked,"Oct 6, 2017",Epic Pictures Group,Drama
"Intent to Destroy: Death, D…",Intent to Destroy: D,"Nov 10, 2017",Abramorama Films,Documentary
Birdboy: The Forgotten Chil…,Birdboy: The Forgott,"Dec 15, 2017",GKIDS,Horror
Taipei Story (1985),Taipei Story (1985),"Mar 17, 2017",Janus Films,Drama
Junction 48,Junction 48,"Mar 3, 2017",The Orchard,Multiple Genres
Heal,Heal,"Oct 20, 2017",Paladin,Documentary
Song of Granite,Song of Granite,"Nov 15, 2017",Oscilloscope Pict…,Drama
The Magnificent Seven,The Magnificent Seve,"Sep 23, 2016",Sony Pictures,Western
Heat and Dust,Heat and Dust,"Sep 15, 1983",Cohen Media Group,Drama
Seven Beauties,Seven Beauties,"Apr 14, 2017",Kino Lorber,Drama
Porto,Porto,"Nov 17, 2017",Kino Lorber,Drama
Staying Vertical,Staying Vertical,"Jan 20, 2017",Strand Releasing,Comedy
Dead Awake,Dead Awake,"May 12, 2017",FilmRise,Horror
Sweet Virginia,Sweet Virginia,"Nov 17, 2017",IFC Films,Thriller/Suspense
Beside Bowie: The Mick Rons…,Beside Bowie: The Mi,"Sep 1, 2017",Parade Deck Films,Documentary
4 Days in France,4 Days in France,"Aug 4, 2017",Cinema Guild,Drama
Saigon Bodyguards,Saigon Bodyguards,"Feb 3, 2017",CJ Entertainment,Action
Ugetsu (1953) (Re-Release),Ugetsu (1953) (Re-Re,"Mar 3, 2017",Janus Films,Drama
Permanent,Permanent,"Dec 15, 2017",Magnolia Pictures,Comedy
Shadowman,Shadowman,"Dec 1, 2017",Film Movement,Documentary
The Challenge,The Challenge,"Sep 8, 2017",Kino Lorber,Documentary
Lovesong,Lovesong,"Feb 17, 2017",Strand Releasing,Drama
Clarence,Clarence,"Sep 1, 2017",Indican Pictures,Documentary
In The Fade,In The Fade,"Dec 27, 2017",Magnolia Pictures,Drama
Painted Woman,Painted Woman,"Nov 10, 2017",Amor Media,Western
The Sunshine Makers,The Sunshine Makers,"Jan 20, 2017",FilmRise,Documentary
Red Trees,Red Trees,"Sep 15, 2017",Cohen Media Group,Documentary
The Fiancé,The Fiancé,"Nov 11, 2016",Indican Pictures,Horror
The Lucky Man,The Lucky Man,"Dec 21, 2017",Indican Pictures,Action
Frank Serpico,Frank Serpico,"Nov 1, 2017",IFC Films,Documentary
Machines,Machines,"Aug 9, 2017",Kino Lorber,Documentary
The Daughter,The Daughter,"Jul 1, 2016",Kino Lorber,Drama
Pelle the Conqueror,Pelle the Conqueror,"Dec 21, 1988",Film Movement,Drama
Harry & Snowman,Harry & Snowman,"Sep 30, 2016",FilmRise,Documentary
The Tribes of Palos Verdes,The Tribes of Palos ,"Dec 1, 2017",IFC Films,Drama
Amnesia,Amnesia,"Jul 21, 2017",Film Movement,Drama
Julian Schnabel: A Private …,Julian Schnabel: A P,"May 5, 2017",Cohen Media Group,Documentary
Félicité,Félicité,"Oct 27, 2017",Strand Releasing,Drama
Remember the Goal,Remember the Goal,"Aug 26, 2016",Five & Two Pictures,Drama
We Are the Flesh,We Are the Flesh,"Jan 13, 2017",Arrow Releasing,Horror
Natasha,Natasha,"Apr 28, 2017",Menemsha Entertai…,Drama
Mr. Chibbs,Mr. Chibbs,"May 3, 2017",Abramorama Films,Documentary
Served Like a Girl,Served Like a Girl,"Aug 25, 2017",Entertainment Stu…,Documentary
From Nowhere,From Nowhere,"Feb 17, 2017",FilmRise,Drama
La Chinoise,La Chinoise,"Oct 12, 2007",Kino Lorber,Black Comedy
Swept Away,Swept Away,"Apr 14, 2017",Kino Lorber,Romantic Comedy
The Ballad of Lefty Brown,The Ballad of Lefty ,"Dec 15, 2017",A24,Western
Ana-ta-han (1954) (Re-Release),Ana-ta-han (1954) (R,"Feb 3, 2017",Kino Lorber,Drama
Maigret Sets a Trap,Maigret Sets a Trap,"Oct 20, 2017",Kino Lorber,Drama
The Wrong Light,The Wrong Light,"Jul 14, 2017",Cinema Guild,Documentary
Birthright: A War Story,Birthright: A War St,"Jul 14, 2017",Abramorama Films,Documentary
Big Time,Big Time,"Dec 1, 2017",Abramorama Films,Documentary
The Jazz Funeral,The Jazz Funeral,"Mar 10, 2017",Indican Pictures,Adventure
Miss Sloane,Miss Sloane,"Nov 25, 2016",EuropaCorp,Drama
Spices of Liberty,Spices of Liberty,"Oct 24, 2016",Hannover House,Drama
Harry Benson: Shoot First,Harry Benson: Shoot ,"Dec 9, 2016",Magnolia Pictures,Documentary
Footnotes,Footnotes,"Jul 14, 2017",Monument Releasing,Musical
The Pathological Optimist,The Pathological Opt,"Sep 29, 2017",Film Arcade,Documentary
Last Rampage,Last Rampage,"Sep 22, 2017",Epic Pictures Group,Thriller/Suspense
Chosen,Chosen,"Dec 16, 2016",Hannover House,Drama
The Fuzz,The Fuzz,"Jul 21, 2017",Indican Pictures,Thriller/Suspense
The Freedom to Marry,The Freedom to Marry,"Mar 3, 2017",Argot Pictures,Documentary
The Sacrifice,The Sacrifice,"Nov 7, 2014",Kino Lorber,Drama
Arise from Darkness,Arise from Darkness,"Jan 5, 2017",Indican Pictures,Horror
Ichi The Killer: Definitive…,Ichi The Killer: Def,"Nov 10, 2017",Well Go USA,Horror
Suntan,Suntan,"Mar 10, 2017",Strand Releasing,Romantic Comedy
Starless Dreams,Starless Dreams,"Jan 20, 2017",Cinema Guild,Documentary
"Kill Me, Deadly","Kill Me, Deadly","Apr 1, 2016",Indican Pictures,Multiple Genres
The Work,The Work,"Oct 25, 2017",The Orchard,Documentary
The Vault,The Vault,"Sep 1, 2017",FilmRise,Thriller/Suspense
Trespass Against Us,Trespass Against Us,"Jan 20, 2017",A24,Action
The Ardennes,The Ardennes,"Jan 6, 2017",Film Movement,Thriller/Suspense
No culpes al karma de lo qu…,No culpes al karma d,"Mar 24, 2017",,Comedy
Gold,Gold,"Dec 1, 2017",Sony Pictures,Adventure
Icaros: A Vision,Icaros: A Vision,"May 19, 2017",Factory 25,Drama
Reset,Reset,"Jan 13, 2017",FilmRise,Documentary
Scum,Scum,"Jun 16, 2017",Kino Lorber,Thriller/Suspense
Company Town,Company Town,"Sep 8, 2017",First Run Features,Documentary
Best Worst Thing That Ever …,Best Worst Thing Tha,"Nov 18, 2016",Abramorama Films,Documentary
Shot,Shot,"Sep 22, 2017",Paladin,Drama
Night School,Night School,"Jun 9, 2017",Oscilloscope Pict…,Documentary
I Love You Both,I Love You Both,"Jun 9, 2017",Magnolia Pictures,Comedy
A Boy Called Po,A Boy Called Po,"Sep 1, 2017",Freestyle Releasing,Comedy
Vengeance: A Love Story,Vengeance: A Love St,"Sep 15, 2017",FilmRise,Action
The Pulitzer at 100,The Pulitzer at 100,"Jul 21, 2017",First Run Features,Documentary
German Concentration Camps …,German Concentration,"Jan 6, 2017",First Run Features,Documentary
Bad Lucky Goat,Bad Lucky Goat,"Oct 13, 2017",Film Movement,Drama
My Father Die,My Father Die,"Jan 20, 2017",FilmRise,Action
Badsville,Badsville,"Dec 1, 2017",Epic Pictures Group,Drama
Mostly Sunny,Mostly Sunny,"Jan 13, 2017",,Documentary
Swim Team,Swim Team,"Jul 7, 2017",Argot Pictures,Documentary
Train to Busan,Train to Busan,"Jul 22, 2016",Well Go USA,Horror
The Woman Who Left,The Woman Who Left,"May 19, 2017",Kino Lorber,Drama
Soul on a String,Soul on a String,"May 19, 2017",Film Movement,Drama
Shakespeare Wallah,Shakespeare Wallah,"Nov 10, 2017",Cohen Media Group,Drama
Emily,Emily,"Jan 27, 2017",Hibernation Films,Drama
Mifune: The Last Samurai,Mifune: The Last Sam,"Nov 25, 2016",Strand Releasing,Documentary
Who’s Crazy,Who’s Crazy,"Mar 10, 2017",Kino Lorber,Drama
Speed Sisters,Speed Sisters,"Jan 27, 2017",First Run Features,Documentary
Bugs,Bugs,"Sep 27, 2017",Kino Lorber,Documentary
A Kind of Loving,A Kind of Loving,"Apr 7, 2017",Rialto Pictures,Drama
The Bad Kids,The Bad Kids,"Dec 16, 2016",FilmRise,Documentary
Heal the Living,Heal the Living,"Apr 14, 2017",Cohen Media Group,Drama
Tower,Tower,"Oct 12, 2016",Kino Lorber,Drama
The Levelling,The Levelling,"Mar 24, 2017",Monterey Media,Drama
The Skyjacker’s Tale,The Skyjacker’s Tale,"Jun 30, 2017",Strand Releasing,Documentary
Dalida,Dalida,"Sep 1, 2017",Under the Milky Way,Drama
Demons,Demons,"Oct 5, 2017",Uncork'd Entertai…,Horror
New World Order,New World Order,"Sep 23, 2016",Indican Pictures,Action
1898. Los últimos de Filipi…,1898. Los últimos de,"Mar 3, 2017",,Drama
I Dream in Another Language,I Dream in Another L,"Jul 28, 2017",FilmRise,Drama
Santoalla,Santoalla,"Jul 19, 2017",Oscilloscope Pict…,Documentary
Take Me,Take Me,"May 5, 2017",The Orchard,Comedy
Apprentice,Apprentice,"Mar 3, 2017",Film Movement,Drama
Miles,Miles,"Jun 9, 2017",Entertainment Stu…,Drama
Shut In,Shut In,"Nov 11, 2016",EuropaCorp,Thriller/Suspense
Red Christmas,Red Christmas,"Aug 25, 2017",Artsploitation,Horror
Thrill Ride,Thrill Ride,"Dec 1, 2017",Gravitas Ventures,Adventure
