Movie,trunc,Release Date,Distributor,Genre
HappyThankYouMorePlease,HappyThankYouMorePle,"Mar 4, 2011",Anchor Bay Entert…,Romantic Comedy
The Afflicted,The Afflicted,"Oct 28, 2011",Nocturnal Features,Horror
Winston Churchill: Walking …,Winston Churchill: W,"Oct 29, 2010",Moriah Films,Documentary
Ip Man 2: Legend of the Gra…,Ip Man 2: Legend of ,"Jan 28, 2011",Variance Films,Action
The Wildest Dream,The Wildest Dream,"Apr 30, 2010",,Documentary
Queen of the Sun,Queen of the Sun,"Sep 17, 2010",Collective Eye,Documentary
"Filth to Ashes, Flesh to Dust","Filth to Ashes, Fles","Sep 30, 2011",Nocturnal Features,Horror
El Bulli: Cooking in Progress,El Bulli: Cooking in,"Jul 27, 2011",Alive Mind,Documentary
Blackthorn,Blackthorn,"Oct 7, 2011",Magnolia Pictures,Western
Bol,Bol,"Aug 31, 2011",Eros Entertainment,Drama
Uncle Boonmee,Uncle Boonmee,"Mar 2, 2011",Strand Releasing,Drama
JIG,JIG,"Jun 17, 2011",Screen Media Films,Documentary
Rien a declarer,Rien a declarer,"Aug 26, 2011",,Comedy
Amigo,Amigo,"Aug 19, 2011",Variance Films,Drama
Go For It!,Go For It!,"May 13, 2011",Lionsgate,Drama
American: The Bill Hicks Story,American: The Bill H,"Apr 8, 2011",Variance Films,Documentary
The Man Nobody Knew: In Sea…,The Man Nobody Knew:,"Sep 23, 2011",First Run Features,Documentary
Bellflower,Bellflower,"Aug 5, 2011",Oscilloscope Pict…,Action
The Greatest Miracle,The Greatest Miracle,"Oct 14, 2011",KKM Enterprises,Drama
The Last Godfather,The Last Godfather,"Apr 1, 2011",Roadside Attractions,Comedy
Restless,Restless,"Sep 16, 2011",Sony Pictures Cla…,Drama
The Happiness of Others,The Happiness of Oth,"Oct 7, 2011",,Romantic Comedy
Pastorela,Pastorela,"Dec 2, 2011",Lionsgate,Comedy
The Housemaid,The Housemaid,"Jan 21, 2011",IFC Films,Thriller/Suspense
A Good Old Fashioned Orgy,A Good Old Fashioned,"Sep 2, 2011",Samuel Goldwyn Films,Comedy
Millénium 3 - La reine du p…,Millénium 3 - La rei,"Apr 30, 2010",Music Box Films,Thriller/Suspense
Magic Trip,Magic Trip,"Aug 5, 2011",Magnolia Pictures,Documentary
Decisions,Decisions,"May 13, 2011",Self Distributed,Drama
The Four Times,The Four Times,"Mar 30, 2011",Lorber Films,Drama
Sex and Zen: Extreme Ecstasy,Sex and Zen: Extreme,"Aug 12, 2011",China Lion Film D…,Comedy
Beginning of the Great Revival,Beginning of the Gre,"Jun 24, 2011",China Lion Film D…,Drama
Revenge of the Electric Car,Revenge of the Elect,"Oct 14, 2011",Area 23a,Documentary
Gun Hill Road,Gun Hill Road,"Aug 5, 2011",Motion Film Group,Drama
Thunder Soul,Thunder Soul,"Sep 23, 2011",Roadside Attractions,Documentary
Nostalgia for the Light,Nostalgia for the Li,"Mar 18, 2011",Icarus Films,Documentary
Human Centipede 2: The Full…,Human Centipede 2: T,"Oct 7, 2011",IFC Films,Horror
Eames: The Architect and th…,Eames: The Architect,"Nov 18, 2011",First Run Features,Documentary
Dil Toh Baccha Hai Ji,Dil Toh Baccha Hai J,"Jan 28, 2011",Viva Entertainment,Comedy
Cold Weather,Cold Weather,"Feb 4, 2011",IFC Films,Thriller/Suspense
Labios Rojos,Labios Rojos,"Oct 14, 2011",Lionsgate,Comedy
1911,1911,"Oct 7, 2011",Variance Films,Drama
"Life, Above All","Life, Above All","Jul 15, 2011",Sony Pictures Cla…,Drama
Evangelion: 2.0 You Can (No…,Evangelion: 2.0 You ,"Jan 21, 2011",,Multiple Genres
Game,Game,"Apr 1, 2011",Eros Entertainment,Action
I Saw the Devil,I Saw the Devil,"Mar 4, 2011",Magnet Pictures,Thriller/Suspense
Legend of the Guardians: Th…,Legend of the Guardi,"Sep 24, 2010",Paramount Pictures,Adventure
The Bang Bang Club,The Bang Bang Club,"May 6, 2011",TriBeca Films,Drama
What Women Want,What Women Want,"Feb 3, 2011",China Lion Film D…,Comedy
Last Mountain The,Last Mountain The,"Jun 3, 2011",Dada Films,Documentary
City of Life and Death,City of Life and Dea,"May 11, 2011",Kino International,Drama
Jackass 3D,Jackass 3D,"Oct 15, 2010",Paramount Pictures,Comedy
Trust,Trust,"Apr 1, 2011",Alchemy,Drama
Kaboom,Kaboom,"Jan 28, 2011",IFC Films,Comedy
Inni,Inni,"Sep 27, 2011",Cinema Purgatorio,Concert/Perfor…
The Big Uneasy,The Big Uneasy,"Aug 30, 2010",Self Distributed,Documentary
Blank City,Blank City,"Apr 6, 2011",Insurgent Media,Documentary
Vision,Vision,"Oct 13, 2010",Zeitgeist,Drama
35 and Ticking,35 and Ticking,"May 20, 2011",Image Entertainment,Romantic Comedy
Last Night,Last Night,"May 6, 2011",TriBeca Films,Drama
Mysteries of Lisbon,Mysteries of Lisbon,"Aug 5, 2011",Music Box Films,Thriller/Suspense
Tiny Furniture,Tiny Furniture,"Nov 12, 2010",IFC Films,Comedy
Henry's Crime,Henry's Crime,"Apr 8, 2011",Motion Pictures F…,Comedy
Young Goethe in Love,Young Goethe in Love,"Nov 4, 2011",Music Box Films,Drama
Rubber,Rubber,"Apr 1, 2011",Magnet Pictures,Black Comedy
Rejoice and Shout,Rejoice and Shout,"Jun 3, 2011",Magnolia Pictures,Documentary
The Undefeated,The Undefeated,"Jul 15, 2011",Cinedigm,Documentary
The Double,The Double,"Oct 28, 2011",Image Entertainment,Thriller/Suspense
The Warrior's Way,The Warrior's Way,"Dec 3, 2010",Relativity,Western
A Little Help,A Little Help,"Jul 22, 2011",Freestyle Releasing,Comedy
Tomboy,Tomboy,"Nov 16, 2011",Rocket Releasing,Drama
My Dog Tulip,My Dog Tulip,"Sep 1, 2010",New Yorker,Drama
Paranormal Activity 2,Paranormal Activity ,"Oct 22, 2010",Paramount Pictures,Horror
Evil Bong 3,Evil Bong 3,"Apr 9, 2011",Full Moon Features,Comedy
The Man Who Fell to Earth,The Man Who Fell to ,"Jun 24, 2011",Rialto Pictures,Drama
Exporting Raymond,Exporting Raymond,"Apr 29, 2011",Samuel Goldwyn Films,Documentary
Vidal Sassoon The Movie,Vidal Sassoon The Mo,"Feb 11, 2011",Phase 4 Films,Documentary
Carancho,Carancho,"Feb 11, 2011",Strand Releasing,Drama
Elite Squad: The Enemy Within,Elite Squad: The Ene,"Nov 11, 2011",Variance Films,Action
Waste Land,Waste Land,"Oct 29, 2010",Arthouse Films,Documentary
Pariah,Pariah,"Dec 28, 2011",Focus Features,Drama
The Robber,The Robber,"Feb 3, 2011",Kino International,Drama
Oy Vey! My Son is Gay!,Oy Vey! My Son is Ga,"Dec 24, 2010",,
Inkubus,Inkubus,"Oct 28, 2011",Screen Media Films,Horror
True Legend,True Legend,"May 13, 2011",Indomina Releasing,Action
Circo,Circo,"Apr 1, 2011",First Run Features,Documentary
Beautiful Boy,Beautiful Boy,"Jun 3, 2011",Anchor Bay Entert…,Drama
Chalo Dilli,Chalo Dilli,"May 6, 2011",Eros Entertainment,
Kings of Pastry,Kings of Pastry,"Sep 15, 2010",First Run Features,Documentary
Evidence of a Haunting,Evidence of a Haunti,"Aug 26, 2011",Nocturnal Features,Horror
The Tree,The Tree,"Jul 15, 2011",Zeitgeist,Drama
Hausu,Hausu,"Jan 15, 2010",Janus Films,Horror
The Warring States,The Warring States,"Apr 22, 2011",China Lion Film D…,Drama
Heartbeats,Heartbeats,"Jun 11, 2010",IFC Films,Drama
Four Lions,Four Lions,"Nov 5, 2010",Drafthouse Films,Black Comedy
Puncture,Puncture,"Sep 23, 2011",Alchemy,Drama
A Beautiful Life,A Beautiful Life,"May 20, 2011",China Lion Film D…,Drama
Shaolin,Shaolin,"Sep 9, 2011",Variance Films,Action
Snowmen,Snowmen,"Oct 21, 2011",ARC Entertainment,Drama
Get Low,Get Low,"Jul 30, 2010",Sony Pictures Cla…,Drama
Bhutto,Bhutto,"Dec 3, 2010",First Run Features,Documentary
Battle of the Brides,Battle of the Brides,"May 6, 2011",Variance Films,Comedy
The Human Resources Manager,The Human Resources ,"Mar 4, 2011",Film Movement,Drama
Summer Wars,Summer Wars,"Dec 24, 2010",GKIDS,Adventure
Trigun: Badlands Rumble,Trigun: Badlands Rum,"Jul 8, 2011",Eleven Arts,Action
Queen of the Lot,Queen of the Lot,"Nov 19, 2010",Rainbow Releasing,Drama
If A Tree Falls: The Story …,If A Tree Falls: The,"Jun 22, 2011",Oscilloscope Pict…,Drama
Viva Riva,Viva Riva,"Jun 10, 2011",Music Box Films,Thriller/Suspense
Une vie qui commence,Une vie qui commence,"Jan 21, 2011",,Drama
The Whale,The Whale,"Sep 9, 2011",Paladin,Documentary
How to Live Forever,How to Live Forever,"May 13, 2011",Variance Films,Documentary
Limelight,Limelight,"Sep 23, 2011",Magnolia Pictures,Documentary
Crime after Crime,Crime after Crime,"Jul 1, 2011",Life Sentence Fil…,Documentary
3,3,"Sep 16, 2011",Strand Releasing,Drama
A Separation,A Separation,"Dec 30, 2011",Sony Pictures Cla…,Drama
White Material,White Material,"Nov 19, 2010",IFC Films,Drama
Finding Joe,Finding Joe,"Sep 30, 2011",Balcony Releasing,Documentary
Into Eternity,Into Eternity,"Feb 2, 2011",International Fil…,Documentary
The Other F Word,The Other F Word,"Nov 2, 2011",Oscilloscope Pict…,Documentary
Dirty Girl,Dirty Girl,"Oct 7, 2011",Weinstein Co.,Drama
Farmageddon,Farmageddon,"Jun 17, 2011",Kristin Marie Pro…,Documentary
For Colored Girls,For Colored Girls,"Nov 5, 2010",Lionsgate,Drama
"!Women, Art, Revolution","!Women, Art, Revolut","Jun 1, 2011",Zeitgeist,Documentary
My Reincarnation,My Reincarnation,"Oct 28, 2011",Long Shot Factory,Documentary
Battleship Potemkin,Battleship Potemkin,"Jan 14, 2011",Kino International,Drama
Legend of the Fist: The Ret…,Legend of the Fist: ,"Apr 22, 2011",Variance Films,Action
In The Land of Blood and Honey,In The Land of Blood,"Dec 23, 2011",FilmDistrict,Drama
Orgasm Inc,Orgasm Inc,"Feb 11, 2011",First Run Features,Documentary
The Perfect Host,The Perfect Host,"Jul 1, 2011",Magnolia Pictures,Thriller/Suspense
Marwencol,Marwencol,"Oct 8, 2010",,Documentary
Putty Hill,Putty Hill,"Feb 18, 2011",Cinema Guild,Drama
Lebanon Pa.,Lebanon Pa.,"Apr 29, 2011",Truly Indie,Drama
"The Butcher, the Chef and t…","The Butcher, the Che","Mar 18, 2011",China Lion Film D…,Comedy
What If...,What If...,"Aug 20, 2010",Five & Two Pictures,Drama
Pianomania,Pianomania,"May 27, 2011",First Run Features,Documentary
Alabama Moon,Alabama Moon,"Mar 18, 2011",Faulkner-McLean E…,Adventure
Margaret,Margaret,"Sep 30, 2011",Fox Searchlight,Drama
Journal d'un curé de campagne,Journal d'un curé de,"Feb 25, 2011",Rialto Pictures,Drama
Connected: An Autobiography…,Connected: An Autobi,"Sep 16, 2011",Paladin,Documentary
The Woodmans,The Woodmans,"Jan 19, 2011",Lorber Films,Documentary
The Tempest,The Tempest,"Dec 10, 2010",Miramax,Drama
Every Day,Every Day,"Jan 14, 2011",Image Entertainment,Drama
Tees Maar Khan,Tees Maar Khan,"Dec 22, 2010",UTV Communications,Comedy
Rapt,Rapt,"Jul 6, 2011",Lorber Films,Drama
Texas Killing Fields,Texas Killing Fields,"Oct 14, 2011",Anchor Bay Entert…,Thriller/Suspense
Happy Happy,Happy Happy,"Sep 16, 2011",Magnolia Pictures,Drama
Magnificent Desolation,Magnificent Desolati,"Sep 23, 2005",IMAX Films,Documentary
Undertow,Undertow,"Sep 17, 2010",The Film Collabor…,Drama
Desert Flower,Desert Flower,"Mar 18, 2011",National Geograph…,Drama
Crazy Wisdom,Crazy Wisdom,"Nov 25, 2011",Alive Mind,Documentary
Love Etc.,Love Etc.,"Jul 1, 2011",,Documentary
Over Your Cities Grass Will…,Over Your Cities Gra,"Aug 10, 2011",Alive Mind,Documentary
Public Speaking,Public Speaking,"Feb 23, 2011",Rialto Pictures,Documentary
People v. The State of Illu…,People v. The State ,"Sep 9, 2011",Self Distributed,Documentary
Down for Life,Down for Life,"Jan 14, 2011",B.D. Fox Independent,Drama
The Conquest,The Conquest,"Nov 11, 2011",Music Box Films,Drama
Myth of the American Sleepover,Myth of the American,"Jul 22, 2011",IFC Films,Drama
"Arrow, the Ultimate Weapon","Arrow, the Ultimate ","Oct 14, 2011",CJ Entertainment,Action
The Last Circus,The Last Circus,"Aug 19, 2011",Magnolia Pictures,Black Comedy
CornerStore,CornerStore,"Aug 12, 2011",Shotown Pictures,Comedy
Louder Than A Bomb,Louder Than A Bomb,"May 18, 2011",Balcony Releasing,Documentary
Road to Nowhere,Road to Nowhere,"Jun 10, 2011",Monterey Media,Thriller/Suspense
Empire of Silver,Empire of Silver,"Jun 3, 2011",China Lion Film D…,Drama
Went the Day Well,Went the Day Well,"May 20, 2011",Rialto Pictures,Thriller/Suspense
3 Backyards,3 Backyards,"Mar 11, 2011",Screen Media Films,Drama
The Strange Case of Angelica,The Strange Case of ,"Dec 31, 2010",Cinema Guild,Drama
When Harry Tries to Marry,When Harry Tries to ,"Apr 22, 2011",108 Pics,Romantic Comedy
The Snows of Kilimanjaro,The Snows of Kiliman,"Dec 9, 2011",Mongrel Media,Drama
Where Soldiers Come From,Where Soldiers Come ,"Sep 9, 2011",International Fil…,Documentary
11-11-11,11-11-11,"Nov 11, 2011",Rocket Releasing,Horror
Summer,Summer,"Jun 9, 2011",The Film Desk,Drama
A Somewhat Gentle Man,A Somewhat Gentle Ma,"Jan 14, 2011",Strand Releasing,Black Comedy
Sleeping Beauty,Sleeping Beauty,"Dec 2, 2011",IFC Films,Drama
Fireflies in the Garden,Fireflies in the Gar,"Oct 14, 2011",,Drama
Granito: How to Nail a Dict…,Granito: How to Nail,"Sep 14, 2011",Skylight Pictures,Documentary
Dogtooth,Dogtooth,"Jun 25, 2010",Kino International,Drama
Da Wu Sheng (My Kingdom),Da Wu Sheng (My King,"Sep 9, 2011",China Lion Film D…,Drama
Hell and Back Again,Hell and Back Again,"Oct 5, 2011",Docurama,Documentary
Hereafter,Hereafter,"Oct 22, 2010",Warner Bros.,Drama
Love in Space,Love in Space,"Sep 9, 2011",China Lion Film D…,Romantic Comedy
Making the Boys,Making the Boys,"Mar 11, 2011",First Run Features,Documentary
Tamara Drewe,Tamara Drewe,"Oct 8, 2010",Sony Pictures Cla…,Comedy
Stake Land,Stake Land,"Apr 22, 2011",IFC Films,Horror
American Teacher,American Teacher,"Sep 30, 2011",First Run Features,Documentary
Meet Monica Velour,Meet Monica Velour,"Apr 8, 2011",Anchor Bay Entert…,Comedy
Film Socialisme,Film Socialisme,"Jun 3, 2011",Lorber Films,Drama
The Time That Remains,The Time That Remain,"Jan 7, 2011",IFC Films,Drama
Octubre,Octubre,"May 6, 2011",New Yorker,Comedy
"HEY BOO: Harper Lee and ""To…",HEY BOO: Harper Lee ,"May 13, 2011",First Run Features,Documentary
Small Town Murder Songs,Small Town Murder So,"May 27, 2011",Monterey Media,Thriller/Suspense
White Irish Drinkers,White Irish Drinkers,"Mar 25, 2011",IFC Films,Drama
The Son of No One,The Son of No One,"Nov 4, 2011",Anchor Bay Entert…,Drama
Outrage,Outrage,"Dec 2, 2011",Magnolia Pictures,Drama
Muran,Muran,"Sep 30, 2011",UTV Communications,Action
Cat Run,Cat Run,"Apr 1, 2011",Paladin,Comedy
Cracks,Cracks,"Mar 18, 2011",IFC Films,Drama
Redemption Road,Redemption Road,"Aug 26, 2011",Freestyle Releasing,Drama
The Topp Twins: Untouchable…,The Topp Twins: Unto,"May 13, 2011",Argot Pictures,Documentary
Cost of a Soul,Cost of a Soul,"May 20, 2011",Relativity,Drama
Chasing Madoff,Chasing Madoff,"Aug 26, 2011",Cohen Media Group,Documentary
The Sleeping Beauty,The Sleeping Beauty,"Jul 8, 2011",Strand Releasing,Drama
Salvation Boulevard,Salvation Boulevard,"Jul 15, 2011",IFC Films,Comedy
"Tuesday, After Christmas","Tuesday, After Chris","May 25, 2011",Lorber Films,Drama
Khodorkovsky,Khodorkovsky,"Nov 30, 2011",Kino Lorber,Documentary
Animal Kingdom,Animal Kingdom,"Aug 13, 2010",Sony Pictures Cla…,Drama
The Autobiography of Nicola…,The Autobiography of,"Sep 9, 2011",The Film Desk,Documentary
Clash,Clash,"Mar 11, 2011",Variance Films,Action
Forks Over Knives,Forks Over Knives,"May 6, 2011",Monica Beach Media,Documentary
Enemies of the People,Enemies of the Peopl,"Jul 30, 2010",International Fil…,Documentary
Caesar and Otto's Summer Ca…,Caesar and Otto's Su,"Sep 16, 2011",Nocturnal Features,Comedy
Howl,Howl,"Sep 24, 2010",Oscilloscope Pict…,Drama
Waiting for Forever,Waiting for Forever,"Feb 4, 2011",Freestyle Releasing,Romantic Comedy
The Other Woman,The Other Woman,"Feb 4, 2011",IFC Films,Comedy
Bonnie & Clyde vs. Dracula,Bonnie & Clyde vs. D,"Mar 11, 2011",Indican Pictures,Action
Paul Goodman Changed My Life,Paul Goodman Changed,"Oct 19, 2011",Zeitgeist,Documentary
Harvest,Harvest,"May 6, 2011",Monterey Media,Drama
Immigration Tango,Immigration Tango,"Feb 18, 2011",Roadside Attractions,Comedy
Bereavement,Bereavement,"Mar 4, 2011",,Horror
Vincent Wants to Sea,Vincent Wants to Sea,"Jun 24, 2011",Corinth Films,Drama
Shut Up Little Man! An Audi…,Shut Up Little Man! ,"Aug 26, 2011",TriBeca Films,Documentary
Jane's Journey,Jane's Journey,"Sep 16, 2011",First Run Features,Documentary
Nine Nation Animation,Nine Nation Animatio,"Sep 29, 2010",The World Accordi…,Multiple Genres
Vanishing on Seventh Street,Vanishing on Seventh,"Feb 18, 2011",Magnet Pictures,Thriller/Suspense
Black Death,Black Death,"Mar 11, 2011",Magnet Pictures,Horror
Ceremony,Ceremony,"Apr 8, 2011",Magnolia Pictures,Romantic Comedy
Bheja Fry 2,Bheja Fry 2,"Jun 17, 2011",,Comedy
Garbo: The Spy,Garbo: The Spy,"Nov 18, 2011",First Run Features,Documentary
All’s Faire in Love,All’s Faire in Love,"Oct 28, 2011",Hannover House,Romantic Comedy
Answers to Nothing,Answers to Nothing,"Dec 2, 2011",Roadside Attractions,Drama
Incendiary: The Willingham …,Incendiary: The Will,"Sep 23, 2011",Truly Indie,Documentary
The Arbor,The Arbor,"Apr 27, 2011",Strand Releasing,Documentary
Monogamy,Monogamy,"Mar 11, 2011",Oscilloscope Pict…,Drama
Night Catches Us,Night Catches Us,"Dec 3, 2010",Magnolia Pictures,Drama
Rare Exports: A Christmas Tale,Rare Exports: A Chri,"Dec 3, 2010",Oscilloscope Pict…,Comedy
Cameraman: The Life and Wor…,Cameraman: The Life ,"May 13, 2011",Strand Releasing,Documentary
Griff the Invisible,Griff the Invisible,"Aug 19, 2011",Indomina Releasing,Romantic Comedy
Resurrect Dead: The Mystery…,Resurrect Dead: The ,"Sep 2, 2011",Argot Pictures,Documentary
The Bride Wore Black,The Bride Wore Black,"Nov 4, 2011",Film Forum,Drama
The Genesis Code,The Genesis Code,"Aug 25, 2010",America Saga Rele…,Drama
Brotherhood,Brotherhood,"Feb 18, 2011",Phase 4 Films,Thriller/Suspense
When We Leave,When We Leave,"Jan 28, 2011",Olive Films,Drama
Skateland,Skateland,"May 13, 2011",Freestyle Releasing,Drama
House of Pleasures,House of Pleasures,"Nov 25, 2011",IFC Films,Drama
The Next Three Days,The Next Three Days,"Nov 19, 2010",Lionsgate,Thriller/Suspense
Four Adventures of Reinette…,Four Adventures of R,"Jul 20, 2011",The Film Desk,Comedy
Client 9: The Rise and Fall…,Client 9: The Rise a,"Nov 5, 2010",Magnolia Pictures,Documentary
You Will Meet a Tall Dark S…,You Will Meet a Tall,"Sep 22, 2010",Sony Pictures Cla…,Drama
Mesrine: Killer Instinct,Mesrine: Killer Inst,"Aug 27, 2010",Music Box Films,Drama
Battle for Brooklyn,Battle for Brooklyn,"Jun 9, 2011",Rooftop Films,Documentary
5 Days of War,5 Days of War,"Aug 19, 2011",Anchor Bay Entert…,Drama
Littlerock,Littlerock,"Aug 12, 2011",Variance Films,Drama
InSight,InSight,"Sep 2, 2011",Check Entertainme…,Thriller/Suspense
Feed the Fish,Feed the Fish,"Apr 23, 2010",Strand Releasing,Romantic Comedy
Mia and the Magoo,Mia and the Magoo,"Mar 25, 2011",GKIDS,Adventure
Trespass,Trespass,"Oct 14, 2011",Alchemy,Thriller/Suspense
The Little Traitor,The Little Traitor,"Oct 16, 2009",Westchester Films,Drama
The Last Ride,The Last Ride,"Oct 21, 2011",,Drama
London Boulevard,London Boulevard,"Nov 11, 2011",IFC Films,Drama
Tyrannosaur,Tyrannosaur,"Nov 18, 2011",Strand Releasing,Drama
Dumbstruck,Dumbstruck,"Apr 15, 2011",Truly Indie,Documentary
The Tenant,The Tenant,"Apr 15, 2011",Indican Pictures,Thriller/Suspense
Ong Bak 3,Ong Bak 3,"Jan 14, 2011",Magnet Pictures,Action
Strange Powers: Stephin Mer…,Strange Powers: Step,"Oct 27, 2010",Variance Films,Documentary
Armadillo,Armadillo,"Apr 15, 2011",Lorber Films,Documentary
The Chaperone,The Chaperone,"Feb 18, 2011",Samuel Goldwyn Films,Comedy
Peep World,Peep World,"Mar 25, 2011",IFC Films,Comedy
Guy and Madeline on a Park …,Guy and Madeline on ,"Nov 5, 2010",Variance Films,Musical
Saheb Biwi Aur Gangster,Saheb Biwi Aur Gangs,"Sep 30, 2011",UTV Communications,Action
OKA!,OKA!,"Oct 14, 2011",Dada Films,Adventure
Sympathy for Delicious,Sympathy for Delicio,"Apr 29, 2011",Maya Releasing,Comedy
Every Man for Himself,Every Man for Himsel,"Nov 12, 2010",The Film Desk,Drama
William S. Burroughs: A Man…,William S. Burroughs,"Nov 17, 2010",Oscilloscope Pict…,Documentary
Benda Bilili!,Benda Bilili!,"Sep 30, 2011",National Geograph…,Documentary
Beautiful Darling,Beautiful Darling,"Apr 22, 2011",Corinth Films,Documentary
Charlotte Rampling: The Look,Charlotte Rampling: ,"Nov 4, 2011",Kino Lorber,Documentary
Mesrine: Public Enemy No. 1,Mesrine: Public Enem,"Sep 3, 2010",Music Box Films,Comedy
Under the Boardwalk: The MO…,Under the Boardwalk:,"Mar 4, 2011",Self Distributed,Documentary
The Town,The Town,"Sep 17, 2010",Warner Bros.,Thriller/Suspense
Bloodworth,Bloodworth,"May 20, 2011",Samuel Goldwyn Films,Drama
I'm Not Jesus Mommy,I'm Not Jesus Mommy,"May 6, 2011",FilmDemic,Thriller/Suspense
Leap Year,Leap Year,"Jun 24, 2011",Strand Releasing,Drama
Nenette,Nenette,"Dec 22, 2010",Kino International,Documentary
America the Beautiful II: T…,America the Beautifu,"Oct 12, 2011",,Documentary
Rebrith,Rebrith,"Aug 31, 2011",Oscilloscope Pict…,Documentary
Back Door Channels,Back Door Channels,"Sep 16, 2011",Fisher-Klingenste…,Documentary
"If I Want to Whistle, I Whi…",If I Want to Whistle,"Jan 5, 2011",Film Movement,Drama
Elektra Luxx,Elektra Luxx,"Mar 11, 2011",Samuel Goldwyn Films,Comedy
Leaving,Leaving,"Oct 1, 2010",IFC Films,Drama
Sarah Palin: You Betcha!,Sarah Palin: You Bet,"Sep 30, 2011",Freestyle Releasing,Documentary
"Marriage, Italian Style (19…","Marriage, Italian St","Sep 23, 2011",Kino Classics,Comedy
The Cremaster Cycle,The Cremaster Cycle,"Apr 9, 2010",International Fil…,Drama
Zero Bridge,Zero Bridge,"Feb 16, 2011",The Film Desk,Drama
A Bird of the Air,A Bird of the Air,"Sep 23, 2011",Paladin,Romantic Comedy
Carlos,Carlos,"Oct 15, 2010",IFC Films,Drama
A Screaming Man,A Screaming Man,"Apr 13, 2011",Film Movement,Drama
Cook County,Cook County,"Dec 16, 2011",Hannover House,Drama
Woman With the Five Elephants,Woman With the Five ,"Jul 20, 2011",Cinema Guild,Documentary
Vito Bonacacci,Vito Bonacacci,"May 6, 2011",CAVU Releasing,Drama
The Ledge,The Ledge,"Jul 8, 2011",IFC Films,Drama
Another Happy Day,Another Happy Day,"Nov 18, 2011",Phase 4 Films,Drama
Shanghai Red,Shanghai Red,"Jan 1, 2010",Indican Pictures,Thriller/Suspense
Special Treatment,Special Treatment,"Aug 26, 2011",First Run Features,Drama
How I Ended This Summer,How I Ended This Sum,"Feb 4, 2011",Film Movement,Drama
I'm Glad My Mother is Alive,I'm Glad My Mother i,"Sep 2, 2011",Strand Releasing,Drama
Korkoro,Korkoro,"Mar 25, 2011",Lorber Films,Drama
Wrecked,Wrecked,"Apr 1, 2011",IFC Films,Thriller/Suspense
The Heir Apparent: Largo Winch,The Heir Apparent: L,"Nov 18, 2011",Music Box Films,Action
Rid of Me,Rid of Me,"Nov 18, 2011",Phase 4 Films,Black Comedy
Certifiably Jonathan,Certifiably Jonathan,"Feb 11, 2011",,Comedy
John Carpenter's The Ward,John Carpenter's The,"Jul 8, 2011",Cinedigm,Horror
Inception,Inception,"Jul 16, 2010",Warner Bros.,Thriller/Suspense
Good Neighbors,Good Neighbors,"Jul 29, 2011",Magnolia Pictures,Thriller/Suspense
Boxing Gym,Boxing Gym,"Oct 22, 2010",Zipporah,Documentary
My Piece of the Pie,My Piece of the Pie,"Dec 9, 2011",IFC Films,Drama
Janie Jones,Janie Jones,"Oct 28, 2011",TriBeca Films,Comedy
"Scheherazade, Tell Me a Story","Scheherazade, Tell M","Feb 25, 2011",ArtMattan Films,Drama
The Terkel in Trouble,The Terkel in Troubl,"Mar 26, 2010",,Adventure
Monsieur Verdoux,Monsieur Verdoux,"Apr 11, 1947",The Film Desk,Black Comedy
Addiction Incorporated,Addiction Incorporat,"Dec 14, 2011",Variance Films,Documentary
That's What I Am,That's What I Am,"Apr 29, 2011",Samuel Goldwyn Films,Drama
I Melt with You,I Melt with You,"Dec 9, 2011",Magnolia Pictures,Drama
Chillar Party,Chillar Party,"Jul 8, 2011",UTV Communications,Comedy
Florent: Queen of the Meat …,Florent: Queen of th,"May 20, 2011",Self Distributed,Documentary
The Girlfriends,The Girlfriends,"Jun 18, 2010",The Film Desk,Drama
The Family Tree,The Family Tree,"Aug 26, 2011",Entertainment One,Black Comedy
Saint Misbehavin': The Wavy…,Saint Misbehavin': T,"Dec 3, 2010",Argot Pictures,Documentary
Miss Minoes,Miss Minoes,"Dec 23, 2011",Music Box Films,Adventure
To the Sea,To the Sea,"Jul 14, 2010",Film Movement,Drama
The Imperialists Are Still …,The Imperialists Are,"Apr 15, 2011",IFC Films,Drama
Rage,Rage,"Jan 28, 2011",Strand Releasing,Thriller/Suspense
Elevate,Elevate,"Oct 21, 2011",Variance Films,Documentary
Aurora,Aurora,"Jun 29, 2011",Cinema Guild,Drama
My Joy,My Joy,"Sep 30, 2011",Kino Lorber,Drama
Sons of Perdition,Sons of Perdition,"Feb 18, 2011",,Documentary
Genius Within: The Inner Li…,Genius Within: The I,"Sep 10, 2010",Lorber Films,Documentary
The Worst Movie EVER!,The Worst Movie EVER,"Aug 19, 2011",Hiltz Squared,Comedy
Tanner Hall,Tanner Hall,"Sep 9, 2011",Anchor Bay Entert…,Drama
Flypaper,Flypaper,"Aug 19, 2011",IFC Films,Comedy
Come Undone,Come Undone,"Dec 3, 2010",Film Movement,Drama
Burke & Hare,Burke & Hare,"Sep 9, 2011",IFC Films,Black Comedy
The Catechism Cataclysm,The Catechism Catacl,"Oct 19, 2011",IFC Midnight,Comedy
Fancypants,Fancypants,"Sep 30, 2011",Humble Pie Films,Comedy
Daylight,Daylight,"Jul 15, 2011",Cinema Purgatorio,Thriller/Suspense
Caterpillar,Caterpillar,"May 6, 2011",Lorber Films,Drama
