Movie,trunc,Release Date,Distributor,Genre
Diplomacy,Diplomacy,"Oct 15, 2014",Zeitgeist,Drama
Child's Pose,Child's Pose,"Feb 19, 2014",Zeitgeist,Drama
All is Lost,All is Lost,"Oct 18, 2013",Roadside Attractions,Thriller/Suspense
Supermensch: The Legend of …,Supermensch: The Leg,"Jun 6, 2014",RADiUS-TWC,Documentary
The Breakup Guru,The Breakup Guru,"Jun 27, 2014",China Lion Film D…,Romantic Comedy
Rob the Mob,Rob the Mob,"Mar 21, 2014",Alchemy,Drama
I Am Eleven,I Am Eleven,"Sep 12, 2014",Proud Mother Pict…,Documentary
Jinn,Jinn,"Apr 4, 2014",Freestyle Releasing,Thriller/Suspense
The Double,The Double,"May 9, 2014",Magnolia Pictures,Comedy
A Summer’s Tale,A Summer’s Tale,"Jun 20, 2014",Big World Pictures,Comedy
Goodbye to Language,Goodbye to Language,"Oct 29, 2014",Kino Lorber,Drama
Un été en Provence,Un été en Provence,"May 9, 2014",Mongrel Media,Drama
Code Black,Code Black,"Jun 20, 2014",Long Shot Factory,Documentary
National Gallery,National Gallery,"Nov 5, 2014",Zipporah,Documentary
Listen Up Philip,Listen Up Philip,"Oct 17, 2014",TriBeca Films,Black Comedy
The Armstrong Lie,The Armstrong Lie,"Nov 8, 2013",Sony Pictures Cla…,Documentary
Dhoom 3,Dhoom 3,"Dec 20, 2013",Yash Raj Films,Action
We Are The Best!,We Are The Best!,"May 30, 2014",Magnolia Pictures,Drama
Anita: Speaking Truth to Power,Anita: Speaking Trut,"Mar 21, 2014",Samuel Goldwyn Films,Documentary
Afternoon of a Faun: Tanaqu…,Afternoon of a Faun:,"Feb 5, 2014",Kino Lorber,Documentary
That Demon Within,That Demon Within,"Apr 18, 2014",China Lion Film D…,Horror
Action Jackson,Action Jackson,"Feb 12, 1988",,Action
The Last of Robin Hood,The Last of Robin Ho,"Aug 29, 2014",Samuel Goldwyn Films,Drama
God’s Pocket,God’s Pocket,"May 9, 2014",IFC Films,Drama
Nas: Time is Illmatic,Nas: Time is Illmati,"Oct 1, 2014",TriBeca Films,Documentary
Horns,Horns,"Oct 31, 2014",RADiUS-TWC,Horror
Keep On Keepin’ On,Keep On Keepin’ On,"Sep 19, 2014",RADiUS-TWC,Documentary
Pirates,Pirates,"Sep 12, 2014",Well Go USA,Adventure
A Girl Walks Home Alone at …,A Girl Walks Home Al,"Nov 21, 2014",Kino Lorber,Horror
Ernest & Celestine,Ernest & Celestine,"Mar 1, 2013",GKIDS,Adventure
9 mois ferme,9 mois ferme,"Apr 4, 2014",Mongrel Media,Comedy
Citizen Koch,Citizen Koch,"Jun 6, 2014",Variance Films,Documentary
Alan Partridge,Alan Partridge,"Apr 4, 2014",Magnolia Pictures,Comedy
A Coffee in Berlin,A Coffee in Berlin,"Jun 9, 2014",Music Box Films,Drama
From the Rough,From the Rough,"Apr 23, 2014",Freestyle Releasing,Drama
James Cameron’s Deepsea Cha…,James Cameron’s Deep,"Aug 8, 2014",DisruptiveLA,Documentary
Out of the Furnace,Out of the Furnace,"Dec 4, 2013",Relativity,Drama
Kids for Cash,Kids for Cash,"Feb 7, 2014",SenArt Films,Documentary
Leviathan,Leviathan,"Dec 25, 2014",Sony Pictures Cla…,Drama
Mistaken for Strangers,Mistaken for Strange,"Mar 28, 2014",Abramorama Films,Documentary
The Congress,The Congress,"Aug 29, 2014",Drafthouse Films,Drama
Dancing in Jaffa,Dancing in Jaffa,"Apr 11, 2014",IFC Films,Documentary
2001: A Space Odyssey,2001: A Space Odysse,"Apr 2, 1968",,Adventure
Aa Gaye Munde U.K. De,Aa Gaye Munde U.K. D,"Aug 8, 2014",Yash Raj Films,Romantic Comedy
Redwood Highway,Redwood Highway,"Apr 18, 2014",Monterey Media,Drama
The Jewish Cardinal,The Jewish Cardinal,"Jan 3, 2014",Film Movement,Drama
Gore Vidal: The United Stat…,Gore Vidal: The Unit,"May 23, 2014",IFC Films,Documentary
Raja Natwarlal,Raja Natwarlal,"Aug 29, 2014",UTV Communications,Drama
Bethlehem,Bethlehem,"Mar 7, 2014",Adopt Films,Thriller/Suspense
Make Your Move,Make Your Move,"Apr 18, 2014",High Top Releasing,Musical
20 Feet From Stardom,20 Feet From Stardom,"Jun 14, 2013",RADiUS-TWC,Documentary
For a Woman,For a Woman,"May 2, 2014",Film Movement,Drama
Afflicted,Afflicted,"Apr 4, 2014",CBS Films,Horror
Kundo: Age of the Rampant,Kundo: Age of the Ra,"Aug 29, 2014",Well Go USA,Action
Finding Fela!,Finding Fela!,"Aug 1, 2014",Kino Lorber,Documentary
Knights of Badassdom,Knights of Badassdom,"Jan 21, 2014",Entertainment One,Comedy
The Liberator,The Liberator,"Oct 3, 2014",Cohen Media Group,Drama
"Two Days, One Night","Two Days, One Night","Dec 24, 2014",Sundance Selects,Drama
God the Father,God the Father,"Oct 14, 2014",Rocky Mountain Pi…,Documentary
Despicable Me 2,Despicable Me 2,"Jul 3, 2013",Universal,Adventure
En solitaire,En solitaire,"Apr 18, 2014",,Adventure
God Help the Girl,God Help the Girl,"Sep 5, 2014",Amplify,Musical
Coherence,Coherence,"Jun 20, 2014",Oscilloscope Pict…,Drama
Korengal,Korengal,"May 30, 2014",Saboteur Media,Documentary
The Overnighters,The Overnighters,"Oct 10, 2014",Drafthouse Films,Documentary
The Golden Era,The Golden Era,"Oct 17, 2014",China Lion Film D…,Drama
Ivory Tower,Ivory Tower,"Jun 13, 2014",Samuel Goldwyn Films,Documentary
Young & Beautiful,Young & Beautiful,"Apr 25, 2014",IFC Films,Drama
The Way He Looks,The Way He Looks,"Nov 7, 2014",Strand Releasing,Drama
Ode to My Father,Ode to My Father,"Dec 25, 2014",CJ Entertainment,Drama
Generation War,Generation War,"Jan 15, 2014",Music Box Films,Drama
Girl on a Bicycle,Girl on a Bicycle,"Feb 14, 2014",Monterey Media,Romantic Comedy
One Chance,One Chance,"Oct 10, 2014",Weinstein Co.,Drama
Pump,Pump,"Sep 19, 2014",Submarine Deluxe,Documentary
Hiroshima Mon Amour,Hiroshima Mon Amour,"Oct 17, 2014",Rialto Pictures,Drama
Breathe In,Breathe In,"Mar 28, 2014",Cohen Media Group,Drama
The Best Offer,The Best Offer,"Jan 3, 2014",IFC Films,Drama
Visitors,Visitors,"Jan 24, 2014",Cinedigm,Documentary
Advanced Style,Advanced Style,"Sep 26, 2014",Bond/360,Documentary
Ender’s Game,Ender’s Game,"Nov 1, 2013",Lionsgate,Adventure
Life After Beth,Life After Beth,"Aug 15, 2014",A24,Black Comedy
12 O’Clock Boys,12 O’Clock Boys,"Jan 31, 2014",Oscilloscope Pict…,Documentary
The Nightmare Before Christmas,The Nightmare Before,"Oct 13, 1993",,Musical
Fort McCoy,Fort McCoy,"Aug 15, 2014",Monterey Media,Drama
Godzilla: The Original Japa…,Godzilla: The Origin,"May 7, 2004",Rialto Pictures,Horror
Whitey: United States of Am…,Whitey: United State,"Jun 27, 2014",Magnolia Pictures,Documentary
Just a Sigh,Just a Sigh,"Mar 21, 2014",Distrib Films,Drama
Zero Motivation,Zero Motivation,"Dec 3, 2014",Zeitgeist,Drama
Les yeux jaunes des crocodiles,Les yeux jaunes des ,"Nov 28, 2014",Mongrel Media,Drama
Cutie and the Boxer,Cutie and the Boxer,"Aug 16, 2013",Radius,Documentary
The Broken Circle Breakdown,The Broken Circle Br,"Nov 1, 2013",TriBeca Films,Drama
Escape Plan,Escape Plan,"Oct 18, 2013",Lionsgate,Thriller/Suspense
Better Living Through Chemi…,Better Living Throug,"Mar 14, 2014",Samuel Goldwyn Films,Black Comedy
The Square,The Square,"Oct 25, 2013",Netflix,Documentary
Final: The Rapture,Final: The Rapture,"Sep 13, 2013",Riverrain,Thriller/Suspense
Take Me to the River,Take Me to the River,"Sep 12, 2014",Abramorama Films,Documentary
"Je t'aime, je t'aime","Je t'aime, je t'aime","Feb 14, 2014",The Film Desk,Drama
For No Good Reason,For No Good Reason,"Apr 25, 2014",Sony Pictures Cla…,Documentary
The Notebook,The Notebook,"Aug 29, 2014",Sony Pictures Cla…,Drama
Song of the Sea,Song of the Sea,"Dec 19, 2014",GKIDS,Adventure
Through a Lens Darkly,Through a Lens Darkl,"Aug 27, 2014",First Run Features,Documentary
Watermark,Watermark,"Sep 27, 2013",Entertainment One,Documentary
Jealousy,Jealousy,"Aug 13, 2014",Distrib Films,Drama
Heropanti,Heropanti,"May 23, 2014",UTV Communications,Action
The Last Sentence,The Last Sentence,"Jun 20, 2014",Music Box Films,Drama
Tiger & Bunny the Movie: Th…,Tiger & Bunny the Mo,"Mar 14, 2014",Eleven Arts,Action
The Art of the Steal,The Art of the Steal,"Mar 14, 2014",RADiUS-TWC,Comedy
Maidentrip,Maidentrip,"Dec 20, 2013",First Run Features,Documentary
Siddharth,Siddharth,"Jun 27, 2014",Zeitgeist,Drama
Frontera,Frontera,"Sep 5, 2014",Magnolia Pictures,Drama
Il conformista,Il conformista,"Aug 29, 2014",Kino Lorber,Drama
Wetlands,Wetlands,"Sep 5, 2014",Strand Releasing,Comedy
Cheap Thrills,Cheap Thrills,"Mar 21, 2014",Drafthouse Films,Thriller/Suspense
Sweet Dreams,Sweet Dreams,"Nov 15, 2013",International Fil…,Documentary
Walk of Shame,Walk of Shame,"May 2, 2014",Focus Features,Comedy
The One I Wrote for You,The One I Wrote for ,"Dec 5, 2014",Abramorama Films,Drama
Borgman,Borgman,"Jun 6, 2014",Drafthouse Films,Thriller/Suspense
Ai Weiwei: The Fake Case,Ai Weiwei: The Fake ,"May 16, 2014",International Fil…,Documentary
Cuban Fury,Cuban Fury,"Apr 11, 2014",Entertainment One,Comedy
The Rocket,The Rocket,"Jan 10, 2014",Kino Lorber,Drama
The Bag Man,The Bag Man,"Feb 28, 2014",Cinedigm,Thriller/Suspense
In Bloom,In Bloom,"Jan 10, 2014",Big World Pictures,Drama
Rudderless,Rudderless,"Oct 17, 2014",Samuel Goldwyn Films,Drama
Big Men,Big Men,"Mar 14, 2014",Abramorama Films,Documentary
Starred Up,Starred Up,"Aug 27, 2014",TriBeca Films,Drama
Ilo Ilo,Ilo Ilo,"Apr 4, 2014",Film Movement,Drama
Before the Winter Chill,Before the Winter Ch,"Mar 7, 2014",Mongrel Media,Drama
At Middleton,At Middleton,"Jan 31, 2014",Anchor Bay Entert…,Drama
Half of a Yellow Sun,Half of a Yellow Sun,"May 16, 2014",Monterey Media,Drama
Enough Said,Enough Said,"Sep 18, 2013",Fox Searchlight,Comedy
"1,000 Times Goodnight","1,000 Times Goodnigh","Oct 24, 2014",Film Movement,Drama
Low Down,Low Down,"Oct 24, 2014",Oscilloscope Pict…,Drama
Hellion,Hellion,"Jun 13, 2014",IFC Films,Drama
Hateship Loveship,Hateship Loveship,"Apr 11, 2014",IFC Films,Drama
To Be Takei,To Be Takei,"Aug 22, 2014",Starz Media,Documentary
The Missing Picture,The Missing Picture,"Mar 19, 2014",Strand Releasing,Documentary
The Internet’s Own Boy: The…,The Internet’s Own B,"Jun 27, 2014",Participant Media,Documentary
The Taking of Tiger Mountain,The Taking of Tiger ,,,Adventure
The Retrieval,The Retrieval,"Apr 2, 2014",Variance Films,Western
A Touch of Sin,A Touch of Sin,"Oct 4, 2013",Kino Lorber,Drama
NOW: In the Wings on a Worl…,NOW: In the Wings on,"May 2, 2014",Spacey,Documentary
Lucky Them,Lucky Them,"May 30, 2014",IFC Films,Romantic Comedy
She's Beautiful When She's …,She's Beautiful When,"Dec 5, 2014",International Fil…,Documentary
American Mustang,American Mustang,"Jan 17, 2014",Vitagraph Films,Documentary
A Master Builder,A Master Builder,"Jul 23, 2014",Abramorama Films,Drama
Filmistan,Filmistan,"Jun 6, 2014",UTV Communications,Comedy
There’s No Place Like Utopia,There’s No Place Lik,"Jul 18, 2014",Rocky Mountain Pi…,Documentary
The Dog,The Dog,"Aug 8, 2014",Drafthouse Films,Documentary
Alphaville,Alphaville,"Feb 7, 2014",Rialto Pictures,Drama
If You Build It,If You Build It,"Jan 10, 2014",Long Shot Factory,Documentary
Viva La Liberta,Viva La Liberta,"Nov 7, 2014",Distrib Films,
Next Goal Wins,Next Goal Wins,,,Documentary
Water & Power,Water & Power,"May 2, 2014",North/South Pictures,Drama
Blood Ties,Blood Ties,"Mar 21, 2014",Roadside Attractions,Drama
"Flamenco, Flamenco","Flamenco, Flamenco","Nov 18, 2011",Dada Films,Documentary
Percy Jackson: Sea of Monsters,Percy Jackson: Sea o,"Aug 7, 2013",20th Century Fox,Adventure
Elsa & Fred,Elsa & Fred,"Nov 7, 2014",Alchemy,Comedy
Interior. Leather Bar.,Interior. Leather Ba,"Jan 2, 2014",Strand Releasing,Drama
The Last of the Unjust,The Last of the Unju,"Feb 7, 2014",Cohen Media Group,Documentary
Teenage,Teenage,"Mar 14, 2014",Oscilloscope Pict…,Documentary
Decoding Annie Parker,Decoding Annie Parke,"May 2, 2014",Entertainment One,Drama
Two Lives,Two Lives,"Feb 28, 2014",IFC Films,Drama
Child of God,Child of God,"Aug 1, 2014",Well Go USA,Drama
Fire in the Blood,Fire in the Blood,"Sep 6, 2013",International Fil…,Documentary
"Pulp: a Film About Life, De…",Pulp: a Film About L,"Nov 19, 2014",Oscilloscope Pict…,Documentary
Not Cool,Not Cool,"Sep 19, 2014",Starz Media,Comedy
La ritournelle,La ritournelle,"Sep 26, 2014",Mongrel Media,Comedy
Beneath the Harvest Sky,Beneath the Harvest ,"Apr 25, 2014",TriBeca Films,Drama
Filth,Filth,"May 30, 2014",Magnolia Pictures,Black Comedy
Rocks in My Pockets,Rocks in My Pockets,"Sep 3, 2014",Zeitgeist,Adventure
White Bird in a Blizzard,White Bird in a Bliz,"Oct 24, 2014",Magnolia Pictures,Drama
It Felt Like Love,It Felt Like Love,"Mar 21, 2014",Variance Films,Drama
Expedition to the End of th…,Expedition to the En,"Aug 20, 2014",Argot Pictures,Documentary
A Field in England,A Field in England,"Feb 7, 2014",Drafthouse Films,Thriller/Suspense
Big Bad Wolves,Big Bad Wolves,"Jan 17, 2014",Magnet Pictures,Thriller/Suspense
Dead Snow 2: Red vs. Dead,Dead Snow 2: Red vs.,"Oct 10, 2014",Well Go USA,Black Comedy
Sagrada: The Mystery of Cre…,Sagrada: The Mystery,"Sep 12, 2014",First Run Features,Documentary
The Best Man Holiday,The Best Man Holiday,"Nov 15, 2013",Universal,Comedy
Six Dance Lessons in Six Weeks,Six Dance Lessons in,"Dec 12, 2014",Dada Films,Comedy
The Hero of Color City,The Hero of Color Ci,"Oct 3, 2014",Magnolia Pictures,Adventure
Ping Pong Summer,Ping Pong Summer,"Jun 6, 2014",Gravitas Ventures,Comedy
Abuse of Weakness,Abuse of Weakness,"Aug 22, 2014",Strand Releasing,Drama
Yellow Day,Yellow Day,"Sep 19, 2014",Self Distributed,Adventure
Documented,Documented,"May 2, 2014","Documented Film, LLC",Documentary
Happy Christmas,Happy Christmas,"Jul 25, 2014",Magnolia Pictures,Comedy
A Long Way Off,A Long Way Off,"May 6, 2014",Moving Visions En…,Drama
Stations of the Elevated,Stations of the Elev,"Oct 17, 2014",APD/Cinema Conser…,Documentary
Closed Curtain,Closed Curtain,"Jul 9, 2014",Variance Films,Drama
Fanny,Fanny,"Dec 20, 2013",Kino Lorber,Drama
Monk With a Camera,Monk With a Camera,"Nov 21, 2014",Kino Lorber,Documentary
Lilting,Lilting,"Sep 26, 2014",Strand Releasing,Drama
Bettie Page Reveals All,Bettie Page Reveals ,"Nov 22, 2013",Music Box Films,Documentary
Last Weekend,Last Weekend,"Aug 29, 2014",IFC Films,Comedy
Burning Bush,Burning Bush,"Jun 11, 2014",,Drama
Elena,Elena,"May 30, 2014",Variance Films/Sy…,Documentary
Marius,Marius,"Dec 13, 2013",Mongrel Media,Drama
Attila Marcel,Attila Marcel,"May 30, 2014",Mongrel Media,Comedy
L'amour est un crime parfait,L'amour est un crime,"Oct 17, 2014",Mongrel Media,Drama
Bird People,Bird People,"Sep 12, 2014",IFC Films,Drama
The Act of Killing,The Act of Killing,"Jul 19, 2013",Drafthouse Films,Documentary
Jimmy P.,Jimmy P.,"Feb 14, 2014",IFC Films,Drama
After,After,"Aug 8, 2014",,Drama
Muscle Shoals,Muscle Shoals,"Sep 27, 2013",Magnolia Pictures,Documentary
Personal Tailor,Personal Tailor,"Dec 20, 2013",China Lion Film D…,Comedy
Happy Valley,Happy Valley,"Nov 19, 2014",Music Box Films,Documentary
La Vie d'Adèle,La Vie d'Adèle,"Oct 11, 2013",IFC Films,Drama
Believe Me,Believe Me,"Sep 26, 2014",Riot Studios,Comedy
Uvanga,Uvanga,"Apr 25, 2014",Mongrel Media,
Video Games: The Movie,Video Games: The Mov,"Jul 18, 2014",Variance Films,Documentary
Grand Piano,Grand Piano,"Mar 7, 2014",Magnolia Pictures,Thriller/Suspense
Murder Eleven,Murder Eleven,"Oct 1, 2013",Indican Pictures,Thriller/Suspense
Memphis,Memphis,"Sep 5, 2014",Kino Lorber,Drama
The M Word,The M Word,"Apr 30, 2014",,Romantic Comedy
The Decent One,The Decent One,"Oct 1, 2014",Kino Lorber,Documentary
The Past is a Grotesque Animal,The Past is a Grotes,"Jun 19, 2014",Oscilloscope Pict…,Documentary
"Christian Mingle, The Movie","Christian Mingle, Th","Oct 10, 2014",Rocky Mountain Pi…,Romantic Comedy
Adult World,Adult World,"Feb 14, 2014",IFC Films,Comedy
Why Don't You Play in Hell?,Why Don't You Play i,"Nov 7, 2014",Drafthouse Films,Action
Guardian Angel,Guardian Angel,"Oct 17, 2014",Richmond Media En…,Action
Peter Brook: The Tightrope,Peter Brook: The Tig,"Jan 31, 2014",First Run Features,Documentary
Watchers of the Sky,Watchers of the Sky,"Oct 17, 2014",Music Box Films,Documentary
The Kill Team,The Kill Team,"Jul 25, 2014",Oscilloscope Pict…,Documentary
Test,Test,"Jun 6, 2014",Variance Films,Drama
Tasting Menu,Tasting Menu,"Apr 18, 2014",Magnolia Pictures,Comedy
The Passionate Thief,The Passionate Thief,"Dec 5, 2014",Rialto Pictures,Comedy
Who is Dayani Cristal?,Who is Dayani Crista,"Apr 25, 2014",Kino Lorber,Documentary
Journey to the West,Journey to the West,"Mar 7, 2014",Magnolia Pictures,Adventure
Stand Clear of the Closing …,Stand Clear of the C,"May 23, 2014",Oscilloscope Pict…,Drama
Au bonheur des ogres,Au bonheur des ogres,"Feb 21, 2014",Mongrel Media,Drama
Accident,Accident,"May 23, 2014",Rialto Pictures,Drama
Cold Comes the Night,Cold Comes the Night,"Jan 10, 2014",Stage 6 Samuel Go…,Thriller/Suspense
Hank and Asha,Hank and Asha,"Apr 11, 2014",FilmRise,Romantic Comedy
The Principle,The Principle,"Oct 24, 2014",Rocky Mountain Pi…,Reality
The Sacrifice,The Sacrifice,"Nov 7, 2014",Kino Lorber,Drama
Levitated Mass,Levitated Mass,"Sep 5, 2014",First Run Features,Documentary
Two Night Stand,Two Night Stand,"Sep 26, 2014",Entertainment One,Romantic Comedy
Magician: The Astonishing L…,Magician: The Astoni,"Dec 10, 2014",Cohen Media Group,Documentary
Kelly & Cal,Kelly & Cal,"Sep 5, 2014",IFC Films,Comedy
Barefoot,Barefoot,"Feb 21, 2014",Roadside Attractions,Romantic Comedy
Free the Mind,Free the Mind,"May 3, 2013",International Fil…,Documentary
Horses of God,Horses of God,"May 14, 2014",Kino Lorber,Drama
Conte d'hiver,Conte d'hiver,"Dec 19, 2014",Big World Pictures,Drama
Heartbeat,Heartbeat,"Nov 21, 2014",Mongrel Media,Drama
Exhibition,Exhibition,"Jun 20, 2014",Kino Lorber,Drama
The Pretty One,The Pretty One,"Feb 7, 2014",Dada Films,Comedy
Fifi Howls from Happiness,Fifi Howls from Happ,"Aug 8, 2014",Music Box Films,Documentary
The Counselor,The Counselor,"Oct 25, 2013",20th Century Fox,Thriller/Suspense
As It Is in Heaven,As It Is in Heaven,"Jul 11, 2014",Cinema Purgatorio,Drama
War of the World's Goliath,War of the World's G,"Mar 7, 2014",Anderson Digital,Adventure
A Long Way Down,A Long Way Down,"Jul 11, 2014",Magnolia Pictures,Drama
The Pleasures of Being Out …,The Pleasures of Bei,"Jun 25, 2014",First Run Features,Documentary
K2: Siren of the Himalayas,K2: Siren of the Him,"Aug 22, 2014",First Run Features,Documentary
Nightlights,Nightlights,"Aug 15, 2014",Indican Pictures,Drama
Coming Up Roses,Coming Up Roses,"Nov 9, 2012",Indican Pictures,Drama
Inequality for All,Inequality for All,"Sep 27, 2013",RADiUS-TWC,Documentary
Touch the Wall,Touch the Wall,"Nov 28, 2014","Touch the Wall, LLC",Documentary
Bhopal: A Prayer for Rain,Bhopal: A Prayer for,"Nov 7, 2014",Revolver Entertai…,Drama
Alien Abduction,Alien Abduction,"Apr 4, 2014",IFC Midnight,Thriller/Suspense
The French Minister,The French Minister,"Mar 21, 2014",,Comedy
Run & Jump,Run & Jump,"Jan 24, 2014",Sundance Selects,Drama
Falcon Rising,Falcon Rising,"Sep 5, 2014",Freestyle Releasing,Action
Emoticon,Emoticon,"May 30, 2014",Indican Pictures,Drama
The Final Member,The Final Member,"Apr 18, 2014",Drafthouse Films,Documentary
History of Jazz: Oxygen for…,History of Jazz: Oxy,"Aug 31, 2013",Indican Pictures,Documentary
The Amazing Catfish,The Amazing Catfish,"Jun 13, 2014",Strand Releasing,Comedy
The Selfish Giant,The Selfish Giant,"Dec 20, 2013",IFC Films,Drama
Pay 2 Play: Democracy’s Hig…,Pay 2 Play: Democrac,"Sep 5, 2014","Shoot First, Inc.",Documentary
The Players,The Players,"Apr 4, 2014",Weinstein Co.,Comedy
American Promise,American Promise,"Oct 18, 2013",Rada Film Group,Documentary
The Endless Summer,The Endless Summer,"Jul 23, 2014",Monterey Media,Documentary
The Great Invisible,The Great Invisible,"Oct 29, 2014",RADiUS-TWC,Documentary
Camp X-Ray,Camp X-Ray,"Oct 17, 2014",IFC Films,Drama
The King and the Mockingbird,The King and the Moc,"Nov 21, 2014",Rialto Pictures,Adventure
The Search for General Tso,The Search for Gener,,,Documentary
Last Passenger,Last Passenger,"Apr 25, 2014",Cohen Media Group,Thriller/Suspense
Honeymoon,Honeymoon,"Sep 12, 2014",Magnolia Pictures,Horror
The Sacrament,The Sacrament,"Jun 6, 2014",Magnolia Pictures,Horror
13 Sins,13 Sins,"Apr 18, 2014",RADiUS-TWC,Horror
Goodbye to All That,Goodbye to All That,"Dec 17, 2014",IFC Films,Drama
On the Other Side of the Tr…,On the Other Side of,"Apr 4, 2014",Weinstein Co.,Comedy
Kabbalah Me,Kabbalah Me,"Aug 21, 2014",First Run Features,Documentary
Days and Nights,Days and Nights,"Sep 26, 2014",IFC Films,Comedy
Radio Free Albemuth,Radio Free Albemuth,"Jun 27, 2014",Freestyle Releasing,Thriller/Suspense
Canopy,Canopy,"Aug 29, 2014",Monterey Media,Adventure
Love is in the Air,Love is in the Air,"Jan 31, 2014",Variance Films,Romantic Comedy
Go For Sisters,Go For Sisters,"Nov 8, 2013",Variance Films,Thriller/Suspense
Before I Disappear,Before I Disappear,"Nov 28, 2014",IFC Films,Drama
Next Year Jerusalem,Next Year Jerusalem,"May 16, 2014",First Run Features,Documentary
The Empty Hours,The Empty Hours,"Jul 11, 2014",Strand Releasing,Drama
Archipelago,Archipelago,"Jun 27, 2014",Kino Lorber,Drama
Faith Connections,Faith Connections,"Sep 12, 2014",Kino Lorber,Documentary
Come Back to Me,Come Back to Me,"Jul 25, 2014",Freestyle Releasing,Horror
Iceman,Iceman,"Sep 19, 2014",Well Go USA,Action
The Animal Project,The Animal Project,"Jun 6, 2014",Mongrel Media,Comedy
Concerning Violence,Concerning Violence,"Dec 5, 2014",Kino Lorber,Documentary
Comet,Comet,"Dec 5, 2014",IFC Films,Romantic Comedy
The Strange Color of Your B…,The Strange Color of,"Aug 29, 2014",Strand Releasing,Thriller/Suspense
The ABC’s of Death 2,The ABC’s of Death 2,"Oct 31, 2014",Magnet Pictures,Horror
The Historian,The Historian,"Nov 7, 2014",,Drama
Stage Fright,Stage Fright,"May 9, 2014",Magnolia Pictures,Horror
Plot for Peace,Plot for Peace,"Oct 31, 2014",Trinity Film,Documentary
Le jour se leve,Le jour se leve,"Nov 14, 2014",Rialto Pictures,Drama
Eternity: The Movie,Eternity: The Movie,"Oct 17, 2014",Vagrant Films,Comedy
Camille Claudel: 1915,Camille Claudel: 191,"Oct 16, 2013",Kino Lorber,Drama
Pioneer,Pioneer,"Dec 5, 2014",Magnolia Pictures,Thriller/Suspense
"No God, No Master","No God, No Master","Mar 28, 2014",Monterey Media,Drama
I Am Ali,I Am Ali,"Oct 10, 2014",Focus Features,Documentary
Revenge of the Mekons,Revenge of the Mekon,"Oct 29, 2014",Music Box Films,Documentary
Life Partners,Life Partners,"Dec 5, 2014",Magnolia Pictures,Comedy
The Olivia Experiment,The Olivia Experimen,"Aug 22, 2014",Indican Pictures,Comedy
More Than Honey,More Than Honey,"Jun 12, 2013",Kino Lorber,Documentary
Love & Air Sex,Love & Air Sex,"Feb 7, 2014",TriBeca Films,Comedy
In No Great Hurry: 13 Lesso…,In No Great Hurry: 1,"Jan 3, 2014",Self Distributed,Documentary
The Hacker Wars,The Hacker Wars,"Oct 17, 2014",Vitagraph Films,Documentary
Black Nativity,Black Nativity,"Nov 27, 2013",20th Century Fox,Musical
The Bride Wore Black,The Bride Wore Black,"Nov 4, 2011",Film Forum,Drama
The Little Bedroom,The Little Bedroom,"Sep 26, 2014",Cinema Libre,Drama
Almost Human,Almost Human,"Feb 21, 2014",IFC Films,Horror
The Punk Singer,The Punk Singer,"Nov 29, 2013",IFC Films,Documentary
The Quitter,The Quitter,"Sep 12, 2014",Goodface Films,Drama
Kid Cannabis,Kid Cannabis,"Apr 18, 2014",Well Go USA,Drama
Short Term 12,Short Term 12,"Aug 23, 2013",Cinedigm,Drama
Flex is Kings,Flex is Kings,"Apr 4, 2014",Baxter Brothers,Documentary
Web Junkie,Web Junkie,"Aug 6, 2014",Kino Lorber,Documentary
At Berkeley,At Berkeley,"Nov 8, 2013",Zipporah,Documentary
"2 Autumns, 3 Winters","2 Autumns, 3 Winters","Jun 6, 2014",Film Movement,Drama
Violette,Violette,"Nov 29, 2013",Adopt Films,Drama
Les beaux jours,Les beaux jours,"Oct 25, 2013",TriBeca Films,Drama
The Worst Movie EVER!,The Worst Movie EVER,"Aug 19, 2011",Hiltz Squared,Comedy
Nothing Bad Can Happen,Nothing Bad Can Happ,"Jun 27, 2014",Drafthouse Films,Horror
Gabrielle,Gabrielle,"Apr 18, 2014",Entertainment One,Drama
Return to Nuke 'Em High Vol…,Return to Nuke 'Em H,"Jan 10, 2014",Anchor Bay Entert…,Black Comedy
Half the Road,Half the Road,"Apr 18, 2014",First Run Features,Documentary
Fall,Fall,"Dec 5, 2014",Mongrel Media,Drama
Death Metal Angola,Death Metal Angola,"Nov 7, 2014",The Vladar Company,Documentary
Smiling Through the Apocalypse,Smiling Through the ,"Sep 12, 2014",First Run Features,Documentary
Jews of Egypt,Jews of Egypt,"Mar 28, 2014",ArtMattan Films,Documentary
Unrelated,Unrelated,"Jun 27, 2014",Kino Lorber,Drama
Life of Riley,Life of Riley,"Oct 24, 2014",Kino Lorber,Drama
The Truth About Emanuel,The Truth About Eman,"Jan 10, 2014",TriBeca Films,Drama
Life of a King,Life of a King,"Jan 17, 2014",Alchemy,Drama
Manuscripts Don’t Burn,Manuscripts Don’t Bu,"Jun 13, 2014",Kino Lorber,Drama
The Devil's Hand,The Devil's Hand,"Oct 10, 2014",Roadside Attractions,Thriller/Suspense
Nothing But a Man (1964) (R…,Nothing But a Man (1,"Nov 9, 2012",APD/Cinema Conser…,Drama
Northern Lights,Northern Lights,"Sep 20, 2013",Artists Public Do…,Drama
