Movie,trunc,Release Date,Distributor,Genre
The Company You Keep,The Company You Keep,"Apr 5, 2013",Sony Pictures Cla…,Thriller/Suspense
20 Feet From Stardom,20 Feet From Stardom,"Jun 14, 2013",RADiUS-TWC,Documentary
Much Ado About Nothing,Much Ado About Nothi,"Jun 7, 2013",Roadside Attractions,Romantic Comedy
Frances Ha,Frances Ha,"May 17, 2013",IFC Films,Comedy
Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deew,"May 31, 2013",Eros Entertainment,Romantic Comedy
The To Do List,The To Do List,"Jul 26, 2013",CBS Films,Comedy
Metallica Through the Never,Metallica Through th,"Sep 27, 2013",Picturehouse,Concert/Perfor…
Emperor,Emperor,"Mar 8, 2013",Roadside Attractions,Drama
Stand Up Guys,Stand Up Guys,"Feb 1, 2013",Roadside Attractions,Black Comedy
The Fifth Estate,The Fifth Estate,"Oct 18, 2013",Walt Disney,Thriller/Suspense
Promised Land,Promised Land,"Dec 28, 2012",Focus Features,Drama
The Twilight Saga: Breaking…,The Twilight Saga: B,"Nov 16, 2012",Lionsgate,Drama
Hyde Park on Hudson,Hyde Park on Hudson,"Dec 7, 2012",Focus Features,Drama
In a World...,In a World...,"Aug 9, 2013",Roadside Attractions,Comedy
To the Arctic 3D,To the Arctic 3D,"Apr 20, 2012",Warner Bros.,Documentary
Home Run,Home Run,"Apr 19, 2013",Samuel Goldwyn Films,Drama
Filly Brown,Filly Brown,"Apr 19, 2013",Lionsgate,Drama
Grace Unplugged,Grace Unplugged,"Oct 4, 2013",Roadside Attractions,Drama
The Sapphires,The Sapphires,"Mar 22, 2013",Weinstein Co.,Musical
Space Station,Space Station,"Apr 19, 2002",IMAX Films,Documentary
La Vie d'Adèle,La Vie d'Adèle,"Oct 11, 2013",IFC Films,Drama
The Gatekeepers,The Gatekeepers,"Feb 1, 2013",Sony Pictures Cla…,Documentary
I'm in Love with a Church Girl,I'm in Love with a C,"Oct 18, 2013",High Top Releasing,Drama
No,No,"Feb 15, 2013",Sony Pictures Cla…,Drama
Trance,Trance,"Apr 5, 2013",Fox Searchlight,Thriller/Suspense
Renoir,Renoir,"Mar 29, 2013",Samuel Goldwyn Films,Drama
The East,The East,"May 31, 2013",Fox Searchlight,Drama
Oldboy,Oldboy,"Nov 27, 2013",FilmDistrict,Action
2013 Oscar Shorts,2013 Oscar Shorts,"Feb 1, 2013",Shorts International,Multiple Genres
Hotel Transylvania,Hotel Transylvania,"Sep 28, 2012",Sony Pictures,Adventure
Austenland,Austenland,"Aug 16, 2013",Sony Pictures Cla…,Romantic Comedy
Krrish 3,Krrish 3,"Nov 1, 2013",Eros Entertainment,Action
Blackfish,Blackfish,"Jul 19, 2013",Magnolia Pictures,Documentary
The Iceman,The Iceman,"May 3, 2013",Alchemy,Drama
Fill the Void,Fill the Void,"May 24, 2013",Sony Pictures Cla…,Drama
Stoker,Stoker,"Mar 1, 2013",Fox Searchlight,Drama
Unfinished Song,Unfinished Song,"Jun 21, 2013",Weinstein Co.,Comedy
Cirque du Soleil: Worlds Away,Cirque du Soleil: Wo,"Dec 21, 2012",Paramount Pictures,Adventure
The Christmas Candle,The Christmas Candle,"Nov 15, 2013",Echolight Studios,Adventure
Love Is All You Need,Love Is All You Need,"May 3, 2013",Sony Pictures Cla…,Romantic Comedy
Bhaag Milkha Bhaag,Bhaag Milkha Bhaag,"Jul 12, 2013",Reliance Big Pict…,Drama
The Attack,The Attack,"Jun 21, 2013",Cohen Media Group,Drama
Seethamma Vakitlo Sirimalle…,Seethamma Vakitlo Si,"Jan 10, 2013",Ficus,Comedy
Race 2,Race 2,"Jan 25, 2013",UTV Communications,Action
Flying Monsters 3D,Flying Monsters 3D,"Oct 6, 2011",National Geograph…,Documentary
The Saratov Approach,The Saratov Approach,"Oct 9, 2013",Purdie Distribution,Thriller/Suspense
"Bless Me, Ultima","Bless Me, Ultima","Feb 22, 2013",Arenas Entertainment,Drama
Beasts of the Southern Wild,Beasts of the Southe,"Jun 27, 2012",Fox Searchlight,Drama
Kon-Tiki,Kon-Tiki,"Apr 26, 2013",Weinstein Co.,Drama
Atharintiki Daaredi,Atharintiki Daaredi,"Sep 27, 2013",,
Disconnect,Disconnect,"Apr 12, 2013",LD Entertainment,Drama
Girl Most Likely,Girl Most Likely,"Jul 19, 2013",Roadside Attractions,Comedy
I'm So Excited,I'm So Excited,"Jun 28, 2013",Sony Pictures Cla…,Comedy
Stories We Tell,Stories We Tell,"Oct 12, 2012",Roadside Attractions,Documentary
Wadjda,Wadjda,"Sep 13, 2013",Sony Pictures Cla…,Drama
Born to be Wild 3D,Born to be Wild 3D,"Apr 8, 2011",Warner Bros.,Documentary
The Ultimate Life,The Ultimate Life,"Sep 6, 2013",High Top Releasing,Drama
The Kings of Summer,The Kings of Summer,"May 31, 2013",CBS Films,Comedy
Flight,Flight,"Nov 2, 2012",Paramount Pictures,Drama
Anna Karenina,Anna Karenina,"Nov 16, 2012",Focus Features,Drama
Rust & Bone,Rust & Bone,"Nov 23, 2012",Sony Pictures Cla…,Drama
Inequality for All,Inequality for All,"Sep 27, 2013",RADiUS-TWC,Documentary
Here Comes the Boom,Here Comes the Boom,"Oct 12, 2012",Sony Pictures,Comedy
The Lords of Salem,The Lords of Salem,"Apr 19, 2013",Anchor Bay Entert…,Horror
Romeo & Juliet,Romeo & Juliet,"Oct 11, 2013",Relativity,Drama
Still Mine,Still Mine,"May 3, 2013",,Drama
Under the Sea 3D,Under the Sea 3D,"Feb 13, 2009",Warner Bros.,Documentary
Kai Po Che,Kai Po Che,"Feb 22, 2013",UTV Communications,Drama
Thanks for Sharing,Thanks for Sharing,"Sep 20, 2013",Roadside Attractions,Comedy
Special 26,Special 26,"Feb 8, 2013",Viva Entertainment,Drama
What Maisie Knew,What Maisie Knew,"May 3, 2013",Alchemy,Drama
Phantom,Phantom,"Mar 1, 2013",RCR Media Group,Thriller/Suspense
Ginger & Rosa,Ginger & Rosa,"Mar 15, 2013",A24,Drama
Short Term 12,Short Term 12,"Aug 23, 2013",Cinedigm,Drama
From Up on Poppy Hill,From Up on Poppy Hil,"Mar 15, 2013",GKIDS,Drama
Lore,Lore,"Feb 8, 2013",Music Box Films,Drama
The Great Beauty,The Great Beauty,"Nov 15, 2013",Janus Films,Drama
Red Dawn,Red Dawn,"Nov 21, 2012",Open Road,Action
Searching for Sugar Man,Searching for Sugar ,"Jul 27, 2012",Sony Pictures Cla…,Documentary
A Royal Affair,A Royal Affair,"Nov 9, 2012",Magnolia Pictures,Drama
Generation Iron,Generation Iron,"Sep 20, 2013",Docurama,Documentary
Girl Rising,Girl Rising,"Mar 7, 2013",Gathr Films,Documentary
Meerkats,Meerkats,"May 26, 2012",National Geograph…,Documentary
Only God Forgives,Only God Forgives,"Jul 19, 2013",Radius,Thriller/Suspense
Kill Your Darlings,Kill Your Darlings,"Oct 18, 2013",Sony Pictures Cla…,Drama
Raanjhanaa,Raanjhanaa,"Jun 21, 2013",Eros Entertainment,Drama
On the Road,On the Road,"Dec 21, 2012",IFC Films,Drama
Satyagraha,Satyagraha,"Aug 30, 2013",UTV Communications,Drama
Hannah Arendt,Hannah Arendt,"May 29, 2013",Zeitgeist,Drama
Burn,Burn,"Jul 20, 2012","Callbox, LLC",Documentary
The Hunt,The Hunt,"Jul 12, 2013",Magnolia Pictures,Drama
56 Up,56 Up,"Jan 4, 2013",First Run Features,Documentary
Muscle Shoals,Muscle Shoals,"Sep 27, 2013",Magnolia Pictures,Documentary
Parkland,Parkland,"Oct 4, 2013",Exclusive Releasing,Drama
Deep Sea 3-D,Deep Sea 3-D,"Mar 3, 2006",Warner Bros.,Documentary
Fanny,Fanny,"Dec 20, 2013",,Drama
To the Wonder,To the Wonder,"Apr 12, 2013",Magnolia Pictures,Drama
Salinger,Salinger,"Sep 6, 2013",Weinstein Co.,Documentary
Taken 2,Taken 2,"Oct 5, 2012",20th Century Fox,Thriller/Suspense
The Lost Medallion: The Adv…,The Lost Medallion: ,"Mar 1, 2013",Freestyle Releasing,Adventure
The Reluctant Fundamentalist,The Reluctant Fundam,"Apr 26, 2013",IFC Films,Drama
Museum Hours,Museum Hours,"Jun 28, 2013",Cinema Guild,Drama
Hitchcock,Hitchcock,"Nov 23, 2012",Fox Searchlight,Drama
Scatter My Ashes at Bergdorf's,Scatter My Ashes at ,"May 3, 2013",Entertainment One,Documentary
Haute Cuisine,Haute Cuisine,"Sep 20, 2013",Weinstein Co.,Comedy
The Inevitable Defeat of Mi…,The Inevitable Defea,"Oct 11, 2013",Codeblack Enterta…,Drama
The Face Reader,The Face Reader,"Oct 4, 2013",Pan Media & Enter…,Drama
August: Osage County,August: Osage County,"Dec 25, 2013",Weinstein Co.,Black Comedy
The Act of Killing,The Act of Killing,"Jul 19, 2013",Drafthouse Films,Documentary
New World,New World,"Mar 22, 2013",Well Go USA,Thriller/Suspense
Upstream Color,Upstream Color,"Apr 5, 2013",erbp Film,Drama
Sound City,Sound City,"Jan 31, 2013",Variance Films,Documentary
A Hijacking,A Hijacking,"Jun 21, 2013",Magnolia Pictures,Thriller/Suspense
Ain't Them Bodies Saints,Ain't Them Bodies Sa,"Aug 16, 2013",IFC Films,Drama
Besharam,Besharam,"Oct 2, 2013",Reliance Big Pict…,Romantic Comedy
In the House,In the House,"Apr 19, 2013",Cohen Media Group,Drama
Alceste a bicyclette,Alceste a bicyclette,"May 3, 2013",,Comedy
At Any Price,At Any Price,"Apr 24, 2013",Sony Pictures Cla…,Drama
Dirty Wars,Dirty Wars,"Jun 7, 2013",IFC Films,Documentary
The Sessions,The Sessions,"Oct 19, 2012",Fox Searchlight,Drama
Shootout at Wadala,Shootout at Wadala,"May 3, 2013",Eros Entertainment,Action
Hava Nagila: The Movie,Hava Nagila: The Mov,"Mar 1, 2013",International Fil…,Documentary
Shuddh Desi Romance,Shuddh Desi Romance,"Sep 6, 2013",Yash Raj Films,Romantic Comedy
Inch'Allah,Inch'Allah,"Sep 28, 2012",,Drama
Frankenweenie,Frankenweenie,"Oct 5, 2012",Walt Disney,Adventure
Watermark,Watermark,"Sep 27, 2013",,Documentary
Lovelace,Lovelace,"Aug 9, 2013",Radius,Drama
Pitch Perfect,Pitch Perfect,"Oct 5, 2012",Universal,Comedy
Personal Tailor,Personal Tailor,"Dec 20, 2013",China Lion Film D…,Comedy
Mindless Behavior: All Arou…,Mindless Behavior: A,"Mar 15, 2013","AwesomenessTV, Co…",Concert/Perfor…
Drinking Buddies,Drinking Buddies,"Aug 23, 2013",Magnolia Pictures,Drama
Koch,Koch,"Feb 1, 2013",Zeitgeist,Documentary
Starbuck,Starbuck,"Jul 29, 2011",Entertainment One,Comedy
Diana,Diana,"Nov 1, 2013",Entertainment One,Drama
Happy People: A Year in the…,Happy People: A Year,"Dec 9, 2011",Music Box Films,Documentary
Lone Survivor,Lone Survivor,"Dec 25, 2013",Universal,Action
Camp,Camp,"Feb 22, 2013",,Drama
Not Today,Not Today,"Apr 12, 2013",Freestyle Releasing,Drama
The Angels' Share,The Angels' Share,"Apr 12, 2013",IFC Films,Comedy
Adore,Adore,"Sep 6, 2013",Exclusive Releasing,Drama
Go Goa Gone,Go Goa Gone,"May 10, 2013",Eros Entertainment,Horror
Himmatwala,Himmatwala,"Mar 29, 2013",UTV Communications,Action
West of Memphis,West of Memphis,"Dec 25, 2012",Sony Pictures Cla…,Documentary
The Master,The Master,"Sep 14, 2012",Weinstein Co.,Drama
War Witch,War Witch,"Mar 1, 2013",TriBeca Films,Drama
The Perks of Being a Wallfl…,The Perks of Being a,"Sep 21, 2012",Lionsgate,Drama
Room 237,Room 237,"Mar 29, 2013",IFC Films,Documentary
Great Expectations,Great Expectations,"Nov 8, 2013",Main Street,Drama
Linsanity,Linsanity,"Oct 4, 2013",,Documentary
Playing for Keeps,Playing for Keeps,"Dec 7, 2012",FilmDistrict,Romantic Comedy
Midnight's Children,Midnight's Children,"Nov 2, 2012",Paladin,Drama
The Attacks of 26/11,The Attacks of 26/11,"Mar 1, 2013",Eros Entertainment,Thriller/Suspense
Blancanieves,Blancanieves,"Mar 15, 2013",Cohen Media Group,Drama
Chashme Baddoor,Chashme Baddoor,"Apr 5, 2013",Viva Entertainment,Comedy
A Place at the Table,A Place at the Table,"Mar 1, 2013",Magnolia Pictures,Documentary
InAPPropriate Comedy,InAPPropriate Comedy,"Mar 22, 2013",Freestyle Releasing,Comedy
Like Someone in Love,Like Someone in Love,"Feb 15, 2013",IFC Films,Drama
ABCD (Any Body Can Dance),ABCD (Any Body Can D,"Feb 8, 2013",UTV Communications,Musical
The Summit,The Summit,"Oct 4, 2013",IFC Films,Documentary
2001: A Space Odyssey,2001: A Space Odysse,"Apr 2, 1968",,Adventure
Arthur Newman,Arthur Newman,"Apr 26, 2013",Cinedigm,Drama
Prince Avalanche,Prince Avalanche,"Aug 9, 2013",Magnolia Pictures,Comedy
Cloud Atlas,Cloud Atlas,"Oct 26, 2012",Warner Bros.,Drama
A Late Quartet,A Late Quartet,"Nov 2, 2012",Entertainment One,Drama
You Will Be My Son,You Will Be My Son,"Aug 16, 2013",Cohen Media Group,Drama
Ghanchakkar,Ghanchakkar,"Jun 28, 2013",UTV Communications,Comedy
No Place on Earth,No Place on Earth,"Apr 5, 2013",Magnolia Pictures,Documentary
Crystal Fairy,Crystal Fairy,"Jul 12, 2013",IFC Films,Comedy
The Armstrong Lie,The Armstrong Lie,"Nov 8, 2013",Sony Pictures Cla…,Documentary
Not Fade Away,Not Fade Away,"Dec 21, 2012",Paramount Vantage,Drama
Puella Magi Madoka Magica T…,Puella Magi Madoka M,"Dec 6, 2013",Eleven Arts,Adventure
The Anonymous People,The Anonymous People,"Aug 16, 2013",Alive Mind,Documentary
Populaire,Populaire,"Sep 6, 2013",Weinstein Co.,Comedy
Afternoon Delight,Afternoon Delight,"Aug 30, 2013",Film Arcade,Comedy
"5 de Mayo, La Batalla","5 de Mayo, La Batall","May 3, 2013",Lionsgate,Action
Escape from Tomorrow,Escape from Tomorrow,"Oct 11, 2013",Producers Distrib…,Drama
Copperhead,Copperhead,"Jun 28, 2013",Brainstorm Media,Drama
We Steal Secrets: The Story…,We Steal Secrets: Th,"May 24, 2013",Focus Features,Documentary
On The Job,On The Job,"Sep 27, 2013",Well Go USA,Thriller/Suspense
The Past,The Past,"Dec 20, 2013",Sony Pictures Cla…,Drama
Mother of George,Mother of George,"Sep 13, 2013",Oscilloscope Pict…,Drama
A.C.O.D.,A.C.O.D.,"Oct 4, 2013",Film Arcade,Comedy
LUV,LUV,"Jan 18, 2013",Indomina Releasing,Drama
