Movie,trunc,Release Date,Distributor,Genre
Straight Up,Straight Up,"Feb 28, 2020",Strand Releasing,Romantic Comedy
Countdown,Countdown,"Oct 25, 2019",STX Entertainment,Horror
Stuffed,Stuffed,"Oct 16, 2019",Music Box Films,Documentary
King’s Gambit,King’s Gambit,"Mar 6, 2020",Indican Pictures,Thriller/Suspense
The Roads Not Taken,The Roads Not Taken,"Apr 10, 2020",Bleecker Street,Drama
IP Man: Kung Fu Master,IP Man: Kung Fu Mast,"Dec 11, 2020",Magnet Pictures,Action
Mr. Klein,Mr. Klein,"Nov 6, 1977",Quartet Films,Drama
Chinese Portrait,Chinese Portrait,"Dec 13, 2019",Cinema Guild,Documentary
I’ll Take Your Dead,I’ll Take Your Dead,"Jul 5, 2019",Breakthrough Ente…,Horror
A Rainy Day in New York,A Rainy Day in New Y,"Oct 9, 2020",Amazon Studios,Romantic Comedy
Crock of Gold: A Few Rounds…,Crock of Gold: A Few,"Dec 4, 2020",Magnolia Pictures,Documentary
Light From Light,Light From Light,"Nov 1, 2019",Grasshopper Film,Drama
Horror Nights,Horror Nights,"Apr 24, 2020",Southern Sykos Pr…,Horror
Goldie,Goldie,"Feb 21, 2020",Film Movement,Drama
"Amigo Skate, Cuba","Amigo Skate, Cuba","Nov 20, 2020",Indican Pictures,Documentary
The Shade Shepherd,The Shade Shepherd,"Oct 16, 2020",Indican Pictures,Thriller/Suspense
The Transcendents,The Transcendents,"Jun 26, 2020",Indican Pictures,Thriller/Suspense
A Mermaid in Paris,A Mermaid in Paris,"Oct 16, 2020",Sony Pictures,Romantic Comedy
The Bay of Silence,The Bay of Silence,"Aug 14, 2020",Vertical Entertai…,Thriller/Suspense
Edie,Edie,"Sep 6, 2019",Music Box Films,Drama
American Dharma,American Dharma,"Nov 1, 2019",Utopia,Documentary
The Fox Hunter,The Fox Hunter,"Jun 5, 2020",Indican Pictures,Comedy
Be Natural: The Untold Stor…,Be Natural: The Unto,"Apr 19, 2019",Zeitgeist,Documentary
The Painted Bird,The Painted Bird,"Jul 17, 2020",IFC Films,Drama
Little Joe,Little Joe,"Dec 6, 2019",Magnolia Pictures,Drama
Queen of the Capital,Queen of the Capital,"Jun 20, 2020",Mutiny Pictures,Documentary
Christ Stopped at Eboli,Christ Stopped at Eb,"Mar 23, 1980",Franklin Media,Drama
Evergreen,Evergreen,"Dec 23, 2020",Indican Pictures,Drama
Fear PHarm,Fear PHarm,"Sep 11, 2020",Indican Pictures,Comedy
PLAYMOBIL,PLAYMOBIL,"Dec 6, 2019",STX Entertainment,Adventure
Hai Tang Hong,Hai Tang Hong,"Feb 21, 2020",M Star International,Drama
The Gliksmans,The Gliksmans,"Sep 27, 2019",Indican Pictures,Comedy
Parallel Policy,Parallel Policy,"Dec 20, 2020",Gathr Films,Documentary
Ága,Ága,"Sep 4, 2019",Big World Pictures,Drama
Spiral Farm,Spiral Farm,"Dec 13, 2019",Indican Pictures,Drama
John Wick: Chapter 3 — Para…,John Wick: Chapter 3,"May 17, 2019",Lionsgate,Action
Another Round,Another Round,"Dec 18, 2020",,Drama
10 Days With Dad,10 Days With Dad,"Nov 20, 2020",Distrib Films,Comedy
Hustlers,Hustlers,"Sep 13, 2019",STX Entertainment,Drama
Night Shift,Night Shift,"Nov 20, 2020",Distrib Films,Drama
Mickey and the Bear,Mickey and the Bear,"Nov 15, 2019",Self Distributed,Drama
Granny Nanny,Granny Nanny,"Nov 27, 2020",Distrib Films,Comedy
Sol,Sol,"Nov 20, 2020",Distrib Films,Comedy
Love by Drowning,Love by Drowning,"Nov 6, 2020",Dow Jazz Films,Drama
St. Patrick’s Day,St. Patrick’s Day,"Dec 18, 2020",Self Distributed,Educational
It’s For Your Own Good,It’s For Your Own Go,"Nov 27, 2020",Distrib Films,Comedy
A German Youth,A German Youth,"Oct 11, 2019",Big World Pictures,Documentary
