Movie,trunc,Release Date,Distributor,Genre
The Family Fang,The Family Fang,"Apr 29, 2016",Starz Media,Comedy
Mimimalism: A Documentary A…,Mimimalism: A Docume,"May 24, 2016",Asymmetrical,Documentary
"Life, Animated","Life, Animated","Jul 1, 2016",The Orchard,Documentary
Dheepan,Dheepan,"May 6, 2016",Sundance Selects,Drama
Things to Come,Things to Come,"Dec 2, 2016",IFC Films,Drama
Oasis: Supersonic,Oasis: Supersonic,"Oct 26, 2016",A24,Documentary
The Invitation,The Invitation,"Apr 8, 2016",Drafthouse Films,Thriller/Suspense
Jimmy Vestvood: Amerikan Hero,Jimmy Vestvood: Amer,"May 13, 2016",A24,Comedy
Miss Hokusai,Miss Hokusai,"Oct 14, 2016",GKIDS,Drama
Spirit of the Game,Spirit of the Game,"Oct 7, 2016",Pure Flix / Samue…,Drama
Naam Hai Akira,Naam Hai Akira,"Sep 2, 2016",FIP,Thriller/Suspense
Island of Lemurs: Madagascar,Island of Lemurs: Ma,"Apr 4, 2014",Warner Bros.,Documentary
Ho Mann Jahaan,Ho Mann Jahaan,"Jan 1, 2016",Eros Entertainment,Musical
Southbound,Southbound,"Feb 5, 2016",The Orchard,Horror
Ran,Ran,"Dec 20, 1985",Rialto Pictures,Drama
Macbeth,Macbeth,"Dec 4, 2015",Weinstein Co.,Drama
Kaptaan,Kaptaan,"May 20, 2016",UTV Communications,Drama
Julieta,Julieta,"Dec 21, 2016",Sony Pictures Cla…,Drama
El Clan,El Clan,"Mar 18, 2016",20th Century Fox,Drama
White Girl,White Girl,"Sep 2, 2016",FilmRise,Drama
The Intern,The Intern,"Sep 25, 2015",Warner Bros.,Comedy
Complete Unknown,Complete Unknown,"Aug 26, 2016",IFC Films,Drama
Deep Sea 3-D,Deep Sea 3-D,"Mar 3, 2006",Warner Bros.,Documentary
The Masked Saint,The Masked Saint,"Jan 8, 2016",Freestyle Releasing,Action
20th Century Women,20th Century Women,"Dec 25, 2016",A24,Drama
The 33,The 33,"Nov 13, 2015",Warner Bros.,Drama
Viva,Viva,"Apr 29, 2016",Magnolia Pictures,Drama
The Wave,The Wave,"Mar 4, 2016",Magnolia Pictures,Action
Tampopo,Tampopo,"Oct 21, 2016",Janus Films,Comedy
Asura: The City of Madness,Asura: The City of M,"Oct 7, 2016",CJ Entertainment,Action
"Hieronymus Bosch, Touched b…","Hieronymus Bosch, To","Jul 27, 2016",Kino Lorber,Documentary
Dilwale,Dilwale,"Dec 18, 2015",UTV Communications,Romantic Comedy
The Fits,The Fits,"Jun 3, 2016",Oscilloscope Pict…,Drama
De Palma,De Palma,"Jun 10, 2016",A24,Documentary
Louder Than Bombs,Louder Than Bombs,"Apr 8, 2016",The Orchard,Drama
The Love Witch,The Love Witch,"Nov 11, 2016",Oscilloscope Pict…,Comedy
Sunset Song,Sunset Song,"May 13, 2016",Magnolia Pictures,Drama
The Witness,The Witness,"Jun 3, 2016",FilmRise,Documentary
Howards End,Howards End,"Mar 13, 1992",Cohen Media Group,Drama
Eva Hesse,Eva Hesse,"Apr 27, 2016",Zeitgeist,Documentary
Generation Found,Generation Found,"Aug 29, 2016",Gathr Films,Documentary
The Night Before,The Night Before,"Nov 20, 2015",Sony Pictures,Comedy
Kicks,Kicks,"Sep 9, 2016",Focus World,Adventure
Rams,Rams,"Feb 3, 2016",Cohen Media Group,Drama
Michael Moore in TrumpLand,Michael Moore in Tru,"Oct 19, 2016",Self Distributed,Concert/Perfor…
Touched With Fire,Touched With Fire,"Feb 12, 2016",Roadside Attractions,Drama
Seed: The Untold Story,Seed: The Untold Sto,"Aug 22, 2016",Collective Eye,Documentary
Krisha,Krisha,"Mar 18, 2016",A24,Drama
League of Gods,League of Gods,"Jul 29, 2016",Sony Pictures,Action
Janis: Little Girl Blue,Janis: Little Girl B,"Nov 27, 2015",FilmRise,Documentary
Neruda,Neruda,"Dec 16, 2016",The Orchard,Drama
The Kind Words,The Kind Words,"Jun 24, 2016",Strand Releasing,Drama
Tumbledown,Tumbledown,"Feb 12, 2016",Starz Digital Media,Romantic Comedy
Ism,Ism,"Oct 14, 2016",Cinegalaxy,Action
Requiem For the American Dream,Requiem For the Amer,"Jan 29, 2016",Gravitas Ventures,Documentary
Sweet Bean,Sweet Bean,"Mar 18, 2016",Kino Lorber,Drama
Spirits’ Homecoming,Spirits’ Homecoming,"Mar 25, 2016",Pan Media & Enter…,Drama
A War,A War,"Feb 12, 2016",Magnolia Pictures,Drama
Mojin: The Lost Legend,Mojin: The Lost Lege,"Dec 18, 2015",China Lion Film D…,Adventure
Miss Sharon Jones,Miss Sharon Jones,"Jul 29, 2016",Starz Media,Documentary
Hockney,Hockney,"Apr 22, 2016",Film Movement,Documentary
Three,Three,"Jun 24, 2016",Well Go USA,Action
Theeb,Theeb,"Nov 6, 2015",Film Movement,Adventure
Caged No More,Caged No More,"Jan 22, 2016",Freestyle Releasing,Thriller/Suspense
The Measure of a Man,The Measure of a Man,"Apr 15, 2016",Kino Lorber,Drama
The Boy and the World,The Boy and the Worl,"Dec 11, 2015",GKIDS,Adventure
Elevator to the Gallows,Elevator to the Gall,"Jun 10, 1961",Rialto Pictures,Drama
Remember the Goal,Remember the Goal,"Aug 26, 2016",Five & Two Pictures,Drama
Seasons,Seasons,"Nov 11, 2016",Music Box Films,Documentary
Zero Days,Zero Days,"Jul 8, 2016",Magnolia Pictures,Documentary
Love the Coopers,Love the Coopers,"Nov 13, 2015",CBS Films,Comedy
Aferim!,Aferim!,"Jan 22, 2016",Big World Pictures,Black Comedy
Against the Wild: Survive t…,Against the Wild: Su,"Feb 26, 2016",,Adventure
Chimes at Midnight,Chimes at Midnight,"Jan 1, 2016",Janus Films,Comedy
Yellow Day,Yellow Day,"Sep 19, 2014",Idyllic Entertain…,Adventure
Until Forever,Until Forever,"Feb 12, 2016",CanZion Films,Drama
Decalogue,Decalogue,"Jun 9, 2000",Janus Films,Drama
Peggy Guggenheim: Art Addict,Peggy Guggenheim: Ar,"Nov 6, 2015",Submarine Deluxe,Documentary
Demon,Demon,"Sep 9, 2016",The Orchard,Horror
Puerto Ricans in Paris,Puerto Ricans in Par,"Jun 10, 2016",Focus World,Comedy
Victor,Victor,"Sep 15, 2016",CanZion Films,Drama
Best Worst Thing That Ever …,Best Worst Thing Tha,"Nov 18, 2016",Abramorama Films,Documentary
Tale of Tales,Tale of Tales,"Apr 22, 2016",IFC Films,Drama
Cameraperson,Cameraperson,"Sep 9, 2016",Janus Films,Documentary
Paterson,Paterson,"Dec 28, 2016",Bleecker Street,Comedy
Our Last Tango,Our Last Tango,"Apr 15, 2016",Strand Releasing,Documentary
Under the Sun (2016),Under the Sun (2016),"Jul 6, 2016",Icarus Films,Documentary
Rock On 2,Rock On 2,"Nov 11, 2016",Eros Entertainment,Musical
Tower,Tower,"Oct 12, 2016",Kino Lorber,Drama
Hitchcock/Truffaut,Hitchcock/Truffaut,"Dec 2, 2015",Cohen Media Group,Documentary
Heart of a Dog,Heart of a Dog,"Oct 21, 2015",Abramorama Films,Documentary
Seondal: The Man who Sells …,Seondal: The Man who,"Jul 15, 2016",CJ Entertainment,Action
Toni Erdmann,Toni Erdmann,"Dec 25, 2016",Sony Pictures Cla…,Comedy
Never Gone,Never Gone,"Jul 15, 2016",China Lion Film D…,Drama
Ingrid Bergman - In Her Own…,Ingrid Bergman - In ,"Nov 13, 2015",Rialto Pictures,Documentary
Live by Night,Live by Night,"Dec 25, 2016",Warner Bros.,Drama
Space Station,Space Station,"Apr 19, 2002",IMAX Films,Documentary
New York New York,New York New York,"Apr 15, 2016",China Lion Film D…,Drama
Other People,Other People,"Sep 9, 2016",Self Distributed,Drama
Morris from America,Morris from America,"Aug 19, 2016",A24,Drama
Fireworks Wednesday,Fireworks Wednesday,"Mar 16, 2016",Grasshopper Film,Drama
No One’s Life Is Easy: So I…,No One’s Life Is Eas,"Jul 1, 2016",China Lion Film D…,Romantic Comedy
"My Love, Don't Cross That R…","My Love, Don't Cross","Jun 17, 2016",Film Movement,Documentary
Sand Storm,Sand Storm,"Sep 28, 2016",Kino Lorber,Drama
Author: The JT LeRoy Story,Author: The JT LeRoy,"Sep 9, 2016",Magnolia Pictures,Documentary
Los sures,Los sures,"Apr 15, 2016",Oscilloscope Pict…,Documentary
Mountains May Depart,Mountains May Depart,"Feb 12, 2016",Kino Lorber,Drama
Cock and Bull,Cock and Bull,"Sep 16, 2016",China Lion Film D…,Comedy
A Street Cat Named Bob,A Street Cat Named B,"Nov 18, 2016",Cleopatra Films,Drama
Vita Activa: The Spirit of …,Vita Activa: The Spi,"Apr 6, 2016",Zeitgeist,Documentary
For the Love of Spock,For the Love of Spoc,"Sep 9, 2016",Gravitas Ventures,Documentary
Sky on Fire,Sky on Fire,"Dec 2, 2016",Well Go USA,Action
Colliding Dreams,Colliding Dreams,"Mar 4, 2016",International Fil…,Documentary
My Best Friend’s Wedding,My Best Friend’s Wed,"Aug 12, 2016",Sony Pictures,Romantic Comedy
Saala Khadoos,Saala Khadoos,"Jan 29, 2016",UTV Communications,Drama
Don’t Blink: Robert Frank,Don’t Blink: Robert ,"Jul 13, 2016",Grasshopper Film,Documentary
The Brand New Testament,The Brand New Testam,"Dec 9, 2016",Music Box Films,Comedy
Sword Master,Sword Master,"Dec 9, 2016",Well Go USA,Action
King Cobra,King Cobra,"Oct 21, 2016",IFC Midnight,Drama
Les Cowboys,Les Cowboys,"Jun 24, 2016",Cohen Media Group,Western
Raiders! The Story of the G…,Raiders! The Story o,"Jun 17, 2016",Drafthouse Films,Documentary
The Congressman,The Congressman,"Apr 29, 2016",Shadow,Drama
Do Not Resist,Do Not Resist,"Sep 30, 2016",Vanish Films,Documentary
Norman Lear: Just Another V…,Norman Lear: Just An,"Jul 8, 2016",Music Box Films,Documentary
The Messenger,The Messenger,"Dec 4, 2015",Alive Mind,Documentary
Phantom Detective,Phantom Detective,"May 13, 2016",CJ Entertainment,Action
Max Rose,Max Rose,"Sep 2, 2016",Paladin,Drama
Devil and Angel,Devil and Angel,"Dec 31, 2015",China Lion Film D…,Comedy
Maze Runner: The Scorch Trials,Maze Runner: The Sco,"Sep 18, 2015",20th Century Fox,Action
Fire at Sea,Fire at Sea,"Oct 21, 2016",Kino Lorber,Documentary
Em La Ba Noi Cua Anh,Em La Ba Noi Cua Anh,"Mar 11, 2016",CJ Entertainment,Comedy
Sicario,Sicario,"Sep 18, 2015",Lionsgate,Thriller/Suspense
Microbe and Gasoline,Microbe and Gasoline,"Jul 1, 2016",Screen Media Films,Comedy
Trapped,Trapped,"Mar 4, 2016",Abramorama Films,Documentary
The Tenth Man,The Tenth Man,"Jul 29, 2016",Kino Lorber,Comedy
Creative Control,Creative Control,"Mar 11, 2016",Magnolia Pictures,Drama
Dancer,Dancer,"Sep 9, 2016",IFC Films,Documentary
The Dark Horse,The Dark Horse,"Apr 1, 2016",Broad Green Pictures,Drama
Secret in Their Eyes,Secret in Their Eyes,"Nov 20, 2015",STX Entertainment,Thriller/Suspense
Daughters of the Dust (Re-I…,Daughters of the Dus,"Nov 18, 2016",Cohen Media Group,Drama
Too Late,Too Late,"Mar 18, 2016",Vanishing Angle F…,Drama
Girl Asleep,Girl Asleep,"Sep 23, 2016",Oscilloscope Pict…,Drama
Presenting Princess Shaw,Presenting Princess ,"May 27, 2016",Magnolia Pictures,Documentary
Time Renegades,Time Renegades,"Apr 15, 2016",CJ Entertainment,Action
Command and Control,Command and Control,"Sep 14, 2016",PBS Distribution,Documentary
The Daughter,The Daughter,"Jul 1, 2016",,Drama
The Fallen Idol,The Fallen Idol,"Feb 10, 2006",Rialto Pictures,Thriller/Suspense
Wedding Doll,Wedding Doll,"Apr 15, 2016",Strand Releasing,Drama
DONGJU; The Portrait of A Poet,DONGJU; The Portrait,"Feb 17, 2016",Megabox Plus M,Drama
The Wait,The Wait,"Apr 29, 2016",Oscilloscope Pict…,Drama
The Lovers And The Despot,The Lovers And The D,"Sep 23, 2016",Magnolia Pictures,Documentary
Regression,Regression,"Feb 5, 2016",Weinstein Co.,Thriller/Suspense
Clown,Clown,"Jun 17, 2016",Dimension Pictures,Horror
Burnt,Burnt,"Oct 30, 2015",Weinstein Co.,Comedy
My King,My King,"Aug 12, 2016",Film Movement,Drama
In a Valley of Violence,In a Valley of Viole,"Oct 21, 2016",Focus World,Western
Diary of a Chambermaid,Diary of a Chamberma,"Jun 10, 2016",Cohen Media Group,Drama
High Strung,High Strung,"Apr 8, 2016",Paladin,Drama
Journey to the South Pacific,Journey to the South,"Nov 27, 2013",MacGillivray Free…,Documentary
The Club,The Club,"Feb 5, 2016",Music Box Films,Drama
Being 17,Being 17,"Oct 7, 2016",Strand Releasing,Drama
The Last Man on the Moon,The Last Man on the ,"Feb 26, 2016",Gravitas Ventures,Documentary
Grandma,Grandma,"Aug 21, 2015",Sony Pictures Cla…,Comedy
Cemetery of Splendor,Cemetery of Splendor,"Mar 4, 2016",Strand Releasing,Drama
My Annoying Brother,My Annoying Brother,"Dec 9, 2016",CJ Entertainment,Drama
Chi-raq,Chi-raq,"Dec 4, 2015",Amazon Studios/Ro…,Drama
King Georges,King Georges,"Feb 26, 2016",IFC Films,Documentary
Like for Likes,Like for Likes,"Feb 26, 2016",CJ Entertainment,Romantic Comedy
In the Shadow of Women,In the Shadow of Wom,"Jan 15, 2016",Distrib Films,Drama
The Take,The Take,"Nov 18, 2016",High Top Releasing,Action
In Order of Disappearance,In Order of Disappea,"Aug 26, 2016",Magnolia Pictures,Action
Fatima,Fatima,"Aug 26, 2016",Kino Lorber,Drama
Pele: Birth of a Legend,Pele: Birth of a Leg,"May 13, 2016",IFC Films,Drama
Mifune: The Last Samurai,Mifune: The Last Sam,"Nov 25, 2016",Strand Releasing,Documentary
The Treasure,The Treasure,"Jan 8, 2016",IFC Films,Comedy
Ma Ma,Ma Ma,"May 20, 2016",Oscilloscope Pict…,Drama
To the Arctic 3D,To the Arctic 3D,"Apr 20, 2012",Warner Bros.,Documentary
We are X,We are X,"Oct 21, 2016",Drafthouse Films,Documentary
Remember,Remember,"Oct 16, 2015",Entertainment One,Thriller/Suspense
Nuts!,Nuts!,"Jun 22, 2016",Life Sentence Fil…,Documentary
The Greasy Strangler,The Greasy Strangler,"Oct 7, 2016",FilmRise,Thriller/Suspense
Danny Says,Danny Says,"Sep 30, 2016",Magnolia Pictures,Documentary
The Land,The Land,"Jul 29, 2016",IFC Films,Drama
Mastizaade,Mastizaade,"Jan 29, 2016",Eros Entertainment,Comedy
The Battle of Algiers,The Battle of Algier,"Jan 9, 2004",Rialto Pictures,Drama
Disorder,Disorder,"Aug 12, 2016",IFC Films,Thriller/Suspense
Closet Monster,Closet Monster,"Sep 23, 2016",Strand Releasing,Drama
A Melody to Remember,A Melody to Remember,"Jan 29, 2016",CJ Entertainment,Drama
Wild Oats,Wild Oats,"Sep 16, 2016",Weinstein Co.,Comedy
Is That a Gun in Your Pocket?,Is That a Gun in You,"Sep 16, 2016",Area 23a,Comedy
The Night,The Night,"Sep 14, 2016",Rialto Pictures,Drama
Catching the Sun,Catching the Sun,"Apr 1, 2016",The Film Collabor…,Documentary
Spa Night,Spa Night,"Aug 19, 2016",Strand Releasing,Drama
Germans and Jews,Germans and Jews,"Jun 10, 2016",First Run Features,Documentary
Come What May,Come What May,"Sep 9, 2016",Cohen Media Group,Drama
Restored Me,Restored Me,"Jun 6, 2016",Gathr Films,Drama
How to Let Go of the World …,How to Let Go of the,"Apr 20, 2016",International WOW,Documentary
Summertime,Summertime,"Jul 22, 2016",Strand Releasing,Drama
Songs My Brothers Taught Me,Songs My Brothers Ta,"Mar 2, 2016",Kino Lorber,Drama
Mr. Right,Mr. Right,"Apr 8, 2016",Focus World,Romantic Comedy
The Homeless Billionaire,The Homeless Billion,"Jun 17, 2016",Hannover House,Romantic Comedy
Phantom Boy,Phantom Boy,"Jul 15, 2016",GKIDS,Adventure
Eisenstein In Guanajuato,Eisenstein In Guanaj,"Feb 5, 2016",Strand Releasing,Drama
Off the Rails,Off the Rails,"Nov 4, 2016",The Film Collabor…,Documentary
Last Cab to Darwin,Last Cab to Darwin,"Jun 10, 2016",First Run Features,Drama
Suffragette,Suffragette,"Oct 23, 2015",Focus Features,Drama
Equals,Equals,"Jul 15, 2016",A24,Drama
Multiple Maniacs,Multiple Maniacs,"Aug 5, 2016",Janus Films,Comedy
The Intervention,The Intervention,"Aug 26, 2016",Samuel Goldwyn Films,Drama
The Map Against the World,The Map Against the ,"Sep 9, 2016",CJ Entertainment,Drama
Monster Hunt,Monster Hunt,"Jan 22, 2016",FilmRise,Adventure
Rio I Love You,Rio I Love You,"Apr 15, 2016",Screen Media Films,Romantic Comedy
Sweet Sixteen,Sweet Sixteen,"Aug 17, 2016",China Lion Film D…,Drama
As I Open My Eyes,As I Open My Eyes,"Sep 9, 2016",Kino Lorber,Drama
Pan,Pan,"Oct 9, 2015",Warner Bros.,Adventure
River of Fundament,River of Fundament,"Dec 4, 2015",International Fil…,Drama
Labyrinth of Lies,Labyrinth of Lies,"Sep 30, 2015",Sony Pictures Cla…,Drama
Jafar Panahi’s Taxi,Jafar Panahi’s Taxi,"Oct 2, 2015",Kino Lorber,Documentary
Being Charlie,Being Charlie,"May 6, 2016",Paladin,Drama
Men & Chicken,Men & Chicken,"Apr 22, 2016",Drafthouse Films,Black Comedy
From Afar,From Afar,"Jun 8, 2016",Strand Releasing,Drama
For a Few Bullets,For a Few Bullets,"Jul 22, 2016",China Lion Film D…,Western
Therapy For A Vampire,Therapy For A Vampir,"Jun 10, 2016",Music Box Films,Comedy
"Kill Me, Deadly","Kill Me, Deadly","Apr 1, 2016",Indican Pictures,Multiple Genres
The Best Democracy Money Ca…,The Best Democracy M,"Sep 23, 2016",Cinema Libre,Documentary
Troublemakers: The Story of…,Troublemakers: The S,"Jan 8, 2016",First Run Features,Documentary
The Seventh Fire,The Seventh Fire,"Jul 22, 2016",Film Movement,Documentary
The Unknowns,The Unknowns,"May 23, 2016",Gathr Films,Documentary
3 Weeks in Yerevan,3 Weeks in Yerevan,"Sep 16, 2016",Richmond Media En…,Comedy
Time to Choose,Time to Choose,"Jun 3, 2016",Abramorama Films,Documentary
Under the Shadow,Under the Shadow,"Oct 7, 2016",Vertical Entertai…,Horror
Valley of Love,Valley of Love,"Mar 25, 2016",Strand Releasing,Drama
"Look At Us Now, Mother!","Look At Us Now, Moth","Apr 11, 2015",,
"Rabin, The Last Day","Rabin, The Last Day","Jan 29, 2016",Kino Lorber,Drama
Paths of the Soul,Paths of the Soul,"May 13, 2016",Icarus Films,Documentary
Bikes vs Cars,Bikes vs Cars,"Dec 4, 2015",Kino Lorber,Documentary
Take Me to the River,Take Me to the River,"Mar 18, 2016",Film Movement,Drama
"Rabin, in His Own Words","Rabin, in His Own Wo","May 6, 2016",,Documentary
Kaili Blues,Kaili Blues,"May 20, 2016",Grasshopper Film,Drama
Unlocking the Cage,Unlocking the Cage,"May 25, 2016",First Run Features,Documentary
The Eyes of My Mother,The Eyes of My Mothe,"Dec 2, 2016",Magnolia Pictures,Horror
Blackway,Blackway,"Jun 10, 2016",Electric Entertai…,Thriller/Suspense
Anesthesia,Anesthesia,"Jan 8, 2016",IFC Films,Drama
Neon Bull,Neon Bull,"Apr 8, 2016",Kino Lorber,Drama
Front Cover,Front Cover,"Aug 5, 2016",Strand Releasing,Drama
Standing Tall,Standing Tall,"Mar 11, 2016",Cohen Media Group,Drama
Cosmos,Cosmos,"Jun 17, 2016",Kino Lorber,Drama
The Dog Wedding,The Dog Wedding,"Mar 11, 2016",25th Frame,Romantic Comedy
The Last Princess,The Last Princess,"Sep 9, 2016",CJ Entertainment,Drama
Chevalier,Chevalier,"May 27, 2016",Strand Releasing,Comedy
Kate Plays Christine,Kate Plays Christine,"Aug 26, 2016",Grasshopper Film,Documentary
The New Year's Eve of Old Lee,The New Year's Eve o,"Feb 12, 2016",China Lion Film D…,Comedy
Disturbing the Peace,Disturbing the Peace,"Nov 11, 2016",Abramorama Films,Documentary
Sold,Sold,"Apr 1, 2016",Matson,Drama
Banjo,Banjo,"Sep 23, 2016",Eros Entertainment,Action
A Monster with a Thousand H…,A Monster with a Tho,"May 13, 2016",Music Box Films,Thriller/Suspense
Truth,Truth,"Oct 16, 2015",Sony Pictures Cla…,Thriller/Suspense
Sudden Fear,Sudden Fear,"Aug 12, 2016",Cohen Media Group,Thriller/Suspense
"Right Now, Wrong Then","Right Now, Wrong The","Jun 24, 2016",Grasshopper Film,Romantic Comedy
Lolo,Lolo,"Mar 11, 2016",FilmRise,Romantic Comedy
No Home Movie,No Home Movie,"Apr 1, 2016",Icarus Films,Documentary
Evolution,Evolution,"Nov 25, 2016",IFC Midnight,Horror
Project Itoh - Harmony,Project Itoh - Harmo,"May 20, 2016",FUNimation,Action
Gridiron Heroes,Gridiron Heroes,"Apr 15, 2016",Indican Pictures,Documentary
Angry Indian Goddess,Angry Indian Goddess,"Aug 5, 2016",,Comedy
Kamikaze 89,Kamikaze 89,"Jun 3, 2016",Film Movement,Thriller/Suspense
Generation Startup,Generation Startup,"Sep 23, 2016",Long Shot Factory,Documentary
Sanam Teri Kasam,Sanam Teri Kasam,"Feb 5, 2016",Eros Entertainment,Drama
The Black Dove,The Black Dove,"Aug 12, 2016",Indican Pictures,Comedy
Beauty and the Beast,Beauty and the Beast,"Dec 23, 1947",Lopert Pictures C…,Drama
The Winding Steam,The Winding Steam,"Dec 16, 2015",Argot Pictures,Documentary
Blue Jay,Blue Jay,"Oct 7, 2016",The Orchard,Drama
Thank You For Your Service,Thank You For Your S,"Oct 7, 2016",Gathr Films,Documentary
Term Life,Term Life,"Apr 29, 2016",Focus World,Drama
Almost Holy,Almost Holy,"May 20, 2016",The Orchard,Documentary
Legend,Legend,"Nov 20, 2015",Universal,Thriller/Suspense
Band of Robbers,Band of Robbers,"Jan 15, 2016",Gravitas Ventures,Adventure
The Sea of Trees,The Sea of Trees,"Aug 26, 2016",A24,Drama
Love Me True,Love Me True,"Aug 12, 2016",Indican Pictures,Romantic Comedy
"No Pay, Nudity","No Pay, Nudity","Nov 11, 2016",Monterey Media,Drama
This Last Lonely Place,This Last Lonely Pla,"Aug 12, 2016",Indican Pictures,Thriller/Suspense
Art Bastard,Art Bastard,"Jun 3, 2016",CAVU Releasing,Documentary
Unless,Unless,"Oct 14, 2016",,Drama
Revelation: Dawn of Global …,Revelation: Dawn of ,"Apr 15, 2016",Rocky Mountain Pi…,Documentary
Ktown Cowboys,Ktown Cowboys,"Mar 18, 2016",Freestyle Releasing,Documentary
Search Engines,Search Engines,"Oct 14, 2016",Indican Pictures,Comedy
Never,Never,"Aug 19, 2016",Indican Pictures,Drama
Seoul Searching,Seoul Searching,"Jun 17, 2016",Mondo Paradiso Films,Comedy
In Jackson Heights,In Jackson Heights,"Nov 4, 2015",Zipporah,Documentary
The Channel,The Channel,"Apr 8, 2016",Indican Pictures,Horror
Peter and the Farm,Peter and the Farm,"Nov 4, 2016",Magnolia Pictures,Documentary
A Bit of Bad Luck,A Bit of Bad Luck,"May 13, 2016",Indican Pictures,Comedy
Wildflower,Wildflower,"Oct 20, 2016",CanZion Films,Drama
Holy Hell,Holy Hell,"May 27, 2016",WRA Productions LLC,Documentary
The Romans,The Romans,"May 27, 2016",Indican Pictures,Drama
I Knew Her Well,I Knew Her Well,"Feb 5, 2016",Janus Films,Documentary
Men go to Battle,Men go to Battle,"Jul 8, 2016",Film Movement,Drama
How He Fell in Love,How He Fell in Love,"Jul 8, 2016",Monument Releasing,Drama
Streit's: Matzo and the Ame…,Streit's: Matzo and ,"Apr 20, 2016",Menemsha Entertai…,Documentary
New World Order,New World Order,"Sep 23, 2016",Indican Pictures,Action
Landfill Harmonic,Landfill Harmonic,"Sep 9, 2016",The Film Collabor…,Documentary
Sembene!,Sembene!,"Nov 13, 2015",Kino Lorber,Documentary
The Lion in Winter,The Lion in Winter,"Oct 30, 1968",Rialto Pictures,Drama
The Seasons in Quincy: Four…,The Seasons in Quinc,"Aug 31, 2016",Icarus Films,Documentary
Tharlo,Tharlo,"Sep 28, 2016",Icarus Films,Drama
Always Shine,Always Shine,"Nov 25, 2016",Oscilloscope Pict…,Thriller/Suspense
Colonia,Colonia,"Apr 15, 2016",Screen Media Films,Thriller/Suspense
The Other Half,The Other Half,"Dec 2, 2016",,Drama
Entertainment,Entertainment,"Nov 13, 2015",Magnolia Pictures,Drama
Five Nights in Maine,Five Nights in Maine,"Aug 5, 2016",FilmRise,Drama
Starcrossed,Starcrossed,"May 13, 2016",Indican Pictures,Drama
Of Mind and Music,Of Mind and Music,"Feb 12, 2016",Monterey Media,Drama
Already Tomorrow in Hong Kong,Already Tomorrow in ,"Feb 12, 2016",Gravitas Ventures,Romantic Comedy
The Letters,The Letters,"Dec 4, 2015",Freestyle Releasing,Drama
Argentina,Argentina,"Jun 17, 2016",First Run Features,Documentary
Lamb,Lamb,"Jan 8, 2016",The Orchard,Drama
The Uncondemned,The Uncondemned,"Oct 21, 2016",Abramorama Films,Documentary
The Fiancé,The Fiancé,"Nov 11, 2016",Indican Pictures,Horror
Newtown,Newtown,"Oct 7, 2016",Abramorama Films,Documentary
A Space Program,A Space Program,"Mar 18, 2016",Zeitgeist,Documentary
Woodlawn,Woodlawn,"Oct 16, 2015",Pure Flix Enterta…,Drama
Tikkun,Tikkun,"Jun 10, 2016",Kino Lorber,Drama
Late Spring,Late Spring,"Mar 4, 2016",Janus Films,Drama
The Adderall Diaries,The Adderall Diaries,"Apr 15, 2016",A24,Drama
Censored Voices,Censored Voices,"Nov 20, 2015",Music Box Films,Documentary
Neither Heaven Nor Earth,Neither Heaven Nor E,"Aug 5, 2016",Film Movement,Multiple Genres
The Monster,The Monster,"Nov 11, 2016",A24,Horror
City of Women,City of Women,"Feb 19, 2016",Cohen Media Group,Comedy
The Ones Below,The Ones Below,"May 27, 2016",Magnolia Pictures,Thriller/Suspense
"Kiki, Love to Love","Kiki, Love to Love","Nov 11, 2016",Strand Releasing,Romantic Comedy
Elstree 1976,Elstree 1976,"May 6, 2016",FilmRise,Documentary
Fritz Lang’s Destiny,Fritz Lang’s Destiny,"May 20, 2016",Kino Lorber,Thriller/Suspense
Hot Water,Hot Water,"May 5, 2016",Indican Pictures,Documentary
When Two Worlds Collide,When Two Worlds Coll,"Aug 17, 2016",First Run Features,Documentary
A Reason,A Reason,"Aug 28, 2015",Indican Pictures,Drama
Remember You,Remember You,"Jan 15, 2016",CJ Entertainment,Drama
History of Jazz: Oxygen for…,History of Jazz: Oxy,"Aug 31, 2013",Indican Pictures,Documentary
Lucha Mexico,Lucha Mexico,"Jul 15, 2016",Kino Lorber,Documentary
Don’t Call Me Son,Don’t Call Me Son,"Nov 2, 2016",Zeitgeist,Drama
The Ruins of Lifta,The Ruins of Lifta,"Sep 23, 2016",First Run Features,Documentary
Harry Benson: Shoot First,Harry Benson: Shoot ,"Dec 9, 2016",Magnolia Pictures,Documentary
Viktoria,Viktoria,"Apr 29, 2016",Big World Pictures,Drama
Theo Who Lived,Theo Who Lived,"Sep 30, 2016",Zeitgeist,Documentary
Anonymous,Anonymous,"Dec 2, 2016",Archstone Enterta…,Drama
A Matter of Faith,A Matter of Faith,"Oct 17, 2014",Five & Two Pictures,Drama
National Bird,National Bird,"Nov 11, 2016",FilmRise,Documentary
Flowers,Flowers,"Oct 30, 2015",Music Box Films,Drama
Serial Killer 1,Serial Killer 1,"Jun 17, 2016",Kino Lorber,Drama
Approaching the Unknown,Approaching the Unkn,"Jun 3, 2016",Vertical Entertai…,Drama
Beta Test,Beta Test,"Jul 22, 2016",Mirror Images Ltd,Action
River of Grass,River of Grass,"Mar 11, 2016",Oscilloscope Pict…,Drama
Into the Forest,Into the Forest,"Jul 29, 2016",A24,Drama
