Movie,trunc,Release Date,Distributor,Genre
Ouija: Origin of Evil,Ouija: Origin of Evi,"Oct 21, 2016",Universal,Horror
The 5th Wave,The 5th Wave,"Jan 22, 2016",Sony Pictures,Action
La La Land,La La Land,"Dec 9, 2016",Lionsgate,Musical
Inferno,Inferno,"Oct 28, 2016",Sony Pictures,Thriller/Suspense
Mother’s Day,Mother’s Day,"Apr 29, 2016",Open Road,Romantic Comedy
Gods of Egypt,Gods of Egypt,"Feb 26, 2016",Lionsgate,Adventure
Why Him?,Why Him?,"Dec 23, 2016",20th Century Fox,Comedy
Alvin and the Chipmunks: Th…,Alvin and the Chipmu,"Dec 18, 2015",20th Century Fox,Adventure
"Hail, Caesar!","Hail, Caesar!","Feb 5, 2016",Universal,Comedy
When the Bough Breaks,When the Bough Break,"Sep 9, 2016",Sony Pictures,Thriller/Suspense
Fences,Fences,"Dec 16, 2016",Paramount Pictures,Drama
Zoolander 2,Zoolander 2,"Feb 12, 2016",Paramount Pictures,Comedy
Manchester-by-the Sea,Manchester-by-the Se,"Nov 18, 2016",Roadside Attractions,Drama
Joy,Joy,"Dec 25, 2015",20th Century Fox,Drama
The Finest Hours,The Finest Hours,"Jan 29, 2016",Walt Disney,Thriller/Suspense
Florence Foster Jenkins,Florence Foster Jenk,"Aug 12, 2016",Paramount Pictures,Drama
Hell or High Water,Hell or High Water,"Aug 12, 2016",Lionsgate,Western
The Forest,The Forest,"Jan 8, 2016",Focus / Gramercy,Horror
Ben-Hur,Ben-Hur,"Aug 19, 2016",Paramount Pictures,Adventure
The Witch,The Witch,"Feb 19, 2016",A24,Horror
The Hateful Eight,The Hateful Eight,"Dec 25, 2015",Weinstein Co.,Western
Collateral Beauty,Collateral Beauty,"Dec 16, 2016",Warner Bros.,Drama
Bridget Jones’s Baby,Bridget Jones’s Baby,"Sep 16, 2016",Universal,Romantic Comedy
Kevin Hart: What Now?,Kevin Hart: What Now,"Oct 14, 2016",Universal,Concert/Perfor…
Whiskey Tango Foxtrot,Whiskey Tango Foxtro,"Mar 4, 2016",Paramount Pictures,Comedy
Snowden,Snowden,"Sep 16, 2016",Open Road,Drama
Mechanic: Resurrection,Mechanic: Resurrecti,"Aug 26, 2016",Lionsgate,Action
Free State of Jones,Free State of Jones,"Jun 24, 2016",STX Entertainment,Drama
Blair Witch,Blair Witch,"Sep 16, 2016",Lionsgate,Horror
God’s Not Dead 2,God’s Not Dead 2,"Apr 1, 2016",Pure Flix Enterta…,Drama
Keanu,Keanu,"Apr 29, 2016",Warner Bros.,Comedy
Middle School: The Worst Ye…,Middle School: The W,"Oct 7, 2016",Lionsgate,Comedy
Nine Lives,Nine Lives,"Aug 5, 2016",EuropaCorp,Adventure
Race,Race,"Feb 19, 2016",Focus Features,Drama
Brooklyn,Brooklyn,"Nov 4, 2015",Fox Searchlight,Drama
The Choice,The Choice,"Feb 5, 2016",Lionsgate,Drama
Eye in the Sky,Eye in the Sky,"Mar 11, 2016",Bleecker Street,Thriller/Suspense
Spotlight,Spotlight,"Nov 6, 2015",Open Road,Drama
Bad Santa 2,Bad Santa 2,"Nov 23, 2016",Broad Green Pictures,Comedy
Masterminds,Masterminds,"Sep 30, 2016",Relativity,Comedy
Concussion,Concussion,"Dec 25, 2015",Sony Pictures,Drama
Norm of the North,Norm of the North,"Jan 15, 2016",Lionsgate,Adventure
The Birth of a Nation,The Birth of a Natio,"Oct 7, 2016",Fox Searchlight,Drama
Eddie the Eagle,Eddie the Eagle,"Feb 26, 2016",20th Century Fox,Drama
A Beautiful Planet,A Beautiful Planet,"Apr 29, 2016",Walt Disney,Documentary
The Infiltrator,The Infiltrator,"Jul 13, 2016",Broad Green Pictures,Thriller/Suspense
Keeping Up with the Joneses,Keeping Up with the ,"Oct 21, 2016",20th Century Fox,Comedy
Criminal,Criminal,"Apr 15, 2016",Lionsgate,Action
"Hello, My Name is Doris","Hello, My Name is Do","Mar 11, 2016",Roadside Attractions,Drama
The Edge of Seventeen,The Edge of Seventee,"Nov 18, 2016",STX Entertainment,Drama
Love & Friendship,Love & Friendship,"May 13, 2016",Roadside Attractions,Drama
Point Break,Point Break,"Dec 25, 2015",Warner Bros.,Action
Hillary’s America: The Secr…,Hillary’s America: T,"Jul 15, 2016",Quality Flix,Documentary
Triple 9,Triple 9,"Feb 26, 2016",Open Road,Thriller/Suspense
Moonlight,Moonlight,"Oct 21, 2016",A24,Drama
The Light Between Oceans,The Light Between Oc,"Sep 2, 2016",Walt Disney,Drama
Fifty Shades of Black,Fifty Shades of Blac,"Jan 29, 2016",Open Road,Comedy
No Manches Frida,No Manches Frida,"Sep 2, 2016",Lionsgate,Comedy
Café Society,Café Society,"Jul 15, 2016",Lionsgate,Drama
Pride and Prejudice and Zom…,Pride and Prejudice ,"Feb 5, 2016",Sony Pictures,Comedy
The Darkness,The Darkness,"May 13, 2016",High Top Releasing,Horror
Creed,Creed,"Nov 25, 2015",Warner Bros.,Drama
Nocturnal Animals,Nocturnal Animals,"Nov 18, 2016",Focus Features,Thriller/Suspense
The Lady in the Van,The Lady in the Van,"Jan 15, 2016",Sony Pictures Cla…,Drama
Room,Room,"Oct 16, 2015",A24,Drama
The Perfect Match,The Perfect Match,"Mar 11, 2016",Lionsgate,Romantic Comedy
Popstar: Never Stop Never S…,Popstar: Never Stop ,"Jun 3, 2016",Universal,Comedy
Hardcore Henry,Hardcore Henry,"Apr 8, 2016",STX Entertainment,Action
Dangal,Dangal,"Dec 21, 2016",UTV Communications,Action
The Lobster,The Lobster,"May 13, 2016",A24,Romantic Comedy
Meet the Blacks,Meet the Blacks,"Apr 1, 2016",Freestyle Releasing,Comedy
The Queen of Katwe,The Queen of Katwe,"Sep 23, 2016",Walt Disney,Drama
Ratchet and Clank,Ratchet and Clank,"Apr 29, 2016",Focus Features,Adventure
The Good Dinosaur,The Good Dinosaur,"Nov 25, 2015",Walt Disney,Adventure
The Wild Life,The Wild Life,"Sep 9, 2016",Lionsgate,Adventure
Carol,Carol,"Nov 20, 2015",Weinstein Co.,Drama
The Hunger Games: Mockingja…,The Hunger Games: Mo,"Nov 20, 2015",Lionsgate,Action
Loving,Loving,"Nov 4, 2016",Focus Features,Drama
Shut In,Shut In,"Nov 11, 2016",EuropaCorp,Thriller/Suspense
The Brothers Grimsby,The Brothers Grimsby,"Mar 11, 2016",Sony Pictures,Comedy
The Young Messiah,The Young Messiah,"Mar 11, 2016",Focus Features,Drama
Jackie,Jackie,"Dec 2, 2016",Fox Searchlight,Drama
Southside with You,Southside with You,"Aug 26, 2016",Roadside Attractions,Drama
Captain Fantastic,Captain Fantastic,"Jul 8, 2016",Bleecker Street,Drama
Sultan,Sultan,"Jul 6, 2016",Yash Raj Films,Drama
Lion,Lion,"Nov 25, 2016",Weinstein Co.,Drama
Hunt for the Wilderpeople,Hunt for the Wilderp,"Jun 24, 2016",The Orchard,Comedy
Bleed for This,Bleed for This,"Nov 18, 2016",Open Road,Drama
The Danish Girl,The Danish Girl,"Nov 27, 2015",Focus Features,Drama
The Wanderers,The Wanderers,"Jul 13, 1979",Kino Lorber,Drama
Incarnate,Incarnate,"Dec 2, 2016",High Top Releasing,Horror
Absolutely Fabulous: The Movie,Absolutely Fabulous:,"Jul 22, 2016",Fox Searchlight,Comedy
Hands of Stone,Hands of Stone,"Aug 26, 2016",Weinstein Co.,Drama
Don’t Think Twice,Don’t Think Twice,"Jul 22, 2016",Film Arcade,Comedy
The Meddler,The Meddler,"Apr 22, 2016",Sony Pictures Cla…,Comedy
Ae Dil Hai Mushkil,Ae Dil Hai Mushkil,"Oct 28, 2016",FIP,Drama
A Hologram for the King,A Hologram for the K,"Apr 22, 2016",Roadside Attractions,Drama
Swiss Army Man,Swiss Army Man,"Jun 24, 2016",A24,Drama
Denial,Denial,"Sep 30, 2016",Bleecker Street,Drama
45 Years,45 Years,"Dec 23, 2015",IFC Films,Drama
Morgan,Morgan,"Sep 2, 2016",20th Century Fox,Thriller/Suspense
Kabali,Kabali,"Jul 21, 2016",Cinegalaxy,Action
The Man Who Knew Infinity,The Man Who Knew Inf,"Apr 29, 2016",IFC Films,Drama
Where to Invade Next,Where to Invade Next,"Dec 23, 2015",Drafthouse Films,Documentary
Max Steel,Max Steel,"Oct 14, 2016",Open Road,Action
Batman: The Killing Joke,Batman: The Killing ,"Jul 25, 2016",Fathom Events,Action
Midnight Special,Midnight Special,"Mar 18, 2016",Warner Bros.,Thriller/Suspense
Rules Don’t Apply,Rules Don’t Apply,"Nov 23, 2016",20th Century Fox,Romantic Comedy
Anomalisa,Anomalisa,"Dec 30, 2015",Paramount Pictures,Comedy
Miss Sloane,Miss Sloane,"Nov 25, 2016",EuropaCorp,Drama
Indignation,Indignation,"Jul 29, 2016",Roadside Attractions,Drama
Everybody Wants Some,Everybody Wants Some,"Mar 30, 2016",Paramount Pictures,Comedy
Maggie’s Plan,Maggie’s Plan,"May 20, 2016",Sony Pictures Cla…,Comedy
A Man Called Ove,A Man Called Ove,"Sep 30, 2016",Music Box Films,Comedy
Sing Street,Sing Street,"Apr 15, 2016",Weinstein Co.,Drama
The Mermaid,The Mermaid,"Feb 19, 2016",Sony Pictures,Romantic Comedy
Green Room,Green Room,"Apr 15, 2016",A24,Horror
Our Kind of Traitor,Our Kind of Traitor,"Jul 1, 2016",Roadside Attractions,Thriller/Suspense
Compadres,Compadres,"Apr 22, 2016",Lionsgate,Comedy
The Martian,The Martian,"Oct 2, 2015",20th Century Fox,Adventure
The Other Side of the Door,The Other Side of th,"Mar 4, 2016",20th Century Fox,Horror
Spectre,Spectre,"Nov 6, 2015",Sony Pictures,Action
Anthropoid,Anthropoid,"Aug 12, 2016",Bleecker Street,Thriller/Suspense
The Beatles: Eight Days a W…,The Beatles: Eight D,"Sep 16, 2016",Abramorama Films,Documentary
2016 Oscar Shorts,2016 Oscar Shorts,"Jan 29, 2016",ShortsHD,Multiple Genres
Ip Man 3,Ip Man 3,"Jan 22, 2016",Well Go USA,Action
Miles Ahead,Miles Ahead,"Apr 1, 2016",Sony Pictures Cla…,Drama
Kapoor & Sons,Kapoor & Sons,"Mar 18, 2016",FIP,Comedy
The Disappointments Room,The Disappointments ,"Sep 9, 2016",Relativity,Horror
Hillsong: Let Hope Rise,Hillsong: Let Hope R,"Sep 16, 2016",Pure Flix Enterta…,Documentary
Dear Life,Dear Life,"Nov 23, 2016",Reliance Big Pict…,Drama
A Aa,A Aa,"Jun 1, 2016",Bluesky Cinemas,Romantic Comedy
Train to Busan,Train to Busan,"Jul 22, 2016",Well Go USA,Horror
The Eagle Huntress,The Eagle Huntress,"Nov 2, 2016",Sony Pictures Cla…,Documentary
I’m Not Ashamed,I’m Not Ashamed,"Oct 21, 2016",Pure Flix Enterta…,Drama
A Bigger Splash,A Bigger Splash,"May 4, 2016",Fox Searchlight,Drama
The Dressmaker,The Dressmaker,"Sep 23, 2016",Broad Green Pictures,Drama
Desierto,Desierto,"Oct 14, 2016",STX Entertainment,Thriller/Suspense
Greater,Greater,"Aug 26, 2016",Hammond Entertain…,Drama
Hidden Figures,Hidden Figures,"Dec 25, 2016",20th Century Fox,Drama
Demolition,Demolition,"Apr 8, 2016",Fox Searchlight,Drama
In the Heart of the Sea,In the Heart of the ,"Dec 11, 2015",Warner Bros.,Adventure
The Peanuts Movie,The Peanuts Movie,"Nov 6, 2015",20th Century Fox,Adventure
Shin Godzilla,Shin Godzilla,"Oct 11, 2016",FUNimation,Action
The Handmaiden,The Handmaiden,"Oct 21, 2016",Magnolia Pictures,Thriller/Suspense
Purple Rain,Purple Rain,"Jul 27, 1984",,Drama
M.S. Dhoni: The Untold Story,M.S. Dhoni: The Unto,"Sep 30, 2016",FIP,Drama
The Met: Live in HD - Manon…,The Met: Live in HD ,"Mar 5, 2016",,Concert/Perfor…
Busco Novio Para Mi Mujer,Busco Novio Para Mi ,"Feb 19, 2016",Lionsgate,Romantic Comedy
Billy Lynn’s Long Halftime …,Billy Lynn’s Long Ha,"Nov 11, 2016",Sony Pictures,Drama
The Harry Potter IMAX Marathon,The Harry Potter IMA,"Oct 14, 2016",Warner Bros.,Adventure
Bridge of Spies,Bridge of Spies,"Oct 16, 2015",Walt Disney,Thriller/Suspense
The Met: Live in HD - Madam…,The Met: Live in HD ,"Apr 2, 2016",Fathom Events,Concert/Perfor…
Fan,Fan,"Apr 15, 2016",Yash Raj Films,Thriller/Suspense
Weiner,Weiner,"May 20, 2016",Sundance Selects,Documentary
I Saw the Light,I Saw the Light,"Mar 25, 2016",Sony Pictures Cla…,Drama
Son of Saul,Son of Saul,"Dec 18, 2015",Sony Pictures Cla…,Drama
Equity,Equity,"Jul 29, 2016",Sony Pictures Cla…,Drama
Neerja,Neerja,"Feb 19, 2016",Fox International,Drama
Jane Got a Gun,Jane Got a Gun,"Jan 29, 2016",Weinstein Co.,Western
Priceless,Priceless,"Oct 14, 2016",Roadside Attractions,Drama
Youth,Youth,"Dec 4, 2015",Fox Searchlight,Drama
Genius,Genius,"Jun 10, 2016",Roadside Attractions,Drama
The Neon Demon,The Neon Demon,"Jun 24, 2016",Broad Green Pictures,Horror
Embrace of the Serpent,Embrace of the Serpe,"Feb 17, 2016",Oscilloscope Pict…,Drama
Housefull 3,Housefull 3,"Jun 3, 2016",Eros Entertainment,Romantic Comedy
The Little Prince,The Little Prince,"Feb 12, 2016",Entertainment One,Adventure
Mohenjo Daro,Mohenjo Daro,"Aug 12, 2016",UTV Communications,Action
Krampus,Krampus,"Dec 4, 2015",Universal,Horror
Hotel Transylvania 2,Hotel Transylvania 2,"Sep 25, 2015",Sony Pictures,Adventure
Lazer Team,Lazer Team,"Jan 27, 2016",Rooster Teeth,Comedy
The Music of Strangers: Yo …,The Music of Strange,"Jun 10, 2016",The Orchard,Documentary
Vaxxed: From Cover Up to Ca…,Vaxxed: From Cover U,"Apr 1, 2016",Cinema Libre,Documentary
Dough,Dough,"Feb 12, 2016",Menemsha Entertai…,Comedy
Papa: Hemingway in Cuba,Papa: Hemingway in C,"Apr 29, 2016",Yari Film Group R…,Drama
Certain Women,Certain Women,"Oct 14, 2016",IFC Films,Drama
The Innocents,The Innocents,"Jul 1, 2016",Music Box Films,Drama
Elvis & Nixon,Elvis & Nixon,"Apr 22, 2016",Bleecker Street &…,Drama
Operation Chromite,Operation Chromite,"Aug 5, 2016",CJ Entertainment,Action
The Hollars,The Hollars,"Aug 26, 2016",Sony Pictures Cla…,Drama
Baar Baar Dekho,Baar Baar Dekho,"Sep 9, 2016",Eros Entertainment,Drama
Dark Horse,Dark Horse,"May 6, 2016",Sony Pictures Cla…,Documentary
Goosebumps,Goosebumps,"Oct 16, 2015",Sony Pictures,Horror
Hubble 3D,Hubble 3D,"Mar 19, 2010",Warner Bros.,Documentary
Elle,Elle,"Nov 11, 2016",Sony Pictures Cla…,Drama
Gentleman,Gentleman,"Jun 17, 2016",Gaatri Media,Thriller/Suspense
Believe,Believe,"Dec 2, 2016",Smith Global Media,Drama
Rustom,Rustom,"Aug 12, 2016",Independent Indian,Drama
Ki & Ka,Ki & Ka,"Apr 1, 2016",Eros Entertainment,Comedy
Trumbo,Trumbo,"Nov 6, 2015",Bleecker Street,Drama
Premam,Premam,"Oct 6, 2016",Bluesky Cinemas,Comedy
Dishoom,Dishoom,"Jul 29, 2016",Eros Entertainment,Action
Operation Mekong,Operation Mekong,"Sep 30, 2016",Well Go USA,Action
The Wailing,The Wailing,"May 20, 2016",Well Go USA,Thriller/Suspense
31,31,"Sep 1, 2016",Saban Films,Horror
Chongqing Hot Pot,Chongqing Hot Pot,"Apr 1, 2016",China Lion Film D…,Comedy
The Polar Express,The Polar Express,"Nov 10, 2004",Warner Bros.,Adventure
Born to Be Blue,Born to Be Blue,"Mar 4, 2016",IFC Films,Drama
Saturday’s Warrior,Saturday’s Warrior,"Apr 1, 2016",Purdie Distribution,Musical
I Belonged to You,I Belonged to You,"Sep 30, 2016",China Lion Film D…,Drama
Monkey King 2,Monkey King 2,"Feb 5, 2016",China Lion Film D…,Action
Bajirao Mastani,Bajirao Mastani,"Dec 18, 2015",Eros Entertainment,Drama
Little Men,Little Men,"Aug 5, 2016",Magnolia Pictures,Drama
Chaar Sahibzaade 2: Rise of…,Chaar Sahibzaade 2: ,"Nov 11, 2016",Eros Entertainment,Adventure
Mr. Church,Mr. Church,"Sep 16, 2016",Cinelou Releasing,Drama
American Honey,American Honey,"Sep 30, 2016",A24,Drama
Mustang,Mustang,"Nov 20, 2015",Cohen Media Group,Drama
Born to be Wild 3D,Born to be Wild 3D,"Apr 8, 2011",Warner Bros.,Documentary
Jeremy,Jeremy,"Oct 21, 2016",Sony Pictures,Comedy
Patriots Day,Patriots Day,"Dec 21, 2016",Lionsgate,Thriller/Suspense
The Bronze,The Bronze,"Mar 18, 2016",Sony Pictures Cla…,Black Comedy
Tickled,Tickled,"Jun 17, 2016",Magnolia Pictures,Documentary
City of Gold,City of Gold,"Mar 11, 2016",IFC Films,Documentary
"Lo And Behold, Reveries Of …","Lo And Behold, Rever","Aug 19, 2016",Magnolia Pictures,Documentary
Wazir,Wazir,"Jan 8, 2016",Reliance Entertai…,Thriller/Suspense
Gleason,Gleason,"Jul 29, 2016",Open Road,Documentary
Range 15,Range 15,"Jun 15, 2016",Tugg,Comedy
A Tale of Love and Darkness,A Tale of Love and D,"Aug 19, 2016",Focus World,Drama
Tunnel,Tunnel,"Aug 26, 2016",Well Go USA,Drama
Knight of Cups,Knight of Cups,"Mar 4, 2016",Broad Green Pictures,Drama
Cold War 2,Cold War 2,"Jul 8, 2016",Well Go USA,Action
Harry & Snowman,Harry & Snowman,"Sep 30, 2016",FilmRise,Documentary
American Pastoral,American Pastoral,"Oct 21, 2016",Lionsgate,Drama
The Age of Shadows,The Age of Shadows,"Sep 23, 2016",CJ Entertainment,Action
Fitoor,Fitoor,"Feb 12, 2016",UTV Communications,Drama
The First Monday in May,The First Monday in ,"Apr 15, 2016",Magnolia Pictures,Documentary
Willy Wonka & the Chocolate…,Willy Wonka & the Ch,"Jun 30, 1971",,Musical
Unsullied,Unsullied,"Apr 22, 2016",Indican Pictures,Thriller/Suspense
Marguerite,Marguerite,"Mar 11, 2016",Cohen Media Group,Drama
The Boy and the Beast,The Boy and the Beas,"Mar 4, 2016",FUNimation,Adventure
Wiener-Dog,Wiener-Dog,"Jun 24, 2016",Sundance Selects,Comedy
Our Little Sister,Our Little Sister,"Jul 8, 2016",Sony Pictures Cla…,Drama
LUCK-KEY,LUCK-KEY,"Oct 21, 2016",JBG Pictures,Comedy
Galapagos,Galapagos,"Oct 29, 1999",IMAX Films,Documentary
Detective Chinatown,Detective Chinatown,"Jan 15, 2016",China Lion Film D…,Action
Gimme Danger,Gimme Danger,"Oct 28, 2016",Magnolia Pictures,Documentary
The Himalayas,The Himalayas,"Dec 18, 2015",CJ Entertainment,Adventure
Only Yesterday,Only Yesterday,"Jan 1, 2016",GKIDS,Drama
Baaghi,Baaghi,"Apr 29, 2016",UTV Communications,Romantic Comedy
I Am not Madame Bovary,I Am not Madame Bova,"Nov 18, 2016",Well Go USA,Drama
Mad Max: Fury Road,Mad Max: Fury Road,"May 15, 2015",,Action
Voiceless,Voiceless,"Oct 7, 2016",ArtAffects,Drama
Embrace,Embrace,"Sep 19, 2016",Gathr Films,Documentary
The Wasted Times,The Wasted Times,"Dec 16, 2016",China Lion Film D…,Thriller/Suspense
Mr. Donkey,Mr. Donkey,"Oct 28, 2016",China Lion Film D…,Comedy
Eat That Question: Frank Za…,Eat That Question: F,"Jun 24, 2016",Sony Pictures Cla…,Documentary
Happy Bhaag Jayegi,Happy Bhaag Jayegi,"Aug 19, 2016",Eros Entertainment,Romantic Comedy
Kahaani 2,Kahaani 2,"Dec 2, 2016",Eros Entertainment,Thriller/Suspense
High-Rise,High-Rise,"May 13, 2016",Magnolia Pictures,Thriller/Suspense
Mr. Six,Mr. Six,"Dec 24, 2015",China Lion Film D…,Action
Under the Sea 3D,Under the Sea 3D,"Feb 13, 2009",Warner Bros.,Documentary
Te3n,Te3n,"Jun 10, 2016",Reliance Entertai…,Thriller/Suspense
Kaashmora,Kaashmora,"Oct 28, 2016",Cinegalaxy,Action
The Bounce Back,The Bounce Back,"Dec 9, 2016",Viva Entertainment,Romantic Comedy
AmeriGeddon,AmeriGeddon,"May 13, 2016",,Action
Silence,Silence,"Dec 23, 2016",Paramount Pictures,Drama
Francofonia,Francofonia,"Apr 1, 2016",Music Box Films,Drama
Mia madre,Mia madre,"Aug 26, 2016",Music Box Films,Drama
Christine,Christine,"Oct 14, 2016",The Orchard,Drama
April and the Extraordinary…,April and the Extrao,"Mar 25, 2016",GKIDS,Adventure
Volcano,Volcano,"Aug 19, 2016",Kino Lorber,Drama
The People vs Fritz Bauer,The People vs Fritz ,"Aug 19, 2016",Cohen Media Group,Drama
Aquarius,Aquarius,"Oct 14, 2016",Vitagraph Films,Drama
Final Fantasy XV: Kingsglaive,Final Fantasy XV: Ki,"Aug 19, 2016",Stage 6 Films,Adventure
My Golden Days,My Golden Days,"Mar 18, 2016",Magnolia Pictures,Comedy
The Rocky Horror Picture Show,The Rocky Horror Pic,"Sep 26, 1975",20th Century Fox,Musical
