Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
15,Constantine,"$221,593,554","$75,976,178","$145,617,376",34.29%,Constantine,https://www.the-numbers.com/movie/Constantine#tab=summary
16,Kingdom of Heaven,"$218,804,203","$47,527,678","$171,276,525",21.72%,Kingdom of Heaven,https://www.the-numbers.com/movie/Kingdom-of-Heaven#tab=summary
17,Flightplan,"$214,392,904","$89,706,988","$124,685,916",41.84%,Flightplan,https://www.the-numbers.com/movie/Flightplan#tab=summary
18,Fun with Dick & Jane,"$203,018,919","$110,550,000","$92,468,919",54.45%,Fun with Dick & Jane,https://www.the-numbers.com/movie/Fun-with-Dick-And-Jane-(2005)#tab=summary
19,The Pacifier,"$198,006,880","$113,006,880","$85,000,000",57.07%,The Pacifier,https://www.the-numbers.com/movie/Pacifier-The#tab=summary
20,Wallace & Gromit: The Curse of the Were-Rabbit,"$197,593,152","$56,068,547","$141,524,605",28.38%,Wallace & Gromit: Th,https://www.the-numbers.com/movie/Wallace-and-Gromit-The-Curse-of-the-Were-Rabbit#tab=summary
21,The Longest Yard,"$191,558,505","$158,119,460","$33,439,045",82.54%,The Longest Yard,https://www.the-numbers.com/movie/Longest-Yard-The-(2005)#tab=summary
22,Walk the Line,"$187,707,495","$119,519,402","$68,188,093",63.67%,Walk the Line,https://www.the-numbers.com/movie/Walk-the-Line#tab=summary
23,Brokeback Mountain,"$178,048,918","$84,111,816","$93,937,102",47.24%,Brokeback Mountain,https://www.the-numbers.com/movie/Brokeback-Mountain#tab=summary
24,The 40 Year-old Virgin,"$176,346,839","$109,519,237","$66,827,602",62.10%,The 40 Year-old Virg,https://www.the-numbers.com/movie/40-Year-old-Virgin-The#tab=summary
25,The Island,"$163,018,913","$35,818,913","$127,200,000",21.97%,The Island,https://www.the-numbers.com/movie/Island-The-(2005)#tab=summary
26,The Interpreter,"$162,753,837","$72,708,161","$90,045,676",44.67%,The Interpreter,https://www.the-numbers.com/movie/Interpreter-The-(2005)#tab=summary
27,The Ring Two,"$161,941,727","$75,941,727","$86,000,000",46.89%,The Ring Two,https://www.the-numbers.com/movie/Ring-Two-The-(2005)#tab=summary
28,Memoirs of a Geisha,"$161,510,853","$57,010,853","$104,500,000",35.30%,Memoirs of a Geisha,https://www.the-numbers.com/movie/Memoirs-of-a-Geisha#tab=summary
29,Sin City,"$158,527,918","$74,103,820","$84,424,098",46.74%,Sin City,https://www.the-numbers.com/movie/Sin-City#tab=summary
30,Monster-in-Law,"$155,931,301","$82,931,301","$73,000,000",53.18%,Monster-in-Law,https://www.the-numbers.com/movie/Monster-in-Law-(2005)#tab=summary
31,Saw II,"$152,925,093","$87,025,093","$65,900,000",56.91%,Saw II,https://www.the-numbers.com/movie/Saw-II-(2005)#tab=summary
32,The Exorcism of Emily Rose,"$144,529,078","$75,072,454","$69,456,624",51.94%,The Exorcism of Emil,https://www.the-numbers.com/movie/Exorcism-of-Emily-Rose-The-(2005)#tab=summary
33,Herbie: Fully Loaded,"$144,110,682","$66,010,682","$78,100,000",45.81%,Herbie: Fully Loaded,https://www.the-numbers.com/movie/Herbie-Fully-Loaded#tab=summary
34,The Legend of Zorro,"$141,475,336","$45,575,336","$95,900,000",32.21%,The Legend of Zorro,https://www.the-numbers.com/movie/Legend-of-Zorro-The#tab=summary
35,Cheaper by the Dozen 2,"$135,015,330","$82,571,173","$52,444,157",61.16%,Cheaper by the Dozen,https://www.the-numbers.com/movie/Cheaper-by-the-Dozen-2#tab=summary
36,La Marche de L’empereur,"$133,276,359","$77,437,223","$55,839,136",58.10%,La Marche de L’emper,https://www.the-numbers.com/movie/Marche-de-l-empereur-La#tab=summary
37,Pride & Prejudice,"$132,955,485","$44,780,310","$88,175,175",33.68%,Pride & Prejudice,https://www.the-numbers.com/movie/Pride-and-Prejudice-(2005)#tab=summary
38,Munich,"$131,492,772","$47,379,090","$84,113,682",36.03%,Munich,https://www.the-numbers.com/movie/Munich-(2005)#tab=summary
39,Bewitched,"$131,159,306","$63,313,159","$67,846,147",48.27%,Bewitched,https://www.the-numbers.com/movie/Bewitched#tab=summary
40,Hide and Seek,"$123,696,741","$51,100,486","$72,596,255",41.31%,Hide and Seek,https://www.the-numbers.com/movie/Hide-and-Seek-(2005)#tab=summary
41,Sahara,"$121,645,390","$68,671,925","$52,973,465",56.45%,Sahara,https://www.the-numbers.com/movie/Sahara#tab=summary
42,Corpse Bride,"$114,684,028","$53,359,111","$61,324,917",46.53%,Corpse Bride,https://www.the-numbers.com/movie/Corpse-Bride#tab=summary
43,The Dukes of Hazzard,"$109,848,461","$80,270,227","$29,578,234",73.07%,The Dukes of Hazzard,https://www.the-numbers.com/movie/Dukes-of-Hazzard-The#tab=summary
44,The Amityville Horror,"$109,175,673","$65,233,369","$43,942,304",59.75%,The Amityville Horro,https://www.the-numbers.com/movie/Amityville-Horror-The-(2005)#tab=summary
45,The Brothers Grimm,"$105,299,638","$37,899,638","$67,400,000",35.99%,The Brothers Grimm,https://www.the-numbers.com/movie/Brothers-Grimm-The#tab=summary
46,Cinderella Man,"$105,021,488","$61,649,911","$43,371,577",58.70%,Cinderella Man,https://www.the-numbers.com/movie/Cinderella-Man-(2005)#tab=summary
47,The Hitchhiker’s Guide to the Galaxy,"$102,746,214","$51,019,112","$51,727,102",49.66%,The Hitchhiker’s Gui,https://www.the-numbers.com/movie/Hitchhikers-Guide-to-the-Galaxy-The#tab=summary
48,Guess Who,"$102,115,888","$68,915,888","$33,200,000",67.49%,Guess Who,https://www.the-numbers.com/movie/Guess-Who#tab=summary
49,Miss Congeniality 2: Armed and Fabulous,"$101,292,343","$48,478,006","$52,814,337",47.86%,Miss Congeniality 2:,https://www.the-numbers.com/movie/Miss-Congeniality-2-Armed-and-Fabulous#tab=summary
50,Crash,"$101,173,038","$55,334,418","$45,838,620",54.69%,Crash,https://www.the-numbers.com/movie/Crash-(2005)#tab=summary
51,Just Like Heaven,"$100,687,083","$48,318,130","$52,368,953",47.99%,Just Like Heaven,https://www.the-numbers.com/movie/Just-Like-Heaven-(2005)#tab=summary
52,Are We There Yet?,"$98,114,471","$82,674,398","$15,440,073",84.26%,Are We There Yet?,https://www.the-numbers.com/movie/Are-We-There-Yet#tab=summary
53,Jarhead,"$96,947,540","$62,647,540","$34,300,000",64.62%,Jarhead,https://www.the-numbers.com/movie/Jarhead-(2005)#tab=summary
54,Red Eye,"$96,666,486","$57,891,803","$38,774,683",59.89%,Red Eye,https://www.the-numbers.com/movie/Red-Eye#tab=summary
55,Be Cool,"$94,944,017","$55,849,401","$39,094,616",58.82%,Be Cool,https://www.the-numbers.com/movie/Be-Cool#tab=summary
56,Der Untergang,"$93,631,744","$5,501,940","$88,129,804",5.88%,Der Untergang,https://www.the-numbers.com/movie/Untergang-Der#tab=summary
57,Syriana,"$92,690,959","$50,824,620","$41,866,339",54.83%,Syriana,https://www.the-numbers.com/movie/Syriana#tab=summary
58,Four Brothers,"$92,494,381","$74,494,381","$18,000,000",80.54%,Four Brothers,https://www.the-numbers.com/movie/Four-Brothers-(2005)#tab=summary
59,The Family Stone,"$92,357,499","$60,062,868","$32,294,631",65.03%,The Family Stone,https://www.the-numbers.com/movie/Family-Stone-The#tab=summary
60,The Skeleton Key,"$92,256,918","$47,907,715","$44,349,203",51.93%,The Skeleton Key,https://www.the-numbers.com/movie/Skeleton-Key-The-(2005)#tab=summary
61,White Noise,"$92,094,360","$56,094,360","$36,000,000",60.91%,White Noise,https://www.the-numbers.com/movie/White-Noise-(2005)#tab=summary
62,Racing Stripes,"$89,809,433","$49,772,522","$40,036,911",55.42%,Racing Stripes,https://www.the-numbers.com/movie/Racing-Stripes#tab=summary
63,The Transporter 2,"$88,978,458","$43,095,856","$45,882,602",48.43%,The Transporter 2,https://www.the-numbers.com/movie/Transporter-2-The#tab=summary
64,Rumor Has It,"$88,933,562","$42,996,140","$45,937,422",48.35%,Rumor Has It,https://www.the-numbers.com/movie/Rumor-Has-It#tab=summary
65,Match Point,"$87,950,928","$23,089,926","$64,861,002",26.25%,Match Point,https://www.the-numbers.com/movie/Match-Point#tab=summary
66,The Constant Gardener,"$86,301,599","$33,579,798","$52,721,801",38.91%,The Constant Gardene,https://www.the-numbers.com/movie/Constant-Gardener-The#tab=summary
67,Sky High,"$83,109,359","$63,939,454","$19,169,905",76.93%,Sky High,https://www.the-numbers.com/movie/Sky-High#tab=summary
68,In Her Shoes,"$82,203,030","$32,880,591","$49,322,439",40.00%,In Her Shoes,https://www.the-numbers.com/movie/In-Her-Shoes-(2005)#tab=summary
69,Hostage,"$77,636,443","$34,636,443","$43,000,000",44.61%,Hostage,https://www.the-numbers.com/movie/Hostage#tab=summary
70,Coach Carter,"$76,665,507","$67,264,877","$9,400,630",87.74%,Coach Carter,https://www.the-numbers.com/movie/Coach-Carter-(2005)#tab=summary
71,Stealth,"$76,416,746","$32,116,746","$44,300,000",42.03%,Stealth,https://www.the-numbers.com/movie/Stealth#tab=summary
72,"Yours, Mine and Ours","$72,359,917","$53,359,917","$19,000,000",73.74%,"Yours, Mine and Ours",https://www.the-numbers.com/movie/Yours-Mine-and-Ours-(2005)#tab=summary
73,XXX: State of the Union,"$71,073,932","$26,873,932","$44,200,000",37.81%,XXX: State of the Un,https://www.the-numbers.com/movie/XXX-State-of-the-Union#tab=summary
74,House of Wax,"$70,064,800","$32,064,800","$38,000,000",45.76%,House of Wax,https://www.the-numbers.com/movie/House-of-Wax-(2005)#tab=summary
75,The Adventures of Sharkboy and Lavagirl in 3-D,"$69,425,966","$39,177,684","$30,248,282",56.43%,The Adventures of Sh,https://www.the-numbers.com/movie/Adventures-of-Sharkboy-and-Lavagirl-in-3-D-The#tab=summary
76,Prime,"$67,527,153","$22,827,153","$44,700,000",33.80%,Prime,https://www.the-numbers.com/movie/Prime-(2005)#tab=summary
77,Boogeyman,"$67,192,859","$46,752,382","$20,440,477",69.58%,Boogeyman,https://www.the-numbers.com/movie/Boogeyman#tab=summary
78,Valiant,"$64,188,387","$19,478,106","$44,710,281",30.35%,Valiant,https://www.the-numbers.com/movie/Valiant#tab=summary
79,A History of Violence,"$61,477,797","$31,493,782","$29,984,015",51.23%,A History of Violenc,https://www.the-numbers.com/movie/History-of-Violence-A-(2005)#tab=summary
80,Lord of War,"$60,437,727","$24,149,632","$36,288,095",39.96%,Lord of War,https://www.the-numbers.com/movie/Lord-of-War#tab=summary
81,Son of the Mask,"$59,918,422","$17,018,422","$42,900,000",28.40%,Son of the Mask,https://www.the-numbers.com/movie/Son-of-the-Mask#tab=summary
82,Doom,"$58,757,178","$28,212,337","$30,544,841",48.02%,Doom,https://www.the-numbers.com/movie/Doom#tab=summary
83,Zathura,"$58,545,540","$28,045,540","$30,500,000",47.90%,Zathura,https://www.the-numbers.com/movie/Zathura#tab=summary
84,Must Love Dogs,"$58,405,313","$43,894,863","$14,510,450",75.16%,Must Love Dogs,https://www.the-numbers.com/movie/Must-Love-Dogs-(2015)#tab=summary
85,Derailed,"$57,520,063","$36,020,063","$21,500,000",62.62%,Derailed,https://www.the-numbers.com/movie/Derailed#tab=summary
86,Elektra,"$56,824,633","$24,409,722","$32,414,911",42.96%,Elektra,https://www.the-numbers.com/movie/Elektra#tab=summary
87,"Good Night, and Good Luck","$56,586,901","$31,501,218","$25,085,683",55.67%,"Good Night, and Good",https://www.the-numbers.com/movie/Good-Night-and-Good-Luck#tab=summary
88,Kicking and Screaming,"$55,842,724","$52,842,724","$3,000,000",94.63%,Kicking and Screamin,https://www.the-numbers.com/movie/Kicking-and-Screaming-(2005)#tab=summary
89,Pooh's Heffalump Movie,"$55,686,944","$18,098,433","$37,588,511",32.50%,Pooh's Heffalump Mov,https://www.the-numbers.com/movie/Poohs-Heffalump-Movie#tab=summary
90,Wangeui Namja,"$55,618,300",,"$55,618,300",,Wangeui Namja,https://www.the-numbers.com/movie/Wangeui-Namja-(S-Korea)(2005)#tab=summary
91,Aeon Flux,"$53,913,573","$25,857,987","$28,055,586",47.96%,Aeon Flux,https://www.the-numbers.com/movie/Aeon-Flux#tab=summary
92,Elizabethtown,"$50,719,373","$26,850,426","$23,868,947",52.94%,Elizabethtown,https://www.the-numbers.com/movie/Elizabethtown#tab=summary
93,Diary of a Mad Black Woman,"$50,458,356","$50,406,346","$52,010",99.90%,Diary of a Mad Black,https://www.the-numbers.com/movie/Diary-of-a-Mad-Black-Woman#tab=summary
94,Fever Pitch,"$50,071,069","$42,071,069","$8,000,000",84.02%,Fever Pitch,https://www.the-numbers.com/movie/Fever-Pitch-(2005)#tab=summary
95,Capote,"$49,924,079","$28,750,530","$21,173,549",57.59%,Capote,https://www.the-numbers.com/movie/Capote#tab=summary
96,Dark Water,"$49,473,093","$25,473,093","$24,000,000",51.49%,Dark Water,https://www.the-numbers.com/movie/Dark-Water#tab=summary
97,Danny the Dog,"$49,037,621","$24,537,621","$24,500,000",50.04%,Danny the Dog,https://www.the-numbers.com/movie/Danny-the-Dog#tab=summary
98,Welcome to Dongmakgol,"$48,000,000",,"$48,000,000",,Welcome to Dongmakgo,https://www.the-numbers.com/movie/Welcome-to-Dongmakgol-(2005-South-Korea)#tab=summary
99,George A. Romero's Land of the Dead,"$47,751,015","$20,700,082","$27,050,933",43.35%,George A. Romero's L,https://www.the-numbers.com/movie/George-A-Romeros-Land-of-the-Dead#tab=summary
100,The Wedding Date,"$47,175,038","$31,726,995","$15,448,043",67.25%,The Wedding Date,https://www.the-numbers.com/movie/Wedding-Date-The-(2005)#tab=summary
101,Get Rich or Die Tryin',"$46,666,955","$30,981,850","$15,685,105",66.39%,Get Rich or Die Tryi,https://www.the-numbers.com/movie/Get-Rich-or-Die-Tryin#tab=summary
102,Deuce Bigalow: European Gigolo,"$45,273,464","$22,400,154","$22,873,310",49.48%,Deuce Bigalow: Europ,https://www.the-numbers.com/movie/Deuce-Bigalow-European-Gigolo#tab=summary
103,Just Friends,"$42,797,679","$32,596,916","$10,200,763",76.17%,Just Friends,https://www.the-numbers.com/movie/Just-Friends-(2005)#tab=summary
104,Into the Blue,"$41,982,227","$18,782,227","$23,200,000",44.74%,Into the Blue,https://www.the-numbers.com/movie/Into-the-Blue#tab=summary
105,A Lot Like Love,"$41,921,590","$21,835,784","$20,085,806",52.09%,A Lot Like Love,https://www.the-numbers.com/movie/Lot-Like-Love-A#tab=summary
106,The Sisterhood of the Traveling Pants,"$41,560,117","$39,053,061","$2,507,056",93.97%,The Sisterhood of th,https://www.the-numbers.com/movie/Sisterhood-of-the-Traveling-Pants-The#tab=summary
107,Broken Flowers,"$40,744,960","$13,744,960","$27,000,000",33.73%,Broken Flowers,https://www.the-numbers.com/movie/Broken-Flowers-(2005)#tab=summary
108,The Ringer,"$40,442,437","$35,428,675","$5,013,762",87.60%,The Ringer,https://www.the-numbers.com/movie/Ringer-The#tab=summary
109,Serenity,"$40,319,440","$25,514,517","$14,804,923",63.28%,Serenity,https://www.the-numbers.com/movie/Serenity#tab=summary
110,Magnificent Desolation,"$39,846,896","$34,126,126","$5,720,770",85.64%,Magnificent Desolati,https://www.the-numbers.com/movie/Magnificent-Desolation#tab=summary
111,Dreamer: Inspired by a True Story,"$39,498,360","$33,022,286","$6,476,074",83.60%,Dreamer: Inspired by,https://www.the-numbers.com/movie/Dreamer-Inspired-by-a-True-Story#tab=summary
112,Beauty Shop,"$38,351,350","$36,351,350","$2,000,000",94.79%,Beauty Shop,https://www.the-numbers.com/movie/Beauty-Shop#tab=summary
113,The Fog,"$37,048,526","$29,511,112","$7,537,414",79.66%,The Fog,https://www.the-numbers.com/movie/Fog-The-(2005)#tab=summary
114,Gekijōban Poketto Monsutā Adobansu Jenerēshon M…,"$37,000,000",,"$37,000,000",,Gekijōban Poketto Mo,https://www.the-numbers.com/movie/Pokemon-Advanced-Generation-(2005-Japan)#tab=summary
115,Casanova,"$36,204,403","$11,304,403","$24,900,000",31.22%,Casanova,https://www.the-numbers.com/movie/Casanova#tab=summary
116,Assault On Precinct 13,"$36,040,895","$20,040,895","$16,000,000",55.61%,Assault On Precinct ,https://www.the-numbers.com/movie/Assault-On-Precinct-13#tab=summary
117,Nana,"$36,000,000",,"$36,000,000",,Nana,https://www.the-numbers.com/movie/Nana-(2005-Japan)#tab=summary
118,Brice de Nice,"$34,631,405",,"$34,631,405",,Brice de Nice,https://www.the-numbers.com/movie/Brice-de-Nice-(2005-France)#tab=summary
119,Because of Winn-Dixie,"$33,508,485","$32,647,042","$861,443",97.43%,Because of Winn-Dixi,https://www.the-numbers.com/movie/Because-of-Winn-Dixie#tab=summary
120,The Bad News Bears,"$33,500,620","$32,868,349","$632,271",98.11%,The Bad News Bears,https://www.the-numbers.com/movie/Bad-News-Bears-The-(2005)#tab=summary
121,The Producers: The Movie Musical,"$32,952,995","$19,398,532","$13,554,463",58.87%,The Producers: The M,https://www.the-numbers.com/movie/Producers-The-(2005)#tab=summary
122,Wild Safari 3D,"$32,446,750","$16,621,230","$15,825,520",51.23%,Wild Safari 3D,https://www.the-numbers.com/movie/Wild-Safari-3D#tab=summary
123,Rent,"$31,670,620","$29,077,547","$2,593,073",91.81%,Rent,https://www.the-numbers.com/movie/Rent#tab=summary
124,2 For the Money,"$30,491,379","$22,991,379","$7,500,000",75.40%,2 For the Money,https://www.the-numbers.com/movie/2-For-the-Money#tab=summary
125,Wolf Creek,"$29,005,064","$16,186,348","$12,818,716",55.81%,Wolf Creek,https://www.the-numbers.com/movie/Wolf-Creek#tab=summary
126,The Upside of Anger,"$28,915,761","$18,761,993","$10,153,768",64.89%,The Upside of Anger,https://www.the-numbers.com/movie/Upside-of-Anger-The#tab=summary
127,Mrs. Henderson Presents,"$27,836,366","$11,036,366","$16,800,000",39.65%,Mrs. Henderson Prese,https://www.the-numbers.com/movie/Mrs-Henderson-Presents#tab=summary
128,The Cave,"$27,147,991","$15,007,991","$12,140,000",55.28%,The Cave,https://www.the-numbers.com/movie/Cave-The#tab=summary
129,Oliver Twist,"$26,670,920","$2,070,920","$24,600,000",7.76%,Oliver Twist,https://www.the-numbers.com/movie/Oliver-Twist#tab=summary
130,The New World,"$26,184,400","$12,712,093","$13,472,307",48.55%,The New World,https://www.the-numbers.com/movie/New-World-The#tab=summary
131,Ice Princess,"$25,732,334","$24,381,334","$1,351,000",94.75%,Ice Princess,https://www.the-numbers.com/movie/Ice-Princess#tab=summary
132,9th Company,"$25,600,000",,"$25,600,000",,9th Company,https://www.the-numbers.com/movie/9th-Company#tab=summary
133,Bride & Prejudice,"$25,269,040","$6,601,079","$18,667,961",26.12%,Bride & Prejudice,https://www.the-numbers.com/movie/Bride-and-Prejudice#tab=summary
134,Cursed,"$25,114,901","$19,294,901","$5,820,000",76.83%,Cursed,https://www.the-numbers.com/movie/Cursed#tab=summary
135,Ong-Bak,"$24,051,852","$4,563,167","$19,488,685",18.97%,Ong-Bak,https://www.the-numbers.com/movie/Ong-Bak#tab=summary
136,North Country,"$23,676,771","$18,324,242","$5,352,529",77.39%,North Country,https://www.the-numbers.com/movie/North-Country#tab=summary
137,Hustle & Flow,"$23,591,783","$22,202,809","$1,388,974",94.11%,Hustle & Flow,https://www.the-numbers.com/movie/Hustle-and-Flow#tab=summary
138,Domino,"$23,574,057","$10,169,202","$13,404,855",43.14%,Domino,https://www.the-numbers.com/movie/Domino#tab=summary
139,Man of the House,"$22,099,706","$19,699,706","$2,400,000",89.14%,Man of the House,https://www.the-numbers.com/movie/Man-of-the-House-(2005)#tab=summary
140,The Devil’s Rejects,"$20,940,428","$17,044,981","$3,895,447",81.40%,The Devil’s Rejects,https://www.the-numbers.com/movie/Devils-Rejects-The-(2005)#tab=summary
141,Caché,"$19,891,331","$3,647,381","$16,243,950",18.34%,Caché,https://www.the-numbers.com/movie/Cache#tab=summary
142,Melinda and Melinda,"$19,826,280","$3,826,280","$16,000,000",19.30%,Melinda and Melinda,https://www.the-numbers.com/movie/Melinda-and-Melinda#tab=summary
143,The Perfect Man,"$19,535,005","$16,535,005","$3,000,000",84.64%,The Perfect Man,https://www.the-numbers.com/movie/Perfect-Man-The#tab=summary
144,Ladies in Lavender,"$19,168,295","$6,759,422","$12,408,873",35.26%,Ladies in Lavender,https://www.the-numbers.com/movie/Ladies-in-Lavender#tab=summary
145,The World's Fastest Indian,"$18,991,288","$5,128,124","$13,863,164",27.00%,The World's Fastest ,https://www.the-numbers.com/movie/Worlds-Fastest-Indian-The#tab=summary
146,Waiting...,"$18,673,274","$16,124,543","$2,548,731",86.35%,Waiting...,https://www.the-numbers.com/movie/Waiting#tab=summary
147,An Unfinished Life,"$18,535,575","$8,535,575","$10,000,000",46.05%,An Unfinished Life,https://www.the-numbers.com/movie/Unfinished-Life-An#tab=summary
148,Rebound,"$17,492,014","$16,809,014","$683,000",96.10%,Rebound,https://www.the-numbers.com/movie/Rebound#tab=summary
149,Roll Bounce,"$17,433,072","$17,380,866","$52,206",99.70%,Roll Bounce,https://www.the-numbers.com/movie/Roll-Bounce#tab=summary
150,The Matador,"$17,300,838","$12,589,255","$4,711,583",72.77%,The Matador,https://www.the-numbers.com/movie/Matador-The#tab=summary
151,"Kiss Kiss, Bang Bang","$16,829,464","$4,235,837","$12,593,627",25.17%,"Kiss Kiss, Bang Bang",https://www.the-numbers.com/movie/Kiss-Kiss-Bang-Bang#tab=summary
152,Mindhunters,"$16,566,235","$4,476,235","$12,090,000",27.02%,Mindhunters,https://www.the-numbers.com/movie/Mindhunters#tab=summary
153,Cry Wolf,"$15,943,081","$10,047,674","$5,895,407",63.02%,Cry Wolf,https://www.the-numbers.com/movie/Cry-Wolf#tab=summary
154,The Gospel,"$15,778,152","$15,778,152",,100.00%,The Gospel,https://www.the-numbers.com/movie/Gospel-The-(2005)#tab=summary
155,The Greatest Game Ever Played,"$15,468,266","$15,331,289","$136,977",99.11%,The Greatest Game Ev,https://www.the-numbers.com/movie/Greatest-Game-Ever-Played-The#tab=summary
156,The Weather Man,"$15,466,961","$12,482,775","$2,984,186",80.71%,The Weather Man,https://www.the-numbers.com/movie/Weather-Man-The#tab=summary
157,The Jacket,"$15,452,978","$6,301,131","$9,151,847",40.78%,The Jacket,https://www.the-numbers.com/movie/Jacket-The#tab=summary
158,Sharks 3D,"$14,000,000","$8,500,000","$5,500,000",60.71%,Sharks 3D,https://www.the-numbers.com/movie/Sharks-3D#tab=summary
159,Los tres entierros de Melquiades Estrada,"$13,454,474","$5,027,684","$8,426,790",37.37%,Los tres entierros d,https://www.the-numbers.com/movie/Tres-entierros-de-Melquiades-Estrada-Los#tab=summary
160,Lords of Dogtown,"$13,424,365","$11,273,517","$2,150,848",83.98%,Lords of Dogtown,https://www.the-numbers.com/movie/Lords-of-Dogtown-(2005)#tab=summary
161,The Honeymooners,"$13,174,426","$12,834,849","$339,577",97.42%,The Honeymooners,https://www.the-numbers.com/movie/Honeymooners-The#tab=summary
162,Aliens of the Deep,"$12,765,684","$8,968,684","$3,797,000",70.26%,Aliens of the Deep,https://www.the-numbers.com/movie/Aliens-of-the-Deep#tab=summary
163,Millions,"$12,337,828","$6,584,159","$5,753,669",53.37%,Millions,https://www.the-numbers.com/movie/Millions#tab=summary
164,Shopgirl,"$11,758,418","$10,284,523","$1,473,895",87.47%,Shopgirl,https://www.the-numbers.com/movie/Shopgirl#tab=summary
165,Layer Cake,"$11,745,931","$2,339,957","$9,405,974",19.92%,Layer Cake,https://www.the-numbers.com/movie/Layer-Cake#tab=summary
166,The Squid and the Whale,"$11,191,423","$7,372,734","$3,818,689",65.88%,The Squid and the Wh,https://www.the-numbers.com/movie/Squid-and-the-Whale-The#tab=summary
167,The Great Raid,"$10,597,070","$10,166,502","$430,568",95.94%,The Great Raid,https://www.the-numbers.com/movie/Great-Raid-The#tab=summary
168,Alone in the Dark,"$10,588,079","$5,178,569","$5,409,510",48.91%,Alone in the Dark,https://www.the-numbers.com/movie/Alone-in-the-Dark-(2005)#tab=summary
169,The Man,"$10,393,696","$8,330,720","$2,062,976",80.15%,The Man,https://www.the-numbers.com/movie/Man-The#tab=summary
170,In the Mix,"$10,223,896","$10,223,896",,100.00%,In the Mix,https://www.the-numbers.com/movie/In-the-Mix#tab=summary
171,The Ice Harvest,"$10,156,968","$9,016,782","$1,140,186",88.77%,The Ice Harvest,https://www.the-numbers.com/movie/Ice-Harvest-The#tab=summary
