Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
76,Jiu ceng yao ta,"$99,120,000",,"$99,120,000",,Jiu ceng yao ta,https://www.the-numbers.com/movie/Jiu-ceng-yao-ta-(China)-(2015)#tab=summary
77,The Visit,"$98,677,816","$65,206,105","$33,471,711",66.08%,The Visit,https://www.the-numbers.com/movie/Visit-The-(2015)#tab=summary
78,E gun tian shi,"$98,632,192","$131,058","$98,501,134",0.13%,E gun tian shi,https://www.the-numbers.com/movie/E-gun-tian-shi#tab=summary
79,Assassination,"$96,934,299","$1,904,682","$95,029,617",1.96%,Assassination,https://www.the-numbers.com/movie/Assassination-(Korea)#tab=summary
80,Poltergeist,"$95,677,702","$47,425,125","$48,252,577",49.57%,Poltergeist,https://www.the-numbers.com/movie/Poltergeist-(2015)#tab=summary
81,Sha po long 2,"$94,809,560",,"$94,809,560",,Sha po long 2,https://www.the-numbers.com/movie/Sha-po-long-2-(China)#tab=summary
82,In the Heart of the Sea,"$94,320,758","$25,020,758","$69,300,000",26.53%,In the Heart of the ,https://www.the-numbers.com/movie/In-the-Heart-of-the-Sea#tab=summary
83,Southpaw,"$94,156,456","$52,421,953","$41,734,503",55.68%,Southpaw,https://www.the-numbers.com/movie/Southpaw-(2015)#tab=summary
84,Spotlight,"$91,902,438","$45,055,776","$46,846,662",49.03%,Spotlight,https://www.the-numbers.com/movie/Spotlight#tab=summary
85,Veteran,"$90,498,430","$1,155,652","$89,342,778",1.28%,Veteran,https://www.the-numbers.com/movie/Veteran-(Korea)#tab=summary
86,The Second Best Exotic Marigold Hotel,"$89,400,862","$33,078,266","$56,322,596",37.00%,The Second Best Exot,https://www.the-numbers.com/movie/Second-Best-Exotic-Marigold-Hotel-The#tab=summary
87,Baahubali: The Beginning,"$86,233,251","$6,738,000","$79,495,251",7.81%,Baahubali: The Begin,https://www.the-numbers.com/movie/Baahubali-The-Beginning-(India)#tab=summary
88,Paper Towns,"$85,450,484","$32,000,304","$53,450,180",37.45%,Paper Towns,https://www.the-numbers.com/movie/Paper-Towns#tab=summary
89,Sicario,"$84,264,182","$46,889,293","$37,374,889",55.65%,Sicario,https://www.the-numbers.com/movie/Sicario#tab=summary
90,Hitman: Agent 47,"$82,182,803","$22,467,450","$59,715,353",27.34%,Hitman: Agent 47,https://www.the-numbers.com/movie/Hitman-Agent-47#tab=summary
91,Our Times,"$82,027,760",,"$82,027,760",,Our Times,https://www.the-numbers.com/movie/Our-Times-(2015-Taiwan)#tab=summary
92,Wolf Warrior (战狼),"$81,461,069",,"$81,461,069",,Wolf Warrior (战狼),https://www.the-numbers.com/movie/Wolf-Warrior-(2015-China)#tab=summary
93,N.L.L: Yeonpyeong Haejeon,"$81,225,762","$324,719","$80,901,043",0.40%,N.L.L: Yeonpyeong Ha,https://www.the-numbers.com/movie/NLL-Yeonpyeong-Haejeon-(2015-South-Korea)#tab=summary
94,The Wedding Ringer,"$80,171,596","$64,460,211","$15,711,385",80.40%,The Wedding Ringer,https://www.the-numbers.com/movie/Wedding-Ringer-The#tab=summary
95,Tiny Times 4.0,"$79,230,000",,"$79,230,000",,Tiny Times 4.0,https://www.the-numbers.com/movie/Tiny-Times-4-(China)#tab=summary
96,Paranormal Activity: The Ghost Dimension,"$77,959,374","$18,297,124","$59,662,250",23.47%,Paranormal Activity:,https://www.the-numbers.com/movie/Paranormal-Activity-The-Ghost-Dimension#tab=summary
97,Zuo Er,"$77,910,000",,"$77,910,000",,Zuo Er,https://www.the-numbers.com/movie/Zuo-Er-(China)-(2015)#tab=summary
98,Crimson Peak,"$74,966,854","$31,090,320","$43,876,534",41.47%,Crimson Peak,https://www.the-numbers.com/movie/Crimson-Peak#tab=summary
99,War Room,"$73,989,734","$67,790,117","$6,199,617",91.62%,War Room,https://www.the-numbers.com/movie/War-Room#tab=summary
100,Run All Night,"$71,661,644","$26,461,644","$45,200,000",36.93%,Run All Night,https://www.the-numbers.com/movie/Run-All-Night#tab=summary
101,The Transporter Refueled,"$69,698,495","$16,029,670","$53,668,825",23.00%,The Transporter Refu,https://www.the-numbers.com/movie/Transporter-Refueled-The#tab=summary
102,The Age of Adaline,"$68,984,536","$42,629,776","$26,354,760",61.80%,The Age of Adaline,https://www.the-numbers.com/movie/Age-of-Adaline-The#tab=summary
103,Benpao Ba! Xiongdi,"$68,419,297","$309,297","$68,110,000",0.45%,Benpao Ba! Xiongdi,https://www.the-numbers.com/movie/Benpao-Ba-Xiongdi-(2015-China)#tab=summary
104,The Danish Girl,"$67,514,963","$11,114,018","$56,400,945",16.46%,The Danish Girl,https://www.the-numbers.com/movie/Danish-Girl-The#tab=summary
105,He Yi Sheng Xiao Mo,"$67,458,479",,"$67,458,479",,He Yi Sheng Xiao Mo,https://www.the-numbers.com/movie/He-Yi-Sheng-Xiao-Mo-(2015-China)#tab=summary
106,Selma,"$66,670,998","$52,076,908","$14,594,090",78.11%,Selma,https://www.the-numbers.com/movie/Selma#tab=summary
107,Dao shi xia shan,"$65,545,173",,"$65,545,173",,Dao shi xia shan,https://www.the-numbers.com/movie/Dao-shi-xia-shan-(2015-China)#tab=summary
108,Unfriended,"$64,364,198","$32,789,645","$31,574,553",50.94%,Unfriended,https://www.the-numbers.com/movie/Unfriended#tab=summary
109,Bai tuan da zhan,"$64,220,000",,"$64,220,000",,Bai tuan da zhan,https://www.the-numbers.com/movie/Bai-tuan-da-zhan-(China)(2015)#tab=summary
110,Zhong Kui fu mo: Xue yao mo ling,"$64,036,296","$165,428","$63,870,868",0.26%,Zhong Kui fu mo: Xue,https://www.the-numbers.com/movie/Zhong-Kui-fu-mo-Xue-yao-mo-ling-(China)-(2015)#tab=summary
111,The Longest Ride,"$63,802,928","$37,446,117","$26,356,811",58.69%,The Longest Ride,https://www.the-numbers.com/movie/Longest-Ride-The#tab=summary
112,Inside Men,"$62,698,565",,"$62,698,565",,Inside Men,https://www.the-numbers.com/movie/Inside-Men-(2015-South-Korea)#tab=summary
113,Brooklyn,"$62,076,141","$38,322,743","$23,753,398",61.74%,Brooklyn,https://www.the-numbers.com/movie/Brooklyn#tab=summary
114,Bai Fa Mo Nu Zhuan Zhi Ming Yue Tian Guo,"$61,850,000",,"$61,850,000",,Bai Fa Mo Nu Zhuan Z,https://www.the-numbers.com/movie/Bai-Fa-Mo-Nu-Zhuan-Zhi-Ming-Yue-Tian-Guo-(2015-China)#tab=summary
115,Krampus,"$61,788,393","$42,725,475","$19,062,918",69.15%,Krampus,https://www.the-numbers.com/movie/Krampus#tab=summary
116,The Walk,"$61,492,104","$10,161,183","$51,330,921",16.52%,The Walk,https://www.the-numbers.com/movie/Walk-The#tab=summary
117,Meitantei Conan: Goka no himawari,"$60,985,674",,"$60,985,674",,Meitantei Conan: Gok,https://www.the-numbers.com/movie/Meitantei-Conan-Goka-no-himawari-(2015-Japan)#tab=summary
118,The Perfect Guy,"$60,278,166","$57,027,435","$3,250,731",94.61%,The Perfect Guy,https://www.the-numbers.com/movie/Perfect-Guy-The#tab=summary
119,The Gift,"$58,978,477","$43,787,265","$15,191,212",74.24%,The Gift,https://www.the-numbers.com/movie/Gift-The-(2015)#tab=summary
120,Woman in Gold,"$58,586,407","$33,307,793","$25,278,614",56.85%,Woman in Gold,https://www.the-numbers.com/movie/Woman-in-Gold#tab=summary
121,Dragon Ball Z: Resurrection \'F\' (ドラゴンボールZ 復活の…,"$58,408,363","$8,008,363","$50,400,000",13.71%,Dragon Ball Z: Resur,https://www.the-numbers.com/movie/Dragon-Ball-Z-Resurrection-F-(2015-Japan)#tab=summary
122,Sinister 2,"$54,104,225","$27,740,955","$26,363,270",51.27%,Sinister 2,https://www.the-numbers.com/movie/Sinister-2#tab=summary
123,The Boy Next Door,"$53,401,938","$36,006,065","$17,395,873",67.42%,The Boy Next Door,https://www.the-numbers.com/movie/Boy-Next-Door-The-(2014)#tab=summary
124,Eiga Youkai wocchi: Enma daiou to 5-tsu no mono…,"$53,396,284",,"$53,396,284",,Eiga Youkai wocchi: ,https://www.the-numbers.com/movie/Eiga-Youkai-wocchi-Enma-daiou-to-5-tsu-no-monogataridanyan-(Japan)-(2015)#tab=summary
125,Hollywood Adventures,"$53,246,837",,"$53,246,837",,Hollywood Adventures,https://www.the-numbers.com/movie/Hollywood-Adventures-(2015-China)#tab=summary
126,The Night Before,"$52,568,099","$43,035,725","$9,532,374",81.87%,The Night Before,https://www.the-numbers.com/movie/Night-Before-The#tab=summary
127,Himalaya,"$51,706,687","$696,717","$51,009,970",1.35%,Himalaya,https://www.the-numbers.com/movie/Himalaya-(2015-South-Korea)#tab=summary
128,Hot Pursuit,"$51,680,201","$34,580,201","$17,100,000",66.91%,Hot Pursuit,https://www.the-numbers.com/movie/Hot-Pursuit-(2015)#tab=summary
129,Prem Ratan Dhan Payo,"$51,633,652","$4,364,639","$47,269,013",8.45%,Prem Ratan Dhan Payo,https://www.the-numbers.com/movie/Prem-Ratan-Dhan-Payo-(2015-India)#tab=summary
130,Concussion,"$50,363,790","$34,531,832","$15,831,958",68.56%,Concussion,https://www.the-numbers.com/movie/Concussion-(2015)#tab=summary
131,The Boy and the Beast,"$49,640,255","$490,643","$49,149,612",0.99%,The Boy and the Beas,https://www.the-numbers.com/movie/Boy-and-the-Beast-The-(2015-Japan)#tab=summary
132,Surprise: Journey to the West,"$49,576,645",,"$49,576,645",,Surprise: Journey to,https://www.the-numbers.com/movie/Surprise-Journey-to-the-West-(2015-China)#tab=summary
133,Entourage,"$49,263,404","$32,363,404","$16,900,000",65.69%,Entourage,https://www.the-numbers.com/movie/Entourage#tab=summary
134,Bajirao Mastani,"$48,503,366","$6,557,047","$41,946,319",13.52%,Bajirao Mastani,https://www.the-numbers.com/movie/Bajirao-Mastani#tab=summary
135,Xiong Chu Mei Zhi Xue Ling Xiong Feng,"$46,998,773",,"$46,998,773",,Xiong Chu Mei Zhi Xu,https://www.the-numbers.com/movie/Xiong-Chu-Mei-Zhi-Xue-Ling-Xiong-Feng-(China)(2014)#tab=summary
136,Let’s Get Married (咱们结婚吧),"$45,881,996","$461,996","$45,420,000",1.01%,Let’s Get Married (咱,https://www.the-numbers.com/movie/Lets-Get-Married-(2015-China)#tab=summary
137,"McFarland, USA","$45,707,924","$44,480,275","$1,227,649",97.31%,"McFarland, USA",https://www.the-numbers.com/movie/McFarland-USA#tab=summary
138,You yi ge di fang zhi you wo men zhi dao,"$45,642,013","$482,013","$45,160,000",1.06%,You yi ge di fang zh,https://www.the-numbers.com/movie/You-yi-ge-di-fang-zhi-you-wo-men-zhi-dao-(China)-(2015)#tab=summary
139,Hero,"$45,422,548","$84,961","$45,337,587",0.19%,Hero,https://www.the-numbers.com/movie/Hero-(2015-India)#tab=summary
140,The Dead End,"$45,110,000",,"$45,110,000",,The Dead End,https://www.the-numbers.com/movie/Dead-End-The-(2015-China)#tab=summary
141,The Woman in Black 2: Angel of Death,"$45,006,692","$26,501,323","$18,505,369",58.88%,The Woman in Black 2,https://www.the-numbers.com/movie/Woman-in-Black-2-Angel-of-Death-The-(2015)#tab=summary
142,Love the Coopers,"$44,263,413","$26,302,731","$17,960,682",59.42%,Love the Coopers,https://www.the-numbers.com/movie/Love-the-Coopers#tab=summary
143,Max,"$43,956,255","$42,656,255","$1,300,000",97.04%,Max,https://www.the-numbers.com/movie/Max-(2015)#tab=summary
144,The DUFF,"$43,528,634","$34,030,343","$9,498,291",78.18%,The DUFF,https://www.the-numbers.com/movie/DUFF-The#tab=summary
145,Dilwale,"$43,117,104","$4,871,263","$38,245,841",11.30%,Dilwale,https://www.the-numbers.com/movie/Dilwale-(2015-India)#tab=summary
146,The Gallows,"$42,964,410","$22,764,410","$20,200,000",52.98%,The Gallows,https://www.the-numbers.com/movie/Gallows-The#tab=summary
147,No Escape,"$42,844,516","$27,288,872","$15,555,644",63.69%,No Escape,https://www.the-numbers.com/movie/No-Escape-(2014)#tab=summary
148,Forever Young,"$42,386,771","$149,761","$42,237,010",0.35%,Forever Young,https://www.the-numbers.com/movie/Forever-Young-(2015-China)#tab=summary
149,The Lady in the Van,"$42,320,503","$10,021,175","$32,299,328",23.68%,The Lady in the Van,https://www.the-numbers.com/movie/Lady-in-the-Van-The#tab=summary
150,Legend,"$42,280,444","$1,872,994","$40,407,450",4.43%,Legend,https://www.the-numbers.com/movie/Legend-(2015)#tab=summary
151,Carol,"$41,907,778","$12,711,491","$29,196,287",30.33%,Carol,https://www.the-numbers.com/movie/Carol#tab=summary
152,Sado,"$41,695,667",,"$41,695,667",,Sado,https://www.the-numbers.com/movie/Sado-(2015-South-Korea)#tab=summary
153,Still Alice,"$41,598,366","$18,656,400","$22,941,966",44.85%,Still Alice,https://www.the-numbers.com/movie/Still-Alice#tab=summary
154,Ricki and the Flash,"$41,166,033","$26,839,498","$14,326,535",65.20%,Ricki and the Flash,https://www.the-numbers.com/movie/Ricki-and-the-Flash#tab=summary
155,Ocho apellidos catalanes,"$39,440,104",,"$39,440,104",,Ocho apellidos catal,https://www.the-numbers.com/movie/Ocho-apellidos-catalanes-(2015-Spain)#tab=summary
156,Criminal,"$38,771,262","$14,708,696","$24,062,566",37.94%,Criminal,https://www.the-numbers.com/movie/Criminal-(2015)#tab=summary
157,The Lazarus Effect,"$38,359,310","$25,801,570","$12,557,740",67.26%,The Lazarus Effect,https://www.the-numbers.com/movie/Lazarus-Effect-The#tab=summary
158,Ex Machina,"$38,261,299","$25,440,971","$12,820,328",66.49%,Ex Machina,https://www.the-numbers.com/movie/Ex-Machina#tab=summary
159,The Priests,"$37,784,368",,"$37,784,368",,The Priests,https://www.the-numbers.com/movie/Priests-The-(2015-South-Korea)#tab=summary
160,Mortdecai,"$37,360,909","$7,696,134","$29,664,775",20.60%,Mortdecai,https://www.the-numbers.com/movie/Mortdecai#tab=summary
161,A Walk in the Woods,"$37,119,358","$29,499,394","$7,619,964",79.47%,A Walk in the Woods,https://www.the-numbers.com/movie/Walk-in-the-Woods-A#tab=summary
162,Burnt,"$36,766,293","$13,651,946","$23,114,347",37.13%,Burnt,https://www.the-numbers.com/movie/Burnt#tab=summary
163,Qian Ren 2：Bei Tai Fan Ji Zhan,"$36,723,790",,"$36,723,790",,Qian Ren 2：Bei Tai F,https://www.the-numbers.com/movie/Qian-Ren-2-Bei-Tai-Fan-Ji-Zhan-(China)(2015)#tab=summary
164,Room,"$36,316,727","$14,677,674","$21,639,053",40.42%,Room,https://www.the-numbers.com/movie/Room-(2015)#tab=summary
165,Arthur and the War of Two Worlds,"$36,180,824","$347,136","$35,833,688",0.96%,Arthur and the War o,https://www.the-numbers.com/movie/Arthur-and-the-War-of-Two-Worlds-(2010-France)#tab=summary
166,Steve Jobs,"$35,579,007","$17,766,658","$17,812,349",49.94%,Steve Jobs,https://www.the-numbers.com/movie/Steve-Jobs-(2015)#tab=summary
167,Snowden,"$35,380,918","$21,587,519","$13,793,399",61.01%,Snowden,https://www.the-numbers.com/movie/Snowden#tab=summary
168,Les nouvelles aventures d\'Aladin,"$34,510,866",,"$34,510,866",,Les nouvelles aventu,https://www.the-numbers.com/movie/nouvelles-aventures-d-Aladin-Les-(2015-France)#tab=summary
169,Shi gu,"$34,432,439","$188,306","$34,244,133",0.55%,Shi gu,https://www.the-numbers.com/movie/Shi-gu-(China)(2014)#tab=summary
170,Doraemon: Nobita and the Space Heroes,"$34,395,038",,"$34,395,038",,Doraemon: Nobita and,https://www.the-numbers.com/movie/Doraemon-Nobita-and-the-Space-Heroes-(2015-Japan)#tab=summary
171,Viy,"$34,246,770",,"$34,246,770",,Viy,https://www.the-numbers.com/movie/Viy-(2015-Russia)#tab=summary
