Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
49,Vantage Point,"$150,886,329","$72,266,306","$78,620,023",47.89%,Vantage Point,https://www.the-numbers.com/movie/Vantage-Point#tab=summary
50,Step Up 2 the Streets,"$148,586,910","$58,017,783","$90,569,127",39.05%,Step Up 2 the Street,https://www.the-numbers.com/movie/Step-Up-2-the-Streets#tab=summary
51,Astérix aux Jeux Olympiques,"$132,999,811","$999,811","$132,000,000",0.75%,Astérix aux Jeux Oly,https://www.the-numbers.com/movie/Asterix-aux-Jeux-Olympiques#tab=summary
52,The Forbidden Kingdom,"$129,059,885","$52,075,270","$76,984,615",40.35%,The Forbidden Kingdo,https://www.the-numbers.com/movie/Forbidden-Kingdom-The#tab=summary
53,Step Brothers,"$128,107,642","$100,468,793","$27,638,849",78.43%,Step Brothers,https://www.the-numbers.com/movie/Step-Brothers#tab=summary
54,Body of Lies,"$118,556,530","$39,394,666","$79,161,864",33.23%,Body of Lies,https://www.the-numbers.com/movie/Body-of-Lies-(2008)#tab=summary
55,Saw V,"$118,209,778","$56,746,769","$61,463,009",48.01%,Saw V,https://www.the-numbers.com/movie/Saw-V-(2008)#tab=summary
56,Changeling,"$113,805,580","$35,739,802","$78,065,778",31.40%,Changeling,https://www.the-numbers.com/movie/Changeling-(2008)#tab=summary
57,Rambo,"$113,244,290","$42,754,105","$70,490,185",37.75%,Rambo,https://www.the-numbers.com/movie/Rambo#tab=summary
58,The Reader,"$112,964,875","$34,194,407","$78,770,468",30.27%,The Reader,https://www.the-numbers.com/movie/Reader-The#tab=summary
59,Transporter 3,"$112,930,957","$31,715,062","$81,215,895",28.08%,Transporter 3,https://www.the-numbers.com/movie/Transporter-3#tab=summary
60,Fool’s Gold,"$109,362,966","$70,231,041","$39,131,925",64.22%,Fool’s Gold,https://www.the-numbers.com/movie/Fools-Gold-(2008)#tab=summary
61,Made of Honor,"$106,548,738","$46,012,734","$60,536,004",43.18%,Made of Honor,https://www.the-numbers.com/movie/Made-of-Honor#tab=summary
62,Forgetting Sarah Marshall,"$105,475,310","$63,172,463","$42,302,847",59.89%,Forgetting Sarah Mar,https://www.the-numbers.com/movie/Forgetting-Sarah-Marshall-(2008)#tab=summary
63,Vicky Cristina Barcelona,"$104,504,817","$23,216,709","$81,288,108",22.22%,Vicky Cristina Barce,https://www.the-numbers.com/movie/Vicky-Cristina-Barcelona#tab=summary
64,Pineapple Express,"$102,404,019","$87,341,380","$15,062,639",85.29%,Pineapple Express,https://www.the-numbers.com/movie/Pineapple-Express#tab=summary
65,Nim’s Island,"$101,857,425","$48,006,762","$53,850,663",47.13%,Nim’s Island,https://www.the-numbers.com/movie/Nims-Island#tab=summary
66,Role Models,"$94,500,826","$67,300,955","$27,199,871",71.22%,Role Models,https://www.the-numbers.com/movie/Role-Models#tab=summary
67,Speed Racer,"$93,394,462","$43,945,766","$49,448,696",47.05%,Speed Racer,https://www.the-numbers.com/movie/Speed-Racer#tab=summary
68,The Tale of Despereaux,"$90,482,317","$50,877,145","$39,605,172",56.23%,The Tale of Desperea,https://www.the-numbers.com/movie/Tale-of-Despereaux-The#tab=summary
69,Max Payne,"$87,775,050","$40,689,393","$47,085,657",46.36%,Max Payne,https://www.the-numbers.com/movie/Max-Payne#tab=summary
70,Rookies,"$85,405,510",,"$85,405,510",,Rookies,https://www.the-numbers.com/movie/Rookies#tab=summary
71,Meet the Spartans,"$84,646,831","$38,233,676","$46,413,155",45.17%,Meet the Spartans,https://www.the-numbers.com/movie/Meet-the-Spartans#tab=summary
72,The Strangers,"$83,051,676","$52,597,610","$30,454,066",63.33%,The Strangers,https://www.the-numbers.com/movie/Strangers-The-(2008)#tab=summary
73,Revolutionary Road,"$79,604,820","$22,951,340","$56,653,480",28.83%,Revolutionary Road,https://www.the-numbers.com/movie/Revolutionary-Road#tab=summary
74,Nights in Rodanthe,"$79,350,659","$41,850,659","$37,500,000",52.74%,Nights in Rodanthe,https://www.the-numbers.com/movie/Nights-in-Rodanthe#tab=summary
75,Righteous Kill,"$78,481,410","$40,081,410","$38,400,000",51.07%,Righteous Kill,https://www.the-numbers.com/movie/Righteous-Kill#tab=summary
76,The Other Boleyn Girl,"$78,269,970","$26,814,957","$51,455,013",34.26%,The Other Boleyn Gir,https://www.the-numbers.com/movie/Other-Boleyn-Girl-The#tab=summary
77,Mirrors,"$77,220,596","$30,691,439","$46,529,157",39.75%,Mirrors,https://www.the-numbers.com/movie/Mirrors#tab=summary
78,Superhero Movie,"$73,026,302","$26,638,520","$46,387,782",36.48%,Superhero Movie,https://www.the-numbers.com/movie/Superhero-Movie#tab=summary
79,Hana yori dango: Fainaru,"$73,000,000",,"$73,000,000",,Hana yori dango: Fai,https://www.the-numbers.com/movie/Hana-yori-dango-Fainaru-(2008-Japan)#tab=summary
80,Death Race,"$72,516,819","$36,316,032","$36,200,787",50.08%,Death Race,https://www.the-numbers.com/movie/Death-Race-(2008)#tab=summary
81,The House Bunny,"$71,390,601","$48,237,389","$23,153,212",67.57%,The House Bunny,https://www.the-numbers.com/movie/House-Bunny-The#tab=summary
82,Hannah Montana and Miley Cyrus: Best of Both Wo…,"$70,712,099","$65,281,781","$5,430,318",92.32%,Hannah Montana and M,https://www.the-numbers.com/movie/Hannah-Montana-and-Miley-Cyrus-Best-of-Both-Worlds-Concert-Tour-(2008)#tab=summary
83,Babylon A.D.,"$70,216,497","$22,532,572","$47,683,925",32.09%,Babylon A.D.,https://www.the-numbers.com/movie/Babylon-AD#tab=summary
84,Star Wars: The Clone Wars,"$68,695,443","$35,161,554","$33,533,889",51.18%,Star Wars: The Clone,https://www.the-numbers.com/movie/Star-Wars-The-Clone-Wars#tab=summary
85,The X-Files: I Want to Believe,"$68,170,792","$20,982,478","$47,188,314",30.78%,The X-Files: I Want ,https://www.the-numbers.com/movie/X-Files-I-Want-to-Believe-The#tab=summary
86,The Dark Knight,"$67,251,372",,"$67,251,372",,The Dark Knight,https://www.the-numbers.com/movie/Dark-Knight-The#tab=summary
86,The Dark Knight,"$67,251,372",,"$67,251,372",,The Dark Knight,https://www.the-numbers.com/movie/Dark-Knight-The-(Unkn)#tab=summary
87,Space Chimps,"$67,029,956","$30,105,968","$36,923,988",44.91%,Space Chimps,https://www.the-numbers.com/movie/Space-Chimps#tab=summary
88,The Bank Job,"$66,143,005","$30,060,660","$36,082,345",45.45%,The Bank Job,https://www.the-numbers.com/movie/Bank-Job-The#tab=summary
89,Okuribito,"$66,092,062","$1,543,346","$64,548,716",2.34%,Okuribito,https://www.the-numbers.com/movie/Okuribito-(2008-Japan)#tab=summary
90,Street Kings,"$65,457,811","$26,418,667","$39,039,144",40.36%,Street Kings,https://www.the-numbers.com/movie/Street-Kings#tab=summary
91,Baby Mama,"$64,170,447","$60,494,212","$3,676,235",94.27%,Baby Mama,https://www.the-numbers.com/movie/Baby-Mama#tab=summary
92,The Eye,"$57,577,765","$31,418,697","$26,159,068",54.57%,The Eye,https://www.the-numbers.com/movie/Eye-The-(2008)#tab=summary
93,Milk,"$57,293,371","$31,841,299","$25,452,072",55.58%,Milk,https://www.the-numbers.com/movie/Milk#tab=summary
94,Prom Night,"$57,193,655","$43,869,350","$13,324,305",76.70%,Prom Night,https://www.the-numbers.com/movie/Prom-Night-(2008)#tab=summary
95,"Definitely, Maybe","$55,617,866","$32,241,649","$23,376,217",57.97%,"Definitely, Maybe",https://www.the-numbers.com/movie/Definitely-Maybe-(2008)#tab=summary
96,Doubt,"$53,191,101","$33,446,470","$19,744,631",62.88%,Doubt,https://www.the-numbers.com/movie/Doubt#tab=summary
97,Suspect X,"$53,000,000",,"$53,000,000",,Suspect X,https://www.the-numbers.com/movie/Suspect-X-(2008-Japan)#tab=summary
98,Untraceable,"$52,649,951","$28,687,835","$23,962,116",54.49%,Untraceable,https://www.the-numbers.com/movie/Untraceable#tab=summary
99,College Road Trip,"$50,873,923","$45,610,425","$5,263,498",89.65%,College Road Trip,https://www.the-numbers.com/movie/College-Road-Trip#tab=summary
100,Meet Dave,"$50,648,806","$11,803,254","$38,845,552",23.30%,Meet Dave,https://www.the-numbers.com/movie/Meet-Dave#tab=summary
101,The Women,"$50,103,808","$26,902,075","$23,201,733",53.69%,The Women,https://www.the-numbers.com/movie/Women-The-(2008)#tab=summary
102,Drillbit Taylor,"$49,686,263","$32,862,104","$16,824,159",66.14%,Drillbit Taylor,https://www.the-numbers.com/movie/Drillbit-Taylor#tab=summary
103,Shutter,"$47,782,426","$25,928,550","$21,853,876",54.26%,Shutter,https://www.the-numbers.com/movie/Shutter#tab=summary
104,長江七號 (CJ7),"$47,300,771","$206,678","$47,094,093",0.44%,長江七號 (CJ7),https://www.the-numbers.com/movie/CJ7-(2008-Hong-Kong)#tab=summary
105,The Wrestler,"$46,634,275","$26,238,243","$20,396,032",56.26%,The Wrestler,https://www.the-numbers.com/movie/Wrestler-The#tab=summary
106,Bangkok Dangerous,"$46,598,133","$15,298,133","$31,300,000",32.83%,Bangkok Dangerous,https://www.the-numbers.com/movie/Bangkok-Dangerous-(2008)#tab=summary
107,The Duchess,"$45,160,110","$13,848,978","$31,311,132",30.67%,The Duchess,https://www.the-numbers.com/movie/Duchess-The#tab=summary
108,Lakeview Terrace,"$44,821,299","$39,263,506","$5,557,793",87.60%,Lakeview Terrace,https://www.the-numbers.com/movie/Lakeview-Terrace#tab=summary
109,One Missed Call,"$44,513,466","$26,890,041","$17,623,425",60.41%,One Missed Call,https://www.the-numbers.com/movie/One-Missed-Call#tab=summary
110,The Sisterhood of the Traveling Pants 2,"$44,270,131","$44,089,964","$180,167",99.59%,The Sisterhood of th,https://www.the-numbers.com/movie/Sisterhood-of-the-Traveling-Pants-2-The#tab=summary
111,The Boy in the Striped Pyjamas,"$44,083,403","$9,046,156","$35,037,247",20.52%,The Boy in the Strip,https://www.the-numbers.com/movie/Boy-in-the-Striped-Pyjamas-The#tab=summary
112,Semi-Pro,"$43,980,363","$33,479,698","$10,500,665",76.12%,Semi-Pro,https://www.the-numbers.com/movie/Semi-Pro#tab=summary
113,Welcome Home Roscoe Jenkins,"$43,607,627","$42,436,517","$1,171,110",97.31%,Welcome Home Roscoe ,https://www.the-numbers.com/movie/Welcome-Home-Roscoe-Jenkins#tab=summary
114,Fly Me To the Moon,"$43,530,281","$14,543,943","$28,986,338",33.41%,Fly Me To the Moon,https://www.the-numbers.com/movie/Fly-Me-To-the-Moon#tab=summary
115,Harold & Kumar Escape from Guantanamo Bay,"$43,353,117","$38,108,728","$5,244,389",87.90%,Harold & Kumar Escap,https://www.the-numbers.com/movie/Harold-and-Kumar-Escape-from-Guantanamo-Bay#tab=summary
116,Pokemon 2008,"$42,563,360",,"$42,563,360",,Pokemon 2008,https://www.the-numbers.com/movie/Pokemon-2008-(2008-Japan)#tab=summary
117,Meet the Browns,"$41,975,388","$41,975,388",,100.00%,Meet the Browns,https://www.the-numbers.com/movie/Meet-the-Browns#tab=summary
118,Quarantine,"$41,924,774","$31,691,811","$10,232,963",75.59%,Quarantine,https://www.the-numbers.com/movie/Quarantine#tab=summary
119,Ghajini,"$41,430,631","$2,430,631","$39,000,000",5.87%,Ghajini,https://www.the-numbers.com/movie/Ghajini-(2008-India)#tab=summary
120,Leatherheads,"$41,348,628","$31,373,938","$9,974,690",75.88%,Leatherheads,https://www.the-numbers.com/movie/Leatherheads-(2008)#tab=summary
121,The Love Guru,"$40,159,017","$32,235,793","$7,923,224",80.27%,The Love Guru,https://www.the-numbers.com/movie/Love-Guru-The#tab=summary
122,The Secret Life of Bees,"$39,994,347","$37,780,486","$2,213,861",94.46%,The Secret Life of B,https://www.the-numbers.com/movie/Secret-Life-of-Bees-The#tab=summary
123,Never Back Down,"$39,319,801","$24,850,922","$14,468,879",63.20%,Never Back Down,https://www.the-numbers.com/movie/Never-Back-Down#tab=summary
124,Partners: The Movie,"$39,314,819",,"$39,314,819",,Partners: The Movie,https://www.the-numbers.com/movie/Partners-The-Movie-(2008-Japan)#tab=summary
125,The Spirit,"$39,006,188","$19,806,188","$19,200,000",50.78%,The Spirit,https://www.the-numbers.com/movie/Spirit-The#tab=summary
126,First Sunday,"$38,810,598","$37,931,869","$878,729",97.74%,First Sunday,https://www.the-numbers.com/movie/First-Sunday-(2008)#tab=summary
127,Admiral,"$38,585,047",,"$38,585,047",,Admiral,https://www.the-numbers.com/movie/Admiral-(2008-Russia)#tab=summary
128,The Family That Preys,"$37,105,289","$37,105,289",,100.00%,The Family That Prey,https://www.the-numbers.com/movie/Family-That-Preys-The#tab=summary
129,Zack and Miri Make a Porno,"$36,856,306","$31,457,946","$5,398,360",85.35%,Zack and Miri Make a,https://www.the-numbers.com/movie/Zack-and-Miri-Make-a-Porno#tab=summary
130,Disaster Movie,"$36,720,752","$14,190,901","$22,529,851",38.65%,Disaster Movie,https://www.the-numbers.com/movie/Disaster-Movie#tab=summary
131,Så som i himmelen,"$36,032,594","$10,236","$36,022,358",0.03%,Så som i himmelen,https://www.the-numbers.com/movie/Sa-Som-i-Himmelen-(2004)#tab=summary
132,My Best Friend's Girl,"$34,787,111","$19,219,250","$15,567,861",55.25%,My Best Friend's Gir,https://www.the-numbers.com/movie/My-Best-Friends-Girl#tab=summary
133,Twentieth Century Boys,"$34,571,688",,"$34,571,688",,Twentieth Century Bo,https://www.the-numbers.com/movie/Twentieth-Century-Boys-(2008-Japan)#tab=summary
134,In Bruges,"$34,509,748","$7,800,825","$26,708,923",22.60%,In Bruges,https://www.the-numbers.com/movie/In-Bruges-(2008)#tab=summary
135,Last Chance Harvey,"$34,487,202","$14,889,042","$19,598,160",43.17%,Last Chance Harvey,https://www.the-numbers.com/movie/Last-Chance-Harvey#tab=summary
136,Ne le dis à personne,"$33,954,018","$6,198,883","$27,755,135",18.26%,Ne le dis à personne,https://www.the-numbers.com/movie/Ne-Le-Dis-a-Personne#tab=summary
137,Nick and Norah's Infinite Playlist,"$33,886,017","$31,487,293","$2,398,724",92.92%,Nick and Norah's Inf,https://www.the-numbers.com/movie/Nick-and-Norahs-Infinite-Playlist#tab=summary
138,"Run, Fatboy, Run","$33,512,260","$6,003,262","$27,508,998",17.91%,"Run, Fatboy, Run",https://www.the-numbers.com/movie/Run-Fatboy-Run#tab=summary
139,Fireproof,"$33,473,297","$33,456,317","$16,980",99.95%,Fireproof,https://www.the-numbers.com/movie/Fireproof#tab=summary
140,88 Minutes,"$32,955,399","$16,930,884","$16,024,515",51.38%,88 Minutes,https://www.the-numbers.com/movie/88-Minutes#tab=summary
141,Za majikku awâ,"$32,813,807",,"$32,813,807",,Za majikku awâ,https://www.the-numbers.com/movie/Za-majikku-awa-(2008-Japan)#tab=summary
142,Pride and Glory,"$32,262,866","$15,740,721","$16,522,145",48.79%,Pride and Glory,https://www.the-numbers.com/movie/Pride-and-Glory-(2008)#tab=summary
143,"Che, Part 1: The Argentine","$31,627,370","$1,802,521","$29,824,849",5.70%,"Che, Part 1: The Arg",https://www.the-numbers.com/movie/Che-Part-1-The-Argentine-(2008)#tab=summary
144,LOL (Laughing Out Loud),"$31,451,622",,"$31,451,622",,LOL (Laughing Out Lo,https://www.the-numbers.com/movie/LOL-Laughing-Out-Loud-(2008-France)#tab=summary
145,Igor,"$31,013,349","$19,528,602","$11,484,747",62.97%,Igor,https://www.the-numbers.com/movie/Igor#tab=summary
146,Be Kind Rewind,"$30,894,247","$11,175,164","$19,719,083",36.17%,Be Kind Rewind,https://www.the-numbers.com/movie/Be-Kind-Rewind#tab=summary
147,The Chaser,"$30,049,670",,"$30,049,670",,The Chaser,https://www.the-numbers.com/movie/Chaser-The#tab=summary
148,Ghost Town,"$29,958,228","$13,367,624","$16,590,604",44.62%,Ghost Town,https://www.the-numbers.com/movie/Ghost-Town#tab=summary
149,Doraemon: Nobita to Midori no kyojinten,"$29,397,231",,"$29,397,231",,Doraemon: Nobita to ,https://www.the-numbers.com/movie/Doraemon-Nobita-to-Midori-no-kyojinten#tab=summary
150,Singh is Kinng,"$29,339,790","$2,523,511","$26,816,279",8.60%,Singh is Kinng,https://www.the-numbers.com/movie/Singh-is-Kinng#tab=summary
151,Wa Pei,"$29,338,195",,"$29,338,195",,Wa Pei,https://www.the-numbers.com/movie/Wa-Pei#tab=summary
152,Jodhaa Akbar,"$28,594,629","$3,444,629","$25,150,000",12.05%,Jodhaa Akbar,https://www.the-numbers.com/movie/Jodhaa-Akbar#tab=summary
153,W.,"$28,575,778","$25,534,493","$3,041,285",89.36%,W.,https://www.the-numbers.com/movie/W#tab=summary
154,Frost/Nixon,"$28,452,945","$18,622,031","$9,830,914",65.45%,Frost/Nixon,https://www.the-numbers.com/movie/Frost-Nixon#tab=summary
155,Appaloosa,"$27,911,453","$20,211,394","$7,700,059",72.41%,Appaloosa,https://www.the-numbers.com/movie/Appaloosa#tab=summary
156,Traitor,"$27,882,226","$23,530,831","$4,351,395",84.39%,Traitor,https://www.the-numbers.com/movie/Traitor#tab=summary
157,RocknRolla,"$27,794,339","$5,700,626","$22,093,713",20.51%,RocknRolla,https://www.the-numbers.com/movie/RocknRolla#tab=summary
158,Mongol,"$27,147,349","$5,705,761","$21,441,588",21.02%,Mongol,https://www.the-numbers.com/movie/Mongol#tab=summary
159,Hors de Prix,"$26,980,663","$2,164,670","$24,815,993",8.02%,Hors de Prix,https://www.the-numbers.com/movie/Hors-de-Prix#tab=summary
160,Gonggongui jeog 3,"$26,497,132",,"$26,497,132",,Gonggongui jeog 3,https://www.the-numbers.com/movie/Gonggongui-jeog-3#tab=summary
161,U2 3D,"$26,170,402","$12,898,847","$13,271,555",49.29%,U2 3D,https://www.the-numbers.com/movie/U2-3D-(2008)#tab=summary
162,Woori Saengae Choigoeui Soongan,"$25,377,585",,"$25,377,585",,Woori Saengae Choigo,https://www.the-numbers.com/movie/Woori-Saengae-Choigoeui-Soongan-(South-Korea)-(2008)#tab=summary
163,Race,"$25,195,835","$1,367,024","$23,828,811",5.43%,Race,https://www.the-numbers.com/movie/Race-(2008)#tab=summary
164,Mad Money,"$25,044,057","$20,668,843","$4,375,214",82.53%,Mad Money,https://www.the-numbers.com/movie/Mad-Money#tab=summary
165,Recep Ivedik,"$24,878,340",,"$24,878,340",,Recep Ivedik,https://www.the-numbers.com/movie/Recep-Ivedik#tab=summary
166,"OSS 117: Le Caire, nid d'espions","$23,726,360","$303,328","$23,423,032",1.28%,"OSS 117: Le Caire, n",https://www.the-numbers.com/movie/OSS-117-Le-Caire-nid-d-espions-(France)-(2006)#tab=summary
167,Il y a longtemps que je t'aime,"$23,456,628","$3,169,305","$20,287,323",13.51%,Il y a longtemps que,https://www.the-numbers.com/movie/Il-y-a-longtemps-que-je-t-aime#tab=summary
168,La misma luna,"$23,271,741","$12,590,147","$10,681,594",54.10%,La misma luna,https://www.the-numbers.com/movie/Misma-luna-La#tab=summary
169,The Ruins,"$22,910,563","$17,432,844","$5,477,719",76.09%,The Ruins,https://www.the-numbers.com/movie/Ruins-The#tab=summary
170,Paris,"$22,850,194","$1,010,194","$21,840,000",4.42%,Paris,https://www.the-numbers.com/movie/Paris#tab=summary
171,Desu Noto 3: L: Change the World,"$22,730,665",,"$22,730,665",,Desu Noto 3: L: Chan,https://www.the-numbers.com/movie/Desu-Noto-3-L-Change-the-World#tab=summary
172,Cassandra's Dream,"$22,478,138","$973,018","$21,505,120",4.33%,Cassandra's Dream,https://www.the-numbers.com/movie/Cassandras-Dream#tab=summary
173,Disco,"$22,437,089",,"$22,437,089",,Disco,https://www.the-numbers.com/movie/Disco#tab=summary
174,My Blueberry Nights,"$22,198,996","$866,778","$21,332,218",3.90%,My Blueberry Nights,https://www.the-numbers.com/movie/My-Blueberry-Nights#tab=summary
