Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
26,The Green Hornet,"$229,155,503","$98,780,042","$130,375,461",43.11%,The Green Hornet,https://www.the-numbers.com/movie/Green-Hornet-The#tab=summary
27,Green Lantern,"$219,535,492","$116,601,172","$102,934,320",53.11%,Green Lantern,https://www.the-numbers.com/movie/Green-Lantern-(2011)#tab=summary
28,Bad Teacher,"$215,448,997","$100,292,856","$115,156,141",46.55%,Bad Teacher,https://www.the-numbers.com/movie/Bad-Teacher#tab=summary
29,Just Go With It,"$214,974,953","$103,028,109","$111,946,844",47.93%,Just Go With It,https://www.the-numbers.com/movie/Just-Go-With-It-(2011)#tab=summary
30,Battle: Los Angeles,"$213,463,976","$83,552,429","$129,911,547",39.14%,Battle: Los Angeles,https://www.the-numbers.com/movie/Battle-Los-Angeles#tab=summary
31,The Help,"$213,120,004","$169,705,587","$43,414,417",79.63%,The Help,https://www.the-numbers.com/movie/Help-The#tab=summary
32,Horrible Bosses,"$212,417,601","$117,538,559","$94,879,042",55.33%,Horrible Bosses,https://www.the-numbers.com/movie/Horrible-Bosses#tab=summary
33,Immortals,"$211,562,435","$83,504,017","$128,058,418",39.47%,Immortals,https://www.the-numbers.com/movie/Immortals#tab=summary
34,Paranormal Activity 3,"$207,039,844","$104,028,807","$103,011,037",50.25%,Paranormal Activity ,https://www.the-numbers.com/movie/Paranormal-Activity-3#tab=summary
35,Gnomeo and Juliet,"$193,737,977","$99,967,670","$93,770,307",51.60%,Gnomeo and Juliet,https://www.the-numbers.com/movie/Gnomeo-and-Juliet#tab=summary
36,Mr. Poppers’s Penguins,"$189,624,452","$68,224,452","$121,400,000",35.98%,Mr. Poppers’s Pengui,https://www.the-numbers.com/movie/Mr-Poppers-Penguins#tab=summary
37,Hop,"$188,494,082","$108,085,305","$80,408,777",57.34%,Hop,https://www.the-numbers.com/movie/Hop-(2010)#tab=summary
38,Hugo,"$180,047,784","$73,864,507","$106,183,277",41.02%,Hugo,https://www.the-numbers.com/movie/Hugo#tab=summary
39,Cowboys and Aliens,"$176,038,324","$100,368,560","$75,669,764",57.02%,Cowboys and Aliens,https://www.the-numbers.com/movie/Cowboys-and-Aliens#tab=summary
40,The Descendants,"$175,507,800","$82,624,961","$92,882,839",47.08%,The Descendants,https://www.the-numbers.com/movie/Descendants-The#tab=summary
41,Zookeeper,"$170,805,525","$80,360,866","$90,444,659",47.05%,Zookeeper,https://www.the-numbers.com/movie/Zookeeper#tab=summary
42,In Time,"$165,103,952","$37,553,932","$127,550,020",22.75%,In Time,https://www.the-numbers.com/movie/In-Time#tab=summary
43,Johnny English Reborn,"$164,640,401","$8,406,711","$156,233,690",5.11%,Johnny English Rebor,https://www.the-numbers.com/movie/Johnny-English-Reborn#tab=summary
44,Midnight in Paris,"$162,051,975","$56,816,662","$105,235,313",35.06%,Midnight in Paris,https://www.the-numbers.com/movie/Midnight-in-Paris#tab=summary
45,The Muppets,"$160,461,952","$88,625,922","$71,836,030",55.23%,The Muppets,https://www.the-numbers.com/movie/Muppets-The#tab=summary
46,Happy Feet Two,"$157,956,462","$64,006,466","$93,949,996",40.52%,Happy Feet Two,https://www.the-numbers.com/movie/Happy-Feet-2#tab=summary
47,War Horse,"$156,815,529","$79,883,359","$76,932,170",50.94%,War Horse,https://www.the-numbers.com/movie/War-Horse#tab=summary
48,Limitless,"$155,564,919","$79,249,455","$76,315,464",50.94%,Limitless,https://www.the-numbers.com/movie/Limitless-(2011)#tab=summary
49,Final Destination 5,"$155,011,165","$42,587,643","$112,423,522",27.47%,Final Destination 5,https://www.the-numbers.com/movie/Final-Destination-5#tab=summary
50,Jack and Jill,"$150,519,217","$74,158,157","$76,361,060",49.27%,Jack and Jill,https://www.the-numbers.com/movie/Jack-and-Jill#tab=summary
51,Tower Heist,"$150,422,946","$78,046,570","$72,376,376",51.88%,Tower Heist,https://www.the-numbers.com/movie/Tower-Heist#tab=summary
52,No Strings Attached,"$149,228,078","$70,662,220","$78,565,858",47.35%,No Strings Attached,https://www.the-numbers.com/movie/No-Strings-Attached#tab=summary
53,Arthur Christmas,"$147,555,243","$46,462,469","$101,092,774",31.49%,Arthur Christmas,https://www.the-numbers.com/movie/Arthur-Christmas#tab=summary
54,New Year’s Eve,"$146,850,273","$54,544,638","$92,305,635",37.14%,New Year’s Eve,https://www.the-numbers.com/movie/New-Years-Eve#tab=summary
55,Friends with Benefits,"$146,595,891","$55,802,754","$90,793,137",38.07%,Friends with Benefit,https://www.the-numbers.com/movie/Friends-with-Benefits#tab=summary
56,"Crazy, Stupid, Love","$146,493,974","$84,351,197","$62,142,777",57.58%,"Crazy, Stupid, Love",https://www.the-numbers.com/movie/Crazy-Stupid-Love#tab=summary
57,I am Number Four,"$146,195,159","$55,100,437","$91,094,722",37.69%,I am Number Four,https://www.the-numbers.com/movie/I-am-Number-Four#tab=summary
58,Source Code,"$140,428,499","$54,712,227","$85,716,272",38.96%,Source Code,https://www.the-numbers.com/movie/Source-Code#tab=summary
59,The Three Musketeers,"$139,877,913","$20,377,913","$119,500,000",14.57%,The Three Musketeers,https://www.the-numbers.com/movie/Three-Musketeers-The#tab=summary
60,Contagion,"$137,203,939","$75,658,097","$61,545,842",55.14%,Contagion,https://www.the-numbers.com/movie/Contagion#tab=summary
61,Unknown,"$136,123,083","$63,686,397","$72,436,686",46.79%,Unknown,https://www.the-numbers.com/movie/Unknown-(2011)#tab=summary
62,The Artist,"$128,100,584","$44,667,095","$83,433,489",34.87%,The Artist,https://www.the-numbers.com/movie/Artist-The#tab=summary
63,The Adjustment Bureau,"$126,931,325","$62,495,645","$64,435,680",49.24%,The Adjustment Burea,https://www.the-numbers.com/movie/Adjustment-Bureau-The#tab=summary
64,We Bought a Zoo,"$118,729,073","$75,624,550","$43,104,523",63.70%,We Bought a Zoo,https://www.the-numbers.com/movie/We-Bought-a-Zoo#tab=summary
65,Water for Elephants,"$116,809,717","$58,709,717","$58,100,000",50.26%,Water for Elephants,https://www.the-numbers.com/movie/Water-for-Elephants-(2011)#tab=summary
66,Moneyball,"$111,222,017","$75,605,492","$35,616,525",67.98%,Moneyball,https://www.the-numbers.com/movie/Moneyball-(2011)#tab=summary
67,Sanctum,"$108,957,098","$23,209,310","$85,747,788",21.30%,Sanctum,https://www.the-numbers.com/movie/Sanctum#tab=summary
68,Paul,"$101,162,106","$37,412,945","$63,749,161",36.98%,Paul,https://www.the-numbers.com/movie/Paul#tab=summary
69,Insidious,"$99,870,886","$54,009,150","$45,861,736",54.08%,Insidious,https://www.the-numbers.com/movie/Insidious-(2010)#tab=summary
70,Justin Bieber: Never Say Never,"$99,034,125","$73,013,910","$26,020,215",73.73%,Justin Bieber: Never,https://www.the-numbers.com/movie/Justin-Bieber-Never-Say-Never#tab=summary
71,The Rite,"$97,143,987","$33,047,633","$64,096,354",34.02%,The Rite,https://www.the-numbers.com/movie/Rite-The#tab=summary
72,Dolphin Tale,"$96,068,724","$72,286,779","$23,781,945",75.24%,Dolphin Tale,https://www.the-numbers.com/movie/Dolphin-Tale#tab=summary
73,Scream 4,"$95,989,590","$38,180,928","$57,808,662",39.78%,Scream 4,https://www.the-numbers.com/movie/Scream-4#tab=summary
74,Red Riding Hood,"$91,678,442","$37,662,162","$54,016,280",41.08%,Red Riding Hood,https://www.the-numbers.com/movie/Red-Riding-Hood#tab=summary
75,Season of the Witch,"$91,126,600","$24,827,228","$66,299,372",27.24%,Season of the Witch,https://www.the-numbers.com/movie/Season-of-the-Witch#tab=summary
76,Rien à déclarer,"$89,934,733","$182,295","$89,752,438",0.20%,Rien à déclarer,https://www.the-numbers.com/movie/Rien-a-declarer-(France)#tab=summary
77,Sucker Punch,"$89,758,389","$36,392,502","$53,365,887",40.54%,Sucker Punch,https://www.the-numbers.com/movie/Suckerpunch#tab=summary
78,Hall Pass,"$87,173,475","$45,060,734","$42,112,741",51.69%,Hall Pass,https://www.the-numbers.com/movie/Hall-Pass#tab=summary
79,The Lincoln Lawyer,"$87,145,086","$58,009,200","$29,135,886",66.57%,The Lincoln Lawyer,https://www.the-numbers.com/movie/Lincoln-Lawyer-The#tab=summary
80,Abduction,"$86,648,359","$28,087,155","$58,561,204",32.42%,Abduction,https://www.the-numbers.com/movie/Abduction#tab=summary
81,J. Edgar,"$84,606,030","$37,306,030","$47,300,000",44.09%,J. Edgar,https://www.the-numbers.com/movie/J-Edgar#tab=summary
82,Priest,"$84,154,026","$29,136,626","$55,017,400",34.62%,Priest,https://www.the-numbers.com/movie/Priest-(2010)#tab=summary
83,"Big Mommas: Like Father, Like Son","$82,332,450","$37,915,414","$44,417,036",46.05%,Big Mommas: Like Fat,https://www.the-numbers.com/movie/Big-Mommas-Like-Father-Like-Son#tab=summary
84,Tinker Tailor Soldier Spy,"$81,428,388","$24,149,393","$57,278,995",29.66%,Tinker Tailor Soldie,https://www.the-numbers.com/movie/Tinker-Tailor-Soldier-Spy-(2011-United-Kingdom)#tab=summary
85,Drive,"$81,357,930","$35,060,689","$46,297,241",43.09%,Drive,https://www.the-numbers.com/movie/Drive#tab=summary
86,Spy Kids: All the Time in the World,"$80,681,183","$38,536,376","$42,144,807",47.76%,Spy Kids: All the Ti,https://www.the-numbers.com/movie/Spy-Kids-4-All-the-Time-in-the-World#tab=summary
87,The Ides of March,"$77,735,925","$40,962,534","$36,773,391",52.69%,The Ides of March,https://www.the-numbers.com/movie/Ides-of-March-The#tab=summary
88,The Mechanic,"$76,347,393","$29,121,498","$47,225,895",38.14%,The Mechanic,https://www.the-numbers.com/movie/Mechanic-The-(2011)#tab=summary
89,The Change-Up,"$75,997,067","$37,243,418","$38,753,649",49.01%,The Change-Up,https://www.the-numbers.com/movie/Change-Up-The#tab=summary
90,Diary of a Wimpy Kid: Rodrick Rules,"$73,695,194","$52,698,535","$20,996,659",71.51%,Diary of a Wimpy Kid,https://www.the-numbers.com/movie/Diary-of-A-Wimpy-Kid-Rodrick-Rules#tab=summary
91,Colombiana,"$72,295,262","$36,665,854","$35,629,408",50.72%,Colombiana,https://www.the-numbers.com/movie/Colombiana#tab=summary
92,The Dilemma,"$70,546,865","$48,475,290","$22,071,575",68.71%,The Dilemma,https://www.the-numbers.com/movie/Dilemma-The#tab=summary
93,Killer Elite,"$65,409,046","$25,124,986","$40,284,060",38.41%,Killer Elite,https://www.the-numbers.com/movie/Killer-Elite#tab=summary
94,Hanna,"$65,343,694","$40,259,119","$25,084,575",61.61%,Hanna,https://www.the-numbers.com/movie/Hanna#tab=summary
95,Something Borrowed,"$65,084,116","$39,046,489","$26,037,627",59.99%,Something Borrowed,https://www.the-numbers.com/movie/Something-Borrowed-(2011)#tab=summary
96,The Darkest Hour,"$64,626,786","$21,443,494","$43,183,292",33.18%,The Darkest Hour,https://www.the-numbers.com/movie/Darkest-Hour-The#tab=summary
97,Tropa de Elite 2: O Inimigo Agora É Outro,"$64,307,758","$100,119","$64,207,639",0.16%,Tropa de Elite 2: O ,https://www.the-numbers.com/movie/Tropa-de-Elite-2-(2010-Brazil)#tab=summary
98,Conan the Barbarian,"$63,356,133","$21,295,021","$42,061,112",33.61%,Conan the Barbarian,https://www.the-numbers.com/movie/Conan-the-Barbarian(2011)#tab=summary
99,Footloose,"$62,989,834","$51,802,742","$11,187,092",82.24%,Footloose,https://www.the-numbers.com/movie/Footloose-(2011)#tab=summary
100,The Tree of Life,"$61,721,826","$13,305,665","$48,416,161",21.56%,The Tree of Life,https://www.the-numbers.com/movie/Tree-of-Life-The-(2011)#tab=summary
101,Larry Crowne,"$61,449,135","$35,608,245","$25,840,890",57.95%,Larry Crowne,https://www.the-numbers.com/movie/Larry-Crowne-(2011)#tab=summary
102,Jiàn Dǎng Wěi Yè,"$60,248,011","$151,305","$60,096,706",0.25%,Jiàn Dǎng Wěi Yè,https://www.the-numbers.com/movie/Jian-Dang-Wei-Ye#tab=summary
103,One Day,"$59,168,692","$13,843,771","$45,324,921",23.40%,One Day,https://www.the-numbers.com/movie/One-Day#tab=summary
104,Extremely Loud and Incredibly Close,"$55,247,881","$31,847,881","$23,400,000",57.65%,Extremely Loud and I,https://www.the-numbers.com/movie/Extremely-Loud-and-Incredibly-Close#tab=summary
105,Shi Lian 33 Tian,"$54,640,000",,"$54,640,000",,Shi Lian 33 Tian,https://www.the-numbers.com/movie/Shi-Lian-33-tian-(2011-China)#tab=summary
106,Madea’s Big Happy Family,"$54,160,818","$53,345,287","$815,531",98.49%,Madea’s Big Happy Fa,https://www.the-numbers.com/movie/Madeas-Big-Happy-Family-(2011)#tab=summary
107,Choi-jong-byeong-gi-hwal,"$52,760,691","$40,685","$52,720,006",0.08%,Choi-jong-byeong-gi-,https://www.the-numbers.com/movie/Choi-jong-byeong-gi-hwal#tab=summary
108,The Roommate,"$52,545,707","$37,300,107","$15,245,600",70.99%,The Roommate,https://www.the-numbers.com/movie/Roommate-The#tab=summary
109,Bodyguard,"$51,119,758","$1,834,384","$49,285,374",3.59%,Bodyguard,https://www.the-numbers.com/movie/Bodyguard-(2011-India)#tab=summary
110,Gekijouban Pokketo monsutâ Besuto wisshu: Pikut…,"$50,776,443",,"$50,776,443",,Gekijouban Pokketo m,https://www.the-numbers.com/movie/Gekijouban-Pokketo-monsuta-Besuto-wisshu-Pikutini-to-kuroku-eiyuu-Zekuromu-(2011-Japan)#tab=summary
111,Winnie the Pooh,"$50,145,607","$26,692,846","$23,452,761",53.23%,Winnie the Pooh,https://www.the-numbers.com/movie/Winnie-the-Pooh-(2011)#tab=summary
112,Ip Man: Legend of the Grand Master,"$49,721,954","$205,675","$49,516,279",0.41%,Ip Man: Legend of th,https://www.the-numbers.com/movie/Ip-Man-Legend-of-the-Grand-Master-(2010-Hong-Kong)#tab=summary
113,Arthur et la vengeance de Maltazard,"$48,995,492","$347,136","$48,648,356",0.71%,Arthur et la vengean,https://www.the-numbers.com/movie/Arthur-et-la-vengeance-de-Maltazard-(2010-France)#tab=summary
114,Sutekina kanashibari,"$47,966,182",,"$47,966,182",,Sutekina kanashibari,https://www.the-numbers.com/movie/Sutekina-kanashibari-(2011-Japan)#tab=summary
115,Sunny,"$47,958,698",,"$47,958,698",,Sunny,https://www.the-numbers.com/movie/Sunny-(2011-South-Korea)#tab=summary
116,Arthur,"$47,787,943","$33,035,397","$14,752,546",69.13%,Arthur,https://www.the-numbers.com/movie/Arthur-(2011)#tab=summary
117,Born to be Wild 3D,"$47,291,617","$36,951,135","$10,340,482",78.13%,Born to be Wild 3D,https://www.the-numbers.com/movie/Born-to-be-Wild-3D#tab=summary
118,Soul Surfer,"$47,135,489","$43,853,424","$3,282,065",93.04%,Soul Surfer,https://www.the-numbers.com/movie/Soul-Surfer#tab=summary
119,Meitantei Conan: Chinmoku no kuôtâ,"$47,024,973",,"$47,024,973",,Meitantei Conan: Chi,https://www.the-numbers.com/movie/Meitantei-Conan-Chinmoku-no-kuota-(2011-Japan)#tab=summary
120,The Debt,"$46,604,054","$31,177,548","$15,426,506",66.90%,The Debt,https://www.the-numbers.com/movie/Debt-The#tab=summary
121,Des Hommes et Des Dieux,"$46,263,525","$3,954,651","$42,308,874",8.55%,Des Hommes et Des Di,https://www.the-numbers.com/movie/Des-Hommes-et-Des-Dieux#tab=summary
122,Ra. One,"$44,549,121","$2,509,150","$42,039,971",5.63%,Ra. One,https://www.the-numbers.com/movie/Ra-One#tab=summary
123,Dream House,"$41,642,166","$21,302,340","$20,339,826",51.16%,Dream House,https://www.the-numbers.com/movie/Dream-House#tab=summary
124,50/50,"$41,334,735","$35,016,118","$6,318,617",84.71%,50/50,https://www.the-numbers.com/movie/5050#tab=summary
125,30 Minutes or Less,"$41,146,935","$37,053,924","$4,093,011",90.05%,30 Minutes or Less,https://www.the-numbers.com/movie/30-Minutes-or-Less#tab=summary
126,Drive Angry,"$41,042,583","$10,721,033","$30,321,550",26.12%,Drive Angry,https://www.the-numbers.com/movie/Drive-Angry#tab=summary
127,Fright Night,"$40,520,649","$18,298,649","$22,222,000",45.16%,Fright Night,https://www.the-numbers.com/movie/Fright-Night-(2011)#tab=summary
128,Monte Carlo,"$39,686,769","$23,186,769","$16,500,000",58.42%,Monte Carlo,https://www.the-numbers.com/movie/Monte-Carlo-(2011)#tab=summary
129,Mars Needs Moms,"$39,549,758","$21,392,758","$18,157,000",54.09%,Mars Needs Moms,https://www.the-numbers.com/movie/Mars-Needs-Moms#tab=summary
130,Overheard 2,"$39,479,263",,"$39,479,263",,Overheard 2,https://www.the-numbers.com/movie/Overheard-2-(2011-Hong-Kong)#tab=summary
131,Don’t Be Afraid of the Dark,"$39,126,427","$24,046,682","$15,079,745",61.46%,Don’t Be Afraid of t,https://www.the-numbers.com/movie/Dont-Be-Afraid-of-the-Dark#tab=summary
132,The Eagle,"$38,993,548","$19,490,041","$19,503,507",49.98%,The Eagle,https://www.the-numbers.com/movie/Eagle-The#tab=summary
133,The Sitter,"$38,749,404","$30,542,576","$8,206,828",78.82%,The Sitter,https://www.the-numbers.com/movie/Sitter-The#tab=summary
134,Redi,"$38,734,626","$934,951","$37,799,675",2.41%,Redi,https://www.the-numbers.com/movie/Redi-(2011-India)#tab=summary
135,Jumping the Broom,"$38,158,601","$37,295,394","$863,207",97.74%,Jumping the Broom,https://www.the-numbers.com/movie/Jumping-the-Broom-(2010)#tab=summary
136,La piel que habito,"$38,156,027","$3,185,193","$34,970,834",8.35%,La piel que habito,https://www.the-numbers.com/movie/piel-que-habito-La#tab=summary
137,Carnage,"$38,112,154","$2,546,747","$35,565,407",6.68%,Carnage,https://www.the-numbers.com/movie/Carnage#tab=summary
138,Beastly,"$38,028,230","$27,865,571","$10,162,659",73.28%,Beastly,https://www.the-numbers.com/movie/Beastly#tab=summary
139,A Very Harold & Kumar 3D Christmas,"$36,265,745","$35,061,031","$1,204,714",96.68%,A Very Harold & Kuma,https://www.the-numbers.com/movie/Very-Harold-and-Kumar-Christmas-A#tab=summary
140,Courageous,"$35,680,886","$35,017,223","$663,663",98.14%,Courageous,https://www.the-numbers.com/movie/Courageous#tab=summary
141,Die Welle,"$35,122,948",,"$35,122,948",,Die Welle,https://www.the-numbers.com/movie/Welle-Die-(2007-Germany)#tab=summary
142,Shaolin,"$35,066,099","$66,099","$35,000,000",0.19%,Shaolin,https://www.the-numbers.com/movie/Shaolin-(2011-China)#tab=summary
143,"Na xie nian, wo men yi qi zhui de nv hai","$34,441,212",,"$34,441,212",,"Na xie nian, wo men ",https://www.the-numbers.com/movie/Na-xie-nian-wo-men-yi-qi-zhui-de-nv-hai-(2011-Taiwan)#tab=summary
144,My Week with Marilyn,"$34,240,572","$14,597,405","$19,643,167",42.63%,My Week with Marilyn,https://www.the-numbers.com/movie/My-Week-with-Marilyn#tab=summary
145,Potiche,"$34,152,587","$1,618,844","$32,533,743",4.74%,Potiche,https://www.the-numbers.com/movie/Potiche-(2010-France)#tab=summary
146,Don 2,"$34,053,090","$3,674,480","$30,378,610",10.79%,Don 2,https://www.the-numbers.com/movie/Don-2#tab=summary
147,Jane Eyre,"$33,978,342","$11,242,660","$22,735,682",33.09%,Jane Eyre,https://www.the-numbers.com/movie/Jane-Eyre-(2010)#tab=summary
148,Gantz: Perfect Answer,"$32,855,277",,"$32,855,277",,Gantz: Perfect Answe,https://www.the-numbers.com/movie/Gantz-Perfect-Answer-(2011-Japan)#tab=summary
149,Wan-deuk-i,"$32,466,461",,"$32,466,461",,Wan-deuk-i,https://www.the-numbers.com/movie/Wan-deuk-i-(2011-South-Korea)#tab=summary
150,Bai she chuan shuo,"$32,142,621","$18,759","$32,123,862",0.06%,Bai she chuan shuo,https://www.the-numbers.com/movie/Bai-she-chuan-shuo-(2011-Hong-Kong)#tab=summary
151,Ready,"$31,009,244",,"$31,009,244",,Ready,https://www.the-numbers.com/movie/Ready-(2011-India)#tab=summary
152,"Vysotsky. Spasibo, Chto Zhivoi","$30,896,024",,"$30,896,024",,"Vysotsky. Spasibo, C",https://www.the-numbers.com/movie/Vysotsky-Spasibo-Chto-Zhivoi-(2011-Russia)#tab=summary
153,What's Your Number?,"$30,163,785","$14,011,084","$16,152,701",46.45%,What's Your Number?,https://www.the-numbers.com/movie/Whats-Your-Number#tab=summary
154,Zindagi Na Milegi Dobara,"$29,259,272","$3,103,656","$26,155,616",10.61%,Zindagi Na Milegi Do,https://www.the-numbers.com/movie/Zindagi-Na-Milegi-Dobara#tab=summary
155,Do-ga-ni,"$29,056,658",,"$29,056,658",,Do-ga-ni,https://www.the-numbers.com/movie/Do-ga-ni#tab=summary
156,Singham,"$28,581,709","$350,864","$28,230,845",1.23%,Singham,https://www.the-numbers.com/movie/Singham#tab=summary
157,Huà Bì,"$28,134,879",,"$28,134,879",,Huà Bì,https://www.the-numbers.com/movie/Hua-Bi#tab=summary
158,The Thing,"$27,573,078","$16,999,934","$10,573,144",61.65%,The Thing,https://www.the-numbers.com/movie/Thing-The-(2011)#tab=summary
159,Jing mo fung wan: Chen Zhen,"$26,822,441","$50,433","$26,772,008",0.19%,Jing mo fung wan: Ch,https://www.the-numbers.com/movie/Jing-mo-fung-wan-Chen-Zhen#tab=summary
160,The Way Back,"$26,524,989","$2,719,296","$23,805,693",10.25%,The Way Back,https://www.the-numbers.com/movie/Way-Back-The#tab=summary
161,Apollo 18,"$26,517,819","$17,686,929","$8,830,890",66.70%,Apollo 18,https://www.the-numbers.com/movie/Apollo-18#tab=summary
162,Your Highness,"$26,121,638","$21,596,445","$4,525,193",82.68%,Your Highness,https://www.the-numbers.com/movie/Your-Highness#tab=summary
163,Our Idiot Brother,"$25,861,249","$24,814,830","$1,046,419",95.95%,Our Idiot Brother,https://www.the-numbers.com/movie/Our-Idiot-Brother#tab=summary
164,Elle s'appelait Sarah,"$25,480,031","$7,691,700","$17,788,331",30.19%,Elle s'appelait Sara,https://www.the-numbers.com/movie/Elle-s-appelait-Sarah#tab=summary
165,A Chinese Ghost Story (倩女幽魂),"$25,141,990",,"$25,141,990",,A Chinese Ghost Stor,https://www.the-numbers.com/movie/Chinese-Ghost-Story-A-(2011-China)#tab=summary
166,Ivan Tsarevich i Seryy Volk,"$25,047,727",,"$25,047,727",,Ivan Tsarevich i Ser,https://www.the-numbers.com/movie/Ivan-Tsarevich-i-Seryy-Volk#tab=summary
167,Monsieur Lazhar,"$24,819,901","$3,371,810","$21,448,091",13.59%,Monsieur Lazhar,https://www.the-numbers.com/movie/Monsieur-Lazhar#tab=summary
168,Biutiful,"$24,687,524","$5,101,237","$19,586,287",20.66%,Biutiful,https://www.the-numbers.com/movie/Biutiful#tab=summary
169,I Don't Know How She Does It,"$24,474,463","$9,659,074","$14,815,389",39.47%,I Don't Know How She,https://www.the-numbers.com/movie/I-Dont-Know-How-She-Does-It#tab=summary
170,Pina,"$24,460,758","$3,520,458","$20,940,300",14.39%,Pina,https://www.the-numbers.com/movie/Pina-(Germany)#tab=summary
171,Jodaeiye Nader az Simin,"$24,426,169","$7,098,492","$17,327,677",29.06%,Jodaeiye Nader az Si,https://www.the-numbers.com/movie/Jodaeiye-Nader-az-Simin#tab=summary
172,Eiga Kaibutsu-kun,"$24,266,083",,"$24,266,083",,Eiga Kaibutsu-kun,https://www.the-numbers.com/movie/Eiga-Kaibutsu-kun#tab=summary
173,Warrior,"$24,215,385","$13,657,115","$10,558,270",56.40%,Warrior,https://www.the-numbers.com/movie/Warrior#tab=summary
