Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
30,Dark Shadows,"$245,564,215","$79,727,149","$165,837,066",32.47%,Dark Shadows,https://www.the-numbers.com/movie/Dark-Shadows#tab=summary
31,Resident Evil: Retribution,"$240,647,629","$42,345,531","$198,302,098",17.60%,Resident Evil: Retri,https://www.the-numbers.com/movie/Resident-Evil-Retribution#tab=summary
32,American Reunion,"$236,799,211","$56,758,835","$180,040,376",23.97%,American Reunion,https://www.the-numbers.com/movie/American-Reunion#tab=summary
33,Silver Linings Playbook,"$236,412,453","$132,092,958","$104,319,495",55.87%,Silver Linings Playb,https://www.the-numbers.com/movie/Silver-Linings-Playbook#tab=summary
34,Argo,"$227,140,757","$136,025,503","$91,115,254",59.89%,Argo,https://www.the-numbers.com/movie/Argo#tab=summary
35,Jack Reacher,"$217,370,736","$80,070,736","$137,300,000",36.84%,Jack Reacher,https://www.the-numbers.com/movie/Jack-Reacher#tab=summary
36,Total Recall,"$211,856,088","$58,877,969","$152,978,119",27.79%,Total Recall,https://www.the-numbers.com/movie/Total-Recall-(Remake)#tab=summary
37,Safe House,"$207,884,401","$126,181,630","$81,702,771",60.70%,Safe House,https://www.the-numbers.com/movie/Safe-House#tab=summary
38,Ren zai jiong tu zhi tai jiong,"$205,400,000",,"$205,400,000",,Ren zai jiong tu zhi,https://www.the-numbers.com/movie/Ren-zai-jiong-tu-zhi-tai-jiong#tab=summary
39,21 Jump Street,"$202,812,429","$138,447,667","$64,364,762",68.26%,21 Jump Street,https://www.the-numbers.com/movie/21-Jump-Street#tab=summary
40,The Vow,"$197,618,160","$125,014,030","$72,604,130",63.26%,The Vow,https://www.the-numbers.com/movie/Vow-The#tab=summary
41,The Dictator,"$180,148,897","$59,650,222","$120,498,675",33.11%,The Dictator,https://www.the-numbers.com/movie/Dictator-The#tab=summary
42,Mirror Mirror,"$173,613,482","$64,935,167","$108,678,315",37.40%,Mirror Mirror,https://www.the-numbers.com/movie/Mirror-Mirror#tab=summary
43,Magic Mike,"$170,549,753","$113,721,571","$56,828,182",66.68%,Magic Mike,https://www.the-numbers.com/movie/Magic-Mike#tab=summary
44,Looper,"$170,466,405","$66,486,205","$103,980,200",39.00%,Looper,https://www.the-numbers.com/movie/Looper#tab=summary
45,Shi Er Sheng Xiao,"$169,994,606",,"$169,994,606",,Shi Er Sheng Xiao,https://www.the-numbers.com/movie/Shi-Er-Sheng-Xiao#tab=summary
46,The Impossible,"$169,590,606","$19,019,882","$150,570,724",11.22%,The Impossible,https://www.the-numbers.com/movie/Impossible-The#tab=summary
47,Step Up Revolution,"$165,552,290","$35,074,677","$130,477,613",21.19%,Step Up Revolution,https://www.the-numbers.com/movie/Step-Up-Revolution#tab=summary
48,Flight,"$160,558,438","$93,772,375","$66,786,063",58.40%,Flight,https://www.the-numbers.com/movie/Flight#tab=summary
49,Underworld: Awakening,"$160,379,930","$62,321,039","$98,058,891",38.86%,Underworld: Awakenin,https://www.the-numbers.com/movie/Underworld-Awakening-(2012)#tab=summary
50,This Means War,"$156,974,557","$54,760,791","$102,213,766",34.89%,This Means War,https://www.the-numbers.com/movie/This-Means-War#tab=summary
51,Arrietty (借りぐらしのアリエッティ),"$151,496,097","$19,192,510","$132,303,587",12.67%,Arrietty (借りぐらしのアリエッ,https://www.the-numbers.com/movie/Arrietty-(2010-Japan)#tab=summary
52,Ghost Rider: Spirit of Vengeance,"$149,217,355","$51,774,002","$97,443,353",34.70%,Ghost Rider: Spirit ,https://www.the-numbers.com/movie/Ghost-Rider-Spirit-of-Vengeance#tab=summary
53,Paranormal Activity 4,"$142,817,992","$53,900,335","$88,917,657",37.74%,Paranormal Activity ,https://www.the-numbers.com/movie/Paranormal-Activity-4#tab=summary
54,Abraham Lincoln: Vampire Hunter,"$137,489,730","$37,519,139","$99,970,591",27.29%,Abraham Lincoln: Vam,https://www.the-numbers.com/movie/Abraham-Lincoln-Vampire-Hunter#tab=summary
55,The Pirates! Band of Misfits,"$136,143,605","$31,051,126","$105,092,479",22.81%,The Pirates! Band of,https://www.the-numbers.com/movie/Pirates-Band-of-Misfits-The#tab=summary
56,The Best Exotic Marigold Hotel,"$134,639,780","$46,383,639","$88,256,141",34.45%,The Best Exotic Mari,https://www.the-numbers.com/movie/Best-Exotic-Marigold-Hotel-The#tab=summary
57,Zero Dark Thirty,"$134,612,435","$95,720,716","$38,891,719",71.11%,Zero Dark Thirty,https://www.the-numbers.com/movie/Zero-Dark-Thirty#tab=summary
58,Hope Springs,"$133,085,295","$63,536,011","$69,549,284",47.74%,Hope Springs,https://www.the-numbers.com/movie/Hope-Springs#tab=summary
59,Cloud Atlas,"$130,673,154","$27,108,272","$103,564,882",20.75%,Cloud Atlas,https://www.the-numbers.com/movie/Cloud-Atlas#tab=summary
60,The Woman in Black,"$128,955,898","$54,333,290","$74,622,608",42.13%,The Woman in Black,https://www.the-numbers.com/movie/Woman-in-Black-The#tab=summary
61,Sap ji sang ciu,"$128,230,000",,"$128,230,000",,Sap ji sang ciu,https://www.the-numbers.com/movie/Sap-ji-sang-ciu#tab=summary
62,Chronicle,"$123,681,790","$64,575,175","$59,106,615",52.21%,Chronicle,https://www.the-numbers.com/movie/Chronicle#tab=summary
63,Parental Guidance,"$120,832,383","$77,267,296","$43,565,087",63.95%,Parental Guidance,https://www.the-numbers.com/movie/Parental-Guidance#tab=summary
64,Hua Pi 2,"$118,528,842","$33,212","$118,495,630",0.03%,Hua Pi 2,https://www.the-numbers.com/movie/Hua-Pi-Er#tab=summary
65,Pitch Perfect,"$116,044,347","$65,001,093","$51,043,254",56.01%,Pitch Perfect,https://www.the-numbers.com/movie/Pitch-Perfect#tab=summary
66,The Iron Lady,"$115,592,104","$29,959,436","$85,632,668",25.92%,The Iron Lady,https://www.the-numbers.com/movie/Iron-Lady-The#tab=summary
67,Think Like a Man,"$113,373,764","$91,547,205","$21,826,559",80.75%,Think Like a Man,https://www.the-numbers.com/movie/Think-Like-a-Man#tab=summary
68,ParaNorman,"$108,119,662","$56,003,051","$52,116,611",51.80%,ParaNorman,https://www.the-numbers.com/movie/ParaNorman#tab=summary
69,The Campaign,"$104,907,746","$86,907,746","$18,000,000",82.84%,The Campaign,https://www.the-numbers.com/movie/Campaign-The#tab=summary
70,Project X,"$103,028,188","$54,731,865","$48,296,323",53.12%,Project X,https://www.the-numbers.com/movie/Project-X-(2011)#tab=summary
71,The Devil Inside,"$101,759,490","$53,262,945","$48,496,545",52.34%,The Devil Inside,https://www.the-numbers.com/movie/Devil-Inside-The#tab=summary
72,Contraband,"$98,406,855","$66,528,000","$31,878,855",67.61%,Contraband,https://www.the-numbers.com/movie/Contraband#tab=summary
73,Jin líng shí san chai,"$98,227,017","$311,434","$97,915,583",0.32%,Jin líng shí san cha,https://www.the-numbers.com/movie/Jin-ling-shi-san-chai#tab=summary
74,The Lucky One,"$96,633,833","$60,457,138","$36,176,695",62.56%,The Lucky One,https://www.the-numbers.com/movie/Lucky-One-The#tab=summary
75,"Gwanghae, Wangyidoen namja","$90,913,144","$922,921","$89,990,223",1.02%,"Gwanghae, Wangyidoen",https://www.the-numbers.com/movie/Gwanghae-Wangyidoen-namja#tab=summary
76,This is 40,"$90,221,182","$67,544,505","$22,676,677",74.87%,This is 40,https://www.the-numbers.com/movie/This-is-40#tab=summary
77,What to Expect When You’re Expecting,"$88,473,016","$41,152,203","$47,320,813",46.51%,What to Expect When ,https://www.the-numbers.com/movie/What-to-Expect-When-Your-Expecting#tab=summary
78,Brave Hearts Umizaru,"$88,331,372",,"$88,331,372",,Brave Hearts Umizaru,https://www.the-numbers.com/movie/Brave-Hearts-Umizaru#tab=summary
79,Sinister,"$87,727,807","$48,086,903","$39,640,904",54.81%,Sinister,https://www.the-numbers.com/movie/Sinister#tab=summary
80,Dodookdeul,"$86,960,532","$532,699","$86,427,833",0.61%,Dodookdeul,https://www.the-numbers.com/movie/Dodookdeul#tab=summary
81,The Inbetweeners,"$86,051,320","$35,955","$86,015,365",0.04%,The Inbetweeners,https://www.the-numbers.com/movie/Inbetweeners-Movie-The#tab=summary
82,Flying Swords of Dragon Gate (龍門飛甲),"$85,130,718","$170,276","$84,960,442",0.20%,Flying Swords of Dra,https://www.the-numbers.com/movie/Flying-Swords-of-Dragon-Gate-(2011-China)#tab=summary
83,The Possession,"$82,925,064","$49,130,588","$33,794,476",59.25%,The Possession,https://www.the-numbers.com/movie/Possession-The-(2011)#tab=summary
84,Savages,"$82,513,490","$47,323,100","$35,190,390",57.35%,Savages,https://www.the-numbers.com/movie/Savages#tab=summary
85,Act of Valor,"$82,497,035","$70,012,847","$12,484,188",84.87%,Act of Valor,https://www.the-numbers.com/movie/Act-of-Valor#tab=summary
86,The Grey,"$81,249,176","$51,580,136","$29,669,040",63.48%,The Grey,https://www.the-numbers.com/movie/Grey-The#tab=summary
87,Frankenweenie,"$81,150,788","$35,287,788","$45,863,000",43.48%,Frankenweenie,https://www.the-numbers.com/movie/Frankenweenie#tab=summary
88,Diary of a Wimpy Kid: Dog Days,"$77,229,695","$49,008,662","$28,221,033",63.46%,Diary of a Wimpy Kid,https://www.the-numbers.com/movie/Diary-of-a-Wimpy-Kid-Dog-Days#tab=summary
89,Thermae Romae,"$75,387,554",,"$75,387,554",,Thermae Romae,https://www.the-numbers.com/movie/Thermae-Romae-(2012-Japan)#tab=summary
90,To Rome with Love,"$74,290,305","$16,684,352","$57,605,953",22.46%,To Rome with Love,https://www.the-numbers.com/movie/To-Rome-with-Love-(2012)#tab=summary
91,Here Comes the Boom,"$73,239,258","$45,290,318","$27,948,940",61.84%,Here Comes the Boom,https://www.the-numbers.com/movie/Here-Comes-the-Boom#tab=summary
92,Anna Karenina,"$71,004,627","$12,816,367","$58,188,260",18.05%,Anna Karenina,https://www.the-numbers.com/movie/Anna-Karenina-(2012)#tab=summary
93,The Cabin in the Woods,"$70,683,134","$42,073,277","$28,609,857",59.52%,The Cabin in the Woo,https://www.the-numbers.com/movie/Cabin-in-the-Woods#tab=summary
94,One Piece Film Z,"$70,569,231",,"$70,569,231",,One Piece Film Z,https://www.the-numbers.com/movie/One-Piece-Film-Z-(2012-Japan)#tab=summary
95,Bayside Shakedown The Final: The New Hope,"$70,519,044",,"$70,519,044",,Bayside Shakedown Th,https://www.the-numbers.com/movie/Bayside-Shakedown-The-Final-The-New-Hope-(2012-Japan)#tab=summary
96,Moonrise Kingdom,"$68,848,446","$45,512,466","$23,335,980",66.11%,Moonrise Kingdom,https://www.the-numbers.com/movie/Moonrise-Kingdom-(2012)#tab=summary
97,The Watch,"$67,130,045","$34,353,000","$32,777,045",51.17%,The Watch,https://www.the-numbers.com/movie/Watch-The#tab=summary
98,Secret of the Wings,"$67,084,376",,"$67,084,376",,Secret of the Wings,https://www.the-numbers.com/movie/Secret-of-the-Wings-(2012)#tab=summary
99,Tyler Perry’s Madea’s Witness Protection,"$66,950,887","$65,653,242","$1,297,645",98.06%,Tyler Perry’s Madea’,https://www.the-numbers.com/movie/Tyler-Perrys-Madeas-Witness-Protection#tab=summary
100,Ek Tha Tiger,"$62,347,774","$2,347,774","$60,000,000",3.77%,Ek Tha Tiger,https://www.the-numbers.com/movie/Ek-Tha-Tiger-(2012-India)#tab=summary
101,The Five-Year Engagement,"$61,623,819","$28,700,285","$32,923,534",46.57%,The Five-Year Engage,https://www.the-numbers.com/movie/Five-Year-Engagement-The-(2011)#tab=summary
102,Rock of Ages,"$61,031,932","$38,518,613","$22,513,319",63.11%,Rock of Ages,https://www.the-numbers.com/movie/Rock-of-Ages#tab=summary
103,Astérix et Obélix: Au service de Sa Majesté,"$60,680,125",,"$60,680,125",,Astérix et Obélix: A,https://www.the-numbers.com/movie/Asterix-et-Obelix-Au-service-de-Sa-Majeste-(2012-France)#tab=summary
104,That’s My Boy,"$58,879,681","$36,931,089","$21,948,592",62.72%,That’s My Boy,https://www.the-numbers.com/movie/Thats-My-Boy#tab=summary
105,End of Watch,"$57,586,606","$41,003,371","$16,583,235",71.20%,End of Watch,https://www.the-numbers.com/movie/End-of-Watch#tab=summary
106,Evangelion Shin Gekijôban: Kyu,"$57,019,825",,"$57,019,825",,Evangelion Shin Geki,https://www.the-numbers.com/movie/Evangelion-Shin-Gekijoban-Kyu-(2012-Japan)#tab=summary
107,Quartet,"$56,178,935","$18,388,357","$37,790,578",32.73%,Quartet,https://www.the-numbers.com/movie/Quartet#tab=summary
108,Silent Hill: Revelation 3D,"$55,975,672","$17,530,219","$38,445,453",31.32%,Silent Hill: Revelat,https://www.the-numbers.com/movie/Silent-Hill-Revelation-3D#tab=summary
109,Yi jiu si er,"$55,287,687","$212,475","$55,075,212",0.38%,Yi jiu si er,https://www.the-numbers.com/movie/Yi-jiu-si-er-(2012-China)#tab=summary
110,The Odd Life of Timothy Green,"$55,249,159","$51,853,450","$3,395,709",93.85%,The Odd Life of Timo,https://www.the-numbers.com/movie/Odd-Life-of-Timothy-Green-The#tab=summary
111,Lawless,"$54,393,687","$37,397,291","$16,996,396",68.75%,Lawless,https://www.the-numbers.com/movie/Lawless-(2011)#tab=summary
112,The Three Stooges,"$54,052,249","$44,338,224","$9,714,025",82.03%,The Three Stooges,https://www.the-numbers.com/movie/Three-Stooges-The#tab=summary
113,Las aventuras de Tadeo Jones,"$51,029,081",,"$51,029,081",,Las aventuras de Tad,https://www.the-numbers.com/movie/aventuras-de-Tadeo-Jones-Las-(2012-Spain)#tab=summary
114,Red Tails,"$50,365,498","$49,876,377","$489,121",99.03%,Red Tails,https://www.the-numbers.com/movie/Red-Tails-(2012)#tab=summary
115,Man on a Ledge,"$49,621,440","$18,620,000","$31,001,440",37.52%,Man on a Ledge,https://www.the-numbers.com/movie/Man-on-a-Ledge#tab=summary
116,Les petits mouchoirs,"$48,530,887","$205,505","$48,325,382",0.42%,Les petits mouchoirs,https://www.the-numbers.com/movie/petits-mouchoirs-Les-(2010-France)#tab=summary
117,Red Dawn,"$48,164,150","$44,806,783","$3,357,367",93.03%,Red Dawn,https://www.the-numbers.com/movie/Red-Dawn-(2012)#tab=summary
118,Trouble with the Curve,"$47,818,913","$35,763,137","$12,055,776",74.79%,Trouble with the Cur,https://www.the-numbers.com/movie/Trouble-with-the-Curve#tab=summary
119,Cold War,"$45,249,153",,"$45,249,153",,Cold War,https://www.the-numbers.com/movie/Cold-War-(2012-Hong-Kong)#tab=summary
120,Neuk-dae-so-nyeon,"$44,685,170","$342,922","$44,342,248",0.77%,Neuk-dae-so-nyeon,https://www.the-numbers.com/movie/Neuk-dae-so-nyeon-(2012-South-Korea)#tab=summary
121,House at the End of the Street,"$44,103,982","$31,611,916","$12,492,066",71.68%,House at the End of ,https://www.the-numbers.com/movie/House-at-the-End-of-the-Street#tab=summary
122,Wolf Children (おおかみこどもの雨と雪),"$44,092,117","$258,252","$43,833,865",0.59%,Wolf Children (おおかみこ,https://www.the-numbers.com/movie/Wolf-Children-(2012-Japan)#tab=summary
123,Sur la piste du Marsupilami,"$43,343,964",,"$43,343,964",,Sur la piste du Mars,https://www.the-numbers.com/movie/Sur-la-piste-du-Marsupilami-(2012-France)#tab=summary
124,Chernobyl Diaries,"$42,411,721","$18,119,640","$24,292,081",42.72%,Chernobyl Diaries,https://www.the-numbers.com/movie/Chernobyl-Diaries#tab=summary
125,Dabangg 2,"$42,165,098","$2,474,674","$39,690,424",5.87%,Dabangg 2,https://www.the-numbers.com/movie/Dabangg-2-(2012-India)#tab=summary
126,Meitantei Conan: Juichi-ninme no Striker,"$41,863,105",,"$41,863,105",,Meitantei Conan: Jui,https://www.the-numbers.com/movie/Meitantei-Conan-Juichi-ninme-no-Striker-(2012-Japan)#tab=summary
127,The Guilt Trip,"$41,742,317","$37,134,215","$4,608,102",88.96%,The Guilt Trip,https://www.the-numbers.com/movie/Guilt-Trip-The#tab=summary
128,Safe,"$41,495,213","$17,142,080","$24,353,133",41.31%,Safe,https://www.the-numbers.com/movie/Safe-(2011)#tab=summary
129,Dredd,"$41,467,606","$13,414,714","$28,052,892",32.35%,Dredd,https://www.the-numbers.com/movie/Dredd#tab=summary
130,One for the Money,"$39,377,700","$26,414,527","$12,963,173",67.08%,One for the Money,https://www.the-numbers.com/movie/One-for-the-Money#tab=summary
131,Killing Them Softly,"$39,238,443","$14,945,541","$24,292,902",38.09%,Killing Them Softly,https://www.the-numbers.com/movie/Killing-Them-Softly#tab=summary
132,Ting Feng Zhe,"$38,503,726",,"$38,503,726",,Ting Feng Zhe,https://www.the-numbers.com/movie/Ting-Feng-Zhe-(2012-China)#tab=summary
133,La vérité si je mens! 3,"$36,960,781",,"$36,960,781",,La vérité si je mens,https://www.the-numbers.com/movie/Verite-si-je-mens-3-la-(2012-France)#tab=summary
134,Chimpanzee,"$36,834,823","$28,965,459","$7,869,364",78.64%,Chimpanzee,https://www.the-numbers.com/movie/Chimpanzee#tab=summary
135,Amour,"$36,787,044","$6,738,954","$30,048,090",18.32%,Amour,https://www.the-numbers.com/movie/Amour#tab=summary
136,Barfi,"$36,751,984","$2,804,874","$33,947,110",7.63%,Barfi,https://www.the-numbers.com/movie/Barfi-(2012-India)#tab=summary
137,Haywire,"$36,374,700","$18,942,396","$17,432,304",52.08%,Haywire,https://www.the-numbers.com/movie/Haywire#tab=summary
138,Always 3 Chome no yuhi \'64 3,"$36,119,625",,"$36,119,625",,Always 3 Chome no yu,https://www.the-numbers.com/movie/Always-3-Chome-no-yuhi-64-3-(2012-Japan)#tab=summary
139,Arbitrage,"$35,830,713","$7,919,574","$27,911,139",22.10%,Arbitrage,https://www.the-numbers.com/movie/Arbitrage#tab=summary
140,Tyler Perry's Good Deeds,"$35,579,177","$35,025,791","$553,386",98.44%,Tyler Perry's Good D,https://www.the-numbers.com/movie/Tyler-Perrys-Good-Deeds#tab=summary
141,Alex Cross,"$35,426,759","$25,888,412","$9,538,347",73.08%,Alex Cross,https://www.the-numbers.com/movie/Alex-Cross#tab=summary
142,Sammy\'s avonturen 2,"$34,715,056",,"$34,715,056",,Sammy\'s avonturen 2,https://www.the-numbers.com/movie/Sammys-avonturen-2-(2012-Belgium)#tab=summary
143,Zambezia,"$34,454,336",,"$34,454,336",,Zambezia,https://www.the-numbers.com/movie/Zambezia-(2012-South-Africa)#tab=summary
144,Ta-weo,"$34,411,903",$726,"$34,411,177",0.00%,Ta-weo,https://www.the-numbers.com/movie/Ta-Weo-(2012-South-Korea)#tab=summary
145,Rowdy Rathore,"$34,364,818","$777,373","$33,587,445",2.26%,Rowdy Rathore,https://www.the-numbers.com/movie/Rowdy-Rathore-(2012-India)#tab=summary
146,Cirque du Soleil: Worlds Away,"$34,153,101","$12,512,862","$21,640,239",36.64%,Cirque du Soleil: Wo,https://www.the-numbers.com/movie/Cirque-du-Soleil-Worlds-Away-(2012)#tab=summary
147,Lockout,"$33,943,049","$14,326,865","$19,616,184",42.21%,Lockout,https://www.the-numbers.com/movie/Lockout#tab=summary
148,Agneepath,"$33,724,533","$1,973,574","$31,750,959",5.85%,Agneepath,https://www.the-numbers.com/movie/Agneepath-(2012-India)#tab=summary
149,2016: Obama’s America,"$33,349,941","$33,349,941",,100.00%,2016: Obama’s Americ,https://www.the-numbers.com/movie/2016-Obamas-America-(2012)#tab=summary
150,The Perks of Being a Wallflower,"$33,069,303","$17,742,948","$15,326,355",53.65%,The Perks of Being a,https://www.the-numbers.com/movie/Perks-of-Being-a-Wallflower-The#tab=summary
151,Seven Psychopaths,"$33,035,736","$15,024,049","$18,011,687",45.48%,Seven Psychopaths,https://www.the-numbers.com/movie/Seven-Psychopaths#tab=summary
152,Salmon Fishing in the Yemen,"$33,008,656","$9,041,540","$23,967,116",27.39%,Salmon Fishing in th,https://www.the-numbers.com/movie/Salmon-Fishing-in-the-Yemen#tab=summary
153,Katy Perry: Part of Me,"$32,700,439","$25,326,071","$7,374,368",77.45%,Katy Perry: Part of ,https://www.the-numbers.com/movie/Katy-Perry-Part-of-Me#tab=summary
154,Bait 3D,"$32,588,670",,"$32,588,670",,Bait 3D,https://www.the-numbers.com/movie/Bait-(2012-Australia)#tab=summary
155,Fetih 1453,"$32,481,209",,"$32,481,209",,Fetih 1453,https://www.the-numbers.com/movie/Fetih-1453-(2012-Turkey)#tab=summary
156,Benvenuti al nord,"$31,546,647",,"$31,546,647",,Benvenuti al nord,https://www.the-numbers.com/movie/Benvenuti-al-nord-(2012-Italy)#tab=summary
157,Three Heroes on Distant Shores,"$31,476,575",,"$31,476,575",,Three Heroes on Dist,https://www.the-numbers.com/movie/Three-Heroes-on-Distant-Shores-(2012-Russia)#tab=summary
158,Housefull 2,"$31,465,570","$1,586,745","$29,878,825",5.04%,Housefull 2,https://www.the-numbers.com/movie/Housefull-2-(2012-India)#tab=summary
159,Premium Rush,"$31,393,201","$20,275,446","$11,117,755",64.59%,Premium Rush,https://www.the-numbers.com/movie/Premium-Rush#tab=summary
160,Movie 43,"$31,164,747","$8,840,453","$22,324,294",28.37%,Movie 43,https://www.the-numbers.com/movie/Movie-43-(2012)#tab=summary
161,Joyful Noise,"$31,157,914","$30,932,113","$225,801",99.28%,Joyful Noise,https://www.the-numbers.com/movie/Joyful-Noise#tab=summary
162,The Raven,"$30,601,801","$16,008,272","$14,593,529",52.31%,The Raven,https://www.the-numbers.com/movie/Raven-The#tab=summary
163,Si da ming bu,"$29,567,632",,"$29,567,632",,Si da ming bu,https://www.the-numbers.com/movie/Si-da-ming-bu#tab=summary
164,De rouille et d’os,"$29,393,634","$2,061,449","$27,332,185",7.01%,De rouille et d’os,https://www.the-numbers.com/movie/De-rouille-et-dos#tab=summary
165,Ai,"$29,338,638",,"$29,338,638",,Ai,https://www.the-numbers.com/movie/Ai-(2012-Taiwan)#tab=summary
166,Wu Xia,"$29,284,214","$11,300","$29,272,914",0.04%,Wu Xia,https://www.the-numbers.com/movie/Wu-Xia#tab=summary
167,The Master,"$29,044,338","$16,247,159","$12,797,179",55.94%,The Master,https://www.the-numbers.com/movie/Master-The#tab=summary
168,Baramgwa hamjje sarajida,"$28,686,545",,"$28,686,545",,Baramgwa hamjje sara,https://www.the-numbers.com/movie/Baramgwa-hamjje-sarajida#tab=summary
169,Nae Anaeui Modeun Geot,"$28,555,285",,"$28,555,285",,Nae Anaeui Modeun Ge,https://www.the-numbers.com/movie/Nae-Anaeui-Modeun-Geot#tab=summary
170,Playing for Keeps,"$27,805,632","$13,103,272","$14,702,360",47.12%,Playing for Keeps,https://www.the-numbers.com/movie/Playing-for-Keeps-(2011)#tab=summary
171,Sou Suo,"$27,721,037","$1,037","$27,720,000",0.00%,Sou Suo,https://www.the-numbers.com/movie/Sou-Suo#tab=summary
172,Bol Bachchan,"$27,565,784","$1,257,892","$26,307,892",4.56%,Bol Bachchan,https://www.the-numbers.com/movie/Bol-Bachchan#tab=summary
173,Bumchoiwaui junjaeng,"$27,482,633",,"$27,482,633",,Bumchoiwaui junjaeng,https://www.the-numbers.com/movie/Bumchoiwaui-junjaeng#tab=summary
