Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
25,Scary Movie 4,"$178,710,620","$90,710,620","$88,000,000",50.76%,Scary Movie 4,https://www.the-numbers.com/movie/Scary-Movie-4-(2006)#tab=summary
26,Blood Diamond,"$171,377,916","$57,377,916","$114,000,000",33.48%,Blood Diamond,https://www.the-numbers.com/movie/Blood-Diamond#tab=summary
27,Miami Vice,"$164,920,076","$63,478,838","$101,441,238",38.49%,Miami Vice,https://www.the-numbers.com/movie/Miami-Vice-(2006)#tab=summary
28,Saw III,"$163,876,815","$80,238,724","$83,638,091",48.96%,Saw III,https://www.the-numbers.com/movie/Saw-III-(2006)#tab=summary
29,World Trade Center,"$163,295,654","$70,278,893","$93,016,761",43.04%,World Trade Center,https://www.the-numbers.com/movie/World-Trade-Center-(2006)#tab=summary
30,Talladega Nights: The Ballad of Ricky Bobby,"$162,870,525","$148,213,377","$14,657,148",91.00%,Talladega Nights: Th,https://www.the-numbers.com/movie/Talladega-Nights-The-Ballad-of-Ricky-Bobby#tab=summary
31,The Pink Panther,"$158,926,474","$82,226,474","$76,700,000",51.74%,The Pink Panther,https://www.the-numbers.com/movie/Pink-Panther-The-(2006)#tab=summary
32,The Fast and the Furious: Tokyo Drift,"$157,794,205","$62,615,510","$95,178,695",39.68%,The Fast and the Fur,https://www.the-numbers.com/movie/Fast-and-the-Furious-Tokyo-Drift-The#tab=summary
33,Rocky Balboa,"$156,229,050","$70,269,899","$85,959,151",44.98%,Rocky Balboa,https://www.the-numbers.com/movie/Rocky-Balboa-(2006)#tab=summary
34,Dreamgirls,"$155,620,350","$103,365,956","$52,254,394",66.42%,Dreamgirls,https://www.the-numbers.com/movie/Dreamgirls#tab=summary
35,Garfield: A Tail of Two Kitties,"$147,985,373","$28,426,747","$119,558,626",19.21%,Garfield: A Tail of ,https://www.the-numbers.com/movie/Garfield-A-Tail-of-Two-Kitties#tab=summary
36,Charlotte’s Web,"$143,985,708","$82,985,708","$61,000,000",57.63%,Charlotte’s Web,https://www.the-numbers.com/movie/Charlottes-Web-(2006)#tab=summary
37,Monster House,"$141,267,370","$73,661,010","$67,606,360",52.14%,Monster House,https://www.the-numbers.com/movie/Monster-House-(2006)#tab=summary
38,Big Momma’s House 2,"$137,047,376","$70,165,972","$66,881,404",51.20%,Big Momma’s House 2,https://www.the-numbers.com/movie/Big-Mommas-House-2#tab=summary
39,Perfume: The Story of a Murderer,"$133,603,463","$2,223,293","$131,380,170",1.66%,Perfume: The Story o,https://www.the-numbers.com/movie/Perfume-The-Story-of-a-Murderer#tab=summary
40,Babel,"$132,121,212","$34,302,837","$97,818,375",25.96%,Babel,https://www.the-numbers.com/movie/Babel#tab=summary
41,"You, Me and Dupree","$130,402,010","$75,802,010","$54,600,000",58.13%,"You, Me and Dupree",https://www.the-numbers.com/movie/You-Me-and-Dupree#tab=summary
42,V for Vendetta,"$130,214,162","$70,511,035","$59,703,127",54.15%,V for Vendetta,https://www.the-numbers.com/movie/V-for-Vendetta#tab=summary
43,The Queen,"$128,885,873","$56,441,711","$72,444,162",43.79%,The Queen,https://www.the-numbers.com/movie/Queen-The#tab=summary
44,Nanny McPhee,"$128,745,578","$47,279,279","$81,466,299",36.72%,Nanny McPhee,https://www.the-numbers.com/movie/Nanny-McPhee#tab=summary
45,Failure to Launch,"$128,402,901","$88,715,192","$39,687,709",69.09%,Failure to Launch,https://www.the-numbers.com/movie/Failure-to-Launch#tab=summary
46,Apocalypto,"$121,032,272","$50,866,635","$70,165,637",42.03%,Apocalypto,https://www.the-numbers.com/movie/Apocalypto#tab=summary
47,Eight Below,"$120,455,994","$81,612,565","$38,843,429",67.75%,Eight Below,https://www.the-numbers.com/movie/Eight-Below#tab=summary
48,The Omen,"$119,295,584","$54,607,383","$64,688,201",45.77%,The Omen,https://www.the-numbers.com/movie/Omen-The-(2006)#tab=summary
49,Barnyard: The Original Party Animals,"$118,583,844","$72,779,000","$45,804,844",61.37%,Barnyard: The Origin,https://www.the-numbers.com/movie/Barnyard-The-Original-Party-Animals#tab=summary
50,The Lake House,"$114,830,111","$52,330,111","$62,500,000",45.57%,The Lake House,https://www.the-numbers.com/movie/Lake-House-The-(2006)#tab=summary
51,Underworld: Evolution,"$113,417,762","$62,318,875","$51,098,887",54.95%,Underworld: Evolutio,https://www.the-numbers.com/movie/Underworld-Evolution#tab=summary
52,Final Destination 3,"$112,798,051","$54,098,051","$58,700,000",47.96%,Final Destination 3,https://www.the-numbers.com/movie/Final-Destination-3#tab=summary
53,Step Up,"$110,989,157","$65,328,121","$45,661,036",58.86%,Step Up,https://www.the-numbers.com/movie/Step-Up#tab=summary
54,Hoodwinked,"$109,843,390","$51,386,611","$58,456,779",46.78%,Hoodwinked,https://www.the-numbers.com/movie/Hoodwinked#tab=summary
55,The Santa Clause 3: The Escape Clause,"$107,500,122","$84,500,122","$23,000,000",78.60%,The Santa Clause 3: ,https://www.the-numbers.com/movie/Santa-Clause-3-The-Escape-Clause-The#tab=summary
56,Deep Sea 3D,"$105,779,761","$64,001,579","$41,778,182",60.50%,Deep Sea 3D,https://www.the-numbers.com/movie/Deep-Sea-3D#tab=summary
57,The Prestige,"$104,407,366","$53,089,891","$51,317,475",50.85%,The Prestige,https://www.the-numbers.com/movie/Prestige-The#tab=summary
58,Little Man,"$101,636,047","$58,636,047","$43,000,000",57.69%,Little Man,https://www.the-numbers.com/movie/Little-Man#tab=summary
59,Little Miss Sunshine,"$100,642,353","$59,891,098","$40,751,255",59.51%,Little Miss Sunshine,https://www.the-numbers.com/movie/Little-Miss-Sunshine-(2006)#tab=summary
60,The Good Shepherd,"$100,378,271","$59,908,565","$40,469,706",59.68%,The Good Shepherd,https://www.the-numbers.com/movie/Good-Shepherd-The#tab=summary
61,Nacho Libre,"$99,296,462","$80,197,993","$19,098,469",80.77%,Nacho Libre,https://www.the-numbers.com/movie/Nacho-Libre#tab=summary
62,The Wild,"$99,010,667","$37,384,046","$61,626,621",37.76%,The Wild,https://www.the-numbers.com/movie/Wild-The#tab=summary
63,The Guardian,"$94,973,540","$55,011,732","$39,961,808",57.92%,The Guardian,https://www.the-numbers.com/movie/Guardian-The-(2006)#tab=summary
64,Silent Hill,"$94,704,227","$46,982,632","$47,721,595",49.61%,Silent Hill,https://www.the-numbers.com/movie/Silent-Hill-(2006)#tab=summary
65,R.V.,"$87,473,024","$71,724,497","$15,748,527",82.00%,R.V.,https://www.the-numbers.com/movie/R-V#tab=summary
66,Volver,"$87,226,613","$12,899,867","$74,326,746",14.79%,Volver,https://www.the-numbers.com/movie/Volver#tab=summary
67,The Shaggy Dog,"$87,123,569","$61,123,569","$26,000,000",70.16%,The Shaggy Dog,https://www.the-numbers.com/movie/Shaggy-Dog-The-(2006)#tab=summary
68,El Laberinto del Fauno,"$87,041,569","$37,634,615","$49,406,954",43.24%,El Laberinto del Fau,https://www.the-numbers.com/movie/Laberinto-del-Fauno-El#tab=summary
69,Jackass: Number Two,"$85,278,712","$72,778,712","$12,500,000",85.34%,Jackass: Number Two,https://www.the-numbers.com/movie/Jackass-Number-Two#tab=summary
70,Date Movie,"$85,146,165","$48,548,426","$36,597,739",57.02%,Date Movie,https://www.the-numbers.com/movie/Date-Movie#tab=summary
71,Les Bronzés 3: amis pour la vie,"$83,833,602",,"$83,833,602",,Les Bronzés 3: amis ,https://www.the-numbers.com/movie/Bronzes-3-Amis-Pour-La-Vie-Les-(2006-France)#tab=summary
72,The Illusionist,"$83,792,062","$39,868,642","$43,923,420",47.58%,The Illusionist,https://www.the-numbers.com/movie/Illusionist-The-(2006)#tab=summary
73,Firewall,"$82,751,189","$48,751,189","$34,000,000",58.91%,Firewall,https://www.the-numbers.com/movie/Firewall#tab=summary
74,Hostel,"$82,241,110","$47,326,473","$34,914,637",57.55%,Hostel,https://www.the-numbers.com/movie/Hostel-(2006)#tab=summary
75,The Sentinel,"$78,080,697","$36,280,697","$41,800,000",46.47%,The Sentinel,https://www.the-numbers.com/movie/Sentinel-The#tab=summary
76,United 93,"$77,635,035","$31,567,134","$46,067,901",40.66%,United 93,https://www.the-numbers.com/movie/United-93#tab=summary
77,Man cheng jin dai huang jin jia,"$76,904,429","$6,566,773","$70,337,656",8.54%,Man cheng jin dai hu,https://www.the-numbers.com/movie/Man-cheng-jin-dai-huang-jin-jia#tab=summary
78,Lady in the Water,"$72,785,169","$42,285,169","$30,500,000",58.10%,Lady in the Water,https://www.the-numbers.com/movie/Lady-in-the-Water#tab=summary
79,Curious George,"$71,052,604","$58,640,119","$12,412,485",82.53%,Curious George,https://www.the-numbers.com/movie/Curious-George#tab=summary
80,The Grudge 2,"$70,743,839","$39,143,839","$31,600,000",55.33%,The Grudge 2,https://www.the-numbers.com/movie/Grudge-2-The#tab=summary
81,The Hills Have Eyes,"$70,355,813","$41,778,863","$28,576,950",59.38%,The Hills Have Eyes,https://www.the-numbers.com/movie/Hills-Have-Eyes-The#tab=summary
82,Children of Men,"$69,845,011","$35,552,383","$34,292,628",50.90%,Children of Men,https://www.the-numbers.com/movie/Children-of-Men#tab=summary
83,John Tucker Must Die,"$68,824,526","$41,011,711","$27,812,815",59.59%,John Tucker Must Die,https://www.the-numbers.com/movie/John-Tucker-Must-Die#tab=summary
84,Gedo Senki (Tales from Earthsea),"$68,048,658","$48,658","$68,000,000",0.07%,Gedo Senki (Tales fr,https://www.the-numbers.com/movie/Gedo-Senki-(2006-Japan)#tab=summary
85,Letters from Iwo Jima,"$67,867,998","$13,756,082","$54,111,916",20.27%,Letters from Iwo Jim,https://www.the-numbers.com/movie/Letters-from-Iwo-Jima#tab=summary
86,When a Stranger Calls,"$67,215,435","$47,860,214","$19,355,221",71.20%,When a Stranger Call,https://www.the-numbers.com/movie/When-a-Stranger-Calls-(2006)#tab=summary
87,Huo Yuan Jia,"$66,633,730","$24,633,730","$42,000,000",36.97%,Huo Yuan Jia,https://www.the-numbers.com/movie/Huo-Yuan-Jia#tab=summary
88,16 Blocks,"$65,595,141","$36,895,141","$28,700,000",56.25%,16 Blocks,https://www.the-numbers.com/movie/16-Blocks#tab=summary
89,Take the Lead,"$65,390,493","$34,742,066","$30,648,427",53.13%,Take the Lead,https://www.the-numbers.com/movie/Take-the-Lead#tab=summary
90,The Benchwarmers,"$65,063,726","$59,843,754","$5,219,972",91.98%,The Benchwarmers,https://www.the-numbers.com/movie/Benchwarmers-The#tab=summary
91,Flags of Our Fathers,"$63,657,941","$33,602,376","$30,055,565",52.79%,Flags of Our Fathers,https://www.the-numbers.com/movie/Flags-of-Our-Fathers#tab=summary
92,Madea’s Family Reunion,"$63,320,521","$63,257,940","$62,581",99.90%,Madea’s Family Reuni,https://www.the-numbers.com/movie/Tyler-Perrys-Madeas-Family-Reunion#tab=summary
93,Snakes on a Plane,"$62,020,814","$34,020,814","$28,000,000",54.85%,Snakes on a Plane,https://www.the-numbers.com/movie/Snakes-on-a-Plane#tab=summary
94,Umizaru 2: Limit of Love,"$61,600,000",,"$61,600,000",,Umizaru 2: Limit of ,https://www.the-numbers.com/movie/Umizaru-2-Limit-of-Love-(2006-Japan)#tab=summary
95,Marie Antoinette,"$60,862,471","$15,962,471","$44,900,000",26.23%,Marie Antoinette,https://www.the-numbers.com/movie/Marie-Antoinette#tab=summary
96,My Super Ex-Girlfriend,"$60,772,856","$22,530,295","$38,242,561",37.07%,My Super Ex-Girlfrie,https://www.the-numbers.com/movie/My-Super-Ex-Girlfriend#tab=summary
97,Invincible,"$58,501,127","$57,806,952","$694,175",98.81%,Invincible,https://www.the-numbers.com/movie/Invincible-(2006)#tab=summary
98,The Descent,"$57,051,053","$26,024,456","$31,026,597",45.62%,The Descent,https://www.the-numbers.com/movie/Descent-The#tab=summary
99,Lucky Number Slevin,"$55,495,466","$22,495,466","$33,000,000",40.54%,Lucky Number Slevin,https://www.the-numbers.com/movie/Lucky-Number-Slevin#tab=summary
100,She’s the Man,"$55,279,608","$33,889,159","$21,390,449",61.30%,She’s the Man,https://www.the-numbers.com/movie/Shes-the-Man-(2006)#tab=summary
101,Stranger Than Fiction,"$53,572,822","$40,435,190","$13,137,632",75.48%,Stranger Than Fictio,https://www.the-numbers.com/movie/Stranger-Than-Fiction#tab=summary
102,An Inconvenient Truth,"$53,365,925","$24,146,161","$29,219,764",45.25%,An Inconvenient Trut,https://www.the-numbers.com/movie/Inconvenient-Truth-An#tab=summary
103,The Sinking of Japan,"$53,000,000",,"$53,000,000",,The Sinking of Japan,https://www.the-numbers.com/movie/Sinking-of-Japan-The-(2006-Japan)#tab=summary
104,Notes on a Scandal,"$50,578,411","$17,510,118","$33,068,293",34.62%,Notes on a Scandal,https://www.the-numbers.com/movie/Notes-on-a-Scandal#tab=summary
105,The Texas Chainsaw Massacre: The Beginning,"$50,517,763","$39,517,763","$11,000,000",78.23%,The Texas Chainsaw M,https://www.the-numbers.com/movie/Texas-Chainsaw-Massacre-The-Beginning-The-(2006)#tab=summary
106,The Ant Bully,"$49,610,898","$28,142,535","$21,468,363",56.73%,The Ant Bully,https://www.the-numbers.com/movie/Ant-Bully-The#tab=summary
107,The Black Dahlia,"$49,238,525","$22,672,813","$26,565,712",46.05%,The Black Dahlia,https://www.the-numbers.com/movie/Black-Dahlia-The#tab=summary
108,The Last King of Scotland,"$49,155,371","$17,606,684","$31,548,687",35.82%,The Last King of Sco,https://www.the-numbers.com/movie/Last-King-of-Scotland-The-(2006)#tab=summary
109,Deck the Halls,"$46,815,807","$35,093,569","$11,722,238",74.96%,Deck the Halls,https://www.the-numbers.com/movie/Deck-the-Halls#tab=summary
110,The Nativity Story,"$46,309,644","$37,629,831","$8,679,813",81.26%,The Nativity Story,https://www.the-numbers.com/movie/Nativity-Story-The#tab=summary
111,Crank,"$43,924,923","$27,838,408","$16,086,515",63.38%,Crank,https://www.the-numbers.com/movie/Crank#tab=summary
112,We Are Marshall,"$43,545,364","$43,545,364",,100.00%,We Are Marshall,https://www.the-numbers.com/movie/We-Are-Marshall#tab=summary
113,Last Holiday,"$43,343,247","$38,399,961","$4,943,286",88.60%,Last Holiday,https://www.the-numbers.com/movie/Last-Holiday#tab=summary
114,Tom yum goong,"$43,044,087","$12,044,087","$31,000,000",27.98%,Tom yum goong,https://www.the-numbers.com/movie/Tom-yum-goong#tab=summary
115,Glory Road,"$42,799,060","$42,647,449","$151,611",99.65%,Glory Road,https://www.the-numbers.com/movie/Glory-Road#tab=summary
116,A Good Year,"$42,064,105","$7,459,300","$34,604,805",17.73%,A Good Year,https://www.the-numbers.com/movie/Good-Year-A#tab=summary
117,Gridiron Gang,"$41,457,834","$38,432,823","$3,025,011",92.70%,Gridiron Gang,https://www.the-numbers.com/movie/Gridiron-Gang#tab=summary
118,Man of the Year,"$41,342,180","$37,442,180","$3,900,000",90.57%,Man of the Year,https://www.the-numbers.com/movie/Man-of-the-Year#tab=summary
119,Scoop,"$40,103,262","$10,525,717","$29,577,545",26.25%,Scoop,https://www.the-numbers.com/movie/Scoop-(2006)#tab=summary
120,Thank You For Smoking,"$40,016,662","$24,793,509","$15,223,153",61.96%,Thank You For Smokin,https://www.the-numbers.com/movie/Thank-You-For-Smoking-(2006)#tab=summary
121,Dhoom 2,"$39,643,586","$2,643,586","$37,000,000",6.67%,Dhoom 2,https://www.the-numbers.com/movie/Dhoom-2#tab=summary
122,Employee of the Month,"$38,364,855","$28,444,855","$9,920,000",74.14%,Employee of the Mont,https://www.the-numbers.com/movie/Employee-of-the-Month-(2006)#tab=summary
123,Accepted,"$38,314,803","$36,580,083","$1,734,720",95.47%,Accepted,https://www.the-numbers.com/movie/Accepted#tab=summary
124,The Covenant,"$38,164,784","$23,364,784","$14,800,000",61.22%,The Covenant,https://www.the-numbers.com/movie/Covenant-The#tab=summary
125,Just My Luck,"$38,159,905","$17,326,650","$20,833,255",45.41%,Just My Luck,https://www.the-numbers.com/movie/Just-My-Luck-(2006)#tab=summary
126,The Wicker Man,"$37,721,827","$24,413,467","$13,308,360",64.72%,The Wicker Man,https://www.the-numbers.com/movie/Wicker-Man-The#tab=summary
127,Miss Potter,"$35,891,257","$3,005,605","$32,885,652",8.37%,Miss Potter,https://www.the-numbers.com/movie/Miss-Potter#tab=summary
128,Wu ji,"$35,869,934","$669,625","$35,200,309",1.87%,Wu ji,https://www.the-numbers.com/movie/Wu-ji-(2005-Hong-Kong)#tab=summary
129,Basic Instinct 2,"$35,417,162","$5,946,136","$29,471,026",16.79%,Basic Instinct 2,https://www.the-numbers.com/movie/Basic-Instinct-2#tab=summary
130,Bambi II,"$34,000,000",,"$34,000,000",,Bambi II,https://www.the-numbers.com/movie/Bambi-II-(2006)#tab=summary
131,Nochnoy dozor,"$33,913,542","$1,502,188","$32,411,354",4.43%,Nochnoy dozor,https://www.the-numbers.com/movie/Nochnoy-dozor-(2004-Russia)#tab=summary
132,Kabhi Alvida Naa Kehna,"$32,575,443","$3,275,443","$29,300,000",10.05%,Kabhi Alvida Naa Keh,https://www.the-numbers.com/movie/Kabhi-Alvida-Naa-Kehna#tab=summary
133,Krrish,"$32,430,721","$1,430,721","$31,000,000",4.41%,Krrish,https://www.the-numbers.com/movie/Krrish-(2006-India)#tab=summary
134,Lage Raho Munna Bhai,"$31,517,561","$2,217,561","$29,300,000",7.04%,Lage Raho Munna Bhai,https://www.the-numbers.com/movie/Lage-Raho-Munna-Bhai-(2006-India)#tab=summary
135,Ultraviolet,"$30,962,112","$18,522,064","$12,440,048",59.82%,Ultraviolet,https://www.the-numbers.com/movie/Ultraviolet#tab=summary
136,Tazza: The High Rollers,"$30,536,600",,"$30,536,600",,Tazza: The High Roll,https://www.the-numbers.com/movie/Tazza-The-High-Rollers-(2006-South-Korea)#tab=summary
137,An American Haunting,"$30,443,277","$16,298,046","$14,145,231",53.54%,An American Haunting,https://www.the-numbers.com/movie/American-Haunting-An#tab=summary
138,Stick It,"$30,399,714","$26,910,736","$3,488,978",88.52%,Stick It,https://www.the-numbers.com/movie/Stick-It#tab=summary
139,Pulse,"$30,241,435","$20,264,436","$9,976,999",67.01%,Pulse,https://www.the-numbers.com/movie/Pulse#tab=summary
140,7 Zwerge - Der Wald Ist Nicht Genug,"$29,900,000",,"$29,900,000",,7 Zwerge - Der Wald ,https://www.the-numbers.com/movie/7-Zwerge-Der-Wald-Ist-Nicht-Genug#tab=summary
141,Taepung,"$29,592,720","$139,059","$29,453,661",0.47%,Taepung,https://www.the-numbers.com/movie/Taepung#tab=summary
142,Rang De Basanti,"$29,197,694","$2,197,694","$27,000,000",7.53%,Rang De Basanti,https://www.the-numbers.com/movie/Rang-De-Basanti#tab=summary
143,Doogal,"$28,058,652","$7,578,946","$20,479,706",27.01%,Doogal,https://www.the-numbers.com/movie/Doogal#tab=summary
144,Goal! The Dream Begins,"$27,610,873","$4,283,255","$23,327,618",15.51%,Goal! The Dream Begi,https://www.the-numbers.com/movie/Goal#tab=summary
145,Stay Alive,"$27,565,514","$23,086,480","$4,479,034",83.75%,Stay Alive,https://www.the-numbers.com/movie/Stay-Alive-(2006)#tab=summary
146,Clerks II,"$27,342,246","$24,148,068","$3,194,178",88.32%,Clerks II,https://www.the-numbers.com/movie/Clerks-II#tab=summary
147,A Prairie Home Companion,"$26,716,191","$20,342,852","$6,373,339",76.14%,A Prairie Home Compa,https://www.the-numbers.com/movie/Prairie-Home-Companion-A#tab=summary
148,Indigènes,"$26,063,572","$320,700","$25,742,872",1.23%,Indigènes,https://www.the-numbers.com/movie/Indigenes-(Days-of-Glory)#tab=summary
149,The Wind That Shakes the Barley,"$25,170,688","$1,829,142","$23,341,546",7.27%,The Wind That Shakes,https://www.the-numbers.com/movie/Wind-That-Shakes-the-Barley-The#tab=summary
150,Kurtlar vadisi - Irak,"$24,906,717",,"$24,906,717",,Kurtlar vadisi - Ira,https://www.the-numbers.com/movie/Kurtlar-vadisi-Irak#tab=summary
151,Russian Dolls,"$23,654,241","$326,095","$23,328,146",1.38%,Russian Dolls,https://www.the-numbers.com/movie/Russian-Dolls#tab=summary
152,Chinjeolhan geumjassi,"$23,471,871","$211,667","$23,260,204",0.90%,Chinjeolhan geumjass,https://www.the-numbers.com/movie/Chinjeolhan-geumjassi#tab=summary
153,Joyeux Noël,"$23,134,075","$1,054,361","$22,079,714",4.56%,Joyeux Noël,https://www.the-numbers.com/movie/Joyeux-Noel#tab=summary
154,Aquamarine,"$22,978,953","$18,597,342","$4,381,611",80.93%,Aquamarine,https://www.the-numbers.com/movie/Aquamarine#tab=summary
155,The Marine,"$22,165,608","$18,844,784","$3,320,824",85.02%,The Marine,https://www.the-numbers.com/movie/Marine-The#tab=summary
156,Unaccompanied Minors,"$21,970,831","$16,655,224","$5,315,607",75.81%,Unaccompanied Minors,https://www.the-numbers.com/movie/Unaccompanied-Minors#tab=summary
157,Flicka,"$21,896,367","$21,000,147","$896,220",95.91%,Flicka,https://www.the-numbers.com/movie/Flicka#tab=summary
158,Waist Deep,"$21,344,312","$21,344,312",,100.00%,Waist Deep,https://www.the-numbers.com/movie/Waist-Deep#tab=summary
159,ATL,"$21,170,563","$21,170,563",,100.00%,ATL,https://www.the-numbers.com/movie/ATL#tab=summary
160,Hanbando,"$20,766,123",,"$20,766,123",,Hanbando,https://www.the-numbers.com/movie/Hanbando#tab=summary
161,Alex Rider: Operation Stormbreaker,"$20,722,450","$659,210","$20,063,240",3.18%,Alex Rider: Operatio,https://www.the-numbers.com/movie/Alex-Rider-Operation-Stormbreaker#tab=summary
162,Bobby,"$20,597,806","$11,242,801","$9,355,005",54.58%,Bobby,https://www.the-numbers.com/movie/Bobby#tab=summary
163,Beerfest,"$20,159,316","$19,185,184","$974,132",95.17%,Beerfest,https://www.the-numbers.com/movie/Beerfest#tab=summary
164,Bandidas,"$19,282,590",,"$19,282,590",,Bandidas,https://www.the-numbers.com/movie/Bandidas#tab=summary
165,Akeelah and the Bee,"$18,959,424","$18,848,430","$110,994",99.41%,Akeelah and the Bee,https://www.the-numbers.com/movie/Akeelah-and-the-Bee#tab=summary
166,See No Evil,"$18,828,036","$15,032,800","$3,795,236",79.84%,See No Evil,https://www.the-numbers.com/movie/See-No-Evil#tab=summary
167,Keeping Mum,"$18,114,037","$1,619,466","$16,494,571",8.94%,Keeping Mum,https://www.the-numbers.com/movie/Keeping-Mum#tab=summary
168,Friends with Money,"$18,110,152","$13,368,437","$4,741,715",73.82%,Friends with Money,https://www.the-numbers.com/movie/Friends-with-Money#tab=summary
169,School for Scoundrels,"$17,807,569","$17,807,569",,100.00%,School for Scoundrel,https://www.the-numbers.com/movie/School-for-Scoundrels#tab=summary
170,Tristan & Isolde,"$17,455,613","$14,734,633","$2,720,980",84.41%,Tristan & Isolde,https://www.the-numbers.com/movie/Tristan-and-Isolde#tab=summary
171,Annapolis,"$17,224,992","$17,127,992","$97,000",99.44%,Annapolis,https://www.the-numbers.com/movie/Annapolis#tab=summary
172,Everyone's Hero,"$17,000,437","$14,523,101","$2,477,336",85.43%,Everyone's Hero,https://www.the-numbers.com/movie/Everyones-Hero#tab=summary
173,Hollywoodland,"$16,826,251","$14,426,251","$2,400,000",85.74%,Hollywoodland,https://www.the-numbers.com/movie/Hollywoodland#tab=summary
174,Transamerica,"$16,553,163","$9,015,303","$7,537,860",54.46%,Transamerica,https://www.the-numbers.com/movie/Transamerica#tab=summary
175,American Dreamz,"$16,510,971","$7,314,027","$9,196,944",44.30%,American Dreamz,https://www.the-numbers.com/movie/American-Dreamz#tab=summary
176,Black Christmas,"$16,235,738","$16,235,738",,100.00%,Black Christmas,https://www.the-numbers.com/movie/Black-Christmas#tab=summary
177,Fanaa,"$15,707,114","$2,105,351","$13,601,763",13.40%,Fanaa,https://www.the-numbers.com/movie/Fanaa#tab=summary
178,Larry the Cable Guy: Health Inspector,"$15,680,099","$15,680,099",,100.00%,Larry the Cable Guy:,https://www.the-numbers.com/movie/Larry-the-Cable-Guy-Health-Inspector#tab=summary
179,The Fountain,"$15,461,638","$10,144,010","$5,317,628",65.61%,The Fountain,https://www.the-numbers.com/movie/Fountain-The#tab=summary
