Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
37,Boonie Bears: Back to Earth (熊出没·重返地球)…,"$147,097,958",,"$147,097,958",,Boonie Bears: Back t,https://www.the-numbers.com/movie/Boonie-Bears-Back-to-Earth-(2022-China)#tab=summary
38,Everything Everywhere All At Once,"$144,986,358","$77,169,474","$67,816,884",53.23%,Everything Everywher,https://www.the-numbers.com/movie/Everything-Everywhere-All-At-Once-(2022)#tab=summary
39,Where the Crawdads Sing,"$144,353,965","$90,230,760","$54,123,205",62.51%,Where the Crawdads S,https://www.the-numbers.com/movie/Where-the-Crawdads-Sing#tab=summary
40,Scream,"$138,874,789","$81,641,405","$57,233,384",58.79%,Scream,https://www.the-numbers.com/movie/Scream-(2022)#tab=summary
41,Death on the Nile,"$130,298,184","$45,630,104","$84,668,080",35.02%,Death on the Nile,https://www.the-numbers.com/movie/Death-on-the-Nile-(2022)#tab=summary
42,A Man Called Otto,"$108,641,148","$64,267,657","$44,373,491",59.16%,A Man Called Otto,https://www.the-numbers.com/movie/Man-Called-Otto-A-(2022)#tab=summary
43,"Lyle, Lyle, Crocodile","$107,192,068","$46,888,441","$60,303,627",43.74%,"Lyle, Lyle, Crocodil",https://www.the-numbers.com/movie/Lyle-Lyle-Crocodile-(2022)#tab=summary
44,The Roundup (범죄도시2),"$106,047,622","$613,026","$105,434,596",0.58%,The Roundup (범죄도시2),https://www.the-numbers.com/movie/Roundup-The-(2022-South-Korea)#tab=summary
45,Shen Tan Da Zhan (神探大战),"$105,500,000",,"$105,500,000",,Shen Tan Da Zhan (神探,https://www.the-numbers.com/movie/Shen-Tan-Da-Zhan-(2022-China)#tab=summary
46,Halloween Ends,"$105,400,796","$64,079,860","$41,320,936",60.80%,Halloween Ends,https://www.the-numbers.com/movie/Halloween-Ends-(2022)#tab=summary
47,Ming ri zhan ji,"$100,730,000",,"$100,730,000",,Ming ri zhan ji,https://www.the-numbers.com/movie/Ming-ri-zhan-ji-(2022-China)#tab=summary
48,Dragon Ball Super: Super Hero (ラゴンボール超 スーパーヒーロー…,"$97,242,192","$32,132,374","$65,109,818",33.04%,Dragon Ball Super: S,https://www.the-numbers.com/movie/Dragon-Ball-Super-Super-Hero-(2022-Japan)#tab=summary
49,The Woman King,"$94,272,634","$67,328,130","$26,944,504",71.42%,The Woman King,https://www.the-numbers.com/movie/Woman-King-The-(2022)#tab=summary
50,Downton Abbey: A New Era,"$92,701,410","$44,141,550","$48,559,860",47.62%,Downton Abbey: A New,https://www.the-numbers.com/movie/Downton-Abbey-A-New-Era-(2022-United-Kingdom)#tab=summary
51,Zui Leng De Qiang (狙击手),"$90,120,000",,"$90,120,000",,Zui Leng De Qiang (狙,https://www.the-numbers.com/movie/Zui-Leng-De-Qiang-(2022-China)#tab=summary
52,"Don’t Worry, Darling","$87,609,403","$45,309,403","$42,300,000",51.72%,"Don’t Worry, Darling",https://www.the-numbers.com/movie/Dont-Worry-Darling-(2022)#tab=summary
53,Nian Qing De Gu Shi (四海),"$85,365,990",,"$85,365,990",,Nian Qing De Gu Shi ,https://www.the-numbers.com/movie/Nian-Qing-De-Gu-Shi-(2022-China)#tab=summary
54,Dog,"$84,543,632","$61,778,069","$22,765,563",73.07%,Dog,https://www.the-numbers.com/movie/Dog-(2021-Dir-Channing-Tatum)#tab=summary
55,New Gods: Yang Jian (新神榜：杨戬),"$82,453,728",,"$82,453,728",,New Gods: Yang Jian ,https://www.the-numbers.com/movie/New-Gods-Yang-Jian-(2022-China)#tab=summary
56,"Ge, ni hao (哥，你好)","$81,322,778","$47,033","$81,275,745",0.06%,"Ge, ni hao (哥，你好)",https://www.the-numbers.com/movie/Ge-ni-hao-(2022-China)#tab=summary
57,The Menu,"$79,628,200","$38,501,125","$41,127,075",48.35%,The Menu,https://www.the-numbers.com/movie/Menu-The#tab=summary
58,Violent Night,"$76,599,977","$50,057,405","$26,542,572",65.35%,Violent Night,https://www.the-numbers.com/movie/Violent-Night-(2022)#tab=summary
59,jackass forever,"$74,789,292","$57,743,451","$17,045,841",77.21%,jackass forever,https://www.the-numbers.com/movie/Jackass-Forever-(2021)#tab=summary
60,Strange World,"$74,741,679","$39,089,002","$35,652,677",52.30%,Strange World,https://www.the-numbers.com/movie/Strange-World-(2022)#tab=summary
61,Li Mao Huan Tai Zi (李茂换太子),"$72,760,000",,"$72,760,000",,Li Mao Huan Tai Zi (,https://www.the-numbers.com/movie/Li-Mao-Huan-Tai-Zi-(2022-China)#tab=summary
62,The Northman,"$69,982,296","$34,233,110","$35,749,186",48.92%,The Northman,https://www.the-numbers.com/movie/Northman-The#tab=summary
63,Babylon,"$64,326,615","$16,596,054","$47,730,561",25.80%,Babylon,https://www.the-numbers.com/movie/Babylon-(2022)#tab=summary
64,Someday or One Day (想见你),"$62,685,199",,"$62,685,199",,Someday or One Day (,https://www.the-numbers.com/movie/Someday-or-One-Day-(2021-Taiwan)#tab=summary
65,Whitney Houston: I Wanna Dance With Somebody,"$59,385,184","$23,708,080","$35,677,104",39.92%,Whitney Houston: I W,https://www.the-numbers.com/movie/Whitney-Houston-I-Wanna-Dance-With-Somebody#tab=summary
66,Beast,"$59,168,339","$31,846,530","$27,321,809",53.82%,Beast,https://www.the-numbers.com/movie/Beast-(2022)#tab=summary
67,Moonfall,"$59,053,195","$19,060,660","$39,992,535",32.28%,Moonfall,https://www.the-numbers.com/movie/Moonfall-(2022)#tab=summary
68,Hansan Yongeui Chulhyeon (한산: 용의 출현),"$54,877,276","$865,888","$54,011,388",1.58%,Hansan Yongeui Chulh,https://www.the-numbers.com/movie/Hansan-Yongeui-Chulhyeon-(2020-South-Korea)#tab=summary
69,The Whale,"$54,044,481","$17,453,440","$36,591,041",32.29%,The Whale,https://www.the-numbers.com/movie/Whale-The-(2022)#tab=summary
70,gongjo 2 inteonaesyeonal (공조2:인터내셔날),"$52,451,460",,"$52,451,460",,gongjo 2 inteonaesye,https://www.the-numbers.com/movie/gongjo-2-inteonaesyeonal-(2022-South-Korea)#tab=summary
71,The Banshees of Inisherin,"$52,344,724","$10,582,266","$41,762,458",20.22%,The Banshees of Inis,https://www.the-numbers.com/movie/Banshees-of-Inisherin-The-(2022)#tab=summary
72,Ambulance,"$52,181,095","$22,781,115","$29,399,980",43.66%,Ambulance,https://www.the-numbers.com/movie/Ambulance-(2022)#tab=summary
73,Jué Wàng Zhǔ Fū (绝望主夫),"$49,949,382",,"$49,949,382",,Jué Wàng Zhǔ Fū (绝望主,https://www.the-numbers.com/movie/Jue-Wang-Zhu-Fu-(2022-China)#tab=summary
74,Marry Me,"$48,774,993","$22,438,180","$26,336,813",46.00%,Marry Me,https://www.the-numbers.com/movie/Marry-Me-(2022)#tab=summary
75,Brahmastra Part 1: Shiva,"$48,698,914","$7,839,108","$40,859,806",16.10%,Brahmastra Part 1: S,https://www.the-numbers.com/movie/Brahmastra-Part-1-Shiva-(2022-India)#tab=summary
76,Orphan: First Kill,"$45,585,682","$5,413,227","$40,172,455",11.87%,Orphan: First Kill,https://www.the-numbers.com/movie/Orphan-First-Kill-(2021)#tab=summary
77,Barbarian,"$45,352,337","$40,842,944","$4,509,393",90.06%,Barbarian,https://www.the-numbers.com/movie/Barbarian-(2022)#tab=summary
78,Prey for the Devil,"$44,013,745","$19,802,293","$24,211,452",44.99%,Prey for the Devil,https://www.the-numbers.com/movie/Prey-for-the-Devil-(2022)#tab=summary
79,The Fabelmans,"$43,271,455","$17,348,945","$25,922,510",40.09%,The Fabelmans,https://www.the-numbers.com/movie/Fabelmans-The-(2022)#tab=summary
80,Paws of Fury: The Legend of Hank,"$40,166,138","$17,811,382","$22,354,756",44.34%,Paws of Fury: The Le,https://www.the-numbers.com/movie/Paws-of-Fury-The-Legend-of-Hank-(2022)#tab=summary
81,Roald Dahl’s Matilda The Musical,"$37,208,078",,"$37,208,078",,Roald Dahl’s Matilda,https://www.the-numbers.com/movie/Roald-Dahls-Matilda-The-Musical-(2022)#tab=summary
82,Duan . Qiao (断·桥),"$34,450,000",,"$34,450,000",,Duan . Qiao (断·桥),https://www.the-numbers.com/movie/Duan-Qiao-(2022-China)#tab=summary
83,The Bob’s Burgers Movie,"$34,074,480","$31,933,830","$2,140,650",93.72%,The Bob’s Burgers Mo,https://www.the-numbers.com/movie/Bobs-Burgers-Movie-The-(2022)#tab=summary
84,Detective Conan: The Bride of Halloween,"$33,852,685",,"$33,852,685",,Detective Conan: The,https://www.the-numbers.com/movie/Detective-Conan-The-Bride-of-Halloween-(2022-Japan)#tab=summary
85,The Invitation,"$33,689,288","$25,100,080","$8,589,208",74.50%,The Invitation,https://www.the-numbers.com/movie/Invitation-The-(2022)#tab=summary
86,Wai tai kong de mo zha te,"$33,179,636",,"$33,179,636",,Wai tai kong de mo z,https://www.the-numbers.com/movie/Wai-tai-kong-de-mo-zha-te-(2022-China)#tab=summary
87,Triangle of Sadness,"$32,890,983","$4,608,096","$28,282,887",14.01%,Triangle of Sadness,https://www.the-numbers.com/movie/Triangle-of-Sadness#tab=summary
88,Píng Fán Yīng Xióng (平凡英雄),"$32,850,000",,"$32,850,000",,Píng Fán Yīng Xióng ,https://www.the-numbers.com/movie/Ping-Fan-Ying-Xiong-(2022-China)#tab=summary
89,heonteu (헌트),"$32,687,164","$25,994","$32,661,170",0.08%,heonteu (헌트),https://www.the-numbers.com/movie/heonteu-(2021-South-Korea)#tab=summary
90,BTS Permission to Dance on Stage Seoul — Live V…,"$32,600,000","$6,840,000","$25,760,000",20.98%,BTS Permission to Da,https://www.the-numbers.com/movie/BTS-Permission-to-Dance-on-Stage-Seoul-Live-Viewing-(2022-South-Korea)#tab=summary
91,Mrs. Harris Goes to Paris,"$31,272,770","$10,433,915","$20,838,855",33.36%,Mrs. Harris Goes to ,https://www.the-numbers.com/movie/Mrs-Harris-Goes-to-Paris-(2022-United-Kingdom)#tab=summary
92,Tadeo Jones 3: la maldición de la momia,"$30,008,278","$67,599","$29,940,679",0.23%,Tadeo Jones 3: la ma,https://www.the-numbers.com/movie/Tadeo-Jones-3-la-maldicion-de-la-momia-(2022-Spain)#tab=summary
93,Amsterdam,"$29,400,826","$14,947,969","$14,452,857",50.84%,Amsterdam,https://www.the-numbers.com/movie/Amsterdam-(2022)#tab=summary
94,TÁR,"$29,266,452","$6,773,650","$22,492,802",23.14%,TÁR,https://www.the-numbers.com/movie/Tar-(2022)#tab=summary
95,The Unbearable Weight of Massive Talent,"$29,116,320","$20,300,157","$8,816,163",69.72%,The Unbearable Weigh,https://www.the-numbers.com/movie/Unbearable-Weight-of-Massive-Talent-The#tab=summary
96,Dú Shé Dà Zhuàng (毒舌大状),"$27,874,822",,"$27,874,822",,Dú Shé Dà Zhuàng (毒舌,https://www.the-numbers.com/movie/Du-She-Da-Zhuang-(2023-Hong-Kong)#tab=summary
97,Operation Fortune: Ruse de guerre,"$27,835,815","$6,496,125","$21,339,690",23.34%,Operation Fortune: R,https://www.the-numbers.com/movie/Operation-Fortune-Ruse-de-guerre-(2022)#tab=summary
98,Olppaemi (올빼미),"$26,668,156",,"$26,668,156",,Olppaemi (올빼미),https://www.the-numbers.com/movie/Olppaemi-(2022-South-Korea)#tab=summary
99,Shi Nian Yi Pin Wen Ru Yan (十年一品温如言),"$26,420,000",,"$26,420,000",,Shi Nian Yi Pin Wen ,https://www.the-numbers.com/movie/Shi-Nian-Yi-Pin-Wen-Ru-Yan-(2022-China)#tab=summary
100,Sǎo Hēi Xíng Dòng (扫黑行动),"$25,880,000",,"$25,880,000",,Sǎo Hēi Xíng Dòng (扫,https://www.the-numbers.com/movie/Sao-Hei-Xing-Dong-(2022-China)#tab=summary
101,Youngwoong (영웅),"$25,304,092",,"$25,304,092",,Youngwoong (영웅),https://www.the-numbers.com/movie/Youngwoong-(2022-South-Korea)#tab=summary
102,Xi yang yang yu hui tai lang zhi kuang chu wei …,"$25,140,000",,"$25,140,000",,Xi yang yang yu hui ,https://www.the-numbers.com/movie/Xi-yang-yang-yu-hui-tai-lang-zhi-kuang-chu-wei-lai-(2022-China)#tab=summary
103,Bian Yuan Xing Zhe (边缘行者),"$24,860,818",,"$24,860,818",,Bian Yuan Xing Zhe (,https://www.the-numbers.com/movie/Bian-Yuan-Xing-Zhe-(2022-China)#tab=summary
104,Wo Shi Zhen De Tao Yan Yi Di Lian (我是真的讨厌异地恋)…,"$24,620,000",,"$24,620,000",,Wo Shi Zhen De Tao Y,https://www.the-numbers.com/movie/Wo-Shi-Zhen-De-Tao-Yan-Yi-Di-Lian-(2022-China)#tab=summary
105,Manyeo 2 (마녀 2),"$22,305,231","$143,723","$22,161,508",0.64%,Manyeo 2 (마녀 2),https://www.the-numbers.com/movie/Manyeo-2-(2022-South-Korea)#tab=summary
106,Father Stu,"$21,989,422","$21,096,678","$892,744",95.94%,Father Stu,https://www.the-numbers.com/movie/Father-Stu-(2022)#tab=summary
107,Fall,"$21,771,567","$7,240,521","$14,531,046",33.26%,Fall,https://www.the-numbers.com/movie/Fall-(2022)#tab=summary
108,Devotion,"$21,461,880","$20,511,938","$949,942",95.57%,Devotion,https://www.the-numbers.com/movie/Devotion-(2022)#tab=summary
109,Three Thousand Years of Longing,"$21,245,954","$8,286,741","$12,959,213",39.00%,Three Thousand Years,https://www.the-numbers.com/movie/Three-Thousand-Years-of-Longing-(2022)#tab=summary
110,Bergen,"$21,168,216",,"$21,168,216",,Bergen,https://www.the-numbers.com/movie/Bergen-(2022-Turkey)#tab=summary
111,See How They Run,"$20,851,675","$9,586,237","$11,265,438",45.97%,See How They Run,https://www.the-numbers.com/movie/See-How-They-Run-(2022)#tab=summary
112,Ju sheng huai nan (暗恋),"$20,050,000",,"$20,050,000",,Ju sheng huai nan (暗,https://www.the-numbers.com/movie/Ju-sheng-huai-nan-(2022-China)#tab=summary
113,Decision to Leave (헤어질 결심),"$19,484,077","$2,179,864","$17,304,213",11.19%,Decision to Leave (헤,https://www.the-numbers.com/movie/Decision-to-Leave-(2022-South-Korea)#tab=summary
114,Fragments of the Last Will (ラーゲリより愛を込めて)…,"$18,946,920",,"$18,946,920",,Fragments of the Las,https://www.the-numbers.com/movie/Fragments-of-the-Last-Will-(2022-Japan)#tab=summary
115,The 355,"$18,902,798","$14,570,455","$4,332,343",77.08%,The 355,https://www.the-numbers.com/movie/355-The-(2021)#tab=summary
116,One Week Friends (週的朋友),"$18,014,349",,"$18,014,349",,One Week Friends (週的,https://www.the-numbers.com/movie/One-Week-Friends-(2022-China)#tab=summary
117,Yǐn rù chényān (隐入尘烟),"$17,128,863",,"$17,128,863",,Yǐn rù chényān (隐入尘烟,https://www.the-numbers.com/movie/Yin-ru-chenyan-(2022-China)#tab=summary
118,bisangseongeon (비상선언),"$16,411,543","$412,196","$15,999,347",2.51%,bisangseongeon (비상선언,https://www.the-numbers.com/movie/bisangseongeon-(2020-South-Korea)#tab=summary
119,Padre no hay más que uno 3,"$16,390,464",,"$16,390,464",,Padre no hay más que,https://www.the-numbers.com/movie/padre-no-hay-mas-que-uno-3-(2022-Spain)#tab=summary
120,Hǎo Xiǎng Qù Nǐ De Shì Jiè Ài Nǐ (好想去你的世界爱你)…,"$16,380,000",,"$16,380,000",,Hǎo Xiǎng Qù Nǐ De S,https://www.the-numbers.com/movie/Hao-Xiang-Qu-Ni-De-Shi-Jie-Ai-Ni-(2022-China)#tab=summary
121,Blacklight,"$16,017,096","$9,591,094","$6,426,002",59.88%,Blacklight,https://www.the-numbers.com/movie/Blacklight-(2022)#tab=summary
122,Terrifier 2,"$15,686,934","$10,962,502","$4,724,432",69.88%,Terrifier 2,https://www.the-numbers.com/movie/Terrifier-2-(2022)#tab=summary
123,Operation Mincemeat,"$15,607,881",,"$15,607,881",,Operation Mincemeat,https://www.the-numbers.com/movie/Operation-Mincemeat-(2022)#tab=summary
124,Gāng Tiě Yì Zhì (钢铁意志),"$15,310,000",,"$15,310,000",,Gāng Tiě Yì Zhì (钢铁意,https://www.the-numbers.com/movie/Gang-Tie-Yi-Zhi-(2022-China)#tab=summary
125,The Amazing Maurice,"$15,309,142","$4,303,645","$11,005,497",28.11%,The Amazing Maurice,https://www.the-numbers.com/movie/Amazing-Maurice-The-(2022-United-Kingdom)#tab=summary
126,Table for Six (还是觉得你最好),"$15,267,878",,"$15,267,878",,Table for Six (还是觉得你,https://www.the-numbers.com/movie/Table-for-Six-(2022-Hong-Kong)#tab=summary
127,Bones and All,"$15,237,477","$7,837,477","$7,400,000",51.44%,Bones and All,https://www.the-numbers.com/movie/Bones-and-All-(2022)#tab=summary
128,Ladybug & Cat Noir: The Movie,"$15,173,192",,"$15,173,192",,Ladybug & Cat Noir: ,https://www.the-numbers.com/movie/Ladybug-and-Cat-Noir-The-Movie-(2022)#tab=summary
129,X,"$15,113,105","$11,769,469","$3,343,636",77.88%,X,https://www.the-numbers.com/movie/X-(2022-Horror)#tab=summary
130,Doraemon the Movie: Nobita’s Little Star Wars 2…,"$15,012,353",,"$15,012,353",,Doraemon the Movie: ,https://www.the-numbers.com/movie/Doraemon-the-Movie-Nobitas-Little-Star-Wars-2021-(2022-Japan)#tab=summary
131,Glass Onion: A Knives Out Mystery,"$15,000,000","$15,000,000",,100.00%,Glass Onion: A Knive,https://www.the-numbers.com/movie/Glass-Onion-A-Knives-Out-Mystery-(2022)#tab=summary
132,Serdtse parmy (Сердце пармы),"$14,845,677",,"$14,845,677",,Serdtse parmy (Сердц,https://www.the-numbers.com/movie/Serdtse-parmy-(2022-Russia)#tab=summary
133,Bros,"$14,831,797","$11,628,165","$3,203,632",78.40%,Bros,https://www.the-numbers.com/movie/Bros-(2022)#tab=summary
134,The Chosen Season 3: Episodes 1 & 2,"$14,679,641","$14,612,089","$67,552",99.54%,The Chosen Season 3:,https://www.the-numbers.com/movie/Chosen-The-Season-3-Episodes-1-and-2-(2022)#tab=summary
135,6/45,"$14,453,138",,"$14,453,138",,6/45,https://www.the-numbers.com/movie/6-45-(2022-South-Korea)#tab=summary
136,The Duke,"$14,329,323","$1,526,970","$12,802,353",10.66%,The Duke,https://www.the-numbers.com/movie/Duke-The-(2020-UK)#tab=summary
137,Bodies Bodies Bodies,"$14,029,755","$11,446,602","$2,583,153",81.59%,Bodies Bodies Bodies,https://www.the-numbers.com/movie/Bodies-Bodies-Bodies#tab=summary
138,She Said,"$13,956,384","$5,825,995","$8,130,389",41.74%,She Said,https://www.the-numbers.com/movie/She-Said-(2022)#tab=summary
139,Moonage Daydream,"$13,910,491","$4,266,717","$9,643,774",30.67%,Moonage Daydream,https://www.the-numbers.com/movie/Moonage-Daydream-(2022)#tab=summary
140,"Good Luck to You, Leo Grande","$13,141,633",,"$13,141,633",,"Good Luck to You, Le",https://www.the-numbers.com/movie/Good-Luck-to-You-Leo-Grande-(2022-United-Kingdom)#tab=summary
141,Easter Sunday,"$13,021,859","$13,013,690","$8,169",99.94%,Easter Sunday,https://www.the-numbers.com/movie/Easter-Sunday-(2022)#tab=summary
142,Memory,"$12,468,974","$7,329,043","$5,139,931",58.78%,Memory,https://www.the-numbers.com/movie/Memory-(Dir-Martin-Campbell)#tab=summary
143,After Ever Happy,"$12,463,628","$989,088","$11,474,540",7.94%,After Ever Happy,https://www.the-numbers.com/movie/After-Ever-Happy-(2022)#tab=summary
144,Living,"$12,419,040","$3,037,858","$9,381,182",24.46%,Living,https://www.the-numbers.com/movie/Living-(2022-United-Kingdom)#tab=summary
145,wigyein 1bu (외계+인 1부),"$12,340,846","$168,309","$12,172,537",1.36%,wigyein 1bu (외계+인 1부,https://www.the-numbers.com/movie/wigyein-1bu-(2022-South-Korea)#tab=summary
146,beurokeo (브로커),"$12,322,764","$1,046,898","$11,275,866",8.50%,beurokeo (브로커),https://www.the-numbers.com/movie/beurokeo-(2022-South-Korea)#tab=summary
147,Turning Red,"$12,271,142","$1,399,001","$10,872,141",11.40%,Turning Red,https://www.the-numbers.com/movie/Turning-Red-(2022)#tab=summary
148,New Happy Dad and Son 5: My Alien Friend (新大头儿子…,"$12,260,000",,"$12,260,000",,New Happy Dad and So,https://www.the-numbers.com/movie/New-Happy-Dad-and-Son-5-My-Alien-Friend-(2022-China)#tab=summary
149,Men,"$11,958,347","$7,587,853","$4,370,494",63.45%,Men,https://www.the-numbers.com/movie/Men-(2022-United-Kingdom)#tab=summary
150,Octonauts and the Caves of Sac Actun,"$11,695,093",,"$11,695,093",,Octonauts and the Ca,https://www.the-numbers.com/movie/Octonauts-and-the-Caves-of-Sac-Actun-(2020-United-Kingdom)#tab=summary
151,Empire of Light,"$11,656,578","$1,438,551","$10,218,027",12.34%,Empire of Light,https://www.the-numbers.com/movie/Empire-of-Light-(2022)#tab=summary
152,Wunderschön,"$11,600,000",,"$11,600,000",,Wunderschön,https://www.the-numbers.com/movie/Wunderschon-(2020-Germany)#tab=summary
153,Song of Spring (妈妈!),"$11,510,079",,"$11,510,079",,Song of Spring (妈妈!),https://www.the-numbers.com/movie/Song-of-Spring-(2022-China)#tab=summary
154,Till,"$11,448,957","$9,000,202","$2,448,755",78.61%,Till,https://www.the-numbers.com/movie/Till-(2022)#tab=summary
155,Even if This Love Disappears from the World Ton…,"$11,411,417",,"$11,411,417",,Even if This Love Di,https://www.the-numbers.com/movie/Even-if-This-Love-Disappears-from-the-World-Tonight-(2022-Japan)#tab=summary
156,Mā Mā (妈妈！),"$10,680,473",,"$10,680,473",,Mā Mā (妈妈！),https://www.the-numbers.com/movie/Ma-Ma-(2022-China)#tab=summary
