Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
182,I Hate Luv Storys,"$14,720,564","$847,993","$13,872,571",5.76%,I Hate Luv Storys,https://www.the-numbers.com/movie/I-Hate-Luv-Storys#tab=summary
183,Vykrutasy,"$13,835,287",,"$13,835,287",,Vykrutasy,https://www.the-numbers.com/movie/Vykrutasy#tab=summary
184,Chloe,"$13,176,612","$3,075,255","$10,101,357",23.34%,Chloe,https://www.the-numbers.com/movie/Chloe#tab=summary
185,Babies,"$12,146,819","$7,320,323","$4,826,496",60.27%,Babies,https://www.the-numbers.com/movie/Babies#tab=summary
186,Harry Brown,"$12,023,606","$1,818,681","$10,204,925",15.13%,Harry Brown,https://www.the-numbers.com/movie/Harry-Brown#tab=summary
187,Action Replayy,"$11,857,228","$410,262","$11,446,966",3.46%,Action Replayy,https://www.the-numbers.com/movie/Action-Replayy#tab=summary
188,Conviction,"$11,826,980","$6,797,696","$5,029,284",57.48%,Conviction,https://www.the-numbers.com/movie/Conviction#tab=summary
189,Beauty and the Beast,"$11,700,000",,"$11,700,000",,Beauty and the Beast,https://www.the-numbers.com/movie/Beauty-and-the-Beast-(2010)#tab=summary
190,Khatta Meetha,"$11,635,261","$541,904","$11,093,357",4.66%,Khatta Meetha,https://www.the-numbers.com/movie/Khatta-Meetha-(2010-India)#tab=summary
191,Never Let Me Go,"$11,173,718","$2,434,652","$8,739,066",21.79%,Never Let Me Go,https://www.the-numbers.com/movie/Never-Let-Me-Go#tab=summary
192,Jonah Hex,"$11,022,696","$10,547,117","$475,579",95.69%,Jonah Hex,https://www.the-numbers.com/movie/Jonah-Hex#tab=summary
193,Samyy luchshiy film 3,"$10,832,328",,"$10,832,328",,Samyy luchshiy film ,https://www.the-numbers.com/movie/Samyy-luchshiy-film-3#tab=summary
194,Get Low,"$10,828,305","$9,176,933","$1,651,372",84.75%,Get Low,https://www.the-numbers.com/movie/Get-Low#tab=summary
195,Looking for Eric,"$10,559,972","$55,804","$10,504,168",0.53%,Looking for Eric,https://www.the-numbers.com/movie/Looking-for-Eric#tab=summary
196,Les Tuche,"$10,537,035",,"$10,537,035",,Les Tuche,https://www.the-numbers.com/movie/Tuche-Les#tab=summary
197,Snabba Cash,"$10,212,403","$188,870","$10,023,533",1.85%,Snabba Cash,https://www.the-numbers.com/movie/Snabba-Cash-(2010-Sweden)#tab=summary
198,Cyrus,"$10,062,896","$7,468,936","$2,593,960",74.22%,Cyrus,https://www.the-numbers.com/movie/Cyrus-(2010)#tab=summary
