Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
79,My Daughter is a Zombie (좀비딸),"$36,846,441",,"$36,846,441",,My Daughter is a Zom,https://www.the-numbers.com/movie/My-Daughter-is-a-Zombie-(2025-South-Korea)#tab=summary
80,Companion,"$36,809,101","$20,809,101","$16,000,000",56.53%,Companion,https://www.the-numbers.com/movie/Companion-(2025)#tab=summary
81,Wolf Man,"$35,153,314","$20,707,280","$14,446,034",58.91%,Wolf Man,https://www.the-numbers.com/movie/Wolf-Man-(2025)#tab=summary
82,Novocaine,"$33,538,995","$19,861,854","$13,677,141",59.22%,Novocaine,https://www.the-numbers.com/movie/Novocaine-(2025)#tab=summary
83,Warfare,"$33,218,065","$25,782,474","$7,435,591",77.62%,Warfare,https://www.the-numbers.com/movie/Warfare-(2025)#tab=summary
84,Heart Eyes,"$32,925,852","$30,415,738","$2,510,114",92.38%,Heart Eyes,https://www.the-numbers.com/movie/Heart-Eyes-(2025-New-Zealand)#tab=summary
85,Together,"$32,249,543","$21,273,161","$10,976,382",65.96%,Together,https://www.the-numbers.com/movie/Together-(2025)#tab=summary
86,Sound of Silence (震耳欲聋),"$32,238,698",,"$32,238,698",,Sound of Silence (震耳,https://www.the-numbers.com/movie/Sound-of-Silence-(2025-China)#tab=summary
87,Malice (恶意),"$31,437,072",,"$31,437,072",,Malice (恶意),https://www.the-numbers.com/movie/Malice-(2025-China)#tab=summary
88,Finist. Pervyy bogatyr (Финист: Первый богатырь…,"$30,831,827",,"$30,831,827",,Finist. Pervyy bogat,https://www.the-numbers.com/movie/Finist-Pervyy-bogatyr-(2025-Russia)#tab=summary
89,Curious Tales of a Temple (聊斋：兰若寺),"$30,190,659",,"$30,190,659",,Curious Tales of a T,https://www.the-numbers.com/movie/Curious-Tales-of-a-Temple-(2025-China)#tab=summary
90,We Girls (向阳·花),"$29,005,755",,"$29,005,755",,We Girls (向阳·花),https://www.the-numbers.com/movie/We-Girls-(2025-China)#tab=summary
91,Drop,"$28,744,699","$16,600,805","$12,143,894",57.75%,Drop,https://www.the-numbers.com/movie/Drop-(2025)#tab=summary
92,Caught Stealing,"$28,392,514","$19,005,242","$9,387,272",66.94%,Caught Stealing,https://www.the-numbers.com/movie/Caught-Stealing-(2025)#tab=summary
93,Roofman,"$28,267,364","$22,502,400","$5,764,964",79.61%,Roofman,https://www.the-numbers.com/movie/Roofman-(2025)#tab=summary
94,Him,"$27,665,488","$24,936,390","$2,729,098",90.14%,Him,https://www.the-numbers.com/movie/Him-(2025)#tab=summary
95,Endless Journey of Love (时间之子),"$26,064,455",,"$26,064,455",,Endless Journey of L,https://www.the-numbers.com/movie/Endless-Journey-of-Love-(2025-China)#tab=summary
96,Bugonia,"$25,660,324","$13,781,035","$11,879,289",53.71%,Bugonia,https://www.the-numbers.com/movie/Bugonia-(2025)#tab=summary
97,KPop Demon Hunters,"$24,690,793","$24,300,000","$390,793",98.42%,KPop Demon Hunters,https://www.the-numbers.com/movie/KPop-Demon-Hunters-(2025)#tab=summary
98,The Chosen: Last Supper — Part 1,"$23,873,520","$20,257,290","$3,616,230",84.85%,The Chosen: Last Sup,https://www.the-numbers.com/movie/Chosen-The-Last-Supper-Part-1-(2025)#tab=summary
99,Last Breath,"$23,492,731","$21,051,180","$2,441,551",89.61%,Last Breath,https://www.the-numbers.com/movie/Last-Breath-(2025-United-Kingdom)#tab=summary
100,Yadang: The Snitch (야당),"$23,463,785","$153,510","$23,310,275",0.65%,Yadang: The Snitch (,https://www.the-numbers.com/movie/Yadang-The-Snitch-(2025-South-Korea)#tab=summary
101,The Woman in the Yard,"$23,311,502","$22,405,985","$905,517",96.12%,The Woman in the Yar,https://www.the-numbers.com/movie/Woman-in-the-Yard-The-(2025)#tab=summary
102,Good Fortune,"$23,272,854","$16,369,455","$6,903,399",70.34%,Good Fortune,https://www.the-numbers.com/movie/Good-Fortune-(2025)#tab=summary
103,The Adventure (奇遇),"$23,256,052",,"$23,256,052",,The Adventure (奇遇),https://www.the-numbers.com/movie/Adventure-The-(2025-China)#tab=summary
104,Follemente,"$21,628,544",,"$21,628,544",,Follemente,https://www.the-numbers.com/movie/Follemente-(2025-Italy)#tab=summary
105,Attack on Titan the Movie: THE LAST ATTACK,"$21,525,687","$2,890,192","$18,635,495",13.43%,Attack on Titan the ,https://www.the-numbers.com/movie/Attack-on-Titan-the-Movie-The-Last-Attack-(2024-Japan)#tab=summary
106,The Strangers: Chapter 2,"$21,293,765","$15,153,346","$6,140,419",71.16%,The Strangers: Chapt,https://www.the-numbers.com/movie/Strangers-The-Chapter-2-(2025)#tab=summary
107,Batya 2. Ded (Батя 2: Дед),"$20,487,426",,"$20,487,426",,Batya 2. Ded (Батя 2,https://www.the-numbers.com/movie/Batya-2-Ded-(2025-Russia)#tab=summary
108,Adventure Island (潜艇总动员：冒险岛),"$20,193,538",,"$20,193,538",,Adventure Island (潜艇,https://www.the-numbers.com/movie/Adventure-Island-(2025-China)#tab=summary
109,A Big Bold Beautiful Journey,"$20,171,068","$6,671,082","$13,499,986",33.07%,A Big Bold Beautiful,https://www.the-numbers.com/movie/Big-Bold-Beautiful-Journey-A-(2025)#tab=summary
110,Prorok Istoriya Aleksandra Pushkina (Пророк. Ис…,"$20,144,396",,"$20,144,396",,Prorok Istoriya Alek,https://www.the-numbers.com/movie/Prorok-Istoriya-Aleksandra-Pushkina-(2024-Russia)#tab=summary
111,The Smashing Machine,"$19,920,442","$11,386,575","$8,533,867",57.16%,The Smashing Machine,https://www.the-numbers.com/movie/Smashing-Machine-The-(2025)#tab=summary
112,No Other Choice (어쩔수가없다),"$19,575,200",,"$19,575,200",,No Other Choice (어쩔수,https://www.the-numbers.com/movie/No-Other-Choice-(2025-South-Korea)#tab=summary
113,Mumu (不说话的爱),"$18,342,532","$49,449","$18,293,083",0.27%,Mumu (不说话的爱),https://www.the-numbers.com/movie/Mumu-(2025-China)#tab=summary
114,Love Hurts,"$17,669,913","$15,683,090","$1,986,823",88.76%,Love Hurts,https://www.the-numbers.com/movie/Love-Hurts-(2025)#tab=summary
115,The Salt Path,"$17,633,949",,"$17,633,949",,The Salt Path,https://www.the-numbers.com/movie/Salt-Path-The-(2025-United-Kingdom)#tab=summary
116,The Open Door (人生开门红),"$17,417,918",,"$17,417,918",,The Open Door (人生开门红,https://www.the-numbers.com/movie/Open-Door-The-(2025-China)#tab=summary
117,August (Август),"$17,156,613",,"$17,156,613",,August (Август),https://www.the-numbers.com/movie/August-(2025-Russia)#tab=summary
118,Dracula: A Love Tale,"$16,984,195",,"$16,984,195",,Dracula: A Love Tale,https://www.the-numbers.com/movie/Dracula-A-Love-Tale-(2025-France)#tab=summary
119,Friendship,"$16,977,865","$16,228,274","$749,591",95.58%,Friendship,https://www.the-numbers.com/movie/Friendship-(2025)#tab=summary
120,Hitman 2 (히트맨 2),"$16,435,317",,"$16,435,317",,Hitman 2 (히트맨 2),https://www.the-numbers.com/movie/Hitman-2-(2025-South-Korea)#tab=summary
121,Death of a Unicorn,"$15,964,463","$12,519,487","$3,444,976",78.42%,Death of a Unicorn,https://www.the-numbers.com/movie/Death-of-a-Unicorn-(2025)#tab=summary
122,Boss (보스),"$15,916,696",,"$15,916,696",,Boss (보스),https://www.the-numbers.com/movie/Boss-(2025-South-Korea)#tab=summary
123,Gorynych (Горыныч),"$15,736,038",,"$15,736,038",,Gorynych (Горыныч),https://www.the-numbers.com/movie/Gorynych-(2025-Russia)#tab=summary
124,Padre No Hay Más Que Uno 5,"$15,518,164",,"$15,518,164",,Padre No Hay Más Que,https://www.the-numbers.com/movie/Padre-No-Hay-Mas-Que-Uno-5-(2025-Spain)#tab=summary
125,The Last Rodeo,"$15,202,561","$15,201,662",$899,99.99%,The Last Rodeo,https://www.the-numbers.com/movie/Last-Rodeo-The-(2025)#tab=summary
126,Doraemon: Nobita’s Art World Tales (映画ドラえもん のび太…,"$14,849,757",,"$14,849,757",,Doraemon: Nobita’s A,https://www.the-numbers.com/movie/Doraemon-Nobitas-Art-World-Tales-(2025-Japan)#tab=summary
127,The Match (승부),"$14,567,555",,"$14,567,555",,The Match (승부),https://www.the-numbers.com/movie/Match-The-(2025-South-Korea)#tab=summary
128,Kraken (Кракен),"$14,329,678",,"$14,329,678",,Kraken (Кракен),https://www.the-numbers.com/movie/Kraken-(2025-Russia)#tab=summary
129,Alisa v Strane Chudes (АЛИСА В СТРАНЕ ЧУДЕС )…,"$13,535,382",,"$13,535,382",,Alisa v Strane Chude,https://www.the-numbers.com/movie/Alisa-v-Strane-Chudes-(2025-Russia)#tab=summary
130,Becoming Led Zeppelin,"$13,173,268","$10,403,808","$2,769,460",78.98%,Becoming Led Zeppeli,https://www.the-numbers.com/movie/Becoming-Led-Zeppelin-(2025)#tab=summary
131,Eddington,"$13,152,231","$10,109,484","$3,042,747",76.87%,Eddington,https://www.the-numbers.com/movie/Eddington-(2025)#tab=summary
132,Grand Prix of Europe,"$12,947,230","$547,230","$12,400,000",4.23%,Grand Prix of Europe,https://www.the-numbers.com/movie/Grand-Prix-of-Europe-(2025-Germany)#tab=summary
133,Hi-Five (하이파이브),"$12,752,617","$117,402","$12,635,215",0.92%,Hi-Five (하이파이브),https://www.the-numbers.com/movie/Hi-Five-(2025-South-Korea)#tab=summary
134,The Chosen: Last Supper — Part 2,"$12,540,845","$12,360,095","$180,750",98.56%,The Chosen: Last Sup,https://www.the-numbers.com/movie/Chosen-The-Last-Supper-Part-2-(2025)#tab=summary
135,The Penguin Lessons,"$12,419,866","$3,294,991","$9,124,875",26.53%,The Penguin Lessons,https://www.the-numbers.com/movie/Penguin-Lessons-The-(2025)#tab=summary
136,Fox Hunt (猎狐·行动),"$12,311,192",,"$12,311,192",,Fox Hunt (猎狐·行动),https://www.the-numbers.com/movie/Fox-Hunt-(2025-China)#tab=summary
137,Noise (노이즈),"$12,058,565",,"$12,058,565",,Noise (노이즈),https://www.the-numbers.com/movie/Noise-(2025-South-Korea)#tab=summary
138,Sons of the Neon Night (風林火山),"$12,023,019",,"$12,023,019",,Sons of the Neon Nig,https://www.the-numbers.com/movie/Sons-of-the-Neon-Night-(2025-Hong-Kong)#tab=summary
139,The Chosen: Last Supper — Part 3,"$11,800,786","$11,686,132","$114,654",99.03%,The Chosen: Last Sup,https://www.the-numbers.com/movie/Chosen-The-Last-Supper-Part-3-(2025)#tab=summary
140,The Life of Chuck,"$11,367,988","$6,712,602","$4,655,386",59.05%,The Life of Chuck,https://www.the-numbers.com/movie/Life-of-Chuck-The-(2025)#tab=summary
141,COLORFUL STAGE! The Movie: A Miku Who Can’t Sin…,"$11,364,670","$3,659,632","$7,705,038",32.20%,COLORFUL STAGE! The ,https://www.the-numbers.com/movie/Colorful-Stage-The-Movie-A-Miku-Who-Cant-Sing-(2025-Japan)#tab=summary
142,Dark Nuns (검은 수녀들),"$11,333,563","$103,433","$11,230,130",0.91%,Dark Nuns (검은 수녀들),https://www.the-numbers.com/movie/Dark-Nuns-(2025-South-Korea)#tab=summary
143,You Are The Best (你行！你上！),"$11,270,324",,"$11,270,324",,You Are The Best (你行,https://www.the-numbers.com/movie/You-Are-The-Best-(2025-China)#tab=summary
144,Cang Mang De Tian Ya Shi Wo De Ai (苍茫的天涯是我的爱)…,"$11,042,723",,"$11,042,723",,Cang Mang De Tian Ya,https://www.the-numbers.com/movie/Cang-Mang-De-Tian-Ya-Shi-Wo-De-Ai-(2025-China)#tab=summary
145,Three Kingdoms: Starlit Heroes (三国的星空第一部)…,"$11,029,240",,"$11,029,240",,Three Kingdoms: Star,https://www.the-numbers.com/movie/Three-Kingdoms-Starlit-Heroes-(2025-China)#tab=summary
146,Presence,"$10,613,792","$6,900,045","$3,713,747",65.01%,Presence,https://www.the-numbers.com/movie/Presence-(2025)#tab=summary
147,Sketch,"$10,529,447","$8,129,810","$2,399,637",77.21%,Sketch,https://www.the-numbers.com/movie/Sketch-(2025)#tab=summary
148,The Return of the Lame Hero (毕正明的证明),"$10,524,948",,"$10,524,948",,The Return of the La,https://www.the-numbers.com/movie/Return-of-the-Lame-Hero-The-(2025-China)#tab=summary
149,Hotline Beijing (您的声音),"$10,470,848",,"$10,470,848",,Hotline Beijing (您的声,https://www.the-numbers.com/movie/Hotline-Beijing-(2025-China)#tab=summary
150,The Alto Knights,"$10,203,664","$6,103,664","$4,100,000",59.82%,The Alto Knights,https://www.the-numbers.com/movie/Alto-Knights-The-(2025)#tab=summary
151,Io Sono La Fine Del Mondo,"$10,164,861",,"$10,164,861",,Io Sono La Fine Del ,https://www.the-numbers.com/movie/Io-Sono-La-Fine-Del-Mondo-(2025-Italy)#tab=summary
152,Na derevnyu dedushke (На деревню дедушке)…,"$10,124,608",,"$10,124,608",,Na derevnyu dedushke,https://www.the-numbers.com/movie/Na-derevnyu-dedushke-(2025-Russia)#tab=summary
153,Red Silk (Красный шелк),"$10,028,553",,"$10,028,553",,Red Silk (Красный ше,https://www.the-numbers.com/movie/Red-Silk-(2025-Russia)#tab=summary
