Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
65,Pete’s Dragon,"$137,768,975","$76,233,151","$61,535,824",55.33%,Pete’s Dragon,https://www.the-numbers.com/movie/Petes-Dragon-(2016)#tab=summary
66,Skiptrace,"$131,202,537","$1,792","$131,200,745",0.00%,Skiptrace,https://www.the-numbers.com/movie/Skiptrace#tab=summary
67,Mechanic: Resurrection,"$125,729,635","$21,218,403","$104,511,232",16.88%,Mechanic: Resurrecti,https://www.the-numbers.com/movie/Mechanic-Resurrection#tab=summary
68,Ride Along 2,"$124,827,316","$90,862,685","$33,964,631",72.79%,Ride Along 2,https://www.the-numbers.com/movie/Ride-Along-2#tab=summary
69,Deepwater Horizon,"$122,333,118","$61,433,527","$60,899,591",50.22%,Deepwater Horizon,https://www.the-numbers.com/movie/Deepwater-Horizon#tab=summary
70,I Belonged to You,"$119,418,869","$743,507","$118,675,362",0.62%,I Belonged to You,https://www.the-numbers.com/movie/Cong-Ni-De-Qun-Shi-Jie-Lu-Guo-(China)#tab=summary
71,Allied,"$119,266,661","$40,098,064","$79,168,597",33.62%,Allied,https://www.the-numbers.com/movie/Allied#tab=summary
72,The Shallows,"$118,763,442","$55,121,623","$63,641,819",46.41%,The Shallows,https://www.the-numbers.com/movie/Shallows-The#tab=summary
73,The Purge: Election Year,"$118,514,727","$79,042,440","$39,472,287",66.69%,The Purge: Election ,https://www.the-numbers.com/movie/Purge-The-Election-Year#tab=summary
74,Why Him?,"$117,425,156","$60,323,786","$57,101,370",51.37%,Why Him?,https://www.the-numbers.com/movie/Why-Him#tab=summary
75,Finding Mr Right 2,"$116,100,802",,"$116,100,802",,Finding Mr Right 2,https://www.the-numbers.com/movie/Finding-Mr-Right-2-(China)#tab=summary
76,Office Christmas Party,"$115,097,874","$54,767,494","$60,330,380",47.58%,Office Christmas Par,https://www.the-numbers.com/movie/Office-Christmas-Party#tab=summary
77,How to be Single,"$112,543,513","$46,843,513","$65,700,000",41.62%,How to be Single,https://www.the-numbers.com/movie/How-to-be-Single#tab=summary
78,The 5th Wave,"$111,336,398","$34,912,982","$76,423,416",31.36%,The 5th Wave,https://www.the-numbers.com/movie/5th-Wave-The#tab=summary
79,Neighbors 2: Sorority Rising,"$108,757,621","$55,340,730","$53,416,891",50.88%,Neighbors 2: Sororit,https://www.the-numbers.com/movie/Neighbors-2-Sorority-Rising#tab=summary
80,10 Cloverfield Lane,"$108,286,422","$72,082,999","$36,203,423",66.57%,10 Cloverfield Lane,https://www.the-numbers.com/movie/10-Cloverfield-Lane#tab=summary
81,Dirty Grandpa,"$105,078,449","$35,593,113","$69,485,336",33.87%,Dirty Grandpa,https://www.the-numbers.com/movie/Dirty-Grandpa#tab=summary
82,Cold War 2,"$104,529,486","$560,824","$103,968,662",0.54%,Cold War 2,https://www.the-numbers.com/movie/Cold-War-2#tab=summary
83,Railroad Tigers,"$101,822,673","$218,044","$101,604,629",0.21%,Railroad Tigers,https://www.the-numbers.com/movie/Railroad-Tigers#tab=summary
84,Ballerina,"$96,451,584","$21,858,070","$74,593,514",22.66%,Ballerina,https://www.the-numbers.com/movie/Ballerina-(Canada)#tab=summary
85,Some Like It Hot,"$95,697,808","$42,230","$95,655,578",0.04%,Some Like It Hot,https://www.the-numbers.com/movie/Some-Like-It-Hot-(China)#tab=summary
86,Train to Busan (부산행),"$95,616,265","$2,129,768","$93,486,497",2.23%,Train to Busan (부산행),https://www.the-numbers.com/movie/Train-to-Busan-(2016-South-Korea)#tab=summary
87,Money Monster,"$93,466,095","$41,012,075","$52,454,020",43.88%,Money Monster,https://www.the-numbers.com/movie/Money-Monster#tab=summary
88,My Big Fat Greek Wedding 2,"$92,096,558","$59,689,605","$32,406,953",64.81%,My Big Fat Greek Wed,https://www.the-numbers.com/movie/My-Big-Fat-Greek-Wedding-2#tab=summary
89,Ben-Hur,"$91,669,648","$26,410,477","$65,259,171",28.81%,Ben-Hur,https://www.the-numbers.com/movie/Ben-Hur-(2016)#tab=summary
90,Line Walker (使徒行者),"$89,569,657",,"$89,569,657",,Line Walker (使徒行者),https://www.the-numbers.com/movie/Line-Walker-(Hong-Kong)#tab=summary
91,Collateral Beauty,"$88,516,021","$31,016,021","$57,500,000",35.04%,Collateral Beauty,https://www.the-numbers.com/movie/Collateral-Beauty#tab=summary
92,War Dogs,"$86,434,523","$43,034,523","$43,400,000",49.79%,War Dogs,https://www.the-numbers.com/movie/War-Dogs#tab=summary
93,Dà Yú Hǎi Táng,"$85,717,566",,"$85,717,566",,Dà Yú Hǎi Táng,https://www.the-numbers.com/movie/Da-Yu-Hai-Tang-(China)#tab=summary
94,Nerve,"$85,583,945","$38,583,626","$47,000,319",45.08%,Nerve,https://www.the-numbers.com/movie/Nerve#tab=summary
95,Ouija: Origin of Evil,"$81,831,866","$35,144,505","$46,687,361",42.95%,Ouija: Origin of Evi,https://www.the-numbers.com/movie/Ouija-Origin-of-Evil#tab=summary
96,Underworld: Blood Wars,"$81,209,222","$30,353,973","$50,855,249",37.38%,Underworld: Blood Wa,https://www.the-numbers.com/movie/Underworld-Blood-Wars#tab=summary
97,Shin Godjira,"$79,646,922","$5,950,174","$73,696,748",7.47%,Shin Godjira,https://www.the-numbers.com/movie/Shin-Godzilla-(2016-Japan)#tab=summary
98,The Boss,"$78,652,207","$63,077,560","$15,574,647",80.20%,The Boss,https://www.the-numbers.com/movie/Boss-The#tab=summary
99,Manchester by the Sea,"$77,733,867","$47,695,371","$30,038,496",61.36%,Manchester by the Se,https://www.the-numbers.com/movie/Manchester-by-the-Sea#tab=summary
100,Kubo and the Two Strings,"$77,548,122","$48,023,088","$29,525,034",61.93%,Kubo and the Two Str,https://www.the-numbers.com/movie/Kubo-and-the-Two-Strings#tab=summary
101,Mike and Dave Need Wedding Dates,"$75,898,100","$46,009,673","$29,888,427",60.62%,Mike and Dave Need W,https://www.the-numbers.com/movie/Mike-and-Dave-Need-Wedding-Dates#tab=summary
102,Sultan,"$75,379,113","$5,599,781","$69,779,332",7.43%,Sultan,https://www.the-numbers.com/movie/Sultan-(India)-(2016)#tab=summary
103,The Boy,"$73,929,392","$35,819,556","$38,109,836",48.45%,The Boy,https://www.the-numbers.com/movie/Boy-The-(2016)#tab=summary
104,Quo Vado?,"$73,838,483",,"$73,838,483",,Quo Vado?,https://www.the-numbers.com/movie/Quo-Vado-(2016-Italy)#tab=summary
105,Miracles from Heaven,"$73,773,317","$61,705,123","$12,068,194",83.64%,Miracles from Heaven,https://www.the-numbers.com/movie/Miracles-from-Heaven#tab=summary
106,Tyler Perry’s Boo! A Madea Halloween,"$73,206,343","$73,206,343",,100.00%,Tyler Perry’s Boo! A,https://www.the-numbers.com/movie/Tyler-Perrys-Boo-A-Madea-Halloween#tab=summary
107,Tunnel,"$72,460,332","$568,876","$71,891,456",0.79%,Tunnel,https://www.the-numbers.com/movie/Tunnel-(2016-South-Korea)#tab=summary
108,The Nice Guys,"$71,261,763","$36,261,763","$35,000,000",50.89%,The Nice Guys,https://www.the-numbers.com/movie/Nice-Guys-The-(2016)#tab=summary
109,I Am not Madame Bovary,"$70,840,654","$436,798","$70,403,856",0.62%,I Am not Madame Bova,https://www.the-numbers.com/movie/I-Am-not-Madame-Bovary-(2016-China)#tab=summary
110,See You Tomorrow,"$70,065,568",,"$70,065,568",,See You Tomorrow,https://www.the-numbers.com/movie/See-You-Tomorrow-(2016-China)#tab=summary
111,13 Hours: The Secret Soldiers of Benghazi,"$69,411,370","$52,853,219","$16,558,151",76.14%,13 Hours: The Secret,https://www.the-numbers.com/movie/13-Hours-The-Secret-Soldiers-of-Benghazi#tab=summary
112,The Harry Potter IMAX Marathon,"$67,992,190","$1,729,226","$66,262,964",2.54%,The Harry Potter IMA,https://www.the-numbers.com/movie/Harry-Potter-IMAX-Marathon-The-(2016)#tab=summary
113,Geomsawejeon,"$66,336,016",,"$66,336,016",,Geomsawejeon,https://www.the-numbers.com/movie/Geomsawejeon-(2016-South-Korea)#tab=summary
114,Meitantei Konan: Junkoku no naitomea,"$66,265,957",,"$66,265,957",,Meitantei Konan: Jun,https://www.the-numbers.com/movie/Meitantei-Konan-Junkoku-no-naitomea-(2016-Japan)#tab=summary
115,One Piece Film: Gold,"$65,796,025","$190,859","$65,605,166",0.29%,One Piece Film: Gold,https://www.the-numbers.com/movie/One-Piece-Film-Gold-(2016-Japan)#tab=summary
116,Moonlight,"$64,828,447","$27,854,931","$36,973,516",42.97%,Moonlight,https://www.the-numbers.com/movie/Moonlight-(2016)#tab=summary
117,Fences,"$64,282,881","$57,682,904","$6,599,977",89.73%,Fences,https://www.the-numbers.com/movie/Fences#tab=summary
118,"Hail, Caesar!","$64,220,196","$30,080,225","$34,139,971",46.84%,"Hail, Caesar!",https://www.the-numbers.com/movie/Hail-Caesar-(2015)#tab=summary
119,Monster Trucks,"$61,642,798","$33,370,166","$28,272,632",54.13%,Monster Trucks,https://www.the-numbers.com/movie/Monster-Trucks#tab=summary
120,Chongqing Hot Pot,"$58,380,950","$776,649","$57,604,301",1.33%,Chongqing Hot Pot,https://www.the-numbers.com/movie/Chongqing-Hot-Pot-(2016-China)#tab=summary
121,Nine Lives,"$57,814,445","$19,700,032","$38,114,413",34.07%,Nine Lives,https://www.the-numbers.com/movie/Nine-Lives-(2016)#tab=summary
122,All Eyez on Me,"$57,697,426","$44,922,302","$12,775,124",77.86%,All Eyez on Me,https://www.the-numbers.com/movie/All-Eyez-on-Me#tab=summary
123,L.O.R.D: Legend of Ravaging Dynasties,"$56,515,806",,"$56,515,806",,L.O.R.D: Legend of R,https://www.the-numbers.com/movie/Jue-ji-(2016-China)#tab=summary
124,Florence Foster Jenkins,"$56,000,339","$27,383,770","$28,616,569",48.90%,Florence Foster Jenk,https://www.the-numbers.com/movie/Florence-Foster-Jenkins#tab=summary
125,Barbershop: The Next Cut,"$55,630,051","$54,030,051","$1,600,000",97.12%,Barbershop: The Next,https://www.the-numbers.com/movie/Barbershop-The-Next-Cut#tab=summary
126,Zoolander 2,"$55,348,693","$28,848,693","$26,500,000",52.12%,Zoolander 2,https://www.the-numbers.com/movie/Zoolander-2-(2016)#tab=summary
127,The Age of Shadows (밀정),"$54,500,169","$540,268","$53,959,901",0.99%,The Age of Shadows (,https://www.the-numbers.com/movie/Age-of-Shadows-The-(2016-South-Korea)#tab=summary
128,Les Visiteurs: La Révolution,"$53,999,678",,"$53,999,678",,Les Visiteurs: La Ré,https://www.the-numbers.com/movie/Visiteurs-La-Revolution-Les-(2016-France)#tab=summary
129,A Chinese Odyssey: Part Three,"$53,258,383",,"$53,258,383",,A Chinese Odyssey: P,https://www.the-numbers.com/movie/Chinese-Odyssey-A-Part-Three-(2016-China)#tab=summary
130,Patriots Day,"$52,837,989","$31,886,361","$20,951,628",60.35%,Patriots Day,https://www.the-numbers.com/movie/Patriots-Day#tab=summary
131,Luck Key (럭키),"$52,491,101","$466,505","$52,024,596",0.89%,Luck Key (럭키),https://www.the-numbers.com/movie/Luck-Key-(2016-South-Korea)#tab=summary
132,Mother’s Day,"$52,367,022","$32,492,859","$19,874,163",62.05%,Mother’s Day,https://www.the-numbers.com/movie/Mothers-Day-(2016)#tab=summary
133,Wo de te gong ye ye,"$52,352,517",,"$52,352,517",,Wo de te gong ye ye,https://www.the-numbers.com/movie/Wo-de-te-gong-ye-ye-(2016-China)#tab=summary
134,Ekipazh (Экипаж),"$52,092,388",,"$52,092,388",,Ekipazh (Экипаж),https://www.the-numbers.com/movie/Ekipazh-(2016-Russia)#tab=summary
135,Goksung,"$51,521,990","$786,633","$50,735,357",1.53%,Goksung,https://www.the-numbers.com/movie/Goksung-(2016-South-Korea)#tab=summary
136,Eiga Doraemon: Shin Nobita no Nippon tanjou,"$51,509,375",,"$51,509,375",,Eiga Doraemon: Shin ,https://www.the-numbers.com/movie/Eiga-Doraemon-Shin-Nobita-no-Nippon-tanjou-(2016-Japan)#tab=summary
137,Master,"$51,007,693","$584,298","$50,423,395",1.15%,Master,https://www.the-numbers.com/movie/Master-(South-Korea)#tab=summary
138,The Finest Hours,"$49,252,761","$27,569,558","$21,683,203",55.98%,The Finest Hours,https://www.the-numbers.com/movie/Finest-Hours-The#tab=summary
139,Operation Chromite,"$49,196,532","$1,022,720","$48,173,812",2.08%,Operation Chromite,https://www.the-numbers.com/movie/Operation-Chromite-(2016-South-Korea)#tab=summary
140,So Young 2: Never Gone,"$49,002,398","$96,421","$48,905,977",0.20%,So Young 2: Never Go,https://www.the-numbers.com/movie/So-Young-2-Never-Gone-(2016-China)#tab=summary
141,A Monster Calls,"$46,414,530","$3,740,823","$42,673,707",8.06%,A Monster Calls,https://www.the-numbers.com/movie/Monster-Calls-A#tab=summary
142,Risen,"$46,244,066","$36,880,033","$9,364,033",79.75%,Risen,https://www.the-numbers.com/movie/Risen#tab=summary
143,Eddie the Eagle,"$45,032,437","$15,789,389","$29,243,048",35.06%,Eddie the Eagle,https://www.the-numbers.com/movie/Eddie-the-Eagle#tab=summary
144,Boonie Bears III,"$44,923,271",,"$44,923,271",,Boonie Bears III,https://www.the-numbers.com/movie/Boonie-Bears-III-(China)(2016)#tab=summary
145,Café Society,"$44,348,292","$11,103,205","$33,245,087",25.04%,Café Society,https://www.the-numbers.com/movie/Cafe-Society-(2016)#tab=summary
146,Feng Shen Bang,"$43,415,987","$143,430","$43,272,557",0.33%,Feng Shen Bang,https://www.the-numbers.com/movie/Feng-Shen-Bang-(2016-Hong-Kong)#tab=summary
147,Almost Christmas,"$42,493,506","$42,065,185","$428,321",98.99%,Almost Christmas,https://www.the-numbers.com/movie/Almost-Christmas#tab=summary
148,Robinson Crusoe,"$42,446,455","$8,005,586","$34,440,869",18.86%,Robinson Crusoe,https://www.the-numbers.com/movie/Robinson-Crusoe-(2015)#tab=summary
149,The Forest,"$40,749,230","$26,594,261","$14,154,969",65.26%,The Forest,https://www.the-numbers.com/movie/Forest-The#tab=summary
150,The Witch,"$40,364,725","$25,138,705","$15,226,020",62.28%,The Witch,https://www.the-numbers.com/movie/Witch-The#tab=summary
151,Love O2O,"$40,029,536",,"$40,029,536",,Love O2O,https://www.the-numbers.com/movie/Love-O2O-(2016-China)#tab=summary
152,The Last Princess,"$39,258,608","$25,753","$39,232,855",0.07%,The Last Princess,https://www.the-numbers.com/movie/Deok-hye-ong-ju-(2016-South-Korea)#tab=summary
153,Minha Mãe é uma Peça 2: O Filme,"$39,195,564",,"$39,195,564",,Minha Mãe é uma Peça,https://www.the-numbers.com/movie/Minha-Mae-e-uma-Peca-2-O-Filme-(2016-Brazil)#tab=summary
154,Sherlock: The Abominable Bride,"$39,111,922",,"$39,111,922",,Sherlock: The Abomin,https://www.the-numbers.com/movie/Sherlock-The-Abominable-Bride-(2016-United-Kingdom)#tab=summary
155,Blair Witch,"$38,985,577","$20,777,061","$18,208,516",53.29%,Blair Witch,https://www.the-numbers.com/movie/Blair-Witch-(2016)#tab=summary
156,A Ga ssi,"$38,571,040","$2,006,788","$36,564,252",5.20%,A Ga ssi,https://www.the-numbers.com/movie/A-Ga-ssi-(2016-South-Korea)#tab=summary
157,"Crouching Tiger, Hidden Dragon: Sword of Destiny","$38,452,981",,"$38,452,981",,"Crouching Tiger, Hid",https://www.the-numbers.com/movie/Crouching-Tiger-Hidden-Dragon-Sword-of-Destiny-(2016-China)#tab=summary
158,Mission Milano,"$37,834,435",,"$37,834,435",,Mission Milano,https://www.the-numbers.com/movie/Mission-Milano-(2016-China)#tab=summary
159,Hell or High Water,"$37,566,117","$27,007,844","$10,558,273",71.89%,Hell or High Water,https://www.the-numbers.com/movie/Hell-or-High-Water#tab=summary
160,Jackie,"$36,588,512","$13,960,394","$22,628,118",38.16%,Jackie,https://www.the-numbers.com/movie/Jackie-(2016)#tab=summary
161,Nobunaga Concerto: The Movie,"$36,187,592",,"$36,187,592",,Nobunaga Concerto: T,https://www.the-numbers.com/movie/Nobunaga-Concerto-The-Movie-(Japan)-(2016)#tab=summary
162,Absolutely Fabulous: The Movie,"$35,672,155","$4,772,155","$30,900,000",13.38%,Absolutely Fabulous:,https://www.the-numbers.com/movie/Absolutely-Fabulous-The-Movie#tab=summary
163,Eye in the Sky,"$35,402,802","$18,704,596","$16,698,206",52.83%,Eye in the Sky,https://www.the-numbers.com/movie/Eye-in-the-Sky#tab=summary
164,Les Tuche 2 - Le rêve américain,"$35,210,425",,"$35,210,425",,Les Tuche 2 - Le rêv,https://www.the-numbers.com/movie/Tuche-2-Les-Le-reve-americain-(2016-France)#tab=summary
165,Pandora,"$33,149,995",,"$33,149,995",,Pandora,https://www.the-numbers.com/movie/Pandora-(2016-South-Korea)#tab=summary
166,Nocturnal Animals,"$32,398,681","$10,663,357","$21,735,324",32.91%,Nocturnal Animals,https://www.the-numbers.com/movie/Nocturnal-Animals#tab=summary
167,A Silent Voice (映画 聲の形),"$32,063,647","$435,298","$31,628,349",1.36%,A Silent Voice (映画 聲,https://www.the-numbers.com/movie/Silent-Voice-A-(2016-Japan)#tab=summary
168,Bounty Hunters,"$31,956,249",,"$31,956,249",,Bounty Hunters,https://www.the-numbers.com/movie/Bounty-Hunters-(2016-China)#tab=summary
169,Os Dez Mandamentos: O Filme,"$31,689,514",,"$31,689,514",,Os Dez Mandamentos: ,https://www.the-numbers.com/movie/Os-Dez-Mandamentos-O-Filme-(2016-Brazil)#tab=summary
