Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
18,Kingdom of the Planet of the Apes,"$397,369,969","$171,130,165","$226,239,804",43.07%,Kingdom of the Plane,https://www.the-numbers.com/movie/Kingdom-of-the-Planet-of-the-Apes-(2024)#tab=summary
19,Twisters,"$372,262,265","$267,762,265","$104,500,000",71.93%,Twisters,https://www.the-numbers.com/movie/Twisters-(2024)#tab=summary
20,Alien: Romulus,"$350,743,668","$105,313,091","$245,430,577",30.03%,Alien: Romulus,https://www.the-numbers.com/movie/Alien-Romulus-(2024)#tab=summary
21,It Ends With Us,"$349,722,357","$148,518,266","$201,204,091",42.47%,It Ends With Us,https://www.the-numbers.com/movie/It-Ends-With-Us-(2024)#tab=summary
22,Article 20 (第二十条),"$337,554,287",,"$337,554,287",,Article 20 (第二十条),https://www.the-numbers.com/movie/Article-20-(2024-China)#tab=summary
23,The Wild Robot,"$334,560,213","$143,901,945","$190,658,268",43.01%,The Wild Robot,https://www.the-numbers.com/movie/Wild-Robot-The-(2024)#tab=summary
24,Boonie Bears: Time Twist (熊出没·逆转时空),"$275,815,955",,"$275,815,955",,Boonie Bears: Time T,https://www.the-numbers.com/movie/Boonie-Bears-Time-Twist-(2024-China)#tab=summary
25,A Quiet Place: Day One,"$261,067,171","$139,051,884","$122,015,287",53.26%,A Quiet Place: Day O,https://www.the-numbers.com/movie/Quiet-Place-A-Day-One-(2024)#tab=summary
26,The Garfield Movie,"$255,441,433","$91,956,547","$163,484,886",36.00%,The Garfield Movie,https://www.the-numbers.com/movie/Garfield-Movie-The-(2024)#tab=summary
27,Joker: Folie à Deux,"$207,500,287","$58,300,287","$149,200,000",28.10%,Joker: Folie à Deux,https://www.the-numbers.com/movie/Joker-Folie-a-Deux-(2024)#tab=summary
28,Ghostbusters: Frozen Empire,"$199,941,000","$113,376,590","$86,564,410",56.71%,Ghostbusters: Frozen,https://www.the-numbers.com/movie/Ghostbusters-Frozen-Empire-(2024)#tab=summary
29,A Place Called Silence (默杀),"$192,893,999",,"$192,893,999",,A Place Called Silen,https://www.the-numbers.com/movie/Place-Called-Silence-A-(2024-China)#tab=summary
30,Paddington in Peru,"$192,115,477","$45,770,312","$146,345,165",23.82%,Paddington in Peru,https://www.the-numbers.com/movie/Paddington-in-Peru-(2024-United-Kingdom)#tab=summary
31,Red One,"$186,000,759","$97,000,759","$89,000,000",52.15%,Red One,https://www.the-numbers.com/movie/Red-One-(2024)#tab=summary
32,IF,"$184,898,670","$111,375,918","$73,522,752",60.24%,IF,https://www.the-numbers.com/movie/IF-(2024)#tab=summary
33,Nosferatu,"$181,805,645","$95,608,235","$86,197,410",52.59%,Nosferatu,https://www.the-numbers.com/movie/Nosferatu-(2024)#tab=summary
34,The Fall Guy,"$181,273,843","$92,900,355","$88,373,488",51.25%,The Fall Guy,https://www.the-numbers.com/movie/Fall-Guy-The-(2024)#tab=summary
35,Bob Marley: One Love,"$176,815,189","$96,981,216","$79,833,973",54.85%,Bob Marley: One Love,https://www.the-numbers.com/movie/Bob-Marley-One-Love-(2024)#tab=summary
36,Furiosa: A Mad Max Saga,"$174,487,546","$67,587,546","$106,900,000",38.73%,Furiosa: A Mad Max S,https://www.the-numbers.com/movie/Furiosa-A-Mad-Max-Saga-(2024)#tab=summary
37,The Volunteers: The Battle of Life and Death (志…,"$166,701,698",,"$166,701,698",,The Volunteers: The ,https://www.the-numbers.com/movie/Volunteers-The-Battle-of-Life-and-Death-The-(2024-China)#tab=summary
38,Pushpa: The Rule — Part 2,"$154,621,981","$13,000,000","$141,621,981",8.41%,Pushpa: The Rule — P,https://www.the-numbers.com/movie/Pushpa-The-Rule-Part-2-(2024-India)#tab=summary
39,The Beekeeper,"$152,409,233","$66,220,535","$86,188,698",43.45%,The Beekeeper,https://www.the-numbers.com/movie/Beekeeper-The-(2024)#tab=summary
40,Detective Conan: The Million-Dollar Pentagram,"$150,008,115",,"$150,008,115",,Detective Conan: The,https://www.the-numbers.com/movie/Detective-Conan-The-Million-Dollar-Pentagram-(2024-Japan)#tab=summary
41,A Complete Unknown,"$140,427,693","$75,001,720","$65,425,973",53.41%,A Complete Unknown,https://www.the-numbers.com/movie/Complete-Unknown-A-(2024)#tab=summary
42,Smile 2,"$138,024,364","$69,012,586","$69,011,778",50.00%,Smile 2,https://www.the-numbers.com/movie/Smile-2-(2024)#tab=summary
43,Transformers One,"$128,317,666","$59,098,421","$69,219,245",46.06%,Transformers One,https://www.the-numbers.com/movie/Transformers-One-(2024)#tab=summary
44,The Prosecutor (误判),"$128,154,102","$407,965","$127,746,137",0.32%,The Prosecutor (误判),https://www.the-numbers.com/movie/Prosecutor-The-(2024-Hong-Kong)#tab=summary
45,Civil War,"$127,339,353","$68,757,539","$58,581,814",54.00%,Civil War,https://www.the-numbers.com/movie/Civil-War-(2024)#tab=summary
46,Kalki 2898-AD,"$125,857,438","$18,289,575","$107,567,863",14.53%,Kalki 2898-AD,https://www.the-numbers.com/movie/Kalki-2898-AD-(2024-India)#tab=summary
47,Longlegs,"$125,411,316","$74,346,140","$51,065,176",59.28%,Longlegs,https://www.the-numbers.com/movie/Longlegs-(2024)#tab=summary
48,Octopus with Broken Arms (误杀3),"$116,392,432",,"$116,392,432",,Octopus with Broken ,https://www.the-numbers.com/movie/Octopus-with-Broken-Arms-(2024-China)#tab=summary
49,Haikyu!! The Movie: Decisive Battle at the Garb…,"$109,202,116","$7,071,622","$102,130,494",6.48%,Haikyu!! The Movie: ,https://www.the-numbers.com/movie/Haikyu-The-Movie-Decisive-Battle-at-the-Garbage-Dump-(2024-Japan)#tab=summary
50,Desperate for Money at the End of the Road (末路狂…,"$107,620,607",,"$107,620,607",,Desperate for Money ,https://www.the-numbers.com/movie/Desperate-for-Money-at-the-End-of-the-Road-(2024-China)#tab=summary
51,Mean Girls,"$104,581,770","$72,581,770","$32,000,000",69.40%,Mean Girls,https://www.the-numbers.com/movie/Mean-Girls-(2024)#tab=summary
52,Conclave,"$103,100,103","$32,580,655","$70,519,448",31.60%,Conclave,https://www.the-numbers.com/movie/Conclave-(2024)#tab=summary
53,Stree 2,"$102,184,000","$2,184,000","$100,000,000",2.14%,Stree 2,https://www.the-numbers.com/movie/Stree-2-(2024-India)#tab=summary
54,Madame Web,"$100,298,817","$43,817,106","$56,481,711",43.69%,Madame Web,https://www.the-numbers.com/movie/Madame-Web-(2024)#tab=summary
55,Big World (小小的我),"$96,630,911",,"$96,630,911",,Big World (小小的我),https://www.the-numbers.com/movie/Big-World-(2024-China)#tab=summary
56,Argylle,"$96,226,228","$45,207,275","$51,018,953",46.98%,Argylle,https://www.the-numbers.com/movie/Argylle-(2024-United-Kingdom)#tab=summary
57,Challengers,"$96,119,408","$50,119,408","$46,000,000",52.14%,Challengers,https://www.the-numbers.com/movie/Challengers-(2024)#tab=summary
58,Her Story (好东西),"$91,807,492",,"$91,807,492",,Her Story (好东西),https://www.the-numbers.com/movie/Her-Story-(2024-China)#tab=summary
59,"The Pig, the Snake and the Pigeon (周处除三害)…","$91,608,950",,"$91,608,950",,"The Pig, the Snake a",https://www.the-numbers.com/movie/Pig-the-Snake-and-the-Pigeon-The-(2024-Taiwan)#tab=summary
60,Twilight of the Warriors: Walled In (九龙城寨之围城)…,"$87,169,200","$336,003","$86,833,197",0.39%,Twilight of the Warr,https://www.the-numbers.com/movie/Twilight-of-the-Warriors-Walled-In-(2024-China)#tab=summary
61,Exhuma (파묘),"$84,728,599","$2,310,900","$82,417,699",2.73%,Exhuma (파묘),https://www.the-numbers.com/movie/Exhuma-(2023-South-Korea)#tab=summary
62,Trap,"$83,677,281","$42,777,281","$40,900,000",51.12%,Trap,https://www.the-numbers.com/movie/Trap-(2024)#tab=summary
63,The Roundup: Punishment (범죄도시4),"$78,611,756","$1,154,475","$77,457,281",1.47%,The Roundup: Punishm,https://www.the-numbers.com/movie/Roundup-The-Punishment-(2024-South-Korea)#tab=summary
64,The Substance,"$77,305,447","$17,584,795","$59,720,652",22.75%,The Substance,https://www.the-numbers.com/movie/Substance-The-(2024)#tab=summary
65,Speak No Evil,"$77,239,314","$36,931,420","$40,307,894",47.81%,Speak No Evil,https://www.the-numbers.com/movie/Speak-No-Evil-(2024)#tab=summary
66,Terrifier 3,"$76,336,492","$53,981,071","$22,355,421",70.71%,Terrifier 3,https://www.the-numbers.com/movie/Terrifier-3-(2024)#tab=summary
67,Formed Police Unit (维和防暴队),"$71,896,273",,"$71,896,273",,Formed Police Unit (,https://www.the-numbers.com/movie/Formed-Police-Unit-(2024-China)#tab=summary
68,Moments We Shared (云边有个小卖部),"$71,154,383",,"$71,154,383",,Moments We Shared (云,https://www.the-numbers.com/movie/Moments-We-Shared-(2024-China)#tab=summary
69,GO FOR BROKE (重生),"$65,388,937",,"$65,388,937",,GO FOR BROKE (重生),https://www.the-numbers.com/movie/GO-FOR-BROKE-(2024-China)#tab=summary
70,Babygirl,"$63,745,569","$28,175,128","$35,570,441",44.20%,Babygirl,https://www.the-numbers.com/movie/Babygirl-(2024)#tab=summary
71,Tiger Wolf Rabbit (浴火之路),"$63,683,455",,"$63,683,455",,Tiger Wolf Rabbit (浴,https://www.the-numbers.com/movie/TIGER-WOLF-RABBIT-(2024-China)#tab=summary
72,Honey Money Phony (骗骗喜欢你),"$61,468,059",,"$61,468,059",,Honey Money Phony (骗,https://www.the-numbers.com/movie/Honey-Money-Phony-(2024-China)#tab=summary
73,Kraven the Hunter,"$60,011,428","$25,026,310","$34,985,118",41.70%,Kraven the Hunter,https://www.the-numbers.com/movie/Kraven-the-Hunter-(2024)#tab=summary
74,Anora,"$58,219,496","$20,474,298","$37,745,198",35.17%,Anora,https://www.the-numbers.com/movie/Anora-(2024)#tab=summary
75,Heretic,"$58,094,842","$27,716,205","$30,378,637",47.71%,Heretic,https://www.the-numbers.com/movie/Heretic-(2024)#tab=summary
76,We Live in Time,"$57,115,201","$24,690,031","$32,425,170",43.23%,We Live in Time,https://www.the-numbers.com/movie/We-Live-in-Time-(2024-United-Kingdom)#tab=summary
77,Night Swim,"$54,785,387","$32,494,740","$22,290,647",59.31%,Night Swim,https://www.the-numbers.com/movie/Night-Swim-(2024)#tab=summary
78,The First Omen,"$53,992,802","$20,092,802","$33,900,000",37.21%,The First Omen,https://www.the-numbers.com/movie/First-Omen-The-(2024)#tab=summary
79,White Snake: Afloat (白蛇：浮生),"$53,886,467",,"$53,886,467",,White Snake: Afloat ,https://www.the-numbers.com/movie/White-Snake-Afloat-(2024-China)#tab=summary
80,"I, The Executioner (베테랑2)","$52,266,253","$388,067","$51,878,186",0.74%,"I, The Executioner (",https://www.the-numbers.com/movie/I-THE-EXECUTIONER-(2024-South-Korea)#tab=summary
81,Kingdom 4: Return of the Great General (キングダム 大…,"$52,084,125",,"$52,084,125",,Kingdom 4: Return of,https://www.the-numbers.com/movie/Kingdom-4-Return-of-the-Great-General-(2024-Japan)#tab=summary
82,Bureau 749 (749局),"$51,706,251",,"$51,706,251",,Bureau 749 (749局),https://www.the-numbers.com/movie/Bureau749-(2024-China)#tab=summary
83,Back to Black,"$51,026,615","$6,178,165","$44,848,450",12.11%,Back to Black,https://www.the-numbers.com/movie/Back-to-Black-(2024-United-Kingdom)#tab=summary
84,Demon Slayer: Kimetsu no Yaiba—To the Hashira T…,"$50,439,672","$17,657,658","$32,782,014",35.01%,Demon Slayer: Kimets,https://www.the-numbers.com/movie/Demon-Slayer-Kimetsu-no-Yaiba-To-the-Hashira-Training-(2024-Japan)#tab=summary
85,The Brutalist,"$50,275,727","$16,249,415","$34,026,312",32.32%,The Brutalist,https://www.the-numbers.com/movie/Brutalist-The-(2024)#tab=summary
86,Upstream (逆行人生),"$49,528,223",,"$49,528,223",,Upstream (逆行人生),https://www.the-numbers.com/movie/Upstream-(2024-China)#tab=summary
87,Tarot,"$49,104,745","$18,771,004","$30,333,741",38.23%,Tarot,https://www.the-numbers.com/movie/Tarot-(2024)#tab=summary
88,Blink Twice,"$48,093,906","$23,093,906","$25,000,000",48.02%,Blink Twice,https://www.the-numbers.com/movie/Blink-Twice-(2024)#tab=summary
89,The Strangers: Chapter 1,"$47,445,905","$35,202,562","$12,243,343",74.20%,The Strangers: Chapt,https://www.the-numbers.com/movie/Strangers-The-Chapter-1-(2024)#tab=summary
90,Doraemon the Movie: Nobita’s Earth Symphony (映画…,"$46,704,773",,"$46,704,773",,Doraemon the Movie: ,https://www.the-numbers.com/movie/Doraemon-the-Movie-Nobitas-Earth-Symphony-(2024-Japan)#tab=summary
91,Decoded (解密),"$46,259,122",,"$46,259,122",,Decoded (解密),https://www.the-numbers.com/movie/Decoded-(2024-China)#tab=summary
92,Imaginary,"$43,673,616","$28,009,161","$15,664,455",64.13%,Imaginary,https://www.the-numbers.com/movie/Imaginary-(2024)#tab=summary
93,Kholop 2 (Холоп 2),"$43,311,804",,"$43,311,804",,Kholop 2 (Холоп 2),https://www.the-numbers.com/movie/Kholop-2-(2024-Russia)#tab=summary
94,Abigail,"$43,041,570","$25,867,515","$17,174,055",60.10%,Abigail,https://www.the-numbers.com/movie/Abigail-(2024)#tab=summary
95,Panda Plan (熊猫计划),"$42,238,170","$40,110","$42,198,060",0.09%,Panda Plan (熊猫计划),https://www.the-numbers.com/movie/Panda-Plan-(2024-China)#tab=summary
96,High Forces (危机航线),"$41,582,702",,"$41,582,702",,High Forces (危机航线),https://www.the-numbers.com/movie/High-Forces-(2024-China)#tab=summary
97,Crayon Shinchan: Our Dinosaur Diary ( 映画 クレヨンしん…,"$40,550,592",,"$40,550,592",,Crayon Shinchan: Our,https://www.the-numbers.com/movie/Crayon-Shinchan-Our-Dinosaur-Diary-(2024-Japan)#tab=summary
98,The Best Christmas Pageant Ever,"$40,265,899","$40,048,808","$217,091",99.46%,The Best Christmas P,https://www.the-numbers.com/movie/Best-Christmas-Pageant-Ever-The-(2024-Canada)#tab=summary
99,Last Mile (ラストマイル),"$39,895,335",,"$39,895,335",,Last Mile (ラストマイル),https://www.the-numbers.com/movie/Last-Mile-(2024-Japan)#tab=summary
100,Horizon: An American Saga Chapter 1,"$38,835,702","$29,035,702","$9,800,000",74.77%,Horizon: An American,https://www.the-numbers.com/movie/Horizon-An-American-Saga-Chapter-1-(2024)#tab=summary
101,Fly Me to the Moon,"$38,198,351","$20,532,222","$17,666,129",53.75%,Fly Me to the Moon,https://www.the-numbers.com/movie/Fly-Me-to-the-Moon-(2024)#tab=summary
102,Viva La Vida (我们一起摇太阳),"$38,053,577",,"$38,053,577",,Viva La Vida (我们一起摇太,https://www.the-numbers.com/movie/Viva-La-Vida-(2024-China)#tab=summary
103,The Bikeriders,"$36,302,814","$21,746,895","$14,555,919",59.90%,The Bikeriders,https://www.the-numbers.com/movie/Bikeriders-The-(2024)#tab=summary
104,B for Busy (爱情神话),"$35,996,576",,"$35,996,576",,B for Busy (爱情神话),https://www.the-numbers.com/movie/B-for-Busy-(2024-China)#tab=summary
105,Cesium Fallout (焚城),"$35,735,308",,"$35,735,308",,Cesium Fallout (焚城),https://www.the-numbers.com/movie/Cesium-Fallout-(2024-China)#tab=summary
106,Ainda Estou Aqui,"$35,510,127","$6,233,517","$29,276,610",17.55%,Ainda Estou Aqui,https://www.the-numbers.com/movie/Ainda-Estou-Aqui-(2024-Brazil)#tab=summary
107,Mobile Suit Gundam SEED Freedom (機動戦士ガンダムSEED F…,"$35,421,262",,"$35,421,262",,Mobile Suit Gundam S,https://www.the-numbers.com/movie/Mobile-Suit-Gundam-SEED-Freedom-(2024-Japan)#tab=summary
108,Monkey Man,"$35,271,631","$25,116,955","$10,154,676",71.21%,Monkey Man,https://www.the-numbers.com/movie/Monkey-Man-(2024)#tab=summary
109,Bremenskiye muzykanty (Бременские музыканты)…,"$33,765,416",,"$33,765,416",,Bremenskiye muzykant,https://www.the-numbers.com/movie/Bremenskiye-muzykanty-(2024-Russia)#tab=summary
110,Stand By Me (野孩子),"$33,647,464",,"$33,647,464",,Stand By Me (野孩子),https://www.the-numbers.com/movie/Stand-By-Me-(2024-China)#tab=summary
111,Lahn mah,"$33,621,245","$303,772","$33,317,473",0.90%,Lahn mah,https://www.the-numbers.com/movie/Lahn-mah-(2024-Thailand)#tab=summary
112,The Watchers,"$33,464,028","$19,164,028","$14,300,000",57.27%,The Watchers,https://www.the-numbers.com/movie/Watchers-The-(2024)#tab=summary
113,Devara Part 1,"$33,398,822","$5,600,000","$27,798,822",16.77%,Devara Part 1,https://www.the-numbers.com/movie/Devara-Part-1-(2024-India)#tab=summary
114,Harbin (하얼빈),"$33,215,831","$951,874","$32,263,957",2.87%,Harbin (하얼빈),https://www.the-numbers.com/movie/HARBIN-(2024-South-Korea)#tab=summary
115,A Strange House (変な家),"$33,034,439",,"$33,034,439",,A Strange House (変な家,https://www.the-numbers.com/movie/Strange-House-A-(2024-Japan)#tab=summary
116,Rob n Roll (临时劫案),"$32,972,054",,"$32,972,054",,Rob n Roll (临时劫案),https://www.the-numbers.com/movie/Rob-n-Roll-(2024-China)#tab=summary
117,Borderlands,"$32,938,296","$15,482,668","$17,455,628",47.01%,Borderlands,https://www.the-numbers.com/movie/Borderlands-(2024)#tab=summary
118,Arthur the King,"$32,213,584","$25,049,006","$7,164,578",77.76%,Arthur the King,https://www.the-numbers.com/movie/Arthur-the-King-(2024)#tab=summary
119,Pilot (파일럿),"$30,681,091",,"$30,681,091",,Pilot (파일럿),https://www.the-numbers.com/movie/Pilot-(2024-South-Korea)#tab=summary
120,"Flow, le chat qui n’avait plus peur de l’eau","$30,515,542","$4,844,117","$25,671,425",15.87%,"Flow, le chat qui n’",https://www.the-numbers.com/movie/Flow-le-chat-qui-navait-plus-peur-de-leau-(2024-France)#tab=summary
121,The Forge,"$29,694,872","$29,123,632","$571,240",98.08%,The Forge,https://www.the-numbers.com/movie/Forge-The-(2024)#tab=summary
122,Reagan,"$29,442,089","$29,397,140","$44,949",99.85%,Reagan,https://www.the-numbers.com/movie/Reagan-(2024)#tab=summary
123,Chantal im Märchenland,"$29,360,797",,"$29,360,797",,Chantal im Märchenla,https://www.the-numbers.com/movie/Chantal-im-Marchenland-(2024-Germany)#tab=summary
124,I Lost You (被我弄丢的你),"$29,327,146",,"$29,327,146",,I Lost You (被我弄丢的你),https://www.the-numbers.com/movie/I-Lost-You-(2024-China)#tab=summary
125,Be My Friend (我才不要和你做朋友呢),"$28,292,355",,"$28,292,355",,Be My Friend (我才不要和你,https://www.the-numbers.com/movie/Be-My-Friend-(2024-China)#tab=summary
126,To Gather Around (胜券在握),"$27,917,233",,"$27,917,233",,To Gather Around (胜券,https://www.the-numbers.com/movie/To-Gather-Around-(2024-China)#tab=summary
127,The Last Dance (破。地獄),"$27,768,519",,"$27,768,519",,The Last Dance (破。地獄,https://www.the-numbers.com/movie/Last-Dance-The-(2024-Hong-Kong)#tab=summary
128,Juror #2,"$27,300,000",,"$27,300,000",,Juror #2,https://www.the-numbers.com/movie/Juror-Number-2-(2024)#tab=summary
129,The Ministry of Ungentlemanly Warfare,"$26,994,413","$20,535,053","$6,459,360",76.07%,The Ministry of Unge,https://www.the-numbers.com/movie/Ministry-of-Ungentlemanly-Warfare-The-(2024)#tab=summary
130,Master i Margarita (Мастер и Маргарита)…,"$26,975,145",,"$26,975,145",,Master i Margarita (,https://www.the-numbers.com/movie/Master-i-Margarita-(2024-Russia)#tab=summary
131,Walk The Line (扫黑·决不放弃),"$26,878,894",,"$26,878,894",,Walk The Line (扫黑·决不,https://www.the-numbers.com/movie/Walk-The-Line-(2024-China)#tab=summary
132,Harold and the Purple Crayon,"$26,534,463","$17,640,924","$8,893,539",66.48%,Harold and the Purpl,https://www.the-numbers.com/movie/Harold-and-the-Purple-Crayon-(2024)#tab=summary
133,Wicked Little Letters,"$25,894,785","$5,008,179","$20,886,606",19.34%,Wicked Little Letter,https://www.the-numbers.com/movie/Wicked-Little-Letters-(2024-France)#tab=summary
134,Firefighters (소방관),"$25,170,899",,"$25,170,899",,Firefighters (소방관),https://www.the-numbers.com/movie/Firefighters-(2024-South-Korea)#tab=summary
135,Die Schule der magischen Tiere 3,"$25,110,692",,"$25,110,692",,Die Schule der magis,https://www.the-numbers.com/movie/Schule-der-magischen-Tiere-3-Die-(2024-Germany)#tab=summary
136,Immaculate,"$25,046,900","$15,671,306","$9,375,594",62.57%,Immaculate,https://www.the-numbers.com/movie/Immaculate-(2024)#tab=summary
137,Look Back,"$25,016,271","$2,002,270","$23,014,001",8.00%,Look Back,https://www.the-numbers.com/movie/Look-Back-(2024-Japan)#tab=summary
138,UNTOUCHABLE (逆鳞),"$25,001,995",,"$25,001,995",,UNTOUCHABLE (逆鳞),https://www.the-numbers.com/movie/UNTOUCHABLE-(2024-China)#tab=summary
139,A Real Pain,"$24,800,051","$8,344,978","$16,455,073",33.65%,A Real Pain,https://www.the-numbers.com/movie/Real-Pain-A-(2024)#tab=summary
140,My Hero Academia the Movie: You’re Next,"$23,499,992","$5,041,781","$18,458,211",21.45%,My Hero Academia the,https://www.the-numbers.com/movie/My-Hero-Academia-the-Movie-Youre-Next-(2024-Japan)#tab=summary
141,MaXXXine,"$22,057,161","$15,097,633","$6,959,528",68.45%,MaXXXine,https://www.the-numbers.com/movie/Maxxxine-(2024)#tab=summary
142,Crisis Negotiators (谈判专家),"$21,933,279",,"$21,933,279",,Crisis Negotiators (,https://www.the-numbers.com/movie/Crisis-Negotiators-(2024-China)#tab=summary
143,Never Let Go,"$21,760,713","$10,306,106","$11,454,607",47.36%,Never Let Go,https://www.the-numbers.com/movie/Never-Let-Go-(2024)#tab=summary
144,The Room Next Door,"$21,519,490","$2,519,490","$19,000,000",11.71%,The Room Next Door,https://www.the-numbers.com/movie/Room-Next-Door-The-(2024-Spain)#tab=summary
145,Unsung Hero,"$21,194,062","$20,335,239","$858,823",95.95%,Unsung Hero,https://www.the-numbers.com/movie/Unsung-Hero-(2024)#tab=summary
146,Lyod 3 (ЛЕД 3),"$20,899,688",,"$20,899,688",,Lyod 3 (ЛЕД 3),https://www.the-numbers.com/movie/Lyod-3-(2024-Russia)#tab=summary
147,Homestead,"$20,815,381","$20,811,864","$3,517",99.98%,Homestead,https://www.the-numbers.com/movie/Homestead-(2024)#tab=summary
148,The Unseen Sister (乔妍的心事),"$20,811,078",,"$20,811,078",,The Unseen Sister (乔,https://www.the-numbers.com/movie/Unseen-Sister-The-(2024-China)#tab=summary
149,The Lord of the Rings: The War of the Rohirrim,"$20,758,572","$9,158,572","$11,600,000",44.12%,The Lord of the Ring,https://www.the-numbers.com/movie/Lord-of-the-Rings-The-The-War-of-the-Rohirrim-(2024)#tab=summary
150,Cabrini,"$20,591,600","$19,512,135","$1,079,465",94.76%,Cabrini,https://www.the-numbers.com/movie/Cabrini-(2024)#tab=summary
151,Ordinary Angels,"$20,454,487","$19,174,421","$1,280,066",93.74%,Ordinary Angels,https://www.the-numbers.com/movie/Ordinary-Angels-(2024)#tab=summary
152,The Hedgehog (刺猬),"$20,332,491",,"$20,332,491",,The Hedgehog (刺猬),https://www.the-numbers.com/movie/Hedgehog-The-(2024-China)#tab=summary
153,Better Man,"$20,149,185","$1,983,648","$18,165,537",9.84%,Better Man,https://www.the-numbers.com/movie/Better-Man-(2024)#tab=summary
154,Blue Lock The Movie -Episode Nagi- (劇場版ブルーロック -…,"$19,651,837","$1,855,384","$17,796,453",9.44%,Blue Lock The Movie ,https://www.the-numbers.com/movie/Blue-Lock-The-Movie-Episode-Nagi-(2024-Japan)#tab=summary
155,Golden Kamuy (ゴールデンカムイ),"$19,387,887",,"$19,387,887",,Golden Kamuy (ゴールデンカ,https://www.the-numbers.com/movie/Golden-Kamuy-(2024-Japan)#tab=summary
156,Diamanti,"$19,257,748",,"$19,257,748",,Diamanti,https://www.the-numbers.com/movie/Diamanti-(2024-Italy)#tab=summary
157,Jung Kook: I Am Still (정국: 아이 엠 스틸),"$18,500,823","$2,500,823","$16,000,000",13.52%,Jung Kook: I Am Stil,https://www.the-numbers.com/movie/Jung-Kook-I-Am-Still-(2024-South-Korea)#tab=summary
158,Escape (탈주),"$18,421,721","$256,979","$18,164,742",1.39%,Escape (탈주),https://www.the-numbers.com/movie/Escape-(2024-South-Korea)#tab=summary
159,Customs Frontline,"$18,333,795","$122,095","$18,211,700",0.67%,Customs Frontline,https://www.the-numbers.com/movie/Customs-Frontline-(2024-Hong-Kong)#tab=summary
160,Yuanyang Lou (鸳鸯楼·惊魂),"$17,971,059",,"$17,971,059",,Yuanyang Lou (鸳鸯楼·惊魂,https://www.the-numbers.com/movie/Yuanyang-Lou-(2024-China)#tab=summary
