Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
161,Sto let tomu vpered (Сто лет тому вперед)…,"$17,757,554",,"$17,757,554",,Sto let tomu vpered ,https://www.the-numbers.com/movie/Sto-let-tomu-vpered-(2024-Russia)#tab=summary
162,Dwelling by the West Lake (草木人间),"$16,833,810",,"$16,833,810",,Dwelling by the West,https://www.the-numbers.com/movie/Dwelling-by-the-West-Lake-(2024-China)#tab=summary
163,The Traveller (异人之下),"$16,697,343",,"$16,697,343",,The Traveller (异人之下),https://www.the-numbers.com/movie/Traveller-The-(2024-China)#tab=summary
164,Kinds of Kindness,"$16,398,509","$5,038,931","$11,359,578",30.73%,Kinds of Kindness,https://www.the-numbers.com/movie/Kinds-of-Kindness-(2024-Ireland)#tab=summary
165,Here,"$15,993,629","$12,237,270","$3,756,359",76.51%,Here,https://www.the-numbers.com/movie/Here-(2024)#tab=summary
166,The Crow,"$15,952,484","$9,275,659","$6,676,825",58.15%,The Crow,https://www.the-numbers.com/movie/Crow-The-(2024)#tab=summary
167,Evacuate from the 21st Century (从21世纪安全撤离)…,"$15,790,467",,"$15,790,467",,Evacuate from the 21,https://www.the-numbers.com/movie/Evacuate-from-the-21st-Century-(2024-China)#tab=summary
168,The Untold Story (那个不为人知的故事),"$15,514,235",,"$15,514,235",,The Untold Story (那个,https://www.the-numbers.com/movie/Untold-Story-The-(2024-China)#tab=summary
169,National Theatre Live: Prima Facie,"$15,513,413",,"$15,513,413",,National Theatre Liv,https://www.the-numbers.com/movie/National-Theatre-Live-Prima-Facie-(2022-United-Kingdom)#tab=summary
170,Like A Rolling Stone (出走的决心),"$15,386,049",,"$15,386,049",,Like A Rolling Stone,https://www.the-numbers.com/movie/Like-A-Rolling-Stone-(2024-China)#tab=summary
171,Follow Bear to Adventure (动物园里有什么?),"$15,054,872",,"$15,054,872",,Follow Bear to Adven,https://www.the-numbers.com/movie/Follow-Bear-to-Adventure-(2024-China)#tab=summary
172,Lee,"$14,546,490","$2,005,488","$12,541,002",13.79%,Lee,https://www.the-numbers.com/movie/Lee-(2024)#tab=summary
173,Padre No Hay Más Que Uno 4,"$14,528,346",,"$14,528,346",,Padre No Hay Más Que,https://www.the-numbers.com/movie/Padre-No-Hay-Mas-Que-Uno-4-(2024-Spain)#tab=summary
174,The Victims (黄雀在后！),"$14,458,504",,"$14,458,504",,The Victims (黄雀在后！),https://www.the-numbers.com/movie/Victims-The-(2024-China)#tab=summary
175,The Chosen: Season 4 Episodes 1-3,"$14,409,169","$14,409,169",,100.00%,The Chosen: Season 4,https://www.the-numbers.com/movie/Chosen-The-Season-4-Episodes-1-through-3-(2024)#tab=summary
176,Gold or Shit (走走停停),"$14,393,715",,"$14,393,715",,Gold or Shit (走走停停),https://www.the-numbers.com/movie/Gold-or-Shit-(2024-China)#tab=summary
177,Burning Star (孤星计划),"$14,123,333",,"$14,123,333",,Burning Star (孤星计划),https://www.the-numbers.com/movie/Burning-Star-(2024-China)#tab=summary
178,Remember Me (灿烂的她),"$13,861,687",,"$13,861,687",,Remember Me (灿烂的她),https://www.the-numbers.com/movie/Remember-Me-(2024-China)#tab=summary
179,The Day the Earth Blew Up: A Looney Tunes Movie,"$13,800,308","$8,875,366","$4,924,942",64.31%,The Day the Earth Bl,https://www.the-numbers.com/movie/Day-the-Earth-Blew-Up-The-A-Looney-Tunes-Movie-(2024)#tab=summary
180,A Frozen Rage (一雪前耻),"$13,296,164",,"$13,296,164",,A Frozen Rage (一雪前耻),https://www.the-numbers.com/movie/Frozen-Rage-A-(2024-China)#tab=summary
181,Thelma,"$13,090,430","$9,002,073","$4,088,357",68.77%,Thelma,https://www.the-numbers.com/movie/Thelma-(2024)#tab=summary
182,The Movie Emperor (红毯先生),"$13,080,476",,"$13,080,476",,The Movie Emperor (红,https://www.the-numbers.com/movie/Movie-Emperor-The-(2023-China)#tab=summary
183,Yolki 11 (Ёлки 11),"$12,956,112",,"$12,956,112",,Yolki 11 (Ёлки 11),https://www.the-numbers.com/movie/Yolki-11-(2024-Russia)#tab=summary
184,Pleasant Goat and Grey Wolf 9 (喜羊羊与灰太狼之守护)…,"$12,849,961",,"$12,849,961",,Pleasant Goat and Gr,https://www.the-numbers.com/movie/Pleasant-Goat-and-Grey-Wolf-9-(2024-China)#tab=summary
185,Hijack 1971 (하이재킹),"$12,771,388","$242,069","$12,529,319",1.90%,Hijack 1971 (하이재킹),https://www.the-numbers.com/movie/Hijack-1971-(2024-South-Korea)#tab=summary
186,Bonhoeffer: Pastor. Spy. Assassin,"$12,691,812","$12,222,383","$469,429",96.30%,Bonhoeffer: Pastor. ,https://www.the-numbers.com/movie/Bonhoeffer-Pastor-Spy-Assassin-(2024-Belgium)#tab=summary
187,Letuchiy Korabl (Летучий корабль),"$12,689,452",,"$12,689,452",,Letuchiy Korabl (Лет,https://www.the-numbers.com/movie/Letuchiy-Korabl-(2024-Russia)#tab=summary
188,HOVERING BLADE (彷徨之刃),"$12,397,471",,"$12,397,471",,HOVERING BLADE (彷徨之刃,https://www.the-numbers.com/movie/HOVERING-BLADE-(2024-China)#tab=summary
189,Am I Racist?,"$12,311,598","$12,311,598",,100.00%,Am I Racist?,https://www.the-numbers.com/movie/Am-I-Racist-(2024)#tab=summary
190,Love Lies Bleeding,"$12,272,813","$7,830,385","$4,442,428",63.80%,Love Lies Bleeding,https://www.the-numbers.com/movie/Love-Lies-Bleeding-(2024-United-Kingdom)#tab=summary
191,Article 370,"$12,262,159","$980,649","$11,281,510",8.00%,Article 370,https://www.the-numbers.com/movie/Article-370-(2024-India)#tab=summary
192,Megalopolis,"$12,251,433","$7,629,085","$4,622,348",62.27%,Megalopolis,https://www.the-numbers.com/movie/Megalopolis-(2024)#tab=summary
193,Handsome Guys (핸섬가이즈),"$12,229,610",,"$12,229,610",,Handsome Guys (핸섬가이즈,https://www.the-numbers.com/movie/Handsome-Guys-(2024-South-Korea)#tab=summary
194,Mrs. Green Apple // The White Lounge in Cinema …,"$12,117,856",,"$12,117,856",,Mrs. Green Apple // ,https://www.the-numbers.com/movie/Mrs-Green-Apple-The-White-Lounge-in-Cinema-(2024-Japan)#tab=summary
195,Le Comte de Monte-Cristo,"$12,104,674","$529,891","$11,574,783",4.38%,Le Comte de Monte-Cr,https://www.the-numbers.com/movie/Comte-de-Monte-Cristo-Le-(2024-France)#tab=summary
196,Maria,"$12,050,582",,"$12,050,582",,Maria,https://www.the-numbers.com/movie/Maria-(2024-Italy)#tab=summary
197,Ognivo (Огниво),"$11,976,811",,"$11,976,811",,Ognivo (Огниво),https://www.the-numbers.com/movie/Ognivo-(2024-Russia)#tab=summary
198,Citizen of a Kind (시민덕희 ),"$11,732,896",,"$11,732,896",,Citizen of a Kind (시,https://www.the-numbers.com/movie/Citizen-of-a-Kind-(2024-South-Korea)#tab=summary
199,Sound of Hope: The Story of Possum Trot,"$11,665,791","$11,647,099","$18,692",99.84%,Sound of Hope: The S,https://www.the-numbers.com/movie/Sound-of-Hope-The-Story-of-Possum-Trot-(2024)#tab=summary
200,Le Dernier Jaguar,"$11,616,305","$172,560","$11,443,745",1.49%,Le Dernier Jaguar,https://www.the-numbers.com/movie/Dernier-Jaguar-Le-(2024-France)#tab=summary
201,Cells at Work! ( はたらく細胞),"$11,600,000",,"$11,600,000",,Cells at Work! ( はたら,https://www.the-numbers.com/movie/Cells-at-Work-(2024-Japan)#tab=summary
202,La Infiltrada,"$11,254,934",,"$11,254,934",,La Infiltrada,https://www.the-numbers.com/movie/Infiltrada-La-(2024-Spain)#tab=summary
203,A Legend (传说),"$11,242,056",,"$11,242,056",,A Legend (传说),https://www.the-numbers.com/movie/Legend-A-(2024-China)#tab=summary
204,All About Suomi,"$11,221,708",,"$11,221,708",,All About Suomi,https://www.the-numbers.com/movie/All-About-Suomi-(2024-Japan)#tab=summary
205,Eine Million Minuten,"$11,077,140",,"$11,077,140",,Eine Million Minuten,https://www.the-numbers.com/movie/Eine-Million-Minuten-(2024-Germany)#tab=summary
206,Domovyonok Kuzya (Домовёнок Кузя),"$11,016,735",,"$11,016,735",,Domovyonok Kuzya (До,https://www.the-numbers.com/movie/Domovyonok-Kuzya-(2024-Russia)#tab=summary
207,Maharaja,"$10,906,537",,"$10,906,537",,Maharaja,https://www.the-numbers.com/movie/Maharaja-(2024-India)#tab=summary
208,Muroi Shinji: Ikitsuzukeru Mono (室井慎次　生き続ける者)…,"$10,777,912",,"$10,777,912",,Muroi Shinji: Ikitsu,https://www.the-numbers.com/movie/Muroi-Shinji-Ikitsuzukeru-Mono-(2024-Japan)#tab=summary
209,Piece by Piece,"$10,746,915","$9,756,635","$990,280",90.79%,Piece by Piece,https://www.the-numbers.com/movie/Piece-by-Piece-(2024)#tab=summary
210,I Am What I Am 2 (雄狮少年2),"$10,499,468",,"$10,499,468",,I Am What I Am 2 (雄狮,https://www.the-numbers.com/movie/I-Am-What-I-Am-2-(2024-China)#tab=summary
211,Small Things Like These,"$10,415,790","$1,600,956","$8,814,834",15.37%,Small Things Like Th,https://www.the-numbers.com/movie/Small-Things-Like-These-(2024-Ireland)#tab=summary
212,Alienoid: The Return to the Future,"$10,387,915","$60,720","$10,327,195",0.58%,Alienoid: The Return,https://www.the-numbers.com/movie/Alienoid-The-Return-to-the-Future-(2024-South-Korea)#tab=summary
213,Il Ragazzo dai Pantaloni Rosa,"$10,311,548",,"$10,311,548",,Il Ragazzo dai Panta,https://www.the-numbers.com/movie/Ragazzo-dai-Pantaloni-Rosa-Il-(2024-Italy)#tab=summary
214,Parthenope,"$10,195,113","$302,801","$9,892,312",2.97%,Parthenope,https://www.the-numbers.com/movie/Parthenope-(2024-Italy)#tab=summary
215,Suga | Agust D Tour ‘D-Day’ The Movie,"$10,160,000","$1,951,896","$8,208,104",19.21%,Suga | Agust D Tour ,https://www.the-numbers.com/movie/Suga-Agust-D-Tour-D-Day-The-Movie-(2024-South-Korea)#tab=summary
216,Land of Broken Hearts (负负得正),"$10,004,977",,"$10,004,977",,Land of Broken Heart,https://www.the-numbers.com/movie/Land-of-Broken-Hearts-(2024-China)#tab=summary
