Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
20,Indiana Jones and the Dial of Destiny,"$383,963,057","$174,480,468","$209,482,589",45.44%,Indiana Jones and th,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Dial-of-Destiny-(2023)#tab=summary
21,The Hunger Games: The Ballad of Songbirds & Snakes,"$347,862,643","$166,350,594","$181,512,049",47.82%,The Hunger Games: Th,https://www.the-numbers.com/movie/Hunger-Games-The-The-Ballad-of-Songbirds-and-Snakes-(2023)#tab=summary
22,Creation of the Gods I: Kindom of Storms (封神第一部…,"$332,675,881","$1,706,355","$330,969,526",0.51%,Creation of the Gods,https://www.the-numbers.com/movie/Creation-of-the-Gods-I-Kindom-of-Storms-(2023-China)#tab=summary
23,Bā Jiǎo Lóng Zhōng (八角笼中),"$304,280,699",,"$304,280,699",,Bā Jiǎo Lóng Zhōng (,https://www.the-numbers.com/movie/Ba-Jiao-Long-Zhong-(2023-China)#tab=summary
24,Migration,"$300,501,352","$127,630,880","$172,870,472",42.47%,Migration,https://www.the-numbers.com/movie/Migration-(2023)#tab=summary
25,Five Nights at Freddy’s,"$297,242,145","$137,275,620","$159,966,525",46.18%,Five Nights at Fredd,https://www.the-numbers.com/movie/Five-Nights-at-Freddys-(2023)#tab=summary
26,The Boy and the Heron (君たちはどう生きるか)…,"$292,922,563","$46,832,867","$246,089,696",15.99%,The Boy and the Hero,https://www.the-numbers.com/movie/Boy-and-the-Heron-The-(2023-Japan)#tab=summary
27,Creed III,"$276,148,615","$156,248,615","$119,900,000",56.58%,Creed III,https://www.the-numbers.com/movie/Creed-III-(2023)#tab=summary
28,The Flash,"$271,467,507","$108,167,507","$163,300,000",39.85%,The Flash,https://www.the-numbers.com/movie/Flash-The#tab=summary
29,The Nun II,"$269,670,590","$86,270,590","$183,400,000",31.99%,The Nun II,https://www.the-numbers.com/movie/Nun-II-The-(2023)#tab=summary
30,TAYLOR SWIFT | THE ERAS TOUR,"$261,413,059","$180,760,722","$80,652,337",69.15%,TAYLOR SWIFT | THE E,https://www.the-numbers.com/movie/Taylor-Swift-The-Eras-Tour-(2023)#tab=summary
31,Sound of Freedom,"$250,729,678","$184,178,046","$66,551,632",73.46%,Sound of Freedom,https://www.the-numbers.com/movie/Sound-of-Freedom-(2023)#tab=summary
32,Wish,"$237,954,897","$63,973,821","$173,981,076",26.88%,Wish,https://www.the-numbers.com/movie/Wish-(2023)#tab=summary
33,Cháng Ān Sān Wàn Lǐ (长安三万里),"$229,620,158",,"$229,620,158",,Cháng Ān Sān Wàn Lǐ ,https://www.the-numbers.com/movie/Chang-An-San-Wan-Li-(2023-China)#tab=summary
34,Boonie Bears: Guardian Code (熊出没·伴我“熊芯”)…,"$222,103,379",,"$222,103,379",,Boonie Bears: Guardi,https://www.the-numbers.com/movie/Boonie-Bears-Guardian-Code-(2023-China)#tab=summary
35,Anyone But You,"$218,905,781","$88,319,668","$130,586,113",40.35%,Anyone But You,https://www.the-numbers.com/movie/Anyone-But-You-(2023)#tab=summary
36,Napoleon,"$217,917,156","$61,524,375","$156,392,781",28.23%,Napoleon,https://www.the-numbers.com/movie/Napoleon-(2023)#tab=summary
37,Trolls Band Together,"$210,669,403","$103,974,820","$106,694,583",49.35%,Trolls Band Together,https://www.the-numbers.com/movie/Trolls-Band-Together-(2023)#tab=summary
38,Dungeons & Dragons: Honor Among Thieves,"$207,854,947","$93,549,650","$114,305,297",45.01%,Dungeons & Dragons: ,https://www.the-numbers.com/movie/Dungeons-and-Dragons-Honor-Among-Thieves-(2023)#tab=summary
39,The Marvels,"$206,136,825","$84,500,223","$121,636,602",40.99%,The Marvels,https://www.the-numbers.com/movie/Marvels-The-(2023)#tab=summary
40,PAW Patrol: The Mighty Movie,"$201,739,292","$65,343,309","$136,395,983",32.39%,PAW Patrol: The Migh,https://www.the-numbers.com/movie/Paw-Patrol-The-Mighty-Movie-(2023)#tab=summary
41,The Equalizer 3,"$191,067,560","$92,373,751","$98,693,809",48.35%,The Equalizer 3,https://www.the-numbers.com/movie/Equalizer-3-The-(2023)#tab=summary
42,Under the Light (坚如磐石),"$190,036,119",,"$190,036,119",,Under the Light (坚如磐,https://www.the-numbers.com/movie/Under-the-Light-(2023-China)#tab=summary
43,Insidious: The Red Door,"$186,258,928","$82,156,962","$104,101,966",44.11%,Insidious: The Red D,https://www.the-numbers.com/movie/Insidious-The-Red-Door-(2023)#tab=summary
44,Teenage Mutant Ninja Turtles: Mutant Mayhem,"$180,329,865","$118,700,272","$61,629,593",65.82%,Teenage Mutant Ninja,https://www.the-numbers.com/movie/Teenage-Mutant-Ninja-Turtles-Mutant-Mayhem-(2023)#tab=summary
45,Johnny Keep Walking (年会不能停！),"$178,444,932",,"$178,444,932",,Johnny Keep Walking ,https://www.the-numbers.com/movie/Johnny-Keep-Walking-(2023-China)#tab=summary
46,Rén Shēng Lù Bù Shú (人生路不熟),"$175,689,449",,"$175,689,449",,Rén Shēng Lù Bù Shú ,https://www.the-numbers.com/movie/Ren-Sheng-Lu-Bu-Shu-(2023-China)#tab=summary
47,Scream VI,"$169,063,850","$108,391,107","$60,672,743",64.11%,Scream VI,https://www.the-numbers.com/movie/Scream-VI-(2023)#tab=summary
48,Killers of the Flower Moon,"$156,432,918","$68,035,488","$88,397,430",43.49%,Killers of the Flowe,https://www.the-numbers.com/movie/Killers-of-the-Flower-Moon-(2023)#tab=summary
49,Evil Dead Rise,"$147,256,372","$67,356,372","$79,900,000",45.74%,Evil Dead Rise,https://www.the-numbers.com/movie/Evil-Dead-Rise-(2023)#tab=summary
50,Ex File 4 (前任4：英年早婚),"$142,106,517",,"$142,106,517",,Ex File 4 (前任4：英年早婚),https://www.the-numbers.com/movie/Ex-File-4-(2023-China)#tab=summary
51,The Exorcist: Believer,"$136,998,069","$65,537,395","$71,460,674",47.84%,The Exorcist: Believ,https://www.the-numbers.com/movie/Exorcist-Believer-The-(2023)#tab=summary
52,Jawan,"$136,675,088","$15,198,530","$121,476,558",11.12%,Jawan,https://www.the-numbers.com/movie/Jawan-(2023-India)#tab=summary
53,Deep Sea (深海),"$136,090,000",,"$136,090,000",,Deep Sea (深海),https://www.the-numbers.com/movie/Deep-Sea-(2023-China)#tab=summary
54,Shazam! Fury of the Gods,"$134,221,819","$57,721,819","$76,500,000",43.00%,Shazam! Fury of the ,https://www.the-numbers.com/movie/Shazam-Fury-of-the-Gods-(2022)#tab=summary
55,Blue Beetle,"$130,841,501","$72,541,501","$58,300,000",55.44%,Blue Beetle,https://www.the-numbers.com/movie/Blue-Beetle-(2023)#tab=summary
56,Hidden Blade (无名),"$125,981,150","$803,189","$125,177,961",0.64%,Hidden Blade (无名),https://www.the-numbers.com/movie/Hidden-Blade-(2023-China)#tab=summary
57,Saw X,"$125,309,862","$53,607,898","$71,701,964",42.78%,Saw X,https://www.the-numbers.com/movie/Saw-X-(2023)#tab=summary
58,A Haunting in Venice,"$122,290,456","$42,471,412","$79,819,044",34.73%,A Haunting in Venice,https://www.the-numbers.com/movie/Haunting-in-Venice-A-(2023)#tab=summary
59,Detective Conan: Black Iron Submarine,"$121,879,597",,"$121,879,597",,Detective Conan: Bla,https://www.the-numbers.com/movie/Detective-Conan-Black-Iron-Submarine-(2023-Japan)#tab=summary
60,One and Only (热烈),"$119,579,503",,"$119,579,503",,One and Only (热烈),https://www.the-numbers.com/movie/One-and-Only-(2023-China)#tab=summary
61,Volunteer Soldiers Attack (志愿军：雄兵出击)…,"$118,626,692",,"$118,626,692",,Volunteer Soldiers A,https://www.the-numbers.com/movie/Volunteer-Soldiers-Attack-(2023-China)#tab=summary
62,Gran Turismo: Based on a True Story,"$117,862,107","$44,428,554","$73,433,553",37.70%,Gran Turismo: Based ,https://www.the-numbers.com/movie/Gran-Turismo-Based-on-a-True-Story-(2023)#tab=summary
63,Haunted Mansion,"$117,449,790","$67,653,287","$49,796,503",57.60%,Haunted Mansion,https://www.the-numbers.com/movie/Haunted-Mansion-(2023)#tab=summary
64,Poor Things,"$111,894,450","$34,553,225","$77,341,225",30.88%,Poor Things,https://www.the-numbers.com/movie/Poor-Things-(2023)#tab=summary
65,Born to Fly (长空之王),"$110,898,479","$276,743","$110,621,736",0.25%,Born to Fly (长空之王),https://www.the-numbers.com/movie/Born-to-Fly-(2023-China)#tab=summary
66,Pathaan,"$105,883,591","$17,487,476","$88,396,115",16.52%,Pathaan,https://www.the-numbers.com/movie/Pathaan-(2023-India)#tab=summary
67,Godzilla Minus One (ゴジラ最新作),"$105,089,318","$57,144,669","$47,944,649",54.38%,Godzilla Minus One (,https://www.the-numbers.com/movie/Godzilla-Minus-One-(2023-Japan)#tab=summary
68,The Creator,"$104,272,136","$40,774,679","$63,497,457",39.10%,The Creator,https://www.the-numbers.com/movie/Creator-The-(2023)#tab=summary
69,Bǎo Nǐ Píng Ān (保你平安),"$103,840,000",,"$103,840,000",,Bǎo Nǐ Píng Ān (保你平安,https://www.the-numbers.com/movie/Bao-Ni-Ping-An-(2023-China)#tab=summary
70,12.12: The Day (서울의 봄),"$97,554,374",,"$97,554,374",,12.12: The Day (서울의 ,https://www.the-numbers.com/movie/1212-The-Day-(2023-South-Korea)#tab=summary
71,Shining For One Thing (一闪一闪亮星星),"$97,421,680",,"$97,421,680",,Shining For One Thin,https://www.the-numbers.com/movie/Shining-For-One-Thing-(2023-China)#tab=summary
72,Spy x Family Code: White,"$95,745,713","$8,110,042","$87,635,671",8.47%,Spy x Family Code: W,https://www.the-numbers.com/movie/Spy-x-Family-Code-White-(2023-Japan)#tab=summary
73,Moscow Mission (莫斯科行动),"$92,910,181",,"$92,910,181",,Moscow Mission (莫斯科行,https://www.the-numbers.com/movie/Moscow-Mission-(2023-China)#tab=summary
74,Talk To Me,"$91,942,102","$48,299,436","$43,642,666",52.53%,Talk To Me,https://www.the-numbers.com/movie/Talk-To-Me-(2022-United-Kingdom)#tab=summary
75,AIR,"$90,060,106","$52,460,106","$37,600,000",58.25%,AIR,https://www.the-numbers.com/movie/Air-(2023)#tab=summary
76,Cocaine Bear,"$89,966,573","$64,670,240","$25,296,333",71.88%,Cocaine Bear,https://www.the-numbers.com/movie/Cocaine-Bear-(2023)#tab=summary
77,Endless Journey (三大队),"$89,377,217",,"$89,377,217",,Endless Journey (三大队,https://www.the-numbers.com/movie/Endless-Journey-(2023-China)#tab=summary
78,Cheburashka (Чебурашка),"$86,155,544",,"$86,155,544",,Cheburashka (Чебураш,https://www.the-numbers.com/movie/Cheburashka-(2023-Russia)#tab=summary
79,Papa (学爸),"$84,174,084",,"$84,174,084",,Papa (学爸),https://www.the-numbers.com/movie/Papa-(2023-China)#tab=summary
80,No Hard Feelings,"$83,453,541","$50,452,282","$33,001,259",60.46%,No Hard Feelings,https://www.the-numbers.com/movie/No-Hard-Feelings-(2023)#tab=summary
81,The Boogeyman,"$82,344,833","$43,244,282","$39,100,551",52.52%,The Boogeyman,https://www.the-numbers.com/movie/Boogeyman-The-(2023)#tab=summary
82,The Goldfinger (金手指),"$80,088,072",,"$80,088,072",,The Goldfinger (金手指),https://www.the-numbers.com/movie/Goldfinger-The-(2023-China)#tab=summary
83,Last Suspect (拯救嫌疑人),"$79,965,280",,"$79,965,280",,Last Suspect (拯救嫌疑人),https://www.the-numbers.com/movie/Last-Suspect-(2023-China)#tab=summary
84,The Roundup: No Way Out (범죄도시3),"$79,615,417","$909,411","$78,706,006",1.14%,The Roundup: No Way ,https://www.the-numbers.com/movie/Roundup-No-Way-Out-The-(2023-South-Korea)#tab=summary
85,Across the Furious Sea (涉过愤怒的海),"$76,360,102",,"$76,360,102",,Across the Furious S,https://www.the-numbers.com/movie/Across-the-Furious-Sea-(2023-China)#tab=summary
86,The Pope’s Exorcist,"$72,913,467","$20,009,380","$52,904,087",27.44%,The Pope’s Exorcist,https://www.the-numbers.com/movie/Popes-Exorcist-The-(2023)#tab=summary
87,The Color Purple,"$68,919,191","$60,619,191","$8,300,000",87.96%,The Color Purple,https://www.the-numbers.com/movie/Color-Purple-The-(2023)#tab=summary
88,Dì Bā Gè Xián Yí Rén (第八个嫌疑人),"$60,034,311",,"$60,034,311",,Dì Bā Gè Xián Yí Rén,https://www.the-numbers.com/movie/Di-Ba-Ge-Xian-Yi-Ren-(2023-Hong-Kong)#tab=summary
89,Demon Slayer: Kimetsu No Yaiba—To the Swordsmit…,"$59,554,259","$16,945,424","$42,608,835",28.45%,Demon Slayer: Kimets,https://www.the-numbers.com/movie/Demon-Slayer-Kimetsu-No-Yaiba-To-the-Swordsmith-Village-(2023-Japan)#tab=summary
90,Wǒ Ài Nǐ (我爱你!),"$59,552,986",,"$59,552,986",,Wǒ Ài Nǐ (我爱你!),https://www.the-numbers.com/movie/Wo-Ai-Ni-(2023-China)#tab=summary
91,Jiāo Huàn Rén Shēng (交换人生),"$58,290,000",,"$58,290,000",,Jiāo Huàn Rén Shēng ,https://www.the-numbers.com/movie/Jiao-Huan-Ren-Sheng-(2023-China)#tab=summary
92,Magic Mike’s Last Dance,"$57,133,633","$26,033,633","$31,100,000",45.57%,Magic Mike’s Last Da,https://www.the-numbers.com/movie/Magic-Mikes-Last-Dance-(2023)#tab=summary
93,65,"$56,241,027","$32,062,904","$24,178,123",57.01%,65,https://www.the-numbers.com/movie/65-(2022)#tab=summary
94,The Boys in the Boat,"$55,521,574","$52,641,306","$2,880,268",94.81%,The Boys in the Boat,https://www.the-numbers.com/movie/Boys-in-the-Boat-The-(2023)#tab=summary
95,Mummies,"$55,160,498","$4,960,498","$50,200,000",8.99%,Mummies,https://www.the-numbers.com/movie/Mummies-(Spain-2023)#tab=summary
96,Knock at the Cabin,"$54,712,735","$35,397,980","$19,314,755",64.70%,Knock at the Cabin,https://www.the-numbers.com/movie/Knock-at-the-Cabin-(2023)#tab=summary
97,I Did It My Way (潛行),"$54,316,292","$190,686","$54,125,606",0.35%,I Did It My Way (潛行),https://www.the-numbers.com/movie/I-Did-It-My-Way-(2024-Hong-Kong)#tab=summary
98,Asteroid City,"$53,953,790","$28,153,025","$25,800,765",52.18%,Asteroid City,https://www.the-numbers.com/movie/Asteroid-City-(2023)#tab=summary
99,Jesus Revolution,"$53,380,981","$52,102,987","$1,277,994",97.61%,Jesus Revolution,https://www.the-numbers.com/movie/Jesus-Revolution-(2022)#tab=summary
100,BTS: Yet to Come in Cinemas (방탄소년단 옛 투 컴 인 시네마)…,"$53,000,000","$7,889,021","$45,110,979",14.88%,BTS: Yet to Come in ,https://www.the-numbers.com/movie/BTS-Yet-to-Come-in-Cinemas-(2023-South-Korea)#tab=summary
101,Chá Ā Èr Zhōng (茶啊二中),"$52,626,747",,"$52,626,747",,Chá Ā Èr Zhōng (茶啊二中,https://www.the-numbers.com/movie/Cha-A-Er-Zhong-(2023-China)#tab=summary
102,The Zone of Interest,"$52,548,877","$8,576,457","$43,972,420",16.32%,The Zone of Interest,https://www.the-numbers.com/movie/Zone-of-Interest-The-(2023-United-Kingdom)#tab=summary
103,Big (816),"$51,972,528",,"$51,972,528",,Big (816),https://www.the-numbers.com/movie/Big-(2023-Taiwan)#tab=summary
104,Expend4bles,"$51,133,603","$16,710,153","$34,423,450",32.68%,Expend4bles,https://www.the-numbers.com/movie/Expend4bles-(2023)#tab=summary
105,Anatomie d’une chute,"$48,854,592","$5,076,369","$43,778,223",10.39%,Anatomie d’une chute,https://www.the-numbers.com/movie/Anatomie-d-une-chute-(2023-France)#tab=summary
106,C'è ancora domani,"$48,844,628","$180,426","$48,664,202",0.37%,C'è ancora domani,https://www.the-numbers.com/movie/Ce-ancora-domani-(2023-Italy)#tab=summary
107,Plane,"$47,855,350","$32,111,181","$15,744,169",67.10%,Plane,https://www.the-numbers.com/movie/Plane-(2023)#tab=summary
108,Missing,"$46,537,213","$32,502,025","$14,035,188",69.84%,Missing,https://www.the-numbers.com/movie/Missing-(2023)#tab=summary
109,"Ruby Gillman, Teenage Kraken","$46,247,409","$15,753,600","$30,493,809",34.06%,"Ruby Gillman, Teenag",https://www.the-numbers.com/movie/Ruby-Gillman-Teenage-Kraken-(2023)#tab=summary
110,The Iron Claw,"$46,140,822","$35,611,828","$10,528,994",77.18%,The Iron Claw,https://www.the-numbers.com/movie/Iron-Claw-The-(2023)#tab=summary
111,Thanksgiving,"$46,044,880","$31,945,385","$14,099,495",69.38%,Thanksgiving,https://www.the-numbers.com/movie/Thanksgiving-(2023)#tab=summary
112,The Holdovers,"$45,972,472","$20,355,375","$25,617,097",44.28%,The Holdovers,https://www.the-numbers.com/movie/Holdovers-The-(2023)#tab=summary
113,Doraemon the Movie: Nobita’s Sky Utopia (映画ドラえも…,"$45,525,160",,"$45,525,160",,Doraemon the Movie: ,https://www.the-numbers.com/movie/Doraemon-the-Movie-Nobitas-Sky-Utopia-(2023-Japan)#tab=summary
114,Zhè Me Duō Nián (这么多年),"$44,570,000",,"$44,570,000",,Zhè Me Duō Nián (这么多,https://www.the-numbers.com/movie/Zhe-Me-Duo-Nian-(2023-China)#tab=summary
115,RENAISSANCE: A FILM BY BEYONCÉ,"$44,372,181","$33,889,684","$10,482,497",76.38%,RENAISSANCE: A FILM ,https://www.the-numbers.com/movie/Renaissance-A-Film-by-Beyonce-(2023)#tab=summary
116,Zhōng Quǎn Bā Gōng (忠犬八公),"$43,234,633",,"$43,234,633",,Zhōng Quǎn Bā Gōng (,https://www.the-numbers.com/movie/Zhong-Quan-Ba-Gong-(2023-China)#tab=summary
117,Past Lives,"$42,880,705","$10,950,663","$31,930,042",25.54%,Past Lives,https://www.the-numbers.com/movie/Past-Lives-(2023)#tab=summary
118,Chāo Néng Yī Jiā Rén (超能一家人),"$41,209,025",,"$41,209,025",,Chāo Néng Yī Jiā Rén,https://www.the-numbers.com/movie/Chao-Neng-Yi-Jia-Ren-(2023-China)#tab=summary
119,Shin Jigen! Crayon Shin-chan the Movie (しん次元！クレ…,"$41,108,385",,"$41,108,385",,Shin Jigen! Crayon S,https://www.the-numbers.com/movie/Shin-Jigen-Crayon-Shin-chan-the-Movie-(2023-Japan)#tab=summary
120,Ferrari,"$40,989,660","$18,550,030","$22,439,630",45.26%,Ferrari,https://www.the-numbers.com/movie/Ferrari-(2023)#tab=summary
121,80 for Brady,"$40,384,027","$39,448,525","$935,502",97.68%,80 for Brady,https://www.the-numbers.com/movie/80-for-Brady-(2023)#tab=summary
122,Only the River Flows (河边的错误),"$39,799,792",,"$39,799,792",,Only the River Flows,https://www.the-numbers.com/movie/Only-the-River-Flows-(2023-China)#tab=summary
123,Sǎo Dú 3 Rén Zài Tiān Yá (扫毒3:人在天涯)…,"$39,794,789",,"$39,794,789",,Sǎo Dú 3 Rén Zài Tiā,https://www.the-numbers.com/movie/Sao-Du-3-Ren-Zai-Tian-Ya-(2023-Hong-Kong)#tab=summary
124,Kingdom 3: The Flame of Destiny (キングダム 運命の炎)…,"$39,761,926",,"$39,761,926",,Kingdom 3: The Flame,https://www.the-numbers.com/movie/Kingdom-3-The-Flame-of-Destiny-(2023-Japan)#tab=summary
125,My Big Fat Greek Wedding 3,"$38,861,673","$28,496,030","$10,365,643",73.33%,My Big Fat Greek Wed,https://www.the-numbers.com/movie/My-Big-Fat-Greek-Wedding-3-(2023)#tab=summary
126,Love Life Light (照明商店),"$38,242,892",,"$38,242,892",,Love Life Light (照明商,https://www.the-numbers.com/movie/Love-Life-Light-(2023-China)#tab=summary
127,Smugglers (밀수),"$36,635,299",,"$36,635,299",,Smugglers (밀수),https://www.the-numbers.com/movie/Smugglers-(2023-South-Korea)#tab=summary
128,Strays,"$35,983,009","$23,988,885","$11,994,124",66.67%,Strays,https://www.the-numbers.com/movie/Strays-(2023)#tab=summary
129,Don’t Call It Mystery: The Movie (ミステリと言う勿れ)…,"$34,090,080",,"$34,090,080",,Don’t Call It Myster,https://www.the-numbers.com/movie/Dont-Call-It-Mystery-The-Movie-(2023-Japan)#tab=summary
130,Noryang: Deadly Sea (노량-죽음의 바다),"$34,057,896","$314,089","$33,743,807",0.92%,Noryang: Deadly Sea ,https://www.the-numbers.com/movie/Noryang-Deadly-Sea-(2023-South-Korea)#tab=summary
131,So Long for Love (再见，李可乐),"$33,786,675",,"$33,786,675",,So Long for Love (再见,https://www.the-numbers.com/movie/So-Long-for-Love-(2023-China)#tab=summary
132,One Life,"$32,807,723","$5,716,885","$27,090,838",17.43%,One Life,https://www.the-numbers.com/movie/One-Life-(2023-United-Kingdom)#tab=summary
133,Tiger 3,"$32,339,091","$5,365,263","$26,973,828",16.59%,Tiger 3,https://www.the-numbers.com/movie/Tiger-3-(2023-India)#tab=summary
134,TOKYO MER: Mobile Emergency Room: THE MOVIE (劇場…,"$32,145,898",,"$32,145,898",,TOKYO MER: Mobile Em,https://www.the-numbers.com/movie/Tokyo-Mer-Mobile-Emergency-Room-The-Movie-(2023-Japan)#tab=summary
135,Bore (怒潮),"$31,910,932",,"$31,910,932",,Bore (怒潮),https://www.the-numbers.com/movie/Bore-(2023-China)#tab=summary
136,Long Ma Jing Shen (龙马精神),"$31,722,744","$64,759","$31,657,985",0.20%,Long Ma Jing Shen (龙,https://www.the-numbers.com/movie/Long-Ma-Jing-Shen-(2023-China)#tab=summary
137,Priscilla,"$30,977,065","$20,864,910","$10,112,155",67.36%,Priscilla,https://www.the-numbers.com/movie/Priscilla-(2023)#tab=summary
138,Huí Láng Tíng (回廊亭),"$30,350,000",,"$30,350,000",,Huí Láng Tíng (回廊亭),https://www.the-numbers.com/movie/Hui-Lang-Ting-(2023-China)#tab=summary
139,Til We Meet Again on the Lily Hil (あの花が咲く丘で、君とま…,"$29,438,465",,"$29,438,465",,Til We Meet Again on,https://www.the-numbers.com/movie/Till-We-Meet-Again-on-the-Lily-Hil-(2023-Japan)#tab=summary
140,Book Club: The Next Chapter,"$29,121,628","$17,581,565","$11,540,063",60.37%,Book Club: The Next ,https://www.the-numbers.com/movie/Book-Club-The-Next-Chapter-(2023)#tab=summary
141,Konkeuriteu Yutopia (콘크리트 유토피아 ),"$28,547,938",,"$28,547,938",,Konkeuriteu Yutopia ,https://www.the-numbers.com/movie/Konkeuriteu-Yutopia-(2023-South-Korea)#tab=summary
142,Po Shchuchemu Veleniyu (По щучьему велению)…,"$27,818,652",,"$27,818,652",,Po Shchuchemu Veleni,https://www.the-numbers.com/movie/Po-Shchuchemu-Veleniyu-(2022-Russia)#tab=summary
143,Renfield,"$26,874,347","$17,297,895","$9,576,452",64.37%,Renfield,https://www.the-numbers.com/movie/Renfield#tab=summary
144,Perfect Days,"$26,182,586","$3,766,668","$22,415,918",14.39%,Perfect Days,https://www.the-numbers.com/movie/Perfect-Days-(2023-Japan)#tab=summary
145,Beijing 2022 (北京 2022),"$24,790,100",,"$24,790,100",,Beijing 2022 (北京 202,https://www.the-numbers.com/movie/Beijing-2022-(2023-China)#tab=summary
146,Wǒ Jīng Guò Fēng Bào (我经过风暴),"$24,732,804",,"$24,732,804",,Wǒ Jīng Guò Fēng Bào,https://www.the-numbers.com/movie/Wo-Jing-Guo-Feng-Bao-(2023-China)#tab=summary
147,Lose to Win (好像也没那么热血沸腾),"$23,927,919",,"$23,927,919",,Lose to Win (好像也没那么热,https://www.the-numbers.com/movie/Lose-to-Win-(2023-China)#tab=summary
148,The Invisible Guest (瞒天过海),"$23,125,794",,"$23,125,794",,The Invisible Guest ,https://www.the-numbers.com/movie/Invisible-Guest-The-(2023-China)#tab=summary
149,American Fiction,"$23,026,243","$21,098,470","$1,927,773",91.63%,American Fiction,https://www.the-numbers.com/movie/American-Fiction-(2023)#tab=summary
150,Vyzov (Вызов),"$22,954,969",,"$22,954,969",,Vyzov (Вызов),https://www.the-numbers.com/movie/Vyzov-(2023-Russia)#tab=summary
151,All of Us Strangers,"$21,761,254","$4,050,103","$17,711,151",18.61%,All of Us Strangers,https://www.the-numbers.com/movie/All-of-Us-Strangers-(2023-United-Kingdom)#tab=summary
152,Animal,"$21,649,150","$15,000,076","$6,649,074",69.29%,Animal,https://www.the-numbers.com/movie/Animal-(2023-India)#tab=summary
153,"Are You There God? It’s Me, Margaret","$21,581,824","$20,372,406","$1,209,418",94.40%,Are You There God? I,https://www.the-numbers.com/movie/Are-You-There-God-Its-Me-Margaret#tab=summary
