Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
1,Avatar,"$2,923,706,026","$785,221,649","$2,138,484,377",26.86%,Avatar,https://www.the-numbers.com/movie/Avatar#tab=summary
2,Harry Potter and the Half-Blood Prince,"$926,055,796","$302,854,063","$623,201,733",32.70%,Harry Potter and the,https://www.the-numbers.com/movie/Harry-Potter-and-the-Half-Blood-Prince#tab=summary
3,Ice Age: Dawn of the Dinosaurs,"$886,686,817","$196,573,705","$690,113,112",22.17%,Ice Age: Dawn of the,https://www.the-numbers.com/movie/Ice-Age-Dawn-of-the-Dinosaurs#tab=summary
4,Transformers: Revenge of the Fallen,"$836,519,699","$402,111,870","$434,407,829",48.07%,Transformers: Reveng,https://www.the-numbers.com/movie/Transformers-Revenge-of-the-Fallen#tab=summary
5,2012,"$757,677,748","$166,112,167","$591,565,581",21.92%,2012,https://www.the-numbers.com/movie/2012-(2009)#tab=summary
6,Up,"$731,463,377","$293,004,164","$438,459,213",40.06%,Up,https://www.the-numbers.com/movie/Up-(2009)#tab=summary
7,The Twilight Saga: New Moon,"$687,556,547","$296,623,634","$390,932,913",43.14%,The Twilight Saga: N,https://www.the-numbers.com/movie/Twilight-Saga-New-Moon-The#tab=summary
8,Sherlock Holmes,"$498,438,212","$209,028,679","$289,409,533",41.94%,Sherlock Holmes,https://www.the-numbers.com/movie/Sherlock-Holmes-(2009)#tab=summary
9,Angels & Demons,"$490,875,846","$133,375,846","$357,500,000",27.17%,Angels & Demons,https://www.the-numbers.com/movie/Angels-and-Demons#tab=summary
10,The Hangover,"$465,487,583","$277,322,503","$188,165,080",59.58%,The Hangover,https://www.the-numbers.com/movie/Hangover-The#tab=summary
11,Alvin and the Chipmunks: The Squeakquel,"$443,483,213","$219,614,612","$223,868,601",49.52%,Alvin and the Chipmu,https://www.the-numbers.com/movie/Alvin-and-the-Chipmunks-The-Squeakquel#tab=summary
12,Night at the Museum: Battle of the Smithsonian,"$402,231,063","$177,243,721","$224,987,342",44.07%,Night at the Museum:,https://www.the-numbers.com/movie/Night-at-the-Museum-Battle-of-the-Smithsonian#tab=summary
13,Star Trek,"$386,839,614","$257,730,019","$129,109,595",66.62%,Star Trek,https://www.the-numbers.com/movie/Star-Trek#tab=summary
14,Monsters vs. Aliens,"$381,687,380","$198,351,526","$183,335,854",51.97%,Monsters vs. Aliens,https://www.the-numbers.com/movie/Monsters-vs-Aliens#tab=summary
15,X-Men Origins: Wolverine,"$374,825,760","$179,883,157","$194,942,603",47.99%,X-Men Origins: Wolve,https://www.the-numbers.com/movie/X-Men-Origins-Wolverine#tab=summary
16,Terminator Salvation,"$365,491,792","$125,322,469","$240,169,323",34.29%,Terminator Salvation,https://www.the-numbers.com/movie/Terminator-Salvation#tab=summary
17,Fast & Furious,"$359,347,833","$155,064,265","$204,283,568",43.15%,Fast & Furious,https://www.the-numbers.com/movie/Fast-and-Furious-(2009)#tab=summary
18,Inglourious Basterds,"$316,802,281","$120,774,594","$196,027,687",38.12%,Inglourious Basterds,https://www.the-numbers.com/movie/Inglourious-Basterds#tab=summary
19,Disney’s A Christmas Carol,"$315,709,697","$137,855,863","$177,853,834",43.67%,Disney’s A Christmas,https://www.the-numbers.com/movie/Disneys-A-Christmas-Carol#tab=summary
20,The Proposal,"$314,709,717","$163,958,031","$150,751,686",52.10%,The Proposal,https://www.the-numbers.com/movie/Proposal-The#tab=summary
21,The Blind Side,"$305,705,794","$255,959,475","$49,746,319",83.73%,The Blind Side,https://www.the-numbers.com/movie/Blind-Side-The-(2009)#tab=summary
22,G.I. Joe: The Rise of Cobra,"$302,469,017","$150,201,498","$152,267,519",49.66%,G.I. Joe: The Rise o,https://www.the-numbers.com/movie/GI-Joe-The-Rise-of-Cobra-(2009)#tab=summary
23,G-Force,"$292,817,841","$119,436,770","$173,381,071",40.79%,G-Force,https://www.the-numbers.com/movie/G-Force#tab=summary
24,The Princess and the Frog,"$270,997,378","$104,400,899","$166,596,479",38.52%,The Princess and the,https://www.the-numbers.com/movie/Princess-and-the-Frog-The#tab=summary
25,Michael Jackson’s This Is It,"$261,183,588","$72,091,016","$189,092,572",27.60%,Michael Jackson’s Th,https://www.the-numbers.com/movie/Michael-Jacksons-This-Is-It#tab=summary
26,Cloudy with a Chance of Meatballs,"$236,827,677","$124,870,275","$111,957,402",52.73%,Cloudy with a Chance,https://www.the-numbers.com/movie/Cloudy-with-a-Chance-of-Meatballs#tab=summary
27,It’s Complicated,"$224,614,744","$112,735,375","$111,879,369",50.19%,It’s Complicated,https://www.the-numbers.com/movie/Its-Complicated#tab=summary
28,District 9,"$212,453,431","$115,646,235","$96,807,196",54.43%,District 9,https://www.the-numbers.com/movie/District-9#tab=summary
29,Public Enemies,"$212,282,709","$97,104,620","$115,178,089",45.74%,Public Enemies,https://www.the-numbers.com/movie/Public-Enemies-(2009)#tab=summary
30,The Ugly Truth,"$205,298,907","$88,915,214","$116,383,693",43.31%,The Ugly Truth,https://www.the-numbers.com/movie/Ugly-Truth-The#tab=summary
31,Paranormal Activity,"$194,183,034","$107,918,810","$86,264,224",55.58%,Paranormal Activity,https://www.the-numbers.com/movie/Paranormal-Activity#tab=summary
32,The Final Destination,"$187,384,627","$66,477,700","$120,906,927",35.48%,The Final Destinatio,https://www.the-numbers.com/movie/Final-Destination-The#tab=summary
33,Watchmen,"$186,976,250","$107,509,799","$79,466,451",57.50%,Watchmen,https://www.the-numbers.com/movie/Watchmen#tab=summary
34,Knowing,"$186,450,317","$79,957,634","$106,492,683",42.88%,Knowing,https://www.the-numbers.com/movie/Knowing#tab=summary
35,Paul Blart: Mall Cop,"$185,904,750","$146,336,178","$39,568,572",78.72%,Paul Blart: Mall Cop,https://www.the-numbers.com/movie/Paul-Blart-Mall-Cop#tab=summary
36,He’s Just Not That Into You,"$181,053,657","$93,953,653","$87,100,004",51.89%,He’s Just Not That I,https://www.the-numbers.com/movie/Hes-Just-Not-That-Into-You#tab=summary
37,Couples Retreat,"$172,450,423","$109,205,660","$63,244,763",63.33%,Couples Retreat,https://www.the-numbers.com/movie/Couples-Retreat#tab=summary
38,Hannah Montana: The Movie,"$169,173,206","$79,576,189","$89,597,017",47.04%,Hannah Montana: The ,https://www.the-numbers.com/movie/Hannah-Montana-The-Movie-(2009)#tab=summary
