link,Running Time,Genre,Production Method,Creative Type,Production Countries,Languages,Release Date,MPAA Rating,Production/Financing Companies,Production Budget,Franchise
https://www.the-numbers.com/movie/Elvis-(2021)#tab=summary,159 minutes,Drama,Live Action,Dramatization,"United States,Australia",English,"June 22, 2022","PG-13for substance abuse, strong language, suggestive material and smoking.(Rating bulletin 2731 (cert #53746), 5/11/2022)","Warner Bros.,Bazmark,The Jackal Group","$85,000,000",
https://www.the-numbers.com/movie/First-Slam-Dunk-The-(2022-Japan)#tab=summary,124 minutes,Comedy,Digital Animation,Contemporary Fiction,Japan,Japanese,"December 03, 2022","PG-13for language, violence and thematic elements.(Rating bulletin 2785 (cert #54479), 5/31/2023)",,,
https://www.the-numbers.com/movie/Bad-Guys-The#tab=summary,100 minutes,Comedy,Digital Animation,Kids Fiction,United States,English,"March 17, 2022","PGfor action and rude humor.(Rating bulletin 2712 (cert #53555), 12/22/2021)",DreamWorks Animation,"$70,000,000",The Bad Guys
https://www.the-numbers.com/movie/Bullet-Train-(2022)#tab=summary,126 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"July 14, 2022","Rfor strong and bloody violence, pervasive language, and brief sexuality.(Rating bulletin 2741 (Cert #53043), 7/20/2022)","87North,Columbia Pictures","$85,900,000",
https://www.the-numbers.com/movie/Rensheng-Dashii-(2022-China)#tab=summary,112 minutes,Drama,Live Action,Contemporary Fiction,China,Mandarin,"July 01, 2022",,,,
https://www.the-numbers.com/movie/Home-Coming-(2022-China)#tab=summary,137 minutes,Drama,Live Action,Dramatization,China,Mandarin,"September 30, 2022",,,,
https://www.the-numbers.com/movie/Lightyear-(2022)#tab=summary,110 minutes,Adventure,Digital Animation,Kids Fiction,United States,English,"June 15, 2022","PGfor action/peril.(Rating bulletin 2731 (cert #53706), 5/11/2022)","Walt Disney Pictures,Disney-Pixar","$200,000,000",Toy Story
https://www.the-numbers.com/movie/Smile-(2022)#tab=summary,115 minutes,Horror,Live Action,Contemporary Fiction,United States,English,"September 28, 2022","Rfor strong violent content and grisly images, and language.(Rating bulletin 2733 (cert #53773), 5/25/2022)","Paramount Players,Temple Hill Entertainment","$17,000,000",Smile
https://www.the-numbers.com/movie/DC-League-of-Super-Pets-(2022)#tab=summary,100 minutes,Adventure,Digital Animation,Kids Fiction,United States,English,"July 27, 2022","PGfor action, mild violence, language and rude humor.(Rating bulletin 2731 (cert #53448), 5/11/2022)","Warner Animation Group,D.C. Entertainment,Seven Bucks Productions,A Stern Talking To","$90,000,000",
https://www.the-numbers.com/movie/Qi-Ji-Nian-Dai-(2022-China)#tab=summary,116 minutes,Drama,Live Action,Contemporary Fiction,China,Mandarin,"February 01, 2022",,,,
https://www.the-numbers.com/movie/One-Piece-Film-Red-(2022-Japan)#tab=summary,115 minutes,Action,Digital Animation,Contemporary Fiction,Japan,Japanese,"August 06, 2022","PG-13for violence, suggestive material and language.(Rating bulletin 2753 (cert #54042) (Dubbed), 10/12/2022)PG-13for violence, suggestive material and language.(Rating bulletin 2753 (cert #54043) (Subtitled), 10/12/2022)",Toei Animation,,
https://www.the-numbers.com/movie/Lost-City-The-(2022)#tab=summary,112 minutes,Adventure,Live Action,Contemporary Fiction,United States,English,"March 24, 2022","PG-13for violence and some bloody images, suggestive material, partial nudity and language.(Rating bulletin 2722 (cert #53462), 3/9/2022)","3dot Productions,Exhibit A Pictures,Fortis Films,Paramount Pictures","$74,000,000",
https://www.the-numbers.com/movie/M3GAN#tab=summary,102 minutes,Horror,Live Action,Science Fiction,United States,English,"December 28, 2022","PG-13for violent content and terror, some strong language and a suggestive reference.(Rating bulletin 2756 (cert #54108), 11/2/2022)","Atomic Monster,Blumhouse,Universal Pictures","$12,000,000",M3GAN
https://www.the-numbers.com/movie/Nope-(2022)#tab=summary,131 minutes,Horror,Live Action,Science Fiction,United States,English,"July 21, 2022","Rfor language throughout and some violence/bloody images.(Rating bulletin 2738 (cert #53856), 6/29/2022)","1212 Entertainment,Monkeypaw Pictures,Universal Pictures","$68,000,000",
https://www.the-numbers.com/movie/Ticket-to-Paradise-(2022)#tab=summary,104 minutes,Romantic Comedy,Live Action,Contemporary Fiction,"United Kingdom,United States",English,"September 08, 2022","PG-13for some strong language and brief suggestive material.(Rating bulletin 2738 (cert #53884), 6/29/2022)","Working Title Films,Smokehouse Pictures,Red Om Films,Universal Pictures","$60,000,000",
https://www.the-numbers.com/movie/Morbius-(2020)#tab=summary,108 minutes,Action,Live Action,Super Hero,United States,English,"March 30, 2022","PG-13for intense sequences of violence, some frightening images, and brief strong language.(Rating bulletin 2691 (cert #52044), 7/28/2021)","Columbia Pictures,Marvel Studios,Arad Productions,Matt Tolmach Productions","$75,000,000",Sony’s Marvel Universe
https://www.the-numbers.com/movie/Black-Phone-The-(2022)#tab=summary,102 minutes,Horror,Live Action,Contemporary Fiction,United States,English,"June 22, 2022","Rfor violence, bloody images, language and some drug use.(Rating bulletin 2693 (cert #53351), 8/11/2021)","Blumhouse,Crooked Highway Productions,Universal Pictures","$18,000,000",The Black Phone
https://www.the-numbers.com/movie/K-G-F-Chapter-2-(2022-India)#tab=summary,,Action,Live Action,Fantasy,,,"April 14, 2022",,,,
https://www.the-numbers.com/movie/RRR-(2022-India)#tab=summary,186 minutes,Action,Live Action,Historical Fiction,India,Telugu,"March 24, 2022",,DVV Entertainment,,
https://www.the-numbers.com/movie/Boonie-Bears-Back-to-Earth-(2022-China)#tab=summary,95 minutes,Adventure,Digital Animation,Kids Fiction,China,Mandarin,"February 01, 2022",,,,Boonie Bears
https://www.the-numbers.com/movie/Everything-Everywhere-All-At-Once-(2022)#tab=summary,146 minutes,Action,Live Action,Science Fiction,United States,English,"March 25, 2022","Rfor some violence, sexual material and language.(Rating bulletin 2711 (cert #53253), 12/15/2021)","A24,Ley Line,IAC Films,AGBO","$25,000,000",
https://www.the-numbers.com/movie/Where-the-Crawdads-Sing#tab=summary,125 minutes,Drama,Live Action,Contemporary Fiction,United States,English,"July 15, 2022","PG-13for sexual content and some violence including a sexual assault.(Rating bulletin 2739 (cert #53621), 7/6/2022)","3000 Pictures,Hello Sunshine,Columbia Pictures","$24,000,000",
https://www.the-numbers.com/movie/Scream-(2022)#tab=summary,114 minutes,Horror,Live Action,Contemporary Fiction,United States,English,"January 12, 2022","Rfor strong bloody violence, language throughout and some sexual references.(Rating bulletin 2709 (cert #53115), 12/1/2021)","Spyglass Media Group,Project X Entertainment,Paramount Pictures,Radio Silence","$24,000,000",Scream
https://www.the-numbers.com/movie/Death-on-the-Nile-(2022)#tab=summary,127 minutes,Drama,Live Action,Historical Fiction,United States,English,"February 09, 2022","PG-13for violence, some bloody images, and sexual material.(Rating bulletin 2713 (cert #52577), 1/5/2022)","20th Century Studios,Kinberg Genre,The Mark Gordon Company,Scott Free Films,TSG Entertainment","$90,000,000",Kenneth Branagh's Hercule Poirot
https://www.the-numbers.com/movie/Man-Called-Otto-A-(2022)#tab=summary,126 minutes,Comedy,Live Action,Contemporary Fiction,"United States,Sweden",English,"December 25, 2022","PG-13for mature thematic material involving suicide attempts, and language.(Rating bulletin 2759 (cert #54066), 11/23/2022)","SF Studios,Columbia Pictures,Stage 6 Films,Playtone,STX Films,Artistic License Films","$50,000,000",
https://www.the-numbers.com/movie/Lyle-Lyle-Crocodile-(2022)#tab=summary,106 minutes,Musical,Animation/Live Action,Kids Fiction,United States,English,"October 06, 2022","PGfor mild peril and thematic elements.(Rating bulletin 2749 (cert #53498), 9/14/2022)","Hutch Parker,Columbia Pictures,Eagle Pictures","$50,000,000",
https://www.the-numbers.com/movie/Roundup-The-(2022-South-Korea)#tab=summary,106 minutes,Action,Live Action,Contemporary Fiction,Republic of Korea,Korean,"May 18, 2022",,,,The Roundup
https://www.the-numbers.com/movie/Shen-Tan-Da-Zhan-(2022-China)#tab=summary,90 minutes,Action,Live Action,Contemporary Fiction,Hong Kong,Cantonese,"July 08, 2022",,,,
https://www.the-numbers.com/movie/Halloween-Ends-(2022)#tab=summary,111 minutes,Horror,Live Action,Contemporary Fiction,United States,English,"October 12, 2022","Rfor bloody horror violence and gore, language throughout and some sexual references.(Rating bulletin 2744 (cert #53986), 8/10/2022)","Universal Pictures,Miramax Films,Blumhouse,Malek Akkad,Rough House Pictures,Trancas International Films","$20,000,000",Halloween
https://www.the-numbers.com/movie/Ming-ri-zhan-ji-(2022-China)#tab=summary,,Action,Live Action,Science Fiction,China,"Cantonese,Mandarin","August 05, 2022",,,,
https://www.the-numbers.com/movie/Dragon-Ball-Super-Super-Hero-(2022-Japan)#tab=summary,99 minutes,Action,Digital Animation,Science Fiction,Japan,"Japanese,English","June 11, 2022","PG-13for some action/violence and smoking.(Rating bulletin 2742 (cert #53893) (Dubbed), 7/27/2022)PG-13for some action/violence and smoking.(Rating bulletin 2742 (cert #53894) (Subbed), 7/27/2022)",,,Dragon Ball
https://www.the-numbers.com/movie/Woman-King-The-(2022)#tab=summary,135 minutes,Action,Live Action,Dramatization,"United States,Canada",English,"September 15, 2022","PG-13for sequences of strong violence, some disturbing material, thematic content, brief language and partial nudity.(Rating bulletin 2747 (cert #53622), 8/31/2022)","Welle Entertainment,Jack Blue Productions,Juvee,Tri-Star Pictures,Entertainment One,TSG Entertainment","$50,000,000",
https://www.the-numbers.com/movie/Downton-Abbey-A-New-Era-(2022-United-Kingdom)#tab=summary,124 minutes,Drama,Live Action,Historical Fiction,United Kingdom,English,"April 27, 2022","PGfor some suggestive references, language and thematic elements.(Rating bulletin 2717 (cert #53370), 2/2/2022)",BBC Films,,Downton Abbey
https://www.the-numbers.com/movie/Zui-Leng-De-Qiang-(2022-China)#tab=summary,102 minutes,Drama,Live Action,Dramatization,China,Mandarin,"February 01, 2022",,,,
https://www.the-numbers.com/movie/Dont-Worry-Darling-(2022)#tab=summary,123 minutes,Thriller/Suspense,Live Action,Historical Fiction,United States,English,"September 19, 2022","Rfor sexuality, violent content and language.(Rating bulletin 2708 (cert #53486), 11/24/2021)","New Line Cinema,Vertigo Entertainment","$35,000,000",
https://www.the-numbers.com/movie/Nian-Qing-De-Gu-Shi-(2022-China)#tab=summary,147 minutes,Comedy,Live Action,Contemporary Fiction,China,Mandarin,"February 01, 2022",,,,
https://www.the-numbers.com/movie/Dog-(2021-Dir-Channing-Tatum)#tab=summary,101 minutes,Drama,Live Action,Contemporary Fiction,United States,English,"February 18, 2022","PG-13for language, thematic elements, drug content and some suggestive material.(Rating bulletin 2670 (cert #52875), 3/3/2021)","Metro-Goldwyn-Mayer Pictures,FilmNation Entertainment,Free Association","$15,000,000",
https://www.the-numbers.com/movie/New-Gods-Yang-Jian-(2022-China)#tab=summary,126 minutes,Action,Digital Animation,Fantasy,China,Mandarin,"August 19, 2022",,Light Chaser Animation Studios,,
https://www.the-numbers.com/movie/Ge-ni-hao-(2022-China)#tab=summary,111 minutes,Comedy,Live Action,Contemporary Fiction,China,Mandarin,"September 09, 2022",,,,
https://www.the-numbers.com/movie/Menu-The#tab=summary,107 minutes,Black Comedy,Live Action,Contemporary Fiction,United States,English,"November 16, 2022","Rfor strong/disturbing violent content, language throughout and some sexual references.(Rating bulletin 2732 (cert #53796), 5/18/2022)",Searchlight Pictures,"$30,000,000",
https://www.the-numbers.com/movie/Violent-Night-(2022)#tab=summary,112 minutes,Comedy,Live Action,Contemporary Fiction,United States,English,"November 30, 2022","Rfor strong bloody violence, language throughout and some sexual references.(Rating bulletin 2741 (cert #53925), 7/20/2022)","87North,Universal Pictures","$20,000,000",
https://www.the-numbers.com/movie/Jackass-Forever-(2021)#tab=summary,96 minutes,Reality,Live Action,Factual,United States,English,"February 03, 2022","Rfor strong crude material and dangerous stunts, graphic nudity and language throughout.(Rating bulletin 2702 (cert #53283), 10/13/2021)","MTV Films,Dickhouse,Paramount Pictures","$10,000,000",Jackass
https://www.the-numbers.com/movie/Strange-World-(2022)#tab=summary,102 minutes,Adventure,Digital Animation,Kids Fiction,United States,English,"November 22, 2022","PGfor action/peril and some thematic elements.(Rating bulletin 2752 (cert #53990), 10/5/2022)","Walt Disney Pictures,Walt Disney Animation Studios","$180,000,000",
https://www.the-numbers.com/movie/Li-Mao-Huan-Tai-Zi-(2022-China)#tab=summary,100 minutes,Comedy,Live Action,Contemporary Fiction,China,Mandarin,"January 01, 2022",,,,
https://www.the-numbers.com/movie/Babylon-(2022)#tab=summary,188 minutes,Drama,Live Action,Historical Fiction,United States,English,"December 23, 2022","Rfor strong and crude sexual content, graphic nudity, bloody violence, drug use, and pervasive language.(Rating bulletin 2761 (cert #53776), 12/7/2022)","Paramount Pictures,C2 Motion Picture Group,Wild Chickens,Organism Pictures,Marc Platt Productions","$80,000,000",
https://www.the-numbers.com/movie/Someday-or-One-Day-(2021-Taiwan)#tab=summary,107 minutes,Drama,Live Action,Science Fiction,"Taiwan, Province of China",Mandarin,"December 24, 2022",,,,
https://www.the-numbers.com/movie/Whitney-Houston-I-Wanna-Dance-With-Somebody#tab=summary,146 minutes,Drama,Live Action,Dramatization,"United States,New Zealand",English,"December 21, 2022","PG-13for strong drug content, some strong language, suggestive references and smoking.(Rating bulletin 2761 (cert #54100), 12/7/2022)",,"$45,000,000",
https://www.the-numbers.com/movie/Beast-(2022)#tab=summary,93 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"August 10, 2022","Rfor violent content, bloody images and some language.(Rating bulletin 2738 (cert #53855), 6/29/2022)","Will Packer Productions,Universal Pictures,RVK","$36,000,000",
https://www.the-numbers.com/movie/Beast-(2022)#tab=summary,93 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"August 10, 2022","Rfor violent content, bloody images and some language.(Rating bulletin 2738 (cert #53855), 6/29/2022)","Will Packer Productions,Universal Pictures,RVK","$36,000,000",
https://www.the-numbers.com/movie/Moonfall-(2022)#tab=summary,124 minutes,Action,Live Action,Science Fiction,United States,English,"February 03, 2022","PG-13for violence, disaster action, strong language, and some drug use.(Rating bulletin 2714 (cert #53243), 1/12/2022)","Centropolis Entertainment,Street Entertainment,Lionsgate,Huayi Brothers International,Huayi Tencent Entertainment Company,AGC","$150,000,000",
https://www.the-numbers.com/movie/Hansan-Yongeui-Chulhyeon-(2020-South-Korea)#tab=summary,130 minutes,Action,Live Action,Historical Fiction,Republic of Korea,Korean,"July 27, 2022",,,,
https://www.the-numbers.com/movie/Whale-The-(2022)#tab=summary,117 minutes,Drama,Live Action,Contemporary Fiction,United States,English,"December 09, 2022","Rlanguage, some drug use and sexual content.(Rating bulletin 2753 (cert #54087), 10/12/2022)","American Empirical,A24,Protozoa Pictures","$3,000,000",
https://www.the-numbers.com/movie/gongjo-2-inteonaesyeonal-(2022-South-Korea)#tab=summary,,Comedy,Live Action,Contemporary Fiction,Republic of Korea,Korean,"September 07, 2022",,,,Confidential Assignment
https://www.the-numbers.com/movie/Banshees-of-Inisherin-The-(2022)#tab=summary,109 minutes,Drama,Live Action,Contemporary Fiction,"Ireland,United Kingdom,United States",English,"October 21, 2022","Rfor language throughout, some violent content and brief graphic nudity.(Rating bulletin 2742 (cert #53858), 7/27/2022)",Searchlight Pictures,"$20,000,000",
https://www.the-numbers.com/movie/Ambulance-(2022)#tab=summary,136 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"March 16, 2022","Rfor intense violence, bloody images and language throughout.(Rating bulletin 2706 (cert #53492), 11/10/2021)","Endeavor Content,Bay Films,New Republic Pictures,Project X Entertainment,Universal Pictures","$40,000,000",
https://www.the-numbers.com/movie/Jue-Wang-Zhu-Fu-(2022-China)#tab=summary,,Comedy,Live Action,Contemporary Fiction,China,Mandarin,"December 31, 2022",,,,
https://www.the-numbers.com/movie/Marry-Me-(2022)#tab=summary,112 minutes,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,"February 09, 2022","PG-13for brief strong language and some suggestive material.(Rating bulletin 2640 (Cert #52824), 7/29/2020)PG-13for some language and suggestive material.(Rating bulletin 2644 (Cert #52824), 8/26/2020)","Nuyorican,Perfect World Pictures,Kung Fu Monkey Productions,Belle Hope Productions","$23,000,000",
https://www.the-numbers.com/movie/Brahmastra-Part-1-Shiva-(2022-India)#tab=summary,167 minutes,Adventure,Live Action,Super Hero,India,Hindi,"September 08, 2022",,Dharma Productions,,Brahmastra
https://www.the-numbers.com/movie/Orphan-First-Kill-(2021)#tab=summary,89 minutes,Horror,Live Action,Contemporary Fiction,United States,English,"July 22, 2022","Rfor bloody violence, language and brief sexual content.(Rating bulletin 2701 (cert #53310), 10/6/2021)","Entertainment One,Dark Castle Entertainment,Eagle Vision",,Orphan
https://www.the-numbers.com/movie/Barbarian-(2022)#tab=summary,102 minutes,Horror,Live Action,Contemporary Fiction,United States,English,"September 08, 2022","Rfor some strong violence and gore, disturbing material, language throughout and nudity.(Rating bulletin 2734 (cert #53800), 6/1/2022)","Regency Enterprises,Almost Never Films,Hammerstone Studios,BoulderLight Pictures,Vertigo Entertainment,20th Century Studios","$4,500,000",
https://www.the-numbers.com/movie/Prey-for-the-Devil-(2022)#tab=summary,93 minutes,Horror,Live Action,Contemporary Fiction,United States,English,"October 27, 2022","PG-13for violent and disturbing content, terror, thematic elements and brief language.(Rating bulletin 2693 (cert #53259), 8/11/2021)","Lionsgate,Gold Circle Films",,
https://www.the-numbers.com/movie/Fabelmans-The-(2022)#tab=summary,151 minutes,Drama,Live Action,Dramatization,United States,English,"November 11, 2022","PG-13for some strong language, thematic elements, brief violence and drug use.(Rating bulletin 2738 (cert #53875), 6/29/2022)","Amblin Entertainment,Reliance Entertainment","$40,000,000",
https://www.the-numbers.com/movie/Paws-of-Fury-The-Legend-of-Hank-(2022)#tab=summary,97 minutes,Adventure,Digital Animation,Kids Fiction,United States,English,"July 15, 2022","PGfor action, violence, rude and suggestive humor, and some language.(Rating bulletin 2722 (cert #53682), 3/9/2022)","Flying Tigers Entertainment,Blazing Productions Ltd,Align Pictures,Aniventure,HB Wink Animation,GFM Animation,Cinesite,Paramount Pictures,Nickelodeon Films","$45,000,000",
https://www.the-numbers.com/movie/Roald-Dahls-Matilda-The-Musical-(2022)#tab=summary,116 minutes,Musical,Live Action,Contemporary Fiction,"United Kingdom,United States",English,"November 25, 2022","PGfor thematic elements, exaggerated bullying and some language.(Rating bulletin 2731 (cert #53716), 5/11/2022)",,,
https://www.the-numbers.com/movie/Duan-Qiao-(2022-China)#tab=summary,90 minutes,Drama,Live Action,Contemporary Fiction,China,Mandarin,"August 13, 2022",,,,
https://www.the-numbers.com/movie/Bobs-Burgers-Movie-The-(2022)#tab=summary,,Comedy,Digital Animation,Contemporary Fiction,United States,English,"May 25, 2022","PG-13for rude/suggestive material and language.(Rating bulletin 2708 (cert #53341), 11/24/2021)",20th Century Fox Animation,,
https://www.the-numbers.com/movie/Detective-Conan-The-Bride-of-Halloween-(2022-Japan)#tab=summary,111 minutes,Action,Digital Animation,Kids Fiction,Japan,Japanese,"May 31, 2022",,,,Detective Conan
https://www.the-numbers.com/movie/Invitation-The-(2022)#tab=summary,104 minutes,Horror,Live Action,Contemporary Fiction,United States,English,"August 16, 2022","PG-13for terror, violent content, some strong language, sexual content and partial nudity.(Rating bulletin 2745 (cert #53640), 8/17/2022)",Screen Gems,"$10,000,000",
https://www.the-numbers.com/movie/Wai-tai-kong-de-mo-zha-te-(2022-China)#tab=summary,116 minutes,Comedy,Live Action,Contemporary Fiction,China,Mandarin,"July 15, 2022",,,,
https://www.the-numbers.com/movie/Triangle-of-Sadness#tab=summary,149 minutes,Black Comedy,Live Action,Contemporary Fiction,"Sweden,United States,United Kingdom,France",English,"July 28, 2022","Rfor language and some sexual content.(Rating bulletin 2751 (cert #54063), 9/28/2022)","Imperative Entertainment,30 West,Endeavor Content,Plattform Produktion AB,Film i Vast,BBC Films,Essential Films,Coproduction Office,Sveriges Television,ZDF,Arte,Arte France Cinema,TRT,Svenska Film Institutet,Eurimages,Council of Europe,Medienboard Berlin-Brandenburg,Danish Film Institute,Moin - Film Fund Hamburg Schleswig-Holstein,BFI,Heretic Films,Board Carde Film,Sovereign Films,Piano","$15,600,000",
https://www.the-numbers.com/movie/Ping-Fan-Ying-Xiong-(2022-China)#tab=summary,120 minutes,Drama,Live Action,Dramatization,China,Mandarin,"September 30, 2022",,,,
https://www.the-numbers.com/movie/heonteu-(2021-South-Korea)#tab=summary,131 minutes,Action,Live Action,Contemporary Fiction,Republic of Korea,Korean,"August 10, 2022",,,,
https://www.the-numbers.com/movie/BTS-Permission-to-Dance-on-Stage-Seoul-Live-Viewing-(2022-South-Korea)#tab=summary,,Concert/Performance,Live Action,Factual,Republic of Korea,Korean,"March 11, 2022",,,,BTS
https://www.the-numbers.com/movie/Mrs-Harris-Goes-to-Paris-(2022-United-Kingdom)#tab=summary,115 minutes,Drama,Live Action,Historical Fiction,"United Kingdom,Hungary",English,"July 15, 2022","PGfor suggestive material, language and smoking.(Rating bulletin 2718 (cert #53187), 2/9/2022)","Focus Features,Umedia,UFund,Moonriver Features,Entertainment One,Superbe Films,Hero Squared","$13,000,000",
https://www.the-numbers.com/movie/Tadeo-Jones-3-la-maldicion-de-la-momia-(2022-Spain)#tab=summary,,Adventure,Digital Animation,Kids Fiction,Spain,Spanish,"August 24, 2022","PGfor action/peril, rude humor and language.(Rating bulletin 2743 (cert #53755), 8/3/2022)",,,
https://www.the-numbers.com/movie/Amsterdam-(2022)#tab=summary,134 minutes,Comedy,Live Action,Historical Fiction,"United States,Canada",English,"October 06, 2022","Rfor brief violence and bloody images.(Rating bulletin 2745 (cert #53992), 8/17/2022)","Regency Enterprises,20th Century Studios","$80,000,000",
https://www.the-numbers.com/movie/Tar-(2022)#tab=summary,158 minutes,Drama,Live Action,Contemporary Fiction,United States,English,"October 07, 2022","Rfor some language and brief nudity.(Rating bulletin 2747 (cert #53603), 8/31/2022)","Emjag,Standard Film Company,Focus Features",,
https://www.the-numbers.com/movie/Unbearable-Weight-of-Massive-Talent-The#tab=summary,,Action,Live Action,Contemporary Fiction,United States,English,"April 01, 2022","Rfor language throughout, some sexual references, drug use and violence.(Rating bulletin 2726 (cert #53321), 4/6/2022)","Lionsgate,Burr! Productions,Saturn Films","$30,000,000",
https://www.the-numbers.com/movie/Du-She-Da-Zhuang-(2023-Hong-Kong)#tab=summary,135 minutes,Drama,Live Action,Contemporary Fiction,Hong Kong,Cantonese,"January 21, 2022",,,,
https://www.the-numbers.com/movie/Operation-Fortune-Ruse-de-guerre-(2022)#tab=summary,114 minutes,Action,Live Action,Contemporary Fiction,United States,English,"January 05, 2023","Rfor language and violence.(Rating bulletin 2770 (cert #53175), 2/15/2023)","Miramax Films,Toff Guy Films","$50,000,000",
https://www.the-numbers.com/movie/Olppaemi-(2022-South-Korea)#tab=summary,,Thriller/Suspense,Live Action,Historical Fiction,Republic of Korea,Korean,"November 23, 2022",,,,
https://www.the-numbers.com/movie/Shi-Nian-Yi-Pin-Wen-Ru-Yan-(2022-China)#tab=summary,90 minutes,Drama,Live Action,Contemporary Fiction,China,Mandarin,"February 14, 2022",,,,
https://www.the-numbers.com/movie/Sao-Hei-Xing-Dong-(2022-China)#tab=summary,99 minutes,Action,Live Action,Contemporary Fiction,China,Mandarin,"November 11, 2022",,,,
https://www.the-numbers.com/movie/Youngwoong-(2022-South-Korea)#tab=summary,,Drama,Live Action,Historical Fiction,Republic of Korea,Korean,"December 21, 2022",,,,
https://www.the-numbers.com/movie/Xi-yang-yang-yu-hui-tai-lang-zhi-kuang-chu-wei-lai-(2022-China)#tab=summary,94 minutes,Drama,Digital Animation,Fantasy,China,Mandarin,"February 01, 2022",,,,
https://www.the-numbers.com/movie/Bian-Yuan-Xing-Zhe-(2022-China)#tab=summary,113 minutes,Action,Live Action,Contemporary Fiction,China,Mandarin,"April 14, 2022",,,,
https://www.the-numbers.com/movie/Wo-Shi-Zhen-De-Tao-Yan-Yi-Di-Lian-(2022-China)#tab=summary,90 minutes,Romantic Comedy,Live Action,Contemporary Fiction,China,Mandarin,"April 29, 2022",,,,
