link,MPAA Rating,Running Time,Franchise,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date,Production Budget
https://www.the-numbers.com/movie/Fantastic-Four-The-(2015)#tab=summary,"PG-13for sci-fi action violence, and language.(Rating bulletin 2383, 7/22/2015)",100 minutes,Fantastic Four,Action,Live Action,Super Hero,"MARV Films,Kinberg Genre,Robert Kulzer,Constantin Film,Marvel Studios",United States,English,"August 05, 2015","$120,000,000"
https://www.the-numbers.com/movie/Goosebumps#tab=summary,"PGfor scary and intense creature action and images, and for some rude humor.(Rating bulletin 2380, 7/1/2015)",103 minutes,Goosebumps,Horror,Animation/Live Action,Kids Fiction,"Columbia Pictures,Sony Pictures Animation,LStar Capital,Village Roadshow Productions,Original Film,Scholastic Entertainment Inc.",United States,English,"October 14, 2015","$58,000,000"
https://www.the-numbers.com/movie/Hateful-Eight-The#tab=summary,"Rfor strong bloody violence, a scene of violent sexual content, language and some graphic 
nudity.(Rating bulletin 2401 (Cert #50077), 11/25/2015)",167 minutes,,Western,Live Action,Historical Fiction,"Weinstein Company,A Band Apart",United States,English,"December 25, 2015","$62,000,000"
https://www.the-numbers.com/movie/Gun-dan-ba-Zhong-liu-jun#tab=summary,Not Rated,85 minutes,,Comedy,Live Action,Contemporary Fiction,"Wanda Media,Gosh Film Co.,Irresistible Alpha,TIK Films,Beijing Libido Movie and Culture Media Co.,Edko Films",China,"Mandarin,Korean,English","August 13, 2015",
https://www.the-numbers.com/movie/Du-Cheng-Feng-Yun-2-(Hong-Kong)(2014)#tab=summary,,110 minutes,The Man From Macau,Comedy,Live Action,Contemporary Fiction,,"Hong Kong,China",Cantonese,"February 15, 2015",
https://www.the-numbers.com/movie/Lao-pao-er#tab=summary,Not Rated,136 minutes,,Action,Live Action,Contemporary Fiction,"Huayi Brothers Corp.,Taihe Films Investment Co. Ltd.",China,Mandarin,"December 18, 2015",
https://www.the-numbers.com/movie/Point-Break-(Remake)#tab=summary,"PG-13for violence, thematic material involving perilous activity, some sexuality, language and 
drug material.(Rating bulletin 2398 (Cert #50031), 11/4/2015)",113 minutes,,Action,Live Action,Contemporary Fiction,"Alcon Entertainment,DMG Entertainment,Taylor-Baldecchi-Wimmer,Studio Babelsberg",United States,English,"December 02, 2015","$100,000,000"
https://www.the-numbers.com/movie/Fack-ju-Gohte-2#tab=summary,Not Rated,115 minutes,Fack ju Göhte,Comedy,Live Action,Contemporary Fiction,,Germany,German,"September 10, 2015",
https://www.the-numbers.com/movie/Magic-Mike-XXL#tab=summary,"Rfor strong sexual content, pervasive language, some nudity and drug use.(Rating bulletin 2362, 2/25/2015)",115 minutes,Magic Mike,Comedy,Live Action,Contemporary Fiction,"Warner Bros.,RatPac Entertainment,Dune Entertainment",United States,English,"July 01, 2015","$14,500,000"
https://www.the-numbers.com/movie/Bajrangi-Bhaijaan#tab=summary,Not Rated,159 minutes,,Action,Live Action,Contemporary Fiction,"Salman Khan Films,Kabir Khan Films",India,Hindi,"July 16, 2015","$13,000,000"
https://www.the-numbers.com/movie/Insidious-Chapter-3#tab=summary,"PG-13for violence, frightening images, some language and thematic elements.(Rating bulletin 2362, 2/25/2015)",97 minutes,Insidious,Horror,Live Action,Contemporary Fiction,"Entertainment One,Blumhouse,Oren Peli",United States,English,"June 04, 2015","$10,000,000"
https://www.the-numbers.com/movie/Lang-Tu-Teng#tab=summary,"PG-13for disturbing images and violence involving animals, and for brief sexuality.(Rating bulletin 2385, 8/4/2015)",121 minutes,,Adventure,Live Action,Historical Fiction,"China Film Company,Loull Productions","China,France","Mandarin,Mongolian","February 13, 2015",
https://www.the-numbers.com/movie/Detective-Chinatown-(2015-China)#tab=summary,Not Rated,136 minutes,Detective Chinatown,Action,Live Action,Contemporary Fiction,"Wanda Media,Heyi Pictures",China,Mandarin,"January 15, 2015",
https://www.the-numbers.com/movie/Get-Hard#tab=summary,"Rfor pervasive crude and sexual content and language, some graphic nudity, and drug material.(Rating bulletin 2346, 10/29/2014)",99 minutes,,Comedy,Live Action,Contemporary Fiction,"Gary Sanchez Productions,Warner Bros.,RatPac Entertainment,Dune Entertainment",United States,English,"March 26, 2015","$40,000,000"
https://www.the-numbers.com/movie/Paul-Blart-Mall-Cop-2#tab=summary,"PGfor some violence.(Rating bulletin 2358, 1/28/2015)",94 minutes,Paul Blart: Mall Cop,Comedy,Live Action,Contemporary Fiction,"Happy Madison,Hey Eddie,Broken Road",United States,English,"April 10, 2015","$38,000,000"
https://www.the-numbers.com/movie/Sisters-(2015)#tab=summary,"Rfor crude sexual content and language throughout, and for drug use.(Rating bulletin 2361, 2/18/2015)",117 minutes,,Comedy,Live Action,Contemporary Fiction,"Universal Pictures,Little Stranger,Everyman Pictures",United States,English,"December 18, 2015","$30,000,000"
https://www.the-numbers.com/movie/Chappie#tab=summary,"Rfor violence, language and brief nudity.(Rating bulletin 2360, 2/11/2015)",120 minutes,,Action,Animation/Live Action,Science Fiction,"Columbia Pictures,MRC,LStar Capital",United States,English,"March 04, 2015","$49,000,000"
https://www.the-numbers.com/movie/Shaun-the-Sheep#tab=summary,"PGfor rude humor.(Rating bulletin 2377, 6/10/2015)",86 minutes,Shaun the Sheep,Adventure,Stop-Motion Animation,Kids Fiction,"StudioCanal,Aardman Animations,Anton Capital Entertainment","United Kingdom,France",English,"February 06, 2015","$25,000,000"
https://www.the-numbers.com/movie/Joy#tab=summary,"PG-13for brief strong language.(Rating bulletin 2399 (Cert #50137), 11/11/2015)",124 minutes,,Drama,Live Action,Dramatization,"Fox 2000 Pictures,Annapurna Pictures,Davis Entertainment,10 by 10 Entertainment",United States,English,"December 24, 2015","$60,000,000"
https://www.the-numbers.com/movie/Jiu-ceng-yao-ta-(China)-(2015)#tab=summary,,115 minutes,,Adventure,Live Action,Fantasy,,China,Mandarin,"September 30, 2015",
https://www.the-numbers.com/movie/E-gun-tian-shi#tab=summary,Not Rated,124 minutes,,Comedy,Live Action,Contemporary Fiction,"Khorgos Youth Enlight Pictures,Tianjin Orange Media Co.,Beijing Enlight Pictures,Shanghai Huixing Huiying Entertainment",China,Mandarin,"December 21, 2015",
https://www.the-numbers.com/movie/Assassination-(Korea)#tab=summary,Not Rated,140 minutes,,Thriller/Suspense,Live Action,Historical Fiction,"Caper Film, Inc.",Republic of Korea,English,"July 22, 2015",
https://www.the-numbers.com/movie/Poltergeist-(2015)#tab=summary,"PG-13for intense frightening sequences, brief suggestive material, and some language.(Rating bulletin 2344, 10/15/2014)",93 minutes,Poltergeist,Horror,Live Action,Contemporary Fiction,"Ghost House Pictures,Vertigo Entertainment",United States,English,"May 20, 2015","$35,000,000"
https://www.the-numbers.com/movie/Sha-po-long-2-(China)#tab=summary,Not Rated,118 minutes,Sha po long,Action,Live Action,Contemporary Fiction,"Sun Entertainment Culture,Sil-Metropole Organisation,Bona Film Group,Maximum Gain Kapital Group,Tin Tin",China,"Cantonese,Thai,English,Mandarin","June 17, 2015",
https://www.the-numbers.com/movie/In-the-Heart-of-the-Sea#tab=summary,"PG-13for intense sequences of action and peril, brief startling violence, and thematic material.(Rating bulletin 2341, 9/24/2014)",121 minutes,,Adventure,Live Action,Dramatization,"Warner Bros.,Village Roadshow Productions,Cott Productions,Enelmar Productions, A.I.E.,Roth Films,Spring Creek,Imagine Entertainment,Kia Jam Productions,RatPac Entertainment,Dune Entertainment",United States,English,"November 26, 2015","$100,000,000"
https://www.the-numbers.com/movie/Second-Best-Exotic-Marigold-Hotel-The#tab=summary,"PGfor some language and suggestive comments.(Rating bulletin 2332, 7/23/2014)",122 minutes,Best Exotic Marigold Hotel,Comedy,Live Action,Contemporary Fiction,"Blueprint Films,Fox Searchlight Pictures,Participant Media,Image Nation Abu Dhabi","United States,United Kingdom","English,Hindi","February 26, 2015","$10,000,000"
https://www.the-numbers.com/movie/Baahubali-The-Beginning-(India)#tab=summary,Not Rated,160 minutes,Baahubali,Action,Live Action,Historical Fiction,,India,English,"July 09, 2015","$40,000,000"
