link,Production Budget,Running Time,Genre,Production Method,Production/Financing Companies,Production Countries,Languages,Release Date
https://www.the-numbers.com/movie/Trick-The-Movie-2-(Japan)-(2006)#tab=summary,,111 minutes,,,,Japan,,"June 10, 2006"
https://www.the-numbers.com/movie/Flyboys#tab=summary,"$60,000,000",139 minutes,Drama,Live Action,"Electric Entertainment,Skydance Productions,Ingenious Film Partners",United States,English,"September 22, 2006"
https://www.the-numbers.com/movie/Deutschland-Ein-Sommermarchen#tab=summary,,110 minutes,Documentary,Live Action,,Germany,German,
https://www.the-numbers.com/movie/Freedomland#tab=summary,,113 minutes,Drama,Live Action,"Revolution Studios,Scott Rudin Productions",United States,English,"February 17, 2006"
https://www.the-numbers.com/movie/Turistas#tab=summary,"$10,000,000",93 minutes,Horror,Live Action,,United States,English,"December 01, 2006"
https://www.the-numbers.com/movie/Little-Children#tab=summary,"$14,000,000",,Drama,Live Action,,United States,,"October 06, 2006"
https://www.the-numbers.com/movie/Sophie-Scholl-Die-letzten-Tage#tab=summary,,,Drama,Live Action,,Germany,German,"February 17, 2006"
https://www.the-numbers.com/movie/One-Night-with-the-King#tab=summary,"$20,000,000",123 minutes,Drama,Live Action,,United States,English,"October 13, 2006"
https://www.the-numbers.com/movie/History-Boys-The#tab=summary,"$3,700,000",112 minutes,Comedy,Live Action,"Fox Searchlight Pictures,DNA Films,BBC Two Films,UK Film Council,National Theatre",United Kingdom,,"November 21, 2006"
https://www.the-numbers.com/movie/Tenacious-D-in-The-Pick-of-Destiny#tab=summary,,94 minutes,Comedy,Live Action,Red Hour Productions,United States,English,"November 22, 2006"
https://www.the-numbers.com/movie/Maundy-Thursday#tab=summary,,,,,,Republic of Korea,,
https://www.the-numbers.com/movie/How-to-Eat-Fried-Worms#tab=summary,,84 minutes,Comedy,Live Action,,United States,,"August 25, 2006"
https://www.the-numbers.com/movie/Slither#tab=summary,"$15,250,000",96 minutes,Horror,Live Action,"Gold Circle Films,Universal Pictures",United States,English,"March 31, 2006"
https://www.the-numbers.com/movie/Urmel-aus-dem-Eis#tab=summary,,87 minutes,Adventure,Digital Animation,,,,
https://www.the-numbers.com/movie/Bon-Cop-Bad-Cop#tab=summary,"$8,000,000",,Comedy,Live Action,,,,"August 04, 2006"
https://www.the-numbers.com/movie/Idlewild#tab=summary,"$15,000,000",121 minutes,Musical,Live Action,,United States,English,"August 25, 2006"
https://www.the-numbers.com/movie/Zoom-(2006)#tab=summary,"$35,000,000",,Adventure,Live Action,"Elevation Pictures,Paris Films",,,"August 11, 2006"
https://www.the-numbers.com/movie/Material-Girls#tab=summary,,98 minutes,Comedy,Live Action,,United States,English,"August 18, 2006"
https://www.the-numbers.com/movie/Dave-Chappelles-Block-Party#tab=summary,"$3,000,000",103 minutes,Documentary,Live Action,,United States,English,"March 03, 2006"
https://www.the-numbers.com/movie/End-of-the-Spear#tab=summary,"$10,000,000",111 minutes,Drama,Live Action,,,,"January 20, 2006"
https://www.the-numbers.com/movie/Kureyon-Shinchan-Arashi-o-Yobu-Utau-Ketsudake-Bakudan-(Japan)-(2007)#tab=summary,,,,,,Japan,Japanese,
https://www.the-numbers.com/movie/Last-Kiss-The-(2006)#tab=summary,,104 minutes,Romantic Comedy,Live Action,,United States,English,"September 15, 2006"
https://www.the-numbers.com/movie/Banlieue-13#tab=summary,"$15,000,000",84 minutes,Action,Live Action,,,,"June 02, 2006"
https://www.the-numbers.com/movie/Tsotsi#tab=summary,"$3,000,000",95 minutes,Drama,Live Action,"Miramax Films,The UK Film & TV Production Company PLC,The Industrial Development Corporation of South Africa,The National Film and Video Foundation of SA,Moviworld","United Kingdom,South Africa",,"February 24, 2006"
https://www.the-numbers.com/movie/Something-New#tab=summary,,99 minutes,Romantic Comedy,Live Action,,United States,,"February 03, 2006"
https://www.the-numbers.com/movie/Hui-Buh-Das-Schlossgespenst#tab=summary,,,,,,Germany,,
https://www.the-numbers.com/movie/Water#tab=summary,"$3,000,000",114 minutes,Drama,Live Action,,"India,Canada","Hindi,English","April 28, 2006"
https://www.the-numbers.com/movie/Roving-Mars#tab=summary,,40 minutes,Documentary,Live Action,,,,"January 27, 2006"
https://www.the-numbers.com/movie/Night-Listener-The#tab=summary,"$4,000,000",81 minutes,Thriller/Suspense,Live Action,,United States,,"August 04, 2006"
https://www.the-numbers.com/movie/Dirty-Carnival-A#tab=summary,,141 minutes,Action,,,,,
https://www.the-numbers.com/movie/Facing-the-Giants#tab=summary,"$100,000",,Drama,Live Action,,United States,English,"September 29, 2006"
https://www.the-numbers.com/movie/Pirates-of-the-Caribbean-At-Worlds-End#tab=summary,"$300,000,000",167 minutes,Adventure,Live Action,"Walt Disney Pictures,Jerry Bruckheimer",United States,English,"May 24, 2007"
https://www.the-numbers.com/movie/Harry-Potter-and-the-Order-of-the-Phoenix#tab=summary,"$150,000,000",138 minutes,Adventure,Animation/Live Action,Heyday Films,"United States,United Kingdom",English,"July 11, 2007"
https://www.the-numbers.com/movie/Spider-Man-3#tab=summary,"$258,000,000",139 minutes,Adventure,Live Action,"Columbia Pictures,Marvel Studios,Laura Ziskin Productions",United States,English,"May 03, 2007"
https://www.the-numbers.com/movie/Shrek-the-Third#tab=summary,"$160,000,000",92 minutes,Adventure,Digital Animation,"DreamWorks Animation,PDI",United States,English,"May 17, 2007"
https://www.the-numbers.com/movie/Transformers#tab=summary,"$151,000,000",142 minutes,Action,Animation/Live Action,"DreamWorks Pictures,Paramount Pictures,Hasbro Studios,di Bonaventura Pictures",United States,English,"June 28, 2007"
https://www.the-numbers.com/movie/Ratatouille#tab=summary,"$150,000,000",110 minutes,Adventure,Digital Animation,"Walt Disney Pictures,Disney-Pixar",United States,English,"June 29, 2007"
https://www.the-numbers.com/movie/I-am-Legend#tab=summary,"$150,000,000",100 minutes,Thriller/Suspense,Live Action,"Village Roadshow Productions,Weed Road Pictures,Overbrook Entertainment",United States,English,"December 14, 2007"
https://www.the-numbers.com/movie/Simpsons-Movie-The#tab=summary,"$72,500,000",86 minutes,Comedy,Digital Animation,"Gracie Films,Matt Groening",United States,English,"July 26, 2007"
https://www.the-numbers.com/movie/National-Treasure-Book-of-Secrets-(2007)#tab=summary,,124 minutes,Adventure,Live Action,"Walt Disney Pictures,Jerry Bruckheimer Films,Junction Entertainment,Saturn Films",United States,English,"December 20, 2007"
https://www.the-numbers.com/movie/300-(2007)#tab=summary,"$60,000,000",115 minutes,Action,Animation/Live Action,Legendary Pictures,United States,English,"March 09, 2007"
https://www.the-numbers.com/movie/Bourne-Ultimatum-The#tab=summary,"$130,000,000",113 minutes,Thriller/Suspense,Live Action,,United States,English,"August 03, 2007"
https://www.the-numbers.com/movie/Live-Free-or-Die-Hard#tab=summary,"$110,000,000",129 minutes,Action,Live Action,"20th Century Fox,Dune Entertainment,Ingenius Film Partners",United States,English,"June 27, 2007"
https://www.the-numbers.com/movie/His-Dark-Materials-The-Golden-Compass#tab=summary,"$205,000,000",113 minutes,Adventure,Live Action,"New Line Cinema,Ingenious Film Partners,Scholastic Entertainment Inc.,Depth of Field",United Kingdom,English,"December 01, 2007"
https://www.the-numbers.com/movie/Alvin-and-the-Chipmunks-(2007)#tab=summary,"$55,000,000",91 minutes,Adventure,Animation/Live Action,"Regency Enterprises,Fox 2000 Pictures,Bagdasarian Company",United States,English,"December 14, 2007"
https://www.the-numbers.com/movie/Enchanted#tab=summary,"$85,000,000",108 minutes,Adventure,Animation/Live Action,"Walt Disney Pictures,Barry Sonnenfeld,Josephson Entertainment",United States,English,"November 21, 2007"
https://www.the-numbers.com/movie/Oceans-Thirteen-(2007)#tab=summary,"$85,000,000",122 minutes,Adventure,Live Action,Warner Bros.,United States,English,"June 08, 2007"
