link,Genre,Production Method,Creative Type,Production Countries,Languages,Release Date,Running Time,Production Budget,MPAA Rating,Production/Financing Companies,Franchise
https://www.the-numbers.com/movie/Smile-2-(2024)#tab=summary,Horror,Live Action,Contemporary Fiction,United States,English,"October 16, 2024",127 minutes,"$28,000,000","Rfor strong bloody violent content, grisly images, language throughout and drug use.(Rating bulletin 2850 (cert #54988), 9/3/2024)","Temple Hill Entertainment,Paramount Pictures,Bad Feeling",Smile
https://www.the-numbers.com/movie/Transformers-One-(2024)#tab=summary,Adventure,Digital Animation,Science Fiction,United States,English,"September 11, 2024",104 minutes,"$75,000,000","PGfor sci-fi violence and animated action throughout, and language.(Rating bulletin 2847 (cert #54827), 8/14/2024)",,Transformers
https://www.the-numbers.com/movie/Prosecutor-The-(2024-Hong-Kong)#tab=summary,Action,Live Action,Contemporary Fiction,Hong Kong,"Cantonese,English","December 27, 2024",117 minutes,,Not Rated,,
https://www.the-numbers.com/movie/Civil-War-(2024)#tab=summary,Action,Live Action,Science Fiction,"United States,United Kingdom",English,"April 11, 2024",109 minutes,"$50,000,000","Rfor strong violent content, bloody/disturbing images, and language throughout.(Rating bulletin 2788 (cert #54275), 6/21/2023)","A24,IPR.VC,DNA Films",
https://www.the-numbers.com/movie/Kalki-2898-AD-(2024-India)#tab=summary,Action,Live Action,Science Fiction,India,Telugu,"May 09, 2024",165 minutes,,,Vyjayanthi Movies,
https://www.the-numbers.com/movie/Longlegs-(2024)#tab=summary,Horror,Live Action,Historical Fiction,United States,English,"July 10, 2024",101 minutes,"$10,000,000","Rfor bloody violence, disturbing images and some language.(Rating bulletin 2800 (cert #54607), 9/13/2023)","CAA Media Finance,UTA Independent Film Group,Neon Films,C2 Motion Picture Group,Range,Oddfellows Entertainment,Saturn Films,Traffic",
https://www.the-numbers.com/movie/Octopus-with-Broken-Arms-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"December 28, 2024",110 minutes,,,,
https://www.the-numbers.com/movie/Haikyu-The-Movie-Decisive-Battle-at-the-Garbage-Dump-(2024-Japan)#tab=summary,Drama,Hand Animation,Contemporary Fiction,Japan,Japanese,"February 16, 2024",85 minutes,,"PG-13for language.(Rating bulletin 2835 (cert #54869) (Dubbed), 5/22/2024)PG-13for language.(Rating bulletin 2835 (cert #54870) (Subtitled), 5/22/2024)",Production I.G,Haikyuu!!
https://www.the-numbers.com/movie/Desperate-for-Money-at-the-End-of-the-Road-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"May 01, 2024",107 minutes,,,,
https://www.the-numbers.com/movie/Mean-Girls-(2024)#tab=summary,Musical,Live Action,Contemporary Fiction,United States,English,"January 10, 2024",112 minutes,"$36,000,000","PG-13for sexual material, strong language, and teen drinking.(Rating bulletin 2815 (cert #54639), 1/3/2024)","Broadway Video,Paramount Pictures,Little Stranger",
https://www.the-numbers.com/movie/Conclave-(2024)#tab=summary,Thriller/Suspense,Live Action,Contemporary Fiction,"United Kingdom,United States",English,"October 25, 2024",120 minutes,"$20,000,000","PGfor thematic material and smoking.(Rating bulletin 2845 (cert #54638(, 7/31/2024)","House Productions,FilmNation Entertainment,Focus Features,Indian Paintbrush",
https://www.the-numbers.com/movie/Stree-2-(2024-India)#tab=summary,Comedy,Live Action,Contemporary Fiction,India,Hindi,"August 15, 2024",149 minutes,,,,Stree
https://www.the-numbers.com/movie/Madame-Web-(2024)#tab=summary,Action,Live Action,Super Hero,United States,English,"February 14, 2024",116 minutes,"$80,000,000","PG-13for violence/action and language.(Rating bulletin 2819 (cert #53896), 1/31/2024)","Columbia Pictures,Marvel Entertainment,di Bonaventura Pictures",Sony’s Marvel Universe
https://www.the-numbers.com/movie/Big-World-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"December 27, 2024",131 minutes,,,,
https://www.the-numbers.com/movie/Argylle-(2024-United-Kingdom)#tab=summary,Action,Live Action,Contemporary Fiction,"United Kingdom,United States",English,"January 31, 2024",135 minutes,"$200,000,000","PG-13for strong violence and action and some strong language.(Rating bulletin 2812 (cert #54222), 12/6/2023)","MARV Films,Apple Original Films,Cloudy",
https://www.the-numbers.com/movie/Challengers-(2024)#tab=summary,Drama,Live Action,Contemporary Fiction,United States,English,"April 18, 2024",131 minutes,"$55,000,000","Rfor language throughout, some sexual content and graphic nudity.(Rating bulletin 2779 (cert #54128), 4/19/2023)","Pascal Pictures,Metro-Goldwyn-Mayer Pictures,Amazon Studios,Why Are You Acting?,Frenesy Film",
https://www.the-numbers.com/movie/Her-Story-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"November 22, 2024",,,,,
https://www.the-numbers.com/movie/Pig-the-Snake-and-the-Pigeon-The-(2024-Taiwan)#tab=summary,Action,Live Action,Contemporary Fiction,"Taiwan, Province of China",Mandarin,"March 01, 2024",134 minutes,,,,
https://www.the-numbers.com/movie/Twilight-of-the-Warriors-Walled-In-(2024-China)#tab=summary,Action,Live Action,Historical Fiction,Hong Kong,Mandarin,"May 01, 2024",126 minutes,,"Rfor violence throughout, language and some drug content.(Rating bulletin 2843 (cert #55079), 7/17/2024)",,
https://www.the-numbers.com/movie/Exhuma-(2023-South-Korea)#tab=summary,Horror,Live Action,Contemporary Fiction,Republic of Korea,Korean,"February 22, 2024",134 minutes,,,"Showbox,Pinetown",
https://www.the-numbers.com/movie/Trap-(2024)#tab=summary,Thriller/Suspense,Live Action,Contemporary Fiction,"United States,United Kingdom,Yemen",English,"July 31, 2024",105 minutes,"$30,000,000","PG-13for some violent content and brief strong language.(Rating bulletin 2842 (cert #54966), 7/10/2024)","Blinding Edge Pictures,Warner Bros.",
https://www.the-numbers.com/movie/Roundup-The-Punishment-(2024-South-Korea)#tab=summary,Action,Live Action,Contemporary Fiction,Republic of Korea,Korean,"April 24, 2024",109 minutes,,,ABO Entertainment,
https://www.the-numbers.com/movie/Substance-The-(2024)#tab=summary,Horror,Live Action,Science Fiction,"United Kingdom,United States",English,"September 18, 2024",140 minutes,"$17,500,000","Rfor strong bloody violent content, gore, graphic nudity and language.(Rating bulletin 2836 (cert #54984), 5/28/2024)","Working Title Films,Blacksmith,A Good Story",
https://www.the-numbers.com/movie/Speak-No-Evil-(2024)#tab=summary,Horror,Live Action,Contemporary Fiction,United States,English,"August 07, 2024",110 minutes,"$15,000,000","Rfor some strong violence, language, some sexual content and brief drug use.(Rating bulletin 2813 (cert #54774), 12/13/2023)",Blumhouse,
https://www.the-numbers.com/movie/Terrifier-3-(2024)#tab=summary,Horror,Live Action,Contemporary Fiction,United States,English,"October 09, 2024",125 minutes,"$2,000,000",Not Rated,"Dark Age Cinema,Fuzz on the Lens Productions,Bloody Disgusting",Terrifier
https://www.the-numbers.com/movie/Formed-Police-Unit-(2024-China)#tab=summary,Action,Live Action,Contemporary Fiction,China,Mandarin,"May 01, 2024",120 minutes,,,,
https://www.the-numbers.com/movie/Moments-We-Shared-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"June 22, 2024",131 minutes,,,,
https://www.the-numbers.com/movie/GO-FOR-BROKE-(2024-China)#tab=summary,Action,Live Action,Contemporary Fiction,China,Mandarin,"August 16, 2024",115 minutes,,,,
https://www.the-numbers.com/movie/Babygirl-(2024)#tab=summary,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"December 25, 2024",114 minutes,"$20,000,000","Rfor strong sexual content, nudity and language.(Rating bulletin 2853 (cert #55114), 9/25/2024)","A24,2AM,Man Up Films",
https://www.the-numbers.com/movie/TIGER-WOLF-RABBIT-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"October 01, 2024",126 minutes,,,,
https://www.the-numbers.com/movie/Honey-Money-Phony-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"December 31, 2024",,,,,
https://www.the-numbers.com/movie/Kraven-the-Hunter-(2024)#tab=summary,Action,Live Action,Super Hero,United States,English,"August 29, 2024",127 minutes,"$110,000,000","Rfor strong bloody violence, and language.","Sony Pictures,Columbia Pictures,Marvel Entertainment,Arad Productions,Matt Tolmach Productions",Sony’s Marvel Universe
https://www.the-numbers.com/movie/Anora-(2024)#tab=summary,Comedy,Live Action,Contemporary Fiction,United States,English,"October 17, 2024",139 minutes,"$6,000,000","Rfor strong sexual content throughout, graphic nudity, pervasive language, and drug use.(Rating bulletin 2846 (cert #55117), 8/7/2024)","FilmNation Entertainment,Neon Films,Cre Films",
https://www.the-numbers.com/movie/Heretic-(2024)#tab=summary,Horror,Live Action,Contemporary Fiction,United States,English,"November 01, 2024",111 minutes,,"Rfor some bloody violence.(Rating bulletin 2854 (cert #55086), 10/2/2024)","A24,Beck,Woods,Shiny Penny,Catchlight Studios",
https://www.the-numbers.com/movie/We-Live-in-Time-(2024-United-Kingdom)#tab=summary,Drama,Live Action,Contemporary Fiction,"United Kingdom,France",English,"October 10, 2024",108 minutes,,"Rfor language, sexuality and nudity.(Rating bulletin 2841 (cert #54879), 7/3/2024)","StudioCanal,Sunny March,Film4,Shoebox Films,Canal Plus,Cine Plus,OCS.",
https://www.the-numbers.com/movie/Night-Swim-(2024)#tab=summary,Horror,Live Action,Contemporary Fiction,United States,English,"January 03, 2024",98 minutes,"$15,000,000","PG-13for terror, some violent content and language.(Rating bulletin 2808 (cert #54724), 11/8/2023)","Atomic Monster,Blumhouse,Universal Pictures",
https://www.the-numbers.com/movie/First-Omen-The-(2024)#tab=summary,Horror,Live Action,Contemporary Fiction,United States,English,"April 03, 2024",119 minutes,"$30,000,000","Rfor violent content, grisly/disturbing images, and brief graphic nudity.(Rating bulletin 2821 (cert #54831), 2/14/2024)","Phantom Four,20th Century Studios",The Omen
https://www.the-numbers.com/movie/White-Snake-Afloat-(2024-China)#tab=summary,Romantic Comedy,Digital Animation,Contemporary Fiction,China,Mandarin,"August 10, 2024",133 minutes,,,,White Snake
https://www.the-numbers.com/movie/I-THE-EXECUTIONER-(2024-South-Korea)#tab=summary,Action,Live Action,Contemporary Fiction,Republic of Korea,Korean,"September 13, 2024",118 minutes,,Not Rated,,
https://www.the-numbers.com/movie/Kingdom-4-Return-of-the-Great-General-(2024-Japan)#tab=summary,Action,Live Action,Historical Fiction,Japan,Japanese,"July 20, 2024",,,,,Kingdom
https://www.the-numbers.com/movie/Bureau749-(2024-China)#tab=summary,Action,Live Action,Science Fiction,China,Mandarin,"October 01, 2024",118 minutes,,,,
https://www.the-numbers.com/movie/Back-to-Black-(2024-United-Kingdom)#tab=summary,Drama,Live Action,Dramatization,United Kingdom,English,"April 04, 2024",122 minutes,,"Rfor drug use, language throughout, sexual content and nudity.(Rating bulletin 2828 (cert #54352), 4/3/2024)","Monumental Pictures,StudioCanal,Focus Features",
https://www.the-numbers.com/movie/Demon-Slayer-Kimetsu-no-Yaiba-To-the-Hashira-Training-(2024-Japan)#tab=summary,Action,Digital Animation,Fantasy,Japan,"Japanese,English","February 02, 2024",104 minutes,,"Rfor violence and bloody images.(Rating bulletin 2820 (cert #54806) (Dubbed), 2/7/2024)Rfor violence and bloody images.(Rating bulletin 2820 (cert #54807) (Subtitled), 2/7/2024)",,Demon Slayer: Kimetsu no YaibaDemon Slayer
https://www.the-numbers.com/movie/Brutalist-The-(2024)#tab=summary,Drama,Live Action,Historical Fiction,"United States,United Kingdom,Hungary","English,Italian,Hungarian,Hebrew,Yiddish","February 28, 2024",215 minutes,,"Rfor strong sexual content, graphic nudity, rape, drug use and some language.(Rating bulletin 2865 (cert #55304), 12/18/2024)",Andrew Lauren Productions,
https://www.the-numbers.com/movie/Upstream-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"August 09, 2024",121 minutes,,,,
https://www.the-numbers.com/movie/Tarot-(2024)#tab=summary,Horror,Live Action,Contemporary Fiction,United States,English,"May 01, 2024",92 minutes,"$8,000,000","PG-13for horror violence, terror, bloody images, some strong language and drug content.(Rating bulletin 2824 (cert #54310), 3/6/2024)",,
https://www.the-numbers.com/movie/Blink-Twice-(2024)#tab=summary,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"August 21, 2024",102 minutes,,"Rfor strong violent content, sexual assault, drug use and language throughout, and some sexual references.(Rating bulletin 2833 (cert #54547), 5/8/2024)","This Is Important,Free Association,Bold Choices,Amazon MGM Studios",
https://www.the-numbers.com/movie/Strangers-The-Chapter-1-(2024)#tab=summary,Horror,Live Action,Contemporary Fiction,United States,English,"May 15, 2024",91 minutes,"$8,500,000","Rfor horror violence, language and brief drug use.(Rating bulletin 2831 (cert #54616), 4/24/2024)","Lionsgate,Stream Media,Sherborne Media,Lipsync Productions,Fifth Element Productions",The Strangers
https://www.the-numbers.com/movie/Doraemon-the-Movie-Nobitas-Earth-Symphony-(2024-Japan)#tab=summary,Adventure,Digital Animation,Kids Fiction,Japan,Japanese,"March 01, 2024",115 minutes,,,,Doraemon
https://www.the-numbers.com/movie/Decoded-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"August 03, 2024",158 minutes,,,,
https://www.the-numbers.com/movie/Imaginary-(2024)#tab=summary,Horror,Live Action,Contemporary Fiction,United States,English,"March 06, 2024",104 minutes,"$13,000,000","PG-13for some violent content, drug material and language.(Rating bulletin 2820 (cert #54729), 2/7/2024)","Blumhouse,Lionsgate,Tower of Babble",
https://www.the-numbers.com/movie/Kholop-2-(2024-Russia)#tab=summary,Comedy,Live Action,Contemporary Fiction,Russian Federation,Russian,"January 01, 2024",119 minutes,,,,Kholop
https://www.the-numbers.com/movie/Abigail-(2024)#tab=summary,Horror,Live Action,Contemporary Fiction,United States,English,"April 17, 2024",109 minutes,"$28,000,000","Rstrong bloody violence and gore throughout, pervasive language and brief drug use.(Rating bulletin 2821 (cert #54856), 2/14/2024)","Universal Pictures,Project X Entertainment,Vinson Films,Radio Silence",
https://www.the-numbers.com/movie/Panda-Plan-(2024-China)#tab=summary,Comedy,Live Action,Contemporary Fiction,China,Mandarin,"October 01, 2024",99 minutes,,Not Rated,,
https://www.the-numbers.com/movie/High-Forces-(2024-China)#tab=summary,Action,Live Action,Contemporary Fiction,"China,Hong Kong",Mandarin,"September 30, 2024",115 minutes,,,,
https://www.the-numbers.com/movie/Crayon-Shinchan-Our-Dinosaur-Diary-(2024-Japan)#tab=summary,Adventure,Digital Animation,Science Fiction,Japan,Japanese,"August 09, 2024",106 minutes,,,,Crayon Shin Chan
https://www.the-numbers.com/movie/Best-Christmas-Pageant-Ever-The-(2024-Canada)#tab=summary,Comedy,Live Action,Contemporary Fiction,Canada,English,"November 08, 2024",99 minutes,"$10,000,000",PGfor thematic material and brief underage smoking,"Kingdom Story Company,Media Capital Technologies,Lionsgate,Lumenas Studios,Fletchet Entertainment",
https://www.the-numbers.com/movie/Last-Mile-(2024-Japan)#tab=summary,Thriller/Suspense,Live Action,Contemporary Fiction,Japan,Japanese,"August 23, 2024",128 minutes,,,,
https://www.the-numbers.com/movie/Horizon-An-American-Saga-Chapter-1-(2024)#tab=summary,Western,Live Action,Historical Fiction,United States,English,"June 27, 2024",181 minutes,"$50,000,000","Rfor violence, some nudity and sexuality.(Rating bulletin 2803 (cert #54559), 10/4/2023)","New Line Cinema,Territory Pictures",
https://www.the-numbers.com/movie/Fly-Me-to-the-Moon-(2024)#tab=summary,Romantic Comedy,Live Action,Historical Fiction,United States,English,"July 05, 2024",132 minutes,"$100,000,000","PG-13for some strong language, and smoking.(Rating bulletin 2834 (cert #54825), 5/15/2024)","Apple Original Films,These Pictures,Berlanti Productions,Schechter Films",
https://www.the-numbers.com/movie/Viva-La-Vida-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"February 10, 2024",129 minutes,,,,
https://www.the-numbers.com/movie/Bikeriders-The-(2024)#tab=summary,Drama,Live Action,Historical Fiction,United States,English,"June 19, 2024",116 minutes,,"Rfor language throughout, violence, some drug use and brief sexuality.(Rating bulletin 2791 (cert #54493), 7/12/2023)","Regency Enterprises,New Regency,Tri State Pictures",
https://www.the-numbers.com/movie/B-for-Busy-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"November 02, 2024",112 minutes,,,,
https://www.the-numbers.com/movie/Cesium-Fallout-(2024-China)#tab=summary,Action,Live Action,Contemporary Fiction,"China,Hong Kong","Mandarin,Cantonese","November 01, 2024",137 minutes,,,,
https://www.the-numbers.com/movie/Ainda-Estou-Aqui-(2024-Brazil)#tab=summary,Drama,Live Action,Dramatization,"Brazil,France",Portuguese,"November 07, 2024",136 minutes,,"PG-13for thematic content, some strong language, drug use, smoking and brief nudity.(Rating bulletin 2854 (cert #55204), 10/2/2024)","Sony Pictures Classics,VideoFilmes,RT Features,Mact Productions,Arte France Cinema,Conspiracao Filmes,Globoplay",
https://www.the-numbers.com/movie/Mobile-Suit-Gundam-SEED-Freedom-(2024-Japan)#tab=summary,Action,Digital Animation,Science Fiction,Japan,Japanese,"January 26, 2024",136 minutes,,,,
https://www.the-numbers.com/movie/Monkey-Man-(2024)#tab=summary,Thriller/Suspense,Live Action,Contemporary Fiction,"United States,Canada",English,"April 03, 2024",120 minutes,"$10,000,000","Rfor strong bloody violence throughout, rape, language throughout, sexual content/nudity and drug use.(Rating bulletin 2806 (cert #53566), 10/25/2023)Rfor strong bloody violence throughout, language throughout, sexual content/nudity and drug use.(Rating bulletin 2821 (cert #53566), 2/14/2024)","Thunder Road Film,Monkeypaw Pictures,Bron Studios,Creative Wealth Media Finance,Universal Pictures,Minor Realm,S’YA Concept,WME Independent",
https://www.the-numbers.com/movie/Bremenskiye-muzykanty-(2024-Russia)#tab=summary,Adventure,Live Action,Fantasy,Russian Federation,Russian,"January 01, 2024",116 minutes,,,,
https://www.the-numbers.com/movie/Stand-By-Me-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"September 13, 2024",127 minutes,,,,
https://www.the-numbers.com/movie/Lahn-mah-(2024-Thailand)#tab=summary,Drama,Live Action,Contemporary Fiction,Thailand,Thai,"April 04, 2024",126 minutes,,,Thai Studio,
https://www.the-numbers.com/movie/Watchers-The-(2024)#tab=summary,Horror,Live Action,Science Fiction,United States,English,"June 05, 2024",102 minutes,"$30,000,000","PG-13for violence, terror and some thematic elements.","Blinding Edge Pictures,New Line Cinema,Inimitable Pictures",
https://www.the-numbers.com/movie/Devara-Part-1-(2024-India)#tab=summary,Action,Live Action,Contemporary Fiction,India,"Telugu,Kannada,Tamil,Malayalam,Hindi","September 27, 2024",178 minutes,"$75,000,000",,,
https://www.the-numbers.com/movie/HARBIN-(2024-South-Korea)#tab=summary,Action,Live Action,Historical Fiction,Republic of Korea,Korean,"December 24, 2024",113 minutes,,Not Rated,,
https://www.the-numbers.com/movie/Strange-House-A-(2024-Japan)#tab=summary,Thriller/Suspense,Live Action,Contemporary Fiction,Japan,Japanese,"March 15, 2024",110 minutes,,,,
https://www.the-numbers.com/movie/Rob-n-Roll-(2024-China)#tab=summary,Action,Live Action,Contemporary Fiction,"China,Hong Kong","Mandarin,Cantonese","January 19, 2024",97 minutes,,,,
https://www.the-numbers.com/movie/Borderlands-(2024)#tab=summary,Action,Live Action,Science Fiction,United States,English,"August 07, 2024",102 minutes,"$115,000,000","PG-13for intense sequences of violence and action, language and some suggestive material.(Rating bulletin 2839 (cert #53512), 6/19/2024)","Arad Productions,Picturestart,Gearbox,2K,Lionsgate",
https://www.the-numbers.com/movie/Arthur-the-King-(2024)#tab=summary,Adventure,Live Action,Dramatization,United States,English,"March 15, 2024",107 minutes,"$19,000,000","PG-13for some strong language.(Rating bulletin 2795 (cert #53495), 8/9/2023)","Tucker Tooley,Entertainment One",
https://www.the-numbers.com/movie/Pilot-(2024-South-Korea)#tab=summary,Comedy,Live Action,Contemporary Fiction,Republic of Korea,Korean,"July 31, 2024",,,,,
https://www.the-numbers.com/movie/Flow-le-chat-qui-navait-plus-peur-de-leau-(2024-France)#tab=summary,Adventure,Digital Animation,Fantasy,"Latvia,France",Latvian,"February 20, 2024",85 minutes,"$3,700,000","PGfor peril and thematic elements.(Rating bulletin 2851 (cert #Flow), 9/11/2024)",,
https://www.the-numbers.com/movie/Forge-The-(2024)#tab=summary,Drama,Live Action,Contemporary Fiction,United States,English,"August 23, 2024",123 minutes,"$5,000,000","PGfor thematic elements.(Rating bulletin 2825 (cert #54739), 3/13/2024)","Affirm Films,Sony Pictures,Provident Films",
https://www.the-numbers.com/movie/Reagan-(2024)#tab=summary,Drama,Live Action,Dramatization,United States,English,"August 30, 2024",135 minutes,"$25,000,000","PG-13for violent content and smoking.(Rating bulletin 2848 (cert #55133), 8/21/2024)","MJM Entertainment Group,Rawhide Pictures",
https://www.the-numbers.com/movie/Chantal-im-Marchenland-(2024-Germany)#tab=summary,Comedy,Live Action,Fantasy,Germany,German,"March 28, 2024",,,,,
https://www.the-numbers.com/movie/I-Lost-You-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"March 08, 2024",,,,,
https://www.the-numbers.com/movie/Be-My-Friend-(2024-China)#tab=summary,Comedy,Live Action,Contemporary Fiction,China,Mandarin,"June 08, 2024",,,,,
https://www.the-numbers.com/movie/To-Gather-Around-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"November 15, 2024",,,,,
https://www.the-numbers.com/movie/Last-Dance-The-(2024-Hong-Kong)#tab=summary,Drama,Live Action,Contemporary Fiction,Hong Kong,Cantonese,"November 09, 2024",,,,,
https://www.the-numbers.com/movie/Juror-Number-2-(2024)#tab=summary,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"October 30, 2024",114 minutes,,"PG-13for some violent images and strong language.(Rating bulletin 2834 (cert #54967), 5/15/2024)","Warner Bros.,Dichotomy,Malpaso Productions",
https://www.the-numbers.com/movie/Ministry-of-Ungentlemanly-Warfare-The-(2024)#tab=summary,Action,Live Action,Dramatization,United States,English,"April 19, 2024",120 minutes,"$60,000,000","Rfor strong violence throughout and some language.(Rating bulletin 2829 (cert #54755), 4/10/2024)","Black Bear,Jerry Bruckheimer Films,Media Capital Technologies",
https://www.the-numbers.com/movie/Master-i-Margarita-(2024-Russia)#tab=summary,Drama,Live Action,Historical Fiction,"Russian Federation,Croatia","Russian,Aramaic,German,Latin","January 25, 2024",156 minutes,,,"Gotham Group,Baz & Co",
https://www.the-numbers.com/movie/Walk-The-Line-(2024-China)#tab=summary,Comedy,Live Action,Contemporary Fiction,China,Mandarin,"June 08, 2024",115 minutes,,,,
https://www.the-numbers.com/movie/Harold-and-the-Purple-Crayon-(2024)#tab=summary,Adventure,Animation/Live Action,Kids Fiction,United States,English,"July 31, 2024",92 minutes,"$40,000,000","PGfor mild action and thematic elements.(Rating bulletin 2780 (cert #53499), 4/26/2023)",,
https://www.the-numbers.com/movie/Wicked-Little-Letters-(2024-France)#tab=summary,Black Comedy,Live Action,Dramatization,"France,United Kingdom",English,"February 23, 2024",100 minutes,,"Rfor language throughout and sexual material.(Rating bulletin 2822 (cert #54861), 2/21/2024)","Blueprint Pictures,South of the River Pictures,StudioCanal,Film4,People Person Pictures,Sony Pictures Classics",
https://www.the-numbers.com/movie/Firefighters-(2024-South-Korea)#tab=summary,Drama,Live Action,Contemporary Fiction,Republic of Korea,Korean,"December 04, 2024",106 minutes,,,,
https://www.the-numbers.com/movie/Schule-der-magischen-Tiere-3-Die-(2024-Germany)#tab=summary,Adventure,Live Action,Contemporary Fiction,Germany,German,"September 26, 2024",105 minutes,,,,School Of Magical Animals
https://www.the-numbers.com/movie/Look-Back-(2024-Japan)#tab=summary,Drama,Digital Animation,Contemporary Fiction,Japan,Japanese,"June 28, 2024",75 minutes,,Not Rated,,
https://www.the-numbers.com/movie/Immaculate-(2024)#tab=summary,Horror,Live Action,Contemporary Fiction,"Italy,United States",English,"March 20, 2024",89 minutes,,"Rfor strong and bloody violent content, grisly images, nudity and some language.","Needle Eye,Catapult Entertainment Group",
https://www.the-numbers.com/movie/UNTOUCHABLE-(2024-China)#tab=summary,Drama,Live Action,Contemporary Fiction,China,Mandarin,"August 23, 2024",114 minutes,,,,
https://www.the-numbers.com/movie/Real-Pain-A-(2024)#tab=summary,Comedy,Live Action,Contemporary Fiction,United States,English,"November 01, 2024",90 minutes,,"Rfor language throughout and some drug use.(Rating bulletin 2834 (cert #54868), 5/15/2024)","Topic,Fruit Tree,Searchlight Pictures,Rego Park,Extreme Emotions,Polish Film Institute",
https://www.the-numbers.com/movie/My-Hero-Academia-the-Movie-Youre-Next-(2024-Japan)#tab=summary,Adventure,Digital Animation,Super Hero,Japan,Japanese,"August 02, 2024",110 minutes,,"PG-13for violence and bloody images.(Rating bulletin 2850 (cert #55159), 9/3/2024)PG-13for violence and bloody images.(Rating bulletin 2853 (cert #55179) (Dubbed), 9/25/2024)",,My Hero Academia
