link,MPAA Rating,Running Time,Genre,Production Method,Creative Type,Production Countries,Languages,Release Date,Production Budget,Production/Financing Companies,Franchise
https://www.the-numbers.com/movie/Prodigy-The-(2019)#tab=summary,"Rfor violence, disturbing and bloody images, a sexual reference and brief graphic nudity.(Rating bulletin 2540 (Cert #51758), 8/15/2018)",100 minutes,Horror,Live Action,Contemporary Fiction,"United States,Hong Kong",English,"February 08, 2019","$6,000,000","Orion Pictures,Vinson Pictures,XYZ Films",
https://www.the-numbers.com/movie/Late-Night-(2019)#tab=summary,"Rfor language throughout and some sexual references.(Rating bulletin 2571 (Cert #51996), 3/27/2019)",102 minutes,Comedy,Live Action,Contemporary Fiction,United States,English,"June 07, 2019","$4,000,000","FilmNation Entertainment,3 Arts Entertainment,Imperative Entertainment,30 West,Amazon Studios,Kaling International",
https://www.the-numbers.com/movie/Rainy-Day-in-New-York-A-(2018)#tab=summary,"PG-13for mature suggestive content, some drug use, smoking, language and partial nudity.(Rating bulletin 2533 (Cert #51427), 6/27/2018)",92 minutes,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,"July 26, 2019",,"Perdido,Gravier Productions",
https://www.the-numbers.com/movie/Unplanned-(2019)#tab=summary,"Rfor some disturbing/bloody images.(Rating bulletin 2566 (Cert #52060), 2/20/2019)",110 minutes,Drama,Live Action,Dramatization,United States,English,"March 29, 2019","$6,000,000",Soli Deo Gloria Releasing,
https://www.the-numbers.com/movie/Shaft-(2019)#tab=summary,"Rfor pervasive language, violence, sexual content, some drug material and brief nudity.(Rating bulletin 2567 (Cert #51991), 2/27/2019)",105 minutes,Comedy,Live Action,Contemporary Fiction,United States,English,"June 14, 2019","$30,000,000","New Line Cinema,Davis Entertainment",Shaft
https://www.the-numbers.com/movie/Kajang-Botongui-Yeonae-(S-Korea)#tab=summary,,109 minutes,Romantic Comedy,Live Action,Contemporary Fiction,Republic of Korea,Korean,"October 02, 2019",,,
https://www.the-numbers.com/movie/Hotel-Mumbai-(Australia)-(2019)#tab=summary,"Rfor disturbing violence throughout, bloody images, and language.(Rating bulletin 2564 (Cert #52021), 2/6/2019)",123 minutes,Thriller/Suspense,Live Action,Dramatization,Australia,"English,Hindi,Urdu,Punjabi,Persian,Russian","February 22, 2019","$17,300,000","Screen Australia,Xeitgeist Entertainment Group,South Australian Film Corp.,Arclight Films,Adelaide Film Festival,Double Guess,Screenwest,Hamilton Entertainment,Thunder Road Film,Electric Pictures,Lotterywest",
https://www.the-numbers.com/movie/Malmoi-(S-Korea)(2019)#tab=summary,,135 minutes,Drama,Live Action,Historical Fiction,Republic of Korea,Korean,"January 09, 2019",,,
https://www.the-numbers.com/movie/Yedinci-Kogustaki-Mucize-(Turkey)#tab=summary,,132 minutes,Drama,Live Action,Contemporary Fiction,Turkey,Turkish,"October 11, 2019",,,
https://www.the-numbers.com/movie/Gekijouban-Fate-Stay-Night-Heaven-s-Feel-II-Lost-Butterfly-(Japan)-(2019)#tab=summary,,117 minutes,Adventure,Digital Animation,Fantasy,Japan,Japanese,"January 11, 2019",,"Type-Moon,Ufotable",Fate/stay Night
https://www.the-numbers.com/movie/Blinded-by-the-Light-(UK)-(2019)#tab=summary,"PG-13for thematic material and language including some ethnic slurs.(Rating bulletin 2579 (Cert #52178), 5/22/2019)",114 minutes,Drama,Live Action,Dramatization,United Kingdom,English,"August 09, 2019","$15,000,000","New Line Cinema,Levantine Films,Ingenious Media,Bend It Films,Rakija Films",
https://www.the-numbers.com/movie/Hors-normes-(France)#tab=summary,,114 minutes,Drama,Live Action,Contemporary Fiction,France,French,"October 25, 2019",,,
https://www.the-numbers.com/movie/Xia-Yi-Ren-Qian-Ren-(China)-(2019)#tab=summary,Not Rated,90 minutes,Drama,Live Action,Contemporary Fiction,"China,Taiwan, Province of China",Mandarin,"April 30, 2019",,,
https://www.the-numbers.com/movie/invisibles-Les-(France)-(2019)#tab=summary,,102 minutes,Comedy,Live Action,Contemporary Fiction,France,French,"January 11, 2019",,,
https://www.the-numbers.com/movie/Jaccuse-(France)#tab=summary,,132 minutes,Drama,Live Action,Dramatization,"France,Italy",French,"June 28, 2019",,"France 2 Cinema,Gaumont,RP Productions,RAI Cinema,France 3 Cinema,Legendaire,Eliseo Entertainment",
https://www.the-numbers.com/movie/Miserables-Les-(France)#tab=summary,"Rfor language throughout, some disturbing/violent content, and sexual references.(Rating bulletin 2594 (Cert #52281), 9/4/2019)",103 minutes,Drama,Live Action,Dramatization,France,French,"August 30, 2019",,Amazon Studios,
https://www.the-numbers.com/movie/Greta-(2019)#tab=summary,"Rfor some violence and disturbing images.(Rating bulletin 2539 (Cert #51628), 8/8/2018)",98 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"United States,Ireland",English,"February 28, 2019",,"Focus Features,Sidney Kimmel Entertainment,Showbox,Beijing Universe Starlight Culture Media Company,FIS Eireann,Screen Ireland",
https://www.the-numbers.com/movie/Xiao-zhu-pei-qi-guo-da-nian-(China)-(2019)#tab=summary,"G(Rating bulletin 2564 (Cert #52022), 2/6/2019)",81 minutes,Adventure,Animation/Live Action,Kids Fiction,China,Mandarin,"February 05, 2019",,"Alibaba Pictures,Entertainment One",
https://www.the-numbers.com/movie/Motherless-Brooklyn-(2019)#tab=summary,"Rfor language throughout including some sexual references, brief drug use, and violence.(Rating bulletin 2561 (Cert #51999), 1/16/2019)",144 minutes,Drama,Live Action,Historical Fiction,United States,English,"November 01, 2019","$26,000,000","Class 5 Films,MWM Studios,Warner Bros.",
https://www.the-numbers.com/movie/Black-Christmas-(2019)#tab=summary,"PG-13for violence, terror, thematic content involving sexual assault, language, sexual material and drinking.(Rating bulletin 2604 (Cert #52473), 11/13/2019)",92 minutes,Horror,Live Action,Contemporary Fiction,"United States,New Zealand",English,"December 13, 2019","$5,000,000","Blumhouse,Divide/Conquer,Universal Pictures",
https://www.the-numbers.com/movie/Kaguya-sama-Love-Is-War-(Japan)#tab=summary,,112 minutes,Romantic Comedy,Live Action,Contemporary Fiction,Japan,Japanese,"September 06, 2019",,A-1 Pictures,
https://www.the-numbers.com/movie/Crayon-Shin-chan-Honeymoon-Hurricane-The-Lost-Hiroshi-(Japan)-(2019)#tab=summary,,100 minutes,Adventure,Digital Animation,,Japan,Japanese,"April 19, 2019",,,
https://www.the-numbers.com/movie/Lighthouse-The-(2019)#tab=summary,"Rfor sexual content, nudity, violence, disturbing images, and some language(Rating bulletin 2581 (Cert #52246), 6/5/2019)",110 minutes,Horror,Live Action,Historical Fiction,"United States,Canada",English,"October 18, 2019","$4,000,000","A24,RT Features,Regency Enterprises",
https://www.the-numbers.com/movie/Paw-Patrol-Ready-Race-Rescue-(Canada)#tab=summary,Not Rated,77 minutes,Adventure,Digital Animation,,Canada,English,"October 04, 2019",,,Paw Patrol
https://www.the-numbers.com/movie/Poms-(UK)-(2019)#tab=summary,"PG-13for some language/sexual references.(Rating bulletin 2574 (Cert #52085), 4/17/2019)",91 minutes,Comedy,Live Action,Contemporary Fiction,United States,English,"May 10, 2019","$10,000,000","Sierra Films,Rose Pictures,Mad as Birds Films,Entertainment One,STX Films",
https://www.the-numbers.com/movie/Beullaekmeoni-(S-Korea)#tab=summary,,113 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,Republic of Korea,Korean,"November 13, 2019",,,
https://www.the-numbers.com/movie/Politseyskiy-s-Rublyovki-Novogodniy-bespredel-2-(Russia)#tab=summary,,85 minutes,Comedy,Live Action,Contemporary Fiction,Russian Federation,Russian,"November 29, 2019",,,
https://www.the-numbers.com/movie/Lian-Zheng-Feng-Yun-(Hong-Kong)-(2019)#tab=summary,Not Rated,90 minutes,Thriller/Suspense,Live Action,,Hong Kong,Cantonese,"February 05, 2019",,,
https://www.the-numbers.com/movie/Jeungin-(S-Korea)(2019)#tab=summary,,129 minutes,Drama,Live Action,Contemporary Fiction,Republic of Korea,Korean,"February 13, 2019",,,
https://www.the-numbers.com/movie/Padre-no-hay-mas-que-uno-(Spain)#tab=summary,,98 minutes,Comedy,Live Action,Contemporary Fiction,Spain,Spanish,"August 02, 2019",,,
https://www.the-numbers.com/movie/Primo-Natale-Il-(Italy)#tab=summary,,100 minutes,Comedy,Live Action,Contemporary Fiction,Italy,Italian,"December 12, 2019",,,
https://www.the-numbers.com/movie/Shang-Hai-Bao-Lei-(China)#tab=summary,Not Rated,107 minutes,Drama,Multiple Production Methods,Science Fiction,China,"Mandarin,English","August 06, 2019",,,
https://www.the-numbers.com/movie/Jue-Sheng-Shi-Ke-(China)#tab=summary,,140 minutes,Drama,Live Action,Historical Fiction,China,"Mandarin,English","September 16, 2019",,,
https://www.the-numbers.com/movie/Total-Dhamaal-(India)-(2019)#tab=summary,Not Rated,127 minutes,Comedy,Live Action,Contemporary Fiction,India,Hindi,"February 22, 2019",,"Ajay Devgn Films,Fox Star Studios,Maruti Media,Shri Adhikari Bros",Dhamaal
https://www.the-numbers.com/movie/ta-jja-won-a-i-dey-jaek-(South-Korea)#tab=summary,Not Rated,139 minutes,Drama,Live Action,Contemporary Fiction,Republic of Korea,Korean,"September 11, 2019",,,
https://www.the-numbers.com/movie/Svaha-The-Sixth-Finger-(2019-South-Korea)#tab=summary,,122 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,Republic of Korea,Korean,"February 20, 2019",,,
https://www.the-numbers.com/movie/Xiao-Q-(Hong-Kong)#tab=summary,Not Rated,90 minutes,Drama,Live Action,Contemporary Fiction,Hong Kong,Cantonese,"July 20, 2019",,,
https://www.the-numbers.com/movie/Archimedes-no-Taisen-(Japan)#tab=summary,,130 minutes,Action,Live Action,Historical Fiction,Japan,Japanese,"July 26, 2019",,,
https://www.the-numbers.com/movie/Prityazhenie-2-(Russia)#tab=summary,Not Rated,129 minutes,Drama,Live Action,Science Fiction,Russian Federation,Russian,"November 29, 2019",,,Prityazhenie
https://www.the-numbers.com/movie/Playmobil-(2019)#tab=summary,"PGfor action/peril and some language.(Rating bulletin 2607 (Cert #52469), 12/4/2019)",99 minutes,Adventure,Animation/Live Action,Kids Fiction,"France,Canada,Germany",English,"August 07, 2019","$75,000,000","ON Animation Studios,Pathe,Wild Bunch",
https://www.the-numbers.com/movie/Nanatsu-no-kaigi-(Japan)-(2019)#tab=summary,,119 minutes,Drama,Live Action,,Japan,Japanese,"February 01, 2019",,,
https://www.the-numbers.com/movie/Shinui-Han-Soo-Gwisoopyeon-(S-Korea)#tab=summary,Not Rated,106 minutes,Action,Live Action,Contemporary Fiction,Republic of Korea,Korean,"November 07, 2019",,,The Divine Move
https://www.the-numbers.com/movie/Kitchen-The-(2019)#tab=summary,"Rfor violence, language throughout and some sexual content.(Rating bulletin 2567 (Cert #52073), 2/27/2019)",102 minutes,Drama,Live Action,Historical Fiction,United States,English,"August 09, 2019","$38,000,000","New Line Cinema,Bron Creative,Michael De Luca Productions",
https://www.the-numbers.com/movie/Dead-Dont-Die-The-(2019)#tab=summary,"Rfor zombie violence/gore, and for language.(Rating bulletin 2574 (Cert #52114), 4/17/2019)",103 minutes,Horror,Live Action,Science Fiction,"United States,Sweden",English,"May 15, 2019",,"Fox Searchlight Pictures,Kill The Head,Longride,Animal Kingdom,Chimney,Film i Vast",
https://www.the-numbers.com/movie/Trouble-(Canada)#tab=summary,,97 minutes,Adventure,Digital Animation,Kids Fiction,"United States,Canada,Cayman Islands",English,"August 08, 2019",,,
https://www.the-numbers.com/movie/Au-nom-de-la-terre-(France)#tab=summary,,103 minutes,Drama,Live Action,Contemporary Fiction,"Belgium,France",French,"September 27, 2019",,,
https://www.the-numbers.com/movie/Nada-a-Perder-2-(Brazil)#tab=summary,"PG-13for some violence and thematic elements.(Rating bulletin 2592 (Cert #52347), 8/21/2019)",100 minutes,Drama,Live Action,Dramatization,Brazil,Portuguese,"August 16, 2019",,,
https://www.the-numbers.com/movie/Miss-Bala-(Remake)-(2019)#tab=summary,"PG-13for sequences of gun violence, sexual and drug content, thematic material, and language.(Rating bulletin 2540 (Cert #51439), 8/15/2018)",104 minutes,Action,Live Action,Contemporary Fiction,"United States,Mexico",English,"January 30, 2019","$15,000,000","Columbia Pictures,Canana,Misher Films",
https://www.the-numbers.com/movie/Fable-The-(Japan)#tab=summary,,123 minutes,Action,Live Action,Contemporary Fiction,Japan,Japanese,"June 21, 2019",,,The Fable
https://www.the-numbers.com/movie/Recep-Ivedik-6-(Turkey)#tab=summary,,110 minutes,Comedy,Live Action,Contemporary Fiction,Turkey,Turkish,"November 08, 2019",,,Recep Ivedik
https://www.the-numbers.com/movie/Cui-mian-cai-jue-(Hong-Kong)#tab=summary,,93 minutes,Action,Live Action,Contemporary Fiction,"Hong Kong,China","Cantonese,Mandarin","October 25, 2019",,,
https://www.the-numbers.com/movie/Nicky-Larson-Le-Parfum-De-Cupidon-(France)(2019)#tab=summary,,91 minutes,Multiple Genres,Live Action,Contemporary Fiction,France,"English,Spanish,French","February 06, 2019",,,
https://www.the-numbers.com/movie/Naeaneui-Geunom-(S-Korea)(2019)#tab=summary,,122 minutes,Comedy,Live Action,Fantasy,Republic of Korea,Korean,"January 09, 2019",,,
https://www.the-numbers.com/movie/Si-yo-fuera-rico-(Spain)#tab=summary,,98 minutes,Comedy,Live Action,Contemporary Fiction,Spain,Spanish,"November 15, 2019",,,
https://www.the-numbers.com/movie/vie-scolaire-La-(France)#tab=summary,,111 minutes,Comedy,Live Action,Contemporary Fiction,France,"French,Arabic","August 30, 2019",,,
https://www.the-numbers.com/movie/Belle-epoque-La-(France)#tab=summary,"Rfor sexual content, nudity, language, drug use and brief violence.(Rating bulletin 2624 (Cert #52680), 4/8/2020)",110 minutes,Comedy,Live Action,Contemporary Fiction,France,French,"July 18, 2019",,"101 Films,Pathe",
https://www.the-numbers.com/movie/Shu-dan-ying-xiong-(China)#tab=summary,,106 minutes,Drama,Live Action,Contemporary Fiction,China,Mandarin,"August 01, 2019",,,
https://www.the-numbers.com/movie/Cheonmun-Modneunda-Doors-to-Heaven-(S-Korea)#tab=summary,,132 minutes,Drama,Live Action,Historical Fiction,Republic of Korea,Korean,"December 26, 2019",,,
https://www.the-numbers.com/movie/Kalank-(India)-(2019)#tab=summary,Not Rated,166 minutes,Drama,Live Action,Historical Fiction,India,Hindi,"April 12, 2019",,"Fox Star Studios,Dharma Productions,Nadiadwala Grandson Entertainment",
https://www.the-numbers.com/movie/Dabangg-3-(India)#tab=summary,Not Rated,163 minutes,Action,Live Action,Contemporary Fiction,India,"Hindi,Tamil,Telugu,Kannada","December 20, 2019",,"Salman Khan Films,Saffron Broadcast & Media Limited",Dabangg
https://www.the-numbers.com/movie/bbaengban-(South-Korea)-(2018)#tab=summary,,133 minutes,Action,Live Action,Contemporary Fiction,Republic of Korea,Korean,"January 30, 2019",,,
https://www.the-numbers.com/movie/Mientras-dure-la-guerra-(Spain)#tab=summary,,107 minutes,Drama,Live Action,Historical Fiction,"Spain,Argentina",Spanish,"September 27, 2019",,,
https://www.the-numbers.com/movie/Misz-masz-czyli-kogel-mogel-3-(Poland)-(2019)#tab=summary,,100 minutes,Romantic Comedy,Live Action,,Poland,Polish,"January 25, 2019",,,
https://www.the-numbers.com/movie/Serenity-(2019)#tab=summary,"Rfor language throughout, sexual content, and some bloody images.(Rating bulletin 2544 (Cert #51662), 9/12/2018)",103 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"January 24, 2019","$25,000,000","Global Road Entertainment,Aviron Pictures,Starlings Entertainment,Nebulastar Films,Shoebox Films",
https://www.the-numbers.com/movie/Bring-the-Soul-The-Movie-(South-Korea)#tab=summary,Not Rated,103 minutes,Documentary,Live Action,Factual,Republic of Korea,Korean,"August 02, 2019",,"Big Hit Entertainment,Camp Entertainment",BTS
https://www.the-numbers.com/movie/Friend-Zone-(Thailand)#tab=summary,Not Rated,118 minutes,Romantic Comedy,Live Action,Contemporary Fiction,Thailand,Thai,"August 01, 2019",,,
https://www.the-numbers.com/movie/Byeonsin-(S-Korea)#tab=summary,,113 minutes,Horror,Live Action,Fantasy,Republic of Korea,Korean,"August 21, 2019",,,
https://www.the-numbers.com/movie/Lo-dejo-cuando-a-quiera-(Spain)(2019)#tab=summary,,98 minutes,Comedy,Live Action,Contemporary Fiction,Spain,Spanish,"April 12, 2019",,,
https://www.the-numbers.com/movie/Current-War-Directors-Cut-The#tab=summary,"PG-13for some violent content and thematic elements.
NOTE: EDITED FOR RE-RATE. CONTENT IS DIFFERENT FROM PG-13 RATED VERSION, BULLETIN NO. 2554 (11/21/18). ONLY THIS EDITED VERSION IS RATED. CHANGE IN RATING DESCRIPTION ONLY.(Rating bulletin 2587 (Cert #51884), 7/17/2019)",105 minutes,Drama,Live Action,Dramatization,United States,English,"July 17, 2019","$30,000,000","Lantern Entertainment,SunnyMarch,Filmrights,Thunder Road Film,Bazelevs Company",
https://www.the-numbers.com/movie/Promare-(Japan)#tab=summary,"PG-13for some violence and language.(Rating bulletin 2589 (Cert #52322), 7/31/2019)",111 minutes,Adventure,Digital Animation,Science Fiction,Japan,Japanese,"May 24, 2019",,"XFLAG,Studio Trigger",
https://www.the-numbers.com/movie/Donne-moi-des-ailes-(France)#tab=summary,,113 minutes,Adventure,Live Action,Contemporary Fiction,"France,Norway","French,English,Norwegian","October 11, 2019",,,
https://www.the-numbers.com/movie/chant-du-loup-Le-(France)-(2019)#tab=summary,Not Rated,115 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,France,French,"February 22, 2019",,"Pathe,Tresor Films,Chi-Fou-Mi Productions",
https://www.the-numbers.com/movie/Apollo-11-(Documentary)-(2019)#tab=summary,"G(Rating bulletin 2565 (Cert #52035), 2/13/2019)",93 minutes,Documentary,Live Action,Factual,United States,English,"March 01, 2019",,"CNN Films,Neon Films,Statement Pictures",
https://www.the-numbers.com/movie/Whered-You-Go-Bernadette-(2019)#tab=summary,"PG-13for some strong language and drug material.(Rating bulletin 2523 (Cert #51563), 4/18/2018)",104 minutes,Comedy,Live Action,Contemporary Fiction,United States,English,"August 16, 2019","$20,000,000","Annapurna Pictures,Color Force,Detour Filmproduction",
https://www.the-numbers.com/movie/Girl-Cops-(South-Korea)-(2019)#tab=summary,Not Rated,107 minutes,Comedy,Live Action,Contemporary Fiction,Republic of Korea,Korean,"May 09, 2019",,,
https://www.the-numbers.com/movie/City-Hunter-Shinjuku-Private-Eyes-(Japan)-(2019)#tab=summary,,95 minutes,Action,Digital Animation,Fantasy,Japan,Japanese,"February 08, 2019",,,
https://www.the-numbers.com/movie/Juninin-no-shinitai-kodomotachi-(Japan)-(2019)#tab=summary,,117 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,Japan,Japanese,"January 25, 2019",,,
https://www.the-numbers.com/movie/Mirreyes-contra-Godinez-(Mexico)-(2019)#tab=summary,,109 minutes,Comedy,Live Action,Contemporary Fiction,Mexico,Spanish,"January 25, 2019",,,
https://www.the-numbers.com/movie/Quan-zhi-gao-shou-zhi-dian-feng-rong-yao-(China)#tab=summary,,98 minutes,Adventure,Digital Animation,Fantasy,China,Mandarin,"August 15, 2019",,,
https://www.the-numbers.com/movie/Fishermans-Friends-(2019-United-Kingdom)#tab=summary,"PG-13for some strong language, and suggestive references.(Rating bulletin 2609 (Cert #52514), 12/18/2019)",112 minutes,Comedy,Live Action,Contemporary Fiction,United Kingdom,English,"March 15, 2019",,"Samuel Goldwyn Films,Head Gear Films,Metrol Technology,Kreo Films,Legacy,Fred Films,Powder Keg Pictures,IPG Media,UFund,Umedia,Hindsight",
https://www.the-numbers.com/movie/Portrait-de-la-jeune-fille-en-feu-(France)#tab=summary,"Rfor some nudity and sexuality.(Rating bulletin 2603 (Cert #52466), 11/6/2019)",119 minutes,Drama,Live Action,Historical Fiction,France,French,"August 16, 2019","$5,400,000","Lilies Films,Arte France Cinema,Hold Up Films & Productions,CNC,La Region-Ile-de-France,Canal Plus,Cine Plus,ARTE France,Cinecap 2",
https://www.the-numbers.com/movie/Good-Newwz-(India)#tab=summary,Not Rated,134 minutes,Comedy,Live Action,Contemporary Fiction,India,"Hindi,English","December 27, 2019",,"Zee Studios,Dharma Productions,Cape of Good Films",
https://www.the-numbers.com/movie/Violet-Evergarden-Gaiden-Eien-to-Jidou-Shuki-Ningyou-(Japan)#tab=summary,Not Rated,90 minutes,Drama,Digital Animation,Fantasy,Japan,Japanese,"September 06, 2019",,,Violet Evergarden
https://www.the-numbers.com/movie/Uta-no-Prince-sama-Maji-Love-Kingdom-Movie-(Japan)#tab=summary,,84 minutes,Musical,Digital Animation,,Japan,Japanese,"June 14, 2019",,,
https://www.the-numbers.com/movie/Soyuz-spaseniya-(Russia)#tab=summary,,130 minutes,Drama,Live Action,Historical Fiction,Russian Federation,Russian,"December 26, 2019",,,
https://www.the-numbers.com/movie/Arctic-Dogs-(2019)#tab=summary,"PGfor some mild action and rude humor.(Rating bulletin 2558 (Cert #51960), 12/19/2018)",93 minutes,Adventure,Digital Animation,Kids Fiction,"United Kingdom,Canada,Republic of Korea,United States,India,Japan,China",English,"November 01, 2019","$50,000,000","AIC Movie Inc,Ambi Media Group,Assemblage Entertainment,Entertainment Studios Motion Pictures",
https://www.the-numbers.com/movie/Ma-cosa-ci-dice-il-cervello-(Italy)-(2019)#tab=summary,,100 minutes,Comedy,Live Action,Contemporary Fiction,Italy,Italian,"April 18, 2019",,,
https://www.the-numbers.com/movie/Yellow-Rose-(China)#tab=summary,,104 minutes,Drama,,,China,,"May 20, 2019",,,
https://www.the-numbers.com/movie/Doragon-Kuesuto-Yua-Sutori-(Japan)#tab=summary,,103 minutes,Black Comedy,Digital Animation,Fantasy,Japan,Japanese,"August 02, 2019",,,
https://www.the-numbers.com/movie/Corpus-Christi-(Poland)#tab=summary,Not Rated,116 minutes,Drama,Live Action,Contemporary Fiction,Poland,Polish,"October 11, 2019","$1,300,000",,
https://www.the-numbers.com/movie/BTS-World-Tour-Love-Yourself-in-Seoul-(South-Korea)-(2019)#tab=summary,,112 minutes,Concert/Performance,Live Action,Factual,Republic of Korea,Korean,"January 25, 2019",,,BTS
https://www.the-numbers.com/movie/Courier-The-(UK)#tab=summary,"Rfor strong violence including bloody images, and language throughout.(Rating bulletin 2598 (Cert #52417), 10/2/2019)",97 minutes,Action,Live Action,Contemporary Fiction,"United Kingdom,United States",English,"November 22, 2019",,Rollercoaster Angel Productions,
