link,Running Time,Franchise,Genre,Production Method,Creative Type,Production Countries,Languages,Release Date,Production Budget,MPAA Rating,Production/Financing Companies
https://www.the-numbers.com/movie/Scream-VI-(2023)#tab=summary,123 minutes,Scream,Horror,Live Action,Contemporary Fiction,United States,English,"March 08, 2023","$33,000,000","Rfor strong bloody violence and language throughout, and brief drug use.(Rating bulletin 2772 (cert #54218), 3/1/2023)","Paramount Pictures,Project X Entertainment,Spyglass Media Group"
https://www.the-numbers.com/movie/Killers-of-the-Flower-Moon-(2023)#tab=summary,206 minutes,,Western,Live Action,Historical Fiction,United States,English,"October 18, 2023","$200,000,000","Rfor violence, some grisly images, and language(Rating bulletin 2784 (cert #54225), 5/24/2023)","Appian Way,Imperative Entertainment,Sikelia Productions,Apple Film"
https://www.the-numbers.com/movie/Evil-Dead-Rise-(2023)#tab=summary,97 minutes,Evil Dead,Horror,Live Action,Contemporary Fiction,United States,English,"April 19, 2023","$15,000,000","Rfor strong bloody horror violence and gore, and some language.(Rating bulletin 2724 (cert #53707), 3/23/2022)","New Line Cinema,Renaissance Films,Pacific Renaissance,Wild Atlantic Pictures"
https://www.the-numbers.com/movie/Ex-File-4-(2023-China)#tab=summary,129 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,China,Mandarin,"September 28, 2023",,,
https://www.the-numbers.com/movie/Exorcist-Believer-The-(2023)#tab=summary,111 minutes,Exorcist,Horror,Live Action,Contemporary Fiction,United States,English,"October 04, 2023","$30,000,000","Rfor some violent content, disturbing images, language and sexual references.(Rating bulletin 2795 (cert #54583), 8/9/2023)","Blumhouse,Universal Pictures,Morgan Creek Productions,Rough House Pictures"
https://www.the-numbers.com/movie/Jawan-(2023-India)#tab=summary,165 minutes,,Action,Live Action,Contemporary Fiction,India,Hindi,"September 07, 2023",,,
https://www.the-numbers.com/movie/Deep-Sea-(2023-China)#tab=summary,105 minutes,,Adventure,Digital Animation,Fantasy,China,Mandarin,"January 22, 2023",,"PG-13for thematic material and smoking.(Rating bulletin 2809 (cert #54741), 11/15/2023)",
https://www.the-numbers.com/movie/Shazam-Fury-of-the-Gods-(2022)#tab=summary,130 minutes,DC Extended UniverseShazam,Action,Live Action,Super Hero,United States,English,"March 15, 2023","$125,000,000","PG-13sequences of action and violence, and language.(Rating bulletin 2758 (cert #54047), 11/16/2022)","New Line Cinema,The Safran Company,DC Films"
https://www.the-numbers.com/movie/Blue-Beetle-(2023)#tab=summary,127 minutes,DC Extended Universe,Action,Live Action,Super Hero,United States,"English,Spanish","August 16, 2023","$120,000,000","PG-13for sequences of action and violence, language, and some suggestive references.(Rating bulletin 2788 (cert #54461), 6/21/2023)","Warner Bros.,The Safran Company,DC Films"
https://www.the-numbers.com/movie/Hidden-Blade-(2023-China)#tab=summary,128 minutes,,Drama,Live Action,Contemporary Fiction,China,Mandarin,"January 22, 2023",,,
https://www.the-numbers.com/movie/Saw-X-(2023)#tab=summary,118 minutes,Saw,Horror,Live Action,Contemporary Fiction,United States,English,"September 27, 2023","$13,000,000","Rfor sequences of grisly bloody violence and torture, language and some drug use.(Rating bulletin 2798 (cert #54537), 8/30/2023)",Twisted Pictures
https://www.the-numbers.com/movie/Haunting-in-Venice-A-(2023)#tab=summary,103 minutes,Kenneth Branagh's Hercule Poirot,Thriller/Suspense,Live Action,Historical Fiction,United States,English,"September 13, 2023","$60,000,000","PG-13for some strong violence, disturbing images and thematic elements.(Rating bulletin 2786 (cert #54491), 6/7/2023)",20th Century Studios
https://www.the-numbers.com/movie/Detective-Conan-Black-Iron-Submarine-(2023-Japan)#tab=summary,109 minutes,Detective Conan,Thriller/Suspense,Digital Animation,Contemporary Fiction,Japan,Japanese,"April 14, 2023",,,
https://www.the-numbers.com/movie/One-and-Only-(2023-China)#tab=summary,120 minutes,,Comedy,Live Action,Contemporary Fiction,China,Mandarin,"July 28, 2023",,,
https://www.the-numbers.com/movie/Volunteer-Soldiers-Attack-(2023-China)#tab=summary,,,Drama,Live Action,Contemporary Fiction,China,Mandarin,"September 28, 2023",,,
https://www.the-numbers.com/movie/Gran-Turismo-Based-on-a-True-Story-(2023)#tab=summary,134 minutes,,Action,Live Action,Dramatization,United States,English,"August 09, 2023","$60,000,000","PG-13for intense action and some strong language.(Rating bulletin 2789 (cert #54233), 6/28/2023)","Columbia Pictures,PlayStation Productions,2.0 Entertainment,Trigger Street Productions"
https://www.the-numbers.com/movie/Haunted-Mansion-(2023)#tab=summary,123 minutes,,Comedy,Live Action,Contemporary Fiction,United States,English,"July 26, 2023","$150,000,000","PG-13some thematic elements and scary action.(Rating bulletin 2780 (cert #54404), 4/26/2023)","Walt Disney Pictures,Rideback"
https://www.the-numbers.com/movie/Poor-Things-(2023)#tab=summary,141 minutes,,Black Comedy,Live Action,Science Fiction,"United States,United Kingdom,Ireland",English,"December 08, 2023","$35,000,000","Rfor strong and pervasive sexual content, graphic nudity, disturbing material, gore, and language.(Rating bulletin 2771 (cert #54287), 2/22/2023)","Searchlight Pictures,Film 4,TSG Entertainment,Element Pictures"
https://www.the-numbers.com/movie/Born-to-Fly-(2023-China)#tab=summary,128 minutes,,Action,Live Action,Historical Fiction,China,Mandarin,"April 27, 2023",,,
https://www.the-numbers.com/movie/Pathaan-(2023-India)#tab=summary,146 minutes,,Thriller/Suspense,Live Action,Dramatization,India,Hindi,"January 25, 2023",,,Yash Raj Films
https://www.the-numbers.com/movie/Godzilla-Minus-One-(2023-Japan)#tab=summary,125 minutes,Godzilla,Action,Live Action,Science Fiction,Japan,Japanese,"November 03, 2023","$15,000,000","PG-13for creature violence and action.(Rating bulletin 2805 (cert #54697), 11/18/2023)","Robot Communications,Toho Co"
https://www.the-numbers.com/movie/Creator-The-(2023)#tab=summary,133 minutes,,Thriller/Suspense,Animation/Live Action,Science Fiction,United States,English,"September 27, 2023","$80,000,000","PG-13for violence, some bloody images and strong language.(Rating bulletin 2783 (cert #54441), 5/17/2023)","New Regency,Regency Enterprises,Entertainment One,Bad Dreams"
https://www.the-numbers.com/movie/Bao-Ni-Ping-An-(2023-China)#tab=summary,,,Comedy,Live Action,Contemporary Fiction,China,Mandarin,"March 10, 2023",,,
https://www.the-numbers.com/movie/1212-The-Day-(2023-South-Korea)#tab=summary,142 minutes,,Drama,Live Action,Historical Fiction,Republic of Korea,Korean,"November 22, 2023",,,
https://www.the-numbers.com/movie/Shining-For-One-Thing-(2023-China)#tab=summary,,,Thriller/Suspense,Live Action,Contemporary Fiction,China,Chinese,"December 28, 2023",,,
https://www.the-numbers.com/movie/Spy-x-Family-Code-White-(2023-Japan)#tab=summary,110 minutes,,Action,Digital Animation,Contemporary Fiction,Japan,Japanese,"December 22, 2023",,"PG-13for some violence, language and smoking.(Rating bulletin 2826 (cert #54600) (Dubbed), 3/20/2024)PG-13for some violence, language and smoking.(Rating bulletin 2826 (cert #54599) (Subtitled), 3/20/2024)","WIT STUDIO,CloverWorks"
https://www.the-numbers.com/movie/Moscow-Mission-(2023-China)#tab=summary,128 minutes,,Action,Live Action,Contemporary Fiction,China,Mandarin,"September 29, 2023",,,
https://www.the-numbers.com/movie/Talk-To-Me-(2022-United-Kingdom)#tab=summary,94 minutes,,Horror,Live Action,Contemporary Fiction,United Kingdom,English,"July 26, 2023","$4,250,000","Rfor strong/bloody violent content, some sexual material and language throughout.(Rating bulletin 2777 (cert #54376), 4/5/2023)",Causeway Films
https://www.the-numbers.com/movie/Air-(2023)#tab=summary,112 minutes,,Drama,Live Action,Dramatization,United States,English,"March 05, 2023","$90,000,000","Rfor language throughout.(Rating bulletin 2756 (cert #54110), 11/2/2022)","Amazon Studios,Skydance Sports,Mandalay Pictures,Skydance Productions"
https://www.the-numbers.com/movie/Cocaine-Bear-(2023)#tab=summary,91 minutes,,Black Comedy,Live Action,Historical Fiction,United States,English,"February 22, 2023","$35,000,000","Rfor bloody violence and gore, drug content and language throughout.(Rating bulletin 2759 (Cert #54139), 11/23/2022)","Brownstone,Universal Pictures,Lord Miller,Jurassic Party Productions"
https://www.the-numbers.com/movie/Endless-Journey-(2023-China)#tab=summary,113 minutes,,Drama,Live Action,Contemporary Fiction,China,Mandarin,"December 15, 2023",,,
https://www.the-numbers.com/movie/Cheburashka-(2023-Russia)#tab=summary,113 minutes,,Adventure,Animation/Live Action,Contemporary Fiction,Russian Federation,,"January 01, 2023",,,
https://www.the-numbers.com/movie/Papa-(2023-China)#tab=summary,118 minutes,,Drama,Live Action,Contemporary Fiction,China,Mandarin,"August 18, 2023",,,
https://www.the-numbers.com/movie/No-Hard-Feelings-(2023)#tab=summary,103 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,"June 15, 2023","$45,000,000","Rfor sexual content, language, some graphic nudity and brief drug use.(Rating bulletin 2783 (cert #54232), 5/17/2023)","Excellent Cadaver,Odenkirk-Provissiero,Columbia Pictures"
https://www.the-numbers.com/movie/Boogeyman-The-(2023)#tab=summary,98 minutes,,Horror,Live Action,Contemporary Fiction,United States,English,"May 31, 2023","$35,000,000","PG-13for terror, violent content, teen drug use and some strong language.(Rating bulletin 2757 (cert #53947), 11/9/2022)",21 Laps Entertainment
https://www.the-numbers.com/movie/Goldfinger-The-(2023-China)#tab=summary,126 minutes,,Drama,Live Action,Historical Fiction,Hong Kong,"Mandarin,Cantonese","December 28, 2023",,,
https://www.the-numbers.com/movie/Last-Suspect-(2023-China)#tab=summary,119 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,China,Mandarin,"November 01, 2023",,,
https://www.the-numbers.com/movie/Roundup-No-Way-Out-The-(2023-South-Korea)#tab=summary,105 minutes,The Roundup,Action,Live Action,Contemporary Fiction,Republic of Korea,Korean,"May 31, 2023",,,"Big Punch Pictures,Hong Film,BA Entertainment"
https://www.the-numbers.com/movie/Across-the-Furious-Sea-(2023-China)#tab=summary,144 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,China,Mandarin,"November 25, 2023",,,
https://www.the-numbers.com/movie/Popes-Exorcist-The-(2023)#tab=summary,103 minutes,,Horror,Live Action,Dramatization,"United States,United Kingdom,Spain",English,"April 05, 2023","$18,000,000","Rfor violent content, language, sexual references and some nudity.(Rating bulletin 2770 (cert #54234), 2/15/2023)","Screen Gems,2.0 Entertainment,Loyola Productions"
https://www.the-numbers.com/movie/Color-Purple-The-(2023)#tab=summary,140 minutes,The Color Purple,Musical,Live Action,Historical Fiction,United States,English,"December 20, 2023",,"PG-13for mature thematic content, sexual content, violence and language.(Rating bulletin 2807 (cert #54371), 11/1/2023)","Warner Bros.,Domain Entertainment,Amblin Entertainment,OW Films,SGS Pictures,QJP"
https://www.the-numbers.com/movie/Di-Ba-Ge-Xian-Yi-Ren-(2023-Hong-Kong)#tab=summary,111 minutes,,Drama,Live Action,Contemporary Fiction,"Hong Kong,China","Mandarin,Cantonese","September 09, 2023",,,
https://www.the-numbers.com/movie/Demon-Slayer-Kimetsu-No-Yaiba-To-the-Swordsmith-Village-(2023-Japan)#tab=summary,110 minutes,Demon Slayer: Kimetsu no YaibaDemon Slayer,Adventure,Digital Animation,Fantasy,Japan,Japanese,"February 03, 2023",,"Rfor violence and bloody images.(Rating bulletin 2771 (cert #54115) (Dubbed), 2/22/2023)Rfor violence and bloody images.(Rating bulletin 2771 (cert #54116) (Subtitled), 2/22/2023)",
https://www.the-numbers.com/movie/Wo-Ai-Ni-(2023-China)#tab=summary,,,Drama,Live Action,Contemporary Fiction,China,Mandarin,"June 21, 2023",,,
https://www.the-numbers.com/movie/Jiao-Huan-Ren-Sheng-(2023-China)#tab=summary,110 minutes,,Comedy,Live Action,Contemporary Fiction,Republic of Korea,Korean,"January 22, 2023",,,
https://www.the-numbers.com/movie/Magic-Mikes-Last-Dance-(2023)#tab=summary,110 minutes,Magic Mike,Comedy,Live Action,Contemporary Fiction,United States,English,"February 08, 2023","$45,000,000","Rfor sexual material and language.(Rating bulletin 2765 (cert #54085), 1/11/2023)","Free Association,Warner Bros."
https://www.the-numbers.com/movie/65-(2022)#tab=summary,93 minutes,,Thriller/Suspense,Live Action,Science Fiction,United States,English,"March 09, 2023","$45,000,000","PG-13for intense sci-fi action and peril, and brief bloody images.(Rating bulletin 2772 (cert #53044), 3/1/2023)","Columbia Pictures,Bron Creative,Raimi Productions,Beck,Woods"
https://www.the-numbers.com/movie/Boys-in-the-Boat-The-(2023)#tab=summary,124 minutes,,Drama,Live Action,Dramatization,United States,English,"December 25, 2023","$40,000,000","PG-13for language and smoking.(Rating bulletin 2767 (cert #54238), 1/25/2023)","Metro-Goldwyn-Mayer Pictures,Spyglass Media Group,Smokehouse Pictures"
https://www.the-numbers.com/movie/Mummies-(Spain-2023)#tab=summary,,,Adventure,Digital Animation,Kids Fiction,Spain,Spanish,"January 05, 2023",,"PGfor mild action/violence and some rude material.(Rating bulletin 2758 (cert #54142), 11/16/2022)","4 Cats Pictures,Anangu Grup,Moomios Movie AIE,Atresmedia Cine,Movistar Plus,TV3"
https://www.the-numbers.com/movie/Knock-at-the-Cabin-(2023)#tab=summary,139 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"February 01, 2023","$20,000,000","Rfor violence and language.(Rating bulletin 2761 (cert #54171), 12/7/2022)",Blinding Edge Pictures
https://www.the-numbers.com/movie/I-Did-It-My-Way-(2024-Hong-Kong)#tab=summary,115 minutes,,Action,Live Action,Contemporary Fiction,"Hong Kong,China",Mandarin,"December 29, 2023",,,
https://www.the-numbers.com/movie/Asteroid-City-(2023)#tab=summary,104 minutes,,Comedy,Live Action,Historical Fiction,United States,English,"June 08, 2023",,"Rfor brief graphic nudity.(Rating bulletin 2769 (cert #54002) (Under Appeal), 2/8/2023)PG-13on appeal for brief graphic nudity, smoking and some suggestive material.(Rating bulletin 2781 (cert #54002), 5/3/2023)","Indian Paintbrush,Focus Features,American Empirical"
https://www.the-numbers.com/movie/Jesus-Revolution-(2022)#tab=summary,120 minutes,,Drama,Live Action,Dramatization,United States,English,"February 24, 2023","$15,000,000","PG-13for strong drug content involving teens and some thematic elements.(Rating bulletin 2770 (cert #54166), 2/15/2023)","Lionsgate,Kingdom Story Company"
https://www.the-numbers.com/movie/BTS-Yet-to-Come-in-Cinemas-(2023-South-Korea)#tab=summary,104 minutes,,Concert/Performance,Live Action,Factual,Republic of Korea,Korean,"February 01, 2023",,,
https://www.the-numbers.com/movie/Cha-A-Er-Zhong-(2023-China)#tab=summary,91 minutes,,Comedy,Digital Animation,Kids Fiction,China,Mandarin,"July 14, 2023",,,
https://www.the-numbers.com/movie/Zone-of-Interest-The-(2023-United-Kingdom)#tab=summary,105 minutes,,Drama,Live Action,Historical Fiction,United Kingdom,English,"December 15, 2023",,"PG-13for thematic material, some suggestive material and smoking.(Rating bulletin 2805 (cert #54334), 10/18/2023)",
https://www.the-numbers.com/movie/Big-(2023-Taiwan)#tab=summary,160 minutes,,Drama,Live Action,Contemporary Fiction,"Taiwan, Province of China",Mandarin,"November 17, 2023",,,
https://www.the-numbers.com/movie/Expend4bles-(2023)#tab=summary,104 minutes,The Expendables,Action,Live Action,Contemporary Fiction,United States,English,"September 15, 2023","$100,000,000","Rfor strong/bloody violence throughout, language and sexual material.(Rating bulletin 2794 (cert #54351), 8/2/2023)","Lionsgate,Millennium Media,Nu Boyana,Templeton Media,Grobman Films,Media Capital Technologies"
https://www.the-numbers.com/movie/Anatomie-d-une-chute-(2023-France)#tab=summary,150 minutes,,Drama,Live Action,Contemporary Fiction,France,French,"August 23, 2023","$6,600,000","Rfor some language, sexual references and violent images.(Rating bulletin 2800 (cert #54642), 9/13/2023)","Neon Films,France 2 Cinema,Auvergne Rhone Alpes Cinema,Canal Plus,Cine Plus,France Television,Le Pacte,MK2,Centre National du Cinema et de L Image Animee,Department de la Charente,CNC,Cinemage 16,Cofinova 18,Cineimage 17,Indefilms 11,Cinecap 5,Cineventure 7,Cineventure 8,Les Films Pelleas,Les Films de Pierre"
https://www.the-numbers.com/movie/Plane-(2023)#tab=summary,107 minutes,Plane,Action,Live Action,Contemporary Fiction,United States,English,"January 12, 2023","$25,000,000","Rfor violence and language.(Rating bulletin 2761 (cert #54012), 12/7/2022)","MadRiver Pictures,di Bonaventura Pictures,Lionsgate,G-Base"
https://www.the-numbers.com/movie/Missing-(2023)#tab=summary,111 minutes,Searching,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"January 20, 2023","$7,000,000","PG-13for some strong violence, language, teen drinking, and thematic material.(Rating bulletin 2734 (cert #53818), 6/1/2022)","Stage 6 Films,Screen Gems,Bazelevs Company,Search Party"
https://www.the-numbers.com/movie/Ruby-Gillman-Teenage-Kraken-(2023)#tab=summary,91 minutes,,Comedy,Digital Animation,Kids Fiction,United States,English,"June 28, 2023","$70,000,000","PGfor some action, rude humor and thematic elements.(Rating bulletin 2782 (cert #54387), 5/10/2023)",DreamWorks Animation
https://www.the-numbers.com/movie/Iron-Claw-The-(2023)#tab=summary,132 minutes,,Drama,Live Action,Dramatization,"United Kingdom,United States",English,"December 21, 2023","$15,900,000","Rfor language, suicide, some sexuality and drug use.(Rating bulletin 2813 (cert #54569), 12/13/2023)","Access Entertainment,BBC Films,A24"
https://www.the-numbers.com/movie/Thanksgiving-(2023)#tab=summary,106 minutes,Thanksgiving,Horror,Live Action,Contemporary Fiction,United States,English,"November 16, 2023","$15,000,000","Rfor strong bloody horror violence and gore, pervasive language and some sexual material.(Rating bulletin 2807 (cert #54355), 11/1/2023)","Spyglass Media Group,Tri-Star Pictures,Dragonfly Entertainment,EMP Productions"
https://www.the-numbers.com/movie/Holdovers-The-(2023)#tab=summary,133 minutes,,Comedy,Live Action,Historical Fiction,United States,English,"October 27, 2023","$13,000,000","Rfor language, some drug use and brief sexual material.(Rating bulletin 2780 (cert #53657), 4/26/2023)",Miramax Films
https://www.the-numbers.com/movie/Doraemon-the-Movie-Nobitas-Sky-Utopia-(2023-Japan)#tab=summary,107 minutes,,Adventure,Digital Animation,Science Fiction,Japan,Japanese,"March 03, 2023",,,
https://www.the-numbers.com/movie/Zhe-Me-Duo-Nian-(2023-China)#tab=summary,116 minutes,,Drama,Live Action,Contemporary Fiction,China,Mandarin,"May 20, 2023",,,
https://www.the-numbers.com/movie/Renaissance-A-Film-by-Beyonce-(2023)#tab=summary,168 minutes,,Concert/Performance,Live Action,Factual,United States,English,"November 30, 2023",,Not Rated,
https://www.the-numbers.com/movie/Zhong-Quan-Ba-Gong-(2023-China)#tab=summary,124 minutes,,Drama,Live Action,Contemporary Fiction,China,Mandarin,"March 31, 2023",,,
https://www.the-numbers.com/movie/Past-Lives-(2023)#tab=summary,105 minutes,,Drama,Live Action,Contemporary Fiction,United States,"English,Korean","June 02, 2023","$12,000,000","PG-13for some strong language.(Rating bulletin 2763 (cert #53815), 12/21/2022)",
https://www.the-numbers.com/movie/Chao-Neng-Yi-Jia-Ren-(2023-China)#tab=summary,108 minutes,,Comedy,Live Action,Fantasy,China,Mandarin,"July 21, 2023",,,
https://www.the-numbers.com/movie/Shin-Jigen-Crayon-Shin-chan-the-Movie-(2023-Japan)#tab=summary,93 minutes,,Adventure,Digital Animation,Kids Fiction,Japan,Japanese,"August 04, 2023",,,
https://www.the-numbers.com/movie/Ferrari-(2023)#tab=summary,124 minutes,,Drama,Live Action,Dramatization,United States,English,"December 14, 2023","$95,000,000","Rfor language, some sexual references and drug use.(Rating bulletin 2806 (cert #54571), 10/25/2023)","Moto Pictures,Neon Films,STX Films,Forward Pass,Storyteller Media,Ketchup Entertainment,Esme Grace,Cecchi Gori USA,Red Sea Fund,Lady Bacardi Entertainment"
https://www.the-numbers.com/movie/80-for-Brady-(2023)#tab=summary,98 minutes,,Comedy,Live Action,Contemporary Fiction,United States,English,"February 03, 2023","$28,000,000","PG-13for brief strong language, some drug content and some suggestive references.(Rating bulletin 2765 (cert #54114), 1/11/2023)","199 Productions,Fifth Season"
https://www.the-numbers.com/movie/Only-the-River-Flows-(2023-China)#tab=summary,,,Drama,Live Action,Historical Fiction,China,Mandarin,"February 11, 2023",,,
https://www.the-numbers.com/movie/Sao-Du-3-Ren-Zai-Tian-Ya-(2023-Hong-Kong)#tab=summary,125 minutes,The White Storm,Action,Live Action,Contemporary Fiction,Hong Kong,Cantonese,"July 06, 2023",,,
https://www.the-numbers.com/movie/Kingdom-3-The-Flame-of-Destiny-(2023-Japan)#tab=summary,130 minutes,Kingdom,Action,Live Action,Historical Fiction,Japan,Japanese,"July 28, 2023",,,
https://www.the-numbers.com/movie/My-Big-Fat-Greek-Wedding-3-(2023)#tab=summary,92 minutes,My Big Fat Greek Wedding,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,"September 07, 2023",,"PG-13for suggestive material and some nudity.(Rating bulletin 2789 (cert #54117), 6/28/2023)","Gold Circle Films,HBO Films,Playtone,Focus Features"
https://www.the-numbers.com/movie/Love-Life-Light-(2023-China)#tab=summary,125 minutes,,Drama,Live Action,Contemporary Fiction,China,Mandarin,"December 08, 2023",,,
https://www.the-numbers.com/movie/Smugglers-(2023-South-Korea)#tab=summary,129 minutes,,Action,Live Action,Historical Fiction,Republic of Korea,Korean,"July 26, 2023",,,
https://www.the-numbers.com/movie/Strays-(2023)#tab=summary,93 minutes,,Comedy,Animation/Live Action,Contemporary Fiction,United States,English,"August 04, 2023","$46,000,000","Rfor pervasive language, crude and sexual content, and drug use.(Rating bulletin 2751 (cert #54037), 9/28/2022)",Picturestart
https://www.the-numbers.com/movie/Dont-Call-It-Mystery-The-Movie-(2023-Japan)#tab=summary,129 minutes,,Drama,Live Action,Contemporary Fiction,Japan,Japanese,"September 15, 2023",,,
https://www.the-numbers.com/movie/Noryang-Deadly-Sea-(2023-South-Korea)#tab=summary,153 minutes,,Action,Live Action,Historical Fiction,Republic of Korea,Korean,"December 20, 2023",,,
https://www.the-numbers.com/movie/So-Long-for-Love-(2023-China)#tab=summary,105 minutes,,Drama,Live Action,Contemporary Fiction,China,Mandarin,"December 01, 2023",,,
https://www.the-numbers.com/movie/One-Life-(2023-United-Kingdom)#tab=summary,109 minutes,,Drama,Live Action,Dramatization,United Kingdom,English,"December 21, 2023",,"PGfor thematic material, smoking and some language.(Rating bulletin 2818 (cert #54821), 1/24/2024)","See-Saw Films,BBC Films,Cross City Films,FilmNation Entertainment,MBK Entertainment"
https://www.the-numbers.com/movie/Tiger-3-(2023-India)#tab=summary,150 minutes,,Action,Live Action,Contemporary Fiction,India,Hindi,"November 03, 2023",,,Yash Raj Films
https://www.the-numbers.com/movie/Tokyo-Mer-Mobile-Emergency-Room-The-Movie-(2023-Japan)#tab=summary,128 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,Japan,Japanese,"April 28, 2023",,,
https://www.the-numbers.com/movie/Bore-(2023-China)#tab=summary,107 minutes,,Action,Live Action,Contemporary Fiction,China,Mandarin,"December 16, 2023",,,
https://www.the-numbers.com/movie/Long-Ma-Jing-Shen-(2023-China)#tab=summary,126 minutes,,Action,Live Action,Contemporary Fiction,China,Mandarin,"April 06, 2023",,,
https://www.the-numbers.com/movie/Priscilla-(2023)#tab=summary,110 minutes,,Drama,Live Action,Dramatization,United States,English,"October 27, 2023","$20,000,000","Rfor drug use and some language.(Rating bulletin 2796 (cert #54581), 8/16/2023)","American Zoetrope,A24,The Apartment"
https://www.the-numbers.com/movie/Hui-Lang-Ting-(2023-China)#tab=summary,95 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,China,Mandarin,"March 05, 2023",,,
https://www.the-numbers.com/movie/Till-We-Meet-Again-on-the-Lily-Hil-(2023-Japan)#tab=summary,127 minutes,,Drama,Live Action,Contemporary Fiction,Japan,Japanese,"December 08, 2023",,,
https://www.the-numbers.com/movie/Book-Club-The-Next-Chapter-(2023)#tab=summary,107 minutes,Book Club,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,"May 10, 2023",,"PG-13for some strong language and suggestive material.(Rating bulletin 2778 (cert #54118), 4/12/2023)","Fifth Season,Apartment Story,Makeready,Focus Features"
https://www.the-numbers.com/movie/Konkeuriteu-Yutopia-(2023-South-Korea)#tab=summary,129 minutes,,Thriller/Suspense,Live Action,Science Fiction,Republic of Korea,Korean,"August 09, 2023",,,"Lotte Entertainment,815 Pictures"
https://www.the-numbers.com/movie/Po-Shchuchemu-Veleniyu-(2022-Russia)#tab=summary,,,Adventure,Live Action,Fantasy,Russian Federation,Russian,"October 26, 2023",,,
https://www.the-numbers.com/movie/Renfield#tab=summary,93 minutes,,Black Comedy,Live Action,Contemporary Fiction,United States,English,"April 06, 2023","$86,203,077","Rfor bloody violence, some gore, language throughout and some drug use.(Rating bulletin 2763 (cert #54201), 12/21/2022)",Skybound Entertainment
https://www.the-numbers.com/movie/Perfect-Days-(2023-Japan)#tab=summary,,,Drama,Live Action,Contemporary Fiction,Japan,"Japanese,English","November 10, 2023",,"PGfor some language, partial nudity and smoking.(Rating bulletin 2810 (cert #54746), 11/22/2023)",
https://www.the-numbers.com/movie/Beijing-2022-(2023-China)#tab=summary,103 minutes,,Documentary,Live Action,Factual,China,Mandarin,"May 19, 2023",,,
https://www.the-numbers.com/movie/Wo-Jing-Guo-Feng-Bao-(2023-China)#tab=summary,,,Drama,Live Action,Contemporary Fiction,China,Mandarin,"May 26, 2023",,,
