link,MPAA Rating,Running Time,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date,Production Budget,Franchise
https://www.the-numbers.com/movie/Faster-(2009)#tab=summary,"Rfor strong violence, some drug use and language.(Rating bulletin 2135, 8/18/2010)",98 minutes,Action,Live Action,Contemporary Fiction,"CBS Films,Tri-Star Pictures,Castle Rock Entertainment,State Street Pictures",United States,English,"November 24, 2010","$24,000,000",
https://www.the-numbers.com/movie/Camping-2-(2010-France)#tab=summary,,99 minutes,Comedy,Live Action,Contemporary Fiction,,France,French,,,Camping
https://www.the-numbers.com/movie/Arnacoeur-L-(2010-France)#tab=summary,Not Rated,105 minutes,Romantic Comedy,Live Action,Contemporary Fiction,"Orange Cinema Series,Banque Populaire Images,A Plus Image,Cinemage 4,Focus Features International,Script Associes,Quad Films",France,French,"September 10, 2010",,
https://www.the-numbers.com/movie/You-Again#tab=summary,"PGfor brief mild language and rude behavior(Rating bulletin 2113 (Cert #46026), 3/24/2010)",105 minutes,Comedy,Live Action,Contemporary Fiction,"Touchstone Pictures,Frontier Pictures",United States,English,"September 24, 2010","$20,000,000",
https://www.the-numbers.com/movie/Leap-Year#tab=summary,PGFor sensuality and language,119 minutes,Romantic Comedy,Live Action,Contemporary Fiction,Strand Releasing,United States,English,"January 08, 2010","$19,000,000",
https://www.the-numbers.com/movie/Golmaal-3-(2010-India)#tab=summary,Not Rated,140 minutes,Comedy,Live Action,Contemporary Fiction,,India,Hindi,"November 05, 2010",,Golmaal
https://www.the-numbers.com/movie/Robot-(2010-India)#tab=summary,Not Rated,174 minutes,Action,Animation/Live Action,Science Fiction,,India,Tamil,"October 01, 2010",,
https://www.the-numbers.com/movie/Losers-The#tab=summary,"PG-13for sequences of intense action and violence, a scene of sensuality and language(Rating bulletin 2113 (Cert #46012), 3/24/2010)",97 minutes,Action,Live Action,Contemporary Fiction,Dark Castle Entertainment,United States,English,"April 23, 2010","$25,000,000",
https://www.the-numbers.com/movie/Case-39#tab=summary,Rfor violence and terror including disturbing images,109 minutes,Horror,Live Action,Contemporary Fiction,Misher Films,"Canada,United States",English,"October 01, 2010","$27,000,000",
https://www.the-numbers.com/movie/Splice#tab=summary,"Rfor disturbing elements including strong sexuality, nudity, sci-fi violence and language(Rating bulletin 2114 (Cert #46027), 3/31/2010)",104 minutes,Horror,Animation/Live Action,Science Fiction,"Warner Bros.,Dark Castle Entertainment,Copperheart Entertainment,Gaumont","Canada,France",English,"June 04, 2010","$30,000,000",
https://www.the-numbers.com/movie/Let-Me-In#tab=summary,"Rfor strong bloody horror violence, language and a brief sexual situation.(Rating bulletin 2136, 9/1/2010)",115 minutes,Horror,Live Action,Fantasy,"EFTI,Hammer Films","United Kingdom,United States",English,"October 01, 2010","$20,000,000",
https://www.the-numbers.com/movie/Raajneeti#tab=summary,Not Rated,163 minutes,Thriller/Suspense,Live Action,Historical Fiction,,India,Hindi,"June 04, 2010",,
https://www.the-numbers.com/movie/Ramona-and-Beezus#tab=summary,G,103 minutes,Comedy,Live Action,Kids Fiction,"Fox 2000 Pictures,Walden Media,Di Novi Pictures",United States,English,"July 23, 2010","$15,000,000",
https://www.the-numbers.com/movie/Maos-Last-Dancer#tab=summary,"PGfor a brief violent image, some sensuality, language and incidental smoking(Rating bulletin 2118, 4/28/2010)",117 minutes,Drama,Live Action,Dramatization,Great Scott Productions,United States,"English,Mandarin","August 20, 2010","$18,000,000",
https://www.the-numbers.com/movie/Tees-Maar-Khan-(2010-India)#tab=summary,Not Rated,135 minutes,Comedy,Live Action,Contemporary Fiction,,India,Hindi,"December 22, 2010",,
https://www.the-numbers.com/movie/Lottery-Ticket#tab=summary,"PG-13for sexual content, language including a drug reference, some violence and brief underage drinking.(Rating bulletin 2117, 4/21/2010)",95 minutes,Comedy,Live Action,Contemporary Fiction,"Burg-Knoules,Cube Vision",United States,English,"August 20, 2010","$17,000,000",
https://www.the-numbers.com/movie/Soul-Kitchen#tab=summary,Not Rated,,,,,,Germany,German,"April 02, 2010","$4,900,000",
https://www.the-numbers.com/movie/I-Love-You-Phillip-Morris#tab=summary,"Rfor sexual content including strong dialogue, and language",100 minutes,Comedy,Live Action,Contemporary Fiction,EuropaCorp,"France,United States",English,"December 03, 2010","$13,000,000",
https://www.the-numbers.com/movie/Three-Kingdoms-Resurrection-of-the-Dragon#tab=summary,RFor bloody battle sequences,,Action,Live Action,Historical Fiction,,"Republic of Korea,Hong Kong,China",,,"$20,000,000",
https://www.the-numbers.com/movie/Io-Loro-e-Lara#tab=summary,,,,,,,Italy,Italian,,,
https://www.the-numbers.com/movie/Just-Wright#tab=summary,PGfor suggestive material and brief language,100 minutes,Romantic Comedy,Live Action,Contemporary Fiction,"Fox Searchlight Pictures,Flavor Unit Films,Debra Martin Chase",United States,English,"May 14, 2010","$12,000,000",
https://www.the-numbers.com/movie/Fair-Game-(2010)#tab=summary,"PG-13for some language(Rating bulletin 2117, 4/21/2010)",105 minutes,Drama,Live Action,Dramatization,"Hypnotic,Weed Road Pictures,Zucker Pictures,River Road Entertainment,Image Nation Abu Dhabi,Participant Media",United States,English,"November 05, 2010",,
https://www.the-numbers.com/movie/Our-Family-Wedding#tab=summary,PG-13for some sexual content and brief strong language.,103 minutes,Comedy,Live Action,Contemporary Fiction,"Fox Searchlight Pictures,Sneak Preview Entertainment",United States,English,"March 12, 2010","$14,000,000",
https://www.the-numbers.com/movie/Buried#tab=summary,"Rfor language and some violent content.(Rating bulletin 2133, 11/8/2010)",94 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"The Safran Company,Versus Entertainment,Dark Trick Films,Kinology,Studio 37","Spain,Australia",English,"September 24, 2010","$1,987,650",
https://www.the-numbers.com/movie/Country-Strong#tab=summary,"PG-13for thematic elements involving alcohol abuse and some sexual content.(Rating bulletin 2145, 11/3/2010)",120 minutes,Drama,Live Action,Contemporary Fiction,"Material Pictures,Screen Gems",United States,English,"December 22, 2010","$15,000,000",
https://www.the-numbers.com/movie/Nutcracker-in-3D-The#tab=summary,"PGfor thematic material, scary images, action and brief smoking.(Rating bulletin 2143, 10/20/2010)",108 minutes,Musical,Animation/Live Action,Kids Fiction,"Vnesheconombank,Nutcracker Holdings,HCC Media Group","United Kingdom,Hungary",English,"November 24, 2010","$90,000,000",
https://www.the-numbers.com/movie/Another-Year#tab=summary,"PG-13for some language.(Rating bulletin 2136, 9/1/2010)",129 minutes,Drama,Live Action,Contemporary Fiction,"Thin Man Films,Film4,UK Film Council",United Kingdom,English,"November 05, 2010","$8,000,000",
https://www.the-numbers.com/movie/Prophete-Un#tab=summary,"RFor strong violence, sexual content, nudity, language and drug material",149 minutes,Drama,Live Action,Contemporary Fiction,,France,French,"February 26, 2010","$13,000,000",
https://www.the-numbers.com/movie/Youth-in-Revolt#tab=summary,"Rfor sexual content, language and drug use.",90 minutes,Comedy,Live Action,Contemporary Fiction,"Dimension Films,David Permut,Shangri-La Entertainment",United States,English,"January 08, 2010","$18,000,000",
https://www.the-numbers.com/movie/71-Into-the-Fire#tab=summary,Not Rated,,Drama,,,,Republic of Korea,Korean,"July 30, 2010",,
https://www.the-numbers.com/movie/Micmacs#tab=summary,"Rfor some sexuality and brief violence.(Rating bulletin 2104, 1/20/2010)",105 minutes,Comedy,Live Action,Contemporary Fiction,,France,French,"May 28, 2010","$42,000,000",
https://www.the-numbers.com/movie/Housefull#tab=summary,Not Rated,135 minutes,Romantic Comedy,Live Action,Contemporary Fiction,,India,Hindi,"April 30, 2010","$10,100,000",
https://www.the-numbers.com/movie/Rec-2#tab=summary,"Rfor strong bloody violence, disturbing images and pervasive language(Rating bulletin 2122, 5/26/2010)",,,,,,Spain,Spanish,"July 09, 2010","$5,600,000",[REC]
https://www.the-numbers.com/movie/Repo-Men#tab=summary,"Rfor strong bloody violence, grisly images, language and some sexuality/nudity.",111 minutes,Action,Live Action,Science Fiction,"Universal Pictures,Relativity Media,Stuber Pictures",United States,English,"March 19, 2010","$32,000,000",
https://www.the-numbers.com/movie/Oxford-Murders-The#tab=summary,"Rfor language, sexual content/nudity and some violence/disturbing images(Rating bulletin 2118, 4/28/2010)",108 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Tornasol Films,Telecinco Cinema,La Fabrique de Films,Tele 5,Canal Plus","Spain,United Kingdom,France",English,"August 06, 2010","$10,000,000",
https://www.the-numbers.com/movie/Boodanggeorae-(S-Korea)#tab=summary,,119 minutes,Drama,Live Action,Contemporary Fiction,,Republic of Korea,Korean,"October 28, 2010",,
https://www.the-numbers.com/movie/Kites#tab=summary,Not Rated,131 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,,India,English,"May 21, 2010","$9,200,000",
https://www.the-numbers.com/movie/Somewhere-(2010)#tab=summary,"Rfor sexual content, nudity and language",98 minutes,Drama,Live Action,Contemporary Fiction,"Tohokushinsha,Medusa Film,Pathe,Focus Features,American Zoetrope",United States,English,"December 16, 2010","$7,000,000",
https://www.the-numbers.com/movie/Herisson-Le#tab=summary,Not Rated,,Drama,Animation/Live Action,Contemporary Fiction,,France,French,"March 12, 2010",,
https://www.the-numbers.com/movie/My-Soul-to-Take#tab=summary,"Rfor strong bloody violence, and pervasive language including sexual references",107 minutes,Horror,Live Action,Contemporary Fiction,Rogue Pictures,United States,English,"October 08, 2010","$25,000,000",
https://www.the-numbers.com/movie/Blue-Valentine#tab=summary,"NC-17for a scene of explicit sexual content.(Rating bulletin 2148, 11/24/2010)Rfor strong graphic sexual content, language, and a beating.(Rating bulletin 2151, 12/15/2010)",120 minutes,Drama,Live Action,Contemporary Fiction,"Incentive Filmed Entertainment,Silverwood Films,Hunting Lane Films,Chrysler,Shade Pictures,Motel Movies,Cottage Industries",United States,English,"December 29, 2010","$1,000,000",
https://www.the-numbers.com/movie/Sea-Rex-3D#tab=summary,Not Rated,41 minutes,Documentary,Animation/Live Action,Factual,3D Entertainment Films,"United Kingdom,France",English,"May 28, 2010","$5,000,000",
https://www.the-numbers.com/movie/Winters-Bone-(2010)#tab=summary,"Rfor some drug material, language and violent content.(Rating bulletin 2112 (Cert #45999), 3/17/2010)",100 minutes,Drama,Live Action,Contemporary Fiction,"Anonymous Content,Winter's Bone Productions, LLC.",United States,English,"June 11, 2010","$2,000,000",
https://www.the-numbers.com/movie/Incendies#tab=summary,"Rfor some strong violence and language.(Rating bulletin 2155, 1/19/2011)",130 minutes,Drama,Live Action,Contemporary Fiction,"Micro_Scope,TS Prods,Phi Group,Telefilm Canada,Sodec,Mini-treaty Canada-France,Radio-Canada Television,Cogeco Program Development Fund,Super Ecran,The Movie Network,CNC","Canada,France","Arabic,French","September 17, 2010","$6,800,000",
https://www.the-numbers.com/movie/Extraordinary-Measures#tab=summary,"PGFor thematic material, language and a mild suggestive moment",106 minutes,Drama,Live Action,Dramatization,Double Feature Films,United States,English,"January 22, 2010","$31,000,000",
https://www.the-numbers.com/movie/Once-Upon-a-Time-in-Mumbai#tab=summary,Not Rated,134 minutes,Action,Live Action,Contemporary Fiction,,India,Hindi,"July 30, 2010",,
https://www.the-numbers.com/movie/Anjaana-Anjaani#tab=summary,Not Rated,147 minutes,Romantic Comedy,Live Action,Contemporary Fiction,,India,Hindi,"October 01, 2010",,
https://www.the-numbers.com/movie/Last-Station-The#tab=summary,RFor a scene of sexuality/nudity,110 minutes,Drama,Live Action,Dramatization,,Germany,English,"January 15, 2010","$18,000,000",
https://www.the-numbers.com/movie/Made-in-Dagenham#tab=summary,"Rfor language and brief sexuality.(Rating bulletin 2136, 9/1/2010)",113 minutes,Drama,Live Action,Dramatization,"Lipsync Productions,BMS Finance,UKFC,Audley Films,BBC Films,Number 9 Films",United Kingdom,English,"November 19, 2010","$8,000,000",
https://www.the-numbers.com/movie/Raavan#tab=summary,Not Rated,131 minutes,Action,Live Action,Contemporary Fiction,,India,Hindi,"June 18, 2010",,
https://www.the-numbers.com/movie/Io-sono-l-amore#tab=summary,Rfor sexuality and nudity.,119 minutes,Drama,Live Action,Historical Fiction,,Italy,Italian,"June 18, 2010","$10,000,000",
https://www.the-numbers.com/movie/I-Hate-Luv-Storys#tab=summary,Not Rated,,Romantic Comedy,Live Action,Contemporary Fiction,,India,,"July 02, 2010",,
https://www.the-numbers.com/movie/Vykrutasy#tab=summary,,,Romantic Comedy,Live Action,Contemporary Fiction,,Russian Federation,Russian,,,
https://www.the-numbers.com/movie/Chloe#tab=summary,"Rfor strong sexual content including graphic dialogue, nudity and language.(Rating bulletin 2103, 1/13/2010)",96 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"StudioCanal,Montecito Picture Company","United States,Canada,France",English,"March 26, 2010","$13,000,000",
https://www.the-numbers.com/movie/Babies#tab=summary,PGFor cultural and maternal nudity throughout,79 minutes,Documentary,Live Action,Factual,,France,"English,Japanese,Mongolian,Afrikaans","May 07, 2010",,
https://www.the-numbers.com/movie/Harry-Brown#tab=summary,"Rfor strong violence and language throughout, drug use and sexual content(Rating bulletin 2103, 1/13/2010)",103 minutes,Thriller/Suspense,Live Action,,"Samuel Goldwyn Films,MARV Films,UK Film Council,HanWay Films,Prescience,Framestore Features",United Kingdom,English,"April 30, 2010","$7,300,000",
https://www.the-numbers.com/movie/Action-Replayy#tab=summary,Not Rated,129 minutes,Drama,Live Action,Contemporary Fiction,,India,Hindi,"November 05, 2010",,
https://www.the-numbers.com/movie/Conviction#tab=summary,Rfor language and some violent images.,96 minutes,Drama,Live Action,Dramatization,"Longfellow Pictures,Prescience,Oceana Media Finance",United States,English,"October 15, 2010","$12,500,000",
https://www.the-numbers.com/movie/Beauty-and-the-Beast-(2010)#tab=summary,"Rfor violent content(Rating bulletin 2125, 6/16/2010)",90 minutes,Drama,Live Action,Fantasy,,"Australia,Canada",English,"February 11, 2010",,
https://www.the-numbers.com/movie/Khatta-Meetha-(2010-India)#tab=summary,Not Rated,158 minutes,Comedy,Live Action,Contemporary Fiction,,India,Hindi,"July 23, 2010",,
https://www.the-numbers.com/movie/Never-Let-Me-Go#tab=summary,"RFor some sexuality and nudity.(Rating bulletin 2123, 6/2/2010)",120 minutes,Drama,Live Action,Science Fiction,"DNA Films,Film4,Dune Entertainment",United Kingdom,English,"September 15, 2010","$15,000,000",
https://www.the-numbers.com/movie/Jonah-Hex#tab=summary,"PG-13for intense sequences of violence and action, disturbing images and sexual content(Rating bulletin 2125, 6/16/2010)",81 minutes,Action,Live Action,Historical Fiction,"Warner Bros.,Legendary Pictures,Mad Chance,Weed Road Pictures",United States,English,"June 18, 2010","$47,000,000",
https://www.the-numbers.com/movie/Samyy-luchshiy-film-3#tab=summary,,,Comedy,Live Action,Contemporary Fiction,,Russian Federation,Russian,,,
https://www.the-numbers.com/movie/Get-Low#tab=summary,PG-13For some thematic material and brief violent content,100 minutes,Drama,Live Action,Historical Fiction,,United States,English,"July 30, 2010","$7,000,000",
https://www.the-numbers.com/movie/Looking-for-Eric#tab=summary,Not Rated,,,,,,"United Kingdom,Spain,Italy,France,Belgium",English,"May 14, 2010",,
https://www.the-numbers.com/movie/Tuche-Les#tab=summary,,95 minutes,Comedy,Live Action,Contemporary Fiction,,France,French,,,
https://www.the-numbers.com/movie/Snabba-Cash-(2010-Sweden)#tab=summary,"Rfor strong violence, pervasive language, drug content and some sexuality.(Rating bulletin 2147, 11/17/2010)",119 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,Tre Vanner Productions,"United States,Sweden","Swedish,Spanish,Serbian,English","January 15, 2010","$4,300,000",Snabba Cash
https://www.the-numbers.com/movie/Cyrus-(2010)#tab=summary,RFor language and some sexual material,92 minutes,Comedy,Live Action,Contemporary Fiction,Scott Free Films,United States,English,"June 18, 2010","$7,000,000",
https://www.the-numbers.com/movie/Harry-Potter-and-the-Deathly-Hallows-Part-II#tab=summary,"PG-13for some sequences of intense action violence and frightening images.(Rating bulletin 2177, 6/22/2011)",131 minutes,Adventure,Animation/Live Action,Fantasy,"Warner Bros.,Heyday Films","United Kingdom,United States",English,"July 13, 2011","$125,000,000",Harry Potter
https://www.the-numbers.com/movie/Harry-Potter-and-the-Deathly-Hallows-Part-II#tab=summary,"PG-13for some sequences of intense action violence and frightening images.(Rating bulletin 2177, 6/22/2011)",131 minutes,Adventure,Animation/Live Action,Fantasy,"Warner Bros.,Heyday Films","United Kingdom,United States",English,"July 13, 2011","$125,000,000",Harry Potter
https://www.the-numbers.com/movie/Transformers-Dark-of-the-Moon-(2011)#tab=summary,"PG-13for intense prolonged sequences of sci-fi action violence, mayhem and destruction, and for language, some sexuality and innuendo.(Rating bulletin 2172, 5/18/2011)",154 minutes,Action,Animation/Live Action,Science Fiction,"Paramount Pictures,di Bonaventura Pictures,Hasbro Studios",United States,English,"June 29, 2011","$195,000,000",Transformers
https://www.the-numbers.com/movie/Pirates-of-the-Caribbean-On-Stranger-Tides#tab=summary,"PG-13for intense sequences of action/adventure violence, some frightening images, sensuality and innuendo.(Rating bulletin 2170, 5/4/2011)",136 minutes,Adventure,Live Action,Historical Fiction,Walt Disney Pictures,United States,English,"May 20, 2011","$379,000,000",Pirates of the Caribbean
https://www.the-numbers.com/movie/Mission-Impossible-Ghost-Protocol#tab=summary,"PG-13for sequences of intense action and violence.(Rating bulletin 2197, 11/9/2011)",132 minutes,Action,Live Action,Contemporary Fiction,"Paramount Pictures,Skydance Productions,Tom Cruise Productions,Bad Robot",United States,"English,Swedish,Russian,Arabic,Hindi","December 14, 2011","$145,000,000",Mission: Impossible
https://www.the-numbers.com/movie/Twilight-Saga-Breaking-Dawn-Part-1-The#tab=summary,"PG-13for disturbing images, violence, sexuality/partial nudity and some thematic elements.(Rating bulletin 2190, 9/21/2011)",117 minutes,Drama,Live Action,Fantasy,"Temple Hill Entertainment,Sunswept Entertainment,Summit Entertainment",United States,English,"November 17, 2011","$127,500,000",Twilight
https://www.the-numbers.com/movie/Kung-Fu-Panda-2#tab=summary,"PGfor sequences of martial arts action and mild violence.(Rating bulletin 2163, 3/16/2011)",90 minutes,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,United States,English,"May 26, 2011","$150,000,000",Kung Fu Panda
https://www.the-numbers.com/movie/Fast-Five#tab=summary,"PG-13for intense sequences of violence and action, sexual content and language.(Rating bulletin 2166, 4/6/2011)",130 minutes,Action,Live Action,Contemporary Fiction,"Universal Pictures,Original Film,One Race Films",United States,English,"April 21, 2011","$125,000,000",Fast and the Furious
https://www.the-numbers.com/movie/Hangover-Part-II-The#tab=summary,"Rfor pervasive language, strong sexual content including graphic nudity, drug use and brief violent images.(Rating bulletin 2169, 4/27/2011)",102 minutes,Comedy,Live Action,Contemporary Fiction,"Warner Bros.,Legendary Pictures,Green Hat Films",United States,"English,English","May 26, 2011","$80,000,000",Hangover
https://www.the-numbers.com/movie/Smurfs-The#tab=summary,"PGfor mild rude humor and action.(Rating bulletin 2178, 6/29/2011)",103 minutes,Adventure,Animation/Live Action,Kids Fiction,"Sony Pictures Animation,Kerner Entertainment Company",United States,English,"July 29, 2011","$110,000,000",The Smurfs
https://www.the-numbers.com/movie/Cars-2#tab=summary,"G(Rating bulletin 2173, 5/25/2011)",107 minutes,Adventure,Digital Animation,Kids Fiction,"Disney-Pixar,Walt Disney Pictures",United States,English,"June 23, 2011","$200,000,000",Cars
https://www.the-numbers.com/movie/Puss-in-Boots#tab=summary,"PGfor some adventures, action and mild rude humor.(Rating bulletin 2188, 9/7/2011)",90 minutes,Adventure,Digital Animation,Kids Fiction,"Paramount Pictures,DreamWorks Animation",United States,English,"October 28, 2011","$130,000,000",ShrekPuss in Boots
https://www.the-numbers.com/movie/Sherlock-Holmes-A-Game-of-Shadows-(2011)#tab=summary,"PG-13for intense sequences of violence and action, and some drug material.(Rating bulletin 2199, 11/23/2011)",129 minutes,Action,Live Action,Historical Fiction,"Warner Bros.,Village Roadshow Productions,Silver Pictures,Wigram Productions",United States,English,"December 16, 2011","$125,000,000",Sherlock Holmes
https://www.the-numbers.com/movie/Rio-(2011)#tab=summary,"PGfor mild off color humor.(Rating bulletin 2159, 2/16/2011)G(Rating bulletin 2163, 3/16/2011)",96 minutes,Adventure,Digital Animation,Kids Fiction,"20th Century Fox Animation,Blue Sky Studios",United States,"English,Portuguese","April 07, 2011","$90,000,000",Rio
https://www.the-numbers.com/movie/Intouchables-Les#tab=summary,"Rfor language and some drug use.(Rating bulletin 2223, 5/16/2012)",110 minutes,Comedy,Live Action,Contemporary Fiction,"Gaumont,Quad Films,TF1 Film Productions,Ten Films,Chaocorp,Canal Plus,Cinecinema",France,French,"November 02, 2011","$10,800,000",
https://www.the-numbers.com/movie/Rise-of-the-Planet-of-the-Apes#tab=summary,"PG-13for intense and frightening sequences of action and violence.(Rating bulletin 2180, 7/13/2011)",120 minutes,Adventure,Animation/Live Action,Science Fiction,"20th Century Fox,Dune Entertainment,Chernin Entertainment",United States,English,"August 05, 2011","$93,000,000",Planet of the Apes
https://www.the-numbers.com/movie/Thor#tab=summary,"PG-13for sequences of intense sci-fi action and violence.(Rating bulletin 2166, 4/6/2011)",113 minutes,Action,Live Action,Super Hero,"Marvel Studios,Paramount Pictures,Marvel Entertainment",United States,English,"April 29, 2011","$150,000,000",ThorMarvel Cinematic Universe
https://www.the-numbers.com/movie/Adventures-of-Tintin-The#tab=summary,"PGfor adventure action violence, some drunkenness and brief smoking.(Rating bulletin 2194, 10/19/2011)",104 minutes,Adventure,Digital Animation,Contemporary Fiction,"Paramount Pictures,Columbia Pictures,Amblin Entertainment,Wingnut Films,The Kennedy/Marshall Company",United States,English,"October 28, 2011","$130,000,000",Tintin
https://www.the-numbers.com/movie/Captain-America-The-First-Avenger#tab=summary,"PG-13for intense sequences of sci-fi violence and action.(Rating bulletin 2180, 7/13/2011)",124 minutes,Action,Live Action,Super Hero,"Paramount Pictures,Marvel Studios",United States,English,"July 22, 2011","$140,000,000",Captain AmericaMarvel Cinematic Universe
https://www.the-numbers.com/movie/X-Men-First-Class#tab=summary,"PG-13for intense sequences of action and violence, some sexual content including brief partial nudity and language.(Rating bulletin 2171, 5/11/2011)",132 minutes,Action,Live Action,Super Hero,"Marvel Studios,Dune Entertainment,Bad Hat Harry Productions,Donners’ Company,Ingenious Media,Big Screen Prods","United States,United Kingdom",English,"June 03, 2011","$160,000,000",X-Men
https://www.the-numbers.com/movie/Alvin-and-the-Chipmunks-Chipwrecked#tab=summary,"G(Rating bulletin 2198, 11/16/2011)",87 minutes,Adventure,Animation/Live Action,Kids Fiction,"Fox 2000 Pictures,Regency Enterprises,Bagdasarian Company",United States,English,"December 14, 2011","$80,000,000",Alvin and the Chipmunks
https://www.the-numbers.com/movie/Bridesmaids#tab=summary,"Rfor some strong sexuality, and language throughout.(Rating bulletin 2156, 1/26/2011)",120 minutes,Comedy,Live Action,Contemporary Fiction,"Universal Pictures,Relativity Media",United States,English,"May 13, 2011","$32,500,000",
