link,Running Time,Keywords,Source,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date
https://www.the-numbers.com/movie/Cafe-Society-(2016)#tab=summary,96 minutes,"1930s,Set in New York City,Set in Hollywood,Movie Business,Romance,Directing Yourself,Screenplay Written By the Star,Voiceover/Narration,Romantic Drama,Relationships Gone Wrong,Love Triangle,Infidelity,The Other Woman",Original Screenplay,Drama,Live Action,Historical Fiction,"Gravier Productions,Amazon Studios,Perdido",United States,English,"May 20, 2016"
https://www.the-numbers.com/movie/Feng-Shen-Bang-(2016-Hong-Kong)#tab=summary,109 minutes,"Gods and Goddesses,Demons,Royalty,War,Action Adventure,Chinese Mythology",Based on Fiction Book/Short Story,Action,Live Action,Historical Fiction,"China Star Entertainment Group,Huayi Brothers Corp.","Hong Kong,China","Mandarin,Cantonese","July 28, 2016"
https://www.the-numbers.com/movie/Almost-Christmas#tab=summary,107 minutes,"Christmas,Christmas in November,Family Reunion,African Americans,Dysfunctional Family,Ensemble,Generational Conflict,Widow/Widower,Romance,Divorcée Romance,Comedy Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Universal Pictures,Will Packer Productions,Perfect World Pictures",United States,English,"November 11, 2016"
https://www.the-numbers.com/movie/Robinson-Crusoe-(2015)#tab=summary,91 minutes,"Marooned,Talking Animals,Animal Lead,Revenge,Pirates,3-D,3-D - Shot in 3-D,Family Adventure",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"StudioCanal,nWave Pictures,Illuminata Pictures","Belgium,France","English,French,German","February 04, 2016"
https://www.the-numbers.com/movie/Forest-The#tab=summary,93 minutes,"Set in Japan,Suicide,Death of a Sibling,Missing Person,Twins,Same Actor, Multiple Roles,Set in Mount Fuji,Haunting,Supernatural,Supernatural Horror",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Lava Bear Films,Phantom Four,AI Film",United States,English,"January 07, 2016"
https://www.the-numbers.com/movie/Witch-The#tab=summary,90 minutes,"1600s,Missing Child,Witches,Colonial United States,Twins,Hallucinations,Isolation Horror,Cabin in the Woods,Demons,Possessed,Religious,Orthodox Religion,Dysfunctional Family,Intertitle,Sundance Film Festival 2015",Original Screenplay,Horror,Live Action,Historical Fiction,"A24,Parts and Labor,RT Features,Rooks Nest Entertainment,Maiden Voyage Films,Mott Street Pictures,Code Red,Scythia Films,Pulse Films,Special Projects","United States,Brazil,United Kingdom,Canada",English,"February 19, 2016"
https://www.the-numbers.com/movie/Love-O2O-(2016-China)#tab=summary,105 minutes,"Romantic Drama,Romance,Love at First Sight,Video Game",Original Screenplay,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"August 11, 2016"
https://www.the-numbers.com/movie/Deok-hye-ong-ju-(2016-South-Korea)#tab=summary,127 minutes,"Prince/Princess,Royalty,Arranged Marriage,Mental Hospital,Exile,Biographical Drama,Set in Japan,Set in Korea,1920s,1930s,1960s,Mental Illness",Based on Real Life Events,Drama,Live Action,Dramatization,"Digital Concepts Group Plus,Lotte Entertainment,Hive Media,Ho Film,DCG Plus",Republic of Korea,Korean,"July 26, 2016"
https://www.the-numbers.com/movie/Minha-Mae-e-uma-Peca-2-O-Filme-(2016-Brazil)#tab=summary,96 minutes,"Family Comedy,Empty Nest,Dysfunctional Family,Genderbending Casting,Cross-Dressing,Screenplay Written By the Star,LGBTQ+",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Brazil,Portuguese,"December 23, 2016"
https://www.the-numbers.com/movie/Sherlock-The-Abominable-Bride-(2016-United-Kingdom)#tab=summary,,"Crime Drama,Private Investigator,1800s,Set in London",Based on TV,Drama,Live Action,Fantasy,"BBC Wales,Masterpiece PBS,Hartswood Films",United Kingdom,English,"January 01, 2016"
https://www.the-numbers.com/movie/Blair-Witch-(2016)#tab=summary,89 minutes,"Found Footage,Legacy Sequel,Missing Person,Supernatural,Found footage horror",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Lionsgate,Vertigo Entertainment,Room 101,Snoot Entertainment",United States,English,"September 15, 2016"
https://www.the-numbers.com/movie/A-Ga-ssi-(2016-South-Korea)#tab=summary,145 minutes,"Set in Japan,1930s,False Identity,Confidence Men,LGBTQ+,Modern Adaptation,Romance,Relationships Gone Wrong,Intertitle,Non-Chronological,Suicide,Inheritance,Erotic Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Historical Fiction,"Moho Films,Yong Film,CJ Entertainment,Korea Post,Idea Bridge Asset Management,KDB Bank,Meritz Insurance,Shinhan Life Insurance Co,Hyundai Marine & Fire Insurance,SolaireInvestments,Interpark Corporation,kth,Isu Venture Capital Company,Pan Entertainment",Republic of Korea,"Korean,Japanese","May 25, 2016"
https://www.the-numbers.com/movie/Crouching-Tiger-Hidden-Dragon-Sword-of-Destiny-(2016-China)#tab=summary,110 minutes,"Redemption,Martial Arts,Martial Arts Master,Early / Simultaneous Video-on-Demand release,3-D,3-D - Post-production Conversion,IMAX: DMR,Action Adventure,Wuxia,Legacy Sequel",Based on Fiction Book/Short Story,Action,Live Action,Fantasy,"China Film Group,Pegasus Taihe Entertainment,Weinstein Company,Yucaipa Films","United States,Hong Kong",English,"February 18, 2016"
https://www.the-numbers.com/movie/Mission-Milano-(2016-China)#tab=summary,102 minutes,"Action Comedy,Terrorism,Inventor,Corporate Espionage,Alzheimer",Original Screenplay,Action,Live Action,Contemporary Fiction,,"China,Hong Kong",Mandarin,"September 30, 2016"
https://www.the-numbers.com/movie/Hell-or-High-Water#tab=summary,102 minutes,"Texas,Money Troubles,Bank Foreclosure,Bank Robbery,Texas Ranger,Heist,2017 Oscars Best Picture Nominee,Native Americans,Recidivism,Contemporary Western,Film Noir,Crime",Original Screenplay,Western,Live Action,Contemporary Fiction,"Sidney Kimmel Entertainment,Film 44,CBS Films,MWM Studios",United States,English,"August 12, 2016"
https://www.the-numbers.com/movie/Jackie-(2016)#tab=summary,99 minutes,"1960s,Political Assassination,Fashion,Death of a Spouse or Fiancée / Fiancé,Political Campaign,Washington, D.C.,Texas,Biographical Drama,Biography",Based on Real Life Events,Drama,Live Action,Dramatization,"Wild Bunch,Protozoa Pictures,LD Entertainment,Why Not Productions,Fabula,Endemol Shine","United States,France,Chile",English,"December 02, 2016"
https://www.the-numbers.com/movie/Nobunaga-Concerto-The-Movie-(Japan)-(2016)#tab=summary,126 minutes,"Comedy Drama,Time Travel,Novel or Other Work Adapted by Author",Based on Comic/Graphic Novel,Comedy,Live Action,Science Fiction,,Japan,,"January 22, 2016"
https://www.the-numbers.com/movie/Absolutely-Fabulous-The-Movie#tab=summary,91 minutes,"Celebrity Worship,Gratuitous Cameos,Fugitive / On the Run,Accidental Death,Models,Musicians,Fashion,Satirical Comedy,Satire",Based on TV,Comedy,Live Action,Contemporary Fiction,"Fox Searchlight Pictures,BBC Films,DJ Films,Saunders & French",United Kingdom,English,"July 01, 2016"
https://www.the-numbers.com/movie/Eye-in-the-Sky#tab=summary,102 minutes,"Posthumous Release,Action Thriller,War,Terrorism,Suicide Bomber,Kenya",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Entertainment One,Raindog Films",United Kingdom,English,"March 11, 2016"
https://www.the-numbers.com/movie/Tuche-2-Les-Le-reve-americain-(2016-France)#tab=summary,94 minutes,"Family Comedy,Culture Clash,College,Vacation,Dysfunctional Family",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,France,French,"February 03, 2016"
https://www.the-numbers.com/movie/Pandora-(2016-South-Korea)#tab=summary,136 minutes,"Survival Thriller,Disaster,Government Bureaucracy",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,Republic of Korea,Korean,"November 15, 2016"
https://www.the-numbers.com/movie/Nocturnal-Animals#tab=summary,116 minutes,"Film Noir,Set in Los Angeles,Writing and Writers,Relationships Gone Wrong,Infidelity,Non-Chronological,One Last Job,Sex Crimes,Death of a Spouse or Fiancée / Fiancé,Death of a Son or Daughter,Cancer,Same Actor, Multiple Roles,Dysfunctional Family,Psychological Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Focus Features,Fade to Black Productions",United States,English,"November 04, 2016"
https://www.the-numbers.com/movie/Silent-Voice-A-(2016-Japan)#tab=summary,129 minutes,"Anime,Life Drama,Elementary School,Middle School,Bullies,Deaf,Suicide,Depression,Dysfunctional Family,Coma",Based on Comic/Graphic Novel,Drama,Digital Animation,Contemporary Fiction,"Kyoto Animation,Pony Canyon,ABC Animation,Chorus,Shochiku Company,Kodansha,Animation Do",Japan,Japanese,"September 16, 2016"
https://www.the-numbers.com/movie/Bounty-Hunters-(2016-China)#tab=summary,105 minutes,"Action Comedy,Bounty Hunter,Special Ops,Interpol,Terrorism,Framed,Fugitive / On the Run,Professional Rivalry",Original Screenplay,Action,Live Action,Contemporary Fiction,,"China,Republic of Korea",Korean,"June 10, 2016"
https://www.the-numbers.com/movie/Os-Dez-Mandamentos-O-Filme-(2016-Brazil)#tab=summary,120 minutes,"Faith-Based Drama,Ancient Egypt",Based on Religious Text,Drama,Live Action,Historical Fiction,,Brazil,Portuguese,"January 28, 2016"
https://www.the-numbers.com/movie/Ansatsu-kyoshitsu-sotsugyo-hen-(2016-Japan)#tab=summary,118 minutes,"Action Comedy,High School,Bad Teachers,Assassination,End of the World,Hitmen,Live Action Remake",Based on Comic/Graphic Novel,Action,Live Action,Contemporary Fiction,,Japan,Japanese,"March 25, 2016"
https://www.the-numbers.com/movie/Masterminds-(2015)#tab=summary,95 minutes,"Heist,No Honor Among Thieves,Crime Comedy,1990s,Hitmen,Set in Mexico,Set in North Carolina,FBI",Based on Real Life Events,Comedy,Live Action,Historical Fiction,"Relativity Media,Surefire Entertianment Capital,Michaels/Goldwyn",United States,English,"September 23, 2016"
https://www.the-numbers.com/movie/When-the-Bough-Breaks#tab=summary,107 minutes,"African Americans,Unconventional Pregnancies,Obsession,Psychological Thriller,Killing in Self Defence",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Screen Gems,Unique Features",United States,English,"September 08, 2016"
https://www.the-numbers.com/movie/Norm-of-the-North#tab=summary,93 minutes,"Animal Lead,Talking Animals,Set in New York City,Environment,Corporate Malfeasance,Family Adventure",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Splash Entertianment,Lionsgate,Assemblage Entertainment,Telegael","United States,India",English,"January 14, 2016"
https://www.the-numbers.com/movie/S-Storm-(2016-China)#tab=summary,95 minutes,"Government Corruption,Soccer,Gambling,Assassination,Hong Kong,Action Thriller,Crime",Original Screenplay,Action,Live Action,Contemporary Fiction,"Pegasus Motion Pictures,My Pictures Studio,Shanghai Jiaxi Cultural Comunications","China,Hong Kong",Cantonese,"September 14, 2016"
https://www.the-numbers.com/movie/Billy-Lynns-Long-Halftime-Walk#tab=summary,110 minutes,"War,Iraq War,Returning Soldiers,3-D,3-D - Shot in 3-D,War Drama,Filmed in United States,Filmed in Morocco",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Film4,Ink Factory,Studio 8,Tri-Star Pictures,LStar Capital,Bona Film Group,Marc Platt Productions",United States,English,"November 09, 2016"
https://www.the-numbers.com/movie/Perfetti-sconosciuti-(Italy)#tab=summary,97 minutes,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Italy,Italian,"February 10, 2016"
https://www.the-numbers.com/movie/Guan-yun-chang#tab=summary,,,,,,,,China,,
https://www.the-numbers.com/movie/Viking-(Russia)#tab=summary,133 minutes,,Based on Factual Book/Article,Action,Live Action,Historical Fiction,,Russian Federation,Russian,"December 29, 2016"
https://www.the-numbers.com/movie/Keeping-Up-with-the-Joneses#tab=summary,101 minutes,"Neighbors from Hell,Suburbs,Keeping Up with the Joneses,Action Comedy,Secret Agent,Undercover",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Fox 2000 Pictures,TSG Entertainment",United States,English,"October 20, 2016"
https://www.the-numbers.com/movie/Brothers-Grimsby-The#tab=summary,82 minutes,"Separated at Birth,Dysfunctional Family,Secret Agent,Terrorism,Conspiracy Theory,Spoof,Action Comedy,Scene in End Credits,Sibling Rivalry",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Columbia Pictures,LStar Capital,Village Roadshow Productions,Four by Two Films,Working Title Films,Big Talk Pictures","United Kingdom,United States",English,"February 24, 2016"
https://www.the-numbers.com/movie/Yokai-Watch-3-(Japan)-(2016)#tab=summary,,,Original Screenplay,Adventure,Digital Animation,Kids Fiction,,Japan,Japanese,"December 16, 2016"
https://www.the-numbers.com/movie/Willkommen-bei-den-Hartmanns-(Germany)#tab=summary,116 minutes,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,Germany,German,"November 04, 2016"
https://www.the-numbers.com/movie/When-Larry-Met-Mary-(China)#tab=summary,,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"July 12, 2016"
https://www.the-numbers.com/movie/Yesterday-Once-More-(China)-(2016)#tab=summary,,Romance,Original Screenplay,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"April 22, 2016"
https://www.the-numbers.com/movie/Radin-(France)#tab=summary,89 minutes,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Jerico,TF1 Film Productions",France,French,"September 30, 2016"
https://www.the-numbers.com/movie/Rustom#tab=summary,148 minutes,"Bollywood,Infidelity,Navy,Set in India",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Friday Filmworks,Cape of Good Films,Kriarj Entertainment,Plan C Studios,Zee Studios",India,Hindi,"August 12, 2016"
https://www.the-numbers.com/movie/Ae-Dil-Hai-Mushkil-(India)#tab=summary,158 minutes,"Wedding Day,Romance,Set in India,Cancer,Set in London,Set in England,Non-Chronological,Romantic Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,,India,Hindi,"October 28, 2016"
https://www.the-numbers.com/movie/Triple-9#tab=summary,115 minutes,"Russian Mafia,Corrupt Cops,Heist,Blackmail,Action Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Anonymous Content,Sierra Films,Worldview Entertainment,Open Road Films,MadRiver Pictures,Surefire Entertianment Capital",United States,English,"February 19, 2016"
https://www.the-numbers.com/movie/Airlift-(2016)#tab=summary,130 minutes,,Original Screenplay,Drama,Live Action,Historical Fiction,,India,Hindi,"January 21, 2016"
https://www.the-numbers.com/movie/M-S-Dhoni-The-Untold-Story#tab=summary,184 minutes,"Cricket,Biography,Set in India,Rags to Riches,Romance,World Championship,2000s,2010s",Based on Real Life Events,Drama,Live Action,Dramatization,,India,Hindi,"September 30, 2016"
https://www.the-numbers.com/movie/Beautiful-Planet-A#tab=summary,45 minutes,"Voiceover/Narration,Set in Space Station,Space Program,IMAX: DMR,Science Documentary,Short Film",Based on Real Life Events,Documentary,Live Action,Factual,"Walt Disney Pictures,IMAX Corporation,National Aeronautics and Space Administration",United States,English,"April 29, 2016"
https://www.the-numbers.com/movie/Mr-Donkey-(China)#tab=summary,111 minutes,"Teachers,Animal Lead,Money Troubles",Based on Real Life Events,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"October 22, 2016"
https://www.the-numbers.com/movie/Whiskey-Tango-Foxtrot#tab=summary,111 minutes,"War Correspondent,War,Afghanistan War,Romance,Satirical Comedy,Biography,Autobiographical",Based on Factual Book/Article,Comedy,Live Action,Dramatization,"Paramount Pictures,Broadway Video,Little Stranger",United States,English,"March 04, 2016"
https://www.the-numbers.com/movie/Call-of-Heroes-(Hong-Kong)#tab=summary,120 minutes,"3-D,3-D - Post-production Conversion",Original Screenplay,Action,Live Action,Contemporary Fiction,,Hong Kong,Cantonese,"August 11, 2016"
https://www.the-numbers.com/movie/Born-in-China#tab=summary,79 minutes,"Voiceover/Narration,Animal Lead,Set in China,Nature Documentary,Environment",Based on Real Life Events,Documentary,Live Action,Factual,"Disney Nature,Chuan Pictures","United States,China,United Kingdom","English,Mandarin","August 12, 2016"
https://www.the-numbers.com/movie/Soulmate-(China-2016)#tab=summary,110 minutes,"Romance,Set in China,Set in Shanghai,Set in Beijing,Childhood Friends",Original Screenplay,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"September 14, 2016"
https://www.the-numbers.com/movie/Snezhnaya-koroleva-3-Ogon-i-led-(Russia)#tab=summary,80 minutes,"Royalty,Twins,Adopted Family,Reunited With Biological Family",Original Screenplay,Adventure,Digital Animation,Kids Fiction,,Russian Federation,Russian,"December 23, 2016"
https://www.the-numbers.com/movie/Housefull-3#tab=summary,140 minutes,"Bollywood,Romance,Dysfunctional Family",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,Nadiadwala Grandson Entertainment,India,Hindi,"June 03, 2016"
https://www.the-numbers.com/movie/Choice-The-(2016)#tab=summary,110 minutes,"Romance,Set in North Carolina,Medical Students,Romantic Drama,Relationships Gone Wrong,Love Triangle,Car Accident,Coma,Medical and Hospitals",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Lionsgate,Nicholas Sparks Productions,The Safran Company",United States,English,"February 04, 2016"
https://www.the-numbers.com/movie/Founder-The#tab=summary,115 minutes,"Food,Restaurants,Biography,Relationships Gone Wrong,Entrepreneur,Epilogue,Biographical Drama",Based on Real Life Events,Drama,Live Action,Dramatization,"FilmNation Entertainment,The Combine,Weinstein Company,Faliro House Productions",United States,English,"November 25, 2016"
https://www.the-numbers.com/movie/Camping-3-(France)#tab=summary,105 minutes,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,"France,Belgium",French,"July 01, 2016"
https://www.the-numbers.com/movie/Rock-Dog-(China)#tab=summary,80 minutes,"Animal Lead,Talking Animals,Father’s Footsteps,Musicians,Rock 'n' Roll,Development Hell,3-D,3-D - Shot in 3-D,Family Adventure",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Summit Premiere,Huayi Brothers Corp.,Mandoo Pictures,Huayi Tencent Entertainment Company,Eracme Entertainment,Dream Factory Group","China,United States,Hong Kong","English,Mandarin","July 02, 2016"
https://www.the-numbers.com/movie/Love-and-Friendship#tab=summary,93 minutes,"1700s,Widow/Widower,Romance,Historical Drama",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Westerly Films,Blinder Films,Chic Films,Revolver Picture,Irish Film Board,The Netherlands Film Fund,Amazon Studios,Arte France Cinema,Protagonist Pictures,Soficinema 11,Cineimage 10,Bord Scannan na hEireann","Ireland,France,Netherlands",English,"May 13, 2016"
https://www.the-numbers.com/movie/Hunt-for-the-Wilderpeople#tab=summary,101 minutes,"Coming of Age,Foster Family,Juvenile Delinquent,Fugitive / On the Run,Prison,Set in New Zealand,Life in a Small Town,Death of Other Extended Family,Orphanage,Orphan,Comedy Drama",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,"Defender Films,Piki Films,Curious Films,New Zealand Film Commission,NZ on Air,Taika Waititi",New Zealand,English,"April 01, 2016"
https://www.the-numbers.com/movie/Race-(2015)#tab=summary,134 minutes,"Olympics,Set in Germany,1930s,Nazis,Track and Field,World Record Attempt,African Americans,Bigotry,Inspirational Sports,Sports Drama,Biography",Based on Real Life Events,Drama,Live Action,Dramatization,"Focus Features,The Jesse Owens Foundation,The Luminary Group,Solo Films,Trinica,Trinity Race","France,Germany,Canada",English,"February 19, 2016"
https://www.the-numbers.com/movie/Silence-(2016)#tab=summary,161 minutes,"Set in Japan,Christians,1600s,Feudal Japan,Historical Drama,Prologue,Lone Survivor",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"SharpSword Films,AI Film,Catchplay,IM Global,Verdi Productions,EFO Films,YLK,G and G,Sikelia Productions,Fabricia de Cine",United States,"English,Japanese","December 23, 2016"
https://www.the-numbers.com/movie/Kevin-Hart-What-Now#tab=summary,96 minutes,"African Americans,Stand-Up Comedy,Set in Philadelphia",Based on Real Life Events,Concert/Performance,Live Action,Factual,"Universal Pictures,Hartbeat Productions",United States,English,"October 14, 2016"
https://www.the-numbers.com/movie/Gods-Not-Dead-2#tab=summary,121 minutes,"Faith-Based Film,Religious,Christians,Courtroom / Legal Drama,Teachers,Agitprop",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Pure Flix,10 West Studios,Mutiny FX,GND Media Group,Believe Entertainment",United States,English,"April 01, 2016"
https://www.the-numbers.com/movie/No-Manches-Frida#tab=summary,100 minutes,"Life on the Outside,Heist,Teachers,Bad Teachers,Remake,Foreign-Language Remake,Hispanic,Farcical / Slapstick Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Pantelion Films,Lionsgate,Alcon Entertainment,Neverending Media,Constantin Film,Rat Pack Film Produktion",United States,Spanish,"September 02, 2016"
https://www.the-numbers.com/movie/Gwi-hyang#tab=summary,127 minutes,"Sex Crimes,Child Prostitution,Kidnap,Set in Japan,World War II,Set in Korea",Original Screenplay,Drama,Live Action,Historical Fiction,Jo Entertainment,Republic of Korea,Korean,"February 24, 2016"
https://www.the-numbers.com/movie/Bad-Santa-2#tab=summary,92 minutes,"Legacy Sequel,Christmas in November,Christmas,Santa Claus Impersonators,Heist,Dwarfism,Addiction,Black Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Broad Green Pictures,Miramax Films,Ingenious Media",United States,English,"November 23, 2016"
https://www.the-numbers.com/movie/Middle-School-The-Worst-Years-of-My-Life#tab=summary,92 minutes,"Middle School,Bad Teachers,Animated Sequences,New Guy/Girl in School,Bullies,Divorcée Romance,Dysfunctional Family,Family Comedy",Based on Fiction Book/Short Story,Comedy,Animation/Live Action,Kids Fiction,"CBS Films,Participant Media,James Patterson Entertainment,Steve Carr",United States,English,"October 07, 2016"
https://www.the-numbers.com/movie/Free-State-of-Jones#tab=summary,139 minutes,"1800s,Romance,Interracial Romance,Civil War,Historical Drama",Based on Real Life Events,Drama,Live Action,Historical Fiction,"STX Entertainment,Route One,Union Investment Partners,Vendian Entertainment",United States,English,"June 24, 2016"
https://www.the-numbers.com/movie/Julieta-(Spain)#tab=summary,98 minutes,"Set in Spain,Non-Chronological,Dysfunctional Family,Death of a Spouse or Fiancée / Fiancé,Young Child Dealing with the Death of a Parent",Original Screenplay,Drama,Live Action,Contemporary Fiction,"El Deseo,FilmNation Entertainment,Echo Lake Entertainment,Blue Lake Media Fund",Spain,Spanish,"April 08, 2016"
https://www.the-numbers.com/movie/Live-by-Night#tab=summary,129 minutes,"Dysfunctional Family,Directing Yourself,Organized Crime,1920s,1930s,Prohibition Era,Voiceover/Narration,Set in Miami,Immigration,Religious,Crime Drama,Faked Death,Revenge,Suicide,Romance,Relationships Gone Wrong,Love Triangle,Betrayal,No Honor Among Thieves,Filmed in United States",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Warner Bros.,Appian Way,Pearl Street,RatPac Entertainment,Dune Entertainment",United States,English,"December 25, 2016"
https://www.the-numbers.com/movie/Xia-You-Qiao-Mu-(China)#tab=summary,93 minutes,"Redemption,Revenge,Romance,Foster Family",Original Screenplay,Drama,Live Action,Contemporary Fiction,Beijing Ruyi Xinxin Film Investment,"China,Republic of Korea","Mandarin,Korean","July 30, 2016"
https://www.the-numbers.com/movie/Light-Between-Oceans-The#tab=summary,132 minutes,"Unexpected Families,Missing Child,Adopted Family,Australia,1920s,Death of a Spouse or Fiancée / Fiancé,1910s,Romance,1950s,Family Drama,Epilogue",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Heyday Films,Entertainment One,DreamWorks Pictures,Reliance Entertainment,Participant Media","United Kingdom,United States,Australia,New Zealand,India",English,"September 02, 2016"
https://www.the-numbers.com/movie/Infiltrator-The#tab=summary,127 minutes,"1980s,Narcotics,Smuggler,Organized Crime,Drug Cartels,Undercover,Crime Thriller",Based on Factual Book/Article,Thriller/Suspense,Live Action,Dramatization,"Bank Leumi,Lipsync Productions,Good Films",United States,English,"July 13, 2016"
https://www.the-numbers.com/movie/Fifty-Shades-of-Black#tab=summary,93 minutes,"Spoof,African Americans,Screenplay Written By the Star,Farcical / Slapstick Comedy,Romance,Relationships Gone Wrong,Sexual Fetishism,Bigotry,Dysfunctional Family",Based on Movie,Comedy,Live Action,Contemporary Fiction,"IM Global,Open Road Films,Baby Way",United States,English,"January 28, 2016"
https://www.the-numbers.com/movie/Kureyon-Shinchan-Bakusui-Yumemi-warudo-daitotsugeki-(Japan)#tab=summary,97 minutes,Anime,Original Screenplay,Adventure,Digital Animation,Kids Fiction,,Japan,Japanese,"April 15, 2016"
https://www.the-numbers.com/movie/Pokemon-za-mubi-XY-and-Z-borukenion-to-kiko-(karakuri)-no-magiana-(Japan)#tab=summary,90 minutes,,Based on Game,Adventure,Digital Animation,Fantasy,,Japan,Japanese,"July 15, 2016"
https://www.the-numbers.com/movie/Ai-Qing-Gong-She-(China)-(2016)#tab=summary,90 minutes,,,Romantic Comedy,,,,China,Mandarin,"March 11, 2016"
https://www.the-numbers.com/movie/Captain-Fantastic#tab=summary,119 minutes,"Dysfunctional Family,Off the Grid,Mental Illness,Suicide,Funeral Reunions,Home Schooled,Hunting,Anarchists,Survivalist,Road Trip,Family Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Bleecker Street,Shivhans Pictures,Electric City Entertainment",United States,English,"July 08, 2016"
https://www.the-numbers.com/movie/Keanu#tab=summary,98 minutes,"African Americans,Missing Pet,Gangs,Rescue,Relationships Gone Wrong,Screenplay Written By the Star,Action Comedy",Original Screenplay,Comedy,Animation/Live Action,Contemporary Fiction,"New Line Cinema,RatPac Entertainment,Dune Entertainment,Monkeypaw Pictures,Detroit Pictures,Principato-Young Entertainment",United States,English,"April 29, 2016"
https://www.the-numbers.com/movie/1944#tab=summary,100 minutes,,Original Screenplay,Drama,Live Action,Historical Fiction,,"Estonia,Finland",Estonian,"July 01, 2016"
https://www.the-numbers.com/movie/Cock-and-Bull-(China)#tab=summary,113 minutes,"Falsely Accused,Widow/Widower,Segments,Infidelity,Crime Thriller,Non-Chronological,Amatuer Slueth",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Hehe Pictures Co Ltd,Dream Sky Pictures,Shanghai Qianyi Zhicheng Culture and Media,Maxtimes Culture Films,Beijing Biaozhun Yingxiang Cultural Communication,Tianjin Lianrui Pictures Co,Black Ant Film,Hangzhou Aurora Multimedia Technology",China,Mandarin,"September 14, 2016"
https://www.the-numbers.com/movie/Hyeong-(S-Korea)#tab=summary,110 minutes,"Prison,Martial Arts,Accidental Injury",Original Screenplay,Drama,Live Action,Contemporary Fiction,"CJ Entertainment,Choice Cut Pictures",Republic of Korea,Korean,"November 15, 2016"
https://www.the-numbers.com/movie/Shokubutsu-zukan-Unmei-no-koi-hiroimashita-(Japan)-(2016)#tab=summary,112 minutes,,,,,,,Japan,Japanese,"June 03, 2016"
https://www.the-numbers.com/movie/Who-Sleeps-My-Bro#tab=summary,96 minutes,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"April 01, 2016"
https://www.the-numbers.com/movie/Gao-Gen-Xie-Xian-Sheng#tab=summary,94 minutes,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"January 30, 2016"
https://www.the-numbers.com/movie/Royal-Treasure-(China)#tab=summary,90 minutes,,,Comedy,Live Action,,,China,Mandarin,"January 14, 2016"
