link,Running Time,Franchise,Genre,Production Method,Creative Type,Production Countries,Languages,Release Date,Production Budget,MPAA Rating,Production/Financing Companies
https://www.the-numbers.com/movie/Fist-Fight#tab=summary,91 minutes,,Comedy,Live Action,Contemporary Fiction,United States,English,"February 17, 2017","$25,000,000","Rfor language throughout, sexual content/nudity and drug material.(Rating bulletin 2456 (Cert #50518), 12/21/2016)","New Line Cinema,Village Roadshow Productions,RatPac Entertainment,Dune Entertainment,21 Laps Entertainment,Wrigley Pictures"
https://www.the-numbers.com/movie/King-The-(2017-South-Korea)#tab=summary,134 minutes,,Drama,Live Action,Contemporary Fiction,Republic of Korea,Korean,"January 12, 2017",,,
https://www.the-numbers.com/movie/xiu-chun-dao-II-xiu-luo-zhan-chang-(2017-China)#tab=summary,121 minutes,,Action,Live Action,Historical Fiction,China,Mandarin,"July 15, 2017",,Not Rated,
https://www.the-numbers.com/movie/Cheongnyeon-Gyeongchal-(2017-South-Korea)#tab=summary,108 minutes,,Action,Live Action,Contemporary Fiction,Republic of Korea,Korean,"July 24, 2017",,,
https://www.the-numbers.com/movie/Home-Again-(2017)#tab=summary,97 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,"September 08, 2017","$15,000,000","PG-13for some thematic and sexual material.(Rating bulletin 2484 (Cert #51107), 7/12/2017)","Open Road Films,Waverly Films,Black Bicycle"
https://www.the-numbers.com/movie/Hostiles-(2017)#tab=summary,127 minutes,,Western,Live Action,Historical Fiction,United States,English,"December 22, 2017","$50,000,000","Rfor strong violence, and language.(Rating bulletin 2501 (Cert #51165), 11/8/2017)","Waypoint Entertainment,Bloom,Le Grisbi"
https://www.the-numbers.com/movie/Gifted#tab=summary,101 minutes,,Drama,Live Action,Contemporary Fiction,United States,English,"April 07, 2017","$7,000,000","PG-13for thematic elements, language and some suggestive material.(Rating bulletin 2426 (Cert #50285), 5/25/2016)","Fox Searchlight Pictures,FilmNation Entertainment,Grade A Entertainment,DayDay Films,Ingenious Media"
https://www.the-numbers.com/movie/Adventurers-The-(2017-China)#tab=summary,90 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"China,Hong Kong,Czech Republic","Mandarin,English,French,Russian","August 11, 2017",,Not Rated,
https://www.the-numbers.com/movie/Raid-Dingue-(2016-France)#tab=summary,106 minutes,,Action,Live Action,Contemporary Fiction,"France,Belgium",French,"February 03, 2017",,,
https://www.the-numbers.com/movie/Kimi-no-Suizo-wo-Tabetai-(Japan)(2017)(Live-action)#tab=summary,115 minutes,,Drama,Live Action,Contemporary Fiction,Japan,Japanese,"July 28, 2017",,,
https://www.the-numbers.com/movie/Diary-of-a-Wimpy-Kid-The-Long-Haul#tab=summary,91 minutes,Diary of a Wimpy Kid,Adventure,Live Action,Contemporary Fiction,United States,English,"May 19, 2017","$22,000,000","PGfor some rude humor.(Rating bulletin 2472 (Cert #50985), 4/19/2017)","Color Force,TSG Entertainment,Fox 2000 Pictures"
https://www.the-numbers.com/movie/Namiya-(2017-China)#tab=summary,116 minutes,,Drama,Live Action,Fantasy,"China,Hong Kong",Mandarin,"December 19, 2017",,Not Rated,
https://www.the-numbers.com/movie/Destiny-Kamakura-Monogatari-(2017-Japan)#tab=summary,129 minutes,,Drama,Live Action,Fantasy,Japan,,"December 08, 2017",,,
https://www.the-numbers.com/movie/Xin-Li-Zui-Zhi-Cheng-Shi-Zhi-Guang-(2017-China)#tab=summary,90 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,China,Mandarin,"December 21, 2017",,,
https://www.the-numbers.com/movie/Kidnap-(2017)#tab=summary,82 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"August 04, 2017","$21,000,000","Rfor violence and peril.(Rating bulletin 2476 (Cert #49835), 5/17/2017)","Aviron Pictures,Lotus Entertainment,Ingenious Media,di Bonaventura Pictures,606 Films,Gold Star Films,Well Go USA Entertainment,Rumble Entertainment"
https://www.the-numbers.com/movie/Gekijouban-Poketto-monsuta-Kimi-ni-kimeta-(2017-Japan)#tab=summary,112 minutes,Pokemon,Adventure,Digital Animation,Kids Fiction,Japan,Japanese,"July 14, 2017",,,
https://www.the-numbers.com/movie/House-The-(2016)#tab=summary,88 minutes,,Comedy,Live Action,Contemporary Fiction,United States,English,"June 30, 2017","$40,000,000","Rfor language throughout, sexual references, drug use, some violence and brief nudity.(Rating bulletin 2461 (Cert #50881), 2/1/2017)","New Line Cinema,Gary Sanchez Productions,Good Universe,Village Roadshow Productions,RatPac Entertainment,Dune Entertainment"
https://www.the-numbers.com/movie/Sleepless-(2017)#tab=summary,95 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"January 11, 2017","$30,000,000","Rfor strong violence and language throughout.(Rating bulletin 2455 (Cert #50233), 12/14/2016)","Open Road Films,Riverstone Pictures,Vertigo Entertainment"
https://www.the-numbers.com/movie/Gangcheolbi-(2017-South-Korea)#tab=summary,139 minutes,Steel Rain,Action,Live Action,Contemporary Fiction,Republic of Korea,Korean,"December 14, 2017",,,
https://www.the-numbers.com/movie/Tadeo-Jones-2-El-Secreto-del-Rey-Midas-(2017-Spain)#tab=summary,86 minutes,Tadeo Jones,Adventure,Digital Animation,Kids Fiction,Spain,"Spanish,English","August 25, 2017",,"PGfor action and some rude humor.(Rating bulletin 2503 (Cert #51343), 11/22/2017)",
https://www.the-numbers.com/movie/Jing-Cheng-81-Hao-2-(2017-China)#tab=summary,97 minutes,The House That Never Dies,Horror,Live Action,Contemporary Fiction,China,Mandarin,"July 06, 2017",,,
https://www.the-numbers.com/movie/Raees-(2017-India)#tab=summary,143 minutes,,Action,Live Action,Contemporary Fiction,India,Hindi,"January 25, 2017",,Not Rated,
https://www.the-numbers.com/movie/Sens-de-la-Fete-Le-(2017-France)#tab=summary,115 minutes,,Comedy,Live Action,Contemporary Fiction,France,French,"October 06, 2017",,,
https://www.the-numbers.com/movie/Gekijo-ban-Sword-Art-Online-Ordinal-Scale-(2017-Japan)#tab=summary,119 minutes,Sword Art Online,Adventure,Digital Animation,Science Fiction,Japan,Japanese,"February 17, 2017",,,
https://www.the-numbers.com/movie/Son-of-Bigfoot-The-(2017-France)#tab=summary,92 minutes,,Adventure,Digital Animation,Kids Fiction,"France,Belgium",English,"July 17, 2017",,"PGfor action/peril, thematic elements and some language(Rating bulletin 2514 (Cert #51469), 2/14/2018)",
https://www.the-numbers.com/movie/Bye-Bye-Man-The#tab=summary,96 minutes,,Horror,Live Action,Contemporary Fiction,United States,English,"January 13, 2017","$7,400,000","PG-13for terror, horror violence, bloody images, sexual content, thematic elements, partial nudity, some language and teen drinking.(Rating bulletin 2447 (Cert #50397), 10/19/2016)","Huayi Brothers Pictures Ltd,Intrepid Pictures,Los Angeles Media Fund"
https://www.the-numbers.com/movie/Perfectos-Desconocidos-(Spain)-(2017)#tab=summary,97 minutes,,Comedy,Live Action,Contemporary Fiction,Spain,Spanish,"December 01, 2017","$4,000,000",,"Universal Pictures,Mediaset Espana,Telecinco Cinema,Pokeepsie Films,Nadie Es Perfecto,Perfectos Desconocidos,Movistar Plus"
https://www.the-numbers.com/movie/This-Is-Not-What-I-Expected-(2017-China)#tab=summary,105 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,China,Mandarin,"April 22, 2017",,Not Rated,
https://www.the-numbers.com/movie/Happy-Family-(Germany)#tab=summary,96 minutes,Happy Family,Adventure,Digital Animation,Kids Fiction,"Germany,United Kingdom",English,"August 18, 2017","$30,000,000","PGfor some rude humor and thematic elements.(Rating bulletin 2498 (Cert #51287), 10/18/2017)","Timeless Films,United Entertainment,Ambient Entertainment GmbH & Co. KG,Mack Media,Agir,Rothkirch Cartoon Film GmbH,Nordmedia,Deutscher Filmfoerderfonds"
https://www.the-numbers.com/movie/Posledniy-bogatyr-(2017-Russia)#tab=summary,114 minutes,The Last Warrior,Adventure,Animation/Live Action,Fantasy,Russian Federation,Russian,"October 20, 2017","$8,500,000",,
https://www.the-numbers.com/movie/Contratiempo-(2017-Spain)#tab=summary,106 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,Spain,Spanish,"January 06, 2017",,,
https://www.the-numbers.com/movie/Ni-Shi-Ying-Jiu-(China)#tab=summary,106 minutes,,Action,Live Action,Science Fiction,China,Mandarin,"June 29, 2017",,Not Rated,
https://www.the-numbers.com/movie/Swindlers-The-(South-Korea)#tab=summary,117 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,Republic of Korea,Korean,"November 03, 2017",,Not Rated,
https://www.the-numbers.com/movie/Namhansanseong-(S-Korea)#tab=summary,140 minutes,,Drama,Live Action,Contemporary Fiction,Republic of Korea,Korean,"September 25, 2017",,Not Rated,
https://www.the-numbers.com/movie/Alibi-com-(France)#tab=summary,90 minutes,,Comedy,Live Action,Contemporary Fiction,France,French,"February 17, 2017",,,
https://www.the-numbers.com/movie/Judwaa-2-(India)#tab=summary,145 minutes,Judwaa,Action,Live Action,Contemporary Fiction,India,Hindi,"September 29, 2017",,Not Rated,
https://www.the-numbers.com/movie/Recep-Ivedik-5-(Turkey)#tab=summary,113 minutes,Recep Ivedik,Comedy,Live Action,Contemporary Fiction,Turkey,Turkish,"February 16, 2017",,,
https://www.the-numbers.com/movie/Disaster-Artist-The#tab=summary,98 minutes,,Comedy,Live Action,Dramatization,United States,English,"December 01, 2017","$10,000,000","Rfor language throughout and some sexuality/nudity.(Rating bulletin 2477 (Cert #50923), 5/24/2017)","Good Universe,Point Grey,New Line Cinema,Rabbit Bandini Productions"
https://www.the-numbers.com/movie/Beguiled-The-(2017)#tab=summary,94 minutes,,Thriller/Suspense,Live Action,Historical Fiction,United States,English,"June 23, 2017","$10,000,000","Rfor some sexuality.(Rating bulletin 2475 (Cert #51006), 5/10/2017)","Focus Features,American Zoetrope"
https://www.the-numbers.com/movie/Badrinath-Ki-Dulhania-(India)#tab=summary,139 minutes,,Comedy,Live Action,Contemporary Fiction,India,Hindi,"March 10, 2017",,Not Rated,Fox Star Studios
https://www.the-numbers.com/movie/Chips-(2017)#tab=summary,100 minutes,,Action,Live Action,Contemporary Fiction,United States,English,"March 23, 2017","$25,000,000","Rfor crude sexual content, graphic nudity, pervasive language, some violence and drug use.(Rating bulletin 2435 (Cert #50580), 7/27/2016)","Warner Bros.,Panay Films,RatPac Entertainment,Dune Entertainment"
https://www.the-numbers.com/movie/Tubelight-(India)#tab=summary,170 minutes,,Adventure,Live Action,Contemporary Fiction,India,Hindi,"June 23, 2017",,Not Rated,Salman Khan Films
https://www.the-numbers.com/movie/Fireworks-(2017-Japan)#tab=summary,90 minutes,,Drama,Digital Animation,Science Fiction,Japan,Japanese,"August 19, 2017",,Not Rated,Shaft Inc
https://www.the-numbers.com/movie/Zookeepers-Wife-The-(2017)#tab=summary,126 minutes,,Drama,Live Action,Dramatization,United States,English,"March 24, 2017","$20,000,000","PG-13for thematic elements, disturbing images, violence, brief sexuality, nudity and smoking.(Rating bulletin 2464 (Cert #50083), 2/22/2017)","Focus Features,Scion Films,Electric City Entertainment,Tollin Productions,Rowe Miller Productions,LD Entertainment"
https://www.the-numbers.com/movie/Detroit-(2017)#tab=summary,143 minutes,,Drama,Live Action,Dramatization,United States,English,"July 28, 2017","$40,000,000","Rfor strong violence and pervasive language.(Rating bulletin 2484 (Cert #51036), 7/12/2017)","Annapurna Pictures,First Light"
https://www.the-numbers.com/movie/Love-off-the-Cuff-(China)#tab=summary,121 minutes,,Drama,Live Action,Contemporary Fiction,China,"Mandarin,Cantonese","April 22, 2017",,,
https://www.the-numbers.com/movie/What-Happened-to-Monday-(UK)#tab=summary,123 minutes,,Adventure,Live Action,Contemporary Fiction,"United Kingdom,France,Belgium,United States",English,"September 01, 2017",,,"SND,Vendome Pictures,Raffaella Productions,Nexus Factory,Umedia,UFund"
https://www.the-numbers.com/movie/Twenty-Two-(China)#tab=summary,95 minutes,,Documentary,Live Action,Factual,"China,Republic of Korea",Mandarin,"August 14, 2017","$425,000",Not Rated,
https://www.the-numbers.com/movie/Father-Figures#tab=summary,113 minutes,,Comedy,Live Action,Contemporary Fiction,United States,English,"December 22, 2017","$25,000,000","Rfor language and sexual references throughout.(Rating bulletin 2495 (Cert #50589), 9/27/2017)","Alcon Entertainment,Montecito Picture Company,DMG Entertainment"
https://www.the-numbers.com/movie/Jolly-LLB-2#tab=summary,140 minutes,Jolly LLB,Black Comedy,Live Action,Contemporary Fiction,India,Hindi,"February 10, 2017",,Not Rated,
https://www.the-numbers.com/movie/Only-the-Brave-(2017)#tab=summary,134 minutes,,Drama,Live Action,Dramatization,United States,English,"October 20, 2017","$38,000,000","PG-13for thematic content, some sexual references, language and drug material.(Rating bulletin 2474 (Cert #51037), 5/3/2017)","Summit Entertainment,Black Label Media,di Bonaventura Pictures,Conde Nast,Columbia Pictures,Relevant Entertainment"
https://www.the-numbers.com/movie/Cure-for-Wellness-A#tab=summary,146 minutes,,Thriller/Suspense,Live Action,Science Fiction,United States,English,"February 02, 2017",,"Rfor disturbing violent content and images, sexual content including an assault, graphic nudity, and language.(Rating bulletin 2443 (Cert #50458), 9/21/2016)","New Regency,Blind Wink,Regency Enterprises"
https://www.the-numbers.com/movie/8-nengoshi-no-hanayome-(Japan)#tab=summary,119 minutes,,Drama,,,Japan,,"December 15, 2017",,,
https://www.the-numbers.com/movie/Wish-Upon-(2017)#tab=summary,89 minutes,,Horror,Live Action,Contemporary Fiction,United States,English,"July 14, 2017","$12,000,000","PG-13for violent and disturbing images, thematic elements and language.(Rating bulletin 2477 (Cert #50929), 5/24/2017)","Broad Green Pictures,Busted Shark"
https://www.the-numbers.com/movie/Extraordinary-Mission-(China)#tab=summary,122 minutes,,Action,Live Action,Contemporary Fiction,"China,Hong Kong",Mandarin,"March 31, 2017",,,
https://www.the-numbers.com/movie/Epouse-moi-mon-pote-(France)#tab=summary,92 minutes,,Comedy,Live Action,Contemporary Fiction,France,French,"October 27, 2017","$6,000,000",Not Rated,"Axel Films,StudioCanal,M6"
https://www.the-numbers.com/movie/Glass-Castle-The#tab=summary,127 minutes,,Drama,Live Action,Dramatization,United States,English,"August 11, 2017",,"PG-13for mature thematic content involving family dysfunction, and for some language and smoking.(Rating bulletin 2460 (Cert #50867), 1/25/2017)","Lionsgate,Gil Netter Productions"
https://www.the-numbers.com/movie/I-Can-Speak-(2017-Korea)#tab=summary,119 minutes,,Comedy,Live Action,Contemporary Fiction,Republic of Korea,Korean,"September 06, 2017",,,
https://www.the-numbers.com/movie/Mom-(India)#tab=summary,146 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,India,Hindi,"July 07, 2017",,,
https://www.the-numbers.com/movie/Prison-The-(South-Korea)#tab=summary,125 minutes,,Action,Live Action,Contemporary Fiction,Republic of Korea,Korean,"March 06, 2017",,Not Rated,
https://www.the-numbers.com/movie/Ayla-(Turkey)#tab=summary,125 minutes,,Drama,Live Action,Historical Fiction,Turkey,"Turkish,Korean,English","October 27, 2017",,,
https://www.the-numbers.com/movie/Memoirs-of-a-Murderer-(2017-Japan)#tab=summary,118 minutes,,Drama,Live Action,Contemporary Fiction,Japan,Japanese,"June 09, 2017",,,
https://www.the-numbers.com/movie/Shiwan-Ge-Lengxiaohua-2-(China)#tab=summary,101 minutes,One Hundred Thousand Bad Jokes,Comedy,Digital Animation,Contemporary Fiction,China,,"August 18, 2017",,,
https://www.the-numbers.com/movie/Death-of-Stalin-The-(UK)#tab=summary,107 minutes,,Black Comedy,Live Action,Historical Fiction,"United Kingdom,France",English,"October 20, 2017",,"Rfor language throughout, violence and some sexual references.(Rating bulletin 2502 (Cert #51320), 11/15/2017)","Quad Films,Main Journey"
https://www.the-numbers.com/movie/Hirugao-(China)#tab=summary,125 minutes,,Drama,Live Action,Contemporary Fiction,Japan,Japanese,"June 09, 2017",,,
https://www.the-numbers.com/movie/Dieses-bescheuerte-Herz-(Germany)#tab=summary,104 minutes,,Comedy,Live Action,Contemporary Fiction,Germany,German,"December 21, 2017",,,
https://www.the-numbers.com/movie/It-Comes-at-Night#tab=summary,91 minutes,,Horror,Live Action,Contemporary Fiction,United States,English,"June 09, 2017","$5,000,000","Rfor violence, disturbing images, and language.(Rating bulletin 2473 (Cert #50950), 4/26/2017)",Animal Kingdom
https://www.the-numbers.com/movie/Prityazhenie-(Russia)#tab=summary,130 minutes,,Drama,Live Action,Science Fiction,Russian Federation,Russian,"January 26, 2017","$6,000,000",,
https://www.the-numbers.com/movie/Lost-City-of-Z-The#tab=summary,140 minutes,,Drama,Live Action,Dramatization,United States,English,"March 15, 2017","$30,000,000","PG-13for violence, disturbing images, brief strong language and some nudity. (re-rating)(Rating bulletin 2460 (Cert #50571), 1/25/2017)","Sierra Films,Affinity,Plan B Entertainment,Inferno"
https://www.the-numbers.com/movie/Sekigahara-(Japan)#tab=summary,150 minutes,,Drama,Live Action,Historical Fiction,Japan,Japanese,"August 25, 2017",,,
https://www.the-numbers.com/movie/Memoir-of-a-Murderer-(South-Korea)#tab=summary,118 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,Republic of Korea,Korean,"August 30, 2017",,Not Rated,
https://www.the-numbers.com/movie/Before-I-Fall#tab=summary,99 minutes,,Drama,Live Action,Contemporary Fiction,United States,English,"March 03, 2017","$5,000,000","PG-13for mature thematic content involving drinking, sexuality, bullying, some violent images, and language-all involving teens.(Rating bulletin 2462 (Cert #50804), 2/8/2017)","Awesomeness Films,Open Road Films,Jon Shestack"
https://www.the-numbers.com/movie/Fu-zi-xiong-bing-(China)#tab=summary,105 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,China,Mandarin,"July 16, 2017",,,
https://www.the-numbers.com/movie/Jojakdwen-doshi-(South-Korea)#tab=summary,126 minutes,,Adventure,Live Action,Contemporary Fiction,Republic of Korea,Korean,"February 01, 2017",,,
https://www.the-numbers.com/movie/Lipstick-Under-My-Burka-(India)#tab=summary,,,Drama,Live Action,Contemporary Fiction,India,Hindi,"July 21, 2017",,,
https://www.the-numbers.com/movie/Santa-and-Cie-(France)#tab=summary,92 minutes,,Comedy,Live Action,Kids Fiction,"France,Belgium",French,"December 08, 2017",,,
https://www.the-numbers.com/movie/Battle-of-the-Sexes-(2017)#tab=summary,121 minutes,,Drama,Live Action,Dramatization,United States,English,"September 22, 2017","$25,000,000","PG-13for some sexual content and partial nudity.(Rating bulletin 2467 (Cert #50877), 3/15/2017)",Fox Searchlight Pictures
https://www.the-numbers.com/movie/Listy-Do-M3-(Poland)#tab=summary,107 minutes,,Comedy,Live Action,Contemporary Fiction,Poland,Polish,"November 10, 2017",,,
https://www.the-numbers.com/movie/Yokai-Watch-4-(Japan)-(2017)#tab=summary,94 minutes,Yokai Watch,Adventure,Digital Animation,Fantasy,Japan,Japanese,"December 15, 2017",,,
https://www.the-numbers.com/movie/Zhui-bu-(China)-(2017)#tab=summary,106 minutes,,Action,Live Action,Contemporary Fiction,"China,Hong Kong","Cantonese,Japanese,English","November 24, 2017",,,
https://www.the-numbers.com/movie/Big-Baker-s-Unlucky-Bear-(China)-(2017)#tab=summary,,,,,,China,,"January 13, 2017",,,
https://www.the-numbers.com/movie/Boangwan-(S-Korea)#tab=summary,115 minutes,,Comedy,Live Action,Contemporary Fiction,Republic of Korea,Korean,"April 18, 2017",,,
https://www.the-numbers.com/movie/Ao-Jiao-and-Pian-Jian-(China)#tab=summary,108 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,China,Mandarin,"April 15, 2017",,,
https://www.the-numbers.com/movie/Case-for-Christ-The#tab=summary,112 minutes,,Drama,Live Action,Dramatization,United States,English,"April 07, 2017","$3,000,000","PGfor thematic elements including medical descriptions of crucifixion, and incidental smoking.(Rating bulletin 2463 (Cert #50919), 2/15/2017)","Pure Flix,Triple Horse Studios"
https://www.the-numbers.com/movie/Shinobi-no-kuni-(Japan)#tab=summary,120 minutes,,Action,,,Japan,,"June 30, 2017",,,
