link,Running Time,Genre,Production Method,Creative Type,Production Countries,Languages,Release Date,Production Budget,MPAA Rating,Production/Financing Companies,Franchise
https://www.the-numbers.com/movie/Thank-You#tab=summary,155 minutes,Romantic Comedy,Live Action,Contemporary Fiction,India,Hindi,"April 08, 2011",,Not Rated,UTV Communications,
https://www.the-numbers.com/movie/Cilada-com#tab=summary,,Romantic Comedy,Live Action,Contemporary Fiction,Brazil,Portuguese,"July 08, 2011",,,,
https://www.the-numbers.com/movie/ojos-de-Julia-Los#tab=summary,,Horror,Live Action,Contemporary Fiction,Spain,Spanish,"August 26, 2011",,,,
https://www.the-numbers.com/movie/Beginners#tab=summary,105 minutes,Drama,Live Action,Contemporary Fiction,United States,English,"June 03, 2011","$3,200,000","Rfor language and some sexual content.(Rating bulletin 2156, 1/26/2011)","Olympus Pictures,Parts and Labor",
https://www.the-numbers.com/movie/Mere-Brother-Ki-Dulhan#tab=summary,145 minutes,Romantic Comedy,Live Action,Contemporary Fiction,India,Hindi,"September 09, 2011",,Not Rated,Yash Raj Films,
https://www.the-numbers.com/movie/Aarakshan#tab=summary,135 minutes,Drama,Live Action,Contemporary Fiction,India,Hindi,"August 12, 2011",,Not Rated,Prakash Jha Productions,
https://www.the-numbers.com/movie/Plastic-Planet#tab=summary,99 minutes,Documentary,Multiple Production Methods,Factual,"Austria,Germany","English,German,Italian,Dutch","January 14, 2011",,Not Rated,"Neue Sentimental Film Entertainment,Brandstorm Entertainment,Cine Cartoon Filmproduktion",
https://www.the-numbers.com/movie/Havre-Le#tab=summary,93 minutes,Drama,Live Action,Contemporary Fiction,"France,Finland",French,"October 21, 2011","$5,500,000",Not Rated,"Sputnik,Pyramide Productions,Pandora Filmproduktion,ARTE France,Arte,ZDF,Canal Plus,Finnish Film Foundation,TV Fond,Centre National du Cinema,et de l'Image animée,YLE Finland,Cinecinema",
https://www.the-numbers.com/movie/Beul-la-in-deu#tab=summary,111 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,Republic of Korea,Korean,,,,,
https://www.the-numbers.com/movie/Way-The#tab=summary,115 minutes,Drama,Live Action,Contemporary Fiction,"United States,Spain",English,"October 07, 2011",,"PG-13for some thematic elements, drug use and smoking.(Rating bulletin 2145, 11/3/2010)",,The Way
https://www.the-numbers.com/movie/Housemaid-The-(2010-South-Korea)#tab=summary,106 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,Republic of Korea,Korean,"January 21, 2011",,Not Rated,"Mirovision Inc.,Sidus FNH",
https://www.the-numbers.com/movie/Akmareul-Boatda-(2010-South-Korea)#tab=summary,143 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,Republic of Korea,Korean,"March 04, 2011","$6,000,000",Not Rated,Peppermint Company,
https://www.the-numbers.com/movie/Crayon-Shin-chan-Arashi-wo-Yobu-Ougon-no-Spy-Daisakusen#tab=summary,,,,,Japan,Japanese,,,,,Crayon Shin Chan
https://www.the-numbers.com/movie/eleve-Ducobu-L#tab=summary,,,,,France,French,,,,,
https://www.the-numbers.com/movie/Last-Night-(2010)#tab=summary,92 minutes,Drama,Live Action,Contemporary Fiction,"United States,Canada,France",English,"May 06, 2011",,"Rfor some language(Rating bulletin 2115 (Cert #45522), 4/7/2010)","Entertainment One,Gaumont",
https://www.the-numbers.com/movie/Ma-dang-eul-Na-on-Am-talk#tab=summary,93 minutes,Adventure,Hand Animation,Kids Fiction,Republic of Korea,Korean,"July 28, 2011",,,,
https://www.the-numbers.com/movie/Gu-Dao-Jing-Hun#tab=summary,,Horror,Live Action,Contemporary Fiction,China,Mandarin,,,,,
https://www.the-numbers.com/movie/Titeuf-Le-Film#tab=summary,,,,,"France,Switzerland","French,Italian,English",,,,,
https://www.the-numbers.com/movie/Office-Romance-Our-Time-(2011-Russia)#tab=summary,90 minutes,Romantic Comedy,Live Action,Contemporary Fiction,"Russian Federation,Ukraine","Russian,English","March 17, 2011",,,,
https://www.the-numbers.com/movie/Win-Win-(2010)#tab=summary,106 minutes,Drama,Live Action,Contemporary Fiction,United States,English,"March 18, 2011","$5,000,000","Rfor language.(Rating bulletin 2139, 9/22/2010)","Fox Searchlight Pictures,Everest Entertainment,Next Wednesday",
https://www.the-numbers.com/movie/Dum-Maaro-Dum#tab=summary,130 minutes,Drama,Live Action,Contemporary Fiction,India,"English,Hindi","April 22, 2011","$5,200,000","Rfor violence, drug content and some language.(Rating bulletin 2164, 3/23/2011)","Fox Star Studios,Ramesh Sippy Entertainment",
https://www.the-numbers.com/movie/Teen-Maar#tab=summary,,,,,India,Telugu,,,,,
https://www.the-numbers.com/movie/Snow-Flower-and-the-Secret-Fan#tab=summary,102 minutes,Drama,Live Action,Historical Fiction,"United States,China","English,Mandarin","July 15, 2011","$6,000,000","PG-13for sexuality, violence/disturbing images and drug use.(Rating bulletin 2163, 3/16/2011)","IDG China Creative Media Limited,Big Feet Productions",
https://www.the-numbers.com/movie/Straw-Dogs#tab=summary,110 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"September 16, 2011","$25,000,000","Rfor strong brutal violence including a sexual attack, menace, some sexual content, and pervasive language.(Rating bulletin 2182, 7/27/2011)","Screen Gems,Battleplan",
https://www.the-numbers.com/movie/Assalto-ao-Banco-Central#tab=summary,,,,,Brazil,Portuguese,,,,,
https://www.the-numbers.com/movie/Zhan-Guo#tab=summary,125 minutes,Drama,,,China,Mandarin,"April 22, 2011",,Not Rated,,
https://www.the-numbers.com/movie/Senna#tab=summary,104 minutes,Documentary,Live Action,Factual,United Kingdom,"Portuguese,English","August 12, 2011",,"Rfor some language.(Rating bulletin 2166, 4/6/2011)PGfor some strong language and disturbing images.(Rating bulletin 2176, 6/15/2011)","StudioCanal,Working Title Films,Midfield Films,Universal Pictures",
https://www.the-numbers.com/movie/Flying-Monsters-3D#tab=summary,39 minutes,Documentary,Live Action,Factual,United Kingdom,English,"October 06, 2011",,Not Rated,"Sky 3D,National Geographic Entertainment,Zoo,On Sight,Vision 3,CVFX,Molinare,Atlantic Producitions",
https://www.the-numbers.com/movie/Prom#tab=summary,103 minutes,Comedy,Live Action,Contemporary Fiction,United States,English,"April 29, 2011","$8,000,000","PGfor mild language and a brief fight.(Rating bulletin 2158, 2/9/2011)","Rickshaw,Walt Disney Pictures",
https://www.the-numbers.com/movie/Love-in-Space#tab=summary,103 minutes,Romantic Comedy,Live Action,Contemporary Fiction,"China,Australia",Mandarin,"September 09, 2011",,"PGfor some mild thematic elements and brief language.(Rating bulletin 2188, 9/7/2011)","Huayi Brothers Corp.,Sundream Motion Pictures Ltd.",
https://www.the-numbers.com/movie/Yokame-no-semi-(Japan)-(2011)#tab=summary,147 minutes,Drama,Live Action,Contemporary Fiction,Japan,Japanese,"April 29, 2011",,,,
https://www.the-numbers.com/movie/Avengers-The-(2012)#tab=summary,143 minutes,Action,Animation/Live Action,Super Hero,United States,English,"April 25, 2012","$225,000,000","PG-13for intense sequences of sci-fi violence and action throughout, and a mild drug reference.(Rating bulletin 2220, 4/25/2012)","Marvel Studios,Paramount Pictures",Marvel Cinematic UniverseAvengers
https://www.the-numbers.com/movie/Skyfall#tab=summary,143 minutes,Action,Live Action,Contemporary Fiction,"United Kingdom,United States",English,"October 26, 2012","$200,000,000","PG-13for intense violent sequences throughout, some sexuality, language and smoking.(Rating bulletin 2242, 9/26/2012)","Eon Productions,B23,Metro-Goldwyn-Mayer Pictures,Columbia Pictures",James Bond
https://www.the-numbers.com/movie/Dark-Knight-Rises-The#tab=summary,164 minutes,Action,Live Action,Super Hero,United States,English,"July 19, 2012","$230,000,000","PG-13for intense sequences of violence and action, some sensuality and language.(Rating bulletin 2218, 4/11/2012)","Warner Bros.,Legendary Pictures,Syncopy",BatmanDark Knight Trilogy
https://www.the-numbers.com/movie/Hobbit-An-Unexpected-Journey-The#tab=summary,169 minutes,Adventure,Animation/Live Action,Fantasy,"United States,New Zealand",English,"December 11, 2012","$200,000,000","PG-13for extended sequences of intense fantasy action violence, and frightening images.(Rating bulletin 2251, 12/5/2012)PG-13for extended sequences of intense fantasy action violence, frightening images and fleeting nudity.(Rating bulletin 2276, 6/12/2013)","New Line Cinema,Metro-Goldwyn-Mayer Pictures,Wingnut Films",Peter Jackson's Lord of the RingsThe Hobbit
https://www.the-numbers.com/movie/Ice-Age-Continental-Drift#tab=summary,87 minutes,Adventure,Digital Animation,Fantasy,United States,English,"June 27, 2012","$95,000,000","PGfor mild rude humor and action/peril.(Rating bulletin 2224, 5/23/2012)","20th Century Fox,Blue Sky Studios",Ice Age
https://www.the-numbers.com/movie/Twilight-Saga-Breaking-Dawn-Part-2-The#tab=summary,115 minutes,Drama,Live Action,Fantasy,United States,English,"November 14, 2012","$136,200,000","PG-13for sequences of violence including disturbing images, some sensuality and partial nudity.(Rating bulletin 2243, 10/3/2012)","Temple Hill Entertainment,Summit Entertainment,Sunswept Entertainment",Twilight
https://www.the-numbers.com/movie/Twilight-Saga-Breaking-Dawn-Part-2-The#tab=summary,115 minutes,Drama,Live Action,Fantasy,United States,English,"November 14, 2012","$136,200,000","PG-13for sequences of violence including disturbing images, some sensuality and partial nudity.(Rating bulletin 2243, 10/3/2012)","Temple Hill Entertainment,Summit Entertainment,Sunswept Entertainment",Twilight
https://www.the-numbers.com/movie/Amazing-Spider-Man-The#tab=summary,136 minutes,Adventure,Live Action,Super Hero,United States,English,"June 27, 2012","$220,000,000","PG-13for sequences of action and violence.(Rating bulletin 2224, 5/23/2012)","Columbia Pictures,Marvel Studios",Spider-Man
https://www.the-numbers.com/movie/Madagascar-3#tab=summary,85 minutes,Adventure,Digital Animation,Kids Fiction,United States,English,"June 08, 2012","$145,000,000","PGfor some mild action and rude humor.(Rating bulletin 2216, 3/28/2012)","DreamWorks Animation,PDI",Madagascar
https://www.the-numbers.com/movie/Hunger-Games-The#tab=summary,142 minutes,Action,Live Action,Science Fiction,United States,English,"March 08, 2012","$80,000,000","PG-13for intense violent thematic material and disturbing images—all involving teens.(Rating bulletin 2212, 2/29/2012)","Lionsgate,Color Force",Hunger Games
https://www.the-numbers.com/movie/Men-in-Black-3#tab=summary,104 minutes,Action,Animation/Live Action,Science Fiction,United States,English,"May 23, 2012","$215,000,000","PG-13for sci-fi action violence, and brief suggestive content.(Rating bulletin 2216, 3/28/2012)","Columbia Pictures,Hemisphere Media Capital,Amblin Entertainment,Parkes+Macdonald Productions,Image Nation",Men in Black
https://www.the-numbers.com/movie/Life-of-Pi#tab=summary,125 minutes,Drama,Live Action,Historical Fiction,United States,English,"November 21, 2012","$120,000,000","PGfor emotional thematic content throughout, and some scary action sequences and peril.(Rating bulletin 2244, 10/10/2012)","Fox 2000 Pictures,Dune Entertainment,Ingenious Media,Haishang Films,Gil Netter Productions,Big Screen Prods,Ingenious Film Partners",
https://www.the-numbers.com/movie/Ted-(2011)#tab=summary,106 minutes,Comedy,Animation/Live Action,Contemporary Fiction,United States,English,"June 29, 2012","$50,000,000","Rfor crude and sexual content, pervasive language, and some drug use.(Rating bulletin 2213, 3/7/2012)","Universal Pictures,Media Rights Capital,Fuzzy Door,Bluegrass Films,Smart Entertainment",Ted
https://www.the-numbers.com/movie/Brave#tab=summary,93 minutes,Adventure,Digital Animation,Kids Fiction,United States,English,"June 21, 2012","$185,000,000","PGfor some scary action and rude humor.(Rating bulletin 2222, 5/9/2012)",Disney-Pixar,
https://www.the-numbers.com/movie/Wreck-It-Ralph#tab=summary,101 minutes,Adventure,Digital Animation,Kids Fiction,United States,English,"November 01, 2012","$165,000,000","PGfor some rude humor and mild action/violence.(Rating bulletin 2243, 10/3/2012)",Walt Disney Animation Studios,Wreck-It Ralph
https://www.the-numbers.com/movie/Django-Unchained#tab=summary,165 minutes,Western,Live Action,Historical Fiction,United States,"English,German,French","December 25, 2012","$100,000,000","Rfor strong graphic violence throughout, a vicious fight, language and some nudity.(Rating bulletin 2252, 12/12/2012)","Weinstein Company,Columbia Pictures,A Band Apart",
https://www.the-numbers.com/movie/Miserables-Les-(2012)#tab=summary,158 minutes,Musical,Live Action,Historical Fiction,"United States,United Kingdom",English,"December 19, 2012","$65,000,000","PG-13for suggestive and sexual material, violence and thematic elements.(Rating bulletin 2248, 11/7/2012)","Universal Pictures,Relativity Media,Working Title Films,Cameron Mackintosh",
https://www.the-numbers.com/movie/Prometheus#tab=summary,124 minutes,Thriller/Suspense,Live Action,Science Fiction,United States,English,"May 30, 2012","$125,000,000","Rfor sci-fi violence including some intense images, and brief language.(Rating bulletin 2222, 5/9/2012)","20th Century Fox,Dune Entertainment,Scott Free Films,Brandywine",Alien
https://www.the-numbers.com/movie/Snow-White-and-the-Huntsman#tab=summary,127 minutes,Adventure,Live Action,Fantasy,United States,English,"May 30, 2012","$170,000,000","PG-13for intense sequences of violence and action, and brief sensuality.(Rating bulletin 2219, 4/18/2012)",Roth Films,Snow White and the Huntsman
https://www.the-numbers.com/movie/Taken-2#tab=summary,91 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"United States,France",English,"September 27, 2012","$45,000,000","PG-13for intense sequences of violence and action, and some sensuality.(Rating bulletin 2230, 4/7/2012)","20th Century Fox,EuropaCorp,M6 Films,Grive Productions,Canal Plus,Cine Plus",Taken
https://www.the-numbers.com/movie/Hotel-Transylvania#tab=summary,91 minutes,Adventure,Digital Animation,Kids Fiction,United States,English,"September 27, 2012","$85,000,000","PGfor some rude humor, action and scary images.(Rating bulletin 2236, 8/15/2012)","Columbia Pictures,Sony Pictures Animation",Hotel Transylvania
https://www.the-numbers.com/movie/Lorax-The#tab=summary,101 minutes,Adventure,Digital Animation,Kids Fiction,United States,English,"March 01, 2012","$67,500,000","PGfor brief mild language.(Rating bulletin 2206, 1/18/2012)","Chris Meledandri,Illumination Entertainment",
https://www.the-numbers.com/movie/Journey-2-Mysterious-Island#tab=summary,52 minutes,Adventure,Live Action,Fantasy,United States,English,"January 19, 2012","$79,000,000","PGfor some adventure action, and brief mild language.(Rating bulletin 2197, 11/9/2011)","New Line Cinema,Contrafilm",Journey to the Center of the Earth
https://www.the-numbers.com/movie/Battleship#tab=summary,130 minutes,Action,Live Action,Contemporary Fiction,United States,English,"April 11, 2012","$220,000,000","PG-13for intense sequences of violence, action and destruction, and for language.(Rating bulletin 2216, 3/26/2012)","Universal Pictures,Hasbro Studios,Bluegrass Films,Film 44",
https://www.the-numbers.com/movie/Expendables-2-The#tab=summary,103 minutes,Action,Live Action,Contemporary Fiction,United States,English,"August 15, 2012","$100,000,000","Rfor strong bloody violence throughout.(Rating bulletin 2233, 7/25/2012)","Lionsgate,Millennium Films,Nu Image",The Expendables
https://www.the-numbers.com/movie/Rise-of-the-Guardians#tab=summary,97 minutes,Adventure,Digital Animation,Kids Fiction,United States,English,"November 20, 2012","$145,000,000","PGfor thematic elements and some mildly scary action.(Rating bulletin 2241, 9/19/2012)","DreamWorks Animation,Christina Steinberg",
https://www.the-numbers.com/movie/Wrath-of-the-Titans#tab=summary,99 minutes,Adventure,Animation/Live Action,Fantasy,"United States,United Kingdom",English,"March 28, 2012","$150,000,000","PG-13for intense sequences of fantasy violence and action.(Rating bulletin 2213, 3/7/2012)","Warner Bros.,Legendary Pictures,Furia de Titanes II, A.I.E,Thunder Road Film,Cott Productions",Clash of the Titans
https://www.the-numbers.com/movie/John-Carter-of-Mars#tab=summary,132 minutes,Adventure,Live Action,Science Fiction,United States,"English,Apache","March 07, 2012","$263,700,000","PG-13for intense sequences of violence and action.(Rating bulletin 2204, 1/4/2011)","Walt Disney Pictures,Jim Morris",
https://www.the-numbers.com/movie/Bourne-Legacy-The#tab=summary,135 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"August 10, 2012","$125,000,000","PG-13for violence and action sequences.(Rating bulletin 2224, 5/23/2012)","Universal Pictures,Relativity Media,The Kennedy/Marshall Company",Bourne
https://www.the-numbers.com/movie/Lincoln#tab=summary,149 minutes,Drama,Live Action,Dramatization,United States,English,"November 09, 2012","$65,000,000","PG-13for an intense scene of war violence, some images of carnage and brief strong language.(Rating bulletin 2242, 9/26/2012)","DreamWorks Pictures,20th Century Fox,Participant Media,Dune Entertainment,Amblin Entertainment,The Kennedy/Marshall Company,Reliance Entertainment",
https://www.the-numbers.com/movie/Dark-Shadows#tab=summary,112 minutes,Black Comedy,Live Action,Contemporary Fiction,United States,English,"May 09, 2012","$150,000,000","PG-13for comic horror violence, sexual content, some drug use, language and smoking.(Rating bulletin 2219, 4/18/2012)","Warner Bros.,Village Roadshow Productions,Infinitum Nihil,GK Films,Zancuk Company",
https://www.the-numbers.com/movie/Resident-Evil-Retribution#tab=summary,95 minutes,Horror,Live Action,Science Fiction,United States,English,"September 12, 2012","$65,000,000","Rfor sequences of strong violence throughout.(Rating bulletin 2236, 8/15/2012)","Screen Gems,Constantin Film,Davis Films,Impact Pictures",Resident Evil
https://www.the-numbers.com/movie/American-Reunion#tab=summary,112 minutes,Comedy,Live Action,Contemporary Fiction,United States,English,"April 04, 2012","$50,000,000","Rfor crude and sexual content throughout, nudity, language, brief drug use and teen drinking.(Rating bulletin 2204, 1/4/2012)","Universal Pictures,Relativity Media,Practical Pictures,Zide Pictures",American Pie
https://www.the-numbers.com/movie/Silver-Linings-Playbook#tab=summary,122 minutes,Drama,Live Action,Contemporary Fiction,United States,English,"November 16, 2012","$21,000,000","Rfor language and some sexual content/nudity.(Rating bulletin 2246, 10/24/2012)",Weinstein Company,
https://www.the-numbers.com/movie/Argo#tab=summary,120 minutes,Thriller/Suspense,Live Action,Historical Fiction,United States,"English,Farsi","October 11, 2012","$44,500,000","Rfor language and some violent images.(Rating bulletin 2220, 4/25/2012)","Warner Bros.,GK Films,Smoke House Pictures",
https://www.the-numbers.com/movie/Jack-Reacher#tab=summary,130 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"December 20, 2012","$60,000,000","PG-13for violence, language and some drug material.(Rating bulletin 2234, 8/1/2012)","Paramount Pictures,Skydance Productions,Tom Cruise Productions",Jack Reacher
https://www.the-numbers.com/movie/Total-Recall-(Remake)#tab=summary,117 minutes,Action,Live Action,Science Fiction,United States,English,"August 03, 2012","$125,000,000","PG-13for intense sequences of sci-fi violence and action, some sexual content, brief nudity, and language.(Rating bulletin 2230, 7/4/2012)","Sony Pictures,Original Film",
https://www.the-numbers.com/movie/Total-Recall-(Remake)#tab=summary,117 minutes,Action,Live Action,Science Fiction,United States,English,"August 03, 2012","$125,000,000","PG-13for intense sequences of sci-fi violence and action, some sexual content, brief nudity, and language.(Rating bulletin 2230, 7/4/2012)","Sony Pictures,Original Film",
https://www.the-numbers.com/movie/Safe-House#tab=summary,114 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,United States,"English,Afrikaans,Spanish","February 08, 2012","$85,000,000","Rfor strong violence throughout and some language.(Rating bulletin 2206, 1/8/2012)","Universal Pictures,Relativity Media,Bluegrass Films",Safe House
https://www.the-numbers.com/movie/Ren-zai-jiong-tu-zhi-tai-jiong#tab=summary,105 minutes,Comedy,Live Action,Contemporary Fiction,China,Mandarin,"December 14, 2012",,,,Ren zai jiong tu Tai jiong
https://www.the-numbers.com/movie/21-Jump-Street#tab=summary,109 minutes,Comedy,Live Action,Contemporary Fiction,United States,English,"March 14, 2012","$42,000,000","Rfor crude and sexual content, pervasive language, drug material, teen drinking and some violence.(Rating bulletin 2210, 2/15/2012)","Columbia Pictures,Metro-Goldwyn-Mayer Pictures,Relativity Media,Original Film,Cannell Studios",21 Jump Street
https://www.the-numbers.com/movie/Vow-The#tab=summary,104 minutes,Drama,Live Action,Historical Fiction,United States,English,"February 09, 2012","$30,000,000","PG-13for an accident scene, sexual content, partial nudity and some language.(Rating bulletin 2192, 10/5/2011)","Screen Gems,Spyglass Entertainment,Birnbaum/Barber",
https://www.the-numbers.com/movie/Dictator-The#tab=summary,83 minutes,Comedy,Live Action,Contemporary Fiction,United States,"English,Arabic","May 16, 2012","$65,000,000","Rfor strong crude and sexual content, brief male nudity, language and some violent images.(Rating bulletin 2220, 4/25/2012)","Paramount Pictures,Four by Two Films,Berg Mandel,Scott Rudin Productions",
https://www.the-numbers.com/movie/Mirror-Mirror#tab=summary,95 minutes,Adventure,Live Action,Fantasy,United States,English,"March 15, 2012","$85,000,000","PGfor some fantasy action and mild rude humor.(Rating bulletin 2206, 1/18/2012)","Relativity Media,Yuk Films,Goldman Pictures,Rat Entertainment,Misher Films",
https://www.the-numbers.com/movie/Magic-Mike#tab=summary,109 minutes,Comedy,Live Action,Contemporary Fiction,United States,English,"June 28, 2012","$7,000,000","Rfor pervasive sexual content, brief graphic nudity, language and some drug use.(Rating bulletin 2218, 4/11/2012)","Warner Bros.,Nick Wechsler,Gregory Jacobs,Iron Horse,Extension 765",Magic Mike
https://www.the-numbers.com/movie/Looper#tab=summary,119 minutes,Action,Live Action,Science Fiction,"United States,China",English,"September 27, 2012","$30,000,000","Rfor strong violence, language, some sexuality/nudity and drug content.(Rating bulletin 2238, 8/29/2012)","Tri-Star Pictures,FilmDistrict,Endgame Entertainment,DMG Entertainment,Ram Bergman Productions",
https://www.the-numbers.com/movie/Shi-Er-Sheng-Xiao#tab=summary,122 minutes,Action,Live Action,Contemporary Fiction,"Hong Kong,China","English,Spanish,Mandarin","December 20, 2012",,"PG-13for martial arts action, some violent content and brief nudity.(Rating bulletin 2292, 10/2/2013)",,Armour of God
https://www.the-numbers.com/movie/Impossible-The#tab=summary,114 minutes,Drama,Live Action,Dramatization,"Spain,United States",English,"October 11, 2012","$40,000,000","PG-13for intense realistic disaster sequences, including disturbing injury images and brief nudity.(Rating bulletin 2211, 2/12/2012)","Summit Entertainment,Mediaset Espana,Apaches Entertainment,Telecinco Cinema",
https://www.the-numbers.com/movie/Step-Up-Revolution#tab=summary,97 minutes,Drama,Live Action,Contemporary Fiction,United States,English,"July 26, 2012","$33,000,000","PG-13for some suggestive dancing and language.(Rating bulletin 2216, 3/28/2012)","Offspring Entertainment,Summit Entertainment",Step Up
https://www.the-numbers.com/movie/Flight#tab=summary,138 minutes,Drama,Live Action,Contemporary Fiction,United States,English,"November 02, 2012","$31,000,000","Rfor drug and alcohol abuse, language, sexuality/nudity and an intense action sequence.(Rating bulletin 2240, 9/12/2012)","Paramount Pictures,ImageMovers,Parkes+Macdonald Productions",
https://www.the-numbers.com/movie/Underworld-Awakening-(2012)#tab=summary,89 minutes,Action,Live Action,Fantasy,United States,English,"January 20, 2012","$70,000,000","Rfor strong violence and gore, and for some language.(Rating bulletin 2203, 12/21/2012)","Screen Gems,Lakeshore Entertainment,Sketch Films",Underworld
https://www.the-numbers.com/movie/This-Means-War#tab=summary,120 minutes,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,"February 16, 2012","$65,000,000","PG-13for sexual content including references, some violence and action, and for language.(Rating bulletin 2208, 2/1/2012)","Overbrook Entertainment,Robert Simonds Company,20th Century Fox",
https://www.the-numbers.com/movie/Arrietty-(2010-Japan)#tab=summary,94 minutes,Adventure,Hand Animation,Kids Fiction,Japan,English,"January 12, 2012","$23,000,000","G(Rating bulletin 2194, 10/19/2011)","Studio Ghibli,Nippon Television Network,Dentsu Inc.,Hakuhoda,DY Media Partners,Walt Disney Japan,Mitsubishi,Toho Co,Wild Bunch",
https://www.the-numbers.com/movie/Ghost-Rider-Spirit-of-Vengeance#tab=summary,95 minutes,Action,Live Action,Contemporary Fiction,"United States,United Arab Emirates",English,"February 17, 2012","$57,000,000","PG-13for intense sequences of action and violence, some disturbing images, and language.(Rating bulletin 2193, 10/12/2011)","Columbia Pictures,Hyde Park Entertainment,Image Nation Abu Dhabi,Marvel Studios",Ghost Rider
https://www.the-numbers.com/movie/Paranormal-Activity-4#tab=summary,87 minutes,Horror,Live Action,Contemporary Fiction,United States,English,"October 17, 2012","$5,000,000","Rfor language and some violence/terror.(Rating bulletin 2243, 10/3/2012)","Blumhouse,Solana Films,Room 101",Paranormal Activity
https://www.the-numbers.com/movie/Paranormal-Activity-4#tab=summary,87 minutes,Horror,Live Action,Contemporary Fiction,United States,English,"October 17, 2012","$5,000,000","Rfor language and some violence/terror.(Rating bulletin 2243, 10/3/2012)","Blumhouse,Solana Films,Room 101",Paranormal Activity
https://www.the-numbers.com/movie/Abraham-Lincoln-Vampire-Hunter#tab=summary,105 minutes,Horror,Live Action,Fantasy,United States,English,"June 20, 2012","$67,500,000","Rfor violence throughout and brief sexuality.(Rating bulletin 2226, 6/6/2012)","20th Century Fox,Dune Entertainment,Tim Burton,Timur Bekmambetov,Jim Lemley",
https://www.the-numbers.com/movie/Pirates-Band-of-Misfits-The#tab=summary,88 minutes,Adventure,Stop-Motion Animation,Kids Fiction,"United States,United Kingdom",English,"March 28, 2012","$55,000,000","PGfor mild action, rude humor and some language.(Rating bulletin 2208, 2/1/2012)","Columbia Pictures,Sony Pictures Animation,Aardman Animations",
https://www.the-numbers.com/movie/Best-Exotic-Marigold-Hotel-The#tab=summary,122 minutes,Comedy,Live Action,Contemporary Fiction,"United States,United Kingdom",English,"February 24, 2012","$10,000,000","PG-13for sexual content and language.(Rating bulletin 2172, 5/18/2011)","Fox Searchlight Pictures,Participant Media,Image Nation Abu Dhabi,Blueprint Films,Dune Entertainment,Ingenious Media,Big Screen Prods,Ingenious Film Partners",Best Exotic Marigold Hotel
https://www.the-numbers.com/movie/Zero-Dark-Thirty#tab=summary,137 minutes,Thriller/Suspense,Live Action,Dramatization,United States,English,"December 19, 2012","$52,500,000","Rfor strong violence including brutal disturbing images, and for language.(Rating bulletin 2250, 11/21/2012)","Columbia Pictures,Mark Boal,First Light,Annapurna Pictures",
https://www.the-numbers.com/movie/Hope-Springs#tab=summary,100 minutes,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,"August 08, 2012","$30,000,000","PG-13for mature thematic content involving sexuality.(Rating bulletin 2226, 6/6/2012)","Columbia Pictures,Mandate Pictures,Metro-Goldwyn-Mayer Pictures,Film 360,Escape Artists",
https://www.the-numbers.com/movie/Cloud-Atlas#tab=summary,172 minutes,Drama,Live Action,Multiple Creative Types,Germany,English,"October 26, 2012","$102,000,000","Rfor violence, language, sexuality/nudity and some drug use.(Rating bulletin 2226, 6/6/2012)","Warner Bros.,Cloud Atlas X-Filme Creative Pool Anarchos,A Company,ARD/Degeto",
https://www.the-numbers.com/movie/Woman-in-Black-The#tab=summary,95 minutes,Horror,Live Action,Fantasy,"United Kingdom,Canada,Sweden",English,"February 03, 2012","$15,000,000","PG-13for thematic material and violence/disturbing images.(Rating bulletin 2193, 10/12/2011)","Alliance Films,Hammer Films,UK Film Council,Cross Creek Pictures,Talisman,Exclusive Media Group",The Woman in Black
https://www.the-numbers.com/movie/Sap-ji-sang-ciu#tab=summary,,Action,Live Action,Contemporary Fiction,"Hong Kong,China","Mandarin,English","December 20, 2012",,,,
https://www.the-numbers.com/movie/Chronicle#tab=summary,106 minutes,Thriller/Suspense,Live Action,Science Fiction,United States,English,"February 02, 2012","$12,000,000","PG-13for intense action and violence, thematic material, some language, sexual content and teen drinking.(Rating bulletin 2205, 1/11/2012)","20th Century Fox,Davis Entertainment,Dune Entertainment",
https://www.the-numbers.com/movie/Parental-Guidance#tab=summary,104 minutes,Comedy,Live Action,Contemporary Fiction,United States,English,"December 25, 2012","$25,000,000","PGfor some rude humor.(Rating bulletin 2246, 10/24/2012)","20th Century Fox,Walden Media,Chernin Entertainment,Face Productions",
https://www.the-numbers.com/movie/Hua-Pi-Er#tab=summary,131 minutes,Action,Live Action,Fantasy,China,Mandarin,"June 28, 2012",,Not Rated,"Ningxia Film Studio,Dinglongda International Culture Media Co., Ltd.",Hua Pi
