link,Production Budget,Running Time,Genre,Production Method,Production/Financing Companies,Production Countries,Languages,Release Date
https://www.the-numbers.com/movie/Hello-My-Name-is-Doris#tab=summary,"$1,000,000",90 minutes,Drama,Live Action,"Roadside Attractions,Stage 6 Films,Red Crown,Haven Entertainment",United States,English,"March 11, 2016"
https://www.the-numbers.com/movie/Que-Culpa-Tiene-el-Nino-(Mexico)#tab=summary,,105 minutes,Romantic Comedy,Live Action,,Mexico,Spanish,"May 12, 2016"
https://www.the-numbers.com/movie/Ratchet-and-Clank#tab=summary,"$20,000,000",94 minutes,Adventure,Digital Animation,"Blockade,Rainmaker Entertainment,Gramercy Pictures,Aperture Media Partners,Film Financial Services,Peak Distribution Partners LLC",United States,English,"April 15, 2016"
https://www.the-numbers.com/movie/Boku-wa-Ashita-Kinou-no-Kimi-to-Deto-Suru-(Japan)#tab=summary,,111 minutes,Drama,Live Action,,Japan,Japanese,"December 16, 2016"
https://www.the-numbers.com/movie/Tri-bogatyrya-i-Morskoy-tsar-(Russia)#tab=summary,,,Adventure,Digital Animation,,Russian Federation,Russian,"December 23, 2016"
https://www.the-numbers.com/movie/Rudorufu-to-Ippaiattena-(Japan)#tab=summary,,90 minutes,Adventure,Digital Animation,,Japan,Japanese,"August 05, 2016"
https://www.the-numbers.com/movie/Dads-Army#tab=summary,,100 minutes,Comedy,Live Action,"Universal Pictures International,Screen Yorkshire,DJ Films,British Film Company,Worldwide Theatrix,Jimmy Perry Productions",United Kingdom,English,"February 05, 2016"
https://www.the-numbers.com/movie/Hillarys-America-The-Secret-History-of-the-Democratic-Party#tab=summary,"$5,000,000",100 minutes,Documentary,Live Action,"Quality Flix,D’Souza Media",United States,English,"July 15, 2016"
https://www.the-numbers.com/movie/Other-Side-of-the-Door-The#tab=summary,"$5,000,000",96 minutes,Horror,Live Action,"20th Century Fox,42/Fire Axe Pictures","India,United Kingdom",English,"February 24, 2016"
https://www.the-numbers.com/movie/Bong-i-Kim-seon-dal-(korea-2016)#tab=summary,,121 minutes,Action,Live Action,"M Pictures,SNK Pictures",Republic of Korea,Korean,"June 24, 2016"
https://www.the-numbers.com/movie/Loving-(2016)#tab=summary,"$9,000,000",123 minutes,Drama,Live Action,"Focus Features,Raindog Films,Big Beach,Augusta Films,Tri State Pictures",United States,English,"November 04, 2016"
https://www.the-numbers.com/movie/Ozzy-(Spain)#tab=summary,,90 minutes,Adventure,Digital Animation,,"Spain,Canada",English,"March 03, 2016"
https://www.the-numbers.com/movie/Hologram-for-the-King-A#tab=summary,"$35,000,000",97 minutes,Drama,Live Action,"Lionsgate,Roadside Attractions,Saban Films,Playtone,X Filme Creative Pool,LLC Primeredian Entertainment,Vingt Deux Heures Vingt Deux,WS Filmproduktion,Silver Reel Entertainment,Fabrica de Cine,Lotus Entertainment",United States,English,"April 22, 2016"
https://www.the-numbers.com/movie/Shut-In#tab=summary,"$10,000,000",91 minutes,Thriller/Suspense,Live Action,"EuropaCorp,Lava Bear Films,Transfilm Intl.,Canal Plus,OCS.,Cine Plus",United States,English,"March 17, 2016"
https://www.the-numbers.com/movie/Friend-Request-(Germany)#tab=summary,"$9,900,000",92 minutes,Horror,Live Action,"Wiedemann & Berg,Seven Pictures Film,Two Oceans,The Exchange",Germany,English,"January 07, 2016"
https://www.the-numbers.com/movie/Kurosaki-kun-no-iinari-ni-nante-naranai-(Japan)-(2016)#tab=summary,,93 minutes,,Live Action,,Japan,Japanese,"February 26, 2016"
https://www.the-numbers.com/movie/Queen-of-Katwe#tab=summary,"$15,000,000",90 minutes,Drama,Live Action,"Walt Disney Pictures,ESPN Films,Cine Mosaic,Mirabai Films",United States,English,"September 23, 2016"
https://www.the-numbers.com/movie/Beauty-and-the-Beast-(2017)#tab=summary,"$160,000,000",123 minutes,Musical,Animation/Live Action,"Walt Disney Pictures,Mandeville Films",United States,English,"March 16, 2017"
https://www.the-numbers.com/movie/Fate-of-the-Furious-The#tab=summary,"$250,000,000",136 minutes,Action,Live Action,"Universal Pictures,Original Film,One Race Films",United States,English,"April 07, 2017"
https://www.the-numbers.com/movie/Coco-(2017)#tab=summary,"$175,000,000",105 minutes,Musical,Digital Animation,"Disney-Pixar,Walt Disney Pictures",United States,English,"October 27, 2017"
https://www.the-numbers.com/movie/Pirates-of-the-Caribbean-Dead-Men-Tell-No-Tales#tab=summary,"$230,000,000",135 minutes,Adventure,Animation/Live Action,"Walt Disney Pictures,Jerry Bruckheimer Films",United States,English,"May 23, 2017"
https://www.the-numbers.com/movie/It-(2017)#tab=summary,"$35,000,000",135 minutes,Horror,Live Action,"Lin Pictures,Vertigo Entertainment,KatzSmith Productions,New Line Cinema",United States,English,"August 31, 2017"
https://www.the-numbers.com/movie/Kong-Skull-Island#tab=summary,"$185,000,000",118 minutes,Adventure,Live Action,"Legendary Pictures,Warner Bros.,Tencent Pictures",United States,English,"February 23, 2017"
https://www.the-numbers.com/movie/Fifty-Shades-Darker#tab=summary,"$55,000,000",118 minutes,Drama,Live Action,"Universal Pictures,Perfect World Pictures,Michael De Luca Productions",United States,English,"February 08, 2017"
https://www.the-numbers.com/movie/Ferdinand#tab=summary,"$111,000,000",107 minutes,Adventure,Digital Animation,"Blue Sky Studios,20th Century Fox Animation,Davis Entertainment",United States,English,"December 08, 2017"
https://www.the-numbers.com/movie/Annabelle-Creation#tab=summary,"$15,000,000",109 minutes,Horror,Live Action,"New Line Cinema,Atomic Monster,The Safran Company,RatPac Entertainment,Dune Entertainment",United States,English,"August 02, 2017"
https://www.the-numbers.com/movie/Gong-fu-yu-jia-(China)#tab=summary,,107 minutes,Action,Live Action,,"China,India","English,Mandarin,Hindi","January 27, 2017"
https://www.the-numbers.com/movie/Xi-You-Fu-Yao-Pian-(China)#tab=summary,,108 minutes,Action,Live Action,,China,Mandarin,"January 27, 2017"
https://www.the-numbers.com/movie/Geostorm#tab=summary,"$100,000,000",109 minutes,Thriller/Suspense,Live Action,"Skydance Productions,Electric Entertainment",United States,English,"October 13, 2017"
https://www.the-numbers.com/movie/Smurfs-The-Lost-Village#tab=summary,"$60,000,000",90 minutes,Adventure,Digital Animation,"Kerner Entertainment Company,Columbia Pictures,LStar Capital,Wanda Media,Sony Pictures Animation",United States,English,"March 24, 2017"
https://www.the-numbers.com/movie/Ghost-in-the-Shell#tab=summary,"$110,000,000",100 minutes,Action,Live Action,"DreamWorks Pictures,Paramount Pictures,Reliance Entertainment,Arad Productions",United States,English,"March 23, 2017"
https://www.the-numbers.com/movie/Power-Rangers-(2017)#tab=summary,"$120,000,000",124 minutes,Action,Animation/Live Action,"Lionsgate,Temple Hill Entertainment",United States,English,"March 24, 2017"
https://www.the-numbers.com/movie/American-Made#tab=summary,"$50,000,000",114 minutes,Action,Live Action,"Cross Creek Pictures,Imagine Entertainment,Quadrant Pictures,Vendian Entertainment,Hercules Film Fund,Universal Pictures,Brian Grazer Productions",United States,English,"August 23, 2017"
https://www.the-numbers.com/movie/Happy-Death-Day#tab=summary,"$5,000,000",96 minutes,Horror,Live Action,"Blumhouse,Universal Pictures",United States,English,"October 11, 2017"
https://www.the-numbers.com/movie/Jigsaw-(2017)#tab=summary,"$10,000,000",91 minutes,Horror,Live Action,"Twisted Pictures,Serendipity Prods,A Bigger Boat Productions",United States,English,"October 27, 2017"
https://www.the-numbers.com/movie/Shack-The#tab=summary,"$20,000,000",132 minutes,Drama,Live Action,"Summit Entertainment,Gil Netter Productions,Windblown Media",United States,English,"March 03, 2017"
https://www.the-numbers.com/movie/Going-in-Style-(2017)#tab=summary,"$24,000,000",96 minutes,Comedy,Live Action,"New Line Cinema,Village Roadshow Productions,De Line Pictures,RatPac Entertainment,Dune Entertainment",United States,English,"April 05, 2017"
https://www.the-numbers.com/movie/Lady-Bird-(2017)#tab=summary,"$10,000,000",93 minutes,Drama,Live Action,"IAC Films,A24",United States,English,"November 03, 2017"
https://www.the-numbers.com/movie/Sha-Po-Lang-Tan-Lang-(2017-Hong-Kong)#tab=summary,"$14,500,000",101 minutes,Action,Live Action,,"Hong Kong,China",Cantonese,"August 16, 2017"
https://www.the-numbers.com/movie/Eiga-Doraemon-Nobita-no-nankyoku-kachikochi-daibouken-(2017-Japan)#tab=summary,,101 minutes,Adventure,Digital Animation,,Japan,Japanese,"March 03, 2017"
https://www.the-numbers.com/movie/My-Little-Pony-The-Movie-(2017)#tab=summary,"$6,500,000",99 minutes,Adventure,Digital Animation,"Allspark Pictures,DHX Media","United States,Canada",English,"September 29, 2017"
https://www.the-numbers.com/movie/Founding-of-an-Army-The-(2017-China)#tab=summary,,133 minutes,Drama,Live Action,,"China,Hong Kong",Mandarin,"July 27, 2017"
https://www.the-numbers.com/movie/Mollys-Game#tab=summary,"$30,000,000",140 minutes,Drama,Live Action,"Entertainment One,Pascal Pictures,The Mark Gordon Company",United States,English,"December 22, 2017"
https://www.the-numbers.com/movie/Second-Act-(2018)#tab=summary,"$15,700,000",104 minutes,Comedy,Live Action,"STX Entertainment,Huayi Brothers Pictures Ltd,Nuyorican",United States,English,"December 07, 2018"
https://www.the-numbers.com/movie/Dumbo-(2019)#tab=summary,"$170,000,000",130 minutes,Adventure,Animation/Live Action,"Walt Disney Pictures,Tim Burton,Infinite Detective,Secret Machine Entertainment",United States,English,"March 27, 2019"
https://www.the-numbers.com/movie/Charlies-Angels-(2019)#tab=summary,"$48,000,000",119 minutes,Action,Live Action,"2.0 Entertainment,Brownstone,Cantillon Company,Columbia Pictures,Perfect World Pictures",United States,English,"November 13, 2019"
https://www.the-numbers.com/movie/Grudge-The-(2020)#tab=summary,"$10,000,000",94 minutes,Horror,Live Action,"Screen Gems,Stage 6 Films,Ghost House Pictures",United States,English,"December 31, 2019"
https://www.the-numbers.com/movie/Countdown-(2019)#tab=summary,"$6,500,000",90 minutes,Horror,Live Action,"Boies/Schiller,Two Grown Men Productions,Wrigley Pictures,STX Films",United States,English,"October 25, 2019"
https://www.the-numbers.com/movie/Dolor-y-gloria-(Spain)-(2019)#tab=summary,"$10,800,000",113 minutes,Drama,Live Action,El Deseo,Spain,Spanish,"March 22, 2019"
https://www.the-numbers.com/movie/Kioku-ni-Gozaimasen-(2019-Japan)#tab=summary,,127 minutes,Comedy,Live Action,,Japan,Japanese,"September 13, 2019"
https://www.the-numbers.com/movie/Shou-yi-ren-(2019-China)#tab=summary,,116 minutes,Drama,Live Action,,China,Mandarin,"November 02, 2019"
https://www.the-numbers.com/movie/Nan-Fang-Che-Zhan-De-Ju-Hui-(2019-China)#tab=summary,,113 minutes,Thriller/Suspense,Live Action,"He Li Chen Guang International Culture Media Co., Ltd.,Omnijoi,Tencent Pictures,Green Ray Films,Maisong Entertainment Investment Co., Ltd.,Memento Films,ARTE France,Aide aux Cinemas du Monde,Centre National du Cinema et de L Image Animee,Memento Films International","China,France",Mandarin,"August 30, 2019"
https://www.the-numbers.com/movie/Shaft-(2019)#tab=summary,"$30,000,000",105 minutes,Comedy,Live Action,"New Line Cinema,Davis Entertainment",United States,English,"June 14, 2019"
https://www.the-numbers.com/movie/Shang-Hai-Bao-Lei-(China)#tab=summary,,107 minutes,Drama,Multiple Production Methods,,China,"Mandarin,English","August 06, 2019"
https://www.the-numbers.com/movie/Svaha-The-Sixth-Finger-(2019-South-Korea)#tab=summary,,122 minutes,Thriller/Suspense,Live Action,,Republic of Korea,Korean,"February 20, 2019"
https://www.the-numbers.com/movie/Nada-a-Perder-2-(Brazil)#tab=summary,,100 minutes,Drama,Live Action,,Brazil,Portuguese,"August 16, 2019"
https://www.the-numbers.com/movie/Fable-The-(Japan)#tab=summary,,123 minutes,Action,Live Action,,Japan,Japanese,"June 21, 2019"
https://www.the-numbers.com/movie/Cheonmun-Modneunda-Doors-to-Heaven-(S-Korea)#tab=summary,,132 minutes,Drama,Live Action,,Republic of Korea,Korean,"December 26, 2019"
https://www.the-numbers.com/movie/Juninin-no-shinitai-kodomotachi-(Japan)-(2019)#tab=summary,,117 minutes,Thriller/Suspense,Live Action,,Japan,Japanese,"January 25, 2019"
https://www.the-numbers.com/movie/Kaiserschmarrndrama-(2020-Germany)#tab=summary,,96 minutes,Comedy,Live Action,Constantin Film,Germany,German,"August 05, 2021"
https://www.the-numbers.com/movie/Lightyear-(2022)#tab=summary,"$200,000,000",110 minutes,Adventure,Digital Animation,"Walt Disney Pictures,Disney-Pixar",United States,English,"June 15, 2022"
https://www.the-numbers.com/movie/Sao-Hei-Xing-Dong-(2022-China)#tab=summary,,99 minutes,Action,Live Action,,China,Mandarin,"November 11, 2022"
https://www.the-numbers.com/movie/Little-Mermaid-The-(2023)#tab=summary,"$250,000,000",135 minutes,Musical,Animation/Live Action,"Walt Disney Pictures,Marc Platt Productions,Lucamar",United States,English,"May 24, 2023"
https://www.the-numbers.com/movie/Inside-Out-2-(2024)#tab=summary,"$200,000,000",100 minutes,Adventure,Digital Animation,"Walt Disney Pictures,Disney-Pixar",United States,English,"June 12, 2024"
https://www.the-numbers.com/movie/Alien-Romulus-(2024)#tab=summary,"$80,000,000",119 minutes,Horror,Live Action,"20th Century Studios,Scott Free Films,Brandywine",United States,English,"August 14, 2024"
https://www.the-numbers.com/movie/Pig-the-Snake-and-the-Pigeon-The-(2024-Taiwan)#tab=summary,,134 minutes,Action,Live Action,,"Taiwan, Province of China",Mandarin,"March 01, 2024"
https://www.the-numbers.com/movie/My-Hero-Academia-the-Movie-Youre-Next-(2024-Japan)#tab=summary,,110 minutes,Adventure,Digital Animation,,Japan,Japanese,"August 02, 2024"
https://www.the-numbers.com/movie/Maxxxine-(2024)#tab=summary,,104 minutes,Horror,Live Action,"A24,Motel Mojave,Access Entertainment",United States,English,"July 04, 2024"
https://www.the-numbers.com/movie/Crisis-Negotiators-(2024-China)#tab=summary,,,Drama,Live Action,,"China,Hong Kong",,"June 08, 2024"
https://www.the-numbers.com/movie/Never-Let-Go-(2024)#tab=summary,"$20,000,000",101 minutes,Horror,Live Action,"21 Laps Entertainment,Lionsgate,Media Capital Technologies,HalleHolly",United States,English,"September 18, 2024"
https://www.the-numbers.com/movie/Room-Next-Door-The-(2024-Spain)#tab=summary,,107 minutes,Drama,Live Action,"El Deseo,Sony Pictures Classics",Spain,English,"October 18, 2024"
https://www.the-numbers.com/movie/Unsung-Hero-(2024)#tab=summary,"$6,000,000",112 minutes,Drama,Live Action,"Kingdom Story Company,Candy Rock,Lionsgate,For King & Country",United States,English,"April 26, 2024"
https://www.the-numbers.com/movie/Lyod-3-(2024-Russia)#tab=summary,,,Drama,Live Action,,Russian Federation,Russian,"February 14, 2024"
https://www.the-numbers.com/movie/Homestead-(2024)#tab=summary,,110 minutes,Drama,Live Action,"Angel Studios,Skies Fall Entertainment,Radiate Films,10 Ton Productions,2521 Entertainment",United States,English,"December 20, 2024"
https://www.the-numbers.com/movie/Unseen-Sister-The-(2024-China)#tab=summary,,,Thriller/Suspense,Live Action,,China,Mandarin,"October 26, 2024"
https://www.the-numbers.com/movie/Lord-of-the-Rings-The-The-War-of-the-Rohirrim-(2024)#tab=summary,"$30,000,000",150 minutes,Adventure,Digital Animation,"New Line Cinema,Warner Bros Animation,Sola Media,Wingnut Films,Domain Entertainment","United States,Japan",English,"December 05, 2024"
https://www.the-numbers.com/movie/Lord-of-the-Rings-The-The-War-of-the-Rohirrim-(2024)#tab=summary,"$30,000,000",150 minutes,Adventure,Digital Animation,"New Line Cinema,Warner Bros Animation,Sola Media,Wingnut Films,Domain Entertainment","United States,Japan",English,"December 05, 2024"
https://www.the-numbers.com/movie/Lord-of-the-Rings-The-The-War-of-the-Rohirrim-(2024)#tab=summary,"$30,000,000",150 minutes,Adventure,Digital Animation,"New Line Cinema,Warner Bros Animation,Sola Media,Wingnut Films,Domain Entertainment","United States,Japan",English,"December 05, 2024"
https://www.the-numbers.com/movie/Lord-of-the-Rings-The-The-War-of-the-Rohirrim-(2024)#tab=summary,"$30,000,000",150 minutes,Adventure,Digital Animation,"New Line Cinema,Warner Bros Animation,Sola Media,Wingnut Films,Domain Entertainment","United States,Japan",English,"December 05, 2024"
https://www.the-numbers.com/movie/Cabrini-(2024)#tab=summary,"$50,000,000",142 minutes,Drama,Live Action,"Angel Studios,Lodigiano Film Development",United States,English,"March 07, 2024"
https://www.the-numbers.com/movie/Ordinary-Angels-(2024)#tab=summary,"$13,000,000",116 minutes,Drama,Live Action,"Lionsgate,Kingdom Story Company,Vertigo Entertainment",United States,English,"February 23, 2024"
https://www.the-numbers.com/movie/Hedgehog-The-(2024-China)#tab=summary,,103 minutes,Comedy,Live Action,,China,Mandarin,"August 23, 2024"
https://www.the-numbers.com/movie/Better-Man-(2024)#tab=summary,"$110,000,000",134 minutes,Musical,Live Action,,United States,English,"December 25, 2024"
https://www.the-numbers.com/movie/Blue-Lock-The-Movie-Episode-Nagi-(2024-Japan)#tab=summary,,91 minutes,Drama,Digital Animation,,Japan,Japanese,"April 19, 2024"
https://www.the-numbers.com/movie/Golden-Kamuy-(2024-Japan)#tab=summary,,,Action,Live Action,,Japan,Japanese,"January 19, 2024"
https://www.the-numbers.com/movie/Diamanti-(2024-Italy)#tab=summary,,135 minutes,Drama,Live Action,"Greenboo Productions,Faros Film,Sky",Italy,Italian,"December 19, 2024"
https://www.the-numbers.com/movie/Jung-Kook-I-Am-Still-(2024-South-Korea)#tab=summary,,93 minutes,Concert/Performance,Live Action,"Trafalgar Releasing,Hybe",Republic of Korea,Korean,"September 18, 2024"
https://www.the-numbers.com/movie/Escape-(2024-South-Korea)#tab=summary,,94 minutes,Action,Live Action,"Plus M Entertainment,The Lamp LTD,Unhasu Film",Republic of Korea,Korean,"July 03, 2024"
https://www.the-numbers.com/movie/Customs-Frontline-(2024-Hong-Kong)#tab=summary,,120 minutes,Action,Multiple Production Methods,,Hong Kong,Cantonese,"June 28, 2024"
https://www.the-numbers.com/movie/Yuanyang-Lou-(2024-China)#tab=summary,,95 minutes,Horror,Live Action,,China,Mandarin,"October 31, 2024"
https://www.the-numbers.com/movie/Sto-let-tomu-vpered-(2024-Russia)#tab=summary,,,Drama,Live Action,,Russian Federation,Russian,"April 18, 2024"
https://www.the-numbers.com/movie/Dwelling-by-the-West-Lake-(2024-China)#tab=summary,,115 minutes,Drama,Live Action,,China,Mandarin,"April 03, 2024"
https://www.the-numbers.com/movie/Traveller-The-(2024-China)#tab=summary,,,Action,Live Action,,China,Mandarin,"July 26, 2024"
https://www.the-numbers.com/movie/Kinds-of-Kindness-(2024-Ireland)#tab=summary,"$15,000,000",164 minutes,Comedy,Live Action,"Searchlight Pictures,Film4,TSG Entertainment,Element Pictures","Ireland,United Kingdom",English,"June 06, 2024"
https://www.the-numbers.com/movie/Here-(2024)#tab=summary,"$50,000,000",104 minutes,Drama,Live Action,"VVS Films,Miramax Films,ImageMovers",United States,English,"October 31, 2024"
https://www.the-numbers.com/movie/Crow-The-(2024)#tab=summary,"$50,000,000",111 minutes,Action,Live Action,Media Capital Technologies,United States,English,"August 21, 2024"
https://www.the-numbers.com/movie/Evacuate-from-the-21st-Century-(2024-China)#tab=summary,,98 minutes,Action,Live Action,,China,Mandarin,"August 02, 2024"
https://www.the-numbers.com/movie/Untold-Story-The-(2024-China)#tab=summary,,103 minutes,Romantic Comedy,Live Action,,China,Mandarin,"November 09, 2024"
https://www.the-numbers.com/movie/National-Theatre-Live-Prima-Facie-(2022-United-Kingdom)#tab=summary,,,Concert/Performance,Live Action,,United Kingdom,English,"July 21, 2022"
https://www.the-numbers.com/movie/Like-A-Rolling-Stone-(2024-China)#tab=summary,,106 minutes,Drama,Live Action,,China,Mandarin,"September 15, 2024"
https://www.the-numbers.com/movie/Follow-Bear-to-Adventure-(2024-China)#tab=summary,,,Comedy,Live Action,,China,Mandarin,"January 12, 2024"
https://www.the-numbers.com/movie/Lee-(2024)#tab=summary,,117 minutes,Drama,Live Action,Hopscotch Pictures,"United States,United Kingdom",English,"September 13, 2024"
https://www.the-numbers.com/movie/Padre-No-Hay-Mas-Que-Uno-4-(2024-Spain)#tab=summary,,,Comedy,Live Action,,Spain,,"July 18, 2024"
https://www.the-numbers.com/movie/Victims-The-(2024-China)#tab=summary,,,Drama,Live Action,,China,Mandarin,"April 03, 2024"
https://www.the-numbers.com/movie/Chosen-The-Season-4-Episodes-1-through-3-(2024)#tab=summary,,207 minutes,Drama,Live Action,,United States,English,"February 01, 2024"
https://www.the-numbers.com/movie/Chosen-The-Season-4-Episodes-1-through-3-(2024)#tab=summary,,207 minutes,Drama,Live Action,,United States,English,"February 01, 2024"
https://www.the-numbers.com/movie/Chosen-The-Season-4-Episodes-1-through-3-(2024)#tab=summary,,207 minutes,Drama,Live Action,,United States,English,"February 01, 2024"
https://www.the-numbers.com/movie/Gold-or-Shit-(2024-China)#tab=summary,,99 minutes,Comedy,Live Action,,China,Mandarin,"June 08, 2024"
https://www.the-numbers.com/movie/Burning-Star-(2024-China)#tab=summary,,,Thriller/Suspense,Live Action,,China,Mandarin,"December 07, 2024"
https://www.the-numbers.com/movie/Remember-Me-(2024-China)#tab=summary,,116 minutes,Drama,Live Action,,China,Mandarin,"March 15, 2024"
https://www.the-numbers.com/movie/Day-the-Earth-Blew-Up-The-A-Looney-Tunes-Movie-(2024)#tab=summary,"$15,000,000",91 minutes,Comedy,Digital Animation,"Ketchup Entertainment,Warner Bros Animation",United States,English,"August 01, 2024"
https://www.the-numbers.com/movie/Frozen-Rage-A-(2024-China)#tab=summary,,115 minutes,Comedy,Live Action,,China,Mandarin,"September 15, 2024"
https://www.the-numbers.com/movie/Thelma-(2024)#tab=summary,,97 minutes,Action,Live Action,"Magnolia Pictures,Zurich Avenue,Invention Studios,Bandwagon",United States,English,"June 21, 2024"
https://www.the-numbers.com/movie/Movie-Emperor-The-(2023-China)#tab=summary,,125 minutes,Drama,Live Action,,China,Mandarin,"February 08, 2024"
https://www.the-numbers.com/movie/Yolki-11-(2024-Russia)#tab=summary,,,Comedy,Live Action,,Russian Federation,Russian,"December 19, 2024"
https://www.the-numbers.com/movie/Pleasant-Goat-and-Grey-Wolf-9-(2024-China)#tab=summary,,98 minutes,Adventure,Digital Animation,,China,Mandarin,"July 19, 2024"
https://www.the-numbers.com/movie/Hijack-1971-(2024-South-Korea)#tab=summary,,100 minutes,Drama,Live Action,,Republic of Korea,Korean,"June 21, 2024"
https://www.the-numbers.com/movie/Bonhoeffer-Pastor-Spy-Assassin-(2024-Belgium)#tab=summary,,133 minutes,Thriller/Suspense,Live Action,"Angel Studios,Tharos Films,BNP Paribas Film Fund,Crows Nest","Belgium,Ireland",English,"November 22, 2024"
https://www.the-numbers.com/movie/Letuchiy-Korabl-(2024-Russia)#tab=summary,,,Comedy,Live Action,,Russian Federation,Russian,"March 21, 2024"
https://www.the-numbers.com/movie/HOVERING-BLADE-(2024-China)#tab=summary,,107 minutes,Drama,Live Action,,China,Mandarin,"May 17, 2024"
