link,MPAA Rating,Running Time,Franchise,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date,Production Budget
https://www.the-numbers.com/movie/Lord-of-the-Rings-The-The-War-of-the-Rohirrim-(2024)#tab=summary,"PG-13for strong violence.(Rating bulletin 2857 (cert #55198), 10/23/2024)",150 minutes,Peter Jackson's Lord of the Rings,Adventure,Digital Animation,Fantasy,"New Line Cinema,Warner Bros Animation,Sola Media,Wingnut Films,Domain Entertainment","United States,Japan",English,"December 05, 2024","$30,000,000"
https://www.the-numbers.com/movie/Lord-of-the-Rings-The-The-War-of-the-Rohirrim-(2024)#tab=summary,"PG-13for strong violence.(Rating bulletin 2857 (cert #55198), 10/23/2024)",150 minutes,Peter Jackson's Lord of the Rings,Adventure,Digital Animation,Fantasy,"New Line Cinema,Warner Bros Animation,Sola Media,Wingnut Films,Domain Entertainment","United States,Japan",English,"December 05, 2024","$30,000,000"
https://www.the-numbers.com/movie/Cabrini-(2024)#tab=summary,"PG-13for thematic material, some violence, language and smoking.(Rating bulletin 2813 (cert #54773), 12/13/2023)",142 minutes,,Drama,Live Action,Dramatization,"Angel Studios,Lodigiano Film Development",United States,English,"March 07, 2024","$50,000,000"
https://www.the-numbers.com/movie/Ordinary-Angels-(2024)#tab=summary,"PGfor thematic content, brief bloody images and smoking.(Rating bulletin 2794 (cert #54165), 8/2/2023)",116 minutes,,Drama,Live Action,Dramatization,"Lionsgate,Kingdom Story Company,Vertigo Entertainment",United States,English,"February 23, 2024","$13,000,000"
https://www.the-numbers.com/movie/Hedgehog-The-(2024-China)#tab=summary,,103 minutes,,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"August 23, 2024",
https://www.the-numbers.com/movie/Better-Man-(2024)#tab=summary,"Rfor drug use, pervasive language, sexual content, nudity and some violent content.(Rating bulletin 2857 (cert #54927), 10/23/2024)",134 minutes,,Musical,Live Action,Dramatization,,United States,English,"December 25, 2024","$110,000,000"
https://www.the-numbers.com/movie/Blue-Lock-The-Movie-Episode-Nagi-(2024-Japan)#tab=summary,"PG-13for language and brief partial nudity.(Rating bulletin 2839 (cert #54943) (Dubbed), 6/19/2024)PG-13for language and brief partial nudity.(Rating bulletin 2839 (cert #54942) (Subtitled), 6/19/2024)",91 minutes,,Drama,Digital Animation,Contemporary Fiction,,Japan,Japanese,"April 19, 2024",
https://www.the-numbers.com/movie/Diamanti-(2024-Italy)#tab=summary,,135 minutes,,Drama,Live Action,Historical Fiction,"Greenboo Productions,Faros Film,Sky",Italy,Italian,"December 19, 2024",
https://www.the-numbers.com/movie/Golden-Kamuy-(2024-Japan)#tab=summary,,,,Action,Live Action,Historical Fiction,,Japan,Japanese,"January 19, 2024",
https://www.the-numbers.com/movie/Jung-Kook-I-Am-Still-(2024-South-Korea)#tab=summary,,93 minutes,,Concert/Performance,Live Action,Factual,"Trafalgar Releasing,Hybe",Republic of Korea,Korean,"September 18, 2024",
https://www.the-numbers.com/movie/Escape-(2024-South-Korea)#tab=summary,,94 minutes,,Action,Live Action,Contemporary Fiction,"Plus M Entertainment,The Lamp LTD,Unhasu Film",Republic of Korea,Korean,"July 03, 2024",
https://www.the-numbers.com/movie/Customs-Frontline-(2024-Hong-Kong)#tab=summary,,120 minutes,,Action,Multiple Production Methods,Contemporary Fiction,,Hong Kong,Cantonese,"June 28, 2024",
https://www.the-numbers.com/movie/Yuanyang-Lou-(2024-China)#tab=summary,,95 minutes,,Horror,Live Action,Contemporary Fiction,,China,Mandarin,"October 31, 2024",
https://www.the-numbers.com/movie/Sto-let-tomu-vpered-(2024-Russia)#tab=summary,,,,Drama,Live Action,Science Fiction,,Russian Federation,Russian,"April 18, 2024",
https://www.the-numbers.com/movie/Dwelling-by-the-West-Lake-(2024-China)#tab=summary,,115 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"April 03, 2024",
https://www.the-numbers.com/movie/Traveller-The-(2024-China)#tab=summary,,,,Action,Live Action,Fantasy,,China,Mandarin,"July 26, 2024",
https://www.the-numbers.com/movie/Kinds-of-Kindness-(2024-Ireland)#tab=summary,"Rfor strong/disturbing violent content, strong sexual content, full nudity and language.(Rating bulletin 2833 (cert #54833), 5/8/2024)",164 minutes,,Comedy,Live Action,Contemporary Fiction,"Searchlight Pictures,Film4,TSG Entertainment,Element Pictures","Ireland,United Kingdom",English,"June 06, 2024","$15,000,000"
https://www.the-numbers.com/movie/Here-(2024)#tab=summary,"PG-13for thematic material, some suggestive material, brief strong language and smoking.(Rating bulletin 2832 (cert #54315), 5/1/2024)",104 minutes,,Drama,Live Action,Historical Fiction,"VVS Films,Miramax Films,ImageMovers",United States,English,"October 31, 2024","$50,000,000"
https://www.the-numbers.com/movie/Crow-The-(2024)#tab=summary,"Rfor strong bloody violence, gore, language, sexuality/nudity, and drug use.(Rating bulletin 2840 (cert #54901), 6/26/2024)",111 minutes,,Action,Live Action,Super Hero,Media Capital Technologies,United States,English,"August 21, 2024","$50,000,000"
https://www.the-numbers.com/movie/Evacuate-from-the-21st-Century-(2024-China)#tab=summary,,98 minutes,,Action,Live Action,Science Fiction,,China,Mandarin,"August 02, 2024",
https://www.the-numbers.com/movie/Untold-Story-The-(2024-China)#tab=summary,,103 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"November 09, 2024",
https://www.the-numbers.com/movie/National-Theatre-Live-Prima-Facie-(2022-United-Kingdom)#tab=summary,,,,Concert/Performance,Live Action,Contemporary Fiction,,United Kingdom,English,"July 21, 2022",
https://www.the-numbers.com/movie/Like-A-Rolling-Stone-(2024-China)#tab=summary,,106 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"September 15, 2024",
https://www.the-numbers.com/movie/Follow-Bear-to-Adventure-(2024-China)#tab=summary,,,,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"January 12, 2024",
https://www.the-numbers.com/movie/Lee-(2024)#tab=summary,"Rfor disturbing images, language and nudity.(Rating bulletin 2810 (cert #54546), 11/22/2023)",117 minutes,,Drama,Live Action,Dramatization,Hopscotch Pictures,"United States,United Kingdom",English,"September 13, 2024",
https://www.the-numbers.com/movie/Padre-No-Hay-Mas-Que-Uno-4-(2024-Spain)#tab=summary,,,,Comedy,Live Action,Contemporary Fiction,,Spain,,"July 18, 2024",
https://www.the-numbers.com/movie/Victims-The-(2024-China)#tab=summary,,,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"April 03, 2024",
https://www.the-numbers.com/movie/Chosen-The-Season-4-Episodes-1-through-3-(2024)#tab=summary,,207 minutes,The Chosen,Drama,Live Action,Dramatization,,United States,English,"February 01, 2024",
https://www.the-numbers.com/movie/Chosen-The-Season-4-Episodes-1-through-3-(2024)#tab=summary,,207 minutes,The Chosen,Drama,Live Action,Dramatization,,United States,English,"February 01, 2024",
https://www.the-numbers.com/movie/Chosen-The-Season-4-Episodes-1-through-3-(2024)#tab=summary,,207 minutes,The Chosen,Drama,Live Action,Dramatization,,United States,English,"February 01, 2024",
https://www.the-numbers.com/movie/Gold-or-Shit-(2024-China)#tab=summary,,99 minutes,,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"June 08, 2024",
https://www.the-numbers.com/movie/Burning-Star-(2024-China)#tab=summary,,,,Thriller/Suspense,Live Action,Contemporary Fiction,,China,Mandarin,"December 07, 2024",
https://www.the-numbers.com/movie/Remember-Me-(2024-China)#tab=summary,,116 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"March 15, 2024",
https://www.the-numbers.com/movie/Day-the-Earth-Blew-Up-The-A-Looney-Tunes-Movie-(2024)#tab=summary,"PGfor cartoon violence/action and rude/suggestive humor.(Rating bulletin 2864 (cert #55293), 12/11/2024)",91 minutes,,Comedy,Digital Animation,Kids Fiction,"Ketchup Entertainment,Warner Bros Animation",United States,English,"August 01, 2024","$15,000,000"
https://www.the-numbers.com/movie/Frozen-Rage-A-(2024-China)#tab=summary,,115 minutes,,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"September 15, 2024",
https://www.the-numbers.com/movie/Thelma-(2024)#tab=summary,"PG-13for strong language.(Rating bulletin 2827 (cert #54926), 3/27/2024)",97 minutes,,Action,Live Action,Contemporary Fiction,"Magnolia Pictures,Zurich Avenue,Invention Studios,Bandwagon",United States,English,"June 21, 2024",
https://www.the-numbers.com/movie/Movie-Emperor-The-(2023-China)#tab=summary,,125 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"February 08, 2024",
https://www.the-numbers.com/movie/Yolki-11-(2024-Russia)#tab=summary,,,Yolki,Comedy,Live Action,Contemporary Fiction,,Russian Federation,Russian,"December 19, 2024",
https://www.the-numbers.com/movie/Pleasant-Goat-and-Grey-Wolf-9-(2024-China)#tab=summary,,98 minutes,,Adventure,Digital Animation,Kids Fiction,,China,Mandarin,"July 19, 2024",
https://www.the-numbers.com/movie/Hijack-1971-(2024-South-Korea)#tab=summary,,100 minutes,,Drama,Live Action,Contemporary Fiction,,Republic of Korea,Korean,"June 21, 2024",
https://www.the-numbers.com/movie/Bonhoeffer-Pastor-Spy-Assassin-(2024-Belgium)#tab=summary,"PG-13for violent content, thematic elements and some smoking.(Rating bulletin 2845 (cert #55101), 7/31/2024)",133 minutes,,Thriller/Suspense,Live Action,Dramatization,"Angel Studios,Tharos Films,BNP Paribas Film Fund,Crows Nest","Belgium,Ireland",English,"November 22, 2024",
https://www.the-numbers.com/movie/Letuchiy-Korabl-(2024-Russia)#tab=summary,,,,Comedy,Live Action,,,Russian Federation,Russian,"March 21, 2024",
https://www.the-numbers.com/movie/HOVERING-BLADE-(2024-China)#tab=summary,,107 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"May 17, 2024",
https://www.the-numbers.com/movie/Am-I-Racist-(2024)#tab=summary,"PG-13for strong language, thematic material, some sexual references and smoking.(Rating bulletin 2844 (cert #55097), 7/24/2024)",101 minutes,,Documentary,Live Action,Factual,"The Daily Wire,SDG,Digital Astronaut",United States,English,"September 13, 2024","$3,000,000"
https://www.the-numbers.com/movie/Love-Lies-Bleeding-(2024-United-Kingdom)#tab=summary,"Rfor violence and grisly images, sexual content, nudity, language throughout and drug use.(Rating bulletin 2810 (cert #54745), 11/22/2023)",104 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"Lobo Films,A24,Film 4,Escape Plan Productions","United Kingdom,United States",English,"March 08, 2024",
https://www.the-numbers.com/movie/Article-370-(2024-India)#tab=summary,,,,Action,Live Action,Historical Fiction,,India,Hindi,"February 23, 2024",
https://www.the-numbers.com/movie/Megalopolis-(2024)#tab=summary,"Rfor sexual content, nudity, drug use, language and some violence.(Rating bulletin 2840 (cert #55056), 6/26/2024)",138 minutes,,Drama,Live Action,Science Fiction,"American Zoetrope,Caesar Film LLC,Lionsgate",United States,English,"September 25, 2024",
https://www.the-numbers.com/movie/Handsome-Guys-(2024-South-Korea)#tab=summary,,101 minutes,,Comedy,Live Action,Contemporary Fiction,,Republic of Korea,Korean,"June 26, 2024",
https://www.the-numbers.com/movie/Mrs-Green-Apple-The-White-Lounge-in-Cinema-(2024-Japan)#tab=summary,,89 minutes,,Concert/Performance,Live Action,Factual,,Japan,Japanese,"June 28, 2024",
https://www.the-numbers.com/movie/Comte-de-Monte-Cristo-Le-(2024-France)#tab=summary,Not Rated,178 minutes,,Drama,Live Action,Historical Fiction,,France,French,"June 28, 2024",
https://www.the-numbers.com/movie/Maria-(2024-Italy)#tab=summary,"Rfor some language including a sexual reference.(Rating bulletin 2852 (cert #55163), 9/18/2024)",121 minutes,,Drama,Live Action,Dramatization,,"Italy,Germany,Chile",English,"November 27, 2024",
https://www.the-numbers.com/movie/Ognivo-(2024-Russia)#tab=summary,,,,Adventure,,Fantasy,,Russian Federation,Russian,"October 24, 2024",
https://www.the-numbers.com/movie/Citizen-of-a-Kind-(2024-South-Korea)#tab=summary,,114 minutes,,Drama,Live Action,Contemporary Fiction,,Republic of Korea,Korean,"January 24, 2024",
https://www.the-numbers.com/movie/Sound-of-Hope-The-Story-of-Possum-Trot-(2024)#tab=summary,"PG-13for thematic material involving child abuse, some violence, language and brief suggestive material.(Rating bulletin 2832 (cert #54976), 5/1/2024)",129 minutes,,Drama,Live Action,Dramatization,"Angel Studios,Peacetree Productions,The Daily Wire",United States,English,"July 04, 2024","$8,500,000"
https://www.the-numbers.com/movie/Dernier-Jaguar-Le-(2024-France)#tab=summary,"PGfor thematic material, violent content, peril and some language.(Rating bulletin 2859 (cert #55250), 11/6/2024)",100 minutes,,Adventure,Live Action,Contemporary Fiction,"StudioCanal,Mai Juin Productions,Wishing Tree Productions,Adler Entertainment,Sodec,Cavco,Canal Plus,Cine Plus",France,French,"February 01, 2024",
https://www.the-numbers.com/movie/Cells-at-Work-(2024-Japan)#tab=summary,,,,,,,,Japan,Japanese,"December 13, 2024",
https://www.the-numbers.com/movie/Infiltrada-La-(2024-Spain)#tab=summary,,118 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,,Spain,Spanish,"October 11, 2024",
https://www.the-numbers.com/movie/Legend-A-(2024-China)#tab=summary,,129 minutes,,Action,Live Action,Fantasy,,China,Mandarin,"July 10, 2024",
https://www.the-numbers.com/movie/All-About-Suomi-(2024-Japan)#tab=summary,,,,,,,,Japan,Japanese,,
https://www.the-numbers.com/movie/Eine-Million-Minuten-(2024-Germany)#tab=summary,,125 minutes,,Drama,Live Action,Contemporary Fiction,,Germany,German,"February 01, 2024",
https://www.the-numbers.com/movie/Domovyonok-Kuzya-(2024-Russia)#tab=summary,,,Brownie Kuzya,Comedy,,Kids Fiction,,Russian Federation,Russian,"December 19, 2024",
https://www.the-numbers.com/movie/Maharaja-(2024-India)#tab=summary,,,,Action,Live Action,Contemporary Fiction,,India,Tamil,"June 13, 2024",
https://www.the-numbers.com/movie/Muroi-Shinji-Ikitsuzukeru-Mono-(2024-Japan)#tab=summary,,,,,Live Action,,,Japan,Japanese,"November 15, 2024",
https://www.the-numbers.com/movie/Piece-by-Piece-(2024)#tab=summary,"PGfor language, some suggestive material and thematic elements.(Rating bulletin 2843 (cert #55090), 7/17/2024)",93 minutes,,Documentary,Digital Animation,Factual,,"United States,Denmark",English,"October 11, 2024",
https://www.the-numbers.com/movie/I-Am-What-I-Am-2-(2024-China)#tab=summary,,133 minutes,,Action,Digital Animation,Kids Fiction,,China,Mandarin,"December 14, 2024",
https://www.the-numbers.com/movie/Small-Things-Like-These-(2024-Ireland)#tab=summary,"PG-13for thematic material.(Rating bulletin 2846 (cert #55119), 8/7/2024)",96 minutes,,Drama,Live Action,Historical Fiction,"Roadside Attractions,Lionsgate,Artists Equity","Ireland,Belgium",English,"November 01, 2024",
https://www.the-numbers.com/movie/Alienoid-The-Return-to-the-Future-(2024-South-Korea)#tab=summary,,122 minutes,Alienoid,Action,Live Action,Science Fiction,,Republic of Korea,Korean,"January 10, 2024",
https://www.the-numbers.com/movie/Ragazzo-dai-Pantaloni-Rosa-Il-(2024-Italy)#tab=summary,,,,Drama,Live Action,Contemporary Fiction,,Italy,Italian,"November 07, 2024",
https://www.the-numbers.com/movie/Parthenope-(2024-Italy)#tab=summary,"Rfor strong sexual content/graphic nudity, and language.(Rating bulletin 2849 (cert #55115), 8/28/2024)",137 minutes,,Drama,Live Action,Historical Fiction,,"Italy,France",Italian,"October 24, 2024",
https://www.the-numbers.com/movie/Suga-Agust-D-Tour-D-Day-The-Movie-(2024-South-Korea)#tab=summary,,,,Concert/Performance,Live Action,Factual,,Republic of Korea,Korean,"April 10, 2024",
https://www.the-numbers.com/movie/Land-of-Broken-Hearts-(2024-China)#tab=summary,,100 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"August 10, 2024",
https://www.the-numbers.com/movie/Ne-Zha-2-(2025-China)#tab=summary,"Not RatedPG-13for violence.(Rating bulletin 2903 (cert #55690), 9/17/2025)",143 minutes,Ne ZhaFengshen Cinematic Universe,Action,Digital Animation,Fantasy,"Chengdu Coco Cartoon,Beijing Enlight Pictures,Beijing Enlight Media,Beijing Coloroom Technology,Chengdu Zizai Jingjie Culture Media,A24,CMC Pictures",China,Mandarin,"January 29, 2025","$80,000,000"
https://www.the-numbers.com/movie/Lilo-and-Stitch-(2025)#tab=summary,"PGfor action, peril and thematic elements.(Rating bulletin 2875 (cert #55315), 3/5/2025)",108 minutes,Lilo and Stitch,Adventure,Animation/Live Action,Kids Fiction,"Walt Disney Pictures,Rideback",United States,English,"May 16, 2025","$100,000,000"
https://www.the-numbers.com/movie/Minecraft-Movie-A-(2025)#tab=summary,"PGfor violence/action, language, suggestive/rude humor and some scary images.(Rating bulletin 2870 (cert #55340), 1/29/2025)",100 minutes,,Adventure,Live Action,Kids Fiction,"Legendary Pictures,Warner Bros.,Vertigo Entertainment,Domain Entertainment,On The Roam,Mojang Studios",United States,English,"April 02, 2025","$150,000,000"
https://www.the-numbers.com/movie/Jurassic-World-Rebirth-(2025)#tab=summary,"PG-13for intense sequences of violence/action, bloody images, some suggestive references, language and a drug reference.(Rating bulletin 2883 (cert #55488), 4/30/2025)",134 minutes,Jurassic Park,Action,Live Action,Science Fiction,"87North,Universal Pictures,Amblin Entertainment",United States,English,"July 01, 2025","$225,000,000"
https://www.the-numbers.com/movie/Demon-Slayer-Kimetsu-no-Yaiba-The-Movie-Infinity-Castle-(2025-Japan)#tab=summary,"Rfor bloody violence throughout.(Rating bulletin 2899 (cert #55367) (Dubbed), 8/20/2025)Rfor bloody violence throughout.(Rating bulletin 2899 (cert #55368) (Subtitled), 8/20/2025)",155 minutes,Demon Slayer: Kimetsu no YaibaDemon Slayer,Action,Digital Animation,Fantasy,Ufotable,Japan,Japanese,"July 18, 2025",
https://www.the-numbers.com/movie/How-to-Train-Your-Dragon-(2025)#tab=summary,"PGfor sequences of intense action, and peril.(Rating bulletin 2871 (cert #55372), 2/5/2025)",125 minutes,How to Train Your Dragon,Adventure,Animation/Live Action,Fantasy,"DreamWorks Animation,Marc Platt Productions,Universal Pictures",United States,English,"June 06, 2025","$150,000,000"
https://www.the-numbers.com/movie/F1-The-Movie-(2025)#tab=summary,"PG-13for strong language, and action.(Rating bulletin 2885 (cert #55336), 5/14/2025)",156 minutes,,Action,Live Action,Contemporary Fiction,"Plan B Entertainment,Apple Original Films",United States,English,"June 25, 2025",
https://www.the-numbers.com/movie/Superman-(2025)#tab=summary,"PG-13for violence, action and language.(Rating bulletin 2888 (cert #55435), 6/4/2025)",129 minutes,SupermanDC Universe,Action,Live Action,Super Hero,"DC Films,Troll Court Entertainment,Warner Bros.,The Safran Company",United States,English,"July 09, 2025","$225,000,000"
https://www.the-numbers.com/movie/Mission-Impossible-The-Final-Reckoning-(2025)#tab=summary,"PG-13for sequences of strong violence and action, bloody images, and brief language.(Rating bulletin 2884 (cert #55414), 5/7/2025)",169 minutes,Mission: Impossible,Action,Live Action,Contemporary Fiction,"Paramount Pictures,Tom Cruise Productions,Skydance Productions",United States,English,"May 17, 2025","$400,000,000"
https://www.the-numbers.com/movie/Fantastic-Four-The-First-Steps-(2025)#tab=summary,"PG-13for action/violence and some language.(Rating bulletin 2892 (cert #55561), 7/2/2025)",115 minutes,Marvel Cinematic UniverseFantastic Four,Action,Live Action,Super Hero,,United States,English,"July 23, 2025","$200,000,000"
https://www.the-numbers.com/movie/Conjuring-The-Last-Rites-(2025)#tab=summary,"Rfor bloody/violent content and terror.(Rating bulletin 2898 (cert #55436), 8/13/2025)",135 minutes,The Conjuring,Horror,Live Action,Contemporary Fiction,"Atomic Monster,New Line Cinema,The Safran Company","United States,United Kingdom",English,"August 28, 2025","$55,000,000"
https://www.the-numbers.com/movie/Detective-Chinatown-1900-(2025-China)#tab=summary,,,Detective Chinatown,Comedy,Live Action,Historical Fiction,"As One Pictures Co., LTD.",China,Mandarin,"January 29, 2025",
https://www.the-numbers.com/movie/Captain-America-Brave-New-World-(2025)#tab=summary,"PG-13for intense sequences of violence and action, and some strong language.(Rating bulletin 2869 (cert #55330), 1/21/2025)",118 minutes,Marvel Cinematic UniverseCaptain America,Action,Live Action,Super Hero,"Marvel Studios,Walt Disney Pictures",United States,English,"February 12, 2025","$180,000,000"
https://www.the-numbers.com/movie/Thunderbolts-(2025)#tab=summary,"PG-13for strong violence, language, thematic elements, and some suggestive and drug references.(Rating bulletin 2881 (cert #55456), 4/16/2025)",126 minutes,Marvel Cinematic Universe,Action,Live Action,Super Hero,Marvel Studios,United States,English,"April 30, 2025","$180,000,000"
https://www.the-numbers.com/movie/Dead-To-Rights-(2025-China)#tab=summary,,137 minutes,,Drama,Live Action,Historical Fiction,"Niu Vision Media,Echelon Studios",China,Mandarin,"July 25, 2025",
https://www.the-numbers.com/movie/Sinners-(2025)#tab=summary,"Rfor strong bloody violence, sexual content and language.(Rating bulletin 2876 (cert #55339), 3/12/2025)",137 minutes,,Horror,Live Action,Historical Fiction,"Warner Bros.,Proximity Media",United States,English,"April 16, 2025","$90,000,000"
https://www.the-numbers.com/movie/Final-Destination-Bloodlines-(2025)#tab=summary,"Rfor strong violent/grisly accidents, and language.(Rating bulletin 2876 (cert #55338), 3/13/2025)",109 minutes,Final Destination,Horror,Live Action,Contemporary Fiction,"New Line Cinema,Fireside Film Company,Freshman Year,Practical Pictures",United States,English,"May 09, 2025","$50,000,000"
https://www.the-numbers.com/movie/Weapons-(2025)#tab=summary,"Rfor strong bloody violence and grisly images, language throughout, some sexual content and drug use.(Rating bulletin 2878 (cert #55337), 3/26/2025)",128 minutes,,Horror,Live Action,Contemporary Fiction,"New Line Cinema,Vertigo Entertainment,BoulderLight Pictures,Subconscious,Warner Bros.",United States,English,"August 06, 2025","$38,000,000"
https://www.the-numbers.com/movie/Evil-Unbound-(2025-China)#tab=summary,Not Rated(Rated 9/29/2025),125 minutes,,Drama,Live Action,Dramatization,,China,Mandarin,"September 18, 2025",
https://www.the-numbers.com/movie/Bad-Guys-2-The-(2025)#tab=summary,"PGfor action/mild violence, rude humor and language.(Rating bulletin 2874 (cert #55406), 2/26/2025)",104 minutes,The Bad Guys,Comedy,Digital Animation,Kids Fiction,"DreamWorks Animation,Universal Pictures",United States,English,"July 23, 2025","$80,000,000"
https://www.the-numbers.com/movie/Nobody-(2025-China)#tab=summary,,118 minutes,,Adventure,Digital Animation,Kids Fiction,,China,Mandarin,"August 02, 2025",
https://www.the-numbers.com/movie/Disneys-Snow-White-(2025)#tab=summary,"PGfor violence, some peril, thematic elements and brief rude humor.(Rating bulletin 2871 (cert #55307), 2/5/2025)",109 minutes,,Musical,Animation/Live Action,Kids Fiction,"Walt Disney Pictures,Marc Platt Productions",United States,English,"March 19, 2025","$269,400,000"
https://www.the-numbers.com/movie/One-Battle-After-Another-(2025)#tab=summary,"Rfor pervasive language, violence, sexual content, and drug use.(Rating bulletin 2899 (cert #55553), 8/20/2025)",161 minutes,,Action,Live Action,Contemporary Fiction,Ghoulardi Film Company,United States,English,"September 24, 2025","$140,000,000"
https://www.the-numbers.com/movie/Detective-Conan-One-eyed-Flashback-(2025-Japan)#tab=summary,,115 minutes,Detective Conan,Action,Digital Animation,Kids Fiction,,Japan,Japanese,"April 18, 2025",
https://www.the-numbers.com/movie/Chainsaw-Man-The-Movie-Reze-Arc-(2025-Japan)#tab=summary,"Rfor strong bloody violence/gore and some nudity.(Rating bulletin 2905 (cert #55389) (Dubbed), 10/1/2025)Rfor strong bloody violence/gore and some nudity.(Rating bulletin 2905 (cert #55390) (Subtitled), 10/1/2025)",100 minutes,,Action,Digital Animation,Contemporary Fiction,"Toho Co,Columbia Pictures,MAPPA",Japan,Japanese,"September 19, 2025",
https://www.the-numbers.com/movie/Shadows-Edge-The-(2025-Hong-Kong)#tab=summary,,,,Action,Live Action,Contemporary Fiction,"IQIYI Motion Pictures,Tao Tickets,Beijing Hairun Pictures LTD,China ChenXiang",Hong Kong,Cantonese,"August 16, 2025",
https://www.the-numbers.com/movie/Creation-of-the-Gods-II-Demonic-Confrontation-(2025-China)#tab=summary,Not Rated,145 minutes,,Action,Live Action,Historical Fiction,,China,Mandarin,"January 29, 2025",
https://www.the-numbers.com/movie/Elio-(2025)#tab=summary,"PGfor some action/peril and thematic elements.(Rating bulletin 2882 (cert #54242), 4/23/2025)",98 minutes,,Adventure,Digital Animation,Science Fiction,"Walt Disney Pictures,Disney-Pixar",United States,English,"June 13, 2025","$150,000,000"
https://www.the-numbers.com/movie/Freakier-Friday-(2025)#tab=summary,"PGfor thematic elements, rude humor, language and some suggestive references.(Rating bulletin 2892 (cert 55263), 7/2/2025)",111 minutes,Freaky Friday,Comedy,Live Action,Contemporary Fiction,"Walt Disney Pictures,Gunnfilms,Burr! Productions",United States,English,"August 06, 2025","$42,000,000"
