link,Production Budget,MPAA Rating,Running Time,Franchise,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date
https://www.the-numbers.com/movie/Beowulf#tab=summary,"$150,000,000","PG-13for intense sequences of violence including disturbing images, some sexual material and nudity",115 minutes,,Adventure,Digital Animation,Fantasy,"Paramount Pictures,Shangri-La Entertainment,ImageMovers",United States,English,"November 16, 2007"
https://www.the-numbers.com/movie/I-Now-Pronounce-You-Chuck-and-Larry#tab=summary,"$85,000,000","PG-13for crude sexual content throughout, nudity, language and drug references (Re-rated edited version)",115 minutes,,Comedy,Live Action,Contemporary Fiction,"Universal Pictures,Relativity Media,Happy Madison",United States,English,"July 20, 2007"
https://www.the-numbers.com/movie/Bucket-List-The#tab=summary,"$45,000,000","PG-13for language, including a sexual reference",97 minutes,,Comedy,Live Action,Contemporary Fiction,"Zadan/Meron,Reiner Greisman",United States,English,"December 25, 2007"
https://www.the-numbers.com/movie/Evan-Almighty#tab=summary,"$175,000,000",PGfor milde rude humor and some peril,96 minutes,Bruce Almighty,Comedy,Live Action,Fantasy,"Relativity Media,Spyglass Entertainment",United States,English,"June 22, 2007"
https://www.the-numbers.com/movie/Meet-the-Robinsons#tab=summary,,G,96 minutes,,Adventure,Digital Animation,Science Fiction,"Walt Disney Pictures,Dorothy McKim",United States,English,"March 30, 2007"
https://www.the-numbers.com/movie/Superbad#tab=summary,"$17,500,000","Rfor pervasive crude and sexual content, strong language, drinking, some drug use and a fantasy/comic violent image - all involving teens",112 minutes,,Comedy,Live Action,Contemporary Fiction,"Columbia Pictures,Judd Apatow",United States,English,"August 17, 2007"
https://www.the-numbers.com/movie/No-Country-for-Old-Men#tab=summary,"$25,000,000",Rfor strong graphic violence and some language,122 minutes,,Western,Live Action,Historical Fiction,"Scott Rudin Productions,Mike Zoss",United States,English,"November 09, 2007"
https://www.the-numbers.com/movie/Norbit#tab=summary,,"PG-13for crude and sexual humor, some nudity and language (re-rated from R after edits)",103 minutes,,Comedy,Live Action,Contemporary Fiction,"DreamWorks Pictures,John Davis",United States,English,"February 09, 2007"
https://www.the-numbers.com/movie/P-S-I-Love-You#tab=summary,"$30,000,000",PG-13for sexual references and brief nudity,126 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,Alcon Entertainment,United States,English,"December 21, 2007"
https://www.the-numbers.com/movie/Sweeney-Todd-The-Demon-Barber-of-Fleet-Street-(2007)#tab=summary,,Rfor graphic bloody violence,117 minutes,,Musical,Live Action,Historical Fiction,"DreamWorks Pictures,Paramount Pictures,Parkes+Macdonald Productions,Zancuk Company,Image Nation",United States,English,"December 21, 2007"
https://www.the-numbers.com/movie/Resident-Evil-Extinction#tab=summary,"$45,000,000",Rfor strong horror violence throughout and some nudity.,95 minutes,Resident Evil,Horror,Live Action,Science Fiction,"Screen Gems,Davis Films,Constantin Film,Impact Pictures",United States,English,"September 21, 2007"
https://www.the-numbers.com/movie/Game-Plan-The#tab=summary,"$22,000,000",PGfor some mild thematic elements,110 minutes,,Comedy,Live Action,Contemporary Fiction,"Walt Disney Pictures,Mayhem Pictures",United States,English,"September 22, 2007"
https://www.the-numbers.com/movie/Music-and-Lyrics#tab=summary,"$40,000,000",PG-13for some sexual content.,104 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,Castle Rock Entertainment,United States,English,"February 14, 2007"
https://www.the-numbers.com/movie/Blades-of-Glory#tab=summary,"$61,000,000","PG-13for crude and sexual humor, language, a comic violent image and some drug references",93 minutes,,Comedy,Live Action,Contemporary Fiction,"DreamWorks Pictures,Red Hour Productions,Smart Entertainment",United States,English,"March 30, 2007"
https://www.the-numbers.com/movie/Surfs-Up-(2007)#tab=summary,"$100,000,000",PGfor mild language and some rude humor.,85 minutes,Surf's Up,Adventure,Digital Animation,Kids Fiction,,United States,English,"June 08, 2007"
https://www.the-numbers.com/movie/Bridge-to-Terabithia-(2007)#tab=summary,"$25,000,000","PGfor thematic elements including bullying, some peril and mild language.",94 minutes,,Drama,Live Action,Contemporary Fiction,"Walt Disney Pictures,Walden Media,Hal Lieberman Company,Lauren Levine",United States,English,"February 16, 2007"
https://www.the-numbers.com/movie/Stardust#tab=summary,"$70,000,000",PG-13for some fantasy violence and risque humor,128 minutes,,Adventure,Live Action,Fantasy,"Matthew Vaughn,Lorenzo di Bonaventura","United States,United Kingdom",English,"August 10, 2007"
https://www.the-numbers.com/movie/Saw-IV-(2007)#tab=summary,"$10,000,000","Rfor sequences of grisly bloody violence and torture throughout, and for language",95 minutes,Saw,Horror,Live Action,Contemporary Fiction,"Twisted Pictures,A Bigger Boat Productions,Serendipity Prods",United States,English,"October 26, 2007"
https://www.the-numbers.com/movie/1408#tab=summary,"$22,500,000","Rfor thematic material including disturbing sequences of violence and terror, frightening images and language.",104 minutes,,Horror,Live Action,Contemporary Fiction,,United States,English,"June 22, 2007"
https://www.the-numbers.com/movie/Atonement#tab=summary,"$30,000,000","Rfor disturbing war images, language and some sexuality.",123 minutes,,Drama,Live Action,Historical Fiction,"Relativity Media,Working Title Films","United Kingdom,France",English,"December 07, 2007"
https://www.the-numbers.com/movie/Aliens-vs-Predator-Requiem#tab=summary,"$40,000,000","Rfor violence, gore and language",94 minutes,AVPPredatorAlien,Action,Live Action,Science Fiction,Davis Entertainment,United States,English,"December 25, 2007"
https://www.the-numbers.com/movie/Heartbreak-Kid-The-(2007)#tab=summary,,"Rfor strong sexual content, crude humor, language, and a scene of drug use involving a minor",116 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,"Radar Pictures,Davis Entertainment,Conundrum Entertainment","United States,Mexico",English,"October 05, 2007"
https://www.the-numbers.com/movie/Charlie-Wilsons-War-(2007)#tab=summary,"$75,000,000","Rfor strong language, nudity/sexual content and some drug use.",97 minutes,,Comedy,Live Action,Dramatization,"Relativity Media,Participant Media,Universal Pictures,Playtone",United States,"English,Russian,Urdu,Hebrew,Arabic","December 21, 2007"
https://www.the-numbers.com/movie/Disturbia#tab=summary,"$20,000,000","PG-13on appeal for sequences of terror and violence, and some sensuality (originally R)",97 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,DreamWorks Pictures,United States,English,"April 13, 2007"
https://www.the-numbers.com/movie/Arthur-et-les-Minimoys#tab=summary,"$80,000,000",PGfor fantasy action and brief suggestive material,94 minutes,Arthur and the Minimoys,Adventure,Animation/Live Action,Fantasy,,France,English,"December 15, 2006"
https://www.the-numbers.com/movie/Water-Horse-Legend-of-the-Deep-The#tab=summary,"$40,000,000","PGfor some action/peril, mild language and brief smoking",105 minutes,,Adventure,Live Action,Fantasy,"Revolution Studios,Walden Media,Beacon Pictures,Ecosse Films","United States,United Kingdom",English,"December 25, 2007"
https://www.the-numbers.com/movie/Hitman#tab=summary,"$24,000,000","Rfor strong bloody violence, language and some sexuality/nudity.",95 minutes,Hitman: Agent 47,Action,Live Action,Contemporary Fiction,,"United States,France",English,"November 21, 2007"
https://www.the-numbers.com/movie/Fred-Claus#tab=summary,,PGfor mild language and some rude humor,115 minutes,,Comedy,Live Action,Contemporary Fiction,"Silver Pictures,David Dobkin Pictures,Jessie Nelson Productions",United States,English,"November 09, 2007"
https://www.the-numbers.com/movie/Teenage-Mutant-Ninja-Turtles-(2007)#tab=summary,"$35,000,000","PGfor animated action violence, some scary cartoon images and mild language",86 minutes,Teenage Mutant Ninja Turtles,Action,Digital Animation,Super Hero,Imagi Studios,"United States,Hong Kong",English,"March 23, 2007"
https://www.the-numbers.com/movie/Shooter-(2007)#tab=summary,"$60,000,000",Rfor strong graphic violence and some language.,126 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"di Bonaventura Pictures,Paramount Pictures",United States,English,"March 23, 2007"
https://www.the-numbers.com/movie/Michael-Clayton#tab=summary,"$21,500,000",Rfor language including some sexual dialogue,120 minutes,,Drama,Live Action,Contemporary Fiction,"Clayton Productions, LLC,Warner Bros.,Samuels Media,Castle Rock Entertainment,Mirage Enterprises,Section Eight",United States,English,"October 05, 2007"
https://www.the-numbers.com/movie/Gwoemul#tab=summary,"$12,000,000",Rfor creature violence and brief language,119 minutes,,Action,Live Action,Science Fiction,,Republic of Korea,"Korean,English","March 09, 2007"
https://www.the-numbers.com/movie/No-Reservations#tab=summary,"$28,000,000",PGfor some sensuality and language,101 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,"Castle Rock Entertainment,Village Roadshow Productions",United States,English,"July 27, 2007"
https://www.the-numbers.com/movie/Fracture-(2007)#tab=summary,,Rfor language and some violent content.,112 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,Castle Rock Entertainment,"United States,Germany",English,"April 20, 2007"
https://www.the-numbers.com/movie/Mome-La#tab=summary,"$15,500,000","PG-13for substance abuse, sexual content, brief nudity, language and thematic elements (extended edition).",140 minutes,,Drama,Live Action,Dramatization,,France,French,"June 08, 2007"
https://www.the-numbers.com/movie/Epic-Movie#tab=summary,"$20,000,000","PG-13for crude and sexual humor, language and some comic violence.",86 minutes,,Comedy,Live Action,Contemporary Fiction,"Regency Enterprises,New Regency,Paul Schiff Productions","United States,Canada",English,"January 26, 2007"
https://www.the-numbers.com/movie/Kingdom-The#tab=summary,"$72,500,000","Rfor intense sequences of graphic brutal violence, and for language.",111 minutes,,Action,Live Action,Contemporary Fiction,Universal Pictures,United States,English,"September 28, 2007"
https://www.the-numbers.com/movie/Premonition-(2007)#tab=summary,"$20,000,000","PG-13for some violent content, disturbing images, thematic material and brief language",97 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"Tri-Star Pictures,Metro-Goldwyn-Mayer Pictures,Hyde Park Entertainment",United States,English,"March 16, 2007"
https://www.the-numbers.com/movie/Zodiac-(2007)#tab=summary,"$85,000,000","Rfor some strong killings, language, drug material and brief sexual images.",158 minutes,,Drama,Live Action,Dramatization,Phoenix Pictures,United States,English,"March 02, 2007"
https://www.the-numbers.com/movie/Leben-der-Anderen-Das#tab=summary,"$2,000,000",Rfor some sexuality/nudity.,137 minutes,,Drama,Live Action,Historical Fiction,,Germany,German,"February 09, 2007"
https://www.the-numbers.com/movie/Hannibal-Rising#tab=summary,"$50,000,000",Rfor strong grisly violent content and some language/sexual references.,117 minutes,Hannibal Lecter,Thriller/Suspense,Live Action,Historical Fiction,"Metro-Goldwyn-Mayer Pictures,Weinstein Company,Dino De Laurentiis,Quinta Communications,Ingenious Film Partners","France,United Kingdom,United States","English,French,German,Russian","February 09, 2007"
https://www.the-numbers.com/movie/Hot-Fuzz#tab=summary,"$16,000,000","Rfor violent content including some graphic images, and language.",121 minutes,Three Flavours Cornetto Trilogy,Comedy,Live Action,Contemporary Fiction,"Rogue Pictures,StudioCanal,Working Title Films,Big Talk Pictures","United Kingdom,France",English,"February 16, 2007"
https://www.the-numbers.com/movie/30-Days-of-Night#tab=summary,"$30,000,000",Rfor strong horror violence and language,113 minutes,30 Days of Night,Horror,Live Action,Fantasy,Mandate Pictures,United States,English,"October 19, 2007"
https://www.the-numbers.com/movie/Dragon-Wars-D-War#tab=summary,"$32,000,000",PG-13for intense sequences of violence and creature action.,90 minutes,,Action,Live Action,Fantasy,,"Republic of Korea,United States","English,Korean","September 14, 2007"
https://www.the-numbers.com/movie/Orfanato-El#tab=summary,"$4,000,000",Rfor some disturbing content,105 minutes,,Horror,Live Action,Contemporary Fiction,,"Spain,Mexico",Spanish,"December 28, 2007"
https://www.the-numbers.com/movie/Number-23-The#tab=summary,"$32,000,000","Rfor violence, disturbing images, sexuality and language",95 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"Contrafilm,Firm Films",United States,English,"February 23, 2007"
https://www.the-numbers.com/movie/Halloween-(2007)#tab=summary,"$15,000,000","Rfor strong brutal bloody violence and terror throughout, sexual content, graphic nudity and language",109 minutes,Halloween,Horror,Live Action,Fantasy,,United States,English,"August 31, 2007"
https://www.the-numbers.com/movie/There-Will-Be-Blood#tab=summary,"$25,000,000",Rfor some violence,158 minutes,,Drama,Live Action,Historical Fiction,,United States,English,"December 26, 2007"
https://www.the-numbers.com/movie/Stomp-the-Yard#tab=summary,"$14,000,000","PG-13for a scene of violence, some sexual material and language.",116 minutes,Stomp the Yard,Drama,Live Action,Contemporary Fiction,,United States,English,"January 12, 2007"
https://www.the-numbers.com/movie/Elizabeth-The-Golden-Age#tab=summary,"$55,000,000","PG-13for violence, some sexuality and nudity",110 minutes,Elizabeth,Drama,Live Action,Dramatization,Working Title Films,"United Kingdom,Spain,France","English,Spanish,French","October 12, 2007"
https://www.the-numbers.com/movie/Kite-Runner-The#tab=summary,"$20,000,000","PG-13for strong thematic material including the sexual assault of a child, violence and brief strong language",125 minutes,,Drama,Live Action,Contemporary Fiction,Participant Media,United States,English,"December 14, 2007"
https://www.the-numbers.com/movie/Next-(2007)#tab=summary,"$70,000,000","PG-13for intense sequences of violent action, and some language.",96 minutes,,Action,Live Action,Science Fiction,"Revolution Studios,IEG Virtual Studios,Saturn Films,Broken Road",United States,English,"April 27, 2007"
https://www.the-numbers.com/movie/310-to-Yuma#tab=summary,"$48,000,000",Rfor violence and some language,122 minutes,,Western,Live Action,Historical Fiction,"Relativity Media,Tree Line Film",United States,English,"September 02, 2007"
https://www.the-numbers.com/movie/License-to-Wed-(2007)#tab=summary,"$35,000,000",PGfor sexual humor and language,91 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,"Proposal Productions, Inc.",United States,English,"July 03, 2007"
https://www.the-numbers.com/movie/Brave-One-The#tab=summary,"$70,000,000","Rfor strong violence, language, and some sexuality",122 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"Village Roadshow Productions,Silver Pictures,Warner Bros.","United States,Australia",English,"September 14, 2007"
https://www.the-numbers.com/movie/Hero-(2007-Japan)#tab=summary,,,130 minutes,,Drama,Live Action,Contemporary Fiction,,Japan,Japanese,
https://www.the-numbers.com/movie/Because-I-Said-So#tab=summary,"$39,000,000","PG-13for sexual content including dialogue, some mature thematic material and partial nudity",102 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,"Gold Circle Films,Universal Pictures",United States,English,"February 02, 2007"
https://www.the-numbers.com/movie/Mr-Magoriums-Wonder-Emporium#tab=summary,,G,96 minutes,,Comedy,Live Action,Fantasy,"Mandate Pictures,Walden Media",United States,English,"November 16, 2007"
https://www.the-numbers.com/movie/Dan-in-Real-Life-(2007)#tab=summary,,PG-13for some innuendo,98 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,"Touchstone Pictures,Focus Features,Jon Shestack",United States,English,"October 20, 2007"
https://www.the-numbers.com/movie/Lust-Caution-(2007)#tab=summary,"$15,000,000",NC-17for some explicit sexuality,158 minutes,,Drama,Live Action,Historical Fiction,,"United States,China",Mandarin,"September 28, 2007"
https://www.the-numbers.com/movie/Underdog#tab=summary,,"PGfor rude humor, mild language and action",82 minutes,,Adventure,Animation/Live Action,Fantasy,,United States,English,"August 03, 2007"
https://www.the-numbers.com/movie/August-Rush#tab=summary,"$25,000,000","PGfor some thematic elements, mild violence and language",114 minutes,,Drama,Live Action,Contemporary Fiction,,United States,English,"November 17, 2007"
https://www.the-numbers.com/movie/28-Weeks-Later#tab=summary,"$15,000,000","Rfor strong violence and gore, language and some sexuality/nudity",100 minutes,28 Days Later,Horror,Live Action,Science Fiction,"Fox Atomic,DNA Films,UK Film Council,Figment Films,Sogecine,Koan","United Kingdom,Spain",English,"May 10, 2007"
https://www.the-numbers.com/movie/Lions-for-Lambs#tab=summary,"$35,000,000",Rfor some war violence and language,88 minutes,,Drama,Live Action,Contemporary Fiction,United Artists,United States,English,"November 09, 2007"
https://www.the-numbers.com/movie/Perfect-Stranger#tab=summary,,"Rfor sexual content, nudity, some disturbing violent images and language",110 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,Revolution Studios,United States,English,"April 13, 2007"
https://www.the-numbers.com/movie/Reaping-The#tab=summary,"$40,000,000","Rfor violence, disturbing images and some sexuality",96 minutes,,Horror,Live Action,Fantasy,"Dark Castle Entertainment,Village Roadshow Productions",United States,English,"April 05, 2007"
https://www.the-numbers.com/movie/Keinohrhasen-(2007-Germany)#tab=summary,,,115 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,,Germany,,
https://www.the-numbers.com/movie/Taxi-4-(2007-France)#tab=summary,"$17,500,000",,91 minutes,Taxi,Comedy,Live Action,Contemporary Fiction,,France,French,
https://www.the-numbers.com/movie/Good-Luck-Chuck-(2007)#tab=summary,"$25,000,000","Rfor sequences of strong sexual content including crude dialogue, nudity, language and some drug use.",95 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,,United States,English,"September 21, 2007"
https://www.the-numbers.com/movie/Are-We-Done-Yet#tab=summary,,PGfor some innuendos and brief language,92 minutes,Are We There Yet?,Comedy,Live Action,Contemporary Fiction,Revolution Studios,United States,English,"April 04, 2007"
https://www.the-numbers.com/movie/Smokin-Aces#tab=summary,"$17,000,000","Rfor strong bloody violence, pervasive language, some nudity and drug use.",107 minutes,Smokin Aces,Comedy,Live Action,Contemporary Fiction,Working Title Films,United States,English,"January 26, 2007"
https://www.the-numbers.com/movie/Mist-The#tab=summary,"$13,000,000","Rfor violence, terror and gore, and language",126 minutes,,Horror,Live Action,Science Fiction,,United States,English,"November 21, 2007"
https://www.the-numbers.com/movie/Into-the-Wild#tab=summary,"$20,000,000",Rfor language and some nudity.,149 minutes,,Drama,Live Action,Contemporary Fiction,"Square One Entertainment,Linson Films",United States,English,"September 21, 2007"
https://www.the-numbers.com/movie/Eastern-Promises#tab=summary,"$50,000,000","Rfor strong brutal and bloody violence, some graphic sexuality, language and nudity",100 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"Focus Features,BBC Films,Kudos Films,Serendipity Point Films,Scion Films","United Kingdom,Canada,United States","English,Russian,Turkish,Ukrainian","September 14, 2007"
https://www.the-numbers.com/movie/Why-Did-I-Get-Married-(2007)#tab=summary,"$15,000,000","PG-13for mature thematic material, sexual references and language.",118 minutes,Why Did I Get Married,Comedy,Live Action,Contemporary Fiction,,United States,English,"October 12, 2007"
https://www.the-numbers.com/movie/We-Own-the-Night#tab=summary,"$28,000,000","Rfor strong violence, drug material, language, some sexual content and brief nudity",118 minutes,,Action,Live Action,Historical Fiction,"Columbia Pictures,2929 Productions",United States,English,"October 12, 2007"
https://www.the-numbers.com/movie/Ironiya-Sudby-Prodolzhenie-(2007-Russia)#tab=summary,,Not Rated,115 minutes,Ironiya Sudby,Comedy,Live Action,Contemporary Fiction,,Russian Federation,"Russian,Finnish",
https://www.the-numbers.com/movie/Messengers-The#tab=summary,"$16,000,000","PG-13for mature thematic material, disturbing violence and terror",90 minutes,,Horror,Live Action,Fantasy,,United States,English,"February 02, 2007"
https://www.the-numbers.com/movie/Sea-Monsters-A-Prehistoric-Adventure#tab=summary,,Not Rated,40 minutes,,Documentary,Live Action,Factual,"Giant Screen Films,National Geographic Entertainment",United States,English,"October 05, 2007"
https://www.the-numbers.com/movie/Grindhouse#tab=summary,"$53,000,000","Rfor strong graphic bloody violence and gore, pervasive language, some sexuality, nudity and drug use",191 minutes,,Multiple Genres,Live Action,Multiple Creative Types,"Dimension Films,Troublemaker Studios",United States,"English,Spanish","April 06, 2007"
https://www.the-numbers.com/movie/This-Christmas#tab=summary,"$13,000,000",PG-13for comic sexual content and some violence.,118 minutes,,Drama,Live Action,Contemporary Fiction,,United States,English,"November 21, 2007"
https://www.the-numbers.com/movie/Hwa-ryeo-han-hyuga#tab=summary,,,125 minutes,,Drama,Live Action,Dramatization,,Republic of Korea,Korean,"July 25, 2007"
https://www.the-numbers.com/movie/Death-at-a-Funeral#tab=summary,"$20,000,000",Rfor language and drug content,91 minutes,,Black Comedy,Live Action,Contemporary Fiction,"Metro-Goldwyn-Mayer Pictures,Sidney Kimmel Entertainment,Parabolic Pictures,Stable Way Entertainment,VIP Medienfonds 1+2,Target Media",United Kingdom,English,"August 17, 2007"
https://www.the-numbers.com/movie/Nanny-Diaries-The#tab=summary,,PG-13for language,104 minutes,,Comedy,Live Action,Contemporary Fiction,Weinstein Company,United States,English,"August 24, 2007"
https://www.the-numbers.com/movie/Mr-Brooks#tab=summary,,"Rfor strong bloody violence, some graphic sexual content, nudity and language",120 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"Element Films,Relativity Media,Eden Rock Media,Tig Productions",United States,English,"June 01, 2007"
https://www.the-numbers.com/movie/Freedom-Writers#tab=summary,"$21,000,000","PG-13for violent content, some thematic material and language.",122 minutes,,Drama,Live Action,Dramatization,"MTV Films,Double Feature Films,Jersey Films",United States,English,"January 05, 2007"
https://www.the-numbers.com/movie/Balls-of-Fury#tab=summary,,"PG-13for crude and sex-related humor, and for language.",90 minutes,,Comedy,Live Action,Contemporary Fiction,Spyglass Entertainment,United States,English,"August 29, 2007"
https://www.the-numbers.com/movie/War#tab=summary,"$25,000,000","Rfor sequences of strong bloody violence, sexuality/nudity and language",103 minutes,,Action,Live Action,Contemporary Fiction,"Lionsgate,Mosaic Media,Fierce Entertainmnet",United States,English,"August 24, 2007"
https://www.the-numbers.com/movie/Invasion-The#tab=summary,"$80,000,000","PG-13for violence, disturbing images and terror",99 minutes,,Thriller/Suspense,Live Action,Science Fiction,"Village Roadshow Productions,Silver Pictures,Vertigo Films",United States,English,"August 17, 2007"
https://www.the-numbers.com/movie/Pokemon-2007-Diamond-and-Pearl-(2007-Japan)#tab=summary,,,90 minutes,Pokemon,Adventure,Hand Animation,Kids Fiction,,Japan,Japanese,
https://www.the-numbers.com/movie/Becoming-Jane#tab=summary,"$16,500,000",PGfor brief nudity and mild language. (edited for re-rating; was PG-13),120 minutes,,Drama,Live Action,Dramatization,"Miramax Films,HanWay Films,UK Film Council,Bord Scannan na hEireann,Irish Film Board,2 Entertain,BBC Films,Ecosse Films,Blueprint Films,Scion Films","United Kingdom,Ireland",English,"August 03, 2007"
https://www.the-numbers.com/movie/Dnevnoy-dozor-(2007-Russia)#tab=summary,,Rfor violence,131 minutes,Night Watch,Action,Live Action,Science Fiction,,Russian Federation,"Russian,Uzbek","June 01, 2007"
https://www.the-numbers.com/movie/Happily-NEver-After#tab=summary,"$47,000,000",PGfor some mild action and rude humor.,87 minutes,Happily N'Ever After,Adventure,Digital Animation,Kids Fiction,,"United States,Germany",English,"January 05, 2007"
https://www.the-numbers.com/movie/Om-Shanti-Om#tab=summary,,Not Rated,180 minutes,,Drama,Live Action,Fantasy,,India,Hindi,"November 08, 2007"
https://www.the-numbers.com/movie/Hills-Have-Eyes-II-The#tab=summary,"$15,000,000","Rfor prolonged sequences of strong gruesome horror violence and gore, a rape and language",89 minutes,Hills Have Eyes,Horror,Live Action,Fantasy,,United States,English,"March 23, 2007"
https://www.the-numbers.com/movie/Natale-in-Crociera-(2003-Italy)#tab=summary,,,103 minutes,,Comedy,Live Action,Contemporary Fiction,,Italy,Italian,
https://www.the-numbers.com/movie/Sicko#tab=summary,"$9,000,000",PG-13for brief strong language,113 minutes,,Documentary,Live Action,Factual,,United States,English,"June 22, 2007"
https://www.the-numbers.com/movie/Darjeeling-Limited-The#tab=summary,,Rfor language,91 minutes,,Comedy,Live Action,Contemporary Fiction,"Project Darjeeling, Inc.",United States,English,"September 29, 2007"
https://www.the-numbers.com/movie/Breach-(2007)#tab=summary,,"PG-13for violence, sexual content and language.",110 minutes,,Thriller/Suspense,Live Action,Dramatization,"Universal Pictures,Sidney Kimmel Entertainment,Outlaw Productions,Intermedia Film",United States,English,"February 16, 2007"
https://www.the-numbers.com/movie/Gone-Baby-Gone-(2007)#tab=summary,"$19,000,000","Rfor violence, drug content and pervasive language.",114 minutes,,Drama,Live Action,Contemporary Fiction,Ladd Company,United States,English,"October 19, 2007"
https://www.the-numbers.com/movie/Monkey-Magic-(2007-Japan)#tab=summary,,,116 minutes,,Adventure,Live Action,Historical Fiction,,Japan,,
https://www.the-numbers.com/movie/Always-zoku-san-chome-no-yuhi-(2007-Japan)#tab=summary,,,146 minutes,Always,Drama,Live Action,Contemporary Fiction,,Japan,Japanese,
https://www.the-numbers.com/movie/Hostel-Part-II#tab=summary,"$7,500,000",Rfor strong bloody violence and disturbing images,94 minutes,Hostel,Horror,Live Action,Contemporary Fiction,"Next Entertainment,Raw Nerve,Screen Gems,International Production Company",United States,English,"June 08, 2007"
https://www.the-numbers.com/movie/Mr-Woodcock#tab=summary,,"PG-13for crude and sexual content, thematic material, language and a mild drug reference",87 minutes,,Comedy,Live Action,Contemporary Fiction,,United States,English,"September 14, 2007"
https://www.the-numbers.com/movie/Awake#tab=summary,"$8,600,000","Rfor language, an intense disturbing situation, and brief drug use.",84 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,"English,Japanese","November 30, 2007"
https://www.the-numbers.com/movie/Alpha-Dog-(2007)#tab=summary,,"Rfor pervasive drug use and language, strong violence, sexuality and nudity.",117 minutes,,Drama,Live Action,Dramatization,,United States,English,"January 12, 2007"
