link,Production Budget,MPAA Rating,Running Time,Franchise,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date
https://www.the-numbers.com/movie/Oceans-8-(2018)#tab=summary,"$70,000,000","PG-13for language, drug use, and some suggestive content.(Rating bulletin 2524 (Cert #51567), 4/25/2018)",110 minutes,Ocean's Eleven,Comedy,Live Action,Contemporary Fiction,"Warner Bros.,Village Roadshow Productions,Rahway Road",United States,English,"June 08, 2018"
https://www.the-numbers.com/movie/Pacific-Rim-Uprising#tab=summary,"$155,000,000","PG-13for sequences of sci-fi violence and action, and some language.(Rating bulletin 2502 (Cert #51327), 11/15/2017)",111 minutes,Pacific Rim,Action,Live Action,Science Fiction,"Legendary Pictures,UpperRoom Entertainment Limited,Double Dare You,Universal Pictures",United States,English,"March 16, 2018"
https://www.the-numbers.com/movie/Tomb-Raider-(2018)#tab=summary,"$90,000,000","PG-13for sequences of violence and action, and for some language.(Rating bulletin 2512 (Cert #51443), 1/31/2018)",118 minutes,Lara Croft,Action,Live Action,Contemporary Fiction,"Metro-Goldwyn-Mayer Pictures,Warner Bros.,GK Films,Square Enix Business",United States,English,"March 06, 2018"
https://www.the-numbers.com/movie/Maze-Runner-The-Death-Cure#tab=summary,"$61,000,000","PG-13for intense sequences of sci-fi violence and action, language, and some thematic elements.",114 minutes,The Maze Runner,Action,Live Action,Science Fiction,"Gotham Group,Temple Hill Entertainment,TSG Entertainment",United States,English,"January 17, 2018"
https://www.the-numbers.com/movie/Halloween-(2018)#tab=summary,"$10,000,000","Rfor horror violence and bloody images, language, brief drug use and nudity.(Rating bulletin 2538 (Cert #51734), 8/1/2018)",105 minutes,Halloween,Horror,Live Action,Contemporary Fiction,"Blumhouse,Miramax Films,Rough House Pictures,Universal Pictures,Malek Akkad",United States,English,"October 17, 2018"
https://www.the-numbers.com/movie/Crazy-Rich-Asians-(2018)#tab=summary,"$30,000,000","PG-13for some suggestive content and language.(Rating bulletin 2502 (Cert #51326), 11/15/2017)",120 minutes,Crazy Rich Asians,Romantic Comedy,Live Action,Contemporary Fiction,"Color Force,Ivanhoe Pictures,Warner Bros.,SK Global,Beijing Universe Starlight Culture Media Company,Electric Somewhere",United States,English,"August 15, 2018"
https://www.the-numbers.com/movie/Smallfoot-(2018)#tab=summary,"$80,000,000","PGfor some action, rude humor, and thematic elements.(Rating bulletin 2537 (Cert #51715), 7/25/2018)",96 minutes,,Adventure,Digital Animation,Kids Fiction,"Zaftig Films,RatPac Entertainment,Warner Bros.,Warner Animation Group",United States,English,"September 21, 2018"
https://www.the-numbers.com/movie/Creed-II-(2018)#tab=summary,"$50,000,000","PG-13for sports action violence, language, and a scene of sensuality.(Rating bulletin 2548 (Cert #51855), 10/10/2018)",128 minutes,RockyCreed,Drama,Live Action,Contemporary Fiction,"Metro-Goldwyn-Mayer Pictures,Warner Bros.,New Line Cinema,Chartoff Winkler Productions",United States,English,"November 21, 2018"
https://www.the-numbers.com/movie/Hou-Lai-De-Wo-Men-(China)#tab=summary,,,90 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"April 27, 2018"
https://www.the-numbers.com/movie/Yi-Chu-Hao-Xi-(China)-(2018)#tab=summary,,Not Rated,134 minutes,,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"August 10, 2018"
https://www.the-numbers.com/movie/Christopher-Robin-(2018)#tab=summary,"$75,000,000","PGfor some action.(Rating bulletin 2528 (Cert #51611), 5/23/2018)",104 minutes,,Adventure,Animation/Live Action,Kids Fiction,"Walt Disney Pictures,2Dux2",United States,English,"August 03, 2018"
https://www.the-numbers.com/movie/Equalizer-2-The#tab=summary,"$77,000,000","Rfor brutal violence throughout, language, and some drug content.(Rating bulletin 2534 (Cert #51432), 7/4/2018)",129 minutes,The Equalizer,Action,Live Action,Contemporary Fiction,"Columbia Pictures,Escape Artists,Zhiv,Mace Neufeld",United States,English,"July 18, 2018"
https://www.the-numbers.com/movie/Wu-Shuang-(Hong-Kong)-(2018)#tab=summary,,,130 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,,Hong Kong,Cantonese,"September 30, 2018"
https://www.the-numbers.com/movie/Mule-The-(2018)#tab=summary,"$50,000,000","Rfor language throughout and brief sexuality/nudity.(Rating bulletin 2550 (Cert #51878), 10/24/2018)",116 minutes,,Drama,Live Action,Dramatization,"Malpaso Productions,Imperative Entertainment,Warner Bros.,Bron Creative",United States,English,"December 14, 2018"
https://www.the-numbers.com/movie/Insidious-The-Last-Key#tab=summary,"$10,000,000","PG-13for disturbing thematic content, violence and terror, and brief strong language.(Rating bulletin 2496 (Cert #50733), 10/4/2017)",103 minutes,Insidious,Horror,Live Action,Contemporary Fiction,"Blumhouse,Stage 6 Films,Universal Pictures",United States,English,"January 03, 2018"
https://www.the-numbers.com/movie/Nutcracker-and-the-Four-Realms-The-(2018)#tab=summary,"$132,900,000","PGfor some mild peril.(Rating bulletin 2544 (Cert #51800), 9/12/2018)",99 minutes,,Adventure,Live Action,Fantasy,"Walt Disney Pictures,The Mark Gordon Company",United States,English,"October 31, 2018"
https://www.the-numbers.com/movie/Predator-The-(2018)#tab=summary,"$88,000,000","Rfor strong bloody violence, language throughout, and crude sexual references.(Rating bulletin 2541 (Cert #51141), 8/22/2018)",107 minutes,Predator,Action,Live Action,Science Fiction,"Davis Entertainment,Lawrence Gordon,Silver Pictures,TSG Entertainment",United States,English,"September 11, 2018"
https://www.the-numbers.com/movie/Johnny-English-Strikes-Again-(2018)#tab=summary,"$30,000,000","PGfor some action violence, rude humor, language and brief nudity(Rating bulletin 2533 (Cert #51397), 6/27/2018)",88 minutes,Johnny English,Comedy,Live Action,Contemporary Fiction,"StudioCanal,Working Title Films","United Kingdom,France,United States",English,"September 13, 2018"
https://www.the-numbers.com/movie/Bi-Bei-Shang-Geng-Bei-Shang-De-Gu-Shi-(Taiwan)-(2018)#tab=summary,,Not Rated,105 minutes,,Drama,Live Action,Contemporary Fiction,,"Taiwan, Province of China",Mandarin,"November 30, 2018"
https://www.the-numbers.com/movie/Red-Sparrow#tab=summary,"$69,000,000","Rfor strong violence, torture, sexual content, language and some graphic nudity.(Rating bulletin 2512 (Cert #51413), 1/31/2018)",139 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"Chernin Entertainment,TSL Entertainment",United States,English,"February 28, 2018"
https://www.the-numbers.com/movie/First-Purge-The#tab=summary,"$13,000,000","Rfor strong disturbing violence throughout, pervasive language, some sexuality and drug use.(Rating bulletin 2528 (Cert #51600), 5/23/2018)",97 minutes,The Purge,Horror,Live Action,Contemporary Fiction,"Platinum Dunes,Blumhouse,Universal Pictures,Perfect World Pictures,Man in a Tree Productions",United States,English,"July 04, 2018"
https://www.the-numbers.com/movie/How-Long-Will-I-Love-U-(2018-China)#tab=summary,,Not Rated,101 minutes,,Romantic Comedy,Live Action,Fantasy,Khorgos Youth Enlight Pictures,China,Mandarin,"May 13, 2018"
https://www.the-numbers.com/movie/Wrinkle-in-Time-A-(2018)#tab=summary,"$103,000,000","PGfor thematic elements and some peril.(Rating bulletin 2502 (Cert #51324), 11/15/2017)",120 minutes,,Adventure,Live Action,Fantasy,"Walt Disney Pictures,Whitaker Entertainment",United States,English,"March 09, 2018"
https://www.the-numbers.com/movie/House-with-a-Clock-in-its-Walls-The#tab=summary,"$40,000,000","PGfor thematic elements including sorcery, some action, scary images, rude humor and language.(Rating bulletin 2527 (Cert #51599), 5/16/2018)",105 minutes,,Comedy,Live Action,Historical Fiction,"Amblin Entertainment,Mythology Entertainment",United States,English,"September 19, 2018"
https://www.the-numbers.com/movie/Dragon-Ball-Super-Broly-(2018-Japan)#tab=summary,"$8,500,000","PGfor prolonged frenetic sequences of action and violence, and for language.(Rating bulletin 2559 (Cert #51905), 1/2/2019)",100 minutes,Dragon Ball,Action,Digital Animation,Fantasy,Toei Animation,Japan,Japanese,"December 14, 2018"
https://www.the-numbers.com/movie/Instant-Family-(2018)#tab=summary,"$48,000,000","PG-13for thematic elements, sexual material, language and some drug references.(Rating bulletin 2550 (Cert #51762), 10/24/2018)",119 minutes,,Comedy,Live Action,Contemporary Fiction,"Paramount Pictures,Closest to the Hole,Leverage,Two Grown Men Productions",United States,English,"November 16, 2018"
https://www.the-numbers.com/movie/Wu-Wen-Xi-Dong-(China)#tab=summary,,,150 minutes,,Drama,Live Action,Historical Fiction,,China,Mandarin,"January 09, 2018"
https://www.the-numbers.com/movie/Commuter-The#tab=summary,"$40,000,000","PG-13for some intense action/violence, and language.(Rating bulletin 2485 (Cert #51144), 7/19/2017)",105 minutes,,Action,Live Action,Contemporary Fiction,"StudioCanal,The Picture Company,Ombra Films,Lionsgate",United States,English,"January 11, 2018"
https://www.the-numbers.com/movie/Cool-Fish-A-(2018-China)#tab=summary,,Not Rated,90 minutes,,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"November 14, 2018"
https://www.the-numbers.com/movie/Game-Night-(2018)#tab=summary,"$37,000,000","Rfor language, sexual references and some violence.(Rating bulletin 2506 (Cert #51364), 12/13/2017)",93 minutes,,Comedy,Live Action,Contemporary Fiction,"Aggregate Films,Davis Entertainment,New Line Cinema,Access Entertainment,Dune Entertainment",United States,English,"February 23, 2018"
https://www.the-numbers.com/movie/Xi-You-Ji-Nu-Er-Guo-(China)#tab=summary,,Not Rated,114 minutes,The Monkey King,Action,Live Action,Fantasy,,China,Mandarin,"February 14, 2018"
https://www.the-numbers.com/movie/Meitantei-Conan-Zero-no-Shikkonin-(Japan)#tab=summary,,,115 minutes,,Adventure,Digital Animation,Kids Fiction,,Japan,Japanese,"April 13, 2018"
https://www.the-numbers.com/movie/Book-Club-(2018)#tab=summary,"$10,000,000","PG-13for sex-related material throughout, and for language.(Rating bulletin 2525 (Cert #51545), 5/2/2018)",104 minutes,Book Club,Romantic Comedy,Live Action,Contemporary Fiction,"June Pictures,Paramount Pictures,Endeavor Films,Sine Qua Non",United States,English,"May 18, 2018"
https://www.the-numbers.com/movie/First-Man-(2018)#tab=summary,"$60,000,000","PG-13for some thematic content involving peril, and brief strong language.(Rating bulletin 2535 (Cert #51688), 7/11/2018)",141 minutes,,Drama,Live Action,Dramatization,"DreamWorks Pictures,Temple Hill Entertainment,Universal Pictures,Perfect World Pictures",United States,English,"October 10, 2018"
https://www.the-numbers.com/movie/Night-School-(2018)#tab=summary,"$29,000,000","PG-13for crude and sexual content throughout, language, some drug references and violence.(Rating bulletin 2533 (Cert #51602), 6/19/2018)",111 minutes,,Comedy,Live Action,Contemporary Fiction,"Hartbeat Productions,Will Packer Productions",United States,English,"September 26, 2018"
https://www.the-numbers.com/movie/Alpha-(2018)#tab=summary,"$51,000,000","PG-13for some intense peril.(Rating bulletin 2506 (Cert #50486), 12/13/2017)",97 minutes,,Adventure,Live Action,Historical Fiction,"Studio 8,Columbia Pictures",United States,English,"August 15, 2018"
https://www.the-numbers.com/movie/Simple-Favor-A#tab=summary,"$20,000,000","Rfor sexual content and language throughout, some graphic nude images, drug use and violence.(Rating bulletin 2541 (Cert #51512), 8/22/2018)",116 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"Feigco Entertainment,Lionsgate,Hercules Film Fund,Bron Creative",United States,English,"September 12, 2018"
https://www.the-numbers.com/movie/Sherlock-Gnomes-(2018)#tab=summary,"$59,000,000","PGfor some rude and suggestive humor.(Rating bulletin 2516 (Cert #51360), 2/28/2018)",86 minutes,Gnomeo and Juliet,Adventure,Digital Animation,Kids Fiction,"Metro-Goldwyn-Mayer Pictures,Rocket Pictures,Paramount Pictures",United States,English,"March 15, 2018"
https://www.the-numbers.com/movie/Xiong-Chu-Mei-Zhi-Bian-Xing-Ji-(China)#tab=summary,,,90 minutes,Boonie Bears,Adventure,Digital Animation,Kids Fiction,,China,Mandarin,"January 27, 2018"
https://www.the-numbers.com/movie/Favourite-The-(2018)#tab=summary,"$15,000,000","Rfor strong sexual content, nudity and language.(Rating bulletin 2509 (Cert #51403), 1/10/2018)",119 minutes,,Black Comedy,Live Action,Dramatization,"Element Pictures,Scarlet Films,Film4,Waypoint Entertainment,Fox Searchlight Pictures,TSG Entertainment","Ireland,United Kingdom,United States",English,"November 23, 2018"
https://www.the-numbers.com/movie/Truth-or-Dare-(2018)#tab=summary,"$3,500,000","PG-13for violence and disturbing content, alcohol abuse, some sexuality, language and thematic material.(Rating bulletin 2517 (Cert #51313), 3/7/2018)",100 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,Blumhouse,United States,English,"April 12, 2018"
https://www.the-numbers.com/movie/Kill-Mobile-(2018-China)#tab=summary,,,90 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"December 28, 2018"
https://www.the-numbers.com/movie/Blockers#tab=summary,"$21,000,000","Rfor crude and sexual content, and language throughout, drug content, teen partying, and some graphic nudity(Rating bulletin 2512 (Cert #51444), 1/31/2018)",102 minutes,,Comedy,Live Action,Contemporary Fiction,"Point Grey,Good Universe,Hurwitz & Schlossberg Productions,Universal Pictures,DMG Entertainment",United States,English,"March 29, 2018"
https://www.the-numbers.com/movie/Singwa-Hamgge-Ingwa-Yeon-(South-Korea)-(2018)#tab=summary,,Not Rated,135 minutes,,Action,Live Action,Fantasy,,Republic of Korea,Korean,"August 01, 2018"
https://www.the-numbers.com/movie/BlacKkKlansman#tab=summary,"$15,000,000","Rfor language throughout, including racial epithets, and for disturbing/violent material and some sexual references.(Rating bulletin 2537 (Cert #51555), 7/25/2018)",134 minutes,,Black Comedy,Live Action,Dramatization,"Monkeypaw Pictures,QC Entertainment,Blumhouse,40 Acres and a Mule Filmworks,Legendary Pictures,Perfect World Pictures",United States,English,"August 09, 2018"
https://www.the-numbers.com/movie/Goosebumps-2-Haunted-Halloween-(2018)#tab=summary,"$35,000,000","PGfor scary creature action and images, some thematic elements, rude humor and language.(Rating bulletin 2545 (Cert #51436), 9/19/2018)",90 minutes,Goosebumps,Horror,Animation/Live Action,Kids Fiction,"Columbia Pictures,Sony Pictures Animation,Original Film,Scholastic Entertainment Inc.,Silvertongue Films","United States,Australia",English,"October 10, 2018"
https://www.the-numbers.com/movie/Jing-Zhou-(China)-(2018)#tab=summary,,Not Rated,116 minutes,,Action,Live Action,Fantasy,"Perfect Village Entertainment,Tencent Pictures,KBRO HK Limited,Le Vision",China,Mandarin,"September 30, 2018"
https://www.the-numbers.com/movie/I-Feel-Pretty#tab=summary,"$32,000,000","PG-13for sexual content, some partial nudity, and language.(Rating bulletin 2519 (Cert #51524), 3/21/2018)",110 minutes,,Comedy,Live Action,Contemporary Fiction,"Voltage Pictures,Wonderland Sound and Vision,Huayi Brothers Pictures Ltd,STX Entertainment,Asia Production Fund One Limited,Soundford Limited",United States,English,"April 20, 2018"
https://www.the-numbers.com/movie/Overboard-(Remake)-(2018)#tab=summary,"$12,000,000","PG-13for suggestive material, partial nudity and some language.(Rating bulletin 2509 (Cert #51392), 1/10/2018)",112 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,"Pantelion Films,Metro-Goldwyn-Mayer Pictures,3Pas Studios",United States,English,"May 04, 2018"
https://www.the-numbers.com/movie/Di-Ren-Jie-Zhi-Si-Da-Tian-Wang-(China)-(2018)#tab=summary,,Not Rated,131 minutes,Detective Dee,Action,Live Action,Fantasy,,"China,Hong Kong",Mandarin,"July 27, 2018"
https://www.the-numbers.com/movie/Li-Cha-De-Gu-Ma-(China)(2018)#tab=summary,,,90 minutes,,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"September 25, 2018"
https://www.the-numbers.com/movie/I-Can-Only-Imagine-(2018)#tab=summary,"$7,000,000","PGfor thematic elements including some violence.(Rating bulletin 2490 (Cert #51203), 8/23/2017)",110 minutes,I Can Only Imagine,Drama,Live Action,Dramatization,"Lionsgate,Erwin Brothers Entertainment,South West Film Group,Mission Pictures International,LD Entertainment,City on a Hill Studio",United States,English,"March 16, 2018"
https://www.the-numbers.com/movie/Mortal-Engines-(2018)#tab=summary,"$100,000,000","PG-13for sequences of futuristic violence and action.(Rating bulletin 2550 (Cert #51767), 10/24/2018)",128 minutes,,Action,Live Action,Science Fiction,"Media Rights Capital,Wingnut Films,Universal Pictures,Scholastic Entertainment Inc.,Silvertongue Films,Perfect World Pictures","New Zealand,United States",English,"December 05, 2018"
https://www.the-numbers.com/movie/Robin-Hood-(2018)#tab=summary,"$99,000,000","PG-13for extended sequences of violence and action, and some suggestive references.(Rating bulletin 2515 (Cert #51477), 2/21/2018)",116 minutes,,Action,Live Action,Historical Fiction,"Appian Way,Safehouse Pictures,Summit Entertainment,Thunder Road Film",United States,English,"November 21, 2018"
https://www.the-numbers.com/movie/Xie-Bu-Ya-Zheng-(China)-(2018)#tab=summary,,,137 minutes,Let The Bullets Fly,Comedy,Live Action,Historical Fiction,,"China,United States","Mandarin,English,Japanese","July 13, 2018"
https://www.the-numbers.com/movie/Ai-qing-gong-yu-(2018-China)#tab=summary,,,115 minutes,,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"August 10, 2018"
https://www.the-numbers.com/movie/Hereditary-(2018)#tab=summary,"$10,000,000","Rfor horror violence, disturbing images, language, drug use and brief graphic nudity.(Rating bulletin 2523 (Cert #51363), 4/18/2018)",126 minutes,,Horror,Live Action,Contemporary Fiction,"PalmStar Media,Finch Entertainment,Windy Hill Pictures,A24,Kevin Frakes,Lars Knudsen",United States,English,"June 01, 2018"
https://www.the-numbers.com/movie/Den-of-Thieves#tab=summary,"$30,000,000","Rfor violence, language and some sexuality/nudity.(Rating bulletin 2505 (Cert #51350), 12/6/2017)",140 minutes,Den of Thieves,Action,Live Action,Contemporary Fiction,"Diamond Film Productions,Tooley Productions,G-Base,Mark Canton,STX Entertainment",United States,English,"January 19, 2018"
https://www.the-numbers.com/movie/Eiga-Doraemon-Nobita-no-Takarajima-(2018-Japan)#tab=summary,,,109 minutes,Doraemon,Adventure,Digital Animation,Science Fiction,,Japan,Japanese,"March 03, 2018"
https://www.the-numbers.com/movie/2-0-(India)(2018)#tab=summary,,,148 minutes,,Thriller/Suspense,Live Action,Science Fiction,,India,Tamil,"November 29, 2018"
https://www.the-numbers.com/movie/Spy-Who-Dumped-Me-The-(2018)#tab=summary,"$40,000,000","Rfor violence, language throughout, some crude sexual material and graphic nudity.(Rating bulletin 2536 (Cert #51513), 7/18/2018)",117 minutes,,Comedy,Live Action,Contemporary Fiction,"Imagine Entertainment,Lionsgate,Hercules Film Fund,Bron Creative",United States,English,"August 01, 2018"
https://www.the-numbers.com/movie/Code-Blue-the-Movie-(Japan)-(2018)#tab=summary,,,127 minutes,,Drama,Live Action,Contemporary Fiction,,Japan,Japanese,"July 27, 2018"
https://www.the-numbers.com/movie/Tag-(2018)#tab=summary,"$28,000,000","Rfor language throughout, crude sexual content, drug use and brief nudity.(Rating bulletin 2526 (Cert #51581), 5/9/2018)",100 minutes,,Comedy,Live Action,Contemporary Fiction,"New Line Cinema,Broken Road",United States,English,"June 15, 2018"
https://www.the-numbers.com/movie/Sicario-Day-of-the-Soldado-(2018)#tab=summary,"$35,000,000","Rfor strong violence, bloody images, and language.(Rating bulletin 2498 (Cert #51166), 10/18/2017)",123 minutes,Sicario,Action,Live Action,Contemporary Fiction,"Black Label Media,Thunder Road Film,Columbia Pictures","United States,Italy","English,Spanish","June 25, 2018"
https://www.the-numbers.com/movie/Widows-(2018)#tab=summary,"$40,000,000","Rfor violence, language throughout, and some sexual content/nudity.(Rating bulletin 2530 (Cert #51639), 6/6/2018)",129 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"New Regency,See-Saw Films,Regency Enterprises,20th Century Fox,Lammas Park","United States,United Kingdom",English,"November 06, 2018"
https://www.the-numbers.com/movie/Searching-(2018)#tab=summary,"$880,000","PG-13for thematic content, some drug and sexual references, and for language.(Rating bulletin 2535 (Cert #51458), 7/11/2018)",101 minutes,Searching,Thriller/Suspense,Live Action,Contemporary Fiction,"Bazelevs Company,Screen Gems,Stage 6 Films,Timur Bekmambetov",United States,English,"August 23, 2018"
https://www.the-numbers.com/movie/Dongwu-shijie-(China)#tab=summary,,,132 minutes,,Adventure,Multiple Production Methods,Science Fiction,,China,Mandarin,"June 23, 2018"
https://www.the-numbers.com/movie/Sanju-(India)-(2018)#tab=summary,,Not Rated,161 minutes,,Drama,Live Action,Dramatization,"Rajkumar Hirani Films,Vinod Chopra Films",India,Hindi,"May 25, 2018"
https://www.the-numbers.com/movie/Asterix-Le-secret-de-la-potion-magique-(France)(2018)#tab=summary,,,85 minutes,,Adventure,Digital Animation,Kids Fiction,,France,"French,Latin","December 07, 2018"
https://www.the-numbers.com/movie/Manbiki-kazoku-(Japan)-(2018)#tab=summary,,"Rfor some sexual content and nudity.(Rating bulletin 2547 (Cert #51842), 10/3/2018)",121 minutes,,Drama,Live Action,Contemporary Fiction,"Fuji Television Network,GAGA Corporation,AOI Pro Inc",Japan,Japanese,"June 08, 2018"
https://www.the-numbers.com/movie/Li-hai-le-wo-de-guo-(2018-China)#tab=summary,,,90 minutes,,Documentary,Live Action,Factual,,China,Mandarin,"March 02, 2018"
https://www.the-numbers.com/movie/Second-Act-(2018)#tab=summary,"$15,700,000","PG-13for some crude sexual references, and language.(Rating bulletin 2530 (Cert #51638), 6/6/2018)",104 minutes,,Comedy,Live Action,Contemporary Fiction,"STX Entertainment,Huayi Brothers Pictures Ltd,Nuyorican",United States,English,"December 07, 2018"
https://www.the-numbers.com/movie/Padmavati-(India)#tab=summary,,Not Rated,164 minutes,,Drama,Live Action,Historical Fiction,,India,Hindi,"January 19, 2018"
https://www.the-numbers.com/movie/12-Strong#tab=summary,"$35,000,000","Rfor war violence and language throughout.(Rating bulletin 2502 (Cert #51285), 11/15/2017)",90 minutes,,Drama,Live Action,Historical Fiction,"Alcon Entertainment,Black Label Media,Jerry Bruckheimer Films,Torridon Films",United States,English,"January 16, 2018"
https://www.the-numbers.com/movie/Vice-(2018)#tab=summary,"$60,000,000","Rfor language and some violent images.(Rating bulletin 2548 (Cert #51824), 10/10/2018)",132 minutes,,Black Comedy,Live Action,Dramatization,"Plan B Entertainment,Gary Sanchez Productions,Annapurna Pictures",United States,English,"December 21, 2018"
https://www.the-numbers.com/movie/Mile-22-(2018)#tab=summary,"$35,000,000","Rfor strong violence and language throughout.(Rating bulletin 2538 (Cert #51728), 8/1/2018)",90 minutes,,Action,Live Action,Contemporary Fiction,"STX Entertainment,Huayi Brothers Pictures Ltd,Hideaway Pictures,Closest to the Hole,Film 44",United States,English,"August 17, 2018"
https://www.the-numbers.com/movie/Life-of-the-Party#tab=summary,"$30,000,000","PG-13for sexual material, drug content and partying.(Rating bulletin 2480 (Cert #51072), 6/14/2017)",105 minutes,,Comedy,Live Action,Contemporary Fiction,"New Line Cinema,On The Day Productions",United States,English,"May 10, 2018"
https://www.the-numbers.com/movie/Love-Simon#tab=summary,"$10,000,000","PG-13for thematic elements, sexual references, language and teen partying.(Rating bulletin 2490 (Cert #51124), 8/23/2017)",107 minutes,,Drama,Live Action,Contemporary Fiction,"Fox 2000 Pictures,Temple Hill Entertainment",United States,English,"March 16, 2018"
https://www.the-numbers.com/movie/Cafarnaum-(Lebanon)-(2018)#tab=summary,"$4,000,000","Rfor language and some drug material.(Rating bulletin 2552 (Cert #51889), 11/7/2018)",126 minutes,,Drama,Live Action,Contemporary Fiction,"Sony Pictures Classics,Khaled Mouzanar,Mooz Films","United States,Lebanon","Arabic,Amharic","October 19, 2018"
https://www.the-numbers.com/movie/L-Feng-Bao-(2018-Hong-Kong)#tab=summary,,,90 minutes,,Action,Live Action,Contemporary Fiction,,Hong Kong,Cantonese,"August 24, 2018"
https://www.the-numbers.com/movie/Isle-of-Dogs-(2018)#tab=summary,,"PG-13for thematic elements and some violent images.(Rating bulletin 2514 (Cert #51283), 2/14/2018)",105 minutes,,Adventure,Stop-Motion Animation,Kids Fiction,"Fox Searchlight Pictures,Indian Paintbrush,American Empirical",United States,English,"March 23, 2018"
https://www.the-numbers.com/movie/Adrift-(2018)#tab=summary,"$35,000,000","PG-13for injury images, peril, language, brief drug use, partial nudity and thematic elements.(Rating bulletin 2526 (Cert #51589), 5/9/2018)",80 minutes,,Drama,Live Action,Dramatization,"Lakeshore Entertainment,Ingenious Media,Huayi Brothers Pictures Ltd,STX Entertainment,RVK",United States,English,"June 01, 2018"
https://www.the-numbers.com/movie/15-17-to-Paris-The#tab=summary,"$30,000,000","PG-13on appeal for bloody images, violence, some suggestive material, drug references and language.(Rating bulletin 2505 (Cert #51352), 12/6/2017)",94 minutes,,Drama,Live Action,Dramatization,"Village Roadshow Productions,Warner Bros.,Malpaso Productions,Access Motion Pictures,Dune Entertainment",United States,English,"February 09, 2018"
https://www.the-numbers.com/movie/Mu-Hou-Wan-Jia-(China)-(2018)#tab=summary,,,90 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"April 27, 2018"
https://www.the-numbers.com/movie/Chtite-famille-La-(2018-France)#tab=summary,"$31,400,000",,107 minutes,,Comedy,Live Action,Contemporary Fiction,,France,"French,English","March 02, 2018"
https://www.the-numbers.com/movie/Kuai-Ba-Wo-Ge-Dai-Zou-(2018-China)#tab=summary,,,90 minutes,,Comedy,Live Action,Fantasy,,China,Mandarin,"August 14, 2018"
https://www.the-numbers.com/movie/Teen-Titans-Go-To-The-Movies#tab=summary,"$10,000,000","PGfor action and rude humor.(Rating bulletin 2525 (Cert #51579), 5/2/2018)",92 minutes,,Adventure,Digital Animation,Kids Fiction,Warner Animation Group,United States,English,"July 27, 2018"
https://www.the-numbers.com/movie/Bei-Shang-Ni-Liu-Cheng-He-(2018-China)#tab=summary,,,104 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"September 21, 2018"
https://www.the-numbers.com/movie/Slender-Man#tab=summary,"$10,000,000","PG-13for disturbing images, sequences of terror, thematic elements and language including some crude sexual references.(Rating bulletin 2536 (Cert #51434), 7/18/2018)",93 minutes,,Horror,Live Action,Contemporary Fiction,"Mythology Entertainment,Madhouse Entertainment,Screen Gems",United States,English,"May 18, 2018"
https://www.the-numbers.com/movie/Peppermint-(2018)#tab=summary,"$25,000,000","Rfor strong violence and language throughout.(Rating bulletin 2531 (Cert #51651), 6/13/2018)",102 minutes,,Action,Live Action,Contemporary Fiction,"Lakeshore Entertainment,STX Films,Huayi Brothers Pictures Ltd",United States,English,"September 07, 2018"
https://www.the-numbers.com/movie/Breaking-In-(2018)#tab=summary,"$6,000,000","PG-13for violence, menace, bloody images, sexual references, and brief strong language.(Rating bulletin 2512 (Cert #51402), 1/31/2018)",88 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"Will Packer Productions,Practical Pictures,Universal Pictures,Dentsu Inc.,Fuji Television Network",United States,English,"May 09, 2018"
https://www.the-numbers.com/movie/Andhadhun-(India)(2018)#tab=summary,,Not Rated,139 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,,India,Hindi,"October 05, 2018"
https://www.the-numbers.com/movie/Death-Wish-(2018)#tab=summary,"$30,000,000","Rfor strong bloody violence, and language throughout.(Rating bulletin 2472 (Cert #51023), 4/19/2017)",107 minutes,,Action,Live Action,Contemporary Fiction,"Metro-Goldwyn-Mayer Pictures,Cave 76",United States,English,"March 02, 2018"
https://www.the-numbers.com/movie/Mary-Queen-of-Scots-(UK)-(2018)#tab=summary,"$25,000,000","Rfor some violence and sexuality.(Rating bulletin 2552 (Cert #51396), 11/7/2018)",125 minutes,,Drama,Live Action,Dramatization,"Working Title Films,Focus Features,Perfect World Pictures","United States,United Kingdom",English,"December 07, 2018"
https://www.the-numbers.com/movie/Tuche-3-Les-(2018-France)#tab=summary,,,92 minutes,Les Tuche,Comedy,Live Action,Contemporary Fiction,,France,French,"January 31, 2018"
